origin,location,sha256,bytes,duplicate_of,csv_data_rows,numeric_hotel_line_count
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/data/processed/overnight/27_nights_band.csv,fa17999ceaff0babc4eaf996ab7d0cd5192a662841b9fd5e28dc91f10d802983,342,,3,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/data/processed/overnight/27_regional_bucket_check.csv,6170c6d3a4d8031283e03b35ffdfa9a9f4168c57c2cfbf1dd368d8472995dd54,2505,,28,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/data/processed/overnight/28_fx_hedge_disclosures.csv,321b681936d91f4441eb91a0a8a347bf2bb3d7b7b8dea25c0ba4865040ddb915,1774,,14,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/data/processed/overnight/28_fx_hedge_forward.csv,f35e8e816ee71e73169db595d9d6e185f83626867f6b5fd5bbd205df6c6d6b95,730,,4,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/data/processed/overnight/28_fx_hedge_tests.csv,86fd39d0cfa45dff036ca75c9f0a53c781e6e795d3474d07482a888a14c30d44,1857,,15,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,30360,,,20
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,23638,,,19
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,9349,,,13
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_abnb-major-moves.md,383cbed6444b1b5ca9d71ef3867b43df50fa6f29e1ce67257d9a2a5dfa5640d3,10188,,,3
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,04aa126b0e3d7b47f5cd51138f9c622c8ce72ad078ecc1bf3bb44e45dfbb6a47,16202,,,10
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_capital-return-panel.md,d22ef02b96dfb7cbdaa59348b574dd538aeeabb6998aee7162b5dcbe6151dc75,10271,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_cc-listing-panel.md,d3a0b972b5017c3fe805608b616070a50a7808f06bf9b2c9be329b78834adaff,11131,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_driver-model.md,d8408c410014b4cb59afefb1ad97ebd233ea92983af13d51fe9f0997d1c3e693,10584,,,1
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_eu-platform-and-backlog.md,1b851d9e8a5f1ac843b75cae64cc3a834be7c578fcc8ea0302991ea3103d1238,9338,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_guidance-margin-items.md,81e37e97cc7d3e677227f6a764ef5341465c23c1b855e9e7fa43cbbe4aa7c187,2819,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_inside-airbnb-supply-panel.md,79f796ff654987d1c26a0a8ee848fc1af911c4ebecc2de2a7459ebffb21ba4e3,27669,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_macro-topdown-framework.md,d066c1daf28806df9201431d0b8a56d625f291aa3bc65b6bdff971789b9d3637,5042,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,59381,,,12
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_regulatory-forecast-profile.md,f502d09628433436db6ace323ceda3cb6d9f5fbbbf3e56e3d78cd5d1b503d59c,21574,,,3
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_third-bridge-transcripts.md,3c0736ae3958cb3618550fe12073a1478f8dfa6835767a1a080e0bab65b8dff3,13408,,,3
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_transcript-analytics.md,f0f8d101473be5dc8f94146b778da5a07aba923de23a6ebef81e101d266e1dc3,30996,,,8
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_what-theos-alt-data-shows.md,89ecf68547efda2fbc293866e86187f5a1d67da05a834383fdacd49c94c142fa,3789,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,15302,,,22
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_predictive-study.md,54e5014c8f893075516a87ce08711a58dbbed95767543b3cbfc68b17e9c17c8a,11820,,,7
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/README.md,e880eda68f35d45625f0be0a5d4bb4f8680aec1ca1890134878007ef89437c87,211,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/abnb_research_notes.md,f8c439b6f9d64eddd3df9099ab202e2f3fa038eb2942fd519edaa26989a61103,7756,,,3
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/01_data-census.md,b1af5a5b54e102c626b12cf85901e9168bd44062fba511b587cffbb1adef9a3e,16346,,,2
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/02_kpi-panel-and-guidance-ledger.md,530dc4242d399799cde5b0103679ccd77f620ed70783113287c3e06d4487fe79,23820,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/03_management-language-and-stock.md,90345353fda32c02ff0498b892f348030535ada790813a886523fbd89715ebc6,28052,,,4
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/04_consensus-and-reaction.md,0e8587158565eb4dc4444c06d9b8a8d67a57f223cb3cd1e8c9f50eb96c293b8d,21178,,,1
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/05_macro-outlook-and-transmission.md,77602cc1943f6c454145313ba9fc3fc1ca01ebfc68539110574c6aa4d0204567,58450,,,10
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/06_consumer-choice-and-willingness-to-pay.md,0eea518711c42240ae2195ce5c4d900c94e0a9e43448770f2d84ad6d4052d6f6,44323,,,53
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/07_ops-and-margin-levers.md,c0c6bc2d966bd54ae287c4081f535dd51e5f594fe20f8068dc760f1bb82124f5,33288,,,3
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/08_altdata-index-and-backtests.md,129cdc1ee624aa2a22c18cb593e0aec62681e8d3c1252ca93a80e97faaa87597,37208,,,11
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/09_stock-behaviour-and-alpha.md,eccc48a7c91589799eab39da560b15a1ef7ef5033e79fa4ed4a1f10205d2f14e,42457,,,2
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/10_regional-and-segment-decomposition.md,2ccc1d3797ac62bde21dfcfb8f1c7f90d9ab93129504992b31e9b96843c079f9,37862,,,4
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/11_competition-supply-and-overlays.md,4b938583be65df358b21e513162312e980ce59f7c1b3bb8de2d07fea88bf256e,47257,,,10
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/12_valuation-multiple-regime.md,4a3030d8742a1c994aedb981eb02a90b60711225df55caa2071a4539091db183,35621,,,1
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/13_driver-model-build.md,487a61bd9215391a3f220b6747e4cd7e175b03d0025068f90def37ce77a29d02,36237,,,4
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/14_master-synthesis.md,eae0d91b260e1661d2637f63524d2f19c5279aa0f1f5549622289b4cb126f904,123017,,,16
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/15_red-team.md,81b08bfab0a89ec8d108b689d7e28d509f2ba86fecb350089a5b71147017c903,30959,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/16_web-gap-fill.md,a9d185aa279c087c4e089bc3f76f784b8711662e1db72e1dcbd900eb56fb2c20,37196,,,5
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/17_excel-audit.md,a5a4e4698a1c38fc30d403d4c576fa3001ab0cc9357fdd73996def145d195c2d,18871,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/18_corrections-applied.md,38f5262ab0bdbfc7312777c029073584730bfd8fd1b7ac144caec162c199fd87,16492,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/19_audit-triage-and-repairs.md,0d6a85569c7882d8381c6f6ef0386a09ef0e1a5a4049bc53e750541a64cb8328,21915,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/20_temporal-validation.md,6a80247e6adef375b8275602d56fdab8c665b6635b6b99b18fb276e08e77e243,23766,,,9
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/21_inside-airbnb-pair-eligibility.md,210d44fadbbd4f5d3e0b044583acd884d5707b72319cd8a04fa76e6863af5b6d,17792,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/22_regulatory-probability-fix.md,bf5e4e47c095b4b5fe13b8fe8a832faf020080a6d995e48fae297dbfef0d67f9,20359,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/23_options-estimator-fix.md,a85eeb5ae4f846e5d6405d4c0844eb24bca3c9f9edf27bfa6340281f68ca8e52,21323,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/24_reproducibility.md,832bf6a5718a5cf1870a7e0abc04b63982bcdc1c01b3351583154dea0f599ed5,19014,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/25_conventions-and-cleanup.md,e5c9d1578f83cb12134ceab1afc170a6aa7533ad56157540757cc376ba8f7b99,24199,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/26_integration.md,b339b521f798a28d65568eb821fecb10b0afc515c338f8a1927d21194978a286,33594,,,6
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/27_regional-bucket-check.md,0997fd3d985cb170099fbe737730720981f075fafbba1f44a6885b819dbe60f5,3911,,,1
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/overnight/28_fx-hedge-disclosures.md,c6d942e1a4f252b4ba98dc376866c1f9a17b1e9a66f681f087dabde74021e7b1,4628,,,0
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/predictive/01_forecasting-framework-review.md,f1615d8c720915e1514b0c8ccd366fd9eb16b5a75928f71b8c3c39e61dfb9428,52451,,,6
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/predictive/02_peer-readthrough.md,f70aba42edcb0a4d58dcd207bd772e45366c5406a1d79f1540099e226396e4d0,21666,,,3
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/predictive/03_macro-altdata-nowcast.md,c8bba0125bec095e9575dd478aa0e7aae3e2a5b9ad6520de6d9485a9f61c173f,20588,,,7
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/predictive/04_margin-and-reaction.md,c93fc39e0d1ea6075eccedb6b8dc4832a416790044656696afed4756f554b023,31034,,,3
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/predictive/05_pitch-scorecard.md,d9a0be434c2eec82ea414287b47748923c000efc542b50d8391549741f30ce95,28508,,,13
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/research-log-abnb-regulatory-profile.md,fbeadaefac0761e5a56a8dff22a1057fd51edf9724f02a08cf69b5286e63a0b3,16668,,,5
github,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/sources/README.md,cf68dfa78f289896607b08a86acb28fe3fd94a01500f05a23d0d41a4fa9b121d,18371,,,8
local_zip,abnb-direct-booking.zip::research/notes/direct_booking_threat_to_abnb.md,19d5aaef5a3e2c6c2e5f18b70393dc745bc920995d294dae387b5955525fc150,15231,,,5
local_zip,abnb-direct-booking.zip::research/sources/direct_booking_sources.md,2a43942267a356175cb449aa83b056251ab6d47b5df3d91558ee6542eae5dc1a,3809,,,1
local_zip,abnb-direct-booking.zip::data/processed/direct_link_leakage_sensitivity.csv,121b60543ea0a9c1412b456230819dc27b641e5b80c27f63125eea0c53dbbdb6,9170,,144,0
local_zip,abnb-direct-booking.zip::data/processed/abnb_take_rate_baseline.csv,a2d6bc18628643dabf7a90383687ed0dfadacd68ef0161de10bf858346dda17b,675,,5,0
local_zip,abnb-direct-booking.zip::data/processed/str_channel_fee_comparison.csv,e96036bd6c9fc48f410c8bd482dcb57d00d1e74bba7dbd8230ebe76d129b7459,1348,,6,0
local_zip,abnb-direct-booking.zip::data/processed/us_pro_managed_str_channel_mix.csv,90bdd45daaf8ca8a3827a903ca96ac03200fda2364bc3fe0a17b3f6d82a013bd,666,,7,0
local_zip,catalyst_calendar_2026-09-06.zip::data/processed/abnb_big_move_stats_by_driver.csv,2beb71988ebf56215300560f19333f9c8af0cf8a1e950ae229427a1ff118a3a2,451,,5,0
local_zip,catalyst_calendar_2026-09-06.zip::data/processed/abnb_big_moves_7pct.csv,e643c586644bb62e5f2f2d9095758828f3f54251bbb6c46c459b701fda488bf6,7126,,41,2
local_zip,catalyst_calendar_2026-09-06.zip::research/notes/catalyst_calendar.md,7fbcf97a9b0c8d67bc63d7cbfd3e619cbe0fdd449c2c37800bfe9faf805cd17a,10435,,,3
local_zip,catalyst_calendar_2026-09-06.zip::research/sources/README_catalyst_calendar_additions.md,0b774028e2f7210a08eabcc9e76edbfd110558bfd879a191b6b7e00613a25229,1657,,,2
local_zip,citadel-abnb-austin-rnpl-hotels.zip::drop4/README_DROP.md,c195c04d65fb3c6668fcdcbf06ca2c6242471854525264687e363d39ddffc8e1,1250,,,2
local_zip,citadel-abnb-austin-rnpl-hotels.zip::drop4/research/notes/2026-09-05_macro-topdown-framework.md,d066c1daf28806df9201431d0b8a56d625f291aa3bc65b6bdff971789b9d3637,5042,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_macro-topdown-framework.md,,0
local_zip,citadel-abnb-austin-rnpl-hotels.zip::drop4/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,5a5febb1b19bd6739dba66397e141df59fa669eb1d0be44ddba41da290703041,16168,,,10
local_zip,citadel-abnb-austin-rnpl-hotels.zip::drop4/data/README_additions.md,e5bb5f31231237f3460ae49f47a54c47b39433ee7110f5e1ca35a4e33ba65810,2226,,,1
local_zip,citadel-abnb-austin-rnpl-hotels.zip::drop4/data/processed/austin_str_by_type_monthly_avg.csv,acc899f9dd9ddfaa2cddf129ad6b8c914874e305eb50412a4c155752938d3465,948,,20,0
local_zip,citadel-abnb-austin-rnpl-hotels.zip::drop4/data/processed/austin_active_str_daily.csv,0cf11bb138d694d5855d331164f92a963ab3878fcf2ea6b53b085a3a0870a955,8457,,527,0
local_zip,citadel-abnb-austin-rnpl-hotels.zip::drop4/data/processed/austin_str_by_district_type_snapshots.csv,1ff5ab0ce6ce228b6875b71427aa96cb7f453ff3baea4ef154fa44635e742643,3299,,113,0
local_zip,citadel-abnb-austin-rnpl-hotels.zip::drop4/data/processed/austin_str_by_type_monthly_raw.csv,a92495a46cce12cb2bef1087f8e24ec94573adf9ce4da96c7b8191de7a57a087,3172,,120,0
local_zip,citadel-abnb-feesplit-2026-09-06.zip::data/processed/fee_split_elasticity_scenarios.csv,511407b264bc20bafa8ff76c51afd78419e557c2d0a81d2dfd9cb59b142c183f,5945,,60,0
local_zip,citadel-abnb-feesplit-2026-09-06.zip::research/notes/host_only_fee_history_and_elasticity.md,d92f13f29fb1e0376b9e4a135751e843e6939dccc744201d8fac4a3d351789cd,14411,,,4
local_zip,citadel-abnb-feesplit-2026-09-06.zip::research/notes/README_feesplit_delivery.md,b119533acc15f9b78cf0f11431a98bb15f2ff94f5eb2ff1a07938266774244f6,459,,,0
local_zip,citadel-abnb-hotel-loyalty (1).zip::research/notes/hotel_loyalty_stickiness_vs_abnb.md,60ca3a924a2e5f89d8fcc2cc9758fd042889372e5e8d38b5a6169bd0689da8a4,19105,,,33
local_zip,citadel-abnb-hotel-loyalty (1).zip::research/sources/loyalty_sources_to_append.md,6ff923e5189ab49e5835358fc15d6488e586ffb4233887ef35a47d1d3aa6c72b,6704,,,16
local_zip,citadel-abnb-hotel-loyalty (1).zip::data/processed/hotel_loyalty_programs.csv,36ff61eae47d298e998933dbcc017bd670fd0ee9c5979b8c124e91a7a7e737b4,3599,,9,7
local_zip,citadel-abnb-hotel-loyalty (1).zip::data/processed/traveler_surveys_hotels_vs_str.csv,d3883c9ad4dd2ba142615ebb136af7ab7abb476ea4464385430478cd7f7529ea,13380,,81,81
local_zip,citadel-abnb-hotel-loyalty (1).zip::data/processed/loyalty_stickiness_evidence.csv,6f5db3c8b251784f291d3463d49adb2e37454b01672cdd21baa2763a4da6a240,9111,,44,37
local_zip,citadel-abnb-hotel-loyalty (1).zip::docs/README_loyalty_drop.md,bc8e7b74824eb224e99eb45daf3a48c4e7a00d335e4c8634670bba072bdac495,1079,,,2
local_zip,citadel-abnb-hotel-loyalty.zip::research/notes/hotel_loyalty_stickiness_vs_abnb.md,60ca3a924a2e5f89d8fcc2cc9758fd042889372e5e8d38b5a6169bd0689da8a4,19105,citadel-abnb-hotel-loyalty (1).zip::research/notes/hotel_loyalty_stickiness_vs_abnb.md,,33
local_zip,citadel-abnb-hotel-loyalty.zip::research/sources/loyalty_sources_to_append.md,1e889f99c080f3cb60283c36ef8bf29ecf50944e01d8310b65fa1fefc05b0cec,6155,,,14
local_zip,citadel-abnb-hotel-loyalty.zip::data/processed/hotel_loyalty_programs.csv,36ff61eae47d298e998933dbcc017bd670fd0ee9c5979b8c124e91a7a7e737b4,3599,citadel-abnb-hotel-loyalty (1).zip::data/processed/hotel_loyalty_programs.csv,9,7
local_zip,citadel-abnb-hotel-loyalty.zip::data/processed/loyalty_stickiness_evidence.csv,6f5db3c8b251784f291d3463d49adb2e37454b01672cdd21baa2763a4da6a240,9111,citadel-abnb-hotel-loyalty (1).zip::data/processed/loyalty_stickiness_evidence.csv,44,37
local_zip,citadel-abnb-hotel-loyalty.zip::docs/README_loyalty_drop.md,b77bbab2d04e9454e6b5a45689cdc936c3a34aab132b0a447cf5761a2db883d9,809,,,1
local_zip,citadel-abnb-hotel-news.zip::research/notes/hotel_news_impact_on_abnb.md,ef362eab1c20e79f5d5bbcf0954d05535717330cd3004494af717b979a5e0a55,13136,,,44
local_zip,citadel-abnb-hotel-news.zip::research/sources/hotel_news_sources.md,cef44fb0521e2c6c780d60ff1bdfe16ea2fe4180b2ee7bf647133efdf53cd5ba,6764,,,25
local_zip,citadel-abnb-hotel-news.zip::data/processed/hotel_catalyst_calendar.csv,7d80dbf475a4d3fae98d48dd6feeffaab5938b438f50c897479c641c9c39b49b,7139,,20,16
local_zip,citadel-abnb-hotel-news.zip::data/processed/hotel_vs_abnb_quarterly_kpis.csv,89643228d8a28c6bd45607b06d7af79823331f9c49248533688e6e9934663ae7,687,,6,2
local_zip,citadel-abnb-hotel-news.zip::data/processed/hotel_events_timeline.csv,c2f00de913b12452baca0b5b8ab424dfd766b7ccfb3d90f9dabf1faee3eb1be0,7423,,19,19
local_zip,citadel-abnb-jessie-all.zip::jessie-final/research/notes/abnb_research_notes.md,f8c439b6f9d64eddd3df9099ab202e2f3fa038eb2942fd519edaa26989a61103,7756,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/abnb_research_notes.md,,3
