location,sha256,line_number
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,153
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,165
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,168
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,223
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,247
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,257
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,262
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,273
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,274
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,278
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,289
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,297
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,302
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,304
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,314
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-catalogue.md,df04643372e39dc2900c97d1745e6faaf3906ad11fac167604aca50763fafee9,320
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,20
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,32
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,37
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,38
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,44
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,46
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,47
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,49
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,70
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,73
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,82
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,87
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,105
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,107
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,112
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,113
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,132
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,154
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_abnb-pitch-landscape.md,c9bd6763b02ec857724f60dd24309536262742f7f2272239d96eee6cfd5111f3,170
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,15
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,20
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,21
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,41
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,50
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,51
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,56
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,58
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,62
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,67
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,68
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,74
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-04_management-timeline.md,549da56f02916d6815c2ad4b13fc5e2e9892cfef67d579298156c0a7392f61b2,77
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_abnb-major-moves.md,383cbed6444b1b5ca9d71ef3867b43df50fa6f29e1ce67257d9a2a5dfa5640d3,18
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_abnb-major-moves.md,383cbed6444b1b5ca9d71ef3867b43df50fa6f29e1ce67257d9a2a5dfa5640d3,88
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_abnb-major-moves.md,383cbed6444b1b5ca9d71ef3867b43df50fa6f29e1ce67257d9a2a5dfa5640d3,99
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,04aa126b0e3d7b47f5cd51138f9c622c8ce72ad078ecc1bf3bb44e45dfbb6a47,89
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,04aa126b0e3d7b47f5cd51138f9c622c8ce72ad078ecc1bf3bb44e45dfbb6a47,99
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,04aa126b0e3d7b47f5cd51138f9c622c8ce72ad078ecc1bf3bb44e45dfbb6a47,100
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,04aa126b0e3d7b47f5cd51138f9c622c8ce72ad078ecc1bf3bb44e45dfbb6a47,101
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,04aa126b0e3d7b47f5cd51138f9c622c8ce72ad078ecc1bf3bb44e45dfbb6a47,102
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,04aa126b0e3d7b47f5cd51138f9c622c8ce72ad078ecc1bf3bb44e45dfbb6a47,105
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,04aa126b0e3d7b47f5cd51138f9c622c8ce72ad078ecc1bf3bb44e45dfbb6a47,109
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,04aa126b0e3d7b47f5cd51138f9c622c8ce72ad078ecc1bf3bb44e45dfbb6a47,113
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,04aa126b0e3d7b47f5cd51138f9c622c8ce72ad078ecc1bf3bb44e45dfbb6a47,121
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,04aa126b0e3d7b47f5cd51138f9c622c8ce72ad078ecc1bf3bb44e45dfbb6a47,122
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_driver-model.md,d8408c410014b4cb59afefb1ad97ebd233ea92983af13d51fe9f0997d1c3e693,98
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,17
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,36
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,83
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,85
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,90
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,95
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,96
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,99
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,134
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,170
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,215
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_margin-drivers.md,9a04fb8e257956553645bbed0ed59461c499ebfb81fadd306fd002b601f54373,267
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_regulatory-forecast-profile.md,f502d09628433436db6ace323ceda3cb6d9f5fbbbf3e56e3d78cd5d1b503d59c,76
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_regulatory-forecast-profile.md,f502d09628433436db6ace323ceda3cb6d9f5fbbbf3e56e3d78cd5d1b503d59c,113
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_regulatory-forecast-profile.md,f502d09628433436db6ace323ceda3cb6d9f5fbbbf3e56e3d78cd5d1b503d59c,121
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_third-bridge-transcripts.md,3c0736ae3958cb3618550fe12073a1478f8dfa6835767a1a080e0bab65b8dff3,21
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_third-bridge-transcripts.md,3c0736ae3958cb3618550fe12073a1478f8dfa6835767a1a080e0bab65b8dff3,48
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_third-bridge-transcripts.md,3c0736ae3958cb3618550fe12073a1478f8dfa6835767a1a080e0bab65b8dff3,67
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_transcript-analytics.md,f0f8d101473be5dc8f94146b778da5a07aba923de23a6ebef81e101d266e1dc3,15
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_transcript-analytics.md,f0f8d101473be5dc8f94146b778da5a07aba923de23a6ebef81e101d266e1dc3,18
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_transcript-analytics.md,f0f8d101473be5dc8f94146b778da5a07aba923de23a6ebef81e101d266e1dc3,96
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_transcript-analytics.md,f0f8d101473be5dc8f94146b778da5a07aba923de23a6ebef81e101d266e1dc3,115
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_transcript-analytics.md,f0f8d101473be5dc8f94146b778da5a07aba923de23a6ebef81e101d266e1dc3,125
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_transcript-analytics.md,f0f8d101473be5dc8f94146b778da5a07aba923de23a6ebef81e101d266e1dc3,140
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_transcript-analytics.md,f0f8d101473be5dc8f94146b778da5a07aba923de23a6ebef81e101d266e1dc3,154
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_transcript-analytics.md,f0f8d101473be5dc8f94146b778da5a07aba923de23a6ebef81e101d266e1dc3,222
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,5
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,13
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,14
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,36
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,40
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,41
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,44
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,46
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,61
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,72
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,74
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,76
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,77
https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,31e02e27f6fa9908f694f8860ed5c90026fc46e67ec31baa9578878359e720e1,78
