cik,ticker,title,year,mda_section,processed_timestamp
1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,2013,"Item 7. ""Management’s Discussion and Analysis of Financial Condition and Results of Operations"" of this report. If we cannot attract and retain talented associates, our business could suffer. We compete with other companies both within and outside of our industry for talented personnel. If we cannot recruit, train, develop, and retain sufficient numbers of talented associates, we could experience increased associate turnover, decreased guest satisfaction, low morale, inefficiency, or internal control failures. Insufficient numbers of talented associates could also limit our ability to grow and expand our businesses.Delaware law and our governing corporate documents contain, and our Board of Directors could implement, anti-takeover provisions that could deter takeover attempts. Under the Delaware business combination statute, a stockholder holding 15 percent or more of our outstanding voting stock could not acquire us without Board of Director consent for at least three years after the date the stockholder first held 15 percent or more of the voting stock. Our governing corporate documents also, among other things, require supermajority votes for mergers and similar transactions. In addition, our Board of Directors could, without stockholder approval, implement other anti-takeover defenses, such as a stockholder’s rights plan.Item 1B. Unresolved Staff Comments.None.Item 2.Properties.We describe our company-operated properties in Part I, Item 1. “Business,” earlier in this report. We believe our properties are in generally good physical condition with the need for only routine repairs and maintenance and periodic capital improvements. Most of our regional offices and reservation centers, both domestically and internationally, are located in leased facilities. We also lease space in a number of buildings with combined space of approximately 1.1 million square feet in Maryland where our corporate and The Ritz-Carlton headquarters are located.Item 3. Legal Proceedings.Pl",2024-01-15 03:12:17.998275
1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,2014,"Item 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations.BUSINESS AND OVERVIEWOverview We are a worldwide operator, franchisor, and licensor of hotels and timeshare properties in 72 countries and territories under numerous brand names. We also develop, operate, and market residential properties and provide services to home/condominium owner associations. Under our business model, we typically manage or franchise hotels, rather than own them. At year-end 2013, of the total population of hotel rooms in our system worldwide, we operated 42 percent under management agreements; our franchisees operated 55 percent under franchise agreements; and we owned or leased only two percent. The remainder represented our interest in unconsolidated joint ventures that manage hotels and provide services to franchised properties. We group our operations into four business segments: North American Full-Service, North American Limited-Service, International, and Luxury.We earn base management fees and in many cases incentive management fees from the properties that we manage, and we earn franchise fees on the properties that others operate under franchise agreements with us. Base fees typically consist of a percentage of property-level revenue while incentive fees typically consist of a percentage of net house profit adjusted for a specified owner return. Net house profit is calculated as gross operating profit (house profit) less noncontrollable expenses such as insurance, real estate taxes, capital spending reserves, and the like. Our emphasis on long-term management contracts and franchising tends to provide more stable earnings in periods of economic softness, while adding new hotels to our system generates growth, typically with little or no investment by the company. This strategy has driven substantial growth while minimizing financial leverage and risk in a cyclical industry. In addition, we believe minimizing our capital investments and adop",2024-01-15 03:12:12.782018
1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,2015,"Item 7. “Management’s Discussion and Analysis of Financial Condition and Results of Operations.” We believe our properties are in generally good physical condition with the need for only routine repairs and maintenance and periodic capital improvements. Most of our regional offices and reservation centers are located in leased facilities. We also lease space in a number of buildings with combined space of approximately 1.1 million square feet in Maryland where our corporate and The Ritz-Carlton headquarters are located.Item 3. Legal Proceedings. See the information under “Legal Proceedings” in Footnote No. 7, “Commitments and Contingencies” which we incorporate here by reference.From time to time, we are also subject to other legal proceedings and claims in the ordinary course of business, including adjustments proposed during governmental examinations of the various tax returns we file. While management presently believes that the ultimate outcome of these proceedings, individually and in the aggregate, will not materially harm our financial position, cash flows, or overall trends in results of operations, legal proceedings are inherently uncertain, and unfavorable rulings could, individually or in aggregate, have a material adverse effect on our business, financial condition, or operating results.Item 4. Mine Safety Disclosures.Not applicable.Executive Officers of the RegistrantSee the information under “Executive Officers of the Registrant” in Part III, Item 10 of this report for information about our executive officers, which we incorporate here by reference. 21Table of ContentsPART IIItem 5. Market for Registrant’s Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities.Market Information and Dividends The table below presents the price range of our Class A Common Stock (our “common stock”) and the per share cash dividends we declared for each fiscal quarter during the last two years. Stock Price DividendsDeclared perShare High Low ",2024-01-15 03:12:00.880047
1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,2016,"Item 7. “Management’s Discussion and Analysis of Financial Condition and Results of 20Table of ContentsOperations.” We believe our properties are in generally good physical condition with the need for only routine repairs and maintenance and periodic capital improvements. Most of our regional offices and reservation centers are located in leased facilities. We also lease space in a number of buildings with combined space of approximately 1.1 million square feet in Maryland where our corporate and The Ritz-Carlton headquarters are located.Item 3. Legal Proceedings.See the information under “Legal Proceedings” in Footnote No. 7, “Commitments and Contingencies” which we incorporate here by reference.From time to time, we are also subject to other legal proceedings and claims in the ordinary course of business, including adjustments proposed during governmental examinations of the various tax returns we file. While management presently believes that the ultimate outcome of these proceedings, individually and in the aggregate, will not materially harm our financial position, cash flows, or overall trends in results of operations, legal proceedings are inherently uncertain, and unfavorable rulings could, individually or in aggregate, have a material adverse effect on our business, financial condition, or operating results.Item 4. Mine Safety Disclosures.Not applicable.Executive Officers of the RegistrantSee the information under “Executive Officers of the Registrant” in Part III, Item 10 of this report for information about our executive officers, which we incorporate here by reference. 21Table of ContentsPART IIItem 5. Market for Registrant’s Common Equity, Related Stockholder Matters, and Issuer Purchases of Equity Securities.Market Information and DividendsThe table below presents the price range of our Class A Common Stock (our “common stock”) and the per share cash dividends we declared for each fiscal quarter during the last two years. Stock Price DividendsDeclared ",2024-01-15 03:11:42.342427
1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,2017,"Item 7. We refer to our business associated with brands that were in our portfolio before the Starwood Combination as “Legacy-Marriott” and to the Starwood business and brands that we acquired as “Legacy-Starwood.” See Footnote 3 “Acquisitions and Dispositions” for more information.Company-Operated PropertiesAt year-end 2016, we operated 1,821 properties (521,552 rooms) under long-term management agreements with property owners, 48 properties (10,933 rooms) under long-term lease agreements with property owners (management and lease agreements together, the “Operating Agreements”), and 22 properties (9,906 rooms) that we own. In addition, we operated 2Table of Contentsunder long-term management agreements 44 home and condominium communities (5,179 units) for which we manage the related owners’ associations.Terms of our management agreements vary, but we earn a management fee that is typically composed of a base management fee, which is a percentage of the revenues of the hotel, and an incentive management fee, which is based on the profits of the hotel. Our management agreements also typically include reimbursement of costs of operations (both direct and indirect). Such agreements are generally for initial periods of 20 to 30 years, with options for us to renew for up to 50 or more additional years. Our lease agreements also vary, but may include fixed annual rentals plus additional rentals based on a percentage of annual revenues in excess of a fixed amount. Many of our Operating Agreements are subordinated to mortgages or other liens securing indebtedness of the owners. A large number of our Operating Agreements also permit the owners to terminate the agreement if we do not meet certain performance metrics and financial returns fail to meet defined levels for a period of time and we have not cured such deficiencies. In certain circumstances, some of our management agreements allow owners to convert company-operated properties to franchised properties under our bran",2024-01-15 03:12:03.681419
1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,2018,"Item 7. We refer to our business associated with brands that were in our portfolio before the Starwood Combination as “Legacy-Marriott” and to the Starwood business and brands that we acquired as “Legacy-Starwood.” See Footnote 3 “Acquisitions and Dispositions” for more information.Company-Operated PropertiesAt year-end 2017, we had 1,959 company-operated properties (554,642 rooms), which included properties under long-term management or lease agreements with property owners (management and lease agreements together, the “Operating Agreements”), properties that we own, and home and condominium communities for which we manage the related owners’ associations.Terms of our management agreements vary, but we earn a management fee that is typically composed of a base management fee, which is a percentage of the revenues of the hotel, and an incentive management fee, which is based on the profits of the hotel. Our management agreements also typically include reimbursement of costs of operations (both direct and 3Table of Contentsindirect). Such agreements are generally for initial periods of 20 to 30 years, with options for us to renew for up to 50 or more additional years. Our lease agreements also vary, but may include fixed annual rentals plus additional rentals based on a specified percentage of annual revenues that exceed a fixed amount. Many of our Operating Agreements are subordinated to mortgages or other liens securing indebtedness of the owners. Many of our Operating Agreements also permit the owners to terminate the agreement if we do not meet certain performance metrics and financial returns fail to meet defined levels for a period of time and we have not cured those deficiencies. In certain circumstances, some of our management agreements allow owners to convert company-operated properties to franchised properties under our brands.For the lodging facilities we operate, we generally are responsible for hiring, training, and supervising the managers and employe",2024-01-15 03:11:18.739042
1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,2019,"Item 7. We refer to our business associated with brands that were in our portfolio before the Starwood Combination as “Legacy-Marriott” and to the Starwood business and brands that we acquired as “Legacy-Starwood.” See Footnote 3. Dispositions and Acquisitions for more information.Starwood Reservations Database Security IncidentOn November 30, 2018, we announced a data security incident involving unauthorized access to the Starwood reservations database (the “Data Security Incident”). We have completed the planned phase out of the operation of the Starwood reservations database, effective as of the end of 2018. For further information about the Data Security Incident, see Part II, Item 7 “Management’s Discussion and Analysis of Financial Condition and Results of Operations” and “Data Security Incident” in Footnote 7. Commitments and Contingencies in Part II,",2024-01-15 03:12:07.652538
1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,2020,,2024-01-15 03:10:56.103399
1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,2021,"Item 7. “Management’s Discussion and Analysis of Financial Condition and Results of Operations.” We believe our owned and leased properties are in generally good physical condition with the need for only routine repairs and maintenance and periodic capital improvements. Most of our regional offices, reservation centers, and sales offices, as well as our corporate headquarters, are in leased facilities, both domestically and internationally. As of December 31, 2020, we owned or leased the following hotel properties:PropertiesLocation RoomsU.S. & Canada Owned Hotels Courtyard Las Vegas Convention CenterLas Vegas, NV149 Las Vegas MarriottLas Vegas, NV278 Residence Inn Las Vegas Convention CenterLas Vegas, NV192 The Westin Peachtree Plaza, AtlantaAtlanta, GA1,073 W New York - Union SquareNew York, NY270 U.S. & Canada Leased HotelsAlbuquerque Airport CourtyardAlbuquerque, NM150 Anaheim MarriottAnaheim, CA1,030 Baltimore BWI Airport CourtyardLinthicum, MD149 Baton Rouge Acadian Centre/LSU Area CourtyardBaton Rouge, LA149 Chicago O'Hare CourtyardDes Plaines, IL180 Des Moines West/Clive CourtyardClive, IA108 Fort Worth University Drive CourtyardFort Worth, TX130 Greensboro CourtyardGreensboro, NC149 Indianapolis Airport CourtyardIndianapolis, IN151 Irvine John Wayne Airport/Orange County CourtyardIrvine, CA153 Louisville East CourtyardLouisville, KY151 Mt. Laurel CourtyardMt Laurel, NJ151 Newark Liberty International Airport CourtyardNewark, NJ146 Orlando Airport CourtyardOrlando, FL149 Orlando International Drive/Convention Center CourtyardOrlando, FL151 Renaissance New York Times Square HotelNew York, NY317 Sacramento Airport Natomas CourtyardSacramento, CA149 San Diego Sorrento Valley CourtyardSan Diego, CA149 Spokane Downtown at the Convention Center CourtyardSpokane, WA149 St. Louis Downtown West CourtyardSt. Louis, MO151 W New York – Times SquareNew York, NY509 International Owned HotelsCourtyard by Marriott Aberdeen AirportAberdeen, UK194 22Table of Contents Properti",2024-01-15 03:09:43.461436
1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,2022,"Item 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations.A discussion regarding our financial condition and results of operations for year-end 2020 compared to year-end 2019 can be found in Part II, Item 7, “Management’s Discussion and Analysis of Financial Condition and Results of Operations,” of our Annual Report on Form 10-K/A for the fiscal year ended December 31, 2020, as filed with the SEC on April 2, 2021 (“2020 Form 10-K”).BUSINESS AND OVERVIEWOverviewWe are a worldwide operator, franchisor, and licensor of hotel, residential, and timeshare properties in 139 countries and territories under 30 brand names. Under our asset-light business model, we typically manage or franchise hotels, rather than own them. We discuss our operations in the following reportable business segments: U.S. & Canada and International.We earn base management fees and, under many agreements, incentive management fees from the properties that we manage, and we earn franchise fees on the properties that others operate under franchise agreements with us. In most markets, base management and franchise fees typically consist of a percentage of property-level revenue, or certain property-level revenue in the case of franchise fees, while incentive management fees typically consist of a percentage of net house profit after a specified owner return. For our hotels in the Middle East and Africa, Asia Pacific excluding China, and Greater China regions, incentive management fees typically consist of a percentage of gross operating profit without adjustment for a specified owner return. Net house profit is calculated as gross operating profit (also referred to as “house profit”) less non-controllable expenses such as property insurance, real estate taxes, and furniture, fixtures, and equipment (FF&E) reserves. Additionally, we earn franchise fees for use of our intellectual property, including fees from our co-brand credit card, timeshare, and residential progra",2024-01-15 03:09:27.123706
1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,2023,"Item 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations.A discussion regarding our financial condition and results of operations for year-end 2021 compared to year-end 2020 can be found in Part II, Item 7, “Management’s Discussion and Analysis of Financial Condition and Results of Operations,” of our Annual Report on Form 10-K for the fiscal year ended December 31, 2021, as filed with the SEC on February 15, 2022 (“2021 Form 10-K”).BUSINESS AND OVERVIEWOverviewWe are a worldwide operator, franchisor, and licensor of hotel, residential, timeshare, and other lodging properties in 138 countries and territories under 30 brand names. Under our asset-light business model, we typically manage or franchise hotels, rather than own them. We discuss our operations in the following reportable business segments: (1) U.S. & Canada and (2) International.Terms of our management agreements vary, but our management fees generally consist of base management fees and incentive management fees. Base management fees are typically calculated as a percentage of property-level revenue. Incentive management fees are typically calculated as a percentage of a hotel profitability measure, and, in many cases (particularly in our U.S. & Canada, Europe, and Caribbean & Latin America regions), are subject to a specified owner return. Under our franchise agreements, franchise fees are typically calculated as a percentage of property-level revenue or a portion thereof. Additionally, we earn franchise fees for the use of our intellectual property, such as fees from our co-branded credit card, timeshare, and residential programs.On September 23, 2016, we completed the acquisition of Starwood Hotels & Resorts Worldwide, LLC, formerly known as Starwood Hotels & Resorts Worldwide, Inc. (“Starwood”), through a series of transactions, after which Starwood became an indirect wholly-owned subsidiary of the Company.Performance Measures We believe Revenue per Available Room",2024-01-15 03:09:45.591528
