quarter,metric,scenario,value,lower,upper,units,information_date,evidence_status,source_ref,treatment,baseline_being_replaced,baseline_value_usd,embedded_fx,embedded_hedges,adoption_status,reference_basis,source_reference,package,source_period,source_information_date,package_input_file,bundle_payload_reference,baseline_replaced,limitations,lower_bound,upper_bound,replacement_vs_incremental,row_id,source_row_number,source_row_sha256,source_measurement_class,integration_disposition,disposition_reason,financial_eligibility,eligibility_reason,bundle_commit,research_commit,bundle_payload_sha256
2026Q3,ordinary_booking_kernel_revenue,fx1.00_nonusd0.40_u0.30_equal_recognition_months,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0224,224,e18120375aea62422f2952832a03bb3d98f81542dd3db7026e977c57f9b07c5f,calculated_from_assumed_exposures_and_frozen_rates,calculated,"Reconstructs the inherited Q3 kernel; baseline identity only, never an overlay",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_retimed_kernel_revenue,fx1.00_nonusd0.40_u0.30_equal_recognition_months,4805754562.64,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0225,225,55b81bca0e631d613bfc2924082fa590eef92002705b43c5d7cfa5d54761ca97,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed level under assumed currency, RNPL revenue-cohort share and fixing convention",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_incremental_replacement,fx1.00_nonusd0.40_u0.30_equal_recognition_months,-2608366.85774,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0226,226,116d5ccb4dabb9d5fd66e764ce31cbac8c7317e50fd5178aca78845b721c3770,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed minus ordinary source level; conditional replacement, not expected revenue drag",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_replacement_multiplier,fx1.00_nonusd0.40_u0.30_equal_recognition_months,0.999457535362,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0227,227,344754bf3daeb47ffafd97a908b8093c168e68f061a708da8158854a329fe45f,calculated_from_assumed_exposures_and_frozen_rates,conditional,T/B on normalized kernel with unresolved hedges; not certified m_pre,ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_level_multiplier,fx1.00_nonusd0.40_u0.30_equal_recognition_months,1.01532642989,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,reference_level_only_never_multiply_reported_kernel,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0228,228,2bcb4f5d589d06bd0696986c71f4dbe10a1baaffa543ad46736b27dc51ddb63d,calculated_from_assumed_exposures_and_frozen_rates,conditional,T/R0 reference-level factor; multiplying reported USD kernel would double-count booking FX,ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,reference_normalized_kernel_revenue,fx1.05_nonusd0.40_u0.30_equal_recognition_months,4733211331,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0229,229,fe71df61efef96e8c61fa033880010a2a704264fd949f8310ebe35c3027e67c3,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Conditional currency normalization, not observed constant-currency revenue",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,ordinary_booking_kernel_revenue,fx1.05_nonusd0.40_u0.30_equal_recognition_months,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0230,230,be276e496a101f6e8e749de84ee22b9b914c1858670857249e5ff0ff8f932ca4,calculated_from_assumed_exposures_and_frozen_rates,calculated,"Reconstructs the inherited Q3 kernel; baseline identity only, never an overlay",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_retimed_kernel_revenue,fx1.05_nonusd0.40_u0.30_equal_recognition_months,4813643067.41,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0231,231,dbabe44cca5f1619d579cb371ba8aff1d700c3fcf7a2210f4343fad1e42ba683,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed level under assumed currency, RNPL revenue-cohort share and fixing convention",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_incremental_replacement,fx1.05_nonusd0.40_u0.30_equal_recognition_months,5280137.91124,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0232,232,99b8e28bd3f6c5a3a2096ab5a8951f63d1aacd25bfa4736af26ce1e4b1e1e7a6,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed minus ordinary source level; conditional replacement, not expected revenue drag",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_replacement_multiplier,fx1.05_nonusd0.40_u0.30_equal_recognition_months,1.00109811551,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0233,233,e3eb2fbbc522b373ff292a33e5aea979b3b561b79f37661d4634aa96ee1fec7f,calculated_from_assumed_exposures_and_frozen_rates,conditional,T/B on normalized kernel with unresolved hedges; not certified m_pre,ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_level_multiplier,fx1.05_nonusd0.40_u0.30_equal_recognition_months,1.01699305837,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,reference_level_only_never_multiply_reported_kernel,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0234,234,1ae4d15cf48aafef6dff01df1e9b31a75d0617abfc64612708ba99e1585768f4,calculated_from_assumed_exposures_and_frozen_rates,conditional,T/R0 reference-level factor; multiplying reported USD kernel would double-count booking FX,ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,reference_normalized_kernel_revenue,fx0.95_nonusd0.40_u0.30_first_recognition_month,4733211331,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0235,235,54792cded53a30087f53ffdc6ae8fe8e732ff8124351c1bdecb89c55d0d4345c,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Conditional currency normalization, not observed constant-currency revenue",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,ordinary_booking_kernel_revenue,fx0.95_nonusd0.40_u0.30_first_recognition_month,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0236,236,d5695908707a4340ee37965f2d446d62d76e771143af63cce2ad76c0dcace609,calculated_from_assumed_exposures_and_frozen_rates,calculated,"Reconstructs the inherited Q3 kernel; baseline identity only, never an overlay",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_retimed_kernel_revenue,fx0.95_nonusd0.40_u0.30_first_recognition_month,4799864729.21,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0237,237,5736e25ddcf2e86d1fc9ff5a00e8cbc700c5eeccc449cb0276fc327d792d5382,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed level under assumed currency, RNPL revenue-cohort share and fixing convention",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_incremental_replacement,fx0.95_nonusd0.40_u0.30_first_recognition_month,-8498200.2866,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0238,238,942f1be8632ee7ac7ab199e85ccd23e0b9f16073de31f1b33e433990c0a917b9,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed minus ordinary source level; conditional replacement, not expected revenue drag",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_replacement_multiplier,fx0.95_nonusd0.40_u0.30_first_recognition_month,0.998232620871,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0239,239,875200d440b17638a0bba1310bd69b007ddf4e70d1da392d064babc8c723a2f1,calculated_from_assumed_exposures_and_frozen_rates,conditional,T/B on normalized kernel with unresolved hedges; not certified m_pre,ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_level_multiplier,fx0.95_nonusd0.40_u0.30_first_recognition_month,1.01408206681,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,reference_level_only_never_multiply_reported_kernel,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0240,240,e8c677545b7cd1d86bd5cb5e7ac05960194661b7528ea0643565538c7b288bee,calculated_from_assumed_exposures_and_frozen_rates,conditional,T/R0 reference-level factor; multiplying reported USD kernel would double-count booking FX,ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,reference_normalized_kernel_revenue,fx1.00_nonusd0.40_u0.30_first_recognition_month,4733211331,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0241,241,6010d075bd432f3caf9422671b7080b069e9a907419bae86eaf620038fe9f446,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Conditional currency normalization, not observed constant-currency revenue",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,ordinary_booking_kernel_revenue,fx1.00_nonusd0.40_u0.30_first_recognition_month,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0242,242,2451b41cd5305f2dcd7a5c61be764f711f2d32f33ba23f7cf6bf95f35481cf0c,calculated_from_assumed_exposures_and_frozen_rates,calculated,"Reconstructs the inherited Q3 kernel; baseline identity only, never an overlay",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_retimed_kernel_revenue,fx1.00_nonusd0.40_u0.30_first_recognition_month,4799864729.21,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0243,243,616d0225b9db9e54e5b53c51ab169f656372e1bdd7a2324d300fdef903054f0a,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed level under assumed currency, RNPL revenue-cohort share and fixing convention",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
