quarter,region,metric,value,basis,source,quote
3Q22,emea,revenue_share_pct,43.79,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q22,latam,nights_share_est_pct,10.9,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
3Q22,latam,nights_yoy_differential_pp,7.91,derived: region minus total (numeric),derived from the two rows above,
3Q22,latam,nights_yoy_hi_pct,33.0,numeric,Airbnb shareholder letter 3Q22,
3Q22,latam,nights_yoy_lo_pct,33.0,numeric,Airbnb shareholder letter 3Q22,
3Q22,latam,nights_yoy_pct,33.0,numeric,Airbnb shareholder letter 3Q22,33% higher than Q3 2021
3Q22,latam,revenue_musd,139.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q22,latam,revenue_share_pct,4.82,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q22,na,bea_inbound_foreign_travel_in_us_yoy_pct,199.87,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
3Q22,na,bea_outbound_us_travel_abroad_yoy_pct,106.53,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
3Q22,na,nights_share_est_pct,37.3,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
3Q22,na,nights_yoy_differential_pp,-5.09,derived: region minus total (numeric),derived from the two rows above,
3Q22,na,nights_yoy_hi_pct,20.0,numeric,Airbnb shareholder letter 3Q22,
3Q22,na,nights_yoy_lo_pct,20.0,numeric,Airbnb shareholder letter 3Q22,
3Q22,na,nights_yoy_pct,20.0,numeric,Airbnb shareholder letter 3Q22,increasing 20% above the level achieved in the same quarter of 2021
3Q22,na,revenue_musd,1326.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q22,na,revenue_share_pct,45.98,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q22,total,corridor_commentary_fx_neutrality,,qualitative / management statement,Airbnb shareholder letter 3Q22,"Even with foreign currency fluctuations, we saw cross-border travel to all regions increase in Q3 2022 from last year."
3Q22,total,cross_border_nights_growth_pct,58.0,disclosed numeric,Airbnb shareholder letter 3Q22,"Four weeks into the quarter, we are seeing promising trends in cross-border travel, renewed interest in urban stays, stabilizing cancellations, as well as a strong backlog of future bookings."
3Q22,total,cross_border_share_of_gross_nights_pct,43.0,disclosed numeric,Airbnb shareholder letter 3Q22,"Four weeks into the quarter, we are seeing promising trends in cross-border travel, renewed interest in urban stays, stabilizing cancellations, as well as a strong backlog of future bookings."
3Q22,total,long_term_stay_share_pct,20.0,disclosed numeric,Airbnb shareholder letter 3Q22,"Four weeks into the quarter, we are seeing promising trends in cross-border travel, renewed interest in urban stays, stabilizing cancellations, as well as a strong backlog of future bookings."
3Q22,total,nights_yoy_pct,25.09,disclosed numeric,Airbnb shareholder letter 3Q22 (KPI table),
3Q22,total,urban_share_of_gross_nights_pct,48.0,disclosed numeric,Airbnb shareholder letter 3Q22,"Four weeks into the quarter, we are seeing promising trends in cross-border travel, renewed interest in urban stays, stabilizing cancellations, as well as a strong backlog of future bookings."
4Q22,apac,nights_share_est_pct,13.2,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
4Q22,apac,nights_yoy_differential_pp,19.84,derived: region minus total (numeric),derived from the two rows above,
4Q22,apac,nights_yoy_hi_pct,40.0,numeric,Airbnb shareholder letter 4Q22,
4Q22,apac,nights_yoy_lo_pct,40.0,numeric,Airbnb shareholder letter 4Q22,
4Q22,apac,nights_yoy_pct,40.0,numeric,Airbnb shareholder letter 4Q22,40% growth compared to a year ago
4Q22,apac,revenue_musd,193.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q22,apac,revenue_share_pct,10.15,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q22,emea,eurostat_eu27_platform_domestic_yoy_pct,18.594,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q22,emea,eurostat_eu27_platform_foreign_share_chg_pp,7.015,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q22,emea,eurostat_eu27_platform_foreign_share_pct,58.628,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q22,emea,eurostat_eu27_platform_foreign_yoy_pct,57.555,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q22,emea,eurostat_eu27_platform_nights_yoy_pct,38.703,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q22,emea,nights_share_est_pct,37.8,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
4Q22,emea,nights_yoy_differential_pp,4.84,derived: region minus total (numeric),derived from the two rows above,
4Q22,emea,nights_yoy_hi_pct,25.0,numeric,Airbnb shareholder letter 4Q22,
4Q22,emea,nights_yoy_lo_pct,25.0,numeric,Airbnb shareholder letter 4Q22,
4Q22,emea,nights_yoy_pct,25.0,numeric,Airbnb shareholder letter 4Q22,grew 25% compared to Q4 2021
4Q22,emea,revenue_musd,556.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q22,emea,revenue_share_pct,29.23,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q22,latam,nights_share_est_pct,11.9,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
4Q22,latam,nights_yoy_differential_pp,2.84,derived: region minus total (numeric),derived from the two rows above,
4Q22,latam,nights_yoy_hi_pct,23.0,numeric,Airbnb shareholder letter 4Q22,
4Q22,latam,nights_yoy_lo_pct,23.0,numeric,Airbnb shareholder letter 4Q22,
