mapping,nights_3q26_pct,accel_sign,guide_dir_pts,nights_guide_4q26_pct,rev_guide_4q26_musd_mapped,guide_vs_street_bbg_pct,revenue_case,revenue_surprise_pct,E_S1_ex_reopening_pct,E_S1_post2022_pct,E_S2_ex_reopening_pct,E_S2_post2022_pct,E_S2s_ex_reopening_pct,E_S2s_post2022_pct
hnote_1.0pct_per_pt,9.0,-1.0,-3.0,6.0,2989,-5.23,delivered_4815,1.5,-4.02,-6.11,-16.49,-13.34,-16.22,-13.0
hnote_1.0pct_per_pt,9.0,-1.0,-3.0,6.0,2989,-5.23,guide_mid_4730,-0.3,-4.02,-6.11,-16.49,-13.34,-16.13,-15.93
hnote_1.0pct_per_pt,9.0,-1.0,-2.0,7.0,3020,-4.23,delivered_4815,1.5,-4.02,-6.11,-14.45,-12.03,-14.17,-11.9
hnote_1.0pct_per_pt,9.0,-1.0,-2.0,7.0,3020,-4.23,guide_mid_4730,-0.3,-4.02,-6.11,-14.45,-12.03,-14.08,-14.83
hnote_1.0pct_per_pt,9.0,-1.0,-1.0,8.0,3052,-3.24,delivered_4815,1.5,-4.02,-6.11,-12.4,-10.72,-12.12,-10.8
hnote_1.0pct_per_pt,9.0,-1.0,-1.0,8.0,3052,-3.24,guide_mid_4730,-0.3,-4.02,-6.11,-12.4,-10.72,-12.03,-13.73
hnote_1.0pct_per_pt,9.0,-1.0,0.0,9.0,3083,-2.25,delivered_4815,1.5,-4.02,-6.11,-10.36,-9.4,-10.35,-9.43
hnote_1.0pct_per_pt,9.0,-1.0,0.0,9.0,3083,-2.25,guide_mid_4730,-0.3,-4.02,-6.11,-10.36,-9.4,-10.26,-12.36
hnote_1.0pct_per_pt,9.0,-1.0,1.0,10.0,3114,-1.26,delivered_4815,1.5,-4.02,-6.11,-8.31,-8.09,-8.59,-8.06
hnote_1.0pct_per_pt,9.0,-1.0,1.0,10.0,3114,-1.26,guide_mid_4730,-0.3,-4.02,-6.11,-8.31,-8.09,-8.49,-10.99
hnote_1.0pct_per_pt,9.0,-1.0,2.0,11.0,3146,-0.26,delivered_4815,1.5,-4.02,-6.11,-6.27,-6.78,-6.54,-6.96
hnote_1.0pct_per_pt,9.0,-1.0,2.0,11.0,3146,-0.26,guide_mid_4730,-0.3,-4.02,-6.11,-6.27,-6.78,-6.44,-9.89
hnote_1.0pct_per_pt,9.25,-1.0,-3.0,6.25,2997,-4.98,delivered_4815,1.5,-4.02,-6.11,-15.98,-13.01,-15.71,-12.72
hnote_1.0pct_per_pt,9.25,-1.0,-3.0,6.25,2997,-4.98,guide_mid_4730,-0.3,-4.02,-6.11,-15.98,-13.01,-15.61,-15.65
hnote_1.0pct_per_pt,9.25,-1.0,-2.0,7.25,3028,-3.99,delivered_4815,1.5,-4.02,-6.11,-13.93,-11.7,-13.66,-11.62
hnote_1.0pct_per_pt,9.25,-1.0,-2.0,7.25,3028,-3.99,guide_mid_4730,-0.3,-4.02,-6.11,-13.93,-11.7,-13.56,-14.55
hnote_1.0pct_per_pt,9.25,-1.0,-1.0,8.25,3060,-2.99,delivered_4815,1.5,-4.02,-6.11,-11.89,-10.39,-11.61,-10.52
hnote_1.0pct_per_pt,9.25,-1.0,-1.0,8.25,3060,-2.99,guide_mid_4730,-0.3,-4.02,-6.11,-11.89,-10.39,-11.52,-13.45
hnote_1.0pct_per_pt,9.25,-1.0,0.0,9.25,3091,-2.0,delivered_4815,1.5,-4.02,-6.11,-9.85,-9.07,-9.84,-9.15
hnote_1.0pct_per_pt,9.25,-1.0,0.0,9.25,3091,-2.0,guide_mid_4730,-0.3,-4.02,-6.11,-9.85,-9.07,-9.75,-12.08
hnote_1.0pct_per_pt,9.25,-1.0,1.0,10.25,3122,-1.01,delivered_4815,1.5,-4.02,-6.11,-7.8,-7.76,-8.07,-7.78
hnote_1.0pct_per_pt,9.25,-1.0,1.0,10.25,3122,-1.01,guide_mid_4730,-0.3,-4.02,-6.11,-7.8,-7.76,-7.98,-10.71
hnote_1.0pct_per_pt,9.25,-1.0,2.0,11.25,3153,-0.02,delivered_4815,1.5,-4.02,-6.11,-5.76,-6.45,-6.03,-6.68
hnote_1.0pct_per_pt,9.25,-1.0,2.0,11.25,3153,-0.02,guide_mid_4730,-0.3,-4.02,-6.11,-5.76,-6.45,-5.93,-9.61
hnote_1.0pct_per_pt,9.5,-1.0,-3.0,6.5,3005,-4.73,delivered_4815,1.5,-4.02,-6.11,-15.47,-12.68,-15.19,-12.45
hnote_1.0pct_per_pt,9.5,-1.0,-3.0,6.5,3005,-4.73,guide_mid_4730,-0.3,-4.02,-6.11,-15.47,-12.68,-15.1,-15.38
hnote_1.0pct_per_pt,9.5,-1.0,-2.0,7.5,3036,-3.74,delivered_4815,1.5,-4.02,-6.11,-13.42,-11.37,-13.15,-11.35
hnote_1.0pct_per_pt,9.5,-1.0,-2.0,7.5,3036,-3.74,guide_mid_4730,-0.3,-4.02,-6.11,-13.42,-11.37,-13.05,-14.28
hnote_1.0pct_per_pt,9.5,-1.0,-1.0,8.5,3067,-2.75,delivered_4815,1.5,-4.02,-6.11,-11.38,-10.06,-11.1,-10.25
hnote_1.0pct_per_pt,9.5,-1.0,-1.0,8.5,3067,-2.75,guide_mid_4730,-0.3,-4.02,-6.11,-11.38,-10.06,-11.0,-13.18
hnote_1.0pct_per_pt,9.5,-1.0,0.0,9.5,3099,-1.75,delivered_4815,1.5,-4.02,-6.11,-9.34,-8.75,-9.33,-8.88
hnote_1.0pct_per_pt,9.5,-1.0,0.0,9.5,3099,-1.75,guide_mid_4730,-0.3,-4.02,-6.11,-9.34,-8.75,-9.24,-11.81
hnote_1.0pct_per_pt,9.5,-1.0,1.0,10.5,3130,-0.76,delivered_4815,1.5,-4.02,-6.11,-7.29,-7.43,-7.56,-7.51
hnote_1.0pct_per_pt,9.5,-1.0,1.0,10.5,3130,-0.76,guide_mid_4730,-0.3,-4.02,-6.11,-7.29,-7.43,-7.47,-10.44
hnote_1.0pct_per_pt,9.5,-1.0,2.0,11.5,3161,0.23,delivered_4815,1.5,-4.02,-6.11,-5.25,-6.12,-5.51,-6.41
hnote_1.0pct_per_pt,9.5,-1.0,2.0,11.5,3161,0.23,guide_mid_4730,-0.3,-4.02,-6.11,-5.25,-6.12,-5.42,-9.34
hnote_1.0pct_per_pt,9.75,-1.0,-3.0,6.75,3013,-4.48,delivered_4815,1.5,-4.02,-6.11,-14.96,-12.36,-14.68,-12.17
hnote_1.0pct_per_pt,9.75,-1.0,-3.0,6.75,3013,-4.48,guide_mid_4730,-0.3,-4.02,-6.11,-14.96,-12.36,-14.59,-15.1
hnote_1.0pct_per_pt,9.75,-1.0,-2.0,7.75,3044,-3.49,delivered_4815,1.5,-4.02,-6.11,-12.91,-11.04,-12.63,-11.07
hnote_1.0pct_per_pt,9.75,-1.0,-2.0,7.75,3044,-3.49,guide_mid_4730,-0.3,-4.02,-6.11,-12.91,-11.04,-12.54,-14.0
hnote_1.0pct_per_pt,9.75,-1.0,-1.0,8.75,3075,-2.5,delivered_4815,1.5,-4.02,-6.11,-10.87,-9.73,-10.58,-9.97
hnote_1.0pct_per_pt,9.75,-1.0,-1.0,8.75,3075,-2.5,guide_mid_4730,-0.3,-4.02,-6.11,-10.87,-9.73,-10.49,-12.9
hnote_1.0pct_per_pt,9.75,-1.0,0.0,9.75,3107,-1.51,delivered_4815,1.5,-4.02,-6.11,-8.83,-8.42,-8.82,-8.6
hnote_1.0pct_per_pt,9.75,-1.0,0.0,9.75,3107,-1.51,guide_mid_4730,-0.3,-4.02,-6.11,-8.83,-8.42,-8.72,-11.53
hnote_1.0pct_per_pt,9.75,-1.0,1.0,10.75,3138,-0.51,delivered_4815,1.5,-4.02,-6.11,-6.78,-7.11,-7.05,-7.23
hnote_1.0pct_per_pt,9.75,-1.0,1.0,10.75,3138,-0.51,guide_mid_4730,-0.3,-4.02,-6.11,-6.78,-7.11,-6.96,-10.16
hnote_1.0pct_per_pt,9.75,-1.0,2.0,11.75,3169,0.48,delivered_4815,1.5,-4.02,-6.11,-4.74,-5.79,-5.0,-6.13
hnote_1.0pct_per_pt,9.75,-1.0,2.0,11.75,3169,0.48,guide_mid_4730,-0.3,-4.02,-6.11,-4.74,-5.79,-4.91,-9.06
hnote_1.0pct_per_pt,10.0,-1.0,-3.0,7.0,3020,-4.23,delivered_4815,1.5,-4.02,-6.11,-14.45,-12.03,-14.17,-11.9
hnote_1.0pct_per_pt,10.0,-1.0,-3.0,7.0,3020,-4.23,guide_mid_4730,-0.3,-4.02,-6.11,-14.45,-12.03,-14.08,-14.83
hnote_1.0pct_per_pt,10.0,-1.0,-2.0,8.0,3052,-3.24,delivered_4815,1.5,-4.02,-6.11,-12.4,-10.72,-12.12,-10.8
hnote_1.0pct_per_pt,10.0,-1.0,-2.0,8.0,3052,-3.24,guide_mid_4730,-0.3,-4.02,-6.11,-12.4,-10.72,-12.03,-13.73
hnote_1.0pct_per_pt,10.0,-1.0,-1.0,9.0,3083,-2.25,delivered_4815,1.5,-4.02,-6.11,-10.36,-9.4,-10.07,-9.7
hnote_1.0pct_per_pt,10.0,-1.0,-1.0,9.0,3083,-2.25,guide_mid_4730,-0.3,-4.02,-6.11,-10.36,-9.4,-9.98,-12.63
hnote_1.0pct_per_pt,10.0,-1.0,0.0,10.0,3114,-1.26,delivered_4815,1.5,-4.02,-6.11,-8.31,-8.09,-8.3,-8.33
hnote_1.0pct_per_pt,10.0,-1.0,0.0,10.0,3114,-1.26,guide_mid_4730,-0.3,-4.02,-6.11,-8.31,-8.09,-8.21,-11.26
hnote_1.0pct_per_pt,10.0,-1.0,1.0,11.0,3146,-0.26,delivered_4815,1.5,-4.02,-6.11,-6.27,-6.78,-6.54,-6.96
hnote_1.0pct_per_pt,10.0,-1.0,1.0,11.0,3146,-0.26,guide_mid_4730,-0.3,-4.02,-6.11,-6.27,-6.78,-6.44,-9.89
hnote_1.0pct_per_pt,10.0,-1.0,2.0,12.0,3177,0.73,delivered_4815,1.5,-4.02,-6.11,-4.23,-5.47,-4.49,-5.85
hnote_1.0pct_per_pt,10.0,-1.0,2.0,12.0,3177,0.73,guide_mid_4730,-0.3,-4.02,-6.11,-4.23,-5.47,-4.4,-8.79
hnote_1.0pct_per_pt,10.25,0.0,-3.0,7.25,3028,-3.99,delivered_4815,1.5,-0.66,-0.45,-10.08,-6.24,-9.81,-5.6
hnote_1.0pct_per_pt,10.25,0.0,-3.0,7.25,3028,-3.99,guide_mid_4730,-0.3,-0.66,-0.45,-10.08,-6.24,-9.71,-8.53
hnote_1.0pct_per_pt,10.25,0.0,-2.0,8.25,3060,-2.99,delivered_4815,1.5,-0.66,-0.45,-8.03,-4.92,-7.76,-4.5
hnote_1.0pct_per_pt,10.25,0.0,-2.0,8.25,3060,-2.99,guide_mid_4730,-0.3,-0.66,-0.45,-8.03,-4.92,-7.67,-7.43
hnote_1.0pct_per_pt,10.25,0.0,-1.0,9.25,3091,-2.0,delivered_4815,1.5,-0.66,-0.45,-5.99,-3.61,-5.71,-3.4
hnote_1.0pct_per_pt,10.25,0.0,-1.0,9.25,3091,-2.0,guide_mid_4730,-0.3,-0.66,-0.45,-5.99,-3.61,-5.62,-6.33
hnote_1.0pct_per_pt,10.25,0.0,0.0,10.25,3122,-1.01,delivered_4815,1.5,-0.66,-0.45,-3.94,-2.3,-3.94,-2.03
hnote_1.0pct_per_pt,10.25,0.0,0.0,10.25,3122,-1.01,guide_mid_4730,-0.3,-0.66,-0.45,-3.94,-2.3,-3.85,-4.96
hnote_1.0pct_per_pt,10.25,0.0,1.0,11.25,3153,-0.02,delivered_4815,1.5,-0.66,-0.45,-1.9,-0.99,-2.18,-0.66
hnote_1.0pct_per_pt,10.25,0.0,1.0,11.25,3153,-0.02,guide_mid_4730,-0.3,-0.66,-0.45,-1.9,-0.99,-2.08,-3.59
hnote_1.0pct_per_pt,10.25,0.0,2.0,12.25,3185,0.98,delivered_4815,1.5,-0.66,-0.45,0.14,0.33,-0.13,0.44
hnote_1.0pct_per_pt,10.25,0.0,2.0,12.25,3185,0.98,guide_mid_4730,-0.3,-0.66,-0.45,0.14,0.33,-0.03,-2.49
hnote_1.0pct_per_pt,10.5,0.0,-3.0,7.5,3036,-3.74,delivered_4815,1.5,-0.66,-0.45,-9.57,-5.91,-9.3,-5.33
hnote_1.0pct_per_pt,10.5,0.0,-3.0,7.5,3036,-3.74,guide_mid_4730,-0.3,-0.66,-0.45,-9.57,-5.91,-9.2,-8.26
hnote_1.0pct_per_pt,10.5,0.0,-2.0,8.5,3067,-2.75,delivered_4815,1.5,-0.66,-0.45,-7.52,-4.6,-7.25,-4.22
hnote_1.0pct_per_pt,10.5,0.0,-2.0,8.5,3067,-2.75,guide_mid_4730,-0.3,-0.66,-0.45,-7.52,-4.6,-7.15,-7.16
hnote_1.0pct_per_pt,10.5,0.0,-1.0,9.5,3099,-1.75,delivered_4815,1.5,-0.66,-0.45,-5.48,-3.28,-5.2,-3.12
hnote_1.0pct_per_pt,10.5,0.0,-1.0,9.5,3099,-1.75,guide_mid_4730,-0.3,-0.66,-0.45,-5.48,-3.28,-5.1,-6.06
hnote_1.0pct_per_pt,10.5,0.0,0.0,10.5,3130,-0.76,delivered_4815,1.5,-0.66,-0.45,-3.43,-1.97,-3.43,-1.75
hnote_1.0pct_per_pt,10.5,0.0,0.0,10.5,3130,-0.76,guide_mid_4730,-0.3,-0.66,-0.45,-3.43,-1.97,-3.34,-4.69
hnote_1.0pct_per_pt,10.5,0.0,1.0,11.5,3161,0.23,delivered_4815,1.5,-0.66,-0.45,-1.39,-0.66,-1.66,-0.38
hnote_1.0pct_per_pt,10.5,0.0,1.0,11.5,3161,0.23,guide_mid_4730,-0.3,-0.66,-0.45,-1.39,-0.66,-1.57,-3.32
hnote_1.0pct_per_pt,10.5,0.0,2.0,12.5,3193,1.22,delivered_4815,1.5,-0.66,-0.45,0.65,0.65,0.39,0.72
hnote_1.0pct_per_pt,10.5,0.0,2.0,12.5,3193,1.22,guide_mid_4730,-0.3,-0.66,-0.45,0.65,0.65,0.48,-2.22
hnote_1.0pct_per_pt,10.75,1.0,-3.0,7.75,3044,-3.49,delivered_4815,1.5,2.69,5.21,-5.2,-0.12,-4.93,0.97
hnote_1.0pct_per_pt,10.75,1.0,-3.0,7.75,3044,-3.49,guide_mid_4730,-0.3,2.69,5.21,-5.2,-0.12,-4.84,-1.96
hnote_1.0pct_per_pt,10.75,1.0,-2.0,8.75,3075,-2.5,delivered_4815,1.5,2.69,5.21,-3.15,1.2,-2.88,2.07
hnote_1.0pct_per_pt,10.75,1.0,-2.0,8.75,3075,-2.5,guide_mid_4730,-0.3,2.69,5.21,-3.15,1.2,-2.79,-0.86
hnote_1.0pct_per_pt,10.75,1.0,-1.0,9.75,3107,-1.51,delivered_4815,1.5,2.69,5.21,-1.11,2.51,-0.83,3.17
hnote_1.0pct_per_pt,10.75,1.0,-1.0,9.75,3107,-1.51,guide_mid_4730,-0.3,2.69,5.21,-1.11,2.51,-0.74,0.24
hnote_1.0pct_per_pt,10.75,1.0,0.0,10.75,3138,-0.51,delivered_4815,1.5,2.69,5.21,0.94,3.82,0.93,4.54
hnote_1.0pct_per_pt,10.75,1.0,0.0,10.75,3138,-0.51,guide_mid_4730,-0.3,2.69,5.21,0.94,3.82,1.03,1.61
hnote_1.0pct_per_pt,10.75,1.0,1.0,11.75,3169,0.48,delivered_4815,1.5,2.69,5.21,2.98,5.13,2.7,5.91
hnote_1.0pct_per_pt,10.75,1.0,1.0,11.75,3169,0.48,guide_mid_4730,-0.3,2.69,5.21,2.98,5.13,2.79,2.98
hnote_1.0pct_per_pt,10.75,1.0,2.0,12.75,3200,1.47,delivered_4815,1.5,2.69,5.21,5.02,6.45,4.75,7.01
hnote_1.0pct_per_pt,10.75,1.0,2.0,12.75,3200,1.47,guide_mid_4730,-0.3,2.69,5.21,5.02,6.45,4.84,4.08
hnote_1.0pct_per_pt,11.0,1.0,-3.0,8.0,3052,-3.24,delivered_4815,1.5,2.69,5.21,-4.68,0.21,-4.42,1.25
hnote_1.0pct_per_pt,11.0,1.0,-3.0,8.0,3052,-3.24,guide_mid_4730,-0.3,2.69,5.21,-4.68,0.21,-4.33,-1.69
hnote_1.0pct_per_pt,11.0,1.0,-2.0,9.0,3083,-2.25,delivered_4815,1.5,2.69,5.21,-2.64,1.52,-2.37,2.35
hnote_1.0pct_per_pt,11.0,1.0,-2.0,9.0,3083,-2.25,guide_mid_4730,-0.3,2.69,5.21,-2.64,1.52,-2.28,-0.59
hnote_1.0pct_per_pt,11.0,1.0,-1.0,10.0,3114,-1.26,delivered_4815,1.5,2.69,5.21,-0.6,2.84,-0.32,3.45
hnote_1.0pct_per_pt,11.0,1.0,-1.0,10.0,3114,-1.26,guide_mid_4730,-0.3,2.69,5.21,-0.6,2.84,-0.23,0.51
hnote_1.0pct_per_pt,11.0,1.0,0.0,11.0,3146,-0.26,delivered_4815,1.5,2.69,5.21,1.45,4.15,1.44,4.82
hnote_1.0pct_per_pt,11.0,1.0,0.0,11.0,3146,-0.26,guide_mid_4730,-0.3,2.69,5.21,1.45,4.15,1.54,1.88
hnote_1.0pct_per_pt,11.0,1.0,1.0,12.0,3177,0.73,delivered_4815,1.5,2.69,5.21,3.49,5.46,3.21,6.19
hnote_1.0pct_per_pt,11.0,1.0,1.0,12.0,3177,0.73,guide_mid_4730,-0.3,2.69,5.21,3.49,5.46,3.3,3.25
hnote_1.0pct_per_pt,11.0,1.0,2.0,13.0,3208,1.72,delivered_4815,1.5,2.69,5.21,5.54,6.77,5.26,7.29
hnote_1.0pct_per_pt,11.0,1.0,2.0,13.0,3208,1.72,guide_mid_4730,-0.3,2.69,5.21,5.54,6.77,5.35,4.35
hnote_1.0pct_per_pt,11.25,1.0,-3.0,8.25,3060,-2.99,delivered_4815,1.5,2.69,5.21,-4.17,0.54,-3.91,1.52
hnote_1.0pct_per_pt,11.25,1.0,-3.0,8.25,3060,-2.99,guide_mid_4730,-0.3,2.69,5.21,-4.17,0.54,-3.82,-1.41
hnote_1.0pct_per_pt,11.25,1.0,-2.0,9.25,3091,-2.0,delivered_4815,1.5,2.69,5.21,-2.13,1.85,-1.86,2.62
hnote_1.0pct_per_pt,11.25,1.0,-2.0,9.25,3091,-2.0,guide_mid_4730,-0.3,2.69,5.21,-2.13,1.85,-1.77,-0.31
hnote_1.0pct_per_pt,11.25,1.0,-1.0,10.25,3122,-1.01,delivered_4815,1.5,2.69,5.21,-0.09,3.17,0.19,3.72
hnote_1.0pct_per_pt,11.25,1.0,-1.0,10.25,3122,-1.01,guide_mid_4730,-0.3,2.69,5.21,-0.09,3.17,0.28,0.79
hnote_1.0pct_per_pt,11.25,1.0,0.0,11.25,3153,-0.02,delivered_4815,1.5,2.69,5.21,1.96,4.48,1.96,5.09
hnote_1.0pct_per_pt,11.25,1.0,0.0,11.25,3153,-0.02,guide_mid_4730,-0.3,2.69,5.21,1.96,4.48,2.05,2.16
hnote_1.0pct_per_pt,11.25,1.0,1.0,12.25,3185,0.98,delivered_4815,1.5,2.69,5.21,4.0,5.79,3.72,6.46
hnote_1.0pct_per_pt,11.25,1.0,1.0,12.25,3185,0.98,guide_mid_4730,-0.3,2.69,5.21,4.0,5.79,3.82,3.53
hnote_1.0pct_per_pt,11.25,1.0,2.0,13.25,3216,1.97,delivered_4815,1.5,2.69,5.21,6.05,7.1,5.77,7.56
hnote_1.0pct_per_pt,11.25,1.0,2.0,13.25,3216,1.97,guide_mid_4730,-0.3,2.69,5.21,6.05,7.1,5.87,4.63
hnote_1.0pct_per_pt,11.5,1.0,-3.0,8.5,3067,-2.75,delivered_4815,1.5,2.69,5.21,-3.66,0.87,-3.4,1.8
hnote_1.0pct_per_pt,11.5,1.0,-3.0,8.5,3067,-2.75,guide_mid_4730,-0.3,2.69,5.21,-3.66,0.87,-3.3,-1.14
hnote_1.0pct_per_pt,11.5,1.0,-2.0,9.5,3099,-1.75,delivered_4815,1.5,2.69,5.21,-1.62,2.18,-1.35,2.9
hnote_1.0pct_per_pt,11.5,1.0,-2.0,9.5,3099,-1.75,guide_mid_4730,-0.3,2.69,5.21,-1.62,2.18,-1.25,-0.04
hnote_1.0pct_per_pt,11.5,1.0,-1.0,10.5,3130,-0.76,delivered_4815,1.5,2.69,5.21,0.43,3.49,0.7,4.0
hnote_1.0pct_per_pt,11.5,1.0,-1.0,10.5,3130,-0.76,guide_mid_4730,-0.3,2.69,5.21,0.43,3.49,0.8,1.06
hnote_1.0pct_per_pt,11.5,1.0,0.0,11.5,3161,0.23,delivered_4815,1.5,2.69,5.21,2.47,4.81,2.47,5.37
hnote_1.0pct_per_pt,11.5,1.0,0.0,11.5,3161,0.23,guide_mid_4730,-0.3,2.69,5.21,2.47,4.81,2.56,2.43
hnote_1.0pct_per_pt,11.5,1.0,1.0,12.5,3193,1.22,delivered_4815,1.5,2.69,5.21,4.51,6.12,4.24,6.74
hnote_1.0pct_per_pt,11.5,1.0,1.0,12.5,3193,1.22,guide_mid_4730,-0.3,2.69,5.21,4.51,6.12,4.33,3.8
hnote_1.0pct_per_pt,11.5,1.0,2.0,13.5,3224,2.22,delivered_4815,1.5,2.69,5.21,6.56,7.43,6.29,7.84
hnote_1.0pct_per_pt,11.5,1.0,2.0,13.5,3224,2.22,guide_mid_4730,-0.3,2.69,5.21,6.56,7.43,6.38,4.9
hnote_1.0pct_per_pt,11.75,1.0,-3.0,8.75,3075,-2.5,delivered_4815,1.5,2.69,5.21,-3.15,1.2,-2.88,2.07
hnote_1.0pct_per_pt,11.75,1.0,-3.0,8.75,3075,-2.5,guide_mid_4730,-0.3,2.69,5.21,-3.15,1.2,-2.79,-0.86
hnote_1.0pct_per_pt,11.75,1.0,-2.0,9.75,3107,-1.51,delivered_4815,1.5,2.69,5.21,-1.11,2.51,-0.83,3.17
hnote_1.0pct_per_pt,11.75,1.0,-2.0,9.75,3107,-1.51,guide_mid_4730,-0.3,2.69,5.21,-1.11,2.51,-0.74,0.24
hnote_1.0pct_per_pt,11.75,1.0,-1.0,10.75,3138,-0.51,delivered_4815,1.5,2.69,5.21,0.94,3.82,1.21,4.27
hnote_1.0pct_per_pt,11.75,1.0,-1.0,10.75,3138,-0.51,guide_mid_4730,-0.3,2.69,5.21,0.94,3.82,1.31,1.34
hnote_1.0pct_per_pt,11.75,1.0,0.0,11.75,3169,0.48,delivered_4815,1.5,2.69,5.21,2.98,5.13,2.98,5.64
hnote_1.0pct_per_pt,11.75,1.0,0.0,11.75,3169,0.48,guide_mid_4730,-0.3,2.69,5.21,2.98,5.13,3.07,2.71
hnote_1.0pct_per_pt,11.75,1.0,1.0,12.75,3200,1.47,delivered_4815,1.5,2.69,5.21,5.02,6.45,4.75,7.01
hnote_1.0pct_per_pt,11.75,1.0,1.0,12.75,3200,1.47,guide_mid_4730,-0.3,2.69,5.21,5.02,6.45,4.84,4.08
hnote_1.0pct_per_pt,11.75,1.0,2.0,13.75,3232,2.46,delivered_4815,1.5,2.69,5.21,7.07,7.76,6.8,8.11
hnote_1.0pct_per_pt,11.75,1.0,2.0,13.75,3232,2.46,guide_mid_4730,-0.3,2.69,5.21,7.07,7.76,6.89,5.18
hnote_1.0pct_per_pt,12.0,1.0,-3.0,9.0,3083,-2.25,delivered_4815,1.5,2.69,5.21,-2.64,1.52,-2.37,2.35
