market_key,dump_date,path,bytes,bytes_expected,size_match,sha256,n_lines,url,pulled_at
greece_crete_crete,2023-03-30,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\greece_crete_crete_2023-03-30_reviews.csv.gz,56411369,56411369,True,81e58cab296cca121325f392b7150ce163f69d868b4c2ec9edbf65622fbc0b5e,341908,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/greece_crete_crete_2023-03-30.csv.gz,2026-09-14T17:59:55Z
austria_vienna_vienna,2023-03-15,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\austria_vienna_vienna_2023-03-15_reviews.csv.gz,56006074,56006074,True,4700d1d3f6883cf2d9852e01c14a3f844e29208a304aa4b2c1ff44661b573103,463196,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/austria_vienna_vienna_2023-03-15.csv.gz,2026-09-14T17:59:56Z
united-kingdom_scotland_edinburgh,2023-03-17,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-kingdom_scotland_edinburgh_2023-03-17_reviews.csv.gz,55427579,55427579,True,b49ba86c68851243fa1a25060844fd621f68d5de1d9415294af7d0564bde811c,503505,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-kingdom_scotland_edinburgh_2023-03-17.csv.gz,2026-09-14T17:59:58Z
spain_andalucía_sevilla,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\spain_andalucía_sevilla_2023-03-31_reviews.csv.gz,54191939,54191939,True,ac2cf756af2e974b583e576230fa1350e64b05cd82615334acb70e77cbb68ede,440114,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/spain_andalucía_sevilla_2023-03-31.csv.gz,2026-09-14T18:00:00Z
italy_puglia_puglia,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\italy_puglia_puglia_2023-03-31_reviews.csv.gz,53874125,53874125,True,154695aa75cf60b47f5f8a689c4e83208023d00b9f56a2b2eba9b0f4c9165751,368024,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/italy_puglia_puglia_2023-03-31.csv.gz,2026-09-14T18:00:01Z
united-states_tn_nashville,2023-03-19,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_tn_nashville_2023-03-19_reviews.csv.gz,52626054,52626054,True,5d6534217f6e60a11b9faf7c474cea99a00d9b8aa2549257937df8de25496d2b,541577,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_tn_nashville_2023-03-19.csv.gz,2026-09-14T18:00:03Z
australia_wa_western-australia,2023-03-27,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\australia_wa_western-australia_2023-03-27_reviews.csv.gz,51416946,51416946,True,41dca870cad3573c7ace8d775740482c2b5b051215066001f00c8e228175db67,575776,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/australia_wa_western-australia_2023-03-27.csv.gz,2026-09-14T18:00:05Z
united-states_tx_austin,2023-03-16,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_tx_austin_2023-03-16_reviews.csv.gz,51024268,51024268,True,7c309e1323e0703a7548f4a9b67b50429a60ba1f953c9e6224d68f5366483a2d,512942,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_tx_austin_2023-03-16.csv.gz,2026-09-14T18:00:06Z
united-states_la_new-orleans,2023-03-09,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_la_new-orleans_2023-03-09_reviews.csv.gz,49523921,49523921,True,b7f36e33e726a2e4980773cd55010085407175be56b90272bbc7f89aad9dbda9,433046,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_la_new-orleans_2023-03-09.csv.gz,2026-09-14T18:00:08Z
united-states_fl_broward-county,2023-03-27,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_fl_broward-county_2023-03-27_reviews.csv.gz,48073629,48073629,True,52cdc14e5f2915b7e7305153be6deb093175b49922bb983c302bab84916672b9,474590,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_fl_broward-county_2023-03-27.csv.gz,2026-09-14T18:00:09Z
south-africa_wc_cape-town,2023-03-29,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\south-africa_wc_cape-town_2023-03-29_reviews.csv.gz,46767707,46767707,True,c9f9ace06feaebd250eb048eb956839f8883d529a274b6ee9a5da9d1081e7a5b,439663,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/south-africa_wc_cape-town_2023-03-29.csv.gz,2026-09-14T18:00:11Z
united-states_or_portland,2023-03-23,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_or_portland_2023-03-23_reviews.csv.gz,44916851,44916851,True,239380e397237cc690e3041219948389ff6603564990c06f73b1e306d82f751a,424632,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_or_portland_2023-03-23.csv.gz,2026-09-14T18:00:13Z
united-states_wa_seattle,2023-03-24,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_wa_seattle_2023-03-24_reviews.csv.gz,43857856,43857856,True,e236b40e81b7d9ec7f111fb5f6fa00c2b5e18da95bee1a906a6c1a7fffb0e414,399454,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_wa_seattle_2023-03-24.csv.gz,2026-09-14T18:00:14Z
spain_islas-baleares_mallorca,2023-03-17,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\spain_islas-baleares_mallorca_2023-03-17_reviews.csv.gz,43677206,43677206,True,c9364837ce3fd98e044b4a64292a5899c3ea377d7803d473b36f680f577fd2b1,291820,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/spain_islas-baleares_mallorca_2023-03-17.csv.gz,2026-09-14T18:00:16Z
australia_tas_tasmania,2023-03-09,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\australia_tas_tasmania_2023-03-09_reviews.csv.gz,41834508,41834508,True,b5499e901f4ca881f624a3dc96a4bd70887ce2167203874d8f369594e0314a92,452020,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/australia_tas_tasmania_2023-03-09.csv.gz,2026-09-14T18:00:17Z
united-states_nv_clark-county-nv,2023-03-27,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_nv_clark-county-nv_2023-03-27_reviews.csv.gz,41035371,41035371,True,45241ee2efb4d2dfcfbfc5c44c7891aba458a0cc64b05252f34edea91f6d1d85,438189,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_nv_clark-county-nv_2023-03-27.csv.gz,2026-09-14T18:00:18Z
italy_campania_naples,2023-03-19,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\italy_campania_naples_2023-03-19_reviews.csv.gz,40367368,40367368,True,251cff0046ad97c24458dc194a83dfe87195ce6fcf50524ad84116e7c2d3054f,291883,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/italy_campania_naples_2023-03-19.csv.gz,2026-09-14T18:00:19Z
spain_vc_valencia,2023-03-19,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\spain_vc_valencia_2023-03-19_reviews.csv.gz,38996607,38996607,True,632c402764c1623c8543efc9087d187b97b1743f8a9eb4dc4ab47c03de8e59ae,309247,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/spain_vc_valencia_2023-03-19.csv.gz,2026-09-14T18:00:20Z
united-states_ca_san-francisco,2023-03-06,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_ca_san-francisco_2023-03-06_reviews.csv.gz,38992827,38992827,True,7173ae7b371f69fce3a563dc8ff6c446a523884ff81fb2da868a862bf532b1fd,332541,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_ca_san-francisco_2023-03-06.csv.gz,2026-09-14T18:00:21Z
thailand_central-thailand_bangkok,2023-03-28,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\thailand_central-thailand_bangkok_2023-03-28_reviews.csv.gz,38869359,38869359,True,cee1014d15741be6af6ac795c3462736bffce8acc09e34bfbc9d746bf57940b4,290947,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/thailand_central-thailand_bangkok_2023-03-28.csv.gz,2026-09-14T18:00:22Z
united-states_il_chicago,2023-03-19,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_il_chicago_2023-03-19_reviews.csv.gz,37733250,37733250,True,480b305699732ad6a492ad0d0186bb2de30945391a23166fabf84cb654e0cfce,355889,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_il_chicago_2023-03-19.csv.gz,2026-09-14T18:00:23Z
united-states_dc_washington-dc,2023-03-19,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_dc_washington-dc_2023-03-19_reviews.csv.gz,36126341,36126341,True,7adbbbaeb479f4a0e058a81b07ca0de6de830bcd7c86b244cd47619baadd8d6d,330238,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_dc_washington-dc_2023-03-19.csv.gz,2026-09-14T18:00:24Z
spain_catalonia_girona,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\spain_catalonia_girona_2023-03-31_reviews.csv.gz,35135763,35135763,True,3ad9edbb2abc8eecc3440f7b2231edfad18a25cea184ebb9d251c8818b426779,295586,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/spain_catalonia_girona_2023-03-31.csv.gz,2026-09-14T18:00:25Z
spain_andalucía_malaga,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\spain_andalucía_malaga_2023-03-31_reviews.csv.gz,33721724,33721724,True,b08edb8ea8f26acf323f305512218311f011a8b22264f3a8c6e2f65594b8967b,279983,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/spain_andalucía_malaga_2023-03-31.csv.gz,2026-09-14T18:00:26Z
denmark_hovedstaden_copenhagen,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\denmark_hovedstaden_copenhagen_2023-03-31_reviews.csv.gz,32016874,32016874,True,f3a500861520cd25a366c58496ea691329830d44fa1971e51026f1af6f8a5774,266942,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/denmark_hovedstaden_copenhagen_2023-03-31.csv.gz,2026-09-14T18:00:27Z
france_pyrénées-atlantiques_pays-basque,2023-03-18,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\france_pyrénées-atlantiques_pays-basque_2023-03-18_reviews.csv.gz,30981571,30981571,True,f308343f2ca088c7458d73dbc3a7095fd8983c71de4f6d8db3085cc1a08b11ec,336077,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/france_pyrénées-atlantiques_pays-basque_2023-03-18.csv.gz,2026-09-14T18:00:27Z
united-states_nc_asheville,2023-03-19,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_nc_asheville_2023-03-19_reviews.csv.gz,30838419,30838419,True,f3650f3b059e51a136bc7b6e8a1944dd805bae878bba46cde7b1894519564edd,301843,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_nc_asheville_2023-03-19.csv.gz,2026-09-14T18:00:29Z
france_nouvelle-aquitaine_bordeaux,2023-03-16,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\france_nouvelle-aquitaine_bordeaux_2023-03-16_reviews.csv.gz,29259286,29259286,True,e3a0bc501f3842ca4ab7a3c53ccdc5902d0653082ada688c52cf3d49215d2c43,311910,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/france_nouvelle-aquitaine_bordeaux_2023-03-16.csv.gz,2026-09-14T18:00:29Z
france_auvergne-rhone-alpes_lyon,2023-03-16,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\france_auvergne-rhone-alpes_lyon_2023-03-16_reviews.csv.gz,28690442,28690442,True,8a247c82e842762bcbd72963a269246255c90cc0e9f6977d8fcdc9549c13eda8,305734,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/france_auvergne-rhone-alpes_lyon_2023-03-16.csv.gz,2026-09-14T18:00:30Z
canada_qc_montreal,2023-05-10,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\canada_qc_montreal_2023-05-10_reviews.csv.gz,28641627,28641627,True,ea6ea0ea58807bc315dcc830e427c16f4e1785e557d53a3f560981b9e6743f24,266564,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/canada_qc_montreal_2023-05-10.csv.gz,2026-09-14T18:00:31Z
australia_vic_barwon-south-west-vic,2023-03-29,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\australia_vic_barwon-south-west-vic_2023-03-29_reviews.csv.gz,28349944,28349944,True,b43e59efe1c3b5f285c09c9b3c98a4f49e9a98a58ddfee7f01ae39cdd7d89d3f,312415,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/australia_vic_barwon-south-west-vic_2023-03-29.csv.gz,2026-09-14T18:00:32Z
