market_key,vintage_early,vintage_late,gap_days,ymi,months_before_early_dump,n_reviews_early,n_reviews_late,ratio_late_over_early,ym
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24206,72,2437,1684,0.6910135412392285,2017-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24207,71,2593,1839,0.7092171230235249,2017-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24208,70,2240,1569,0.7004464285714286,2017-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24209,69,1858,1311,0.7055974165769645,2017-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24210,68,2834,2011,0.7095977417078334,2017-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24211,67,2488,1757,0.7061897106109325,2017-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24212,66,2566,1845,0.7190179267342167,2017-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24213,65,3121,2181,0.6988144825376482,2017-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24214,64,3257,2309,0.7089346023948419,2017-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24215,63,3463,2416,0.6976609875830205,2017-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24216,62,3141,2124,0.6762177650429799,2018-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24217,61,2805,1937,0.6905525846702317,2018-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24218,60,3864,2697,0.6979813664596274,2018-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24219,59,3676,2496,0.6789989118607181,2018-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24220,58,3383,2341,0.6919893585574933,2018-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24221,57,2847,1943,0.6824727783631893,2018-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24222,56,4348,2977,0.6846826126954921,2018-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24223,55,3938,2612,0.6632808532249873,2018-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24224,54,4417,2999,0.6789676250848993,2018-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24225,53,5236,3471,0.6629106187929718,2018-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24226,52,6432,4308,0.6697761194029851,2018-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24227,51,5527,3725,0.6739641758639406,2018-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24228,50,5666,3776,0.6664313448641016,2019-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24229,49,4788,3210,0.6704260651629073,2019-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24230,48,6582,4394,0.6675782436949256,2019-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24231,47,6854,4616,0.67347534286548,2019-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24232,46,5539,3784,0.6831558042968044,2019-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24233,45,5573,3751,0.6730665709671632,2019-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24234,44,8421,5689,0.675572972331077,2019-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24235,43,6828,4554,0.6669595782073814,2019-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24236,42,7112,4758,0.6690101237345332,2019-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24237,41,7967,5376,0.6747834818626836,2019-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24238,40,9130,6140,0.6725082146768894,2019-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24239,39,8951,6022,0.6727739917327673,2019-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24240,38,8242,5579,0.6768988109682116,2020-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24241,37,7264,4927,0.6782764317180616,2020-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24242,36,5570,3608,0.6477558348294434,2020-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24243,35,524,325,0.6202290076335878,2020-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24244,34,449,288,0.6414253897550112,2020-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24245,33,428,273,0.6378504672897196,2020-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24246,32,283,180,0.6360424028268551,2020-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24247,31,379,219,0.5778364116094987,2020-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24248,30,505,350,0.693069306930693,2020-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24249,29,597,358,0.5996649916247906,2020-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24250,28,1125,691,0.6142222222222222,2020-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24251,27,1812,1128,0.6225165562913907,2020-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24252,26,2021,1271,0.6288965858485898,2021-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24253,25,1934,1214,0.6277145811789038,2021-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24254,24,2268,1324,0.5837742504409171,2021-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24255,23,2074,1266,0.6104146576663452,2021-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24256,22,1397,792,0.5669291338582677,2021-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24257,21,1404,861,0.6132478632478633,2021-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24258,20,2119,1325,0.6252949504483247,2021-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24259,19,2228,1460,0.6552962298025135,2021-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24260,18,2523,1592,0.6309948474038842,2021-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24261,17,3887,2410,0.6200154360689478,2021-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24262,16,4979,3193,0.6412934324161478,2021-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24263,15,6891,4374,0.6347409664780148,2021-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24264,14,7680,4858,0.6325520833333333,2022-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24265,13,6930,4382,0.6323232323232323,2022-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24266,12,10096,6272,0.6212361331220285,2022-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24267,11,11430,7063,0.6179352580927384,2022-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24268,10,12042,7225,0.5999833914632121,2022-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24269,9,10816,6488,0.5998520710059172,2022-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24270,8,16116,9483,0.5884214445271779,2022-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24271,7,14051,8253,0.5873603302256067,2022-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24272,6,15733,9075,0.5768130680734761,2022-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24273,5,23009,12887,0.5600851840584119,2022-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24274,4,26457,14381,0.5435612503307253,2022-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24275,3,18891,10490,0.5552908792546716,2022-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24276,2,20941,11645,0.5560861467933719,2023-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24277,1,19870,10726,0.5398087569199799,2023-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2025-08-29,884,24278,0,21039,14276,0.6785493607110604,2023-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24180,98,1022,699,0.6839530332681018,2015-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24181,97,732,485,0.662568306010929,2015-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24182,96,916,619,0.675764192139738,2015-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24183,95,851,554,0.6509988249118684,2015-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24184,94,797,558,0.7001254705144291,2015-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24185,93,704,458,0.6505681818181818,2015-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24186,92,957,628,0.6562173458725182,2015-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24187,91,972,635,0.6532921810699589,2015-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24188,90,934,621,0.6648822269807281,2015-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24189,89,1100,731,0.6645454545454546,2015-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24190,88,1319,867,0.6573161485974223,2015-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24191,87,1470,1001,0.680952380952381,2015-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24192,86,1429,966,0.6759972008397481,2016-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24193,85,1260,817,0.6484126984126984,2016-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24194,84,1506,973,0.6460823373173971,2016-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24195,83,1336,895,0.6699101796407185,2016-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24196,82,1183,781,0.6601859678782755,2016-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24197,81,1076,686,0.637546468401487,2016-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24198,80,1644,1091,0.6636253041362531,2016-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24199,79,1592,1035,0.6501256281407035,2016-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24200,78,1524,1020,0.6692913385826772,2016-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24201,77,1948,1335,0.6853182751540041,2016-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24202,76,2237,1475,0.659365221278498,2016-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24203,75,2092,1407,0.6725621414913958,2016-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24204,74,2138,1382,0.646398503274088,2017-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24205,73,1734,1134,0.6539792387543253,2017-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24206,72,2437,1578,0.647517439474764,2017-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24207,71,2593,1734,0.6687234863092942,2017-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24208,70,2240,1466,0.6544642857142857,2017-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24209,69,1858,1230,0.6620021528525296,2017-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24210,68,2834,1885,0.6651376146788991,2017-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24211,67,2488,1625,0.6531350482315113,2017-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24212,66,2566,1731,0.6745908028059237,2017-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24213,65,3121,2034,0.6517141941685357,2017-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24214,64,3257,2158,0.6625729198649064,2017-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24215,63,3463,2297,0.663297718740976,2017-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24216,62,3141,1999,0.6364215218083413,2018-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24217,61,2805,1845,0.6577540106951871,2018-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24218,60,3864,2548,0.6594202898550725,2018-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24219,59,3676,2373,0.6455386289445049,2018-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24220,58,3383,2240,0.6621342004138339,2018-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24221,57,2847,1855,0.6515630488233228,2018-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24222,56,4348,2766,0.6361545538178472,2018-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24223,55,3938,2454,0.6231589639410868,2018-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24224,54,4417,2859,0.6472719040072448,2018-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24225,53,5236,3310,0.6321619556913675,2018-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24226,52,6432,4095,0.636660447761194,2018-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24227,51,5527,3529,0.638501899764791,2018-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24228,50,5666,3583,0.6323685139428168,2019-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24229,49,4788,3036,0.6340852130325815,2019-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24230,48,6582,4180,0.6350653296870252,2019-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24231,47,6854,4371,0.6377297928217099,2019-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24232,46,5539,3593,0.6486730456761148,2019-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24233,45,5573,3580,0.6423829176386148,2019-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24234,44,8421,5343,0.6344852155325971,2019-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24235,43,6828,4295,0.6290275336848272,2019-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24236,42,7112,4500,0.6327334083239595,2019-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24237,41,7967,5017,0.6297226057487134,2019-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24238,40,9130,5848,0.64052573932092,2019-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24239,39,8951,5677,0.6342308121997542,2019-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24240,38,8242,5220,0.6333414219849551,2020-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24241,37,7264,4610,0.634636563876652,2020-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24242,36,5570,3406,0.6114901256732496,2020-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24243,35,524,314,0.5992366412213741,2020-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24244,34,449,257,0.5723830734966593,2020-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24245,33,428,233,0.544392523364486,2020-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24246,32,283,155,0.5477031802120141,2020-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24247,31,379,187,0.49340369393139843,2020-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24248,30,505,323,0.6396039603960396,2020-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24249,29,597,341,0.5711892797319933,2020-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24250,28,1125,625,0.5555555555555556,2020-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24251,27,1812,1046,0.5772626931567328,2020-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24252,26,2021,1168,0.5779317169717961,2021-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24253,25,1934,1095,0.5661840744570837,2021-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24254,24,2268,1206,0.5317460317460317,2021-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24255,23,2074,1181,0.5694310511089682,2021-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24256,22,1397,772,0.5526127415891195,2021-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24257,21,1404,812,0.5783475783475783,2021-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24258,20,2119,1237,0.5837659273242095,2021-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24259,19,2228,1377,0.6180430879712747,2021-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24260,18,2523,1470,0.582639714625446,2021-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24261,17,3887,2202,0.566503730383329,2021-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24262,16,4979,3002,0.6029323157260494,2021-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24263,15,6891,4005,0.5811928602525033,2021-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24264,14,7680,4517,0.5881510416666667,2022-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24265,13,6930,4007,0.5782106782106782,2022-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24266,12,10096,5775,0.5720087163232963,2022-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24267,11,11430,6467,0.5657917760279965,2022-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24268,10,12042,6560,0.5447600066434147,2022-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24269,9,10816,5938,0.5490014792899408,2022-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24270,8,16116,8652,0.5368577810871183,2022-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24271,7,14051,7583,0.5396768913244608,2022-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24272,6,15733,8269,0.5255831691349393,2022-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24273,5,23009,11643,0.5060193837194141,2022-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24274,4,26457,12978,0.49053180632724797,2022-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2023-03-29,2026-07-24,1213,24275,3,18891,9507,0.5032555185008735,2022-12
