quarter,metric,scenario,value,lower,upper,units,information_date,evidence_status,source_ref,treatment,baseline_being_replaced,baseline_value_usd,embedded_fx,embedded_hedges,adoption_status,reference_basis,source_reference,package,source_period,source_information_date,package_input_file,bundle_payload_reference,baseline_replaced,limitations,lower_bound,upper_bound,replacement_vs_incremental,consumption_status,l4_may_consume_now,direct_l4_model_application,not_consume_reason,exact_additional_inputs,gap_ids,metric_definition,bounds_meaning,parent_baseline_contract,dependency_contract,same_basis_expectations_rule,classification_information_date,model_adoption,original_row_sha256,original_row_number
2026Q3,reference_normalized_kernel_revenue,fx0.95_nonusd0.40_u0.20_last_recognition_month,4733211331,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,descriptive_only,Display the reference/baseline identity and accounting checks only.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,"R0: inherited lambda times fixed-reference-currency weighted exposure; diagnostic denominator, not new revenue.",No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,3042c04f6fe2347d7009c1fc46d087281cd8e0f1bc8aebbd6122264270afa5fc,181
2026Q3,ordinary_booking_kernel_revenue,fx0.95_nonusd0.40_u0.20_last_recognition_month,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,descriptive_only,Display the reference/baseline identity and accounting checks only.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,B: ordinary booking-FX kernel identity tied to the named inherited reported-USD baseline.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,c13f1502ff7211c1c1c1459410d10e0a3d032c7e7674ab95cd61373ed11a5e40,182
2026Q3,rnpl_retimed_kernel_revenue,fx0.95_nonusd0.40_u0.20_last_recognition_month,4793495976.04,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,usable_as_conditional_scenario,Display the existing conditional arithmetic with its exact baseline and all assumed exposures/timing labels.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T: cohort retiming scenario level; conditional alternative to the same B baseline.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,8c53210b32993150f7a5f530a5ba980daf09cfcb835691f559f10355f5909081,183
2026Q3,rnpl_fx_incremental_replacement,fx0.95_nonusd0.40_u0.20_last_recognition_month,-14866953.4579,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,usable_as_conditional_scenario,Display the existing conditional arithmetic with its exact baseline and all assumed exposures/timing labels.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T-B: incremental difference representing replacement of embedded booking FX; not an independent revenue driver.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,10643a97b6fe09cbb8e86ba96e9d01e6e9b3ab30881d5637bd74c2cbda97c508,184
2026Q3,rnpl_fx_replacement_multiplier,fx0.95_nonusd0.40_u0.20_last_recognition_month,0.996908104967,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,usable_as_conditional_scenario,Display the existing conditional arithmetic with its exact baseline and all assumed exposures/timing labels.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T/B: ratio of retimed to ordinary-booking kernel; one alternative representation of the same replacement.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,788bfbbf880b50ac07859a1342e1eefbcd2dd7ea3219e946e565f327ca919367,185
2026Q3,rnpl_fx_level_multiplier,fx0.95_nonusd0.40_u0.20_last_recognition_month,1.0127365209,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,reference_level_only_never_multiply_reported_kernel,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,descriptive_only,Display the reference/baseline identity and accounting checks only.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T/R0: reference-level factor; never a multiplier on the reported-USD kernel.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,9dafd77916681e93a87e036e51802674d962b072a95a0412aa41614786bde597,186
2026Q3,reference_normalized_kernel_revenue,fx1.00_nonusd0.40_u0.20_last_recognition_month,4733211331,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,descriptive_only,Display the reference/baseline identity and accounting checks only.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,"R0: inherited lambda times fixed-reference-currency weighted exposure; diagnostic denominator, not new revenue.",No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,e70509378696028515bc2c7d09cd0dc300fb2de70fded2f7abdd5f4f976b9830,187
2026Q3,ordinary_booking_kernel_revenue,fx1.00_nonusd0.40_u0.20_last_recognition_month,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,descriptive_only,Display the reference/baseline identity and accounting checks only.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,B: ordinary booking-FX kernel identity tied to the named inherited reported-USD baseline.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,52bf20e33548c9899c4c5e3ed817e7502aceec3ed41c5d72c041bf8678d6fa91,188
2026Q3,rnpl_retimed_kernel_revenue,fx1.00_nonusd0.40_u0.20_last_recognition_month,4809272985.57,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,usable_as_conditional_scenario,Display the existing conditional arithmetic with its exact baseline and all assumed exposures/timing labels.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T: cohort retiming scenario level; conditional alternative to the same B baseline.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,c1075b3e006e8db372406bf415db673f74816c3ced67034e04a8f6eb0d84fca6,189
2026Q3,rnpl_fx_incremental_replacement,fx1.00_nonusd0.40_u0.20_last_recognition_month,910056.080028,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,usable_as_conditional_scenario,Display the existing conditional arithmetic with its exact baseline and all assumed exposures/timing labels.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T-B: incremental difference representing replacement of embedded booking FX; not an independent revenue driver.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,6656be10e11eba8f5cb6a50e8e1a497740622f004bcda3a2ebee1afce29cf14d,190
2026Q3,rnpl_fx_replacement_multiplier,fx1.00_nonusd0.40_u0.20_last_recognition_month,1.00018926526,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,usable_as_conditional_scenario,Display the existing conditional arithmetic with its exact baseline and all assumed exposures/timing labels.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T/B: ratio of retimed to ordinary-booking kernel; one alternative representation of the same replacement.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,f74ebc541bad0c506b72df7a0f2c42ea11959936b8fca5e4560075268c04464f,191
