quarter,scenario,line,ws06,mine,diff,tolerance,is_finding,explanation
2Q27,base,lagged_gbv_musd,29395.5,29142.2962,-253.2038,100.0,True,propagation
2Q27,base,revenue_musd,4028.9807,3996.4548,-32.5259,15.0,True,"propagation of the nights differences above through GBV(q-1), GBV(q-2) x lambda; lambda_Q2 convention (0.137061 vs 0.137136)"
2Q27,base,revenue_yoy_pct,11.668,10.7665,-0.9015,0.3,True,propagation
2Q27,base,take_rate_pct,13.5894,13.4304,-0.159,0.3,False,inside tolerance
2Q27,base,fx_pts_revenue,0.62,0.62,0.0,0.3,False,inside tolerance
3Q27,base,nights_yoy_pct,6.229,6.416,0.187,0.3,False,inside tolerance
3Q27,base,nights_mm,155.958,156.2326,0.2746,0.5,False,inside tolerance
3Q27,base,adr_yoy_exfx_pct,2.648,2.9833,0.3353,0.3,True,"residual rule: WS06 AR(1) from K4 (rho 0.747, const 0.75, n 14) vs my bundle-lap step (4.85 -> 4.35 -> 3.85); K line: WS06 follows K4's migrated-share path (fades to -0.15 in 4Q27) vs carried 0.37 then 0 in 4Q27"
3Q27,base,fx_pts_adr,0.034,0.0748,0.0408,0.3,False,inside tolerance
3Q27,base,adr_yoy_reported_pct,2.682,3.0581,0.3761,0.3,True,propagation of the ADR ex-FX and FX differences
3Q27,base,adr_usd,181.9168,182.5831,0.6663,0.5,True,propagation of the ADR ex-FX and FX differences
3Q27,base,gbv_musd,28390.8,28544.9342,154.1342,100.0,True,propagation of the nights and ADR differences
3Q27,base,gbv_yoy_pct,9.0781,9.6703,0.5922,0.3,True,propagation of the nights and ADR differences
3Q27,base,lagged_gbv_musd,30631.8,30577.8151,-53.9849,100.0,False,inside tolerance
3Q27,base,revenue_musd,5280.7325,5271.4202,-9.3123,15.0,False,inside tolerance
3Q27,base,revenue_yoy_pct,9.9228,9.729,-0.1938,0.3,False,inside tolerance
3Q27,base,take_rate_pct,18.6002,18.4671,-0.1331,0.3,False,inside tolerance
3Q27,base,fx_pts_revenue,0.31,0.31,0.0,0.3,False,inside tolerance
4Q27,base,nights_yoy_pct,6.045,6.416,0.371,0.3,True,"WS06 ex-NA linear phasing (9.81 vs 10.29 uniform), i.e. the exit rate into FY28 is a phasing choice"
4Q27,base,nights_mm,139.7655,140.2545,0.489,0.5,False,inside tolerance
4Q27,base,adr_yoy_exfx_pct,2.161,2.6088,0.4478,0.3,True,"residual rule: WS06 AR(1) from K4 (rho 0.747, const 0.75, n 14) vs my bundle-lap step (4.85 -> 4.35 -> 3.85); K line: WS06 follows K4's migrated-share path (fades to -0.15 in 4Q27) vs carried 0.37 then 0 in 4Q27"
4Q27,base,fx_pts_adr,-0.285,-0.2843,0.0006,0.3,False,inside tolerance
4Q27,base,adr_yoy_reported_pct,1.876,2.3244,0.4484,0.3,True,propagation of the ADR ex-FX and FX differences
4Q27,base,adr_usd,177.854,178.6368,0.7828,0.5,True,propagation of the ADR ex-FX and FX differences
4Q27,base,gbv_musd,24834.2,25030.7259,196.5259,100.0,True,propagation of the nights and ADR differences
4Q27,base,gbv_yoy_pct,8.0344,8.8895,0.8551,0.3,True,propagation of the nights and ADR differences
4Q27,base,lagged_gbv_musd,28809.8,28948.8949,139.0949,100.0,True,propagation
4Q27,base,revenue_musd,3465.7641,3482.492,16.7279,15.0,True,"propagation of the nights differences above through GBV(q-1), GBV(q-2) x lambda; lambda_Q2 convention (0.137061 vs 0.137136)"
4Q27,base,revenue_yoy_pct,9.0512,9.5775,0.5263,0.3,True,propagation
4Q27,base,take_rate_pct,13.9556,13.9129,-0.0427,0.3,False,inside tolerance
4Q27,base,fx_pts_revenue,0.38,0.38,0.0,0.3,False,inside tolerance
FY26,base,revenue_musd,14268.1434,14268.1434,-0.0,15.0,False,inside tolerance
FY26,base,revenue_yoy_pct,16.5603,16.5603,-0.0,0.3,False,inside tolerance
FY26,base,nights_mm,583.1113,583.1113,0.0,0.5,False,inside tolerance
FY26,base,nights_yoy_pct,9.4017,9.4017,0.0,0.3,False,inside tolerance
FY26,base,gbv_musd,105415.2,105415.2264,0.0264,100.0,False,inside tolerance
FY26,base,take_rate_pct,13.5352,13.5352,-0.0,0.3,False,inside tolerance
FY27,base,revenue_musd,15828.6067,15796.9749,-31.6318,15.0,True,sum of the quarterly differences
FY27,base,revenue_yoy_pct,10.9367,10.715,-0.2217,0.3,False,inside tolerance
FY27,base,nights_mm,621.8414,621.3923,-0.4491,0.5,False,inside tolerance
FY27,base,nights_yoy_pct,6.642,6.565,-0.077,0.3,False,inside tolerance
FY27,base,gbv_musd,115472.5,115552.289,79.789,100.0,False,inside tolerance
FY27,base,take_rate_pct,13.7077,13.6708,-0.0369,0.3,False,inside tolerance
3Q26,bear,nights_yoy_pct,8.5,8.5,0.0,0.3,False,inside tolerance
3Q26,bear,nights_mm,144.956,144.956,0.0,0.5,False,inside tolerance
3Q26,bear,adr_yoy_exfx_pct,2.46,2.46,0.0,0.3,False,inside tolerance
3Q26,bear,fx_pts_adr,-0.43,-0.43,0.0,0.3,False,inside tolerance
3Q26,bear,adr_yoy_reported_pct,2.03,2.03,0.0,0.3,False,inside tolerance
3Q26,bear,adr_usd,174.7672,174.7672,-0.0,0.5,False,inside tolerance
3Q26,bear,gbv_musd,25350.9,25350.8839,-0.016,100.0,False,inside tolerance
3Q26,bear,gbv_yoy_pct,10.7025,10.7025,0.0,0.3,False,inside tolerance
3Q26,bear,lagged_gbv_musd,27866.7,27866.6667,-0.0333,100.0,False,inside tolerance
3Q26,bear,revenue_musd,4804.0355,4804.0355,0.0,15.0,False,inside tolerance
3Q26,bear,revenue_yoy_pct,17.3147,17.3147,-0.0,0.3,False,inside tolerance
3Q26,bear,take_rate_pct,18.9502,18.9502,-0.0,0.3,False,inside tolerance
3Q26,bear,fx_pts_revenue,3.0,3.0,0.0,0.3,False,inside tolerance
4Q26,bear,nights_yoy_pct,8.0,8.0,0.0,0.3,False,inside tolerance
4Q26,bear,nights_mm,131.652,131.652,0.0,0.5,False,inside tolerance
4Q26,bear,adr_yoy_exfx_pct,2.62,2.62,0.0,0.3,False,inside tolerance
4Q26,bear,fx_pts_adr,0.15,0.15,0.0,0.3,False,inside tolerance
4Q26,bear,adr_yoy_reported_pct,2.77,2.77,0.0,0.3,False,inside tolerance
4Q26,bear,adr_usd,172.15,172.15,0.0,0.5,False,inside tolerance
4Q26,bear,gbv_musd,22642.3,22642.2864,-0.0136,100.0,False,inside tolerance
4Q26,bear,gbv_yoy_pct,10.9916,10.9916,0.0,0.3,False,inside tolerance
4Q26,bear,lagged_gbv_musd,25967.3,25967.256,-0.044,100.0,False,inside tolerance
4Q26,bear,revenue_musd,3123.807,3123.807,0.0,15.0,False,inside tolerance
4Q26,bear,revenue_yoy_pct,12.4481,12.4481,-0.0,0.3,False,inside tolerance
4Q26,bear,take_rate_pct,13.7963,13.7963,0.0,0.3,False,inside tolerance
4Q26,bear,fx_pts_revenue,0.98,0.98,0.0,0.3,False,inside tolerance
1Q27,bear,nights_yoy_pct,4.707,5.972,1.265,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
1Q27,bear,nights_mm,163.5523,165.5283,1.976,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
1Q27,bear,adr_yoy_exfx_pct,1.503,3.3709,1.8679,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
1Q27,bear,fx_pts_adr,-2.378,-0.3331,2.0449,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
1Q27,bear,adr_yoy_reported_pct,-0.875,3.0378,3.9128,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
1Q27,bear,adr_usd,185.1853,192.4952,7.3099,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
1Q27,bear,gbv_musd,30306.9,31883.8544,1576.9544,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
1Q27,bear,gbv_yoy_pct,3.7908,9.1913,5.4005,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
1Q27,bear,lagged_gbv_musd,23545.2,23545.1522,-0.0478,100.0,False,inside tolerance
1Q27,bear,revenue_musd,2995.1629,2988.7652,-6.3977,15.0,False,inside tolerance
1Q27,bear,revenue_yoy_pct,11.8433,11.6044,-0.2389,0.3,False,inside tolerance
1Q27,bear,take_rate_pct,9.8828,9.3739,-0.5089,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
1Q27,bear,fx_pts_revenue,-1.01,0.93,1.94,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
2Q27,bear,nights_yoy_pct,3.026,5.416,2.39,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
2Q27,bear,nights_mm,152.7876,156.3319,3.5443,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
2Q27,bear,adr_yoy_exfx_pct,1.469,2.7586,1.2896,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
2Q27,bear,fx_pts_adr,-2.267,-0.1791,2.0879,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
2Q27,bear,adr_yoy_reported_pct,-0.798,2.5795,3.3775,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
2Q27,bear,adr_usd,182.2638,188.4693,6.2055,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
2Q27,bear,gbv_musd,27799.4,29412.771,1613.371,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
2Q27,bear,gbv_yoy_pct,2.2039,8.1352,5.9313,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
2Q27,bear,lagged_gbv_musd,27752.0,28803.3317,1051.3317,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
2Q27,bear,revenue_musd,3803.7239,3949.9706,146.2467,15.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
2Q27,bear,revenue_yoy_pct,5.4247,9.4781,4.0534,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
2Q27,bear,take_rate_pct,13.6827,13.4294,-0.2533,0.3,False,inside tolerance
2Q27,bear,fx_pts_revenue,-1.92,0.62,2.54,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
3Q27,bear,nights_yoy_pct,3.405,5.416,2.011,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
3Q27,bear,nights_mm,149.8918,152.8068,2.915,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
3Q27,bear,adr_yoy_exfx_pct,1.296,2.1463,0.8503,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
3Q27,bear,fx_pts_adr,-1.494,0.0748,1.5688,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
3Q27,bear,adr_yoy_reported_pct,-0.198,2.2211,2.4191,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
3Q27,bear,adr_usd,174.4211,178.6489,4.2278,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
3Q27,bear,gbv_musd,26162.2,27317.4411,1155.2411,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
3Q27,bear,gbv_yoy_pct,3.2003,7.7574,4.5571,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
3Q27,bear,lagged_gbv_musd,28635.3,30236.4655,1601.1655,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
3Q27,bear,revenue_musd,4936.538,5212.5737,276.0357,15.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
3Q27,bear,revenue_yoy_pct,2.7581,8.5041,5.746,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
3Q27,bear,take_rate_pct,18.869,19.0815,0.2125,0.3,False,inside tolerance
3Q27,bear,fx_pts_revenue,-2.22,0.31,2.53,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
4Q27,bear,nights_yoy_pct,3.327,6.416,3.089,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
4Q27,bear,nights_mm,136.0321,140.0988,4.0667,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
4Q27,bear,adr_yoy_exfx_pct,1.008,1.1594,0.1514,0.3,False,inside tolerance
4Q27,bear,fx_pts_adr,-0.285,-0.2843,0.0006,0.3,False,inside tolerance
4Q27,bear,adr_yoy_reported_pct,0.723,0.8751,0.1521,0.3,False,inside tolerance
4Q27,bear,adr_usd,173.3947,173.6565,0.2618,0.5,False,inside tolerance
4Q27,bear,gbv_musd,23564.7,24305.8666,741.1666,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
4Q27,bear,gbv_yoy_pct,4.0741,7.3472,3.2731,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
