quarter,scenario,line,value,unit,source
3Q27,base,fx_pts_revenue,0.31,pp,06v build
3Q27,base,revenue_same_q_take_rate_route_musd,5268.5981438348335,$M,06v build
4Q27,base,nights_yoy_pct,6.4159999999999995,%,06v build
4Q27,base,nights_mm,140.2544576448,mm,06v build
4Q27,base,adr_yoy_exfx_pct,2.608758041197286,%,06v build
4Q27,base,fx_pts_adr,-0.28435,pp,06v build
4Q27,base,adr_yoy_reported_pct,2.324408041197286,%,06v build
4Q27,base,adr_usd,178.63684850120356,$,06v build
4Q27,base,gbv_musd,25030.725909621706,$M,06v build
4Q27,base,gbv_yoy_pct,8.889542061120515,%,06v build
4Q27,base,lagged_gbv_musd,28948.894930458144,$M,06v build
4Q27,base,revenue_musd,3482.4920303091762,$M,06v build
4Q27,base,revenue_yoy_pct,9.577528409207892,%,06v build
4Q27,base,take_rate_pct,13.912868699387264,%,06v build
4Q27,base,fx_pts_revenue,0.38,pp,06v build
4Q27,base,revenue_same_q_take_rate_route_musd,3460.6270821856115,$M,06v build
FY26,base,revenue_musd,14268.14335081244,$M,sum of quarters
FY26,base,revenue_yoy_pct,16.560275719405592,%,sum of quarters
FY26,base,nights_mm,583.11132,mm,sum of quarters
FY26,base,nights_yoy_pct,9.401748592870529,%,sum of quarters
FY26,base,gbv_musd,105415.226439,$M,sum of quarters
FY26,base,gbv_yoy_pct,15.460269922234371,%,sum of quarters
FY26,base,take_rate_pct,13.535182565935006,%,sum of quarters
FY26,base,adr_usd,180.78062082382488,$,sum of quarters
FY26,base,adr_yoy_reported_pct,5.537865168782741,%,sum of quarters
FY27,base,revenue_musd,15796.974861532095,$M,sum of quarters
FY27,base,revenue_yoy_pct,10.714999654335555,%,sum of quarters
FY27,base,nights_mm,621.3922873860834,mm,sum of quarters
FY27,base,nights_yoy_pct,6.564950134407166,%,sum of quarters
FY27,base,gbv_musd,115552.2889900572,$M,sum of quarters
FY27,base,gbv_yoy_pct,9.616317199606028,%,sum of quarters
FY27,base,take_rate_pct,13.670845467103954,%,sum of quarters
FY27,base,adr_usd,185.9570698505665,$,sum of quarters
FY27,base,adr_yoy_reported_pct,2.8633871280850487,%,sum of quarters
FY27,base,fx_pts_revenue,0.5234315164876711,pp,revenue-weighted average of quarters (23b rule)
FY28,base,revenue_musd,17240.81836387613,$M,"annual continuation, growth-rate assumptions flagged is_judgement"
FY28,base,revenue_yoy_pct,9.140000000000015,%,"annual continuation, growth-rate assumptions flagged is_judgement"
FY28,base,nights_mm,664.8897475031092,mm,"annual continuation, growth-rate assumptions flagged is_judgement"
FY28,base,nights_yoy_pct,7.0,%,"annual continuation, growth-rate assumptions flagged is_judgement"
FY28,base,gbv_musd,126113.76820374843,$M,"annual continuation, growth-rate assumptions flagged is_judgement"
FY28,base,gbv_yoy_pct,9.139999999999993,%,"annual continuation, growth-rate assumptions flagged is_judgement"
FY28,base,take_rate_pct,13.670845467103952,%,"annual continuation, growth-rate assumptions flagged is_judgement"
FY28,base,adr_yoy_reported_pct,2.0,%,"annual continuation, growth-rate assumptions flagged is_judgement"
3Q26,bear,nights_yoy_pct,8.5,%,06v build
3Q26,bear,nights_mm,144.956,mm,06v build
3Q26,bear,adr_yoy_exfx_pct,2.46,%,06v build
3Q26,bear,fx_pts_adr,-0.43,pp,06v build
3Q26,bear,adr_yoy_reported_pct,2.03,%,06v build
3Q26,bear,adr_usd,174.76718699999998,$,06v build
3Q26,bear,gbv_musd,25350.88395,$M,06v build
3Q26,bear,gbv_yoy_pct,10.702549999999999,%,06v build
3Q26,bear,lagged_gbv_musd,27866.666666666664,$M,06v build
3Q26,bear,revenue_musd,4804.035502546224,$M,06v build
3Q26,bear,revenue_yoy_pct,17.314664286843072,%,06v build
3Q26,bear,take_rate_pct,18.95016959574786,%,06v build
3Q26,bear,fx_pts_revenue,3.0,pp,06v build
3Q26,bear,revenue_same_q_take_rate_route_musd,4532.73805026,$M,06v build
4Q26,bear,nights_yoy_pct,8.0,%,06v build
4Q26,bear,nights_mm,131.65200000000002,mm,06v build
4Q26,bear,adr_yoy_exfx_pct,2.62,%,06v build
4Q26,bear,fx_pts_adr,0.15,pp,06v build
4Q26,bear,adr_yoy_reported_pct,2.77,%,06v build
4Q26,bear,adr_usd,172.150027,$,06v build
4Q26,bear,gbv_musd,22642.2864,$M,06v build
4Q26,bear,gbv_yoy_pct,10.991600000000012,%,06v build
4Q26,bear,lagged_gbv_musd,25967.255966666664,$M,06v build
4Q26,bear,revenue_musd,3123.8070458354423,$M,06v build
4Q26,bear,revenue_yoy_pct,12.448057805451484,%,06v build
4Q26,bear,take_rate_pct,13.796341017201524,%,06v build
4Q26,bear,fx_pts_revenue,0.98,pp,06v build
4Q26,bear,revenue_same_q_take_rate_route_musd,3083.8794076799995,$M,06v build
1Q27,bear,nights_yoy_pct,5.9720467957,%,06v build
1Q27,bear,nights_mm,165.5283370948834,mm,06v build
1Q27,bear,adr_yoy_exfx_pct,3.3709264470756635,%,06v build
1Q27,bear,fx_pts_adr,-0.333110875130034,pp,06v build
1Q27,bear,adr_yoy_reported_pct,3.0378155719456297,%,06v build
1Q27,bear,adr_usd,192.4952470515088,$,06v build
1Q27,bear,gbv_musd,31883.854383469432,$M,06v build
1Q27,bear,gbv_yoy_pct,9.191282135169288,%,06v build
1Q27,bear,lagged_gbv_musd,23545.15225,$M,06v build
1Q27,bear,revenue_musd,2988.76522688169,$M,06v build
1Q27,bear,revenue_yoy_pct,11.604377404095967,%,06v build
1Q27,bear,take_rate_pct,9.373914429966948,%,06v build
1Q27,bear,fx_pts_revenue,0.93,pp,06v build
1Q27,bear,revenue_same_q_take_rate_route_musd,2923.749446964147,$M,06v build
2Q27,bear,nights_yoy_pct,5.4159999999999995,%,06v build
2Q27,bear,nights_mm,156.331928,mm,06v build
2Q27,bear,adr_yoy_exfx_pct,2.758594852954041,%,06v build
2Q27,bear,fx_pts_adr,-0.17911201064157722,pp,06v build
2Q27,bear,adr_yoy_reported_pct,2.579482842312464,%,06v build
2Q27,bear,adr_usd,188.46928382618069,$,06v build
2Q27,bear,gbv_musd,29412.77103619017,$M,06v build
2Q27,bear,gbv_yoy_pct,8.135187633052098,%,06v build
2Q27,bear,lagged_gbv_musd,28803.331722312956,$M,06v build
2Q27,bear,revenue_musd,3949.970591047282,$M,06v build
2Q27,bear,revenue_yoy_pct,9.478120594436866,%,06v build
2Q27,bear,take_rate_pct,13.429440518158405,%,06v build
2Q27,bear,fx_pts_revenue,0.62,pp,06v build
2Q27,bear,revenue_same_q_take_rate_route_musd,3900.1334393988163,$M,06v build
3Q27,bear,nights_yoy_pct,5.4159999999999995,%,06v build
3Q27,bear,nights_mm,152.80681696,mm,06v build
3Q27,bear,adr_yoy_exfx_pct,2.1462632588324184,%,06v build
3Q27,bear,fx_pts_adr,0.07479552862178557,pp,06v build
3Q27,bear,adr_yoy_reported_pct,2.221058787454204,%,06v build
3Q27,bear,adr_usd,178.64886896445,$,06v build
3Q27,bear,gbv_musd,27317.44108361261,$M,06v build
3Q27,bear,gbv_yoy_pct,7.757351331382711,%,06v build
3Q27,bear,lagged_gbv_musd,30236.465485283257,$M,06v build
3Q27,bear,revenue_musd,5212.573696034007,$M,06v build
3Q27,bear,revenue_yoy_pct,8.50406274623181,%,06v build
3Q27,bear,take_rate_pct,19.08148600038883,%,06v build
3Q27,bear,fx_pts_revenue,0.31,pp,06v build
3Q27,bear,revenue_same_q_take_rate_route_musd,5176.701414563092,$M,06v build
4Q27,bear,nights_yoy_pct,6.4159999999999995,%,06v build
4Q27,bear,nights_mm,140.09879232000003,mm,06v build
4Q27,bear,adr_yoy_exfx_pct,1.1594316647107965,%,06v build
4Q27,bear,fx_pts_adr,-0.28435,pp,06v build
4Q27,bear,adr_yoy_reported_pct,0.8750816647107965,%,06v build
4Q27,bear,adr_usd,173.65648032207167,$,06v build
4Q27,bear,gbv_musd,24305.866558133683,$M,06v build
4Q27,bear,gbv_yoy_pct,7.347226904318638,%,06v build
4Q27,bear,lagged_gbv_musd,28015.884401138464,$M,06v build
4Q27,bear,revenue_musd,3370.252798367658,$M,06v build
4Q27,bear,revenue_yoy_pct,7.889275775236171,%,06v build
4Q27,bear,take_rate_pct,13.866005518901533,%,06v build
4Q27,bear,fx_pts_revenue,0.38,pp,06v build
4Q27,bear,revenue_same_q_take_rate_route_musd,3353.3202375460655,$M,06v build
FY26,bear,revenue_musd,14213.842548381665,$M,sum of quarters
FY26,bear,revenue_yoy_pct,16.1166779542657,%,sum of quarters
FY26,bear,nights_mm,581.1080000000001,mm,sum of quarters
FY26,bear,nights_yoy_pct,9.025891181988754,%,sum of quarters
FY26,bear,gbv_musd,104393.17035,$M,sum of quarters
FY26,bear,gbv_yoy_pct,14.34082185104051,%,sum of quarters
FY26,bear,take_rate_pct,13.615682425130665,%,sum of quarters
FY26,bear,adr_usd,179.64504076694863,$,sum of quarters
FY26,bear,adr_yoy_reported_pct,4.874925223202187,%,sum of quarters
FY27,bear,revenue_musd,15521.56231233064,$M,sum of quarters
FY27,bear,revenue_yoy_pct,9.200325383496445,%,sum of quarters
FY27,bear,nights_mm,614.7658743748834,mm,sum of quarters
FY27,bear,nights_yoy_pct,5.79201703898129,%,sum of quarters
FY27,bear,gbv_musd,112919.9330614059,$M,sum of quarters
FY27,bear,gbv_yoy_pct,8.167931563739405,%,sum of quarters
FY27,bear,take_rate_pct,13.745635417521907,%,sum of quarters
FY27,bear,adr_usd,183.67957261165,$,sum of quarters
FY27,bear,adr_yoy_reported_pct,2.245835358146797,%,sum of quarters
FY27,bear,fx_pts_revenue,0.5234735507355968,pp,revenue-weighted average of quarters (23b rule)
3Q26,bull,nights_yoy_pct,11.0,%,06v build
3Q26,bull,nights_mm,148.29600000000002,mm,06v build
3Q26,bull,adr_yoy_exfx_pct,5.27,%,06v build
3Q26,bull,fx_pts_adr,-0.43,pp,06v build
3Q26,bull,adr_yoy_reported_pct,4.84,%,06v build
3Q26,bull,adr_usd,179.580436,$,06v build
3Q26,bull,gbv_musd,26649.279600000005,$M,06v build
3Q26,bull,gbv_yoy_pct,16.37240000000002,%,06v build
3Q26,bull,lagged_gbv_musd,27866.666666666664,$M,06v build
3Q26,bull,revenue_musd,4804.035502546224,$M,06v build
3Q26,bull,revenue_yoy_pct,17.314664286843072,%,06v build
3Q26,bull,take_rate_pct,18.026886935233414,%,06v build
3Q26,bull,fx_pts_revenue,3.0,pp,06v build
3Q26,bull,revenue_same_q_take_rate_route_musd,4764.891192480001,$M,06v build
4Q26,bull,nights_yoy_pct,8.86,%,06v build
4Q26,bull,nights_mm,132.70034,mm,06v build
4Q26,bull,adr_yoy_exfx_pct,5.51,%,06v build
4Q26,bull,fx_pts_adr,0.15,pp,06v build
4Q26,bull,adr_yoy_reported_pct,5.66,%,06v build
4Q26,bull,adr_usd,176.991066,$,06v build
4Q26,bull,gbv_musd,23464.381104,$M,06v build
4Q26,bull,gbv_yoy_pct,15.02147599999999,%,06v build
4Q26,bull,lagged_gbv_musd,26832.85306666667,$M,06v build
4Q26,bull,revenue_musd,3227.9365820215426,$M,06v build
4Q26,bull,revenue_yoy_pct,16.196421239076408,%,06v build
4Q26,bull,take_rate_pct,13.756751425552292,%,06v build
4Q26,bull,fx_pts_revenue,0.98,pp,06v build
4Q26,bull,revenue_same_q_take_rate_route_musd,3195.8487063648,$M,06v build
1Q27,bull,nights_yoy_pct,8.472046795699999,%,06v build
1Q27,bull,nights_mm,169.43333709488337,mm,06v build
1Q27,bull,adr_yoy_exfx_pct,3.983258041197286,%,06v build
1Q27,bull,fx_pts_adr,-0.333110875130034,pp,06v build
1Q27,bull,adr_yoy_reported_pct,3.650147166067252,%,06v build
1Q27,bull,adr_usd,193.6392049356468,$,06v build
1Q27,bull,gbv_musd,32829.97935223421,$M,06v build
1Q27,bull,gbv_yoy_pct,12.431436137788388,%,06v build
1Q27,bull,lagged_gbv_musd,24526.013936000003,$M,06v build
1Q27,bull,revenue_musd,3113.2734597599615,$M,06v build
1Q27,bull,revenue_yoy_pct,16.25367661538317,%,06v build
1Q27,bull,take_rate_pct,9.483019853157755,%,06v build
1Q27,bull,fx_pts_revenue,0.93,pp,06v build
1Q27,bull,revenue_same_q_take_rate_route_musd,3010.509106599877,$M,06v build
2Q27,bull,nights_yoy_pct,7.915999999999999,%,06v build
2Q27,bull,nights_mm,160.039428,mm,06v build
2Q27,bull,adr_yoy_exfx_pct,3.983258041197286,%,06v build
2Q27,bull,fx_pts_adr,-0.17911201064157722,pp,06v build
2Q27,bull,adr_yoy_reported_pct,3.804146030555709,%,06v build
2Q27,bull,adr_usd,190.71935750193998,$,06v build
2Q27,bull,gbv_musd,30469.788766650978,$M,06v build
2Q27,bull,gbv_yoy_pct,12.021282230334474,%,06v build
2Q27,bull,lagged_gbv_musd,29708.11326948947,$M,06v build
2Q27,bull,revenue_musd,4074.048615670418,$M,06v build
2Q27,bull,revenue_yoy_pct,12.91709023476768,%,06v build
2Q27,bull,take_rate_pct,13.370780634125834,%,06v build
2Q27,bull,fx_pts_revenue,0.62,pp,06v build
2Q27,bull,revenue_same_q_take_rate_route_musd,4040.2939904579193,$M,06v build
3Q27,bull,nights_yoy_pct,7.915999999999999,%,06v build
3Q27,bull,nights_mm,160.03511136,mm,06v build
3Q27,bull,adr_yoy_exfx_pct,3.983258041197286,%,06v build
3Q27,bull,fx_pts_adr,0.07479552862178557,pp,06v build
3Q27,bull,adr_yoy_reported_pct,4.058053569819072,%,06v build
3Q27,bull,adr_usd,186.86790629379465,$,06v build
3Q27,bull,gbv_musd,29925.88556733058,$M,06v build
3Q27,bull,gbv_yoy_pct,12.295289090405937,%,06v build
3Q27,bull,lagged_gbv_musd,31256.518961845384,$M,06v build
3Q27,bull,revenue_musd,5388.42440593473,$M,06v build
3Q27,bull,revenue_yoy_pct,12.164541729110233,%,06v build
3Q27,bull,take_rate_pct,18.00589791674253,%,06v build
3Q27,bull,fx_pts_revenue,0.31,pp,06v build
3Q27,bull,revenue_same_q_take_rate_route_musd,5394.705555590019,$M,06v build
4Q27,bull,nights_yoy_pct,7.915999999999999,%,06v build
4Q27,bull,nights_mm,143.2048989144,mm,06v build
4Q27,bull,adr_yoy_exfx_pct,3.6087580411972864,%,06v build
4Q27,bull,fx_pts_adr,-0.28435,pp,06v build
4Q27,bull,adr_yoy_reported_pct,3.3244080411972865,%,06v build
4Q27,bull,adr_usd,182.8749712303048,$,06v build
4Q27,bull,gbv_musd,26163.622182721596,$M,06v build
4Q27,bull,gbv_yoy_pct,11.503568181738455,%,06v build
4Q27,bull,lagged_gbv_musd,30107.18663377071,$M,06v build
4Q27,bull,revenue_musd,3621.83212032813,$M,06v build
4Q27,bull,revenue_yoy_pct,12.202703748904021,%,06v build
4Q27,bull,take_rate_pct,13.843007268007335,%,06v build
4Q27,bull,fx_pts_revenue,0.38,pp,06v build
4Q27,bull,revenue_same_q_take_rate_route_musd,3599.264467597669,$M,06v build
FY26,bull,revenue_musd,14317.972084567766,$M,sum of quarters
FY26,bull,revenue_yoy_pct,16.967339960524196,%,sum of quarters
FY26,bull,nights_mm,585.49634,mm,sum of quarters
FY26,bull,nights_yoy_pct,9.849219512195129,%,sum of quarters
FY26,bull,gbv_musd,106513.66070400001,$M,sum of quarters
FY26,bull,gbv_yoy_pct,16.663374265060238,%,sum of quarters
FY26,bull,take_rate_pct,13.442380995952446,%,sum of quarters
FY26,bull,adr_usd,181.92028442739712,$,sum of quarters
FY26,bull,adr_yoy_reported_pct,6.20318904688133,%,sum of quarters
FY27,bull,revenue_musd,16197.57860169324,$M,sum of quarters
FY27,bull,revenue_yoy_pct,13.127602889737133,%,sum of quarters
FY27,bull,nights_mm,632.7127753692833,mm,sum of quarters
FY27,bull,nights_yoy_pct,8.06434338586699,%,sum of quarters
FY27,bull,gbv_musd,119389.27586893736,$M,sum of quarters
FY27,bull,gbv_yoy_pct,12.08822894625554,%,sum of quarters
FY27,bull,take_rate_pct,13.56702977198266,%,sum of quarters
FY27,bull,adr_usd,188.69427094980927,$,sum of quarters
FY27,bull,adr_yoy_reported_pct,3.723601545442601,%,sum of quarters
FY27,bull,fx_pts_revenue,0.5227918591468769,pp,revenue-weighted average of quarters (23b rule)
3Q26,base_fx_usd_strong,nights_yoy_pct,9.89,%,bridge v3 carried
3Q26,base_fx_usd_strong,nights_mm,146.81304,mm,bridge v3 carried
3Q26,base_fx_usd_strong,adr_yoy_exfx_pct,3.86,%,bridge v3 carried
3Q26,base_fx_usd_strong,fx_pts_adr,-0.43,pp,bridge v3 carried
3Q26,base_fx_usd_strong,adr_yoy_reported_pct,3.4299999999999997,%,bridge v3 carried
3Q26,base_fx_usd_strong,adr_usd,177.165247,$,bridge v3 carried
3Q26,base_fx_usd_strong,gbv_musd,26027.962983,$M,bridge v3 carried
3Q26,base_fx_usd_strong,gbv_yoy_pct,13.659226999999996,%,bridge v3 carried
3Q26,base_fx_usd_strong,lagged_gbv_musd,27866.666666666668,$M,bridge v3 carried
3Q26,base_fx_usd_strong,revenue_musd,4804.035502546225,$M,bridge v3 carried
3Q26,base_fx_usd_strong,revenue_yoy_pct,17.314664286843097,%,bridge v3 carried
3Q26,base_fx_usd_strong,take_rate_pct,18.457208909064263,%,bridge v3 carried
3Q26,base_fx_usd_strong,fx_pts_revenue,3.0,pp,bridge v3 carried
3Q26,base_fx_usd_strong,revenue_same_q_take_rate_route_musd,4653.7997813604,$M,bridge v3 carried
4Q26,base_fx_usd_strong,nights_yoy_pct,8.12,%,bridge v3 carried
4Q26,base_fx_usd_strong,nights_mm,131.79828,mm,bridge v3 carried
4Q26,base_fx_usd_strong,adr_yoy_exfx_pct,4.07,%,bridge v3 carried
4Q26,base_fx_usd_strong,fx_pts_adr,0.15,pp,bridge v3 carried
4Q26,base_fx_usd_strong,adr_yoy_reported_pct,4.220000000000001,%,bridge v3 carried
4Q26,base_fx_usd_strong,adr_usd,174.578922,$,bridge v3 carried
4Q26,base_fx_usd_strong,gbv_musd,22987.263456,$M,bridge v3 carried
4Q26,base_fx_usd_strong,gbv_yoy_pct,12.682663999999999,%,bridge v3 carried
4Q26,base_fx_usd_strong,lagged_gbv_musd,26418.641988666663,$M,bridge v3 carried
4Q26,base_fx_usd_strong,revenue_musd,3178.107848266214,$M,bridge v3 carried
4Q26,base_fx_usd_strong,revenue_yoy_pct,14.402730319158174,%,bridge v3 carried
4Q26,base_fx_usd_strong,take_rate_pct,13.825516266211684,%,bridge v3 carried
4Q26,base_fx_usd_strong,fx_pts_revenue,0.98,pp,bridge v3 carried
4Q26,base_fx_usd_strong,revenue_same_q_take_rate_route_musd,3130.8652827071996,$M,bridge v3 carried
1Q27,base_fx_usd_strong,nights_yoy_pct,6.9720467957,%,06v build
1Q27,base_fx_usd_strong,nights_mm,167.09033709488338,mm,06v build
1Q27,base_fx_usd_strong,adr_yoy_exfx_pct,3.4832580411972858,%,06v build
1Q27,base_fx_usd_strong,fx_pts_adr,-2.8114995260437254,pp,06v build
1Q27,base_fx_usd_strong,adr_yoy_reported_pct,0.6717585151535603,%,06v build
1Q27,base_fx_usd_strong,adr_usd,188.07497925800985,$,06v build
1Q27,base_fx_usd_strong,gbv_musd,31445.667063634177,$M,06v build
1Q27,base_fx_usd_strong,gbv_yoy_pct,7.69064062888416,%,06v build
1Q27,base_fx_usd_strong,lagged_gbv_musd,24000.829964999997,$M,06v build
1Q27,base_fx_usd_strong,revenue_musd,3046.607864499669,$M,06v build
1Q27,base_fx_usd_strong,revenue_yoy_pct,13.764296657941344,%,06v build
1Q27,base_fx_usd_strong,take_rate_pct,9.688482226611644,%,06v build
1Q27,base_fx_usd_strong,fx_pts_revenue,-1.01,pp,06v build
1Q27,base_fx_usd_strong,revenue_same_q_take_rate_route_musd,2883.567669735254,$M,06v build
2Q27,base_fx_usd_strong,nights_yoy_pct,6.4159999999999995,%,06v build
2Q27,base_fx_usd_strong,nights_mm,157.814928,mm,06v build
2Q27,base_fx_usd_strong,adr_yoy_exfx_pct,2.9832580411972858,%,06v build
2Q27,base_fx_usd_strong,fx_pts_adr,-2.664779631851194,pp,06v build
2Q27,base_fx_usd_strong,adr_yoy_reported_pct,0.31847840934609195,%,06v build
2Q27,base_fx_usd_strong,adr_usd,184.31514038149157,$,06v build
2Q27,base_fx_usd_strong,gbv_musd,29037.336059672405,$M,06v build
2Q27,base_fx_usd_strong,gbv_yoy_pct,6.754911984089729,%,06v build
2Q27,base_fx_usd_strong,lagged_gbv_musd,28626.19919442278,$M,06v build
2Q27,base_fx_usd_strong,revenue_musd,3925.6793638160225,$M,06v build
2Q27,base_fx_usd_strong,revenue_yoy_pct,8.804860416186866,%,06v build
2Q27,base_fx_usd_strong,take_rate_pct,13.51941981092432,%,06v build
2Q27,base_fx_usd_strong,fx_pts_revenue,-1.92,pp,06v build
2Q27,base_fx_usd_strong,revenue_same_q_take_rate_route_musd,3850.350761512561,$M,06v build
3Q27,base_fx_usd_strong,nights_yoy_pct,6.4159999999999995,%,06v build
3Q27,base_fx_usd_strong,nights_mm,156.2325646464,mm,06v build
3Q27,base_fx_usd_strong,adr_yoy_exfx_pct,2.9832580411972858,%,06v build
3Q27,base_fx_usd_strong,fx_pts_adr,-2.42305341952258,pp,06v build
3Q27,base_fx_usd_strong,adr_yoy_reported_pct,0.5602046216747056,%,06v build
3Q27,base_fx_usd_strong,adr_usd,178.1577349016954,$,06v build
3Q27,base_fx_usd_strong,gbv_musd,27853.08209962382,$M,06v build
3Q27,base_fx_usd_strong,gbv_yoy_pct,7.012147350201348,%,06v build
3Q27,base_fx_usd_strong,lagged_gbv_musd,29840.113060992993,$M,06v build
3Q27,base_fx_usd_strong,revenue_musd,5144.245067404437,$M,06v build
3Q27,base_fx_usd_strong,revenue_yoy_pct,7.0817454341853825,%,06v build
3Q27,base_fx_usd_strong,take_rate_pct,18.46921302642451,%,06v build
3Q27,base_fx_usd_strong,fx_pts_revenue,-2.22,pp,06v build
3Q27,base_fx_usd_strong,revenue_same_q_take_rate_route_musd,5140.901550740751,$M,06v build
4Q27,base_fx_usd_strong,nights_yoy_pct,6.4159999999999995,%,06v build
4Q27,base_fx_usd_strong,nights_mm,140.2544576448,mm,06v build
4Q27,base_fx_usd_strong,adr_yoy_exfx_pct,2.608758041197286,%,06v build
4Q27,base_fx_usd_strong,fx_pts_adr,-2.7657869943561115,pp,06v build
4Q27,base_fx_usd_strong,adr_yoy_reported_pct,-0.1570289531588256,%,06v build
4Q27,base_fx_usd_strong,adr_usd,174.30478254634744,$,06v build
4Q27,base_fx_usd_strong,gbv_musd,24423.71365852013,$M,06v build
4Q27,base_fx_usd_strong,gbv_yoy_pct,6.248896069206511,%,06v build
4Q27,base_fx_usd_strong,lagged_gbv_musd,28247.833419640017,$M,06v build
4Q27,base_fx_usd_strong,revenue_musd,3398.155784312722,$M,06v build
4Q27,base_fx_usd_strong,revenue_yoy_pct,6.923866229604281,%,06v build
4Q27,base_fx_usd_strong,take_rate_pct,13.913345987526704,%,06v build
4Q27,base_fx_usd_strong,fx_pts_revenue,-1.7,pp,06v build
4Q27,base_fx_usd_strong,revenue_same_q_take_rate_route_musd,3376.7045046716653,$M,06v build
FY26,base_fx_usd_strong,revenue_musd,14268.14335081244,$M,sum of quarters
