quarter,AUD,BRL,CAD,EUR,GBP,INR,JPY,KRW,MXN,n_days_min
4Q22,-9.806673323797444,6.354245529686575,-7.1835373306747385,-10.654757809274805,-12.843653055072012,-8.783478281326573,-19.4862294462396,-12.789663185171074,5.405931272938291,61
1Q23,-5.738348742253807,0.32088151183775615,-6.389351995652293,-4.335821614540247,-9.350413119739754,-8.472777132986442,-12.151406664140262,-5.447035129428624,9.956960261346204,62
2Q23,-6.480125674087278,-0.723988638127937,-4.964020678532888,2.277972935093131,-0.35487917810538283,-6.076708340222458,-5.560344957283004,-4.217539663190428,13.388595648927515,63
3Q23,-4.1769354079702286,7.437865888276596,-2.6228169373567756,8.131793226841054,7.61531088731191,-3.5201561740336507,-4.304496889536136,2.064236112843143,18.643579490029104,63
4Q23,-0.92935227114046,6.10611607086029,-0.25649625172438073,5.315088536678103,5.661556314297833,-1.3153825099693761,-4.454579942459191,2.678403346762326,12.21628410269744,61
1Q24,-3.801466387804331,4.866366814462819,0.30874484274403535,1.1678456862314723,4.349632122647007,-1.0026535937348369,-10.86080458442723,-4.063574513558521,9.797573876150235,62
2Q24,-1.3716205460346909,-4.921125863885578,-1.842032077073763,-1.1241147468809887,0.7896258279153301,-1.492042149487327,-11.871583286246324,-3.983556751565076,2.8299489057446836,63
3Q24,2.296717917047464,-11.96856042101465,-1.7008139923771148,0.9427140832109382,2.7026589770363874,-1.2778408370819339,-2.921374625489037,-3.126094907100041,-9.772631529998543,64
4Q24,0.15497154010630787,-15.094530262684035,-2.6743248186548163,-0.8675396192405538,3.1930211481494775,-1.4030806942198937,-3.026394155130585,-5.460518540245962,-12.697129494586735,62
1Q25,-4.508319414074091,-15.246964012682373,-6.01667809873343,-2.984037651590299,-0.6081853022132044,-4.122768975331859,-2.4918048200108123,-8.428892261015575,-16.78448415591154,61
2Q25,-2.750315574441853,-8.158767703298963,-1.1651938402047701,5.347282938027353,5.822209027921033,-2.508525792940519,7.804828177526524,-2.0671216588751595,-11.860768498870044,63
3Q25,-2.319483615716411,1.7639771341718458,-0.9582665390718281,6.359062168458118,3.6827801313459307,-4.0889781362115745,0.8894878024551023,-2.2943249076707084,1.4702062678475958,64
4Q25,0.6811820672330438,8.078237172813463,0.33771324983782325,9.12711312165202,3.812991380275932,-5.2323309934430355,-1.105870759085359,-3.5003683938769625,9.785531710085849,62
1Q26,10.830484259793716,11.253996960745049,4.633877539770581,11.113688264422139,6.927949018077761,-5.38592527296119,-2.9030440244956823,-0.905813732969063,16.244082044123086,61
2Q26,10.808300243498238,12.34110545971079,0.060590582935593496,2.559064209629147,0.5716561266701614,-9.570183029757162,-9.33881059121644,-6.739295135156986,12.234742741828232,63
3Q26,7.728384359799234,6.176879187964279,-1.5602620933839129,-1.4609131728673508,-0.11484003585293667,-8.63135640104058,-8.007498690613101,-3.43861071810061,8.077781318242018,47
