guide_date,target_quarter,spec,prior_basis,n_train,n_train_pit,coef,point,sigma,actual,b0_pit,b0_elapsed_frac,n_params,in_W1,in_W2
2023-05-09,2Q23,H3_free_weights,full_sample,14,8,"[0.4471, 0.3639, 0.0302]",-0.5788,1.0273,-1.0,0.8081,0.4,4,True,False
2023-05-09,2Q23,H3b_free_lags123,full_sample,14,8,"[0.6672, 0.0, 0.0]",-1.4829,1.3125,-1.0,0.8081,0.4,4,True,False
2023-08-03,3Q23,H0_contemporaneous,full_sample,14,9,[0.718],3.162,1.3039,4.0,4.4038,0.338,2,True,False
2023-08-03,3Q23,H1_repo_eur_mean_t1_t2,full_sample,14,9,"[0.2458, 0.269]",-0.031,1.5001,4.0,4.4038,0.338,3,True,False
2023-08-03,3Q23,H2b_phi_basket,full_sample,14,9,[0.653],-0.3108,1.4915,4.0,4.4038,0.338,2,True,False
2023-08-03,3Q23,H3_free_weights,full_sample,14,9,"[0.4471, 0.3639, 0.0302]",2.0464,1.0273,4.0,4.4038,0.338,4,True,False
2023-08-03,3Q23,H3b_free_lags123,full_sample,14,9,"[0.6672, 0.0, 0.0]",0.265,1.3125,4.0,4.4038,0.338,4,True,False
2023-11-01,4Q23,H0_contemporaneous,full_sample,14,10,[0.718],0.9113,1.3039,3.0,1.2692,0.323,2,True,False
2023-11-01,4Q23,H1_repo_eur_mean_t1_t2,full_sample,14,10,"[0.2458, 0.269]",1.6459,1.5001,3.0,1.2692,0.323,3,True,False
2023-11-01,4Q23,H2b_phi_basket,full_sample,14,10,[0.653],1.5948,1.4915,3.0,1.2692,0.323,2,True,False
2023-11-01,4Q23,H3_free_weights,full_sample,14,10,"[0.4471, 0.3639, 0.0302]",1.8402,1.0273,3.0,1.2692,0.323,4,True,False
2023-11-01,4Q23,H3b_free_lags123,full_sample,14,10,"[0.6672, 0.0, 0.0]",2.3118,1.3125,3.0,1.2692,0.323,4,True,False
2024-02-13,1Q24,H0_contemporaneous,full_sample,14,11,[0.718],0.6177,1.3039,0.0,0.8603,0.446,2,True,True
2024-02-13,1Q24,H1_repo_eur_mean_t1_t2,full_sample,14,11,"[0.2458, 0.269]",2.0544,1.5001,0.0,0.8603,0.446,3,True,True
2024-02-13,1Q24,H2_phi_adrfx,full_sample,14,5,[0.5849],1.3452,1.6333,0.0,0.8603,0.446,2,True,True
2024-02-13,1Q24,H2b_phi_basket,full_sample,14,11,[0.653],1.859,1.4915,0.0,0.8603,0.446,2,True,True
2024-02-13,1Q24,H3_free_weights,full_sample,14,11,"[0.4471, 0.3639, 0.0302]",1.4128,1.0273,0.0,0.8603,0.446,4,True,True
2024-02-13,1Q24,H3b_free_lags123,full_sample,14,11,"[0.6672, 0.0, 0.0]",1.6933,1.3125,0.0,0.8603,0.446,4,True,True
2024-05-08,2Q24,H0_contemporaneous,full_sample,14,12,[0.718],-0.4461,1.3039,0.0,-0.6213,0.415,2,True,True
2024-05-08,2Q24,H1_repo_eur_mean_t1_t2,full_sample,14,12,"[0.2458, 0.269]",1.1177,1.5001,0.0,-0.6213,0.415,3,True,True
2024-05-08,2Q24,H2_phi_adrfx,full_sample,14,6,[0.5849],0.6433,1.6333,0.0,-0.6213,0.415,2,True,True
2024-05-08,2Q24,H2b_phi_basket,full_sample,14,12,[0.653],0.9622,1.4915,0.0,-0.6213,0.415,2,True,True
2024-05-08,2Q24,H3_free_weights,full_sample,14,12,"[0.4471, 0.3639, 0.0302]",0.1413,1.0273,0.0,-0.6213,0.415,4,True,True
2024-05-08,2Q24,H3b_free_lags123,full_sample,14,12,"[0.6672, 0.0, 0.0]",0.628,1.3125,0.0,-0.6213,0.415,4,True,True
2024-08-06,3Q24,H0_contemporaneous,full_sample,14,13,[0.718],-0.7994,1.3039,0.0,-1.1133,0.379,2,True,True
2024-08-06,3Q24,H1_repo_eur_mean_t1_t2,full_sample,14,13,"[0.2458, 0.269]",0.2517,1.5001,0.0,-1.1133,0.379,3,True,True
2024-08-06,3Q24,H2_phi_adrfx,full_sample,14,7,[0.5849],-0.2339,1.6333,0.0,-1.1133,0.379,2,True,True
2024-08-06,3Q24,H2b_phi_basket,full_sample,14,13,[0.653],-0.1062,1.4915,0.0,-1.1133,0.379,2,True,True
2024-08-06,3Q24,H3_free_weights,full_sample,14,13,"[0.4471, 0.3639, 0.0302]",-0.7294,1.0273,0.0,-1.1133,0.379,4,True,True
2024-08-06,3Q24,H3b_free_lags123,full_sample,14,13,"[0.6672, 0.0, 0.0]",-0.4768,1.3125,0.0,-1.1133,0.379,4,True,True
2024-11-07,4Q24,H0_contemporaneous,full_sample,14,14,[0.718],-0.5584,1.3039,0.0,-0.7776,0.394,2,True,True
2024-11-07,4Q24,H1_repo_eur_mean_t1_t2,full_sample,14,14,"[0.2458, 0.269]",0.2214,1.5001,0.0,-0.7776,0.394,3,True,True
2024-11-07,4Q24,H2_phi_adrfx,full_sample,14,8,[0.5849],-0.4094,1.6333,0.0,-0.7776,0.394,2,True,True
2024-11-07,4Q24,H2b_phi_basket,full_sample,14,14,[0.653],-0.3833,1.4915,0.0,-0.7776,0.394,2,True,True
2024-11-07,4Q24,H3_free_weights,full_sample,14,14,"[0.4471, 0.3639, 0.0302]",-0.5597,1.0273,0.0,-0.7776,0.394,4,True,True
2024-11-07,4Q24,H3b_free_lags123,full_sample,14,14,"[0.6672, 0.0, 0.0]",-0.3491,1.3125,0.0,-0.7776,0.394,4,True,True
2025-02-13,1Q25,H0_contemporaneous,full_sample,14,15,[0.718],-2.4705,1.3039,-2.0,-3.4407,0.453,2,True,True
2025-02-13,1Q25,H1_repo_eur_mean_t1_t2,full_sample,14,15,"[0.2458, 0.269]",0.2559,1.5001,-2.0,-3.4407,0.453,3,True,True
2025-02-13,1Q25,H2_phi_adrfx,full_sample,14,9,[0.5849],-0.5459,1.6333,-2.0,-3.4407,0.453,2,True,True
2025-02-13,1Q25,H2b_phi_basket,full_sample,14,15,[0.653],-0.7189,1.4915,-2.0,-3.4407,0.453,2,True,True
2025-02-13,1Q25,H3_free_weights,full_sample,14,15,"[0.4471, 0.3639, 0.0302]",-2.0599,1.0273,-2.0,-3.4407,0.453,4,True,True
2025-02-13,1Q25,H3b_free_lags123,full_sample,14,15,"[0.6672, 0.0, 0.0]",-0.9272,1.3125,-2.0,-3.4407,0.453,4,True,True
2025-05-01,2Q25,H0_contemporaneous,full_sample,14,16,[0.718],0.5243,1.3039,0.0,0.7302,0.338,2,True,True
2025-05-01,2Q25,H1_repo_eur_mean_t1_t2,full_sample,14,16,"[0.2458, 0.269]",-0.2723,1.5001,0.0,0.7302,0.338,3,True,True
2025-05-01,2Q25,H2_phi_adrfx,full_sample,14,10,[0.5849],-0.9553,1.6333,0.0,0.7302,0.338,2,True,True
2025-05-01,2Q25,H2b_phi_basket,full_sample,14,16,[0.653],-1.5611,1.4915,0.0,0.7302,0.338,2,True,True
2025-05-01,2Q25,H3_free_weights,full_sample,14,16,"[0.4471, 0.3639, 0.0302]",-0.7675,1.0273,0.0,0.7302,0.338,4,True,True
2025-05-01,2Q25,H3b_free_lags123,full_sample,14,16,"[0.6672, 0.0, 0.0]",-1.929,1.3125,0.0,0.7302,0.338,4,True,True
2025-08-06,3Q25,H0_contemporaneous,full_sample,14,17,[0.718],1.1515,1.3039,0.0,1.6038,0.379,2,True,True
2025-08-06,3Q25,H1_repo_eur_mean_t1_t2,full_sample,14,17,"[0.2458, 0.269]",0.5636,1.5001,0.0,1.6038,0.379,3,True,True
2025-08-06,3Q25,H2_phi_adrfx,full_sample,14,11,[0.5849],0.3704,1.6333,0.0,1.6038,0.379,2,True,True
2025-08-06,3Q25,H2b_phi_basket,full_sample,14,17,[0.653],-0.2114,1.4915,0.0,1.6038,0.379,2,True,True
2025-08-06,3Q25,H3_free_weights,full_sample,14,17,"[0.4471, 0.3639, 0.0302]",0.9791,1.0273,0.0,1.6038,0.379,4,True,True
2025-08-06,3Q25,H3b_free_lags123,full_sample,14,17,"[0.6672, 0.0, 0.0]",0.6405,1.3125,0.0,1.6038,0.379,4,True,True
2025-11-06,4Q25,H0_contemporaneous,full_sample,14,18,[0.718],2.2374,1.3039,1.0,3.1162,0.379,2,True,True
2025-11-06,4Q25,H1_repo_eur_mean_t1_t2,full_sample,14,18,"[0.2458, 0.269]",1.8203,1.5001,1.0,3.1162,0.379,3,True,True
2025-11-06,4Q25,H2_phi_adrfx,full_sample,14,12,[0.5849],1.4232,1.6333,1.0,3.1162,0.379,2,True,True
2025-11-06,4Q25,H2b_phi_basket,full_sample,14,18,[0.653],1.0952,1.4915,1.0,3.1162,0.379,2,True,True
2025-11-06,4Q25,H3_free_weights,full_sample,14,18,"[0.4471, 0.3639, 0.0302]",2.1631,1.0273,1.0,3.1162,0.379,4,True,True
2025-11-06,4Q25,H3b_free_lags123,full_sample,14,18,"[0.6672, 0.0, 0.0]",1.3584,1.3125,1.0,3.1162,0.379,4,True,True
2026-02-12,1Q26,H0_contemporaneous,full_sample,14,19,[0.718],4.4244,1.3039,3.0,6.1621,0.438,2,True,True
2026-02-12,1Q26,H1_repo_eur_mean_t1_t2,full_sample,14,19,"[0.2458, 0.269]",2.3287,1.5001,3.0,6.1621,0.438,3,True,True
2026-02-12,1Q26,H2_phi_adrfx,full_sample,14,13,[0.5849],1.6571,1.6333,3.0,6.1621,0.438,2,True,True
2026-02-12,1Q26,H2b_phi_basket,full_sample,14,19,[0.653],2.0328,1.4915,3.0,6.1621,0.438,2,True,True
2026-02-12,1Q26,H3_free_weights,full_sample,14,19,"[0.4471, 0.3639, 0.0302]",4.1453,1.0273,3.0,6.1621,0.438,4,True,True
2026-02-12,1Q26,H3b_free_lags123,full_sample,14,19,"[0.6672, 0.0, 0.0]",2.4363,1.3125,3.0,6.1621,0.438,4,True,True
2026-05-07,2Q26,H0_contemporaneous,full_sample,14,20,[0.718],1.9903,1.3039,4.0,2.772,0.4,2,True,True
2026-05-07,2Q26,H1_repo_eur_mean_t1_t2,full_sample,14,20,"[0.2458, 0.269]",2.9682,1.5001,4.0,2.772,0.4,3,True,True
2026-05-07,2Q26,H2_phi_adrfx,full_sample,14,14,[0.5849],2.5149,1.6333,4.0,2.772,0.4,2,True,True
2026-05-07,2Q26,H2b_phi_basket,full_sample,14,20,[0.653],3.2645,1.4915,4.0,2.772,0.4,2,True,True
2026-05-07,2Q26,H3_free_weights,full_sample,14,20,"[0.4471, 0.3639, 0.0302]",3.414,1.0273,4.0,2.772,0.4,4,True,True
2026-05-07,2Q26,H3b_free_lags123,full_sample,14,20,"[0.6672, 0.0, 0.0]",3.7851,1.3125,4.0,2.772,0.4,4,True,True
2026-08-06,3Q26,H0_contemporaneous,full_sample,14,21,[0.718],0.2371,1.3039,,0.3302,0.379,2,False,False
2026-08-06,3Q26,H1_repo_eur_mean_t1_t2,full_sample,14,21,"[0.2458, 0.269]",2.0848,1.5001,,0.3302,0.379,3,False,False
2026-08-06,3Q26,H2_phi_adrfx,full_sample,14,15,[0.5849],1.4817,1.6333,,0.3302,0.379,2,False,False
2026-08-06,3Q26,H2b_phi_basket,full_sample,14,21,[0.653],2.2214,1.4915,,0.3302,0.379,2,False,False
2026-08-06,3Q26,H3_free_weights,full_sample,14,21,"[0.4471, 0.3639, 0.0302]",1.1436,1.0273,,0.3302,0.379,4,False,False
2026-08-06,3Q26,H3b_free_lags123,full_sample,14,21,"[0.6672, 0.0, 0.0]",1.5121,1.3125,,0.3302,0.379,4,False,False
