date,ccy,fred_id,usd_per_unit,unit
2018-04-05,EUR,DEXUSEU,1.223,usd_per_foreign_unit
2018-04-06,EUR,DEXUSEU,1.2274,usd_per_foreign_unit
2018-04-09,EUR,DEXUSEU,1.232,usd_per_foreign_unit
2018-04-10,EUR,DEXUSEU,1.2338,usd_per_foreign_unit
2018-04-11,EUR,DEXUSEU,1.2384,usd_per_foreign_unit
2018-04-12,EUR,DEXUSEU,1.232,usd_per_foreign_unit
2018-04-13,EUR,DEXUSEU,1.2322,usd_per_foreign_unit
2018-04-16,EUR,DEXUSEU,1.2373,usd_per_foreign_unit
2018-04-17,EUR,DEXUSEU,1.2345,usd_per_foreign_unit
2018-04-18,EUR,DEXUSEU,1.238,usd_per_foreign_unit
2018-04-19,EUR,DEXUSEU,1.2336,usd_per_foreign_unit
2018-04-20,EUR,DEXUSEU,1.2282,usd_per_foreign_unit
2018-04-23,EUR,DEXUSEU,1.2216,usd_per_foreign_unit
2018-04-24,EUR,DEXUSEU,1.2226,usd_per_foreign_unit
2018-04-25,EUR,DEXUSEU,1.2178,usd_per_foreign_unit
2018-04-26,EUR,DEXUSEU,1.2113,usd_per_foreign_unit
2018-04-27,EUR,DEXUSEU,1.2108,usd_per_foreign_unit
2018-04-30,EUR,DEXUSEU,1.2074,usd_per_foreign_unit
2018-05-01,EUR,DEXUSEU,1.2,usd_per_foreign_unit
2018-05-02,EUR,DEXUSEU,1.1968,usd_per_foreign_unit
2018-05-03,EUR,DEXUSEU,1.197,usd_per_foreign_unit
2018-05-04,EUR,DEXUSEU,1.1946,usd_per_foreign_unit
2018-05-07,EUR,DEXUSEU,1.1927,usd_per_foreign_unit
2018-05-08,EUR,DEXUSEU,1.1863,usd_per_foreign_unit
2018-05-09,EUR,DEXUSEU,1.1852,usd_per_foreign_unit
2018-05-10,EUR,DEXUSEU,1.1896,usd_per_foreign_unit
2018-05-11,EUR,DEXUSEU,1.1951,usd_per_foreign_unit
2018-05-14,EUR,DEXUSEU,1.1976,usd_per_foreign_unit
2018-05-15,EUR,DEXUSEU,1.1864,usd_per_foreign_unit
2018-05-16,EUR,DEXUSEU,1.1788,usd_per_foreign_unit
2018-05-17,EUR,DEXUSEU,1.1798,usd_per_foreign_unit
2018-05-18,EUR,DEXUSEU,1.1775,usd_per_foreign_unit
2018-05-21,EUR,DEXUSEU,1.1768,usd_per_foreign_unit
2018-05-22,EUR,DEXUSEU,1.1783,usd_per_foreign_unit
2018-05-23,EUR,DEXUSEU,1.1693,usd_per_foreign_unit
2018-05-24,EUR,DEXUSEU,1.1729,usd_per_foreign_unit
2018-05-25,EUR,DEXUSEU,1.1666,usd_per_foreign_unit
2018-05-29,EUR,DEXUSEU,1.1551,usd_per_foreign_unit
2018-05-30,EUR,DEXUSEU,1.1664,usd_per_foreign_unit
2018-05-31,EUR,DEXUSEU,1.167,usd_per_foreign_unit
2018-06-01,EUR,DEXUSEU,1.1679,usd_per_foreign_unit
2018-06-04,EUR,DEXUSEU,1.1696,usd_per_foreign_unit
2018-06-05,EUR,DEXUSEU,1.1672,usd_per_foreign_unit
2018-06-06,EUR,DEXUSEU,1.1778,usd_per_foreign_unit
2018-06-07,EUR,DEXUSEU,1.1815,usd_per_foreign_unit
2018-06-08,EUR,DEXUSEU,1.1773,usd_per_foreign_unit
2018-06-11,EUR,DEXUSEU,1.1802,usd_per_foreign_unit
2018-06-12,EUR,DEXUSEU,1.1792,usd_per_foreign_unit
2018-06-13,EUR,DEXUSEU,1.1784,usd_per_foreign_unit
2018-06-14,EUR,DEXUSEU,1.1634,usd_per_foreign_unit
2018-06-15,EUR,DEXUSEU,1.1616,usd_per_foreign_unit
2018-06-18,EUR,DEXUSEU,1.1606,usd_per_foreign_unit
2018-06-19,EUR,DEXUSEU,1.1577,usd_per_foreign_unit
2018-06-20,EUR,DEXUSEU,1.1592,usd_per_foreign_unit
2018-06-21,EUR,DEXUSEU,1.16,usd_per_foreign_unit
2018-06-22,EUR,DEXUSEU,1.163,usd_per_foreign_unit
2018-06-25,EUR,DEXUSEU,1.1694,usd_per_foreign_unit
2018-06-26,EUR,DEXUSEU,1.1675,usd_per_foreign_unit
2018-06-27,EUR,DEXUSEU,1.1588,usd_per_foreign_unit
2018-06-28,EUR,DEXUSEU,1.1582,usd_per_foreign_unit
2018-06-29,EUR,DEXUSEU,1.1677,usd_per_foreign_unit
2018-07-02,EUR,DEXUSEU,1.1604,usd_per_foreign_unit
2018-07-03,EUR,DEXUSEU,1.1653,usd_per_foreign_unit
2018-07-05,EUR,DEXUSEU,1.1697,usd_per_foreign_unit
2018-07-06,EUR,DEXUSEU,1.1738,usd_per_foreign_unit
2018-07-09,EUR,DEXUSEU,1.1744,usd_per_foreign_unit
2018-07-10,EUR,DEXUSEU,1.1728,usd_per_foreign_unit
2018-07-11,EUR,DEXUSEU,1.1722,usd_per_foreign_unit
2018-07-12,EUR,DEXUSEU,1.1692,usd_per_foreign_unit
2018-07-13,EUR,DEXUSEU,1.1667,usd_per_foreign_unit
2018-07-16,EUR,DEXUSEU,1.171,usd_per_foreign_unit
2018-07-17,EUR,DEXUSEU,1.1664,usd_per_foreign_unit
2018-07-18,EUR,DEXUSEU,1.1645,usd_per_foreign_unit
2018-07-19,EUR,DEXUSEU,1.1604,usd_per_foreign_unit
2018-07-20,EUR,DEXUSEU,1.1708,usd_per_foreign_unit
2018-07-23,EUR,DEXUSEU,1.1702,usd_per_foreign_unit
2018-07-24,EUR,DEXUSEU,1.1684,usd_per_foreign_unit
2018-07-25,EUR,DEXUSEU,1.1677,usd_per_foreign_unit
2018-07-26,EUR,DEXUSEU,1.1654,usd_per_foreign_unit
2018-07-27,EUR,DEXUSEU,1.166,usd_per_foreign_unit
2018-07-30,EUR,DEXUSEU,1.1718,usd_per_foreign_unit
2018-07-31,EUR,DEXUSEU,1.1706,usd_per_foreign_unit
2018-08-01,EUR,DEXUSEU,1.1666,usd_per_foreign_unit
2018-08-02,EUR,DEXUSEU,1.1612,usd_per_foreign_unit
2018-08-03,EUR,DEXUSEU,1.1597,usd_per_foreign_unit
2018-08-06,EUR,DEXUSEU,1.1564,usd_per_foreign_unit
2018-08-07,EUR,DEXUSEU,1.1597,usd_per_foreign_unit
2018-08-08,EUR,DEXUSEU,1.1598,usd_per_foreign_unit
2018-08-09,EUR,DEXUSEU,1.1566,usd_per_foreign_unit
2018-08-10,EUR,DEXUSEU,1.1399,usd_per_foreign_unit
2018-08-13,EUR,DEXUSEU,1.1396,usd_per_foreign_unit
2018-08-14,EUR,DEXUSEU,1.1351,usd_per_foreign_unit
2018-08-15,EUR,DEXUSEU,1.1332,usd_per_foreign_unit
2018-08-16,EUR,DEXUSEU,1.1388,usd_per_foreign_unit
2018-08-17,EUR,DEXUSEU,1.141,usd_per_foreign_unit
2018-08-20,EUR,DEXUSEU,1.1438,usd_per_foreign_unit
2018-08-21,EUR,DEXUSEU,1.1534,usd_per_foreign_unit
2018-08-22,EUR,DEXUSEU,1.1595,usd_per_foreign_unit
2018-08-23,EUR,DEXUSEU,1.1567,usd_per_foreign_unit
2018-08-24,EUR,DEXUSEU,1.1625,usd_per_foreign_unit
2018-08-27,EUR,DEXUSEU,1.1676,usd_per_foreign_unit
2018-08-28,EUR,DEXUSEU,1.172,usd_per_foreign_unit
2018-08-29,EUR,DEXUSEU,1.1699,usd_per_foreign_unit
2018-08-30,EUR,DEXUSEU,1.1646,usd_per_foreign_unit
2018-08-31,EUR,DEXUSEU,1.1596,usd_per_foreign_unit
2018-09-04,EUR,DEXUSEU,1.1566,usd_per_foreign_unit
2018-09-05,EUR,DEXUSEU,1.162,usd_per_foreign_unit
2018-09-06,EUR,DEXUSEU,1.1624,usd_per_foreign_unit
2018-09-07,EUR,DEXUSEU,1.1572,usd_per_foreign_unit
2018-09-10,EUR,DEXUSEU,1.1604,usd_per_foreign_unit
2018-09-11,EUR,DEXUSEU,1.1591,usd_per_foreign_unit
2018-09-12,EUR,DEXUSEU,1.1626,usd_per_foreign_unit
2018-09-13,EUR,DEXUSEU,1.1672,usd_per_foreign_unit
2018-09-14,EUR,DEXUSEU,1.1656,usd_per_foreign_unit
2018-09-17,EUR,DEXUSEU,1.1687,usd_per_foreign_unit
2018-09-18,EUR,DEXUSEU,1.1693,usd_per_foreign_unit
2018-09-19,EUR,DEXUSEU,1.1685,usd_per_foreign_unit
2018-09-20,EUR,DEXUSEU,1.1744,usd_per_foreign_unit
2018-09-21,EUR,DEXUSEU,1.1739,usd_per_foreign_unit
2018-09-24,EUR,DEXUSEU,1.1773,usd_per_foreign_unit
2018-09-25,EUR,DEXUSEU,1.177,usd_per_foreign_unit
2018-09-26,EUR,DEXUSEU,1.1758,usd_per_foreign_unit
2018-09-27,EUR,DEXUSEU,1.167,usd_per_foreign_unit
2018-09-28,EUR,DEXUSEU,1.1622,usd_per_foreign_unit
2018-10-01,EUR,DEXUSEU,1.1567,usd_per_foreign_unit
2018-10-02,EUR,DEXUSEU,1.156,usd_per_foreign_unit
2018-10-03,EUR,DEXUSEU,1.1525,usd_per_foreign_unit
2018-10-04,EUR,DEXUSEU,1.1508,usd_per_foreign_unit
2018-10-05,EUR,DEXUSEU,1.1502,usd_per_foreign_unit
2018-10-09,EUR,DEXUSEU,1.1482,usd_per_foreign_unit
2018-10-10,EUR,DEXUSEU,1.1541,usd_per_foreign_unit
2018-10-11,EUR,DEXUSEU,1.1565,usd_per_foreign_unit
2018-10-12,EUR,DEXUSEU,1.1559,usd_per_foreign_unit
2018-10-15,EUR,DEXUSEU,1.1594,usd_per_foreign_unit
2018-10-16,EUR,DEXUSEU,1.1593,usd_per_foreign_unit
2018-10-17,EUR,DEXUSEU,1.154,usd_per_foreign_unit
2018-10-18,EUR,DEXUSEU,1.1494,usd_per_foreign_unit
2018-10-19,EUR,DEXUSEU,1.1513,usd_per_foreign_unit
2018-10-22,EUR,DEXUSEU,1.1467,usd_per_foreign_unit
2018-10-23,EUR,DEXUSEU,1.148,usd_per_foreign_unit
2018-10-24,EUR,DEXUSEU,1.1389,usd_per_foreign_unit
2018-10-25,EUR,DEXUSEU,1.1374,usd_per_foreign_unit
2018-10-26,EUR,DEXUSEU,1.1388,usd_per_foreign_unit
2018-10-29,EUR,DEXUSEU,1.139,usd_per_foreign_unit
2018-10-30,EUR,DEXUSEU,1.1364,usd_per_foreign_unit
2018-10-31,EUR,DEXUSEU,1.1332,usd_per_foreign_unit
2018-11-01,EUR,DEXUSEU,1.1396,usd_per_foreign_unit
2018-11-02,EUR,DEXUSEU,1.1378,usd_per_foreign_unit
2018-11-05,EUR,DEXUSEU,1.1394,usd_per_foreign_unit
2018-11-06,EUR,DEXUSEU,1.1412,usd_per_foreign_unit
2018-11-07,EUR,DEXUSEU,1.1459,usd_per_foreign_unit
2018-11-08,EUR,DEXUSEU,1.1416,usd_per_foreign_unit
2018-11-09,EUR,DEXUSEU,1.1325,usd_per_foreign_unit
2018-11-13,EUR,DEXUSEU,1.1288,usd_per_foreign_unit
2018-11-14,EUR,DEXUSEU,1.1312,usd_per_foreign_unit
2018-11-15,EUR,DEXUSEU,1.1324,usd_per_foreign_unit
2018-11-16,EUR,DEXUSEU,1.1402,usd_per_foreign_unit
2018-11-19,EUR,DEXUSEU,1.1448,usd_per_foreign_unit
2018-11-20,EUR,DEXUSEU,1.1391,usd_per_foreign_unit
2018-11-21,EUR,DEXUSEU,1.1393,usd_per_foreign_unit
2018-11-23,EUR,DEXUSEU,1.1332,usd_per_foreign_unit
2018-11-26,EUR,DEXUSEU,1.1336,usd_per_foreign_unit
2018-11-27,EUR,DEXUSEU,1.1281,usd_per_foreign_unit
2018-11-28,EUR,DEXUSEU,1.1286,usd_per_foreign_unit
2018-11-29,EUR,DEXUSEU,1.1382,usd_per_foreign_unit
2018-11-30,EUR,DEXUSEU,1.1323,usd_per_foreign_unit
2018-12-03,EUR,DEXUSEU,1.1356,usd_per_foreign_unit
2018-12-04,EUR,DEXUSEU,1.1345,usd_per_foreign_unit
2018-12-06,EUR,DEXUSEU,1.1374,usd_per_foreign_unit
2018-12-07,EUR,DEXUSEU,1.139,usd_per_foreign_unit
2018-12-10,EUR,DEXUSEU,1.1368,usd_per_foreign_unit
2018-12-11,EUR,DEXUSEU,1.1314,usd_per_foreign_unit
2018-12-12,EUR,DEXUSEU,1.1362,usd_per_foreign_unit
2018-12-13,EUR,DEXUSEU,1.1358,usd_per_foreign_unit
2018-12-14,EUR,DEXUSEU,1.13,usd_per_foreign_unit
2018-12-17,EUR,DEXUSEU,1.1339,usd_per_foreign_unit
2018-12-18,EUR,DEXUSEU,1.1364,usd_per_foreign_unit
2018-12-19,EUR,DEXUSEU,1.1422,usd_per_foreign_unit
2018-12-20,EUR,DEXUSEU,1.1432,usd_per_foreign_unit
2018-12-21,EUR,DEXUSEU,1.1402,usd_per_foreign_unit
2018-12-26,EUR,DEXUSEU,1.1408,usd_per_foreign_unit
2018-12-27,EUR,DEXUSEU,1.1412,usd_per_foreign_unit
2018-12-28,EUR,DEXUSEU,1.1445,usd_per_foreign_unit
2018-12-31,EUR,DEXUSEU,1.1456,usd_per_foreign_unit
2019-01-02,EUR,DEXUSEU,1.1357,usd_per_foreign_unit
2019-01-03,EUR,DEXUSEU,1.1399,usd_per_foreign_unit
2019-01-04,EUR,DEXUSEU,1.141,usd_per_foreign_unit
2019-01-07,EUR,DEXUSEU,1.1468,usd_per_foreign_unit
2019-01-08,EUR,DEXUSEU,1.1444,usd_per_foreign_unit
2019-01-09,EUR,DEXUSEU,1.1524,usd_per_foreign_unit
2019-01-10,EUR,DEXUSEU,1.1517,usd_per_foreign_unit
2019-01-11,EUR,DEXUSEU,1.1479,usd_per_foreign_unit
2019-01-15,EUR,DEXUSEU,1.1392,usd_per_foreign_unit
2019-01-16,EUR,DEXUSEU,1.1408,usd_per_foreign_unit
2019-01-17,EUR,DEXUSEU,1.1386,usd_per_foreign_unit
2019-01-18,EUR,DEXUSEU,1.1362,usd_per_foreign_unit
2019-01-22,EUR,DEXUSEU,1.1359,usd_per_foreign_unit
2019-01-23,EUR,DEXUSEU,1.139,usd_per_foreign_unit
2019-01-24,EUR,DEXUSEU,1.1322,usd_per_foreign_unit
2019-01-25,EUR,DEXUSEU,1.1407,usd_per_foreign_unit
2019-01-28,EUR,DEXUSEU,1.1438,usd_per_foreign_unit
2019-01-29,EUR,DEXUSEU,1.1424,usd_per_foreign_unit
2019-01-30,EUR,DEXUSEU,1.1418,usd_per_foreign_unit
2019-01-31,EUR,DEXUSEU,1.1454,usd_per_foreign_unit
2019-02-01,EUR,DEXUSEU,1.1474,usd_per_foreign_unit
2019-02-04,EUR,DEXUSEU,1.1438,usd_per_foreign_unit
2019-02-05,EUR,DEXUSEU,1.1406,usd_per_foreign_unit
2019-02-06,EUR,DEXUSEU,1.138,usd_per_foreign_unit
2019-02-07,EUR,DEXUSEU,1.1357,usd_per_foreign_unit
2019-02-08,EUR,DEXUSEU,1.1326,usd_per_foreign_unit
2019-02-11,EUR,DEXUSEU,1.1277,usd_per_foreign_unit
2019-02-12,EUR,DEXUSEU,1.1316,usd_per_foreign_unit
2019-02-13,EUR,DEXUSEU,1.1288,usd_per_foreign_unit
2019-02-14,EUR,DEXUSEU,1.1284,usd_per_foreign_unit
2019-02-15,EUR,DEXUSEU,1.1268,usd_per_foreign_unit
2019-02-19,EUR,DEXUSEU,1.1328,usd_per_foreign_unit
2019-02-21,EUR,DEXUSEU,1.1338,usd_per_foreign_unit
2019-02-22,EUR,DEXUSEU,1.1342,usd_per_foreign_unit
2019-02-25,EUR,DEXUSEU,1.1345,usd_per_foreign_unit
2019-02-26,EUR,DEXUSEU,1.1374,usd_per_foreign_unit
2019-02-27,EUR,DEXUSEU,1.137,usd_per_foreign_unit
2019-02-28,EUR,DEXUSEU,1.1379,usd_per_foreign_unit
2019-03-01,EUR,DEXUSEU,1.1376,usd_per_foreign_unit
2019-03-04,EUR,DEXUSEU,1.1328,usd_per_foreign_unit
2019-03-05,EUR,DEXUSEU,1.13,usd_per_foreign_unit
2019-03-06,EUR,DEXUSEU,1.132,usd_per_foreign_unit
2019-03-07,EUR,DEXUSEU,1.1214,usd_per_foreign_unit
2019-03-08,EUR,DEXUSEU,1.1243,usd_per_foreign_unit
2019-03-11,EUR,DEXUSEU,1.1226,usd_per_foreign_unit
2019-03-12,EUR,DEXUSEU,1.1276,usd_per_foreign_unit
2019-03-13,EUR,DEXUSEU,1.131,usd_per_foreign_unit
2019-03-14,EUR,DEXUSEU,1.1304,usd_per_foreign_unit
2019-03-15,EUR,DEXUSEU,1.1326,usd_per_foreign_unit
2019-03-18,EUR,DEXUSEU,1.1337,usd_per_foreign_unit
2019-03-19,EUR,DEXUSEU,1.1346,usd_per_foreign_unit
2019-03-20,EUR,DEXUSEU,1.1352,usd_per_foreign_unit
2019-03-21,EUR,DEXUSEU,1.1361,usd_per_foreign_unit
2019-03-22,EUR,DEXUSEU,1.1282,usd_per_foreign_unit
2019-03-25,EUR,DEXUSEU,1.1324,usd_per_foreign_unit
2019-03-26,EUR,DEXUSEU,1.128,usd_per_foreign_unit
2019-03-27,EUR,DEXUSEU,1.125,usd_per_foreign_unit
2019-03-28,EUR,DEXUSEU,1.1236,usd_per_foreign_unit
2019-03-29,EUR,DEXUSEU,1.1228,usd_per_foreign_unit
2019-04-01,EUR,DEXUSEU,1.121,usd_per_foreign_unit
2019-04-02,EUR,DEXUSEU,1.1186,usd_per_foreign_unit
2019-04-03,EUR,DEXUSEU,1.1242,usd_per_foreign_unit
2019-04-04,EUR,DEXUSEU,1.1216,usd_per_foreign_unit
2019-04-05,EUR,DEXUSEU,1.1217,usd_per_foreign_unit
2019-04-08,EUR,DEXUSEU,1.1262,usd_per_foreign_unit
2019-04-09,EUR,DEXUSEU,1.1278,usd_per_foreign_unit
2019-04-10,EUR,DEXUSEU,1.1266,usd_per_foreign_unit
2019-04-11,EUR,DEXUSEU,1.1262,usd_per_foreign_unit
2019-04-12,EUR,DEXUSEU,1.1304,usd_per_foreign_unit
2019-04-15,EUR,DEXUSEU,1.1304,usd_per_foreign_unit
2019-04-16,EUR,DEXUSEU,1.1293,usd_per_foreign_unit
2019-04-17,EUR,DEXUSEU,1.1297,usd_per_foreign_unit
2019-04-18,EUR,DEXUSEU,1.1241,usd_per_foreign_unit
2019-04-19,EUR,DEXUSEU,1.1246,usd_per_foreign_unit
2019-04-22,EUR,DEXUSEU,1.1258,usd_per_foreign_unit
2019-04-23,EUR,DEXUSEU,1.1213,usd_per_foreign_unit
2019-04-24,EUR,DEXUSEU,1.1192,usd_per_foreign_unit
2019-04-25,EUR,DEXUSEU,1.114,usd_per_foreign_unit
2019-04-26,EUR,DEXUSEU,1.1154,usd_per_foreign_unit
2019-04-29,EUR,DEXUSEU,1.1166,usd_per_foreign_unit
2019-04-30,EUR,DEXUSEU,1.1201,usd_per_foreign_unit
2019-05-01,EUR,DEXUSEU,1.1246,usd_per_foreign_unit
2019-05-02,EUR,DEXUSEU,1.1184,usd_per_foreign_unit
2019-05-03,EUR,DEXUSEU,1.1186,usd_per_foreign_unit
2019-05-06,EUR,DEXUSEU,1.1197,usd_per_foreign_unit
2019-05-07,EUR,DEXUSEU,1.1178,usd_per_foreign_unit
2019-05-08,EUR,DEXUSEU,1.1206,usd_per_foreign_unit
2019-05-09,EUR,DEXUSEU,1.1228,usd_per_foreign_unit
2019-05-10,EUR,DEXUSEU,1.1241,usd_per_foreign_unit
2019-05-13,EUR,DEXUSEU,1.1232,usd_per_foreign_unit
2019-05-14,EUR,DEXUSEU,1.1207,usd_per_foreign_unit
2019-05-15,EUR,DEXUSEU,1.1208,usd_per_foreign_unit
2019-05-16,EUR,DEXUSEU,1.1178,usd_per_foreign_unit
2019-05-17,EUR,DEXUSEU,1.1166,usd_per_foreign_unit
2019-05-20,EUR,DEXUSEU,1.117,usd_per_foreign_unit
2019-05-21,EUR,DEXUSEU,1.1158,usd_per_foreign_unit
2019-05-22,EUR,DEXUSEU,1.1156,usd_per_foreign_unit
2019-05-23,EUR,DEXUSEU,1.1172,usd_per_foreign_unit
2019-05-24,EUR,DEXUSEU,1.1197,usd_per_foreign_unit
2019-05-28,EUR,DEXUSEU,1.1177,usd_per_foreign_unit
2019-05-29,EUR,DEXUSEU,1.1136,usd_per_foreign_unit
2019-05-30,EUR,DEXUSEU,1.114,usd_per_foreign_unit
2019-05-31,EUR,DEXUSEU,1.1149,usd_per_foreign_unit
2019-06-03,EUR,DEXUSEU,1.1206,usd_per_foreign_unit
2019-06-04,EUR,DEXUSEU,1.1236,usd_per_foreign_unit
2019-06-05,EUR,DEXUSEU,1.1242,usd_per_foreign_unit
2019-06-06,EUR,DEXUSEU,1.1294,usd_per_foreign_unit
2019-06-07,EUR,DEXUSEU,1.1324,usd_per_foreign_unit
2019-06-10,EUR,DEXUSEU,1.1311,usd_per_foreign_unit
2019-06-11,EUR,DEXUSEU,1.1316,usd_per_foreign_unit
2019-06-12,EUR,DEXUSEU,1.131,usd_per_foreign_unit
2019-06-13,EUR,DEXUSEU,1.1275,usd_per_foreign_unit
2019-06-14,EUR,DEXUSEU,1.1217,usd_per_foreign_unit
2019-06-17,EUR,DEXUSEU,1.1235,usd_per_foreign_unit
2019-06-18,EUR,DEXUSEU,1.1196,usd_per_foreign_unit
2019-06-19,EUR,DEXUSEU,1.1214,usd_per_foreign_unit
2019-06-20,EUR,DEXUSEU,1.1284,usd_per_foreign_unit
2019-06-21,EUR,DEXUSEU,1.1328,usd_per_foreign_unit
2019-06-24,EUR,DEXUSEU,1.1393,usd_per_foreign_unit
2019-06-25,EUR,DEXUSEU,1.1386,usd_per_foreign_unit
2019-06-26,EUR,DEXUSEU,1.139,usd_per_foreign_unit
2019-06-27,EUR,DEXUSEU,1.1372,usd_per_foreign_unit
2019-06-28,EUR,DEXUSEU,1.1374,usd_per_foreign_unit
2019-07-01,EUR,DEXUSEU,1.1307,usd_per_foreign_unit
2019-07-02,EUR,DEXUSEU,1.1301,usd_per_foreign_unit
2019-07-03,EUR,DEXUSEU,1.1275,usd_per_foreign_unit
2019-07-05,EUR,DEXUSEU,1.1216,usd_per_foreign_unit
2019-07-08,EUR,DEXUSEU,1.1208,usd_per_foreign_unit
2019-07-09,EUR,DEXUSEU,1.121,usd_per_foreign_unit
2019-07-10,EUR,DEXUSEU,1.126,usd_per_foreign_unit
2019-07-11,EUR,DEXUSEU,1.1261,usd_per_foreign_unit
2019-07-12,EUR,DEXUSEU,1.1254,usd_per_foreign_unit
2019-07-15,EUR,DEXUSEU,1.126,usd_per_foreign_unit
2019-07-16,EUR,DEXUSEU,1.1212,usd_per_foreign_unit
2019-07-17,EUR,DEXUSEU,1.1232,usd_per_foreign_unit
2019-07-18,EUR,DEXUSEU,1.1228,usd_per_foreign_unit
2019-07-19,EUR,DEXUSEU,1.122,usd_per_foreign_unit
2019-07-22,EUR,DEXUSEU,1.1214,usd_per_foreign_unit
2019-07-23,EUR,DEXUSEU,1.1156,usd_per_foreign_unit
2019-07-24,EUR,DEXUSEU,1.1141,usd_per_foreign_unit
