id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1581579,"Luxe/Spacious Apt, Astoria NYC",7748180,Ryan,Queens,Ditmars Steinway,40.77787192504105,-73.91472297515774,Entire home/apt,277,2,57,2015-08-22,3.04,1,294
3929317,Comfy room minutes from Manhattan!,20356268,Kristin,Queens,Ditmars Steinway,40.773172746559844,-73.91689652440975,Private room,65,1,11,2015-08-27,0.91,1,347
2790342,Sunny & Comfortable Room in Astoria,9554217,Melissa,Queens,Ditmars Steinway,40.77350459950367,-73.91965271550642,Private room,83,1,1,2015-05-19,0.28,1,148
6168880,Spacious 1 bedroom 5 min from N & Q,10113487,Aleksandar,Queens,Ditmars Steinway,40.77803807179847,-73.91520557286537,Entire home/apt,165,5,6,2015-08-27,2.37,1,306
2392861,Bright 1BR within a block of Train!,2666654,Frankie,Queens,Ditmars Steinway,40.77492254033965,-73.91078696004887,Entire home/apt,120,1,36,2015-08-28,2.99,1,215
8031098,Quiet Bedroom in a Sunny Apartment,6794823,Grettel,Queens,Ditmars Steinway,40.775011144954476,-73.91963667472072,Private room,75,3,0,,,1,21
2836845,"NYC, Astoria, 2 bedroom apartment",10987233,Anastasia,Queens,Ditmars Steinway,40.772968952796525,-73.916037916329,Entire home/apt,160,2,58,2015-08-17,3.58,1,269
4615170,Beautiful music room/bedroom,1298102,Brandon,Queens,Ditmars Steinway,40.77175058085375,-73.91625442059096,Private room,85,1,0,,,1,261
5805232,Comfortable room near everything,3974808,Noah,Queens,Ditmars Steinway,40.77779601937165,-73.91440025958728,Private room,150,1,0,,,1,135
7883721,Huge Room with Private Bathroom,20123506,Ylenia,Queens,Ditmars Steinway,40.77048534674285,-73.90810143091801,Private room,115,1,0,,,1,10
2738965,3 BEDROOM Apartment-Steps to Train!,7693749,Evan,Queens,Ditmars Steinway,40.77144464632072,-73.91036617699623,Entire home/apt,178,3,63,2015-08-20,3.76,1,267
4874722,"Private room in Astoria, near train",25078099,Leslie,Queens,Ditmars Steinway,40.77301969871684,-73.91838793412116,Private room,70,1,3,2015-06-21,0.37,1,227
6104637,Just 15 Minutes to Midtown !!,10606396,Achilles,Queens,Ditmars Steinway,40.77673184578338,-73.91081184967771,Private room,45,1,8,2015-06-30,2.35,1,249
5728500,15minToManhattanPrivateRoom Astoria,23185328,Deniz,Queens,Ditmars Steinway,40.779210543691484,-73.9106533958374,Private room,76,1,15,2015-08-23,3.06,2,343
5036261,LARGE ROOM IN A GREAT NEIGHBORHOOD,15929586,Jorge,Queens,Ditmars Steinway,40.77644880681053,-73.90566204120896,Private room,38,2,15,2015-08-24,2.05,1,290
7679091,Cozy home 5 mins from LGA AIRPORT,40326136,Kamal,Queens,Ditmars Steinway,40.77287275777354,-73.89050969836798,Private room,69,1,1,2015-08-20,1,3,346
3994475,Luxury Master BR/ private bath!,20707717,Cemal,Queens,Ditmars Steinway,40.779376884083035,-73.91045351694541,Private room,100,1,0,,,2,365
6627819,One Gorgeous Bedroom for rent,34691930,Fatema,Queens,Ditmars Steinway,40.767176662214716,-73.89532946313987,Private room,99,1,2,2015-07-23,0.64,1,365
2078738,PRIVATE BEDROOM,10448630,Sonia,Queens,Ditmars Steinway,40.78184480421859,-73.91006277936394,Private room,150,1,0,,,1,365
7052722,Acogedor y amigable serca a todo...,36987504,Arnovia,Queens,Ditmars Steinway,40.772200937919145,-73.89125733579229,Private room,60,1,0,,,1,358
2589917,Room in a 2 bedroom duplex house,7597108,Brenda,Queens,Ditmars Steinway,40.77377580016435,-73.9021284805468,Private room,100,1,3,2014-09-05,0.19,1,365
7011808,Clean safe secure bdrm in Astoria!!,33949643,Manny,Queens,Ditmars Steinway,40.7810826010401,-73.91221101928114,Private room,80,2,0,,,3,58
227782,NYC Bedroom w/ Private 1/2 bath,1188194,Alan,Queens,Ditmars Steinway,40.77292522986106,-73.90893623267844,Private room,40,6,0,,,1,0
7637901,"Perfect location, 15 min.Manhattan",39835878,Tuba,Queens,Ditmars Steinway,40.775644941100076,-73.90932371989506,Private room,70,3,0,,,1,335
3040654,Beautiful Apt. In Astoria,6041,Miranda,Queens,Ditmars Steinway,40.77747952485091,-73.90971013294296,Private room,44,2,4,2015-08-02,1.54,1,352
6288099,Super Hip Astoria Queens!,2684699,Getulio,Queens,Ditmars Steinway,40.77786887107085,-73.90672628633192,Entire home/apt,175,1,1,2015-05-21,0.29,1,313
4873525,Cozy one room Studio Apt in Astoria,25071017,Reina,Queens,Ditmars Steinway,40.777365393472515,-73.9101205865231,Entire home/apt,60,2,0,,,1,351
3225390,Private one bedroom apt in Astoria,16327819,Kimberly,Queens,Ditmars Steinway,40.77749633897053,-73.90813393460243,Entire home/apt,125,2,12,2015-08-01,0.87,1,336
4630265,Pick me: Cozy 1Br fits up to 4,23977617,Karim,Queens,Ditmars Steinway,40.776924606108004,-73.90626270285208,Entire home/apt,109,1,1,2015-01-01,0.12,1,317
6595943,Cozy 1 bedroom in a quiet neighborh,34113764,Nick,Queens,Ditmars Steinway,40.76961943983122,-73.89603865359383,Entire home/apt,99,1,9,2015-08-24,3.29,1,261
5892919,Large and sunny 2 bedroom apt,21106043,Enrica,Queens,Ditmars Steinway,40.7689099481683,-73.89418070430439,Entire home/apt,90,5,1,2015-08-29,1,1,247
5409725,Charming one bedroom apartment ,27657685,Fiona,Queens,Ditmars Steinway,40.7813331597428,-73.9120464327721,Entire home/apt,95,1,3,2015-07-06,0.52,1,0
7822672,Beautiful studio apartment,34762279,Marianna,Queens,Ditmars Steinway,40.77876924266139,-73.91288681254946,Entire home/apt,139,4,0,,,1,365
7168652,5 mins to LaGuardia/30 to Manhattan,37546754,Anya,Queens,Ditmars Steinway,40.77315573693764,-73.8922954432017,Private room,85,1,3,2015-08-12,1.88,1,360
6555427,"Inviting,  & sunny garden room",24597265,Freda,Queens,Ditmars Steinway,40.77209291450266,-73.91095615106308,Private room,80,5,0,,,6,365
5113271,"Beautiful, Bright, and Clean Room!",18013620,Aaron,Queens,Ditmars Steinway,40.77762824440214,-73.92008860399987,Private room,70,1,0,,,2,60
3673064,Beautiful Apartment by the River!,18013620,Aaron,Queens,Ditmars Steinway,40.77759700429874,-73.92011463226436,Entire home/apt,150,1,3,2015-02-16,0.23,2,212
1971928,Private room for single Female only,10181902,Nathalie,Queens,Ditmars Steinway,40.77992270254881,-73.9092657117227,Private room,99,2,4,2015-01-05,0.19,1,364
1578776,Nice private room in Astoria,4645357,Beatrix,Queens,Ditmars Steinway,40.77435022423385,-73.91217457904911,Private room,82,2,47,2015-08-13,2.05,1,340
4854604,Astoria Parkside Waterfront Townhom,18330363,Robert,Queens,Ditmars Steinway,40.77886312800657,-73.9184835345393,Entire home/apt,196,1,9,2015-08-30,1.26,1,326
1841252,Cozy two bedroom in trendy Astoria,9622222,Jackson,Queens,Ditmars Steinway,40.77157383290423,-73.90697952916855,Entire home/apt,100,3,3,2015-07-04,0.14,1,242
267559,Beautiful Condo in NYC w/Balcony,1403096,Juan,Queens,Ditmars Steinway,40.77088145552531,-73.91679080567508,Entire home/apt,176,6,68,2015-08-14,1.54,1,324
7740855,Cozy private room 20 mins from NYC,7633534,Jayde,Queens,Ditmars Steinway,40.7762220549327,-73.90990311573381,Private room,60,1,1,2015-08-15,1,1,302
4598109,"Private apt. amenities, roof access",23833701,Mary,Queens,Ditmars Steinway,40.77396436156983,-73.9122110760661,Entire home/apt,129,3,5,2015-04-20,0.59,1,0
3810614,"Prime location, near everything!!!",3339701,Angelo,Queens,Ditmars Steinway,40.7755024028425,-73.90686933620361,Private room,55,1,41,2015-08-15,3.15,7,241
7872880,Cozy PRIVATE bedroom in Astoria,30608850,Alexandra,Queens,Ditmars Steinway,40.779255119,-73.90703991078898,Private room,60,2,0,,,1,78
3812342,.New lower rates for low season!!!,3339701,Angelo,Queens,Ditmars Steinway,40.77552085178774,-73.90966294546516,Private room,55,1,44,2015-08-13,3.60,7,234
5648097,"$73, 2 Bdrm, Furnished, Beautiful",17672852,Milos,Queens,Ditmars Steinway,40.771876403666504,-73.91207482907355,Private room,73,1,14,2015-08-28,2.68,1,331
1981410,Spacious 1 bed w/ patio near train!,6638763,Terry & Kristen,Queens,Ditmars Steinway,40.779064906586875,-73.91264776085451,Entire home/apt,125,3,2,2014-10-20,0.14,1,275
3421543,Cozy&comfy room in heart of Astoria,17174232,Victor,Queens,Ditmars Steinway,40.78082107801702,-73.91102156203915,Private room,50,1,31,2015-08-30,2.17,1,336
5127571,Beautiful sunny bedroom in Astoria,26506104,Angeliki,Queens,Ditmars Steinway,40.773627434804986,-73.90049839253763,Private room,36,15,0,,,1,196
6569403,Beautiful 1 BR apartment in Astoria,2436387,Amp,Queens,Ditmars Steinway,40.780294330605805,-73.91268981329667,Entire home/apt,150,1,0,,,1,344
6043315,Cozy Private Red Room,11050098,Xiaoyan,Queens,Ditmars Steinway,40.76897614182921,-73.89957469288156,Private room,75,1,34,2015-08-25,7.50,3,361
8143851,Huge Beautiful Bedroom - Astoria,42999189,Kevin,Queens,Ditmars Steinway,40.77655512307444,-73.91851248671868,Private room,80,1,0,,,1,8
7095570,Comfortable sofa bed available !!!!,33949643,Manny,Queens,Ditmars Steinway,40.78004083547774,-73.91371628253647,Private room,60,2,0,,,3,74
2770230,Amazing BIG apartmet - BE AT HOME!,13946450,Michel,Queens,Ditmars Steinway,40.774033604716955,-73.90668598370323,Entire home/apt,65,4,0,,,1,16
6441936,Cozy Home 15 mins to Central Park,15379575,Jim,Queens,Ditmars Steinway,40.777073581521805,-73.90710192402794,Private room,80,2,0,,,1,56
6706703,"Earth Toned Room, Cheap.",8556751,Adam,Queens,Ditmars Steinway,40.77582656841088,-73.91309701725768,Private room,50,6,0,,,1,61
3958347,"Astoria, heaven 20 min from midtown",20514770,Patrick,Queens,Ditmars Steinway,40.77876606683578,-73.90592411495119,Entire home/apt,130,1,0,,,1,346
7105731,"Cozy Sun Filled Room in Astoria, NY",11156511,Caitlin,Queens,Ditmars Steinway,40.77268199226871,-73.91876916622734,Private room,100,1,0,,,1,365
683680,"Spacious 1 Bedroom in Astoria, NY ",3485348,Waleed,Queens,Ditmars Steinway,40.77362335608328,-73.90668197081385,Entire home/apt,100,10,3,2015-06-13,0.09,1,73
1209955,The Green Room: garden & city views,3007815,Alia,Queens,Ditmars Steinway,40.771465686799594,-73.9166009458038,Private room,70,2,48,2015-07-27,1.76,1,191
6677008,Comfy Room for A Good Rest,34947039,Ginn,Queens,Ditmars Steinway,40.77730192574298,-73.90368669880954,Private room,55,1,1,2015-06-07,0.34,1,62
3835681,"Great location, new lower rates!!!",3339701,Angelo,Queens,Ditmars Steinway,40.77590302380801,-73.91048499342402,Private room,50,1,48,2015-09-01,3.97,7,222
3835757,...New lower rates for low season!!,3339701,Angelo,Queens,Ditmars Steinway,40.774875155420524,-73.90740103614768,Private room,55,1,41,2015-08-08,3.23,7,234
6196265,Charming House in Astoria,10618197,Ambre,Queens,Ditmars Steinway,40.78020382050321,-73.90913081135444,Entire home/apt,150,7,1,2015-07-02,0.48,1,100
4492345,"Cozy private room in Astoria, NY",23213330,Raul,Queens,Ditmars Steinway,40.77220216935874,-73.91544607473462,Private room,45,2,9,2015-08-28,0.89,1,138
2540393,BEAUTIFUL MODERN SPACIOUS APARTMENT,9956394,Michael,Queens,Ditmars Steinway,40.77079326774247,-73.90582591522491,Private room,75,1,27,2015-08-27,5.51,2,5
4489753,sublet/roommate fully furnished ,22155577,Dakota,Queens,Ditmars Steinway,40.772403736455324,-73.91681516803473,Entire home/apt,150,7,0,,,1,304
4376618,Beautiful Room For Rent in Astoria ,20828747,Katerina,Queens,Ditmars Steinway,40.77959533101918,-73.90840494160292,Private room,45,2,27,2015-08-12,2.65,6,295
5730591,"Welcome to my place , NY",4599232,Maria,Queens,Ditmars Steinway,40.772747522645595,-73.8936601304952,Private room,85,3,0,,,1,336
6991508,Unique Beautiful House 100% Private,24323308,Ricardo,Queens,Ditmars Steinway,40.773606551202974,-73.9037198998837,Entire home/apt,130,3,7,2015-08-26,3.56,2,323
4377221,Charming Room 20 Mins to Manhattan,20828747,Katerina,Queens,Ditmars Steinway,40.77808997945186,-73.90888327799,Private room,45,2,23,2015-08-17,2.31,6,313
6950074,"Beautiful, Cozy Apartment",6434434,Jenna,Queens,Ditmars Steinway,40.77890458654233,-73.90688292718258,Entire home/apt,75,1,2,2015-07-30,1.54,1,46
6067536,Private Grey Studio,11050098,Xiaoyan,Queens,Ditmars Steinway,40.769476041861736,-73.899792074054,Entire home/apt,85,1,44,2015-08-26,10.08,3,339
4772857,"lrge queen size room,newly decorat",24597265,Freda,Queens,Ditmars Steinway,40.77287834308688,-73.90934917209441,Private room,65,6,0,,,6,277
4662335,Sunny Astoria Room on Quaint Street,24124774,Amy,Queens,Ditmars Steinway,40.772048825251964,-73.9111044056466,Private room,60,1,0,,,1,256
6611592,Modern renovated apt has it all,4124666,Rafik,Queens,Ditmars Steinway,40.772404993997114,-73.90474048200706,Entire home/apt,150,6,0,,,1,69
6480685,"Cozy, inviting, single bed room",24597265,Freda,Queens,Ditmars Steinway,40.77208837434194,-73.91082046887078,Private room,54,4,1,2015-08-31,1,6,356
4541187,Heart of Astoria 15 min to Manhttn,23185328,Deniz,Queens,Ditmars Steinway,40.77671953851845,-73.9087791140686,Entire home/apt,135,1,2,2015-08-16,2,2,344
6913795,Nevena's,10716661,Dimitrios,Queens,Ditmars Steinway,40.77227875137796,-73.91345301111431,Entire home/apt,100,1,1,2015-06-29,0.45,1,49
4772987,Queen size bedroom,24597265,Freda,Queens,Ditmars Steinway,40.771833042714945,-73.90973409145367,Private room,65,5,2,2015-06-04,0.56,6,360
327816,Minutes to Manhattan- 1bd near park,1674148,Esmee,Queens,Ditmars Steinway,40.776543322235774,-73.92113005878203,Entire home/apt,125,2,18,2015-08-10,0.44,1,127
7149836,MODERN 2BDRM APT w/ LARGE TERRACE,9956394,Michael,Queens,Ditmars Steinway,40.77056308920978,-73.90633264629024,Entire home/apt,119,1,4,2015-08-16,4,2,31
7557546,"Clean, Charming, Quiet Two Bedroom",9443343,Roula,Queens,Ditmars Steinway,40.77671612849661,-73.9195610693191,Entire home/apt,175,5,0,,,1,347
7679094,Bright and Airy Astoria Loft,3130040,Ana,Queens,Ditmars Steinway,40.7770469613474,-73.92167762720904,Entire home/apt,200,1,0,,,1,266
5453669,Bright & Modern 1 Bed. Apartment,19931282,David,Queens,Ditmars Steinway,40.77501496168431,-73.91264521451829,Entire home/apt,100,2,2,2015-03-22,0.35,3,330
494208,Heart of Astoria/ 15 mnts to Mnhttn,1448564,Burak,Queens,Ditmars Steinway,40.77861443906962,-73.90878610003271,Private room,75,1,79,2015-08-24,2.00,2,337
2048982,Awesome 2 Bed. 10 min to Manhattan!,5855145,Edward,Queens,Ditmars Steinway,40.77853817160756,-73.9092230173195,Entire home/apt,110,1,3,2015-05-03,0.23,6,323
5458040,Private room and Bath close to city,28309052,Gus,Queens,Ditmars Steinway,40.77681765938175,-73.90793908945425,Private room,75,1,0,,,1,72
7562669,SEMI-BASEMENT APARTMENT IN ASTORIA,25219189,Emma,Queens,Ditmars Steinway,40.77745038427873,-73.91714799210261,Entire home/apt,85,5,0,,,1,35
4810916,Spacious 1 Bed Apartment,24779270,Ross,Queens,Ditmars Steinway,40.77361668019702,-73.90967586271411,Entire home/apt,200,1,0,,,1,237
5992686,ASTORIA-DITMARS HOUSE,11050098,Xiaoyan,Queens,Ditmars Steinway,40.770107797275706,-73.89925697641803,Private room,90,1,30,2015-08-16,6.72,3,351
4555436,"Massive, 1k+ sqft Home in Astoria!",23615611,Emilio,Queens,Ditmars Steinway,40.77524624096211,-73.90849518144513,Entire home/apt,160,3,5,2015-08-18,0.72,1,324
5216708,Room 5 min from LGA Airport ,26989581,Eva,Queens,Ditmars Steinway,40.771007836154205,-73.89292598201344,Private room,85,2,1,2015-02-22,0.16,1,244
3644017,Cute room in Astoria,5909599,Danica,Queens,Ditmars Steinway,40.77590933230476,-73.91450138530816,Private room,100,1,9,2015-07-20,0.67,1,365
4169094,Astoria room for rent in 2br apt.,21634948,Monika,Queens,Ditmars Steinway,40.773749536080786,-73.91646086888967,Private room,100,3,3,2015-05-27,0.37,1,365
3383516,Great room with private bathroom,17070449,Jon,Queens,Ditmars Steinway,40.77292070322486,-73.91398136240844,Private room,70,3,3,2014-07-18,0.21,1,140
1422237,2 bedrooms apartment in Astoria,3665334,Giulio,Queens,Ditmars Steinway,40.7783178278785,-73.90981816936821,Private room,80,3,0,,,1,343
6670064,Modern new place by mass transit,33386619,Ryan,Queens,Ditmars Steinway,40.77534607272541,-73.90845692262182,Entire home/apt,140,1,1,2015-08-13,1,2,362
5491072,Gorgeous one bedroom w/ parking!,6874336,Sarah,Queens,Ditmars Steinway,40.77834782716805,-73.90318642122847,Entire home/apt,150,2,2,2015-07-30,1.02,1,355
1821168,Huge 1 Bed Apt in Astoria w/ grill,4659268,David,Queens,Ditmars Steinway,40.77401927489648,-73.91787942695707,Entire home/apt,125,3,2,2014-06-22,0.10,1,94
6937027,Quiet and cozy in Queens,17153932,Justin,Queens,Ditmars Steinway,40.77445687186431,-73.91610432076321,Private room,55,1,2,2015-08-20,1.43,1,244
2745620,20minToManhattan Small Room Astoria,1172202,Funda,Queens,Ditmars Steinway,40.77138068424916,-73.90894688061577,Private room,55,3,26,2015-08-26,1.59,3,335
7859360,Private room in Heart of Astoria,27289814,Raheem,Queens,Ditmars Steinway,40.77558518003633,-73.91610566757788,Private room,55,1,1,2015-08-17,1,1,356
1832223,Green Bedroom with Private Sunroom,2536597,Andrew,Queens,Ditmars Steinway,40.77327612128594,-73.91804440787442,Private room,65,2,4,2014-08-27,0.20,1,242
4096632,Spacious room for 2 in Astoria,21248953,Ariana,Queens,Ditmars Steinway,40.77226804978472,-73.91839223885894,Private room,70,1,4,2015-03-29,0.35,1,59
288241,Studio Apartment 15 min Central Prk,1498617,Marcos,Queens,Ditmars Steinway,40.77168573847683,-73.91821432681745,Entire home/apt,99,10,16,2015-06-11,0.36,1,350
3612642,Astoria Blvd Great Br 20m Manhattan,18109828,Lijia,Queens,Ditmars Steinway,40.7715086757153,-73.91655998318795,Private room,79,2,9,2015-08-12,1.73,1,275
4768461,One Bedroom - Entire Apartment,24599443,Andy,Queens,Ditmars Steinway,40.77442620753997,-73.91812441685165,Entire home/apt,80,1,1,2014-12-29,0.12,1,242
3962936,Great 2br apt min away from US OPEN,13541243,Einstein,Queens,Ditmars Steinway,40.775766130148625,-73.91782179683311,Entire home/apt,255,1,0,,,1,365
7927466,"A Little Apple Tree House, Astoria",3125683,Dega,Queens,Ditmars Steinway,40.772733466866214,-73.91129999387577,Entire home/apt,120,2,0,,,1,315
4550494,"1BR Quiet, Convenient, SPACE",785283,Melinda,Queens,Ditmars Steinway,40.776483688875715,-73.91594862767504,Entire home/apt,120,2,6,2015-03-20,0.66,1,25
6449238,Astoria next to Beer Garden!,517772,Faye,Queens,Ditmars Steinway,40.77435495280922,-73.91722178081648,Entire home/apt,80,1,0,,,1,1
5041360,"Room in Astoria, 5 min ",26027833,Giacomo,Queens,Ditmars Steinway,40.770296596043266,-73.91283101375471,Private room,40,1,0,,,1,206
3797738,Charming Studio in Astoria,17840452,Lisa,Queens,Ditmars Steinway,40.77475790395023,-73.91605688183544,Shared room,43,2,28,2015-08-21,2.18,1,123
4357134,Beautiful NY Gem,7809661,Mamie,Queens,Ditmars Steinway,40.771715411897624,-73.91768835900106,Entire home/apt,200,1,0,,,1,295
3847916,Spacious 2 bdrm by Astoria park!,4111729,Mich,Queens,Ditmars Steinway,40.776829811766966,-73.92673037902325,Entire home/apt,200,1,36,2015-08-27,2.90,4,317
2051499,Elegant 1 Bed.-10 min to Manhattan,10513282,Daniel,Queens,Ditmars Steinway,40.775688557522656,-73.91275061610678,Entire home/apt,99,2,10,2015-08-14,0.48,1,330
4645841,"Beautiful 1BDR, 20min to Times Sq",19516856,Andrew & Daniela,Queens,Ditmars Steinway,40.77741802027012,-73.91561387588281,Entire home/apt,115,5,2,2015-01-04,0.24,1,11
4348167,Astoria Studio apartment ,18255103,Margaret,Queens,Ditmars Steinway,40.77078307685349,-73.91275069107166,Entire home/apt,100,1,1,2015-03-16,0.18,1,196
7550058,22-11 23rd Street Rm1 - Ladies only,26820783,,Queens,Ditmars Steinway,40.77960732382256,-73.91504854673404,Private room,39,30,0,,,9,364
239733,Astoria Garden Suite,1256874,,Queens,Ditmars Steinway,40.77685941652558,-73.91656988630947,Entire home/apt,64,30,23,2015-05-23,0.50,1,365
7823040,COZY HOME 5 MINS FROM LGA AIRPORT,40326136,Kamal,Queens,Ditmars Steinway,40.77232580742743,-73.8905130253293,Private room,59,1,3,2015-08-18,3,3,330
7788504,Large Private Room in House w/Yard,2702826,Sara,Queens,Ditmars Steinway,40.7777896703708,-73.90896203037799,Private room,56,1,0,,,1,33
4962369,Great location in safe Astoria hood,3453049,Julian,Queens,Ditmars Steinway,40.78054727610158,-73.91217173184835,Private room,60,2,3,2015-07-15,0.84,1,217
7914504,Great Bedroom in Astoria!,16728677,Bronson,Queens,Ditmars Steinway,40.775038923718995,-73.90947452637609,Private room,50,7,0,,,1,62
4685448,"Cozy 2BD, 20 mins to Times SQ",2368446,Chelsey,Queens,Ditmars Steinway,40.7744295104735,-73.90756110375075,Private room,60,1,0,,,1,253
4934421,Awesome NYC,25422856,Gerard,Queens,Ditmars Steinway,40.773770279714434,-73.90801282686375,Private room,80,1,1,2015-05-19,0.28,2,365
6896737,Astoria is a great area.,36138575,Carol,Queens,Ditmars Steinway,40.77147255159266,-73.90126051315863,Private room,50,1,7,2015-08-24,2.84,1,361
4395218,Magical Home minutes from Midtown!,2355416,Arthur,Queens,Ditmars Steinway,40.77702795299823,-73.90725506052762,Entire home/apt,95,2,23,2015-08-18,2.36,1,308
2049349,COZY MODERN 2 BED. MIN. TO SUBWAY!,8354811,Danny,Queens,Ditmars Steinway,40.777940737224625,-73.90944265299979,Entire home/apt,135,2,8,2015-06-15,0.51,3,306
6706074,Beautiful neighborhood,25071191,Khamis,Queens,Ditmars Steinway,40.780499388841726,-73.91086398594197,Entire home/apt,125,1,1,2015-08-07,1,1,180
1141908,NEW - 2 BR's - 10 min. to Manhattan,5855145,Edward,Queens,Ditmars Steinway,40.77908925770448,-73.90453538047908,Entire home/apt,99,1,68,2015-08-16,2.64,6,323
