report_date,filing_date,accession,cusip,issuer,title_of_class,shares,value_usd,is_share
2022-12-31,2023-02-14,0000950123-23-002585,58155Q103,MCKESSON CORP,COM,2855514.0,1071160412.0,True
2022-12-31,2023-02-14,0000950123-23-002585,150870103,CELANESE CORP DEL,COM,9710183.0,992769110.0,True
2022-12-31,2023-02-14,0000950123-23-002585,023135106,AMAZON COM INC,COM,10666000.0,895944000.0,True
2022-12-31,2023-02-14,0000950123-23-002585,833445109,SNOWFLAKE INC,CL A,6125376.0,879236471.0,True
2022-12-31,2023-02-14,0000950123-23-002585,531229409,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,20207680.0,794363900.0,True
2022-12-31,2023-02-14,0000950123-23-002585,37959E102,GLOBE LIFE INC,COM,6353727.0,765941790.0,True
2022-12-31,2023-02-14,0000950123-23-002585,872590104,T-MOBILE US INC,COM,5242000.0,733880000.0,True
2022-12-31,2023-02-14,0000950123-23-002585,02005N100,ALLY FINL INC,COM,29800000.0,728610001.0,True
2022-12-31,2023-02-14,0000950123-23-002585,74967X103,RH,COM,2360000.0,630568400.0,True
2022-12-31,2023-02-14,0000950123-23-002585,874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,8292724.0,617725010.0,True
2022-12-31,2023-02-14,0000950123-23-002585,570535104,MARKEL CORP,COM,467611.0,616072818.0,True
2022-12-31,2023-02-14,0000950123-23-002585,531229854,LIBERTY MEDIA CORP DEL,COM SER C FRMLA,7722451.0,461648121.0,True
2022-12-31,2023-02-14,0000950123-23-002585,G6683N103,NU HLDGS LTD,ORD SHS CL A,107118784.0,435973451.0,True
2022-12-31,2023-02-14,0000950123-23-002585,546347105,LOUISIANA PAC CORP,COM,7044909.0,417058613.0,True
2022-12-31,2023-02-14,0000950123-23-002585,339750101,FLOOR & DECOR HLDGS INC,CL A,4780000.0,332831400.0,True
2022-12-31,2023-02-14,0000950123-23-002585,902973304,US BANCORP DEL,COM NEW,6670835.0,290915115.0,True
2022-12-31,2023-02-14,0000950123-23-002585,G85158106,STONECO LTD,COM CL A,10695448.0,100965029.0,True
2022-12-31,2023-02-14,0000950123-23-002585,571748102,MARSH & MCLENNAN COS INC,COM,404911.0,67004672.0,True
2022-12-31,2023-02-14,0000950123-23-002585,478160104,JOHNSON & JOHNSON,COM,327100.0,57782215.0,True
2022-12-31,2023-02-14,0000950123-23-002585,742718109,PROCTER & GAMBLE CO,COM,315400.0,47802024.0,True
2022-12-31,2023-02-14,0000950123-23-002585,609207105,MONDELEZ INTL INC,CL A,578000.0,38523700.0,True
2022-12-31,2023-02-14,0000950123-23-002585,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2630792.0,19809864.0,True
2022-12-31,2023-02-14,0000950123-23-002585,922908363,VANGUARD INDEX FDS,S&P 500 ETF SHS,43000.0,15107620.0,True
2022-12-31,2023-02-14,0000950123-23-002585,78462F103,SPDR S&P 500 ETF TR,TR UNIT,39400.0,15067742.0,True
2022-12-31,2023-02-14,0000950123-23-002585,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,14862368.0,True
2022-12-31,2023-02-14,0000950123-23-002585,911312106,UNITED PARCEL SERVICE INC,CL B,59400.0,10326096.0,True
2022-12-31,2023-02-14,0000950123-23-002585,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,9758552.0,True
2023-03-31,2023-05-15,0000950123-23-005270,037833100,APPLE INC,COM,915560382.0,150975906991.0,True
2023-03-31,2023-05-15,0000950123-23-005270,060505104,BANK AMER CORP,COM,1032852006.0,29539567372.0,True
2023-03-31,2023-05-15,0000950123-23-005270,025816109,AMERICAN EXPRESS CO,COM,151610700.0,25008184965.0,True
2023-03-31,2023-05-15,0000950123-23-005270,191216100,COCA COLA CO,COM,400000000.0,24812000000.0,True
2023-03-31,2023-05-15,0000950123-23-005270,166764100,CHEVRON CORP NEW,COM,132407595.0,21603623200.0,True
2023-03-31,2023-05-15,0000950123-23-005270,674599105,OCCIDENTAL PETE CORP,COM,211707119.0,13216875439.0,True
2023-03-31,2023-05-15,0000950123-23-005270,500754106,KRAFT HEINZ CO,COM,325634818.0,12592298412.0,True
2023-03-31,2023-05-15,0000950123-23-005270,615369105,MOODYS CORP,COM,24669778.0,7549445464.0,True
2023-03-31,2023-05-15,0000950123-23-005270,00507V109,ACTIVISION BLIZZARD INC,COM,49439781.0,4231550856.0,True
2023-03-31,2023-05-15,0000950123-23-005270,40434L105,HP INC,COM,120952818.0,3549965209.0,True
2023-03-31,2023-05-15,0000950123-23-005270,23918K108,DAVITA INC,COM,36095570.0,2927711683.0,True
2023-03-31,2023-05-15,0000950123-23-005270,92343E102,VERISIGN INC,COM,12815613.0,2708323496.0,True
2023-03-31,2023-05-15,0000950123-23-005270,172967424,CITIGROUP INC,COM NEW,55244797.0,2590428532.0,True
2023-03-31,2023-05-15,0000950123-23-005270,501044101,KROGER CO,COM,50000000.0,2468499999.0,True
2023-03-31,2023-05-15,0000950123-23-005270,92556H206,PARAMOUNT GLOBAL,CLASS B COM,93730975.0,2091138052.0,True
2023-03-31,2023-05-15,0000950123-23-005270,92826C839,VISA INC,COM CL A,8297460.0,1870745332.0,True
2023-03-31,2023-05-15,0000950123-23-005270,37045V100,GENERAL MTRS CO,COM,40000000.0,1467200000.0,True
2023-03-31,2023-05-15,0000950123-23-005270,57636Q104,MASTERCARD INC,CL A,3986648.0,1448787750.0,True
2023-03-31,2023-05-15,0000950123-23-005270,16119P108,CHARTER COMMUNICATIONS INC N,CL A,3828941.0,1369267591.0,True
2023-03-31,2023-05-15,0000950123-23-005270,G0403H108,AON PLC,SHS CL A,4335000.0,1366782150.0,True
2023-03-31,2023-05-15,0000950123-23-005270,531229607,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,43208291.0,1209400065.0,True
2023-03-31,2023-05-15,0000950123-23-005270,023135106,AMAZON COM INC,COM,10551000.0,1089812790.0,True
2023-03-31,2023-05-15,0000950123-23-005270,150870103,CELANESE CORP DEL,COM,8819016.0,960302652.0,True
2023-03-31,2023-05-15,0000950123-23-005270,14040H105,CAPITAL ONE FINL CORP,COM,9922000.0,954099520.0,True
2023-03-31,2023-05-15,0000950123-23-005270,833445109,SNOWFLAKE INC,CL A,6125376.0,945084263.0,True
2023-03-31,2023-05-15,0000950123-23-005270,58155Q103,MCKESSON CORP,COM,2289864.0,815306077.0,True
2023-03-31,2023-05-15,0000950123-23-005270,872590104,T-MOBILE US INC,COM,5242000.0,759251280.0,True
2023-03-31,2023-05-15,0000950123-23-005270,02005N100,ALLY FINL INC,COM,29000000.0,739210001.0,True
2023-03-31,2023-05-15,0000950123-23-005270,37959E102,GLOBE LIFE INC,COM,6353727.0,699037045.0,True
2023-03-31,2023-05-15,0000950123-23-005270,570535104,MARKEL CORP,COM,471661.0,602504481.0,True
2023-03-31,2023-05-15,0000950123-23-005270,531229854,LIBERTY MEDIA CORP DEL,COM SER C FRMLA,7722451.0,577871009.0,True
2023-03-31,2023-05-15,0000950123-23-005270,531229409,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,20207680.0,567633731.0,True
2023-03-31,2023-05-15,0000950123-23-005270,G6683N103,NU HLDGS LTD,ORD SHS CL A,107118784.0,509885412.0,True
2023-03-31,2023-05-15,0000950123-23-005270,339750101,FLOOR & DECOR HLDGS INC,CL A,4780000.0,469491600.0,True
2023-03-31,2023-05-15,0000950123-23-005270,546347105,LOUISIANA PAC CORP,COM,7044909.0,381904517.0,True
2023-03-31,2023-05-15,0000950123-23-005270,G85158106,STONECO LTD,COM CL A,10695448.0,102034574.0,True
2023-03-31,2023-05-15,0000950123-23-005270,571748102,MARSH & MCLENNAN COS INC,COM,404911.0,67437927.0,True
2023-03-31,2023-05-15,0000950123-23-005270,478160104,JOHNSON & JOHNSON,COM,327100.0,50700500.0,True
2023-03-31,2023-05-15,0000950123-23-005270,742718109,PROCTER & GAMBLE CO,COM,315400.0,46896826.0,True
2023-03-31,2023-05-15,0000950123-23-005270,25243Q205,DIAGEO P L C,SPON ADR NEW,227750.0,41263745.0,True
2023-03-31,2023-05-15,0000950123-23-005270,609207105,MONDELEZ INTL INC,CL A,578000.0,40298160.0,True
2023-03-31,2023-05-15,0000950123-23-005270,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2630792.0,21861881.0,True
2023-03-31,2023-05-15,0000950123-23-005270,922908363,VANGUARD INDEX FDS,S&P 500 ETF SHS,43000.0,16171010.0,True
2023-03-31,2023-05-15,0000950123-23-005270,78462F103,SPDR S&P 500 ETF TR,TR UNIT,39400.0,16129966.0,True
2023-03-31,2023-05-15,0000950123-23-005270,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,13761131.0,True
2023-03-31,2023-05-15,0000950123-23-005270,911312106,UNITED PARCEL SERVICE INC,CL B,59400.0,11523006.0,True
2023-03-31,2023-05-15,0000950123-23-005270,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,10606005.0,True
2023-03-31,2023-05-15,0000950123-23-005270,92852X103,VITESSE ENERGY INC,COMMON STOCK,51026.0,971025.0,True
2023-06-30,2023-08-14,0000950123-23-008074,037833100,APPLE INC,COM,915560382.0,177591247296.0,True
2023-06-30,2023-08-14,0000950123-23-008074,060505104,BANK AMER CORP,COM,1032852006.0,29632524052.0,True
2023-06-30,2023-08-14,0000950123-23-008074,025816109,AMERICAN EXPRESS CO,COM,151610700.0,26410583940.0,True
2023-06-30,2023-08-14,0000950123-23-008074,191216100,COCA COLA CO,COM,400000000.0,24088000000.0,True
2023-06-30,2023-08-14,0000950123-23-008074,166764100,CHEVRON CORP NEW,COM,123120120.0,19372950883.0,True
2023-06-30,2023-08-14,0000950123-23-008074,674599105,OCCIDENTAL PETE CORP,COM,224129192.0,13178796490.0,True
2023-06-30,2023-08-14,0000950123-23-008074,500754106,KRAFT HEINZ CO,COM,325634818.0,11560036039.0,True
2023-06-30,2023-08-14,0000950123-23-008074,615369105,MOODYS CORP,COM,24669778.0,8578175206.0,True
2023-06-30,2023-08-14,0000950123-23-008074,40434L105,HP INC,COM,120952818.0,3714461041.0,True
2023-06-30,2023-08-14,0000950123-23-008074,23918K108,DAVITA INC,COM,36095570.0,3626521918.0,True
2023-06-30,2023-08-14,0000950123-23-008074,92343E102,VERISIGN INC,COM,12815613.0,2895944070.0,True
2023-06-30,2023-08-14,0000950123-23-008074,172967424,CITIGROUP INC,COM NEW,55244797.0,2543470454.0,True
2023-06-30,2023-08-14,0000950123-23-008074,501044101,KROGER CO,COM,50000000.0,2350000000.0,True
2023-06-30,2023-08-14,0000950123-23-008074,92826C839,VISA INC,COM CL A,8297460.0,1970480801.0,True
2023-06-30,2023-08-14,0000950123-23-008074,57636Q104,MASTERCARD INC,CL A,3986648.0,1567948658.0,True
2023-06-30,2023-08-14,0000950123-23-008074,G0403H108,AON PLC,SHS CL A,4335000.0,1496442000.0,True
2023-06-30,2023-08-14,0000950123-23-008074,92556H206,PARAMOUNT GLOBAL,CLASS B COM,93730975.0,1491259813.0,True
2023-06-30,2023-08-14,0000950123-23-008074,531229607,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,43208291.0,1414207364.0,True
2023-06-30,2023-08-14,0000950123-23-008074,16119P108,CHARTER COMMUNICATIONS INC N,CL A,3828941.0,1406638055.0,True
2023-06-30,2023-08-14,0000950123-23-008074,023135106,AMAZON COM INC,COM,10551000.0,1375428360.0,True
2023-06-30,2023-08-14,0000950123-23-008074,14040H105,CAPITAL ONE FINL CORP,COM,12471030.0,1363956551.0,True
2023-06-30,2023-08-14,0000950123-23-008074,00507V109,ACTIVISION BLIZZARD INC,COM,14658121.0,1235679601.0,True
2023-06-30,2023-08-14,0000950123-23-008074,833445109,SNOWFLAKE INC,CL A,6125376.0,1077943668.0,True
2023-06-30,2023-08-14,0000950123-23-008074,37045V100,GENERAL MTRS CO,COM,22000000.0,848320000.0,True
2023-06-30,2023-08-14,0000950123-23-008074,G6683N103,NU HLDGS LTD,ORD SHS CL A,107118784.0,845167206.0,True
2023-06-30,2023-08-14,0000950123-23-008074,02005N100,ALLY FINL INC,COM,29000000.0,783290001.0,True
2023-06-30,2023-08-14,0000950123-23-008074,872590104,T-MOBILE US INC,COM,5242000.0,728113800.0,True
2023-06-30,2023-08-14,0000950123-23-008074,23331A109,D R HORTON INC,COM,5969714.0,726454496.0,True
2023-06-30,2023-08-14,0000950123-23-008074,531229409,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,20207680.0,663013981.0,True
2023-06-30,2023-08-14,0000950123-23-008074,570535104,MARKEL CORP,COM,471661.0,652392063.0,True
2023-06-30,2023-08-14,0000950123-23-008074,150870103,CELANESE CORP DEL,COM,5358535.0,620518352.0,True
2023-06-30,2023-08-14,0000950123-23-008074,531229854,LIBERTY MEDIA CORP DEL,COM SER C FRMLA,7722451.0,581346111.0,True
2023-06-30,2023-08-14,0000950123-23-008074,546347105,LOUISIANA PAC CORP,COM,7044909.0,528227277.0,True
2023-06-30,2023-08-14,0000950123-23-008074,339750101,FLOOR & DECOR HLDGS INC,CL A,4780000.0,496928800.0,True
2023-06-30,2023-08-14,0000950123-23-008074,37959E102,GLOBE LIFE INC,COM,2515574.0,275757222.0,True
2023-06-30,2023-08-14,0000950123-23-008074,G85158106,STONECO LTD,COM CL A,10695448.0,136260008.0,True
2023-06-30,2023-08-14,0000950123-23-008074,62944T105,NVR INC,COM,11112.0,70568089.0,True
2023-06-30,2023-08-14,0000950123-23-008074,478160104,JOHNSON & JOHNSON,COM,327100.0,54141592.0,True
2023-06-30,2023-08-14,0000950123-23-008074,742718109,PROCTER & GAMBLE CO,COM,315400.0,47858796.0,True
2023-06-30,2023-08-14,0000950123-23-008074,609207105,MONDELEZ INTL INC,CL A,578000.0,42159320.0,True
2023-06-30,2023-08-14,0000950123-23-008074,25243Q205,DIAGEO P L C,SPON ADR NEW,227750.0,39510070.0,True
2023-06-30,2023-08-14,0000950123-23-008074,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2630792.0,23019430.0,True
2023-06-30,2023-08-14,0000950123-23-008074,922908363,VANGUARD INDEX FDS,S&P 500 ETF SHS,43000.0,17513040.0,True
2023-06-30,2023-08-14,0000950123-23-008074,78462F103,SPDR S&P 500 ETF TR,TR UNIT,39400.0,17465232.0,True
2023-06-30,2023-08-14,0000950123-23-008074,526057302,LENNAR CORP,CL A,152572.0,17237585.0,True
2023-06-30,2023-08-14,0000950123-23-008074,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,14381119.0,True
2023-06-30,2023-08-14,0000950123-23-008074,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,11068252.0,True
2023-06-30,2023-08-14,0000950123-23-008074,911312106,UNITED PARCEL SERVICE INC,CL B,59400.0,10647450.0,True
2023-09-30,2023-11-14,0000950123-23-010898,037833100,APPLE INC,COM,915560382.0,156753093002.0,True
2023-09-30,2023-11-14,0000950123-23-010898,060505104,BANK AMER CORP,COM,1032852006.0,28279487924.0,True
2023-09-30,2023-11-14,0000950123-23-010898,025816109,AMERICAN EXPRESS CO,COM,151610700.0,22618800333.0,True
2023-09-30,2023-11-14,0000950123-23-010898,191216100,COCA COLA CO,COM,400000000.0,22392000000.0,True
2023-09-30,2023-11-14,0000950123-23-010898,166764100,CHEVRON CORP NEW,COM,110248289.0,18590066491.0,True
2023-09-30,2023-11-14,0000950123-23-010898,674599105,OCCIDENTAL PETE CORP,COM,224129192.0,14541501977.0,True
2023-09-30,2023-11-14,0000950123-23-010898,500754106,KRAFT HEINZ CO,COM,325634818.0,10954355278.0,True
2023-09-30,2023-11-14,0000950123-23-010898,615369105,MOODYS CORP,COM,24669778.0,7799843711.0,True
2023-09-30,2023-11-14,0000950123-23-010898,23918K108,DAVITA INC,COM,36095570.0,3412114232.0,True
2023-09-30,2023-11-14,0000950123-23-010898,40434L105,HP INC,COM,102519035.0,2634739200.0,True
2023-09-30,2023-11-14,0000950123-23-010898,92343E102,VERISIGN INC,COM,12815613.0,2595546101.0,True
2023-09-30,2023-11-14,0000950123-23-010898,172967424,CITIGROUP INC,COM NEW,55244797.0,2272218501.0,True
2023-09-30,2023-11-14,0000950123-23-010898,501044101,KROGER CO,COM,50000000.0,2237500000.0,True
2023-09-30,2023-11-14,0000950123-23-010898,92826C839,VISA INC,COM CL A,8297460.0,1908498775.0,True
2023-09-30,2023-11-14,0000950123-23-010898,16119P108,CHARTER COMMUNICATIONS INC N,CL A,3828941.0,1684044831.0,True
2023-09-30,2023-11-14,0000950123-23-010898,57636Q104,MASTERCARD INC,CL A,3986648.0,1578353810.0,True
2023-09-30,2023-11-14,0000950123-23-010898,G0403H108,AON PLC,SHS CL A,4100000.0,1329302000.0,True
2023-09-30,2023-11-14,0000950123-23-010898,023135106,AMAZON COM INC,COM,10000000.0,1271200000.0,True
2023-09-30,2023-11-14,0000950123-23-010898,14040H105,CAPITAL ONE FINL CORP,COM,12471030.0,1210313462.0,True
2023-09-30,2023-11-14,0000950123-23-010898,92556H206,PARAMOUNT GLOBAL,CLASS B COM,93730975.0,1209129578.0,True
2023-09-30,2023-11-14,0000950123-23-010898,531229789,LIBERTY MEDIA CORP DEL,COM LBTY SRM S C,43208291.0,1100083089.0,True
2023-09-30,2023-11-14,0000950123-23-010898,833445109,SNOWFLAKE INC,CL A,6125376.0,935773692.0,True
2023-09-30,2023-11-14,0000950123-23-010898,G6683N103,NU HLDGS LTD,ORD SHS CL A,107118784.0,776611184.0,True
2023-09-30,2023-11-14,0000950123-23-010898,02005N100,ALLY FINL INC,COM,29000000.0,773720000.0,True
2023-09-30,2023-11-14,0000950123-23-010898,872590104,T-MOBILE US INC,COM,5242000.0,734142100.0,True
2023-09-30,2023-11-14,0000950123-23-010898,23331A109,D R HORTON INC,COM,5969714.0,641565163.0,True
2023-09-30,2023-11-14,0000950123-23-010898,531229813,LIBERTY MEDIA CORP DEL,COM LBTY SRM S A,20207680.0,514285456.0,True
2023-09-30,2023-11-14,0000950123-23-010898,531229854,LIBERTY MEDIA CORP DEL,COM SER C FRMLA,7722451.0,481108697.0,True
2023-09-30,2023-11-14,0000950123-23-010898,339750101,FLOOR & DECOR HLDGS INC,CL A,4780000.0,432590000.0,True
2023-09-30,2023-11-14,0000950123-23-010898,546347105,LOUISIANA PAC CORP,COM,7044909.0,389372120.0,True
2023-09-30,2023-11-14,0000950123-23-010898,531229722,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,11132590.0,357356140.0,True
2023-09-30,2023-11-14,0000950123-23-010898,570535104,MARKEL CORP,COM,158715.0,233706251.0,True
2023-09-30,2023-11-14,0000950123-23-010898,531229748,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,5051918.0,161257223.0,True
2023-09-30,2023-11-14,0000950123-23-010898,G85158106,STONECO LTD,COM CL A,10695448.0,114120430.0,True
2023-09-30,2023-11-14,0000950123-23-010898,37959E102,GLOBE LIFE INC,COM,831014.0,90356152.0,True
2023-09-30,2023-11-14,0000950123-23-010898,62944T105,NVR INC,COM,11112.0,66264190.0,True
