market,region,kind,late,old,window,side,vintage,win_start,win_end,weights_src,n_runs,n_listings,n_runs_over90,nights,mean_run_cap90,mean_run_cap30,nights_lt7,nights_n7_27,nights_ge28,w_nights_lt7,w_nights_n7_27,w_nights_ge28,w_nights,share_lt7,w_share_lt7,share_n7_27,w_share_n7_27,share_ge28,w_share_ge28
austin,na,jun,2025-07-11,2024-06-17,lead_matched,late,2025-07-11,2025-07-18,2025-10-16,listings:2025-06-13,20357,5402,1742,111280.0,5.466424325784742,4.443270971635486,57081.0,26896.0,27303.0,448357.04233090417,130195.72730427676,58029.23036481904,636582.0,0.5129493170381021,0.7043193843541039,0.24169662113587348,0.20452310512122046,0.24535406182602446,0.0911575105246756
austin,na,jun,2025-07-11,2024-06-17,lead_matched,old,2024-06-17,2024-06-24,2024-09-22,listings:2024-06-17,18036,5106,2387,105120.0,5.828343313373254,4.522533843605415,47221.0,28589.0,29310.0,,,,,0.44921042617960427,,0.2719653729071537,,0.278824200913242,
austin,na,jun,2025-07-11,2024-06-17,calendar_q3,late,2025-07-11,2025-07-12,2025-09-30,listings:2025-06-13,19443,6046,5095,135435.0,6.965746026847708,4.857227488151659,45219.0,38593.0,51623.0,418135.78920976183,203008.59780100538,98399.61298923277,719544.0,0.3338797208993244,0.5811121894001782,0.2849558828958541,0.282135071379937,0.3811643962048215,0.1367527392198848
austin,na,jun,2025-07-11,2024-06-17,calendar_q3,old,2024-06-17,2024-07-13,2024-10-01,listings:2024-06-17,12760,4286,2306,73443.0,5.755721003134796,4.472370334464372,33726.0,19163.0,20554.0,,,,,0.45921326743188595,,0.260923437223425,,0.27986329534468907,
austin,na,jun,2026-06-22,2025-05-11,lead_matched,late,2026-06-22,2026-06-29,2026-09-27,14c:2026-06-22,17759,4683,2285,100037.0,5.6330311391407175,4.457969337575933,45911.0,26724.0,27402.0,381746.88323016727,132892.8488377824,58257.26793205034,572897.0,0.4589401921289123,0.666344706343666,0.2671411577716245,0.23196638983583856,0.2739186500994632,0.10168890382049538
austin,na,jun,2026-06-22,2025-05-11,lead_matched,old,2025-05-11,2025-05-18,2025-08-16,listings:2025-06-13,18165,5195,2083,112318.0,6.1832094687586014,4.491231067076643,48331.0,27419.0,36568.0,430564.79778369586,140811.51352657352,68481.68868973058,639858.0,0.43030502679891025,0.6729067977327717,0.24411937534500258,0.22006681721033966,0.3255755978560872,0.10702638505688854
austin,na,jun,2026-06-22,2025-05-11,calendar_q3,late,2026-06-22,2026-07-01,2026-09-30,14c:2026-06-22,17682,4683,2316,99337.0,5.617973079968329,4.46957380095227,45942.0,26556.0,26839.0,382968.2458751568,131772.46369707913,57229.29042776409,571970.0,0.46248628406333997,0.6695600221605272,0.2673324139041847,0.23038352308176852,0.2701813020324753,0.10005645475770424
austin,na,jun,2026-06-22,2025-05-11,calendar_q3,old,2025-05-11,2025-07-02,2025-10-01,listings:2025-06-13,8083,3045,2018,52145.0,6.451193863664481,4.480046493607129,21100.0,11137.0,19908.0,274030.46728083055,70934.610729928,41275.92198924143,386241.0,0.4046409051682808,0.709480524545117,0.21357752421133377,0.1836537569287776,0.3817815706203855,0.10686571852610528
austin,na,aug,2026-08-25,2025-08-16,lead_matched,late,2026-08-25,2026-09-01,2026-11-30,14c:2026-08-25,29731,5954,1408,146675.0,4.933402845514783,4.293535394907503,84257.0,37662.0,24756.0,487519.187028316,138637.5380279305,43352.27494375347,669509.0,0.5744469064257712,0.728174209798996,0.2567717743310039,0.20707344939041972,0.16878131924322481,0.06475234081058429
austin,na,aug,2026-08-25,2025-08-16,lead_matched,old,2025-08-16,2025-08-23,2025-11-21,listings:2025-09-16,24667,5796,1746,129714.0,5.25860461345117,4.391654949962782,69986.0,31673.0,28055.0,484432.2743408932,132396.17903956625,56118.54661954054,672947.0,0.5395408359930308,0.7198669053296816,0.2441756479639823,0.19674087118237582,0.21628351604298687,0.08339222348794265
austin,na,aug,2026-08-25,2025-08-16,calendar_sep,late,2026-08-25,2026-09-01,2026-09-30,14c:2026-08-25,11676,4696,264,58165.0,4.981586159643713,4.337827259285031,31218.0,16508.0,10439.0,437182.3251491367,118310.90649243986,20716.768358423426,576210.0,0.5367145190406601,0.7587204754328053,0.28381328977907677,0.20532602088203927,0.17947219118026306,0.03595350368515546
austin,na,aug,2026-08-25,2025-08-16,calendar_sep,old,2025-08-16,2025-09-02,2025-10-01,listings:2025-09-16,8083,3835,304,45444.0,5.622169986391191,4.581132554596242,21230.0,12690.0,11524.0,368169.1556332221,95219.82555862321,28168.018808154713,491557.0,0.4671683830648711,0.7489856835183347,0.2792447847900713,0.19371064913860084,0.2535868321450577,0.05730366734306441
nashville,na,jun,2025-05-17,2024-05-26,lead_matched,late,2025-05-17,2025-05-24,2025-08-22,listings:2025-06-19,35354,6476,941,163886.0,4.635571646772642,4.243248638320929,100507.0,46333.0,17046.0,616858.6107629187,198122.51824375518,38410.870993326134,853392.0,0.6132738610985685,0.72283148982287,0.2827148139560426,0.2321588651449219,0.10401132494538887,0.0450096450322081
nashville,na,jun,2025-05-17,2024-05-26,lead_matched,old,2024-05-26,2024-06-02,2024-08-31,listings:2024-06-22,36230,6223,837,163566.0,4.514656362130831,4.219051324089254,104013.0,46219.0,13334.0,,,,,0.6359084406294707,,0.2825709499529242,,0.08152060941760512,
nashville,na,jun,2025-05-17,2024-05-26,calendar_q3,late,2025-05-17,2025-07-01,2025-09-30,listings:2025-06-19,22561,5187,900,95547.0,4.235051637782013,3.9720476126788817,65322.0,22515.0,7710.0,556026.833881683,117368.23514979435,19162.93096852266,692558.0,0.6836635373167133,0.8028595928163171,0.23564319130898928,0.1694706221714201,0.08069327137429746,0.027669785012262745
nashville,na,jun,2025-05-17,2024-05-26,calendar_q3,old,2024-05-26,2024-07-02,2024-10-01,listings:2024-06-22,26077,5214,843,110737.0,4.24653909575488,3.983723531453697,75928.0,26493.0,8316.0,,,,,0.6856606193052006,,0.2392425295971536,,0.07509685109764577,
nashville,na,jun,2025-07-22,2024-06-22,lead_matched,late,2025-07-22,2025-07-29,2025-10-27,listings:2025-06-19,37293,6182,772,159009.0,4.263776043761564,4.032316317179667,107193.0,40734.0,11082.0,620171.4787389291,160732.92608546937,25041.59517560143,805946.0,0.6741316529253061,0.7694950762692899,0.25617417882006677,0.1994338654022346,0.0696941682546271,0.031071058328475395
nashville,na,jun,2025-07-22,2024-06-22,lead_matched,old,2024-06-22,2024-06-29,2024-09-27,listings:2024-06-22,35747,6058,850,156827.0,4.387137382157944,4.113244734767429,102669.0,41750.0,12408.0,,,,,0.6546640565718913,,0.2662169141793186,,0.07911902924879007,
nashville,na,jun,2025-07-22,2024-06-22,calendar_q3,late,2025-07-22,2025-07-23,2025-09-30,listings:2025-06-19,33291,6714,976,155159.0,4.6606890751254095,4.206747982280478,92181.0,44370.0,18608.0,618493.2051578892,206602.68015749392,41337.114684616936,866433.0,0.5941066905561392,0.7138384677844556,0.2859647200613564,0.23845199820123877,0.1199285893825044,0.04770953401430571
nashville,na,jun,2025-07-22,2024-06-22,calendar_q3,old,2024-06-22,2024-07-24,2024-10-01,listings:2024-06-22,24459,5470,816,102350.0,4.184553742998487,3.9207863782183106,71510.0,23003.0,7837.0,,,,,0.6986809965803615,,0.2247484123106986,,0.0765705911089399,
nashville,na,jun,2026-06-26,2025-05-17,lead_matched,late,2026-06-26,2026-07-03,2026-10-01,14c:2026-06-26,40397,6675,1437,172979.0,4.281976384384979,4.037036115190283,113619.0,46662.0,12698.0,640695.531189923,187489.7567828047,26680.712027272373,854866.0,0.6568369570872765,0.7494689590999326,0.26975528821417627,0.21932063830214876,0.07340775469854723,0.031210402597918706
nashville,na,jun,2026-06-26,2025-05-17,lead_matched,old,2025-05-17,2025-05-24,2025-08-22,listings:2025-06-19,35354,6476,941,163886.0,4.635571646772642,4.243248638320929,100507.0,46333.0,17046.0,616858.6107629187,198122.51824375518,38410.870993326134,853392.0,0.6132738610985685,0.72283148982287,0.2827148139560426,0.2321588651449219,0.10401132494538887,0.0450096450322081
nashville,na,jun,2026-06-26,2025-05-17,calendar_q3,late,2026-06-26,2026-07-01,2026-09-30,14c:2026-06-26,41401,6709,1387,178839.0,4.319678268640854,4.073985912071897,116668.0,48962.0,13209.0,638464.7020002414,192081.76009942364,28150.537900334926,858697.0,0.6523632988330286,0.743527346666218,0.27377697258427974,0.2236897998938201,0.0738597285826917,0.03278285343996186
nashville,na,jun,2026-06-26,2025-05-17,calendar_q3,old,2025-05-17,2025-07-02,2025-10-01,listings:2025-06-19,22628,5176,905,96072.0,4.245713275587767,3.9785749211005914,65663.0,22614.0,7795.0,555258.4413559657,116917.65427142278,19972.904372611512,692149.0,0.6834769756016321,0.8022238583830442,0.2353859605296028,0.168919776336342,0.0811370638687651,0.02885636528061373
nashville,na,aug,2026-08-27,2025-08-23,lead_matched,late,2026-08-27,2026-09-03,2026-12-02,14c:2026-08-27,43232,6657,790,184417.0,4.26575222057735,4.0602040105025905,124416.0,48689.0,11312.0,655342.4091243449,193924.22485419508,23265.366021459995,872532.0,0.6746449622323322,0.751081231547204,0.264015790301328,0.2222545704389009,0.06133924746633987,0.026664198013895187
nashville,na,aug,2026-08-27,2025-08-23,lead_matched,old,2025-08-23,2025-08-30,2025-11-28,listings:2025-09-23,37883,6295,801,164369.0,4.338859118865982,4.081295632550113,107917.0,44173.0,12279.0,628716.3454565181,180648.66003487562,26604.99450860626,835970.0,0.6565532430081098,0.7520800333223897,0.2687428894742926,0.21609466851068293,0.0747038675175976,0.031825298166927356
nashville,na,aug,2026-08-27,2025-08-23,calendar_sep,late,2026-08-27,2026-09-01,2026-09-30,14c:2026-08-27,19648,6415,160,87876.0,4.472516286644951,4.219930392056505,55919.0,25359.0,6598.0,639018.6637925286,195597.59067208046,16381.745535390959,850998.0,0.6363398425053485,0.7509050124589347,0.2885770858937594,0.22984494754638726,0.07508307160089217,0.019250039994677965
nashville,na,aug,2026-08-27,2025-08-23,calendar_sep,old,2025-08-23,2025-09-02,2025-10-01,listings:2025-09-23,16190,5729,132,73271.0,4.525694873378629,4.265597812577679,45263.0,22740.0,5268.0,582069.1233280923,180544.09680442468,14117.779867483016,776731.0,0.617747812913704,0.7493831498010152,0.31035471059491476,0.23244095678481314,0.07189747649138131,0.018175893414171723
new-orleans,na,jun,2026-06-16,2025-07-05,lead_matched,late,2026-06-16,2026-06-23,2026-09-21,14c:2026-06-16,13191,3209,1183,61621.0,4.671442650291866,4.279843893480257,37468.0,17527.0,6626.0,421137.87000461534,119188.56124621448,23368.568749170172,563695.0,0.6080394670647994,0.7471023691971994,0.28443225523766247,0.21144157965959337,0.10752827769753817,0.04145605114320718
new-orleans,na,jun,2026-06-16,2025-07-05,lead_matched,old,2025-07-05,2025-07-12,2025-10-10,listings:2025-06-09,12605,3171,886,60043.0,4.763427211424038,4.2453042221865465,35474.0,16099.0,8470.0,402104.0944261783,119829.9999015389,28343.905672282774,550278.0,0.5908099195576504,0.7307290032059764,0.26812451076728344,0.21776265796840671,0.1410655696750662,0.05150833882561682
new-orleans,na,jun,2026-06-16,2025-07-05,calendar_q3,late,2026-06-16,2026-07-05,2026-09-30,14c:2026-06-16,10322,2741,675,47895.0,4.640089130013563,4.2951748388357105,29196.0,14048.0,4651.0,363809.1825890982,106542.77771963578,16902.039691266014,487254.0,0.6095834638271218,0.7466520184320667,0.29330827852594216,0.21865962664161973,0.09710825764693601,0.034688354926313614
new-orleans,na,jun,2026-06-16,2025-07-05,calendar_q3,old,2025-07-05,2025-07-06,2025-10-01,listings:2025-06-09,13419,3348,1368,67783.0,5.051270586481854,4.246966939642099,36017.0,18500.0,13266.0,403079.274825375,131437.91427539347,37810.81089923154,572328.0,0.5313574200020654,0.7042801939191775,0.27292979065547407,0.22965487321150366,0.1957127893424605,0.06606493286931889
new-orleans,na,aug,2026-08-15,2025-08-05,lead_matched,late,2026-08-15,2026-08-22,2026-11-20,14c:2026-08-15,21307,3679,1318,97225.0,4.563054395269161,4.271687231125608,60247.0,28448.0,8530.0,455841.1020835015,139808.6644336018,25527.23348289667,621177.0,0.6196657238364618,0.733834482093673,0.29259964001028543,0.22507057478561152,0.08773463615325276,0.04109494312071547
new-orleans,na,aug,2026-08-15,2025-08-05,lead_matched,old,2025-08-05,2025-08-12,2025-11-10,listings:2025-09-11,15802,3320,731,73092.0,4.625490444247563,4.212210230538348,45411.0,19217.0,8464.0,437306.6648600409,127676.4505345851,28090.88460537398,593074.0,0.6212855032014447,0.7373559873810703,0.2629152301209435,0.21527912289964676,0.11579926667761177,0.04736488971928289
new-orleans,na,aug,2026-08-15,2025-08-05,calendar_sep,late,2026-08-15,2026-09-01,2026-09-30,14c:2026-08-15,6960,2897,102,30564.0,4.391379310344828,4.120642268190366,19633.0,8388.0,2543.0,401022.5790745773,90779.1757959091,9328.245129513569,501130.0,0.6423570213322863,0.8002366233803151,0.2744405182567727,0.18114895495362301,0.08320246041094098,0.018614421666061837
new-orleans,na,aug,2026-08-15,2025-08-05,calendar_sep,old,2025-08-05,2025-09-02,2025-10-01,listings:2025-09-11,4395,2180,137,20370.0,4.63481228668942,4.12566168009206,12342.0,5167.0,2861.0,315587.3121711675,69930.8996064928,11133.788222339675,396652.0,0.6058910162002945,0.7956276841442058,0.2536573392243495,0.1763029043254359,0.14045164457535592,0.028069411530358288
san-diego,na,jun,2026-06-27,2025-05-21,lead_matched,late,2026-06-27,2026-07-04,2026-10-02,14c:2026-06-27,35843,7633,2026,243062.0,6.781296208464693,5.870701473780418,88330.0,111558.0,43174.0,496008.1110047378,415798.5242679883,92254.3647272739,1004061.0,0.36340522171297857,0.4940019690085939,0.4589693164706947,0.4141167959595964,0.17762546181632669,0.09188123503180973
san-diego,na,jun,2026-06-27,2025-05-21,lead_matched,old,2025-05-21,2025-05-28,2025-08-26,listings:2025-06-21,37225,7338,2156,269099.0,7.2289858965748826,5.959602116871242,91433.0,116542.0,61124.0,480823.013922571,381815.0942382864,127706.89183914267,990345.0,0.3397745811021223,0.48551061894851893,0.4330822485405,0.38553745839912995,0.22714317035737777,0.12895192265235111
san-diego,na,jun,2026-06-27,2025-05-21,calendar_q3,late,2026-06-27,2026-07-01,2026-09-30,14c:2026-06-27,38644,7988,2712,270009.0,6.987087258047821,5.9870640422875665,94328.0,123405.0,52276.0,495585.88423037535,437412.12638328725,112162.98938633739,1045161.0,0.34935131791903234,0.4741718110706153,0.45704032087819296,0.4185117186570177,0.19360836120277472,0.10731647027236701
san-diego,na,jun,2026-06-27,2025-05-21,calendar_q3,old,2025-05-21,2025-07-02,2025-10-01,listings:2025-06-21,22512,6133,2328,151360.0,6.723525230987917,5.751650352834054,57502.0,64628.0,29230.0,458253.8258948982,302858.5823783935,68827.59172670834,829940.0,0.3799022198731501,0.552152957918522,0.42698202959830867,0.3649162377742891,0.1931157505285412,0.08293080430718888
san-diego,na,aug,2026-08-29,2025-08-26,lead_matched,late,2026-08-29,2026-09-05,2026-12-04,14c:2026-08-29,30864,6887,1737,176921.0,5.732277086573354,4.9883226125680356,82681.0,65470.0,28770.0,603095.3316955259,297421.9731325218,67828.69517195225,968346.0,0.4673328773859519,0.622809751571779,0.3700521701776499,0.3071443194194242,0.16261495243639817,0.07004592900879669
san-diego,na,aug,2026-08-29,2025-08-26,lead_matched,old,2025-08-26,2025-09-02,2025-12-01,listings:2025-09-25,29641,6592,1817,170512.0,5.752572450322189,4.9896939091002785,80705.0,60818.0,28989.0,579764.189720538,272959.436113785,67031.37416567703,919755.0,0.47330979637796755,0.6303463310561378,0.35667870882987707,0.2967740714796712,0.17001149479215538,0.07287959746419104
san-diego,na,aug,2026-08-29,2025-08-26,calendar_sep,late,2026-08-29,2026-09-01,2026-09-30,14c:2026-08-29,17161,6780,383,98804.0,5.7574733407144105,5.037706764688445,45730.0,36924.0,16150.0,609889.5009478824,297220.50517089706,45134.99388122056,952245.0,0.462835512732278,0.6404754038591775,0.3737095664143152,0.31212608642827955,0.16345492085340674,0.04739850971254305
san-diego,na,aug,2026-08-29,2025-08-26,calendar_sep,old,2025-08-26,2025-09-02,2025-10-01,listings:2025-09-25,14022,5830,459,82103.0,5.855298816146056,5.075525187177437,36519.0,31153.0,14431.0,544008.0430517487,252261.28999813925,40836.66695011215,837106.0,0.444794952681388,0.6498675711937899,0.379438022971146,0.3013492795394362,0.175767024347466,0.04878314926677404
paris,emea,jun,2025-05-03,2024-05-11,lead_matched,late,2025-05-03,2025-05-10,2025-08-08,listings:2025-06-06,145008,30871,9830,1309269.0,9.028943230718305,7.040259297168202,307499.0,610943.0,390827.0,1340866.2303171034,1918745.535171086,781305.2345118107,4040917.0,0.23486311827439588,0.3318222646783152,0.4666290884455372,0.47482923682200995,0.298507793280067,0.19334849849967486
paris,emea,jun,2025-05-03,2024-05-11,lead_matched,old,2024-05-11,2024-05-18,2024-08-16,listings:2024-06-10,131934,34319,11290,1182369.0,8.96182182000091,6.964320485196712,275779.0,558172.0,348418.0,,,,,0.23324275247405843,,0.47207935932014455,,0.294677888205797,
paris,emea,jun,2025-05-03,2024-05-11,calendar_q3,late,2025-05-03,2025-07-01,2025-09-30,listings:2025-06-06,76668,21900,12693,656349.0,8.560925027390828,6.406994640648619,174711.0,264623.0,217015.0,1364749.8095242893,1163947.070259139,459697.12021657155,2988394.0,0.26618612963530075,0.4566833588624155,0.4031742259072536,0.38948916048524357,0.33063964445744565,0.15382748065234086
paris,emea,jun,2025-05-03,2024-05-11,calendar_q3,old,2024-05-11,2024-07-02,2024-10-01,listings:2024-06-10,77889,27034,28385,759971.0,9.757103056914326,7.03960856771368,160215.0,324974.0,274782.0,,,,,0.2108172548689358,,0.42761368525904275,,0.3615690598720214,
paris,emea,jun,2025-07-07,2024-06-10,lead_matched,late,2025-07-07,2025-07-14,2025-10-12,listings:2025-06-06,114605,28125,16765,992197.0,8.657536756686008,6.584824867045663,252493.0,427740.0,311964.0,1460759.5321206874,1544458.452878083,596988.0150012295,3602206.0,0.2544786972748355,0.4055180442541841,0.43110390376104746,0.42875350628978,0.314417398964117,0.16572844945603596
paris,emea,jun,2025-07-07,2024-06-10,lead_matched,old,2024-06-10,2024-06-17,2024-09-15,listings:2024-06-10,119099,34706,28598,1062759.0,8.923324293235039,6.878914312933331,250743.0,489829.0,322187.0,,,,,0.23593589891969863,,0.460903177484265,,0.30316092359603636,
paris,emea,jun,2025-07-07,2024-06-10,calendar_q3,late,2025-07-07,2025-07-08,2025-09-30,listings:2025-06-06,140729,35528,41966,1346755.0,9.5698470109217,7.003203070112485,282028.0,596109.0,468618.0,1532356.8566143487,1925654.6861506195,818205.4572350319,4276217.0,0.20941299642473946,0.3583440355375671,0.4426261643728815,0.45031734501561066,0.347960839202379,0.19133861944682223
paris,emea,jun,2025-07-07,2024-06-10,calendar_q3,old,2024-06-10,2024-07-09,2024-10-01,listings:2024-06-10,90659,30162,30960,856569.0,9.448251138883068,6.94832222611949,188445.0,372206.0,295918.0,,,,,0.21999978985931082,,0.43453125200655174,,0.34546895813413747,
paris,emea,jun,2026-06-16,2025-05-03,lead_matched,late,2026-06-16,2026-06-23,2026-09-21,14c:2026-06-16,122044,30906,36767,1119494.0,9.172872078922357,6.868294333532887,260365.0,484338.0,374791.0,1545022.249955518,1786306.2145761643,720371.5354683177,4051700.0,0.2325738235309881,0.38132691214934916,0.4326401034753201,0.4408782028719215,0.3347860729936918,0.17779488497872933
paris,emea,jun,2026-06-16,2025-05-03,lead_matched,old,2025-05-03,2025-05-10,2025-08-08,listings:2025-06-06,145008,30871,9830,1309269.0,9.028943230718305,7.040259297168202,307499.0,610943.0,390827.0,1340866.2303171034,1918745.535171086,781305.2345118107,4040917.0,0.23486311827439588,0.3318222646783152,0.4666290884455372,0.47482923682200995,0.298507793280067,0.19334849849967486
