year,kind,window,weighting,region,n_markets,los_mix_pp,share_lt7_late,share_n7_27_late,share_ge28_late,share_lt7_old,share_n7_27_old,share_ge28_old,d_share_lt7_pp,d_share_n7_27_pp,d_share_ge28_pp,mean_run_late,mean_run_old,n_runs_late,n_runs_old,los_mix_p25,los_mix_p75,los_mix_sd
2026,aug,lead_matched,occupancy_weighted,market_dispersion,30,0.05926072744860022,,,,,,,,,,,,,,-0.03364375760796283,0.20831494402021705,0.21316011433949586
2026,aug,lead_matched,unweighted,apac,16,0.12273481824498537,0.3458633229561931,0.44966428802353964,0.2044723890202672,0.34103427611447956,0.4451673647790112,0.21379835910650924,0.48290468417135357,0.4496923244528439,-0.932597008624203,6.048555110584907,6.070741356864293,447660.0,384912.0,,,
2026,aug,lead_matched,unweighted,emea,4,-0.15163315240155106,0.30362992700981895,0.4345553385700653,0.26181473442011577,0.3207537996835914,0.4256254996954792,0.2536207006209294,-1.7123872673772467,0.8929838874586093,0.8194033799186373,7.419845396879635,7.298873034920142,422052.0,410257.0,,,
2026,aug,lead_matched,unweighted,latam,5,0.2536510008030371,0.34581799919103895,0.4204256884368081,0.23375631237215297,0.33482512749296894,0.4124470481147378,0.25272782439229324,1.0992871698070006,0.7978640322070296,-1.8971512020140273,6.840015959823765,6.96642363055376,222485.0,169732.0,,,
2026,aug,lead_matched,unweighted,na,5,0.28318744832980547,0.5607563423171251,0.3123152996081772,0.12692835807469766,0.5546813791946359,0.2953610895979172,0.14995753120744695,0.607496312248923,1.695421001026004,-2.30291731327493,5.031461653002298,5.096751066809345,151749.0,131569.0,,,
2026,aug,lead_matched,unweighted,global_10k_weighted,30,0.0816606046136037,0.392098075081373,0.3975290932046611,0.20937283171396603,0.39471040623140813,0.3869744348157028,0.2173151589528891,-0.2612331150035188,1.0554658388958273,-0.7942327238923096,,,,,,,
2026,aug,lead_matched,unweighted,market_dispersion,30,0.1202523019247308,,,,,,,,,,,,,,0.05458734596688092,0.32518545147684474,0.522722671747582
2026,jun,calendar_q3,occupancy_weighted,apac,12,-0.1977307859352029,0.490149851469095,0.38615278380820034,0.12369736472270475,0.5041084554429054,0.3853758932049378,0.11051565135215675,-1.395860397381038,0.07768906032625256,1.3181713370547992,6.386738060196653,6.26433655513365,284684.0,202073.0,,,
2026,jun,calendar_q3,occupancy_weighted,emea,2,-0.15790240571687944,0.4543379061467053,0.4232653870297114,0.1223967068235834,0.47972100398870304,0.404162979806493,0.11611601620480388,-2.538309784199777,1.9102407223218376,0.6280690618779519,7.507058281709751,7.39532834095935,241995.0,208416.0,,,
2026,jun,calendar_q3,occupancy_weighted,latam,5,0.6065362431938633,0.5359591628918051,0.39143296355300433,0.07260787355519051,0.4913406515474438,0.3961538165970994,0.11250553185545673,4.4618511344361345,-0.4720853044095086,-3.989765830026622,7.017424165163385,7.765186500192259,155388.0,159785.0,,,
2026,jun,calendar_q3,occupancy_weighted,na,5,-0.3177060294164183,0.6204796548219806,0.30105881400837115,0.07846153116964827,0.6797111612176997,0.2520307205662462,0.06825811821605413,-5.923150639571906,4.9028093442124945,1.0203412953594144,5.498782237895244,5.595151975690928,138042.0,82664.0,,,
2026,jun,calendar_q3,occupancy_weighted,global_10k_weighted,24,-0.08107376206891093,0.521546883075595,0.37642754543878354,0.10102557148562152,0.5435968461024251,0.3549130111643823,0.1004901427331927,-2.2049963026830035,2.151453427440131,0.05354287524288093,,,,,,,
2026,jun,calendar_q3,occupancy_weighted,market_dispersion,24,-0.16937950348797692,,,,,,,,,,,,,,-0.28529534650219884,0.18765935384773438,0.4495708344069638
2026,jun,calendar_q3,unweighted,apac,12,-0.3440607175957089,0.313615368987962,0.43591308885507374,0.25047154215696427,0.327853331659169,0.4476094809657619,0.22453718737506909,-1.4237962671207027,-1.169639211068818,2.593435478189518,6.386738060196653,6.26433655513365,284684.0,202073.0,,,
2026,jun,calendar_q3,unweighted,emea,2,-0.19214558729602127,0.31818440644357404,0.4472032664472362,0.23461232710918972,0.3351057610885428,0.4420900680744717,0.22280417083698553,-1.6921354644968745,0.5113198372764471,1.180815627220419,7.507058281709751,7.39532834095935,241995.0,208416.0,,,
2026,jun,calendar_q3,unweighted,latam,5,1.1928626543650518,0.32650735507878365,0.4455482653284851,0.22794437959273123,0.26944309260435584,0.41499461885975536,0.31556228853588886,5.7064262474427805,3.0553646468729765,-8.761790894315762,7.017424165163385,7.765186500192259,155388.0,159785.0,,,
2026,jun,calendar_q3,unweighted,na,5,0.1490097054956993,0.47464243304462655,0.35896375681441406,0.16639381014095936,0.4958511324871692,0.3183586289858763,0.18579023852695448,-2.1208699442542667,4.060512782853776,-1.9396428385995117,5.498782237895244,5.595151975690928,138042.0,82664.0,,,
2026,jun,calendar_q3,unweighted,global_10k_weighted,24,0.12319403572908633,0.3649858323237073,0.4188784598758314,0.21513570780046135,0.3703042260323721,0.4011673842076449,0.227528389759983,-0.5318393708664854,1.7711075668186436,-1.2392681959521634,,,,,,,
2026,jun,calendar_q3,unweighted,market_dispersion,24,0.146391082938579,,,,,,,,,,,,,,-0.3875451650846331,0.608394779309395,0.8056201495964309
2026,jun,lead_matched,occupancy_weighted,apac,12,0.19639998446381207,0.5244090964577872,0.37977554571765637,0.0958153578245564,0.514891288894259,0.3749039288296219,0.11020478227611918,0.9517807563528269,0.4871616888034447,-1.4389424451562784,6.054177448336394,6.125299274885204,246050.0,218188.0,,,
2026,jun,lead_matched,occupancy_weighted,emea,2,0.3458481859745154,0.4313525763299534,0.433784240045998,0.13486318362404862,0.38885038960576723,0.45862495737436987,0.15252465301986287,4.250218672418615,-2.484071732837184,-1.7661469395814255,7.762492430157462,7.806877688820311,255754.0,287859.0,,,
2026,jun,lead_matched,occupancy_weighted,latam,5,0.1404793200926787,0.5073999933176359,0.41714191433866377,0.07545809234370035,0.5116077783166594,0.39935642854232817,0.0890357931410125,-0.4207784999023523,1.7785485796335598,-1.3577700797312144,7.1371919809276365,7.179404678818396,193978.0,144298.0,,,
2026,jun,lead_matched,occupancy_weighted,na,5,0.2307539444814024,0.6310354917754079,0.294966712043502,0.07399779618109022,0.6237903570342292,0.2841311023670142,0.09207854059875649,0.7245134741178605,1.0835609676487779,-1.8080744417666272,5.456785574388593,5.794935311901418,137076.0,131089.0,,,
2026,jun,lead_matched,occupancy_weighted,global_10k_weighted,24,0.2571493895746469,0.5150697843331425,0.38237277551566096,0.10155744015119655,0.4952611260739195,0.3855323152228412,0.11820655870323939,1.9808658259223113,-0.315953970718024,-1.6649118552042839,,,,,,,
2026,jun,lead_matched,occupancy_weighted,market_dispersion,24,0.2029754307548735,,,,,,,,,,,,,,0.03178433509788018,0.3379322733188607,0.22489132190188468
2026,jun,lead_matched,unweighted,apac,12,0.24353334383691444,0.34992206511342067,0.44283742460512165,0.20724051028145768,0.3393219370670044,0.43523642032880994,0.22544164260418567,1.0600128046416246,0.7601004276311718,-1.8201132322727993,6.054177448336394,6.125299274885204,246050.0,218188.0,,,
2026,jun,lead_matched,unweighted,emea,2,-0.03591327516657207,0.2992419374909528,0.44780238059563143,0.2529556819134158,0.28497552797526665,0.46947397147271275,0.2455505005520206,1.426640951568614,-2.1671590877081313,0.7405181361395174,7.762492430157462,7.806877688820311,255754.0,287859.0,,,
2026,jun,lead_matched,unweighted,latam,5,0.4959601100124605,0.3129265632147507,0.467453464231676,0.21961997255357332,0.30342365685735107,0.4362852979226457,0.2602910452200033,0.9502906357399643,3.11681663090303,-4.067107266642997,7.1371919809276365,7.179404678818396,193978.0,144298.0,,,
2026,jun,lead_matched,unweighted,na,5,0.6333070838030341,0.4854103988018714,0.35376867105803766,0.1608209301400909,0.4529105872441941,0.34040815590458073,0.2066812568512252,3.249981155767734,1.336051515345693,-4.58603267111343,5.456785574388593,5.794935311901418,137076.0,131089.0,,,
2026,jun,lead_matched,unweighted,global_10k_weighted,24,0.2887059735483112,0.3630003585673589,0.42219122409164284,0.2138084173409983,0.34463644336298377,0.42070701106326036,0.23365654557375584,1.8363915204375076,0.14842130283824378,-1.9848128232757527,,,,,,,
2026,jun,lead_matched,unweighted,market_dispersion,24,0.27684585912908494,,,,,,,,,,,,,,0.03540918691291025,0.4549279993449951,0.3289536006523287

