vintage_date,object,spec_id,prior_basis,params
2022-08-02,pct_rev_seasonal,drift_k4_ew,PIT,"drift{cor:-4.078, ops:-4.643, pd:-7.718, sm:-1.483, ga:-6.812}; n_params=6"
2022-08-02,pct_rev_seasonal,drift_k4_ew,full_sample,"drift{cor:0.1643, ops:-0.7252, pd:-0.3062, sm:2.288, ga:-0.6586}; n_params=6"
2022-08-02,pct_rev_seasonal,drift_k8_rw,PIT,"drift{cor:-6.819, ops:-8.308, pd:-11.54, sm:-4.384, ga:-8.748}; n_params=6"
2022-08-02,pct_rev_seasonal,drift_k8_rw,full_sample,"drift{cor:-0.1172, ops:-0.6904, pd:0.05153, sm:2.031, ga:-0.7178}; n_params=6"
2022-08-02,pct_rev_seasonal,nodrift,PIT,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-08-02,pct_rev_seasonal,nodrift,full_sample,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-08-02,pct_rev_seasonal,drift_k4_rw_revknown,PIT,"drift{cor:-4.089, ops:-4.581, pd:-7.552, sm:-2.01, ga:-6.481}; n_params=6"
2022-08-02,pct_rev_seasonal,drift_k4_rw_revknown,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2022-08-02,per_night_seasonal,g_k4_rw,PIT,"growth{cor:-0.02064, ops:-0.1138, pd:-0.226, sm:0.148, ga:-0.2672}; n_params=6"
2022-08-02,per_night_seasonal,g_k4_rw,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2022-08-02,per_night_seasonal,g_k4_ew,PIT,"growth{cor:-0.02204, ops:-0.1161, pd:-0.232, sm:0.2019, ga:-0.2842}; n_params=6"
2022-08-02,per_night_seasonal,g_k4_ew,full_sample,"growth{cor:0.05755, ops:-0.03127, pd:0.0196, sm:0.1667, ga:-0.02685}; n_params=6"
2022-08-02,per_night_seasonal,g_k8_rw,PIT,"growth{cor:-0.0827, ops:-0.1919, pd:-0.2729, sm:0.05717, ga:-0.3024}; n_params=6"
2022-08-02,per_night_seasonal,g_k8_rw,full_sample,"growth{cor:0.03043, ops:-0.03192, pd:0.04324, sm:0.1477, ga:-0.04696}; n_params=6"
2022-08-02,per_night_seasonal,nogrowth,PIT,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-08-02,per_night_seasonal,nogrowth,full_sample,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-08-02,per_night_seasonal,g_k4_rw_nightsknown,PIT,"growth{cor:-0.02064, ops:-0.1138, pd:-0.226, sm:0.148, ga:-0.2672}; n_params=6"
2022-08-02,per_night_seasonal,g_k4_rw_nightsknown,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2022-08-02,q_sentence_direction,k_fit_rw,PIT,k=17.46; pool_n=1; n_params=1
2022-08-02,q_sentence_direction,k_fit_rw,full_sample,k=2.027; pool_n=16; n_params=1
2022-08-02,q_sentence_direction,k_fit_ew,PIT,k=17.46; pool_n=1; n_params=1
2022-08-02,q_sentence_direction,k_fit_ew,full_sample,k=3.063; pool_n=16; n_params=1
2022-08-02,q_sentence_direction,k_fit_median,PIT,k=17.46; pool_n=1; n_params=1
2022-08-02,q_sentence_direction,k_fit_median,full_sample,k=1.952; pool_n=16; n_params=1
2022-08-02,q_sentence_direction,k_abs_rw,PIT,k=34.78; pool_n=6; n_params=1
2022-08-02,q_sentence_direction,k_abs_rw,full_sample,k=1.663; pool_n=8; n_params=1
2022-08-02,sarima_margin,margin_aicc,PIT,margin=None; n_params=0
2022-08-02,sarima_margin,margin_aicc,full_sample,"margin=SARIMA(0, 1, 1)x(0, 1, 1, 4)n aicc=61.4; n_params=3"
2022-08-02,sarima_margin,lines_aicc,PIT,cor=None; ops=None; pd=None; sm=None; ga=None; n_params=0
2022-08-02,sarima_margin,lines_aicc,full_sample,"cor=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-47.8; ops=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-38.9; pd=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-53.2; sm=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.6; ga=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.5; n_params=13"
2022-11-01,yoy_margin_change,k4_rw,PIT,delta=14.55; n_params=2
2022-11-01,yoy_margin_change,k4_rw,full_sample,delta=-0.3487; n_params=2
2022-11-01,yoy_margin_change,k2_rw,PIT,delta=8.686; n_params=2
2022-11-01,yoy_margin_change,k2_rw,full_sample,delta=1.154; n_params=2
2022-11-01,yoy_margin_change,k4_ew,PIT,delta=16.17; n_params=2
2022-11-01,yoy_margin_change,k4_ew,full_sample,delta=-0.6612; n_params=2
2022-11-01,yoy_margin_change,k2_ew,PIT,delta=9.384; n_params=2
2022-11-01,yoy_margin_change,k2_ew,full_sample,delta=1.144; n_params=2
2022-11-01,yoy_margin_change,k4_rw_shrink50,PIT,delta=7.276; n_params=3
2022-11-01,yoy_margin_change,k4_rw_shrink50,full_sample,delta=-0.1743; n_params=3
2022-11-01,incremental_margin,k4_rw,PIT,m=0.5501; n_params=2
2022-11-01,incremental_margin,k4_rw,full_sample,m=0.2956; n_params=2
2022-11-01,incremental_margin,k8_rw,PIT,m=0.5715; n_params=2
2022-11-01,incremental_margin,k8_rw,full_sample,m=0.3079; n_params=2
2022-11-01,incremental_margin,k4_ew,PIT,m=0.5447; n_params=2
2022-11-01,incremental_margin,k4_ew,full_sample,m=0.2939; n_params=2
2022-11-01,incremental_margin,k8_ew,PIT,m=0.5773; n_params=2
2022-11-01,incremental_margin,k8_ew,full_sample,m=0.3496; n_params=2
2022-11-01,incremental_margin,k8_median,PIT,m=0.5826; n_params=2
2022-11-01,incremental_margin,k8_median,full_sample,m=0.3549; n_params=2
2022-11-01,incremental_margin,k4_rw_revknown,PIT,m=0.5501; n_params=2
2022-11-01,incremental_margin,k4_rw_revknown,full_sample,m=0.2956; n_params=2
2022-11-01,pct_rev_seasonal,drift_k4_rw,PIT,"drift{cor:-2.965, ops:-3.537, pd:-6.07, sm:-2.129, ga:-4.895}; n_params=6"
2022-11-01,pct_rev_seasonal,drift_k4_rw,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2022-11-01,pct_rev_seasonal,drift_k4_ew,PIT,"drift{cor:-3.331, ops:-4.072, pd:-6.891, sm:-2.277, ga:-5.68}; n_params=6"
2022-11-01,pct_rev_seasonal,drift_k4_ew,full_sample,"drift{cor:0.1643, ops:-0.7252, pd:-0.3062, sm:2.288, ga:-0.6586}; n_params=6"
2022-11-01,pct_rev_seasonal,drift_k8_rw,PIT,"drift{cor:-5.279, ops:-6.496, pd:-9.276, sm:-3.296, ga:-7.004}; n_params=6"
