object,spec_id,prior_basis,target,quarter,vintage_date,horizon_q,point,n_train,knowable_from,notes,scenario,n_params,target_print_date,actual,err,rel_err,q05,q10,q25,q50,q75,q90,q95,sd,sigma_n,sigma_kind
yoy_margin_change,k2_rw,full_sample,adj_ebitda_margin_pct,2022Q2,2021-11-04,2,17.481226367527803,7,2021-11-04,margin[2021Q2]=16.33 + delta +1.15; rev=2225,,2,2022-08-02,33.79105720383992,-16.309830836312116,0.9329912268974669,-5.154453932008952,-0.15486662562351938,8.199224552539953,17.481226367527803,26.763228182515654,35.117319360679126,40.116906667064555,13.761516483074011,17.0,additive
yoy_margin_change,k2_rw,full_sample,adj_ebitda_musd,2022Q2,2021-11-04,2,388.92830975082467,7,2021-11-04,margin[2021Q2]=16.33 + delta +1.15; rev=2225,,2,2022-08-02,711.0,-322.07169024917533,0.8281004035307111,192.31355142679047,235.7402404839335,308.3043338213523,388.92830975082467,469.552285680297,542.1163790177159,585.5430680748589,119.53328557777796,17.0,relative
yoy_margin_change,k4_ew,PIT,adj_ebitda_margin_pct,2021Q4,2021-11-04,0,57.60211225727431,7,2021-11-04,margin[2020Q4]=-2.39 + delta +59.99; rev=1432,,2,2022-02-15,21.730108141547184,35.87200411572712,-0.6227550120993526,52.667551376419894,53.7574575606405,55.578643006686065,57.60211225727431,59.62558150786255,61.44676695390811,62.53667313812872,3.0,0.0,additive_fallback
yoy_margin_change,k4_ew,PIT,adj_ebitda_musd,2021Q4,2021-11-04,0,824.7047997480585,7,2021-11-04,margin[2020Q4]=-2.39 + delta +59.99; rev=1432,,2,2022-02-15,333.0,491.70479974805846,-0.5962191561129155,689.0529316450703,719.0146270251314,769.0793063113008,824.7047997480585,880.3302931848161,930.3949724709855,960.3566678510466,82.47047997480585,0.0,relative_fallback
yoy_margin_change,k4_ew,PIT,adj_ebitda_margin_pct,2022Q1,2021-11-04,1,53.380859343212165,7,2021-11-04,margin[2021Q1]=-6.61 + delta +59.99; rev=1478,,2,2022-05-03,15.176246589486508,38.204612753725655,-0.7156987209233397,48.446298462357746,49.53620464657836,51.35739009262392,53.380859343212165,55.40432859380041,57.22551403984597,58.315420224066585,3.0,0.0,additive_fallback
yoy_margin_change,k4_ew,PIT,adj_ebitda_musd,2022Q1,2021-11-04,1,789.0882466298823,7,2021-11-04,margin[2021Q1]=-6.61 + delta +59.99; rev=1478,,2,2022-05-03,229.0,560.0882466298823,-0.7097916475400106,659.2947801844883,687.9625188477453,735.865053194677,789.0882466298823,842.3114400650876,890.2139744120193,918.8817130752763,78.90882466298824,0.0,relative_fallback
yoy_margin_change,k4_ew,PIT,adj_ebitda_margin_pct,2022Q2,2021-11-04,2,76.31506587080733,7,2021-11-04,margin[2021Q2]=16.33 + delta +59.99; rev=2225,,2,2022-08-02,33.79105720383992,42.52400866696741,-0.5572164314049822,71.38050498995291,72.47041117417353,74.29159662021908,76.31506587080733,78.33853512139558,80.15972056744113,81.24962675166175,3.0,0.0,additive_fallback
yoy_margin_change,k4_ew,PIT,adj_ebitda_musd,2022Q2,2021-11-04,2,1697.8837155721499,7,2021-11-04,margin[2021Q2]=16.33 + delta +59.99; rev=2225,,2,2022-08-02,711.0,986.8837155721499,-0.5812434070254284,1418.6066968020805,1480.2911621917326,1583.3631992543246,1697.8837155721499,1812.404231889975,1915.4762689525671,1977.1607343422193,169.788371557215,0.0,relative_fallback
yoy_margin_change,k4_ew,full_sample,adj_ebitda_margin_pct,2021Q4,2021-11-04,0,-3.047010742922511,7,2021-11-04,margin[2020Q4]=-2.39 + delta -0.66; rev=1471,,2,2022-02-15,21.730108141547184,-24.777118884469694,-8.13161520418696,-23.350940915964348,-18.86637185421834,-11.372853581470547,-3.047010742922511,5.278832095625525,12.772350368373319,17.25691943011933,12.343913063360295,19.0,additive
yoy_margin_change,k4_ew,full_sample,adj_ebitda_musd,2021Q4,2021-11-04,0,-44.82495843783582,7,2021-11-04,margin[2020Q4]=-2.39 + delta -0.66; rev=1471,,2,2022-02-15,333.0,-377.8249584378358,-8.428897016420244,-64.14667583195315,-59.879050041922326,-52.74803446416359,-44.82495843783582,-36.90188241150805,-29.770866833749313,-25.50324104371849,11.746770094022095,19.0,relative
yoy_margin_change,k4_ew,full_sample,adj_ebitda_margin_pct,2022Q1,2021-11-04,1,-7.268263656984656,7,2021-11-04,margin[2021Q1]=-6.61 + delta -0.66; rev=1478,,2,2022-05-03,15.176246589486508,-22.444510246471165,-3.0880154195978347,-32.41447788547644,-26.86038400374808,-17.579736650960047,-7.268263656984656,3.043209336990735,12.323856689778767,17.877950571507128,15.287812736928517,18.0,additive
yoy_margin_change,k4_ew,full_sample,adj_ebitda_musd,2022Q1,2021-11-04,1,-107.44115954107457,7,2021-11-04,margin[2021Q1]=-6.61 + delta -0.66; rev=1478,,2,2022-05-03,229.0,-336.44115954107457,-3.1313991861047787,-160.55188050346027,-148.82121092151021,-129.21977639043283,-107.44115954107457,-85.66254269171633,-66.06110816063892,-54.33043857868885,32.28902565684201,18.0,relative
yoy_margin_change,k4_ew,full_sample,adj_ebitda_margin_pct,2022Q2,2021-11-04,2,15.665942870610504,7,2021-11-04,margin[2021Q2]=16.33 + delta -0.66; rev=2225,,2,2022-08-02,33.79105720383992,-18.125114333229416,1.1569756434662062,-12.925984661238154,-6.61082929317757,3.941518433936885,15.665942870610504,27.390367307284123,37.942715034398574,44.25787040245916,17.3826576805136,17.0,additive
yoy_margin_change,k4_ew,full_sample,adj_ebitda_musd,2022Q2,2021-11-04,2,348.5412609630996,7,2021-11-04,margin[2021Q2]=16.33 + delta -0.66; rev=2225,,2,2022-08-02,711.0,-362.4587390369004,1.0399306470497742,172.71070821625966,211.54674883686457,276.4400699173909,348.5412609630996,420.6424520088084,485.5357730893346,524.3718137099395,106.89738580126401,17.0,relative
yoy_margin_change,k2_ew,PIT,adj_ebitda_margin_pct,2021Q4,2021-11-04,0,71.04400475836663,7,2021-11-04,margin[2020Q4]=-2.39 + delta +73.43; rev=1432,,2,2022-02-15,21.730108141547184,49.31389661681944,-0.6941317115292814,66.1094438775122,67.19935006173283,69.02053550777838,71.04400475836663,73.06747400895487,74.88865945500042,75.97856563922105,3.0,0.0,additive_fallback
yoy_margin_change,k2_ew,PIT,adj_ebitda_musd,2021Q4,2021-11-04,0,1017.1559587235408,7,2021-11-04,margin[2020Q4]=-2.39 + delta +73.43; rev=1432,,2,2022-02-15,333.0,684.1559587235408,-0.6726165765003318,849.848691935369,886.8021775930235,948.5498318725512,1017.1559587235408,1085.7620855745304,1147.5097398540581,1184.4632255117126,101.71559587235409,0.0,relative_fallback
yoy_margin_change,k2_ew,PIT,adj_ebitda_margin_pct,2022Q1,2021-11-04,1,66.82275184430448,7,2021-11-04,margin[2021Q1]=-6.61 + delta +73.43; rev=1478,,2,2022-05-03,15.176246589486508,51.64650525481797,-0.7728880333326167,61.88819096345006,62.978097147670674,64.79928259371623,66.82275184430448,68.84622109489273,70.66740654093827,71.7573127251589,3.0,0.0,additive_fallback
yoy_margin_change,k2_ew,PIT,adj_ebitda_musd,2022Q1,2021-11-04,1,987.7894199638977,7,2021-11-04,margin[2021Q1]=-6.61 + delta +73.43; rev=1478,,2,2022-05-03,229.0,758.7894199638977,-0.7681692116034513,825.3125189547069,861.199112205585,921.1640360521195,987.7894199638977,1054.4148038756757,1114.3797277222102,1150.2663209730886,98.77894199638978,0.0,relative_fallback
yoy_margin_change,k2_ew,PIT,adj_ebitda_margin_pct,2022Q2,2021-11-04,2,89.75695837189963,7,2021-11-04,margin[2021Q2]=16.33 + delta +73.43; rev=2225,,2,2022-08-02,33.79105720383992,55.96590116805971,-0.6235271580412762,84.82239749104521,85.91230367526583,87.73348912131138,89.75695837189963,91.78042762248788,93.60161306853342,94.69151925275405,3.0,0.0,additive_fallback
yoy_margin_change,k2_ew,PIT,adj_ebitda_musd,2022Q2,2021-11-04,2,1996.9435424051942,7,2021-11-04,margin[2021Q2]=16.33 + delta +73.43; rev=2225,,2,2022-08-02,711.0,1285.9435424051942,-0.6439558831274494,1668.4755595509437,1741.0249300978385,1862.2517472979384,1996.9435424051942,2131.63533751245,2252.86215471255,2325.4115252594447,199.69435424051943,0.0,relative_fallback
yoy_margin_change,k2_ew,full_sample,adj_ebitda_margin_pct,2021Q4,2021-11-04,0,-1.2418919177250598,7,2021-11-04,margin[2020Q4]=-2.39 + delta +1.14; rev=1471,,2,2022-02-15,21.730108141547184,-22.972000059272244,-18.497583993744914,-21.313241980059807,-16.8800433456136,-9.472362804507302,-1.2418919177250598,6.988578969057183,14.39625951016348,18.82945814460969,12.202514396089123,19.0,additive
yoy_margin_change,k2_ew,full_sample,adj_ebitda_musd,2021Q4,2021-11-04,0,-18.269628266199298,7,2021-11-04,margin[2020Q4]=-2.39 + delta +1.14; rev=1471,,2,2022-02-15,333.0,-351.2696282661993,-19.226971843542348,-24.69622932124478,-23.276773284013764,-20.90492448295828,-18.269628266199298,-15.634332049440317,-13.262483248384832,-11.843027211153817,3.907096017386284,19.0,relative
yoy_margin_change,k2_ew,full_sample,adj_ebitda_margin_pct,2022Q1,2021-11-04,1,-5.463144831787205,7,2021-11-04,margin[2021Q1]=-6.61 + delta +1.14; rev=1478,,2,2022-05-03,15.176246589486508,-20.639391421273714,-3.777932318613229,-27.69950759693762,-22.788118341139427,-14.58140223839488,-5.463144831787205,3.6551125748204703,11.861828677565018,16.773217933363213,13.518748659941675,18.0,additive
yoy_margin_change,k2_ew,full_sample,adj_ebitda_musd,2022Q1,2021-11-04,1,-80.75747429772761,7,2021-11-04,margin[2021Q1]=-6.61 + delta +1.14; rev=1478,,2,2022-05-03,229.0,-309.75747429772764,-3.8356508421220363,-118.34092009639966,-110.03979037293773,-96.16896657454292,-80.75747429772761,-65.3459820209123,-51.475158222517486,-43.17402849905558,22.849112640088336,18.0,relative
yoy_margin_change,k2_ew,full_sample,adj_ebitda_margin_pct,2022Q2,2021-11-04,2,17.471061695807954,7,2021-11-04,margin[2021Q2]=16.33 + delta +1.14; rev=2225,,2,2022-08-02,33.79105720383992,-16.319995508031965,0.9341158420811839,-6.910470435920647,-1.5252733955421647,7.47315474076402,17.471061695807954,27.468968650851888,36.46739678715807,41.85259382753655,14.822919031960724,17.0,additive
yoy_margin_change,k2_ew,full_sample,adj_ebitda_musd,2022Q2,2021-11-04,2,388.70216265404457,7,2021-11-04,margin[2021Q2]=16.33 + delta +1.14; rev=2225,,2,2022-08-02,711.0,-322.29783734595543,0.8291639931852122,190.7806544711454,234.495967944279,307.54234002585525,388.70216265404457,469.8619852822339,542.9083573638102,586.6236708369438,120.32773308207466,17.0,relative
yoy_margin_change,k4_rw_shrink50,PIT,adj_ebitda_margin_pct,2021Q4,2021-11-04,0,26.811217612035772,7,2021-11-04,margin[2020Q4]=-2.39 + delta +29.20; rev=1432,,3,2022-02-15,21.730108141547184,5.081109470488588,-0.18951431240510452,21.876656731181356,22.966562915401973,24.787748361447527,26.811217612035772,28.834686862624018,30.655872308669572,31.74577849289019,3.0,0.0,additive_fallback
yoy_margin_change,k4_rw_shrink50,PIT,adj_ebitda_musd,2021Q4,2021-11-04,0,383.86335127742194,7,2021-11-04,margin[2020Q4]=-2.39 + delta +29.20; rev=1432,,3,2022-02-15,333.0,50.86335127742194,-0.13250379622894104,320.7234487171805,334.66928339894423,357.9721616861681,383.86335127742194,409.7545408686758,433.05741915589965,447.0032538376634,38.38633512774219,0.0,relative_fallback
yoy_margin_change,k4_rw_shrink50,PIT,adj_ebitda_margin_pct,2022Q1,2021-11-04,1,22.589964697973627,7,2021-11-04,margin[2021Q1]=-6.61 + delta +29.20; rev=1478,,3,2022-05-03,15.176246589486508,7.413718108487119,-0.3281863521084717,17.65540381711921,18.745310001339828,20.566495447385382,22.589964697973627,24.613433948561873,26.434619394607427,27.524525578828044,3.0,0.0,additive_fallback
yoy_margin_change,k4_rw_shrink50,PIT,adj_ebitda_musd,2022Q1,2021-11-04,1,333.9300988083777,7,2021-11-04,margin[2021Q1]=-6.61 + delta +29.20; rev=1478,,3,2022-05-03,229.0,104.93009880837769,-0.31422773563335105,279.00348539105534,291.13523471734374,311.40685591555615,333.9300988083777,356.45334170119924,376.72496289941165,388.85671222570005,33.39300988083777,0.0,relative_fallback
yoy_margin_change,k4_rw_shrink50,PIT,adj_ebitda_margin_pct,2022Q2,2021-11-04,2,45.52417122556879,7,2021-11-04,margin[2021Q2]=16.33 + delta +29.20; rev=2225,,3,2022-08-02,33.79105720383992,11.733114021728873,-0.2577337204798784,40.58961034471437,41.67951652893499,43.50070197498055,45.52417122556879,47.547640476157035,49.368825922202596,50.45873210642321,3.0,0.0,additive_fallback
yoy_margin_change,k4_rw_shrink50,PIT,adj_ebitda_musd,2022Q2,2021-11-04,2,1012.8373487833013,7,2021-11-04,margin[2021Q2]=16.33 + delta +29.20; rev=2225,,3,2022-08-02,711.0,301.8373487833013,-0.29801166904626075,846.2404301174887,883.037019785773,944.5225077462903,1012.8373487833013,1081.1521898203123,1142.6376777808296,1179.434267449114,101.28373487833014,0.0,relative_fallback
yoy_margin_change,k4_rw_shrink50,full_sample,adj_ebitda_margin_pct,2021Q4,2021-11-04,0,-2.560106222966351,7,2021-11-04,margin[2020Q4]=-2.39 + delta -0.17; rev=1471,,3,2022-02-15,21.730108141547184,-24.290214364513535,-9.487971298459984,-8.411591386349913,-7.119162329249569,-4.959570042395372,-2.560106222966351,-0.16064240353732995,1.9989498833168668,3.291378940417212,3.557450381909392,19.0,additive
yoy_margin_change,k4_rw_shrink50,full_sample,adj_ebitda_musd,2021Q4,2021-11-04,0,-37.662044778629095,7,2021-11-04,margin[2020Q4]=-2.39 + delta -0.17; rev=1471,,3,2022-02-15,333.0,-370.6620447786291,-9.841792896729737,-46.18100556155407,-44.29940590869192,-41.15533538896424,-37.662044778629095,-34.16875416829395,-31.02468364856627,-29.143083995704117,5.179160408767673,19.0,relative
yoy_margin_change,k4_rw_shrink50,full_sample,adj_ebitda_margin_pct,2022Q1,2021-11-04,1,-6.781359137028496,7,2021-11-04,margin[2021Q1]=-6.61 + delta -0.17; rev=1478,,3,2022-05-03,15.176246589486508,-21.957605726515006,-3.237935830093279,-16.290697893825232,-14.190351506552172,-10.680764784745124,-6.781359137028496,-2.881953489311869,0.6276332324951808,2.7279796197682407,5.781267464157946,18.0,additive
yoy_margin_change,k4_rw_shrink50,full_sample,adj_ebitda_musd,2022Q1,2021-11-04,1,-100.24362397016722,7,2021-11-04,margin[2021Q1]=-6.61 + delta -0.17; rev=1478,,3,2022-05-03,229.0,-329.2436239701672,-3.284434569805168,-135.2382360003712,-127.50890709207806,-114.59353738477735,-100.24362397016722,-85.89371055555709,-72.9783408482564,-65.24901193996327,21.275213463864283,18.0,relative
yoy_margin_change,k4_rw_shrink50,full_sample,adj_ebitda_margin_pct,2022Q2,2021-11-04,2,16.152847390566667,7,2021-11-04,margin[2021Q2]=16.33 + delta -0.17; rev=2225,,3,2022-08-02,33.79105720383992,-17.638209813273253,1.0919566926369924,4.146875643305627,6.798658278248428,11.229670791759055,16.152847390566667,21.076023989374278,25.507036502884905,28.158819137827706,7.299112547487029,17.0,additive
yoy_margin_change,k4_rw_shrink50,full_sample,adj_ebitda_musd,2022Q2,2021-11-04,2,359.3740794379151,7,2021-11-04,margin[2021Q2]=16.33 + delta -0.17; rev=2225,,3,2022-08-02,711.0,-351.6259205620849,0.9784398505091163,212.24028732283296,244.73801788204975,299.040300758147,359.3740794379151,419.7078581176832,474.01014099378045,506.50787155299724,89.4509941214502,17.0,relative
incremental_margin,k4_rw,PIT,adj_ebitda_musd,2021Q4,2021-11-04,0,348.63755922401174,7,2021-11-04,E[2020Q4]=-20 + m 0.645 x (rev 1432 - 859),,2,2022-02-15,333.0,15.637559224011738,-0.04485334069805158,291.2917838458993,303.95785824089364,325.1223132010142,348.63755922401174,372.15280524700927,393.31726020712983,405.98333460212416,34.863755922401175,0.0,relative_fallback
incremental_margin,k4_rw,PIT,adj_ebitda_margin_pct,2021Q4,2021-11-04,0,24.35084630240861,7,2021-11-04,E[2020Q4]=-20 + m 0.645 x (rev 1432 - 859),,2,2022-02-15,21.730108141547184,2.620738160861425,-0.10762410999252214,19.416285421554193,20.50619160577481,22.327377051820363,24.35084630240861,26.374315552996855,28.19550099904241,29.285407183263025,3.0,0.0,additive_fallback
incremental_margin,k4_rw,PIT,adj_ebitda_musd,2022Q1,2021-11-04,1,322.6760682384181,7,2021-11-04,E[2021Q1]=-59 + m 0.645 x (rev 1478 - 887),,2,2022-05-03,229.0,93.67606823841811,-0.29030993451055365,269.6005781211778,281.323466196946,300.91189817237967,322.6760682384181,344.44023830445656,364.0286702798902,375.7515583556584,32.26760682384181,0.0,relative_fallback
incremental_margin,k4_rw,PIT,adj_ebitda_margin_pct,2022Q1,2021-11-04,1,21.828643229221605,7,2021-11-04,E[2021Q1]=-59 + m 0.645 x (rev 1478 - 887),,2,2022-05-03,15.176246589486508,6.652396639735096,-0.3047553881328572,16.89408234836719,17.983988532587805,19.80517397863336,21.828643229221605,23.85211247980985,25.673297925855405,26.76320411007602,3.0,0.0,additive_fallback
incremental_margin,k4_rw,PIT,adj_ebitda_musd,2022Q2,2021-11-04,2,791.6599249619918,7,2021-11-04,E[2021Q2]=218 + m 0.645 x (rev 2225 - 1335),,2,2022-08-02,711.0,80.6599249619918,-0.10188708865850993,661.4434550734055,690.2046233405956,738.2632744592056,791.6599249619918,845.056575464778,893.115226583388,921.8763948505781,79.16599249619918,0.0,relative_fallback
incremental_margin,k4_rw,PIT,adj_ebitda_margin_pct,2022Q2,2021-11-04,2,35.582872234800874,7,2021-11-04,E[2021Q2]=218 + m 0.645 x (rev 2225 - 1335),,2,2022-08-02,33.79105720383992,1.7918150309609544,-0.0503561100727703,30.648311353946458,31.738217538167074,33.55940298421263,35.582872234800874,37.606341485389116,39.42752693143468,40.517433115655294,3.0,0.0,additive_fallback
incremental_margin,k4_rw,full_sample,adj_ebitda_musd,2021Q4,2021-11-04,0,160.3546781357916,7,2021-11-04,E[2020Q4]=-20 + m 0.296 x (rev 1471 - 859),,2,2022-02-15,333.0,-172.6453218642084,1.076646617805617,125.2304912366947,132.988439601579,145.95163116600108,160.3546781357916,174.75772510558213,187.72091667000421,195.47886503488849,21.35398939065182,19.0,relative
incremental_margin,k4_rw,full_sample,adj_ebitda_margin_pct,2021Q4,2021-11-04,0,10.900231567090966,7,2021-11-04,E[2020Q4]=-20 + m 0.296 x (rev 1471 - 859),,2,2022-02-15,21.730108141547184,-10.829876574456218,0.9935455506425059,5.068047273594976,6.3562133095351365,8.508682274946153,10.900231567090966,13.291780859235779,15.444249824646796,16.732415860586954,3.5457162861994016,19.0,additive
