object,spec_id,scenario,period,adj_ebitda_musd,revenue_musd,adj_ebitda_margin_pct,quarters,vintage_date,street_ebitda_musd,street_revenue_musd,street_margin_pct,mgmt_fy26_guide
pct_rev_seasonal,nodrift,base,FY2028,6089.968124927629,17137.441,35.53604137821761,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
pct_rev_seasonal,nodrift,bear,FY2026,5069.965484630153,14213.842499999999,35.66921108511054,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
pct_rev_seasonal,nodrift,bear,FY2027,5291.412614437777,14948.333900000001,35.39800923524846,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
pct_rev_seasonal,nodrift,bull,FY2026,5099.427639273781,14317.972099999999,35.61557183977039,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
pct_rev_seasonal,nodrift,bull,FY2027,5900.888487005168,16570.7436,35.61028176795377,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
per_night_seasonal,g_k4_ew,base,FY2026,5098.875287075487,14268.1433,35.73608128168636,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
per_night_seasonal,g_k4_ew,base,FY2027,5407.7944475249515,15828.606600000001,34.164690450547624,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
per_night_seasonal,g_k4_ew,base,FY2028,5290.898217802975,17137.441,30.87332710760594,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
per_night_seasonal,g_k4_ew,bear,FY2026,5077.164692270708,14213.842499999999,35.719860356344235,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
per_night_seasonal,g_k4_ew,bear,FY2027,4854.541640624417,14948.333900000001,32.47546966170201,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
per_night_seasonal,g_k4_ew,bull,FY2026,5109.050454731256,14317.972099999999,35.68277978926398,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
per_night_seasonal,g_k4_ew,bull,FY2027,5854.597633120373,16570.7436,35.33092886139625,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
per_night_seasonal,g_k4_rw,base,FY2026,5110.50532380981,14268.1433,35.817591794230225,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
per_night_seasonal,g_k4_rw,base,FY2027,5440.837596424018,15828.606600000001,34.373446342548036,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
per_night_seasonal,g_k4_rw,base,FY2028,5344.7337174227,17137.441,31.18746677186343,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
per_night_seasonal,g_k4_rw,bear,FY2026,5088.71351868047,14213.842499999999,35.80111091480344,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
per_night_seasonal,g_k4_rw,bear,FY2027,4886.525912998094,14948.333900000001,32.68943512827268,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
per_night_seasonal,g_k4_rw,bull,FY2026,5120.779366958885,14317.972099999999,35.76469720149046,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
per_night_seasonal,g_k4_rw,bull,FY2027,5888.62602832674,16570.7436,35.53628111370174,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
per_night_seasonal,g_k8_rw,base,FY2026,5149.300538286729,14268.1433,36.08949272528493,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
per_night_seasonal,g_k8_rw,base,FY2027,5581.100775312647,15828.606600000001,35.25958359033729,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
per_night_seasonal,g_k8_rw,base,FY2028,5625.2135353158765,17137.441,32.82411612863249,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
per_night_seasonal,g_k8_rw,bear,FY2026,5127.235643919708,14213.842499999999,36.072129291707775,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
per_night_seasonal,g_k8_rw,bear,FY2027,5022.320054893331,14948.333900000001,33.597858386701745,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
per_night_seasonal,g_k8_rw,bull,FY2026,5159.905026243283,14317.972099999999,36.03795977674299,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
per_night_seasonal,g_k8_rw,bull,FY2027,6033.041217673057,16570.7436,36.40778810718582,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
per_night_seasonal,nogrowth,base,FY2026,5362.241585150781,14268.1433,37.58191568731148,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
per_night_seasonal,nogrowth,base,FY2027,6336.159189147117,15828.606600000001,40.02979762695673,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
per_night_seasonal,nogrowth,base,FY2028,7071.1753240157905,17137.441,41.26155896913542,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
per_night_seasonal,nogrowth,bear,FY2026,5338.7425,14213.842499999999,37.56016362218732,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
per_night_seasonal,nogrowth,bear,FY2027,5753.498203310099,14948.333900000001,38.48922723963303,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
per_night_seasonal,nogrowth,bull,FY2026,5374.641553650533,14317.972099999999,37.53772891938051,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
per_night_seasonal,nogrowth,bull,FY2027,6810.305745252804,16570.7436,41.098371380586705,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
sarima_margin,lines_aicc,base,FY2026,5157.385498853357,14268.1433,36.146157144730644,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
sarima_margin,lines_aicc,base,FY2027,5412.121148824681,15828.606600000001,34.192025145313046,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
sarima_margin,lines_aicc,base,FY2028,5205.884671953018,17137.441,30.377258027922714,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
sarima_margin,lines_aicc,bear,FY2026,5102.596030746805,14213.842499999999,35.89877987424446,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
sarima_margin,lines_aicc,bear,FY2027,4526.083036267179,14948.333900000001,30.278177264070738,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
sarima_margin,lines_aicc,bull,FY2026,5207.66272217949,14317.972099999999,36.371510475142564,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
sarima_margin,lines_aicc,bull,FY2027,6159.244701522841,16570.7436,37.16939233507204,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
sarima_margin,margin_aicc,base,FY2026,5150.631829860591,14268.1433,36.09882324254895,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
sarima_margin,margin_aicc,base,FY2027,5833.641008911195,15828.606600000001,36.85505083505704,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
sarima_margin,margin_aicc,base,FY2028,6463.262983411434,17137.441,37.714282916635185,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
sarima_margin,margin_aicc,bear,FY2026,5134.82457268623,14213.842499999999,36.12552040509968,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
sarima_margin,margin_aicc,bear,FY2027,5487.258127944053,14948.333900000001,36.708158679436856,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
sarima_margin,margin_aicc,bull,FY2026,5165.137263598029,14317.972099999999,36.074502922086495,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
sarima_margin,margin_aicc,bull,FY2027,6119.8389796659785,16570.7436,36.93158935647268,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k2_ew,base,FY2026,5176.634614847507,14268.1433,36.28106689149602,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k2_ew,base,FY2027,5906.41506780677,15828.606600000001,37.31481372344405,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k2_ew,base,FY2028,6590.304388270895,17137.441,38.45559198873913,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
yoy_margin_change,k2_ew,bear,FY2026,5160.649758592199,14213.842499999999,36.30721079533701,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k2_ew,bear,FY2027,5555.621382475151,14948.333900000001,37.165488941046135,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k2_ew,bull,FY2026,5191.303021305136,14317.972099999999,36.25725057325078,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k2_ew,bull,FY2027,6196.36911739394,16570.7436,37.393428242978416,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k2_rw,base,FY2026,5177.445973510159,14268.1433,36.28675339635928,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k2_rw,base,FY2027,5908.913046371866,15828.606600000001,37.33059514140597,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k2_rw,base,FY2028,6594.750479515296,17137.441,38.48153571770311,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
yoy_margin_change,k2_rw,bear,FY2026,5161.455597756791,14213.842499999999,36.312880192367345,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k2_rw,bear,FY2027,5557.969196088371,14948.333900000001,37.18119513030393,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k2_rw,bull,FY2026,5192.119444901731,14317.972099999999,36.262952662840654,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k2_rw,bull,FY2027,6198.994819226709,16570.7436,37.40927365037927,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k4_ew,base,FY2026,5032.547443484969,14268.1433,35.271214604951226,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k4_ew,base,FY2027,5462.80525363187,15828.606600000001,34.51223087212155,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k4_ew,base,FY2028,5800.734077983309,17137.441,33.848309546234525,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
yoy_margin_change,k4_ew,bear,FY2026,5017.542781192695,14213.842499999999,35.30039664638675,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k4_ew,bear,FY2027,5138.678989441272,14948.333900000001,34.376265768596944,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k4_ew,bull,FY2026,5046.31638089343,14317.972099999999,35.244630633785285,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k4_ew,bull,FY2027,5730.077245081715,16570.7436,34.57948166599907,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k4_rw,base,FY2026,5057.4965101039625,14268.1433,35.44607314186396,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k4_rw,base,FY2027,5539.617441018363,15828.606600000001,34.9975053459119,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
