rule,quarter,exfx_pct,fx_pp,reported_pct,adr_usd,gbv_busd,vs_base_usd,fx_pp_v1,adr_usd_fx_v1
lap-only (K4 residual steps): every 2025-26 residual step laps at its anniversary,4Q26,1.9363677643930437,0.5136690253172425,2.4500367897102864,171.6140566264437,22.618732663365282,-1.328901013252505,0.28266369927394,171.22709960478855
lap-only (K4 residual steps): every 2025-26 residual step laps at its anniversary,1Q27,0.889170727460534,-0.369013484663626,0.5201572427969081,187.79175776099316,31.740562896763066,-2.7524683365520843,-0.5488835096616189,187.4557245802919
lap-only (K4 residual steps): every 2025-26 residual step laps at its anniversary,2Q27,0.9588166504051103,-0.4269361495661503,0.53188050083896,184.70722404419143,29.017504897342473,-3.570473551518603,-0.4298784424118624,184.701818169546
"card v3: last_q residual carry, no lap (card geo)",3Q26,3.768642729504914,0.4152814166247513,4.183924146129665,178.4566436699055,26.19743529074213,0.8685692701363905,0.0295677295003612,177.79595469523014
"card v3: last_q residual carry, no lap (card geo)",4Q26,3.768642729504914,0.5136690253172425,4.282311754822157,174.6833004205026,23.023258995422246,1.740342780806401,0.28266369927394,174.29634339884743
"card v3: last_q residual carry, no lap (card geo)",1Q27,3.686212729504914,-0.369013484663626,3.317199244841288,193.01719162921248,32.6237657291695,2.472965531667228,-0.5488835096616189,192.6811584485112
"card v3: last_q residual carry, no lap (card geo)",2Q27,3.686212729504914,-0.4269361495661503,3.259276579938764,189.71826886032147,29.8047400379565,1.4405712646114353,-0.4298784424118624,189.71286298567603
full lap: ex-NA RNPL sized at the 1H26 residual steps,3Q26,3.2615674360631552,0.4152814166247513,3.6768488526879066,177.5880743997691,26.06992932188611,0.0,0.0295677295003612,176.92738542509375
full lap: ex-NA RNPL sized at the 1H26 residual steps,4Q26,2.729694140879533,0.5136690253172425,3.243363166196776,172.9429576396962,22.793881816911963,0.0,0.28266369927394,172.55600061804108
full lap: ex-NA RNPL sized at the 1H26 residual steps,1Q27,1.9024971039470238,-0.369013484663626,1.5334836192833978,189.68485409754524,32.060534039567095,-0.8593720000000076,-0.5488835096616189,189.348820916844
full lap: ex-NA RNPL sized at the 1H26 residual steps,2Q27,1.7521430268915998,-0.4269361495661503,1.3252068773254495,186.16480259571003,29.246490487786044,-2.112895000000009,-0.4298784424118624,186.15939672106458
core mean reversion to the 2023-25 mean,3Q26,1.6846019486552901,0.4152814166247513,2.0998833652800415,174.88689021638817,25.673395483765784,-2.7011841833809456,0.0295677295003612,174.2262012417128
core mean reversion to the 2023-25 mean,4Q26,1.1527286534716685,0.5136690253172425,1.666397678788911,170.30138275173928,22.445722246679242,-2.6415748879569207,0.28266369927394,169.91442573008416
core mean reversion to the 2023-25 mean,1Q27,0.7855316165391591,-0.369013484663626,0.41651813187553316,187.59813917396986,31.707837483184388,-2.9460869235753933,-0.5488835096616189,187.2621059932686
core mean reversion to the 2023-25 mean,2Q27,1.325177539483735,-0.4269361495661503,0.8982413899175847,185.38033890569557,29.123251242084773,-2.897358690014471,-0.4298784424118624,185.37493303105012
AR(1) fitted on core,3Q26,2.4921648446512545,0.4152814166247513,2.907446261276006,176.2701647009397,25.876460178097947,-1.3179096988294248,0.0295677295003612,175.60947572626432
AR(1) fitted on core,4Q26,1.602523596101297,0.5136690253172425,2.1161926214185396,171.05483426013816,22.545027155486213,-1.8881233795580386,0.28266369927394,170.66787723848304
AR(1) fitted on core,1Q27,1.0689664378426391,-0.369013484663626,0.6999529531790132,188.12765210712902,31.79733575914695,-2.416573990416225,-0.5488835096616189,187.7916189264278
AR(1) fitted on core,2Q27,1.5312558236596083,-0.4269361495661503,1.104319674093458,185.7589665372119,29.18273364299599,-2.5187310584981333,-0.4298784424118624,185.75356066256646
base + fee-migration K line (DEC-0008 sensitivity),3Q26,3.4330674360631552,0.4152814166247513,3.8483488526879066,177.8818367497691,26.113053634866105,0.2937623499999802,0.0295677295003612,177.22114777509373
base + fee-migration K line (DEC-0008 sensitivity),4Q26,3.104194140879533,0.5136690253172425,3.6178631661967753,173.5702825896962,22.87656324532196,0.627324950000002,0.28266369927394,173.18332556804106
base + fee-migration K line (DEC-0008 sensitivity),1Q27,2.7075971039470237,-0.369013484663626,2.3385836192833978,191.18894191754526,32.3147549629035,0.644715820000016,-0.5488835096616189,190.852908736844
base + fee-migration K line (DEC-0008 sensitivity),2Q27,3.2129430268915997,-0.4269361495661503,2.7860068773254496,188.84873043571002,29.668135551450042,0.5710328399999867,-0.4298784424118624,188.84332456106463
