country,region,q,n_cur,n_prior,n_mkts,stays_yoy_pct,quarter
austria,EMEA,2021Q1,4104.0,30765.0,1,-86.66016577279376,1Q21
austria,EMEA,2021Q2,8958.0,4332.0,1,106.78670360110804,2Q21
austria,EMEA,2021Q3,31692.0,21162.0,1,49.75900198468955,3Q21
austria,EMEA,2021Q4,25989.0,6882.0,1,277.63731473408893,4Q21
austria,EMEA,2022Q1,22779.0,5346.0,1,326.0942760942761,1Q22
austria,EMEA,2022Q2,44901.0,11457.0,1,291.9088766692851,2Q22
austria,EMEA,2022Q3,54651.0,39825.0,1,37.22787193973636,3Q22
austria,EMEA,2022Q4,53487.0,32634.0,1,63.8996138996139,4Q22
austria,EMEA,2023Q1,42507.0,28257.0,1,50.42998195137489,1Q23
austria,EMEA,2023Q2,67269.0,56793.0,1,18.44593523849771,2Q23
austria,EMEA,2023Q3,73344.0,69987.0,1,4.796605083801286,3Q23
austria,EMEA,2023Q4,70362.0,67533.0,1,4.189063124694603,4Q23
austria,EMEA,2024Q1,50880.0,53922.0,1,-5.6414821408701465,1Q24
austria,EMEA,2024Q2,82017.0,86835.0,1,-5.548453964415268,2Q24
austria,EMEA,2024Q3,86862.0,95121.0,1,-8.682625287791335,3Q24
austria,EMEA,2024Q4,81600.0,90678.0,1,-10.011248593925758,4Q24
austria,EMEA,2025Q1,59013.0,65676.0,1,-10.145258541933122,1Q25
austria,EMEA,2025Q2,97707.0,106257.0,1,-8.046528699285693,2Q25
austria,EMEA,2025Q3,93955.0,102109.0,1,-7.9855840327493155,3Q25
austria,EMEA,2025Q4,81310.0,71998.0,1,12.93369260257229,4Q25
austria,EMEA,2026Q1,55566.0,52482.0,1,5.876300445867155,1Q26
austria,EMEA,2026Q2,88078.0,89092.0,1,-1.138149328783733,2Q26
belgium,EMEA,2016Q1,4764.0,2706.0,3,76.05321507760532,1Q16
belgium,EMEA,2016Q2,6033.0,5223.0,3,15.508328546812166,2Q16
belgium,EMEA,2016Q3,6750.0,5793.0,3,16.51993785603314,3Q16
belgium,EMEA,2016Q4,8685.0,6204.0,3,39.99032882011606,4Q16
belgium,EMEA,2017Q1,8103.0,5634.0,3,43.82321618743343,1Q17
belgium,EMEA,2017Q2,10878.0,7017.0,3,55.023514322359986,2Q17
belgium,EMEA,2017Q3,10440.0,7926.0,3,31.718395155185462,3Q17
belgium,EMEA,2017Q4,11493.0,10119.0,3,13.578416839608654,4Q17
belgium,EMEA,2018Q1,10761.0,9471.0,3,13.620525815647767,1Q18
belgium,EMEA,2018Q2,14952.0,13032.0,3,14.73296500920811,2Q18
belgium,EMEA,2018Q3,16308.0,12375.0,3,31.781818181818178,3Q18
belgium,EMEA,2018Q4,17058.0,13305.0,3,28.207440811724926,4Q18
belgium,EMEA,2019Q1,16389.0,12543.0,3,30.662520928007652,1Q19
belgium,EMEA,2019Q2,21258.0,17697.0,3,20.122054585522964,2Q19
belgium,EMEA,2019Q3,22617.0,18891.0,3,19.72367794187708,3Q19
belgium,EMEA,2019Q4,23931.0,20010.0,3,19.595202398800595,4Q19
belgium,EMEA,2020Q1,17307.0,18948.0,3,-8.660544648511713,1Q20
belgium,EMEA,2020Q2,1842.0,24825.0,3,-92.58006042296071,2Q20
belgium,EMEA,2020Q3,11352.0,26400.0,3,-57.00000000000001,3Q20
belgium,EMEA,2020Q4,5958.0,28359.0,3,-78.99079657251666,4Q20
belgium,EMEA,2021Q1,7881.0,20718.0,3,-61.96061395887633,1Q21
belgium,EMEA,2021Q2,11757.0,2262.0,3,419.761273209549,2Q21
belgium,EMEA,2021Q3,23367.0,13779.0,3,69.58414979316352,3Q21
belgium,EMEA,2021Q4,27567.0,6855.0,3,302.144420131291,4Q21
belgium,EMEA,2022Q1,26070.0,9069.0,3,187.46278531260336,1Q22
belgium,EMEA,2022Q2,40512.0,13881.0,3,191.85217203371514,2Q22
belgium,EMEA,2022Q3,46578.0,28983.0,3,60.70800124210744,3Q22
belgium,EMEA,2022Q4,45690.0,33504.0,3,36.37177650429799,4Q22
belgium,EMEA,2023Q1,42063.0,31818.0,3,32.19875542145956,1Q23
belgium,EMEA,2023Q2,59940.0,49572.0,3,20.915032679738555,2Q23
belgium,EMEA,2023Q3,61734.0,58278.0,3,5.930196643673424,3Q23
belgium,EMEA,2023Q4,60687.0,57270.0,3,5.9664745940282815,4Q23
belgium,EMEA,2024Q1,55203.0,53721.0,3,2.7586977159769877,1Q24
belgium,EMEA,2024Q2,75996.0,76857.0,3,-1.1202623053202743,2Q24
belgium,EMEA,2024Q3,80196.0,80622.0,3,-0.5283917541117789,3Q24
belgium,EMEA,2024Q4,81378.0,80544.0,3,1.0354588796186004,4Q24
belgium,EMEA,2025Q1,71463.0,72537.0,3,-1.4806236817072715,1Q25
belgium,EMEA,2025Q2,105018.0,100539.0,3,4.4549876167457425,2Q25
belgium,EMEA,2025Q3,95066.0,96407.0,3,-1.3909778335598033,3Q25
belgium,EMEA,2025Q4,76582.0,75284.0,3,1.724137931034475,4Q25
belgium,EMEA,2026Q1,63036.0,65958.0,3,-4.4300918766487785,1Q26
belgium,EMEA,2026Q2,90476.0,97790.0,3,-7.479292361182122,2Q26
belize,LatAm,2016Q1,1797.0,627.0,1,186.60287081339715,1Q16
belize,LatAm,2016Q2,1464.0,624.0,1,134.6153846153846,2Q16
belize,LatAm,2016Q3,1362.0,666.0,1,104.5045045045045,3Q16
belize,LatAm,2016Q4,1626.0,1155.0,1,40.77922077922078,4Q16
belize,LatAm,2017Q1,3021.0,1869.0,1,61.63723916532906,1Q17
belize,LatAm,2017Q2,2817.0,1533.0,1,83.75733855185909,2Q17
belize,LatAm,2017Q3,2292.0,1458.0,1,57.20164609053497,3Q17
belize,LatAm,2017Q4,2667.0,1719.0,1,55.14834205933683,4Q17
belize,LatAm,2018Q1,5493.0,3171.0,1,73.22611163670767,1Q18
belize,LatAm,2018Q2,4302.0,3012.0,1,42.82868525896415,2Q18
belize,LatAm,2018Q3,3675.0,2466.0,1,49.02676399026764,3Q18
belize,LatAm,2018Q4,4587.0,2853.0,1,60.77812828601472,4Q18
belize,LatAm,2019Q1,8262.0,5856.0,1,41.086065573770504,1Q19
belize,LatAm,2019Q2,5862.0,4605.0,1,27.296416938110756,2Q19
belize,LatAm,2019Q3,4266.0,4029.0,1,5.882352941176472,3Q19
belize,LatAm,2019Q4,5541.0,4971.0,1,11.466505733252873,4Q19
belize,LatAm,2020Q1,8016.0,8961.0,1,-10.545698024774019,1Q20
belize,LatAm,2020Q2,93.0,6474.0,1,-98.56348470806302,2Q20
belize,LatAm,2020Q3,126.0,4698.0,1,-97.31800766283524,3Q20
belize,LatAm,2020Q4,426.0,6216.0,1,-93.14671814671814,4Q20
belize,LatAm,2021Q1,1392.0,9039.0,1,-84.60006637902423,1Q21
belize,LatAm,2021Q2,3672.0,105.0,1,3397.142857142857,2Q21
belize,LatAm,2021Q3,3474.0,153.0,1,2170.5882352941176,3Q21
belize,LatAm,2021Q4,5079.0,486.0,1,945.0617283950617,4Q21
belize,LatAm,2022Q1,9009.0,1785.0,1,404.70588235294116,1Q22
belize,LatAm,2022Q2,8709.0,4473.0,1,94.70154258886654,2Q22
belize,LatAm,2022Q3,6480.0,4278.0,1,51.472650771388494,3Q22
belize,LatAm,2022Q4,6588.0,5868.0,1,12.269938650306745,4Q22
belize,LatAm,2023Q1,13386.0,10239.0,1,30.735423381189577,1Q23
belize,LatAm,2023Q2,8772.0,9990.0,1,-12.192192192192197,2Q23
belize,LatAm,2023Q3,6621.0,7611.0,1,-13.0074891604257,3Q23
belize,LatAm,2023Q4,9405.0,7470.0,1,25.903614457831313,4Q23
belize,LatAm,2024Q1,19515.0,15150.0,1,28.811881188118814,1Q24
belize,LatAm,2024Q2,13704.0,9846.0,1,39.18342474101158,2Q24
belize,LatAm,2024Q3,8886.0,7551.0,1,17.67977751291219,3Q24
belize,LatAm,2024Q4,11622.0,10791.0,1,7.700861829302186,4Q24
belize,LatAm,2025Q1,20673.0,22299.0,1,-7.291806807480161,1Q25
belize,LatAm,2025Q2,12309.0,15810.0,1,-22.144212523719165,2Q25
belize,LatAm,2025Q3,8504.0,9379.0,1,-9.329352809467961,3Q25
belize,LatAm,2025Q4,8342.0,8844.0,1,-5.676164631388514,4Q25
belize,LatAm,2026Q1,15922.0,15758.0,1,1.040741210813545,1Q26
belize,LatAm,2026Q2,9976.0,9512.0,1,4.878048780487809,2Q26
brazil,LatAm,2016Q1,13230.0,7722.0,1,71.32867132867133,1Q16
brazil,LatAm,2016Q2,8823.0,6669.0,1,32.29869545659019,2Q16
brazil,LatAm,2016Q3,15852.0,9186.0,1,72.56694970607447,3Q16
brazil,LatAm,2016Q4,11037.0,9225.0,1,19.642276422764237,4Q16
brazil,LatAm,2017Q1,17808.0,15084.0,1,18.058870326173437,1Q17
brazil,LatAm,2017Q2,12552.0,10176.0,1,23.349056603773576,2Q17
brazil,LatAm,2017Q3,17694.0,18276.0,1,-3.1845042678923186,3Q17
brazil,LatAm,2017Q4,14658.0,12660.0,1,15.781990521327005,4Q17
brazil,LatAm,2018Q1,24363.0,20541.0,1,18.606689060902593,1Q18
brazil,LatAm,2018Q2,14640.0,14430.0,1,1.455301455301461,2Q18
brazil,LatAm,2018Q3,18432.0,20238.0,1,-8.923806700266823,3Q18
brazil,LatAm,2018Q4,21792.0,16566.0,1,31.54654110829409,4Q18
brazil,LatAm,2019Q1,35451.0,27909.0,1,27.023540793292476,1Q19
brazil,LatAm,2019Q2,26742.0,16887.0,1,58.358500621780074,2Q19
brazil,LatAm,2019Q3,31911.0,21039.0,1,51.67545986025952,3Q19
brazil,LatAm,2019Q4,41526.0,25107.0,1,65.39610467200383,4Q19
brazil,LatAm,2020Q1,47307.0,41109.0,1,15.07699044004962,1Q20
brazil,LatAm,2020Q2,4560.0,31095.0,1,-85.33526290400386,2Q20
brazil,LatAm,2020Q3,15114.0,36507.0,1,-58.599720601528475,3Q20
brazil,LatAm,2020Q4,30282.0,47259.0,1,-35.923316193740874,4Q20
brazil,LatAm,2021Q1,35796.0,54300.0,1,-34.07734806629834,1Q21
brazil,LatAm,2021Q2,23139.0,5130.0,1,351.05263157894734,2Q21
brazil,LatAm,2021Q3,36450.0,17121.0,1,112.89644296478008,3Q21
brazil,LatAm,2021Q4,53835.0,34731.0,1,55.005614580634024,4Q21
brazil,LatAm,2022Q1,74997.0,40998.0,1,82.92843553344065,1Q22
brazil,LatAm,2022Q2,63087.0,26793.0,1,135.4607546747285,2Q22
brazil,LatAm,2022Q3,87885.0,42120.0,1,108.65384615384616,3Q22
brazil,LatAm,2022Q4,84567.0,61926.0,1,36.561379711268295,4Q22
brazil,LatAm,2023Q1,131094.0,86766.0,1,51.0891362976281,1Q23
brazil,LatAm,2023Q2,103401.0,72900.0,1,41.83950617283951,2Q23
brazil,LatAm,2023Q3,114345.0,102456.0,1,11.604005621925516,3Q23
brazil,LatAm,2023Q4,153318.0,98805.0,1,55.17230909366935,4Q23
brazil,LatAm,2024Q1,164427.0,154530.0,1,6.404581634634043,1Q24
brazil,LatAm,2024Q2,138441.0,121101.0,1,14.318626600936412,2Q24
brazil,LatAm,2024Q3,185655.0,134367.0,1,38.17008640514412,3Q24
brazil,LatAm,2024Q4,194787.0,181560.0,1,7.285194976867149,4Q24
brazil,LatAm,2025Q1,295707.0,196062.0,1,50.823208984912924,1Q25
brazil,LatAm,2025Q2,259830.0,164484.0,1,57.966732326548474,2Q25
brazil,LatAm,2025Q3,225252.0,187180.0,1,20.339779891013986,3Q25
brazil,LatAm,2025Q4,201030.0,154416.0,1,30.187286291576008,4Q25
brazil,LatAm,2026Q1,285236.0,237298.0,1,20.201603047644735,1Q26
brazil,LatAm,2026Q2,239750.0,208784.0,1,14.831596290903516,2Q26
canada,NAM,2016Q1,12894.0,5433.0,8,137.3274434014357,1Q16
canada,NAM,2016Q2,24156.0,13119.0,8,84.12988794877658,2Q16
canada,NAM,2016Q3,43593.0,24093.0,8,80.93637156020421,3Q16
canada,NAM,2016Q4,25998.0,14049.0,8,85.05231689088191,4Q16
canada,NAM,2017Q1,24531.0,13869.0,8,76.87648712956954,1Q17
canada,NAM,2017Q2,48228.0,26430.0,8,82.4744608399546,2Q17
canada,NAM,2017Q3,78078.0,49083.0,8,59.07340627101032,3Q17
canada,NAM,2017Q4,46890.0,29004.0,8,61.66735622672734,4Q17
canada,NAM,2018Q1,44166.0,27381.0,8,61.30163251889997,1Q18
canada,NAM,2018Q2,77280.0,53310.0,8,44.963421496904886,2Q18
canada,NAM,2018Q3,120363.0,87759.0,8,37.15174512015862,3Q18
canada,NAM,2018Q4,76587.0,51960.0,8,47.39607390300231,4Q18
canada,NAM,2019Q1,69486.0,48459.0,8,43.39132049774035,1Q19
canada,NAM,2019Q2,117270.0,85764.0,8,36.73569329788722,2Q19
canada,NAM,2019Q3,167877.0,135399.0,8,23.98688321184057,3Q19
canada,NAM,2019Q4,105279.0,85203.0,8,23.562550614414988,4Q19
canada,NAM,2020Q1,80961.0,76407.0,8,5.960186893870989,1Q20
canada,NAM,2020Q2,20199.0,129420.0,8,-84.39267501159017,2Q20
canada,NAM,2020Q3,75108.0,187344.0,8,-59.909044324878295,3Q20
canada,NAM,2020Q4,44145.0,117870.0,8,-62.54772206668364,4Q20
canada,NAM,2021Q1,40335.0,89862.0,8,-55.11450891366763,1Q21
canada,NAM,2021Q2,52692.0,22533.0,8,133.84369591266142,2Q21
canada,NAM,2021Q3,140484.0,83712.0,8,67.81823394495412,3Q21
canada,NAM,2021Q4,112797.0,49290.0,8,128.84357881923313,4Q21
canada,NAM,2022Q1,95070.0,45429.0,8,109.27161064518258,1Q22
canada,NAM,2022Q2,178497.0,58644.0,8,204.37384898710866,2Q22
canada,NAM,2022Q3,260781.0,159174.0,8,63.83391759960797,3Q22
canada,NAM,2022Q4,163305.0,128163.0,8,27.419770136466838,4Q22
canada,NAM,2023Q1,140796.0,108936.0,8,29.246530072703237,1Q23
canada,NAM,2023Q2,248949.0,204117.0,8,21.96387366069461,2Q23
canada,NAM,2023Q3,356880.0,299382.0,8,19.205563460729103,3Q23
canada,NAM,2023Q4,218940.0,189900.0,8,15.292259083728288,4Q23
canada,NAM,2024Q1,186579.0,165999.0,8,12.397665046174966,1Q24
canada,NAM,2024Q2,317274.0,290349.0,8,9.273322794292383,2Q24
canada,NAM,2024Q3,457698.0,417138.0,8,9.723400888914458,3Q24
canada,NAM,2024Q4,294936.0,258387.0,8,14.145061477551124,4Q24
canada,NAM,2025Q1,222654.0,225381.0,8,-1.209951149387034,1Q25
canada,NAM,2025Q2,396918.0,380601.0,8,4.287166875546822,2Q25
canada,NAM,2025Q3,537722.0,494232.0,8,8.799511160750416,3Q25
canada,NAM,2025Q4,234304.0,242624.0,8,-3.429174360327092,4Q25
canada,NAM,2026Q1,198984.0,187454.0,8,6.150842339987417,1Q26
canada,NAM,2026Q2,386116.0,332678.0,8,16.06297981832283,2Q26
chile,LatAm,2016Q1,2373.0,882.0,1,169.04761904761907,1Q16
chile,LatAm,2016Q2,2511.0,1098.0,1,128.68852459016392,2Q16
chile,LatAm,2016Q3,3687.0,1890.0,1,95.07936507936508,3Q16
chile,LatAm,2016Q4,4407.0,2319.0,1,90.03880983182407,4Q16
chile,LatAm,2017Q1,5181.0,2943.0,1,76.04485219164118,1Q17
chile,LatAm,2017Q2,5166.0,3075.0,1,68.0,2Q17
chile,LatAm,2017Q3,8781.0,4404.0,1,99.38692098092643,3Q17
chile,LatAm,2017Q4,9303.0,5151.0,1,80.6057076295865,4Q17
chile,LatAm,2018Q1,10422.0,6126.0,1,70.12732615083253,1Q18
chile,LatAm,2018Q2,9768.0,6000.0,1,62.79999999999999,2Q18
chile,LatAm,2018Q3,14142.0,9924.0,1,42.50302297460702,3Q18
chile,LatAm,2018Q4,14187.0,10308.0,1,37.630966239813745,4Q18
chile,LatAm,2019Q1,16500.0,11283.0,1,46.237702738633345,1Q19
chile,LatAm,2019Q2,16110.0,10473.0,1,53.824119163563445,2Q19
chile,LatAm,2019Q3,20883.0,15402.0,1,35.586287495130506,3Q19
chile,LatAm,2019Q4,17085.0,15696.0,1,8.849388379204903,4Q19
chile,LatAm,2020Q1,17034.0,17991.0,1,-5.319326329831586,1Q20
chile,LatAm,2020Q2,3000.0,17652.0,1,-83.00475866757309,2Q20
chile,LatAm,2020Q3,6468.0,23046.0,1,-71.93439208539442,3Q20
chile,LatAm,2020Q4,11523.0,18861.0,1,-38.905678383966915,4Q20
chile,LatAm,2021Q1,13242.0,18930.0,1,-30.047543581616488,1Q21
chile,LatAm,2021Q2,12720.0,3321.0,1,283.0171635049684,2Q21
chile,LatAm,2021Q3,20067.0,6885.0,1,191.45969498910677,3Q21
chile,LatAm,2021Q4,23559.0,12474.0,1,88.86483886483887,4Q21
chile,LatAm,2022Q1,27495.0,14463.0,1,90.10578718108275,1Q22
chile,LatAm,2022Q2,28992.0,13608.0,1,113.05114638447971,2Q22
chile,LatAm,2022Q3,40215.0,22167.0,1,81.41832453647314,3Q22
chile,LatAm,2022Q4,42231.0,25953.0,1,62.721072708357404,4Q22
chile,LatAm,2023Q1,44865.0,30804.0,1,45.64666926373198,1Q23
chile,LatAm,2023Q2,44541.0,33105.0,1,34.54463072043499,2Q23
chile,LatAm,2023Q3,60624.0,46392.0,1,30.677703052250394,3Q23
chile,LatAm,2023Q4,67797.0,49086.0,1,38.11881188118811,4Q23
chile,LatAm,2024Q1,70791.0,52152.0,1,35.739760699493786,1Q24
chile,LatAm,2024Q2,80940.0,52746.0,1,53.45239449436925,2Q24
chile,LatAm,2024Q3,110676.0,71811.0,1,54.12123490830096,3Q24
chile,LatAm,2024Q4,116073.0,81693.0,1,42.08438911534649,4Q24
chile,LatAm,2025Q1,123708.0,85020.0,1,45.50458715596331,1Q25
chile,LatAm,2025Q2,125904.0,98241.0,1,28.158304577518557,2Q25
chile,LatAm,2025Q3,161049.0,122406.0,1,31.569530905347776,3Q25
chile,LatAm,2025Q4,120592.0,96880.0,1,24.475639966969442,4Q25
chile,LatAm,2026Q1,130538.0,102958.0,1,26.787622137182154,1Q26
chile,LatAm,2026Q2,125366.0,105188.0,1,19.18279651671293,2Q26
china,APAC,2016Q1,2892.0,1443.0,1,100.4158004158004,1Q16
china,APAC,2016Q2,2937.0,1539.0,1,90.83820662768032,2Q16
china,APAC,2016Q3,3771.0,1575.0,1,139.42857142857142,3Q16
china,APAC,2016Q4,5238.0,2643.0,1,98.1838819523269,4Q16
china,APAC,2017Q1,5049.0,2976.0,1,69.65725806451613,1Q17
china,APAC,2017Q2,5433.0,3123.0,1,73.96733909702209,2Q17
china,APAC,2017Q3,6261.0,4008.0,1,56.212574850299404,3Q17
china,APAC,2017Q4,7104.0,5577.0,1,27.380311995696616,4Q17
china,APAC,2018Q1,7098.0,5526.0,1,28.447339847991305,1Q18
china,APAC,2018Q2,7647.0,6042.0,1,26.564051638530284,2Q18
china,APAC,2018Q3,9039.0,7254.0,1,24.60711331679073,3Q18
china,APAC,2018Q4,10071.0,8214.0,1,22.60774287801315,4Q18
china,APAC,2019Q1,11058.0,8493.0,1,30.201342281879185,1Q19
china,APAC,2019Q2,9828.0,8964.0,1,9.63855421686748,2Q19
china,APAC,2019Q3,6774.0,10485.0,1,-35.3934191702432,3Q19
china,APAC,2019Q4,5112.0,11430.0,1,-55.2755905511811,4Q19
china,APAC,2020Q1,2817.0,12390.0,1,-77.26392251815982,1Q20
china,APAC,2020Q2,1647.0,10989.0,1,-85.01228501228502,2Q20
china,APAC,2020Q3,1932.0,7593.0,1,-74.55551165547215,3Q20
