quarter,origin,origin_date,variant,pred_pp,disclosed_pp,half_width,err_pp,interval_err_pp,obs_frac,n_train,naive_pp,beta_na,beta_emea,beta_latam,beta_apac,sigma_map,shares_fy
1Q24,O1,2023-12-31,V3_usd_broad_ols,0.9025285912542138,0.6,0.5,0.30252859125421383,0.0,0.0,6,2.7,1.0285157806849718,1.2746827377911245,0.8241602566453812,1.1824314198554984,0.7416719218966076,2022
1Q24,O1,2023-12-31,naive_last_disclosed,2.7,0.6,0.5,2.1,1.6,0.0,6,2.7,1.0285157806849718,1.2746827377911245,0.8241602566453812,1.1824314198554984,0.7416719218966076,2022
1Q24,O1,2023-12-31,zero,0.0,0.6,0.5,-0.6,-0.09999999999999998,0.0,6,2.7,1.0285157806849718,1.2746827377911245,0.8241602566453812,1.1824314198554984,0.7416719218966076,2022
1Q24,O2,2024-02-29,V0_translation,0.8685677578010339,0.6,0.5,0.2685677578010339,0.0,0.6,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
1Q24,O2,2024-02-29,V1_passthrough,0.8294775215800367,0.6,0.5,0.22947752158003676,0.0,0.6,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
1Q24,O2,2024-02-29,V2_eur_ols,-0.3835419974304473,0.6,0.5,-0.9835419974304473,-0.48354199743044735,0.6,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
1Q24,O2,2024-02-29,V3_usd_broad_ols,-0.16771037227156502,0.6,0.5,-0.767710372271565,-0.267710372271565,0.6,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
1Q24,O2,2024-02-29,naive_last_disclosed,2.1,0.6,0.5,1.5,1.0,0.6,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
1Q24,O2,2024-02-29,zero,0.0,0.6,0.5,-0.6,-0.09999999999999998,0.6,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
1Q24,O3,2024-05-07,V0_translation,0.9478895746041727,0.6,0.5,0.3478895746041727,0.0,1.0,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
1Q24,O3,2024-05-07,V1_passthrough,0.9230039233962408,0.6,0.5,0.32300392339624084,0.0,1.0,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
1Q24,O3,2024-05-07,V2_eur_ols,-0.3046729008485495,0.6,0.5,-0.9046729008485495,-0.40467290084854945,1.0,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
1Q24,O3,2024-05-07,V3_usd_broad_ols,-0.0753776504831559,0.6,0.5,-0.6753776504831559,-0.1753776504831559,1.0,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
1Q24,O3,2024-05-07,naive_last_disclosed,2.1,0.6,0.5,1.5,1.0,1.0,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
1Q24,O3,2024-05-07,zero,0.0,0.6,0.5,-0.6,-0.09999999999999998,1.0,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
2Q24,O1,2024-03-31,V0_translation,-0.2349295201584347,-0.9,0.5,0.6650704798415653,0.1650704798415653,0.0,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
2Q24,O1,2024-03-31,V1_passthrough,-0.35402453497139247,-0.9,0.5,0.5459754650286075,0.0459754650286075,0.0,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
2Q24,O1,2024-03-31,V2_eur_ols,-1.0972261704798745,-0.9,0.5,-0.19722617047987445,0.0,0.0,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
2Q24,O1,2024-03-31,V3_usd_broad_ols,-1.0346966521695453,-0.9,0.5,-0.1346966521695453,0.0,0.0,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
2Q24,O1,2024-03-31,naive_last_disclosed,2.1,-0.9,0.5,3.0,2.5,0.0,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
2Q24,O1,2024-03-31,zero,0.0,-0.9,0.5,0.9,0.4,0.0,7,2.1,1.026359562727424,1.2560922975859974,0.7697404277292687,1.2131924011538735,0.6957518776458799,2023
2Q24,O2,2024-05-30,V0_translation,-0.46945187676587347,-0.9,0.5,0.43054812323412656,0.0,0.6,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
2Q24,O2,2024-05-30,V1_passthrough,-0.5888140345050724,-0.9,0.5,0.3111859654949276,0.0,0.6,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
2Q24,O2,2024-05-30,V2_eur_ols,-1.0949343183519034,-0.9,0.5,-0.19493431835190334,0.0,0.6,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
2Q24,O2,2024-05-30,V3_usd_broad_ols,-1.4065589357484538,-0.9,0.5,-0.5065589357484538,-0.006558935748453787,0.6,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
2Q24,O2,2024-05-30,naive_last_disclosed,0.6,-0.9,0.5,1.5,1.0,0.6,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
2Q24,O2,2024-05-30,zero,0.0,-0.9,0.5,0.9,0.4,0.6,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
2Q24,O3,2024-08-05,V0_translation,-0.6857710258327901,-0.9,0.5,0.21422897416720987,0.0,1.0,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
2Q24,O3,2024-08-05,V1_passthrough,-0.7747908167177199,-0.9,0.5,0.12520918328228015,0.0,1.0,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
2Q24,O3,2024-08-05,V2_eur_ols,-1.1684477778135096,-0.9,0.5,-0.2684477778135096,0.0,1.0,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
2Q24,O3,2024-08-05,V3_usd_broad_ols,-1.805345904743619,-0.9,0.5,-0.9053459047436189,-0.40534590474361887,1.0,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
2Q24,O3,2024-08-05,naive_last_disclosed,0.6,-0.9,0.5,1.5,1.0,1.0,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
2Q24,O3,2024-08-05,zero,0.0,-0.9,0.5,0.9,0.4,1.0,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
3Q24,O1,2024-06-30,V0_translation,-1.40669923777884,-0.6,0.5,-0.8066992377788401,-0.3066992377788401,0.0,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
3Q24,O1,2024-06-30,V1_passthrough,-1.3675276879541194,-0.6,0.5,-0.7675276879541194,-0.2675276879541194,0.0,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
3Q24,O1,2024-06-30,V2_eur_ols,-1.450600427488829,-0.6,0.5,-0.8506004274888289,-0.3506004274888289,0.0,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
3Q24,O1,2024-06-30,V3_usd_broad_ols,-2.5286966796071493,-0.6,0.5,-1.9286966796071492,-1.4286966796071492,0.0,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
3Q24,O1,2024-06-30,naive_last_disclosed,0.6,-0.6,0.5,1.2,0.7,0.0,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
3Q24,O1,2024-06-30,zero,0.0,-0.6,0.5,0.6,0.09999999999999998,0.0,8,0.6,1.0252123320060194,1.2534242845062178,0.7152936378335966,1.257734965237187,0.6180749179855717,2023
3Q24,O2,2024-08-29,V0_translation,-0.5775143444570356,-0.6,0.5,0.022485655542964333,0.0,0.5909090909090909,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
3Q24,O2,2024-08-29,V1_passthrough,-0.1963385171626268,-0.6,0.5,0.4036614828373732,0.0,0.5909090909090909,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
3Q24,O2,2024-08-29,V2_eur_ols,-0.23261441067028565,-0.6,0.5,0.3673855893297143,0.0,0.5909090909090909,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
3Q24,O2,2024-08-29,V3_usd_broad_ols,-1.6122067881652578,-0.6,0.5,-1.0122067881652579,-0.5122067881652579,0.5909090909090909,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
3Q24,O2,2024-08-29,naive_last_disclosed,-0.9,-0.6,0.5,-0.30000000000000004,0.0,0.5909090909090909,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
3Q24,O2,2024-08-29,zero,0.0,-0.6,0.5,0.6,0.09999999999999998,0.5909090909090909,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
3Q24,O3,2024-11-06,V0_translation,-0.5113373960015996,-0.6,0.5,0.08866260399840042,0.0,1.0,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
3Q24,O3,2024-11-06,V1_passthrough,-0.11296962299452631,-0.6,0.5,0.4870303770054737,0.0,1.0,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
3Q24,O3,2024-11-06,V2_eur_ols,-0.242421115464727,-0.6,0.5,0.357578884535273,0.0,1.0,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
3Q24,O3,2024-11-06,V3_usd_broad_ols,-1.4914665749928733,-0.6,0.5,-0.8914665749928733,-0.3914665749928733,1.0,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
3Q24,O3,2024-11-06,naive_last_disclosed,-0.9,-0.6,0.5,-0.30000000000000004,0.0,1.0,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
3Q24,O3,2024-11-06,zero,0.0,-0.6,0.5,0.6,0.09999999999999998,1.0,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
4Q24,O1,2024-09-30,V0_translation,0.9530669714810713,-1.1,0.5,2.0530669714810714,1.5530669714810714,0.0,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
4Q24,O1,2024-09-30,V1_passthrough,1.6693114113674588,-1.1,0.5,2.769311411367459,2.269311411367459,0.0,9,-0.9,1.0275406100704454,1.253101391308627,0.67634477605058,1.2948559526551187,0.5520878459593592,2023
