rule,quarter,residual_pp,exfx_yoy_pct,geo_mix_pp
AR(1) fitted on core,4Q27,2.425742791253538,1.449983018610205,-1.1093157494509343
base + fee-migration K line (DEC-0008 sensitivity),3Q26,4.3382152653753785,3.4330674360631552,-1.292633806119825
base + fee-migration K line (DEC-0008 sensitivity),4Q26,3.8493263764864896,3.104194140879533,-1.3356182124145577
base + fee-migration K line (DEC-0008 sensitivity),1Q27,3.8493263764864896,2.7075971039470237,-1.6203852493470672
base + fee-migration K line (DEC-0008 sensitivity),2Q27,3.8493263764864896,3.2129430268915997,-1.0807393264024912
base + fee-migration K line (DEC-0008 sensitivity),3Q27,3.8493263764864896,2.946599233036925,-1.1741831202571662
base + fee-migration K line (DEC-0008 sensitivity),4Q27,3.8493263764864896,2.7230666038431566,-1.1093157494509343
"K4: cohort model, fitted (central, b 0.114)",3Q26,7.645,,
"K4: cohort model, fitted (central, b 0.114)",4Q26,10.951,,
"K4: cohort model, fitted (low_migrant, b 0.262)",3Q26,10.035,,
"K4: cohort model, fitted (low_migrant, b 0.262)",4Q26,19.888,,
"K4: cohort model, fitted (high_migrant, b 0.060)",3Q26,6.514,,
"K4: cohort model, fitted (high_migrant, b 0.060)",4Q26,6.962,,
"K4: cohort mechanics, central (last_q + 0.007 * change in y/y share)",3Q26,5.021,,
"K4: cohort mechanics, central (last_q + 0.007 * change in y/y share)",4Q26,5.224,,
"K4: cohort mechanics, high (last_q + 0.038 * change in y/y share)",3Q26,5.78,,
"K4: cohort mechanics, high (last_q + 0.038 * change in y/y share)",4Q26,6.881,,
"K4: lap only, residual steps",3Q26,3.933,,
"K4: lap only, residual steps",4Q26,3.056,,
"K4: lap only, disclosed bundle ADR contribution",3Q26,4.849,,
"K4: lap only, disclosed bundle ADR contribution",4Q26,3.849,,
"K4: lap + tranche 2, central",3Q26,4.104,,
"K4: lap + tranche 2, central",4Q26,3.43,,
"K4: lap + tranche 2, high",3Q26,4.863,,
"K4: lap + tranche 2, high",4Q26,5.088,,
K4: persistence (v2 rule),3Q26,4.615,,
K4: persistence (v2 rule),4Q26,4.615,,
K4: last_q (v3 rule),3Q26,4.849,,
K4: last_q (v3 rule),4Q26,4.849,,
K4: mean reversion,3Q26,2.398,,
K4: mean reversion,4Q26,2.398,,
K4: AR(1) on the residual,3Q26,4.374,,
K4: AR(1) on the residual,4Q26,4.019,,
