method,object,target,quarter,vintage_date,horizon_q,point,q50,q10,q90,sd,window,prior_basis,n_params,n_train,spec_id,notes
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,12.982390868246181,12.982390868246181,9.011332975594527,16.953448760897835,3.0986329379295294,W1,PIT,2,9,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,13.204324780175186,13.204324780175186,7.723690175348992,18.68495938500138,4.276561905253635,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,12.982390868246181,12.982390868246181,9.011332975594527,16.953448760897835,3.0986329379295294,W2,PIT,2,9,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,13.204324780175186,13.204324780175186,7.723690175348992,18.68495938500138,4.276561905253635,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,12.361007884927343,12.361007884927343,8.521717277431076,16.20029849242361,2.9958143790060796,W1,PIT,2,10,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,12.994974526015131,12.994974526015131,7.514339921188936,18.475609130841327,4.276561905253635,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,12.361007884927343,12.361007884927343,8.521717277431076,16.20029849242361,2.9958143790060796,W2,PIT,2,10,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,12.994974526015131,12.994974526015131,7.514339921188936,18.475609130841327,4.276561905253635,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,12.706047207119443,12.706047207119443,8.954622157901927,16.45747225633696,2.9272525195842074,W1,PIT,2,11,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,13.682072796078899,13.682072796078899,8.201438191252704,19.16270740090509,4.276561905253635,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,12.706047207119443,12.706047207119443,8.954622157901927,16.45747225633696,2.9272525195842074,W2,PIT,2,11,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,13.682072796078899,13.682072796078899,8.201438191252704,19.16270740090509,4.276561905253635,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,12.757011233040714,12.757011233040714,9.182011084759695,16.332011381321735,2.7895874379130494,W1,PIT,2,12,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,13.837743497890223,13.837743497890223,8.357108893064028,19.318378102716416,4.276561905253635,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,12.757011233040714,12.757011233040714,9.182011084759695,16.332011381321735,2.7895874379130494,W2,PIT,2,12,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,13.837743497890223,13.837743497890223,8.357108893064028,19.318378102716416,4.276561905253635,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,11.236322079850936,11.236322079850936,7.045789300473853,15.426854859228019,3.269890102000148,W1,PIT,2,13,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,13.102333630712597,13.102333630712597,7.621699025886402,18.582968235538793,4.276561905253635,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,11.236322079850936,11.236322079850936,7.045789300473853,15.426854859228019,3.269890102000148,W2,PIT,2,13,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,13.102333630712597,13.102333630712597,7.621699025886402,18.582968235538793,4.276561905253635,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,9.7489437100702,9.7489437100702,5.705760624790608,13.792126795349793,3.15491252477338,W1,PIT,2,14,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,11.561730478303993,11.561730478303993,6.081095873477798,17.042365083130186,4.276561905253635,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,9.7489437100702,9.7489437100702,5.705760624790608,13.792126795349793,3.15491252477338,W2,PIT,2,14,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,11.561730478303993,11.561730478303993,6.081095873477798,17.042365083130186,4.276561905253635,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,10.22508812909136,10.22508812909136,6.340516231377296,14.109660026805422,3.0311475575025333,W1,PIT,2,15,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,12.01263871803334,12.01263871803334,6.532004113207146,17.493273322859537,4.276561905253635,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,10.22508812909136,10.22508812909136,6.340516231377296,14.109660026805422,3.0311475575025333,W2,PIT,2,15,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,12.01263871803334,12.01263871803334,6.532004113207146,17.493273322859537,4.276561905253635,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,9.26295411723672,9.26295411723672,5.474204678299429,13.051703556174012,2.9563768956321685,W1,PIT,2,16,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,10.94978358152845,10.94978358152845,5.469148976702256,16.430418186354643,4.276561905253635,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,9.26295411723672,9.26295411723672,5.474204678299429,13.051703556174012,2.9563768956321685,W2,PIT,2,16,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,10.94978358152845,10.94978358152845,5.469148976702256,16.430418186354643,4.276561905253635,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,5.855221687268638,5.855221687268638,1.2943182498543706,10.416125124682905,3.5588918620501184,W1,PIT,2,17,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,6.929185110608437,6.929185110608437,1.4485505057822419,12.409819715434631,4.276561905253635,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,5.855221687268638,5.855221687268638,1.2943182498543706,10.416125124682905,3.5588918620501184,W2,PIT,2,17,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,6.929185110608437,6.929185110608437,1.4485505057822419,12.409819715434631,4.276561905253635,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q1,2023-02-14,1,25.24893319912772,25.24893319912772,19.04315041177106,31.45471598648438,4.842398038599008,W1,PIT,2,4,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q1,2023-02-14,1,22.747122960500306,22.747122960500306,18.5157143347229,26.97853158627771,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q2,2023-05-09,1,20.093306992933275,20.093306992933275,14.276343677446082,25.91027030842047,4.53900059262559,W1,PIT,2,5,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q2,2023-05-09,1,19.143489818867522,19.143489818867522,14.912081193090117,23.374898444644927,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q3,2023-08-03,1,16.306564382511908,16.306564382511908,11.151146443323938,21.461982321699878,4.022793992684293,W1,PIT,2,6,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q3,2023-08-03,1,15.913030433787128,15.913030433787128,11.681621808009723,20.144439059564533,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q4,2023-11-01,1,17.633983208355133,17.633983208355133,12.96503693504029,22.302929481669977,3.6431981348567555,W1,PIT,2,7,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q4,2023-11-01,1,16.882168249311242,16.882168249311242,12.650759623533837,21.113576875088647,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,17.713660382192487,17.713660382192487,13.424740284302839,22.002580480082134,3.3466621345564462,W1,PIT,2,8,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,17.1662258848959,17.1662258848959,12.934817259118496,21.397634510673306,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,17.713660382192487,17.713660382192487,13.424740284302839,22.002580480082134,3.3466621345564462,W2,PIT,2,8,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,17.1662258848959,17.1662258848959,12.934817259118496,21.397634510673306,3.3017856944205373,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,12.982390868246181,12.982390868246181,9.011332975594527,16.953448760897835,3.0986329379295294,W1,PIT,2,9,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,12.33724607995676,12.33724607995676,8.105837454179355,16.568654705734165,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,12.982390868246181,12.982390868246181,9.011332975594527,16.953448760897835,3.0986329379295294,W2,PIT,2,9,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,12.33724607995676,12.33724607995676,8.105837454179355,16.568654705734165,3.3017856944205373,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,12.361007884927343,12.361007884927343,8.521717277431076,16.20029849242361,2.9958143790060796,W1,PIT,2,10,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,12.120025535097906,12.120025535097906,7.8886169093205005,16.35143416087531,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,12.361007884927343,12.361007884927343,8.521717277431076,16.20029849242361,2.9958143790060796,W2,PIT,2,10,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,12.120025535097906,12.120025535097906,7.8886169093205005,16.35143416087531,3.3017856944205373,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,12.706047207119443,12.706047207119443,8.954622157901927,16.45747225633696,2.9272525195842074,W1,PIT,2,11,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,12.832954502839785,12.832954502839785,8.60154587706238,17.064363128617188,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,12.706047207119443,12.706047207119443,8.954622157901927,16.45747225633696,2.9272525195842074,W2,PIT,2,11,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,12.832954502839785,12.832954502839785,8.60154587706238,17.064363128617188,3.3017856944205373,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,12.757011233040714,12.757011233040714,9.182011084759695,16.332011381321735,2.7895874379130494,W1,PIT,2,12,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,12.994477472093806,12.994477472093806,8.7630688463164,17.22588609787121,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,12.757011233040714,12.757011233040714,9.182011084759695,16.332011381321735,2.7895874379130494,W2,PIT,2,12,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,12.994477472093806,12.994477472093806,8.7630688463164,17.22588609787121,3.3017856944205373,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,11.236322079850936,11.236322079850936,7.045789300473853,15.426854859228019,3.269890102000148,W1,PIT,2,13,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,12.231420686307574,12.231420686307574,8.00001206053017,16.462829312084978,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,11.236322079850936,11.236322079850936,7.045789300473853,15.426854859228019,3.269890102000148,W2,PIT,2,13,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,12.231420686307574,12.231420686307574,8.00001206053017,16.462829312084978,3.3017856944205373,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,9.7489437100702,9.7489437100702,5.705760624790608,13.792126795349793,3.15491252477338,W1,PIT,2,14,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,10.632900266448829,10.632900266448829,6.4014916406714235,14.864308892226234,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,9.7489437100702,9.7489437100702,5.705760624790608,13.792126795349793,3.15491252477338,W2,PIT,2,14,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,10.632900266448829,10.632900266448829,6.4014916406714235,14.864308892226234,3.3017856944205373,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,11.648881711702307,11.648881711702307,7.764309813988244,15.53345360941637,3.0311475575025333,W1,PIT,2,15,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,12.493199291650296,12.493199291650296,8.26179066587289,16.7246079174277,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,11.648881711702307,11.648881711702307,7.764309813988244,15.53345360941637,3.0311475575025333,W2,PIT,2,15,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,12.493199291650296,12.493199291650296,8.26179066587289,16.7246079174277,3.3017856944205373,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,12.54460596559681,12.54460596559681,8.79940284033314,16.28980909086048,2.9223975265264737,W1,PIT,2,16,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,13.339802440843778,13.339802440843778,9.108393815066373,17.57121106662118,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,12.54460596559681,12.54460596559681,8.79940284033314,16.28980909086048,2.9223975265264737,W2,PIT,2,16,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,13.339802440843778,13.339802440843778,9.108393815066373,17.57121106662118,3.3017856944205373,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,10.972927030865897,10.972927030865897,6.977191529093227,14.968662532638566,3.1178889786418127,W1,PIT,2,17,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,11.395957052235058,11.395957052235058,7.164548426457653,15.627365678012463,3.3017856944205373,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,10.972927030865897,10.972927030865897,6.977191529093227,14.968662532638566,3.1178889786418127,W2,PIT,2,17,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,11.395957052235058,11.395957052235058,7.164548426457653,15.627365678012463,3.3017856944205373,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q1,2023-02-14,1,25.24893319912772,25.24893319912772,19.04315041177106,31.45471598648438,4.842398038599008,W1,PIT,2,4,unearned_rnpl_scenario_k1.0,"unearned y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q1,2023-02-14,1,22.199454746559944,22.199454746559944,18.626985808787538,25.77192368433235,2.7876123238585975,W1,full_sample,2,18,unearned_rnpl_scenario_k1.0,"unearned y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
