Property_ID,winner
ab-10022807,59151079.0
ab-10022820,24661792.0
ab-10022912,35204246.0
ab-10022955,24661273.0
ab-10022977,24660981.0
ab-10023011,35200053.0
ab-10023093,24661256.0
ab-10023156,59153472.0
ab-10023174,59370161.0
ab-10023231,59151442.0
ab-10023350,59150995.0
ab-10023363,35061793.0
ab-10023369,12090298.0
ab-10023566,24661881.0
ab-10023585,59170207.0
ab-10023595,59150823.0
ab-10023601,59151442.0
ab-10023602,24661094.0
ab-10023683,59153479.0
ab-10023699,59151442.0
ab-10023722,24670269.0
ab-10024193,59390215.0
ab-1002443,35480182.0
ab-1002592,35204820.0
ab-1002797,59150905.0
ab-1002804,59150905.0
ab-10028255,59150233.0
ab-10028873,24770097.0
ab-10029246,35200932.0
ab-10029346,35203157.0
ab-10030511,24661926.0
ab-10030574,35204847.0
ab-10030743,35300213.0
ab-1003106,24662140.0
ab-10031122,24661941.0
ab-10031755,35061794.0
ab-10031800,35200694.0
ab-1003202,24661109.0
ab-10032079,59153795.0
ab-10032097,12090853.0
ab-10032129,24661256.0
ab-10032299,24780164.0
ab-10032403,24430051.0
ab-10032578,35204388.0
ab-10032585,24661383.0
ab-10032666,59390208.0
ab-10032778,24662115.0
ab-1003298,59153705.0
ab-10033179,35201362.0
ab-10033253,11030168.0
ab-10033568,24661456.0
ab-1003380,24661839.0
ab-10033900,24750140.0
ab-10034076,35201314.0
ab-10034112,24660664.0
ab-10034203,59150784.0
ab-10034302,48010142.0
ab-10034377,48060607.0
ab-10034391,35200906.0
ab-10034643,10010290.0
ab-10034686,59153214.0
ab-10034760,24210076.0
ab-1003480,35203195.0
ab-1003485,35203195.0
ab-10035330,24660645.0
ab-10035441,24663244.0
ab-10035574,35200955.0
ab-10035662,24430162.0
ab-10035667,47170182.0
ab-10035693,35201320.0
ab-10035773,35200905.0
ab-10035874,24810301.0
ab-10035978,59153146.0
ab-10036053,46110648.0
ab-10036101,59310173.0
ab-10036255,48060584.0
ab-10036276,24210045.0
ab-10036336,24661647.0
ab-10036627,35204504.0
ab-10037099,59153481.0
ab-10037221,24661885.0
ab-10037434,24661283.0
ab-10037517,24661858.0
ab-10037828,35200795.0
ab-10037847,35061793.0
ab-10037900,24660872.0
ab-10037922,59153528.0
ab-10037974,24661285.0
ab-1003798,35204049.0
ab-10037991,35204018.0
ab-10038176,24450108.0
ab-10038230,35203846.0
ab-10038499,59310184.0
ab-10038502,24770111.0
ab-10038570,48110957.0
ab-10038623,35300720.0
ab-10038729,24661383.0
ab-10038791,59153230.0
ab-10038844,35200911.0
ab-10038884,59390205.0
ab-10038916,24661452.0
ab-10039271,59153584.0
ab-10039275,59153299.0
ab-10039574,35201654.0
ab-10039656,24662073.0
ab-10039864,24663443.0
ab-10039885,59150539.0
ab-10039999,24810239.0
ab-10040701,35201450.0
ab-10040720,24661176.0
ab-10040975,24661859.0
ab-1004118,24661432.0
ab-10041293,35200402.0
ab-10041343,24661375.0
ab-1004144,59153370.0
ab-10041590,35150242.0
ab-10041667,59152906.0
ab-10041841,59150882.0
ab-10041883,59260288.0
ab-10041923,35200783.0
ab-10042018,35200711.0
ab-10042047,59150780.0
ab-1004205,59150608.0
ab-10042051,59310178.0
ab-10042146,35204826.0
ab-10042155,35100194.0
ab-10042271,59150793.0
ab-10042303,35061225.0
ab-10042344,35204819.0
ab-10042369,35204826.0
ab-10042378,48060430.0
ab-10042440,59150417.0
ab-10042617,59310176.0
ab-1004273,24780101.0
ab-1004279,24661928.0
ab-10042791,24663342.0
ab-10042842,59350197.0
ab-1004325,59154001.0
ab-10043278,35204650.0
ab-10043515,59153157.0
ab-10043556,35190374.0
ab-10043764,59153231.0
ab-10043954,59153464.0
ab-10043986,59153235.0
ab-10044032,48110150.0
ab-1004410,35060339.0
ab-10044531,59150533.0
ab-1004574,59152923.0
ab-10047083,35470307.0
ab-10047817,59150780.0
ab-10048050,24650649.0
ab-10048763,24660880.0
ab-10049369,35203177.0
ab-10049421,35204819.0
ab-10049494,35200870.0
ab-10049552,59170313.0
ab-10049876,35203267.0
ab-10050530,35061345.0
ab-10050699,35200756.0
ab-10050724,24230870.0
ab-10050780,35061790.0
ab-10050969,59153146.0
ab-10051015,59390225.0
ab-10051962,24661828.0
ab-10051986,35201453.0
ab-10052062,59170155.0
ab-10052658,59170440.0
ab-10052662,24661927.0
ab-10052980,59150586.0
ab-10053160,24250024.0
ab-10053266,35211462.0
ab-10053294,35203218.0
ab-10053423,24662027.0
ab-10053473,35204580.0
ab-10053672,24660446.0
ab-10053895,35204749.0
ab-10053983,59154000.0
ab-10054020,59150048.0
ab-10054064,24661265.0
ab-10054076,59151175.0
ab-10054273,24590124.0
ab-10054348,35204616.0
ab-10054365,10080234.0
ab-10054388,48060179.0
ab-10054445,35190015.0
ab-10054591,35204306.0
ab-10054613,48060604.0
ab-1005473,13070252.0
ab-10054740,35204606.0
ab-10054789,59150925.0
ab-10054878,59153280.0
ab-1005492,35440250.0
ab-10054958,35204883.0
ab-10055008,35201063.0
ab-10055014,24150042.0
ab-10055460,35201439.0
ab-1005554,24230155.0
ab-10055605,24663358.0
ab-10055607,24661127.0
ab-10055721,24661283.0
ab-10055747,59150727.0
ab-10055882,24661439.0
ab-10055892,24810291.0
ab-10056006,24661859.0
ab-10056057,24810291.0
ab-10056239,48150136.0
ab-10056274,59150488.0
ab-10056300,24780101.0
ab-10056310,35204819.0
ab-10056347,24661813.0
ab-10056450,35202819.0
ab-10056525,35210365.0
ab-10056549,48060606.0
ab-10056575,24661525.0
ab-10056633,59153146.0
ab-100567,59170637.0
ab-10056824,24661437.0
ab-10056935,24810224.0
ab-10056984,59310184.0
ab-10057041,35060305.0
ab-10057043,24661852.0
ab-10057114,35480234.0
ab-10057365,24661640.0
ab-10057383,47170182.0
ab-10057447,24661420.0
ab-10057489,24661283.0
ab-10057531,59152859.0
ab-10057660,48110112.0
ab-10057795,35204600.0
ab-10057796,24661833.0
ab-10057942,24661283.0
ab-10057974,48120199.0
ab-10057993,35160105.0
ab-10058032,59150724.0
ab-10058165,24660469.0
ab-10058214,59151025.0
ab-10058222,59153146.0
ab-10058296,35430871.0
ab-1005842,59170556.0
ab-10058570,24661959.0
ab-10058736,24663437.0
ab-10058863,24661918.0
ab-10058955,35211981.0
ab-10059043,24661309.0
ab-10059082,48060180.0
ab-10059146,59150628.0
ab-10059244,24661771.0
ab-10059303,59310174.0
ab-10059324,35204820.0
ab-10059410,35061779.0
ab-10059453,35300145.0
ab-10059455,59150112.0
ab-10059499,48112383.0
ab-10059703,35202906.0
ab-10059949,59170375.0
ab-10059956,35204844.0
ab-10060002,59150583.0
ab-10060196,35390136.0
ab-1006021,59290121.0
ab-10060229,35204004.0
ab-10060345,35204900.0
ab-10060361,24663438.0
ab-10060368,59153108.0
ab-10060422,24662043.0
ab-10060539,59210452.0
ab-10060639,48150083.0
ab-10060856,59153886.0
ab-10060895,59330106.0
ab-10061335,59150987.0
ab-10061849,59151272.0
ab-10062401,59153431.0
ab-10062977,48060577.0
ab-100631,24661425.0
ab-10063429,59350352.0
ab-10064990,35201523.0
ab-10065,59153470.0
ab-10065201,35200901.0
ab-1006526,48060853.0
ab-10065452,59153136.0
ab-1006579,24300082.0
ab-10065893,24230182.0
ab-10065975,48060660.0
ab-10066241,35200933.0
ab-10066341,35060595.0
ab-10066343,35201439.0
ab-10066444,46110679.0
ab-10066535,59150304.0
ab-10066538,35202492.0
ab-10066697,12090655.0
ab-10066746,24661256.0
ab-10066799,35203157.0
ab-10066871,24661756.0
ab-10066928,24661953.0
ab-10066939,35204819.0
ab-10066974,35200889.0
ab-10067040,35200757.0
ab-10067084,48112134.0
ab-10067143,48060661.0
ab-10067151,24661844.0
ab-1006750,24662027.0
ab-10067605,24520058.0
ab-10067906,35204843.0
ab-10068072,24661440.0
ab-10068168,59260288.0
ab-10068330,35390316.0
ab-10068379,59153950.0
ab-10068549,48062200.0
ab-10068648,24661269.0
ab-1006868,59150777.0
ab-10068718,35200657.0
ab-10068727,35200901.0
ab-10068941,24661437.0
ab-1006928,35204585.0
ab-10069347,24661283.0
ab-10069683,12090832.0
ab-1006969,35203160.0
ab-10069693,24661958.0
ab-10070021,24661775.0
ab-10070059,24661104.0
ab-10070081,35204894.0
ab-10070087,35200861.0
ab-1007016,24661415.0
ab-10070212,35203834.0
ab-10070278,35203836.0
ab-10070358,35260792.0
ab-10070385,24660695.0
ab-1007041,24810423.0
ab-10070426,59210272.0
ab-10070432,35260637.0
ab-10070495,46220105.0
ab-10070525,59150606.0
ab-10070528,35204894.0
ab-10070595,59210263.0
ab-10070654,35204625.0
ab-10070667,59210260.0
ab-10070921,24661937.0
ab-10071222,35204843.0
ab-10071288,59153440.0
ab-10071330,59153146.0
ab-10071333,24661181.0
ab-10071335,35200701.0
ab-1007137,59153849.0
ab-1007144,59153847.0
ab-10071477,35204738.0
ab-10071701,59153562.0
ab-10071743,24810239.0
ab-10071978,24661248.0
ab-10072094,35201211.0
ab-1007212,24661416.0
ab-1007253,11030156.0
ab-10073102,59153684.0
ab-10073785,59170648.0
ab-10073941,24460084.0
ab-10074014,35204602.0
ab-10074059,59310176.0
ab-10074165,35200949.0
ab-10074318,59151406.0
ab-10074415,59153635.0
ab-10074419,24650181.0
ab-10074450,35203843.0
ab-10074537,24520058.0
ab-10074550,12070138.0
ab-1007456,35204516.0
ab-10074614,35230387.0
ab-10074706,59310174.0
ab-10074726,59153638.0
ab-10074766,35300142.0
ab-10074895,35201440.0
ab-10074912,35202472.0
ab-10074952,35203241.0
ab-10075186,59153635.0
ab-10075187,47060297.0
ab-10075367,48060645.0
ab-10075373,59153635.0
ab-10075445,24661256.0
ab-10075473,59153635.0
ab-10075497,24663410.0
ab-10075542,59153987.0
ab-10075568,48062430.0
ab-10075609,48120142.0
ab-10075647,24661106.0
ab-10075764,24661867.0
ab-10075769,59170159.0
ab-10075843,59154001.0
ab-10075904,24650242.0
ab-10075952,24661444.0
ab-10076223,24661104.0
ab-10076306,24661849.0
ab-10076452,24661950.0
ab-10079235,59153681.0
ab-10079431,24650295.0
ab-10080,59150850.0
ab-10080125,35203131.0
ab-10080527,35130081.0
ab-10080934,24661892.0
ab-1008100,24661864.0
ab-10081028,35440165.0
ab-10081128,24230871.0
ab-10081446,24760071.0
ab-10081542,24650111.0
ab-10081613,24230684.0
ab-10081875,35203162.0
ab-10081911,35204612.0
ab-10082028,24230733.0
ab-10082058,35204612.0
ab-10082299,24661118.0
ab-10082379,35204738.0
ab-10082401,35410147.0
ab-10082661,24661265.0
ab-10082682,24660476.0
ab-10082852,35203162.0
ab-10083,59154001.0
ab-10083072,35260791.0
ab-10083160,24230182.0
ab-10083381,24650454.0
ab-10083413,35204311.0
ab-10083510,35200931.0
ab-10083523,35100289.0
ab-10083805,35201174.0
ab-10083817,59151775.0
ab-10084098,35420236.0
ab-10084192,35204842.0
ab-10084470,59260404.0
ab-10084522,24661255.0
ab-10084614,48060607.0
ab-10084630,35300840.0
ab-10084633,24730109.0
ab-10084636,59150886.0
ab-1008467,13150314.0
ab-10084818,35204106.0
ab-10084900,24661650.0
ab-10084933,35204843.0
ab-10084935,35061792.0
ab-10085098,35202013.0
ab-10085107,59150618.0
ab-10085145,24661816.0
ab-10085169,35204106.0
ab-10085484,24661844.0
ab-10085545,59152923.0
ab-10085655,59150680.0
ab-10085781,24661813.0
ab-1008579,59190178.0
ab-10086076,35191157.0
ab-10086166,35204883.0
ab-10086184,59230092.0
ab-10086245,59230090.0
ab-10086250,59153146.0
ab-10086292,35060970.0
ab-10086309,59290165.0
ab-10086329,59154027.0
ab-10086394,59230090.0
ab-10086439,24663138.0
ab-10086500,35201023.0
ab-10086513,35204888.0
ab-10086607,24580558.0
ab-10086654,48110869.0
ab-10086795,24770098.0
ab-10086806,35060249.0
ab-10086876,48061602.0
ab-10086883,59153981.0
ab-10087042,48150112.0
ab-1008726,35201376.0
ab-10087268,24810298.0
ab-10087498,35260763.0
ab-10087640,24661940.0
ab-10087820,24663452.0
ab-10087889,35204889.0
ab-10087919,35181236.0
ab-10088511,35211462.0
ab-10088518,59153843.0
ab-10088731,24663278.0
ab-10088732,35211462.0
ab-10088879,59310175.0
ab-10088980,35061784.0
ab-10089041,59310176.0
ab-10089102,24661808.0
ab-10089249,35390902.0
ab-10089310,59150708.0
ab-10089385,35430877.0
ab-10089644,59310184.0
ab-10089806,35203228.0
ab-10089916,24661493.0
ab-10089937,24661257.0
ab-10090067,12090358.0
ab-10090074,24660863.0
ab-10090085,24662655.0
ab-10090101,59170311.0
ab-10090138,35204819.0
ab-10090192,35201034.0
ab-10090206,24661477.0
ab-10090214,35204666.0
ab-1009056,35200913.0
ab-10090667,24660697.0
ab-1009088,35440217.0
ab-10090947,24663342.0
ab-10090993,61060158.0
ab-10091051,48060873.0
ab-10091368,59153636.0
ab-1009172,24661109.0
ab-1009265,24770098.0
ab-10093247,59153683.0
ab-1009361,59310184.0
ab-10094067,48060640.0
ab-10094187,59153479.0
ab-10095245,24662115.0
ab-10095315,24661283.0
ab-1009611,35204873.0
ab-1009622,24660473.0
ab-10096444,24661834.0
ab-10096536,35204843.0
ab-1009656,35201011.0
ab-10096618,35204653.0
ab-10096747,35300718.0
ab-1009677,24661338.0
ab-10097104,24230143.0
ab-10097443,35203157.0
ab-10097445,48112246.0
ab-1009751,35204617.0
ab-10097604,35204826.0
ab-1009763,46010070.0
ab-10097673,12090864.0
ab-10097836,35100061.0
ab-10097875,35370795.0
ab-10097921,24770107.0
ab-10097939,24661048.0
ab-10098,59153691.0
ab-10098275,24661461.0
ab-10098373,24250312.0
ab-10098377,24663443.0
ab-10098405,35410203.0
ab-10098509,35204822.0
ab-10098635,35430914.0
ab-10098829,24660445.0
ab-10099233,35204588.0
ab-10099530,24661871.0
ab-10099633,35204894.0
ab-1009966,48061282.0
ab-10099676,35202433.0
ab-10099972,24663349.0
ab-10100066,59153071.0
ab-10100224,24661466.0
ab-10100269,35203255.0
ab-10100411,24661577.0
ab-1010054,24661829.0
ab-10100656,35202228.0
ab-10100797,35250957.0
ab-10101219,24661738.0
ab-10101300,24662453.0
ab-10101462,24780112.0
ab-10101575,35203157.0
ab-10101794,24920110.0
ab-10101800,24661965.0
ab-10102045,59153679.0
ab-10102106,24661881.0
ab-10102163,24780102.0
ab-10102320,24661104.0
ab-10102360,24662621.0
ab-10102362,24661846.0
ab-10102403,59490172.0
ab-10102456,24663344.0
ab-10102558,24820028.0
ab-10102562,24663443.0
ab-10102703,48112288.0
ab-10102730,24661370.0
ab-10102834,59170197.0
ab-10102912,59230090.0
ab-10103158,24230181.0
ab-10103451,35190311.0
ab-10103455,35204894.0
ab-10103496,24620182.0
ab-10103517,48020370.0
ab-10103611,24662114.0
ab-10103633,24661428.0
ab-10103711,24730133.0
ab-10103988,24663358.0
ab-10104105,59153843.0
ab-10104212,24661080.0
ab-10104214,24650169.0
ab-10104229,59090727.0
ab-10104348,24780099.0
ab-10104483,24661839.0
ab-10104570,24661743.0
ab-10104659,61060104.0
ab-10104693,24661895.0
ab-10104780,35211922.0
ab-10104897,24661858.0
ab-10104987,24230040.0
ab-10105,59153136.0
ab-10105011,24663437.0
ab-10105085,24661899.0
ab-10105116,59350254.0
ab-10105162,59150081.0
ab-10105278,35061307.0
ab-10105306,59154025.0
ab-10105366,24661150.0
ab-10105420,24150031.0
ab-10105488,48060644.0
ab-10105787,11020266.0
ab-10105815,35202819.0
ab-10105933,24663442.0
ab-10106245,35420229.0
ab-10106323,12090571.0
ab-10106366,59170295.0
ab-10106378,35204615.0
ab-10106387,59350096.0
ab-10106554,59150598.0
ab-10106570,35200305.0
ab-10106671,35204588.0
ab-10106794,24661426.0
ab-10106814,35201007.0
ab-10106934,24661104.0
ab-10106998,48062177.0
ab-10107125,35201029.0
ab-10107274,35204606.0
ab-10107378,24661262.0
ab-1010739,35200756.0
ab-10107423,59153635.0
ab-10107501,24663242.0
ab-10107604,35201073.0
ab-10107678,59153480.0
ab-10107820,35204588.0
ab-10107945,59150580.0
ab-10108027,35390348.0
ab-10108028,59153677.0
ab-10108184,24661639.0
ab-10108462,35204186.0
ab-1010853,35200878.0
ab-10108947,59010254.0
ab-10108957,59153843.0
ab-10109,59153529.0
ab-10109247,47160246.0
ab-10109767,59153845.0
ab-1011073,24230154.0
ab-10110776,59150224.0
ab-10111381,59151058.0
ab-10111593,24660797.0
ab-10111621,24940399.0
ab-10112150,24660695.0
ab-10112730,24661528.0
ab-10113134,35410244.0
ab-10113285,24661047.0
ab-10113480,35410244.0
ab-10113550,24661055.0
ab-10113719,24661271.0
ab-10113920,35202821.0
ab-10114013,35204872.0
ab-10114115,35202817.0
ab-10114172,35060233.0
ab-10114616,24250219.0
ab-10114632,24661772.0
ab-10114935,35204666.0
ab-10115386,24661948.0
ab-10115512,35201063.0
ab-1011606,35200704.0
ab-10116106,24663342.0
ab-1011619,35430914.0
ab-1011626,24662053.0
ab-10116452,59150750.0
ab-10116460,35440225.0
ab-10116462,59153669.0
ab-10116523,35061839.0
ab-1011669,35310187.0
ab-10116695,24662508.0
ab-10116794,35420198.0
ab-10116799,12090627.0
ab-10116804,12090922.0
ab-10116843,59153846.0
ab-10117238,59170311.0
ab-10117580,59150832.0
ab-10117607,24661842.0
ab-10117921,24530072.0
ab-10118083,35130082.0
ab-10118143,35204609.0
ab-10118158,59153482.0
ab-10118191,24661771.0
ab-10118212,35211413.0
ab-10118249,35201453.0
ab-10118286,24661094.0
ab-10118299,35060403.0
ab-10118365,24661941.0
ab-10118412,59150716.0
ab-10118486,24661429.0
ab-10118543,12090313.0
ab-10118647,24661093.0
ab-1011868,59170374.0
ab-10118719,59150784.0
ab-10118802,59153674.0
ab-10119001,59310201.0
ab-10119091,24661063.0
ab-10119177,59310177.0
ab-10119212,35201453.0
ab-10119326,24770071.0
ab-10119372,35202472.0
ab-10119465,24662115.0
ab-10119485,12090901.0
ab-10120150,35260121.0
ab-10120165,35203157.0
ab-10120321,35200958.0
ab-10120612,24663397.0
ab-10120615,59151409.0
ab-10120635,59153644.0
ab-10120686,24661212.0
ab-10121273,24750234.0
ab-10121589,59150113.0
ab-1012168,59190175.0
ab-10121686,35204896.0
ab-10121791,35204004.0
ab-10121804,59150850.0
ab-10122002,59153834.0
ab-10122087,35202943.0
ab-10122140,59150030.0
ab-10122249,35204827.0
ab-10122270,24661894.0
ab-10122324,24661859.0
ab-1012243,35260360.0
ab-10122437,24661053.0
ab-10122558,12070164.0
ab-10122571,59310174.0
ab-10122603,59150538.0
ab-10122608,24661037.0
ab-10122637,48060662.0
ab-10122730,35204843.0
ab-10122765,24661928.0
ab-10123052,10010789.0
ab-10123053,24663397.0
ab-10123071,35060399.0
ab-10123086,35190397.0
ab-10123128,24662579.0
ab-10123409,35204826.0
ab-10123460,24661928.0
ab-10123477,59190169.0
ab-10123534,59154001.0
ab-10123627,24663369.0
ab-10123648,24661873.0
ab-10123819,59310184.0
ab-1012385,59150725.0
ab-10123853,35204011.0
ab-10123899,35191198.0
ab-10123934,35200434.0
ab-10124063,24800081.0
ab-10124106,24661861.0
ab-10124110,35201032.0
ab-10124122,59151180.0
ab-10124234,24660436.0
ab-10124256,24661929.0
ab-10124283,35201139.0
ab-10124299,59170401.0
ab-1012430,35200876.0
ab-10124316,13040048.0
ab-10124328,24661632.0
ab-10124345,13070128.0
ab-10124451,35210365.0
ab-10124498,59153961.0
ab-10124512,24780135.0
ab-10124520,24661859.0
ab-10124614,35202513.0
ab-10124628,24661457.0
ab-10124642,59310176.0
ab-10124648,48150113.0
ab-10124698,59350355.0
ab-10124837,59153223.0
ab-10124897,35204101.0
ab-10125086,48112107.0
ab-10125241,59010254.0
ab-1012527,35200878.0
ab-10125440,59152832.0
ab-10125592,35203597.0
ab-10125811,12090534.0
ab-10126195,35201414.0
ab-10126243,24661284.0
ab-10126420,35201212.0
ab-10126877,24770113.0
ab-10127172,59151065.0
ab-10127432,59153470.0
ab-10128621,59153529.0
ab-10128650,35204819.0
ab-10131054,35204594.0
ab-10131657,24661141.0
ab-10131906,24940170.0
ab-10131923,24580197.0
ab-10132027,24580375.0
ab-10132531,24661906.0
ab-10132554,35204880.0
ab-10132679,59150600.0
ab-10133377,35240244.0
ab-10133569,35204616.0
ab-1013357,24662128.0
ab-10133624,59150780.0
ab-10134151,35204819.0
ab-10134191,24662017.0
ab-10134281,24730159.0
ab-10134400,59153845.0
ab-10134771,35061248.0
ab-10134998,35061714.0
ab-10135083,48060649.0
ab-10135411,59151438.0
ab-10135426,24662026.0
ab-10135456,35061799.0
ab-10135672,35200209.0
ab-10135673,35300121.0
ab-10135733,24661468.0
ab-10135747,24662115.0
ab-10135757,24230849.0
ab-10135764,24810409.0
ab-10135818,35060209.0
ab-10135845,24661262.0
ab-10135924,59150680.0
ab-10135990,24661106.0
ab-10136261,24661283.0
ab-10136267,35204579.0
ab-10136356,24661911.0
ab-10136443,24661020.0
ab-1013669,59153980.0
ab-10136810,24661456.0
ab-10136814,24661081.0
ab-10136871,24661172.0
ab-10136899,24650649.0
ab-10137030,24662115.0
ab-10137123,59170386.0
ab-10137140,35190282.0
ab-10137284,24661173.0
ab-10137600,59153978.0
ab-10137686,59310174.0
ab-10137753,24661868.0
ab-10137761,24661193.0
ab-10138157,59310169.0
ab-10138215,35204896.0
ab-10138408,35060560.0
ab-10138460,48060966.0
ab-10138551,24661082.0
ab-10138741,35200881.0
ab-10138854,35203176.0
ab-10139096,35202499.0
ab-10139389,24661429.0
ab-10139549,35204822.0
ab-1013961,24661810.0
ab-10139664,59153146.0
ab-10139694,24661805.0
ab-10139894,24661103.0
ab-10139923,35061821.0
ab-10140031,59153683.0
ab-10140167,24661929.0
ab-10140286,35204018.0
ab-10140396,35203888.0
ab-10140477,24430338.0
ab-10140682,59153135.0
ab-10140722,35204870.0
ab-10140869,24661630.0
ab-10140943,59390218.0
ab-10140986,24780101.0
ab-10141256,35211462.0
ab-10141341,35204900.0
ab-10141478,35201376.0
ab-10141582,35203222.0
ab-10141635,48062300.0
ab-10141694,24663191.0
ab-10141743,59150406.0
ab-10141798,35360466.0
ab-10141898,35203811.0
ab-10141915,35201174.0
ab-10141928,24770064.0
ab-10141977,59153839.0
ab-10142059,35060343.0
ab-10142161,35200564.0
ab-10142206,35061248.0
ab-10142354,59150902.0
ab-10142400,35201371.0
ab-10142436,35250397.0
ab-10142508,24661428.0
ab-1014259,48061869.0
ab-10142632,35203891.0
ab-10142635,35212063.0
ab-10142703,24661929.0
ab-10142704,11020153.0
ab-10143214,24661383.0
ab-10143253,59150785.0
ab-10143378,24663347.0
ab-10143450,59153675.0
ab-10143523,59152884.0
ab-10143574,24660462.0
ab-10143624,24663252.0
ab-10143650,35201453.0
ab-10143680,24661262.0
ab-1014369,24230285.0
ab-10143720,24661738.0
ab-10143987,59150791.0
ab-10144137,35204754.0
ab-10144359,24663349.0
ab-10145068,59150837.0
ab-10145282,59154000.0
ab-10145940,48060609.0
ab-10145943,59151853.0
ab-101462,24661863.0
ab-10146773,59150347.0
ab-10146838,24220066.0
ab-10147705,35540121.0
ab-10148760,24370133.0
ab-10148807,35060921.0
ab-10148872,24663369.0
ab-10149031,24661830.0
ab-10149370,24661909.0
ab-10149701,35202847.0
ab-10149765,35204142.0
ab-10149935,35061865.0
ab-10149962,24661959.0
ab-10150048,24661104.0
ab-10150105,35190297.0
ab-10150124,48062088.0
ab-10150128,24661256.0
ab-10150505,35204343.0
ab-10150720,24661940.0
ab-10150768,24663371.0
ab-1015080,24661871.0
ab-10150926,59153464.0
ab-10150973,35300902.0
ab-10151221,35200855.0
ab-10151267,59153166.0
ab-10151403,35300719.0
ab-10151474,35204843.0
ab-10151493,59154001.0
