quarter,region,subset,n_markets,construction,share_new_cur_rw_pct,share_new_prev_rw_pct,d_share_rw_pp,d_share_eq_pp,d_share_median_pp,d_share_wedge_corrected_rw_pp,reviews_cur,to_date,regions_covered
1Q23,GLOBAL_NW,all,123,within_vintage_deep,30.943722863960343,26.759974466742744,4.183748397217598,4.000056093839818,3.327577422577423,4.060147375993203,2093366,False,4.0
2Q23,GLOBAL_NW,all,123,within_vintage_deep,31.14144850123879,27.761302142399852,3.3801463588389327,3.0630346211359036,2.7519210789210793,3.127616260689048,2989969,False,4.0
3Q23,GLOBAL_NW,all,123,within_vintage_deep,31.39205486205068,28.878308087243898,2.513746774806779,2.08930695193057,2.0593376623376622,2.2049576837490124,3386422,False,4.0
4Q23,GLOBAL_NW,all,123,within_vintage_deep,31.791873705355258,30.04775867619808,1.7441150291571754,1.3948153774575713,1.125751248751249,1.4479386941041923,2819804,False,4.0
1Q24,GLOBAL_NW,all,123,within_vintage_deep,32.00663977231843,30.943722863960343,1.0629169083580816,0.5541564555155885,0.3827852147852148,0.713628700004487,2714623,False,4.0
2Q24,GLOBAL_NW,all,123,within_vintage_deep,31.669556850713114,31.14144850123879,0.5281083494743312,-0.25982393045550906,-0.542852147852148,0.2816807092733791,3741633,False,4.0
3Q24,GLOBAL_NW,all,123,mixed_lag;within_vintage_deep,31.18335293937666,31.39205486205068,-0.20870192267401405,-0.731569237779764,-0.8685604395604396,-2.362748177019145,4222175,False,4.0
4Q24,GLOBAL_NW,all,123,mixed_lag;within_vintage_deep,31.41066766889998,31.791873705355258,-0.38120603645527634,-1.263940951279297,-1.064011988011988,-2.8419831021606927,3599704,False,4.0
1Q25,GLOBAL_NW,all,123,mixed_lag;within_vintage_deep,31.17819514674483,32.00663977231843,-0.8284446255735949,-1.4656381203935385,-1.2140879120879122,-3.210049437609954,3385571,False,4.0
2Q25,GLOBAL_NW,all,123,mixed_lag,30.69666078288429,31.669556850713114,-0.9728960678288292,-1.2507460195708757,-0.810938061938062,-3.4730847228439337,4702365,False,4.0
3Q25,GLOBAL_NW,all,123,mixed_lag;vintage_matched,28.840702702536717,31.18335293937666,-2.3426502368399476,-2.3070364805473162,-2.168922077922078,-2.7925805759845863,4515645,False,4.0
4Q25,GLOBAL_NW,all,123,mixed_lag;vintage_matched,29.67740236267369,31.41066766889998,-1.7332653062262904,-1.6826140013605737,-1.644002997002997,-2.012418326773968,4006291,False,4.0
1Q26,GLOBAL_NW,all,123,mixed_lag;vintage_matched,30.323373256616676,31.17819514674483,-0.8548218901281588,-1.058473029844989,-1.0069000999000999,-1.3166699773668507,3821303,False,4.0
2Q26,GLOBAL_NW,all,123,vintage_matched,29.159983259095128,30.69666078288429,-1.536677523789158,-1.7154120267172013,-1.9492127872127873,-1.7226760244987331,4995142,False,4.0
3Q26,GLOBAL_NW,all,120,vintage_matched,29.07894099447348,30.885016683755065,-1.8060756892815817,-2.190620639864337,-2.107932067932068,-1.9082990174504784,1758947,True,4.0
1Q23,LatAm,all,7,within_vintage_deep,38.57162247760384,30.060825614781653,8.510796862822184,7.883142857142857,7.15,8.757313985159714,221020,False,
2Q23,LatAm,all,7,within_vintage_deep,41.01143086287921,32.70561933015177,8.305811532727436,7.685714285714285,6.804,8.26571885123658,221943,False,
3Q23,LatAm,all,7,within_vintage_deep,42.52623722762526,35.485902528824724,7.040334698800538,6.338,7.117,6.760945867444294,259936,False,
4Q23,LatAm,all,7,within_vintage_deep,41.82813750254954,37.02391131898585,4.804226183563687,4.846142857142857,4.515,4.477868497105291,318685,False,
1Q24,LatAm,all,7,within_vintage_deep,41.00212045962057,38.57162247760384,2.4304979820167327,2.416,1.667,2.1020155531647386,319742,False,
2Q24,LatAm,all,7,within_vintage_deep,41.183088507907286,41.01143086287921,0.17165764502807823,-0.1854285714285713,-2.102,0.28230196627417886,312876,False,
3Q24,LatAm,all,7,mixed_lag;within_vintage_deep,40.399325084364456,42.52623722762526,-2.1269121432608062,-1.913714285714286,-2.2,-2.920981130483689,391160,False,
4Q24,LatAm,all,7,mixed_lag;within_vintage_deep,38.935771528746734,41.82813750254954,-2.892365973802802,-2.559285714285714,-1.571,-4.149690295069944,447216,False,
1Q25,LatAm,all,7,mixed_lag;within_vintage_deep,37.291087999901166,41.00212045962057,-3.711032459719399,-3.542857142857143,-2.928,-4.89984968631028,485671,False,
2Q25,LatAm,all,7,mixed_lag,38.60822470682308,41.183088507907286,-2.574863801084204,-2.1037142857142856,-0.886,-4.653446883181885,501489,False,
3Q25,LatAm,all,7,mixed_lag;vintage_matched,38.748336077001234,40.399325084364456,-1.6509890073632183,-1.5732857142857142,-0.55,-2.7439066903488523,507836,False,
4Q25,LatAm,all,7,mixed_lag;vintage_matched,38.38319097780317,38.935771528746734,-0.5525805509435711,-0.6787142857142857,-0.271,-1.4399077688925492,602248,False,
1Q26,LatAm,all,7,mixed_lag;vintage_matched,39.30672625009631,37.291087999901166,2.0156382501951398,0.6068571428571428,0.827,0.6274918514523461,648950,False,
2Q26,LatAm,all,7,vintage_matched,39.789314497191484,38.60822470682308,1.181089790368406,0.3344285714285714,-0.643,1.0138029562973956,638772,False,
3Q26,LatAm,all,5,vintage_matched,37.62125384739997,37.032523840596234,0.5887300068037338,0.7636000000000001,1.098,0.6838809525352342,154325,True,
1Q23,NAM,all,42,within_vintage_deep,32.765682717454965,30.415460221788887,2.350222495666082,2.947523809523809,1.5939999999999999,1.8033307186611434,517337,False,
2Q23,NAM,all,42,within_vintage_deep,31.119542158959288,30.496831110363832,0.6227110485954535,0.8962857142857142,-0.174,0.22108387626210463,701903,False,
3Q23,NAM,all,42,within_vintage_deep,30.235258553470626,31.312687513337767,-1.0774289598671438,-1.399452380952381,-1.353,-1.5596169877096768,770769,False,
4Q23,NAM,all,42,within_vintage_deep,29.92221586858947,32.63850020175574,-2.7162843331662687,-2.922166666666667,-2.4829999999999997,-3.037690329857983,638305,False,
1Q24,NAM,all,42,within_vintage_deep,29.557104959836014,32.765682717454965,-3.208577757618958,-3.451833333333334,-3.7670000000000003,-3.560100666193547,618589,False,
2Q24,NAM,all,42,within_vintage_deep,28.88106992407691,31.119542158959288,-2.2384722348823716,-2.758690476190476,-2.873,-2.5822432532258266,828470,False,
3Q24,NAM,all,42,mixed_lag,28.653401924672696,30.235258553470626,-1.581856628797923,-1.899428571428571,-1.5855000000000001,-4.010757986985872,936367,False,
4Q24,NAM,all,42,mixed_lag,29.006615789005853,29.92221586858947,-0.9156000795836172,-2.0780476190476187,-2.2035,-3.6516658747190514,787510,False,
1Q25,NAM,all,42,mixed_lag,29.085214696465506,29.557104959836014,-0.47189026337050577,-1.3828809523809522,-1.2105,-2.8672908685731024,730543,False,
2Q25,NAM,all,42,mixed_lag,28.397791166678402,28.88106992407691,-0.4832787573985142,-1.2524761904761903,-0.8805000000000001,-2.8685157676098134,994190,False,
3Q25,NAM,all,42,vintage_matched,26.240122594499926,28.653401924672696,-2.4132793301727737,-2.7640714285714285,-2.1079999999999997,-2.6230199633050475,959260,False,
4Q25,NAM,all,42,vintage_matched,27.245325249494247,29.006615789005853,-1.7612905395116063,-2.2098333333333335,-1.6985000000000001,-1.5713337362954947,813145,False,
1Q26,NAM,all,42,vintage_matched,28.243725441519786,29.085214696465506,-0.8414892549457209,-1.5586904761904758,-1.4075,-0.9733887969447809,797586,False,
2Q26,NAM,all,42,vintage_matched,28.022363945339645,28.397791166678402,-0.3754272213387533,-1.370595238095238,-1.779,-0.6368843241949045,1069221,False,
3Q26,NAM,all,42,vintage_matched,28.656672796132348,29.341323647044938,-0.6846508509125881,-1.654142857142857,-2.592,-0.9299937211539633,410585,True,
3Q25,APAC,vintage_matched_only,17,vintage_matched,30.951649281899936,32.782377329185955,-1.8307280472860232,-1.7806470588235292,-2.771,-2.278649011319909,517407,False,
4Q25,APAC,vintage_matched_only,17,vintage_matched,30.05194847715113,31.41064843127444,-1.3586999541233102,-0.5147647058823528,-1.352,-2.030555510385603,733034,False,
1Q26,APAC,vintage_matched_only,17,vintage_matched,29.54472551046813,30.48828074894109,-0.9435552384729595,0.5141764705882352,-0.726,-1.3474840286050562,838593,False,
2Q26,APAC,vintage_matched_only,17,vintage_matched,30.973805017835083,32.00561231083206,-1.031807292996978,-1.127529411764706,-0.998,-1.5157724297101838,633022,False,
3Q26,APAC,vintage_matched_only,17,vintage_matched,31.051155237321915,33.09763606950895,-2.0464808321870365,-2.7704705882352942,-2.204,-2.213499395622647,216752,True,
3Q25,EMEA,vintage_matched_only,56,vintage_matched,25.500644405575535,28.37821231338698,-2.8775679078114456,-2.5936785714285717,-2.824,-3.1914231062253386,2520152,False,
4Q25,EMEA,vintage_matched_only,56,vintage_matched,27.38737762266186,29.892016041726738,-2.5046384190648805,-2.291357142857142,-2.414,-2.680492943640714,1845215,False,
1Q26,EMEA,vintage_matched_only,56,vintage_matched,28.016802042724894,30.294575390314154,-2.2777733475892625,-2.168857142857143,-1.722,-2.5443382369939163,1522672,False,
2Q26,EMEA,vintage_matched_only,57,vintage_matched,24.485979759069554,28.47341462732678,-3.9874348682572225,-3.19459649122807,-3.083,-3.997047373015685,2654127,False,
3Q26,EMEA,vintage_matched_only,56,vintage_matched,24.69453639419412,28.46643817393618,-3.771901779742057,-3.7783214285714286,-3.137,-3.816950108719565,977285,True,
3Q25,GLOBAL_NW,vintage_matched_only,120,vintage_matched,28.17364389320842,30.782161349685346,-2.60851745647692,-2.533702851770079,-2.2966863136863136,-2.909091342573833,4335965,False,4.0
4Q25,GLOBAL_NW,vintage_matched_only,120,vintage_matched,28.97912112797705,30.934286222225733,-1.9551650942486876,-1.7997892471673982,-1.6675314685314686,-2.078662026737931,3799058,False,4.0
1Q26,GLOBAL_NW,vintage_matched_only,120,vintage_matched,29.64505996875354,30.71217419827155,-1.0671142295180203,-1.1580159280495412,-1.042192807192807,-1.3325297908252636,3600830,False,4.0
2Q26,GLOBAL_NW,vintage_matched_only,123,vintage_matched,29.159983259095128,30.69666078288429,-1.536677523789158,-1.7154120267172013,-1.9492127872127873,-1.7226760244987331,4995142,False,4.0
3Q26,GLOBAL_NW,vintage_matched_only,120,vintage_matched,29.07894099447348,30.885016683755065,-1.8060756892815817,-2.190620639864337,-2.107932067932068,-1.9082990174504784,1758947,True,4.0
3Q25,LatAm,vintage_matched_only,5,vintage_matched,35.096389165728034,38.16481737242754,-3.068428206699508,-2.6384,-1.088,-3.3788809391825345,339146,False,
4Q25,LatAm,vintage_matched_only,5,vintage_matched,34.686899014874996,36.33349782991054,-1.6465988150355437,-1.1046,-0.271,-1.755104242709683,407664,False,
1Q26,LatAm,vintage_matched_only,5,vintage_matched,35.846046984132734,34.8174787208931,1.028568263239632,0.3045999999999999,0.827,0.6404314888263921,441979,False,
2Q26,LatAm,vintage_matched_only,7,vintage_matched,39.789314497191484,38.60822470682308,1.181089790368406,0.3344285714285714,-0.643,1.0138029562973956,638772,False,
3Q26,LatAm,vintage_matched_only,5,vintage_matched,37.62125384739997,37.032523840596234,0.5887300068037338,0.7636000000000001,1.098,0.6838809525352342,154325,True,
3Q25,NAM,vintage_matched_only,42,vintage_matched,26.240122594499926,28.653401924672696,-2.4132793301727737,-2.7640714285714285,-2.1079999999999997,-2.6230199633050475,959260,False,
4Q25,NAM,vintage_matched_only,42,vintage_matched,27.245325249494247,29.006615789005853,-1.7612905395116063,-2.2098333333333335,-1.6985000000000001,-1.5713337362954947,813145,False,
1Q26,NAM,vintage_matched_only,42,vintage_matched,28.243725441519786,29.085214696465506,-0.8414892549457209,-1.5586904761904758,-1.4075,-0.9733887969447809,797586,False,
2Q26,NAM,vintage_matched_only,42,vintage_matched,28.022363945339645,28.397791166678402,-0.3754272213387533,-1.370595238095238,-1.779,-0.6368843241949045,1069221,False,
3Q26,NAM,vintage_matched_only,42,vintage_matched,28.656672796132348,29.341323647044938,-0.6846508509125881,-1.654142857142857,-2.592,-0.9299937211539633,410585,True,
