market,region,dump_date,quarter,scope_flag,n_listings,share_l30d_reviews_from_new_pct,share_ltm_reviews_from_new_pct,share_listings_new_pct,d_share_l30d_pp,prev_dump
barcelona,EMEA,2026-06-24,2Q26,full,15293,19.96,8.83,18.58,,
barcelona,EMEA,2026-07-16,3Q26,full,15777,19.84,9.030000000000001,18.82,,
barcelona,EMEA,2026-08-23,3Q26,full,16227,22.7,10.65,19.82,-4.289999999999999,2025-09-14
barossa-valley,APAC,2024-12-27,4Q24,full,354,16.14,9.24,16.400000000000002,,
barossa-valley,APAC,2025-06-25,2Q25,full,351,17.59,9.2,18.81,,
barossa-valley,APAC,2025-09-27,3Q25,full,353,23.14,10.47,18.21,,
barossa-valley,APAC,2025-12-28,4Q25,partial,362,20.0,12.23,17.27,3.8599999999999994,2024-12-27
barossa-valley,APAC,2026-03-30,1Q26,partial,323,16.71,10.58,15.7,,
barossa-valley,APAC,2026-06-29,2Q26,full,360,19.63,9.78,15.52,2.039999999999999,2025-06-25
barossa-valley,APAC,2026-07-24,3Q26,full,360,19.81,9.69,15.36,2.219999999999999,2025-06-25
barossa-valley,APAC,2026-08-30,3Q26,full,361,18.240000000000002,9.62,16.669999999999998,-4.899999999999999,2025-09-27
barwon-south-west-vic,APAC,2024-12-28,4Q24,full,7612,21.61,12.389999999999999,18.05,,
barwon-south-west-vic,APAC,2025-06-25,2Q25,full,7264,19.650000000000002,11.81,17.32,,
barwon-south-west-vic,APAC,2025-09-28,3Q25,full,7280,22.21,11.52,16.7,,
barwon-south-west-vic,APAC,2025-12-29,4Q25,partial,7429,18.05,9.700000000000001,14.95,-3.5599999999999987,2024-12-28
barwon-south-west-vic,APAC,2026-03-30,1Q26,partial,5844,17.2,10.33,16.07,,
barwon-south-west-vic,APAC,2026-06-29,2Q26,full,7095,18.2,10.43,14.63,-1.4500000000000028,2025-06-25
barwon-south-west-vic,APAC,2026-07-24,3Q26,full,7083,17.76,10.530000000000001,14.63,-1.8900000000000006,2025-06-25
barwon-south-west-vic,APAC,2026-08-31,3Q26,full,7076,17.8,10.23,14.469999999999999,-4.41,2025-09-28
belize,LatAm,2024-12-29,4Q24,full,3357,22.66,12.389999999999999,20.8,,
belize,LatAm,2025-03-23,1Q25,full,3433,22.71,12.78,19.18,,
belize,LatAm,2025-06-25,2Q25,full,3552,23.79,13.969999999999999,18.17,,
belize,LatAm,2025-09-28,3Q25,full,3581,22.0,12.64,17.130000000000003,,
belize,LatAm,2025-12-29,4Q25,partial,3630,19.82,9.78,15.939999999999998,-2.84,2024-12-29
belize,LatAm,2026-03-30,1Q26,partial,3074,18.61,11.690000000000001,16.33,-4.100000000000001,2025-03-23
belize,LatAm,2026-06-29,2Q26,full,3608,21.63,13.16,16.830000000000002,-2.16,2025-06-25
belize,LatAm,2026-07-24,3Q26,full,3651,24.16,13.04,17.91,0.370000000000001,2025-06-25
belize,LatAm,2026-08-31,3Q26,full,3650,27.24,13.05,18.56,5.239999999999998,2025-09-28
bogota,LatAm,2026-06-21,2Q26,full,19187,45.93,28.16,29.4,,
bogota,LatAm,2026-07-23,3Q26,full,19376,45.25,27.85,29.17,,
bogota,LatAm,2026-08-18,3Q26,full,19486,41.839999999999996,26.32,28.83,,
brisbane,APAC,2025-08-04,3Q25,full,5774,42.68,24.57,37.29,,
brisbane,APAC,2025-10-07,4Q25,full,6072,42.699999999999996,25.71,37.21,,
brisbane,APAC,2025-11-11,4Q25,full,6147,42.85,25.580000000000002,36.36,,
brisbane,APAC,2026-01-16,1Q26,partial,5663,43.86,26.669999999999998,39.660000000000004,,
brisbane,APAC,2026-03-19,1Q26,partial,5720,42.34,26.729999999999997,37.71,,
brisbane,APAC,2026-06-15,2Q26,full,6347,39.87,23.400000000000002,33.06,,
brisbane,APAC,2026-07-14,3Q26,full,6358,39.69,23.189999999999998,32.34,-2.990000000000002,2025-08-04
brisbane,APAC,2026-08-13,3Q26,full,6412,38.85,23.189999999999998,31.929999999999996,-3.8299999999999983,2025-08-04
buenos-aires,LatAm,2025-07-27,3Q25,full,27429,30.620000000000005,18.25,23.72,,
buenos-aires,LatAm,2025-08-29,3Q25,full,27234,30.31,17.78,23.31,,
buenos-aires,LatAm,2025-09-27,3Q25,full,26945,29.849999999999998,17.32,22.55,,
buenos-aires,LatAm,2025-10-29,4Q25,full,26726,29.080000000000002,17.16,22.53,,
buenos-aires,LatAm,2025-11-27,4Q25,full,26711,29.880000000000003,17.130000000000003,22.97,,
buenos-aires,LatAm,2026-01-25,1Q26,partial,27348,28.43,17.150000000000002,22.14,,
buenos-aires,LatAm,2026-03-30,1Q26,partial,28019,30.73,16.950000000000003,23.369999999999997,,
buenos-aires,LatAm,2026-06-29,2Q26,full,29685,32.47,17.849999999999998,23.64,1.8499999999999943,2025-07-27
buenos-aires,LatAm,2026-07-24,3Q26,full,29609,32.43,17.72,23.65,1.8099999999999952,2025-07-27
buenos-aires,LatAm,2026-08-30,3Q26,full,29675,33.44,18.47,24.22,3.129999999999999,2025-08-29
chicago,NAM,2025-03-11,1Q25,full,8748,32.26,16.09,26.68,,
chicago,NAM,2025-06-17,2Q25,full,8604,31.540000000000003,15.229999999999999,26.029999999999998,,
chicago,NAM,2025-09-22,3Q25,full,8660,30.130000000000003,18.15,25.729999999999997,,
chicago,NAM,2025-12-25,4Q25,partial,8884,31.95,19.11,25.0,,
chicago,NAM,2026-01-20,1Q26,partial,8817,32.61,19.650000000000002,25.06,,
chicago,NAM,2026-02-25,1Q26,partial,7821,33.11,19.72,25.5,0.8500000000000014,2025-03-11
chicago,NAM,2026-03-27,1Q26,partial,5153,31.95,19.34,28.38,-0.3099999999999987,2025-03-11
chicago,NAM,2026-04-24,2Q26,partial,5116,30.04,18.81,27.96,,
chicago,NAM,2026-05-26,2Q26,partial,8408,26.26,13.850000000000001,22.91,-5.280000000000001,2025-06-17
chicago,NAM,2026-06-24,2Q26,full,8660,24.66,13.780000000000001,22.400000000000002,-6.880000000000003,2025-06-17
chicago,NAM,2026-07-20,3Q26,full,8698,24.44,14.099999999999998,22.21,-7.100000000000001,2025-06-17
chicago,NAM,2026-08-27,3Q26,full,8778,23.080000000000002,14.64,22.21,-7.050000000000001,2025-09-22
hong-kong,APAC,2025-03-16,1Q25,full,6812,34.01,20.47,27.450000000000003,,
hong-kong,APAC,2025-06-21,2Q25,full,6974,35.120000000000005,20.14,25.4,,
hong-kong,APAC,2025-09-23,3Q25,full,6801,33.050000000000004,19.08,23.18,,
hong-kong,APAC,2025-12-27,4Q25,partial,6630,33.06,20.79,23.18,,
hong-kong,APAC,2026-03-29,1Q26,partial,2115,35.410000000000004,20.5,30.34,1.4000000000000057,2025-03-16
hong-kong,APAC,2026-06-27,2Q26,full,6734,30.470000000000002,18.37,21.11,-4.650000000000002,2025-06-21
hong-kong,APAC,2026-07-21,3Q26,full,6681,32.73,17.47,20.990000000000002,-2.3900000000000077,2025-06-21
hong-kong,APAC,2026-08-28,3Q26,full,6607,29.909999999999997,16.520000000000003,20.18,-3.1400000000000077,2025-09-23
london,EMEA,2025-09-14,3Q25,full,96871,42.970000000000006,27.700000000000003,26.44,,
london,EMEA,2025-12-13,4Q25,partial,95688,44.230000000000004,26.950000000000003,25.77,,
london,EMEA,2026-01-17,1Q26,partial,61139,44.09,26.82,33.42,,
london,EMEA,2026-02-18,1Q26,partial,60374,44.99,25.990000000000002,32.45,,
london,EMEA,2026-03-21,1Q26,partial,53639,44.29,25.77,32.769999999999996,,
london,EMEA,2026-04-19,2Q26,partial,54538,41.86,24.310000000000002,31.95,,
london,EMEA,2026-05-24,2Q26,partial,57073,40.510000000000005,23.97,32.029999999999994,,
london,EMEA,2026-06-19,2Q26,full,92638,39.879999999999995,24.93,24.44,,
london,EMEA,2026-07-16,3Q26,full,91965,39.01,24.73,24.44,,
london,EMEA,2026-08-18,3Q26,full,92783,39.97,24.9,24.15,-3.000000000000007,2025-09-14
los-angeles,NAM,2025-03-01,1Q25,full,45031,39.03,21.34,24.63,,
los-angeles,NAM,2025-06-17,2Q25,full,45421,35.29,19.72,24.42,,
los-angeles,NAM,2025-09-01,3Q25,full,45886,34.96,20.7,24.26,,
los-angeles,NAM,2025-12-04,4Q25,partial,45585,35.11,20.48,23.43,,
los-angeles,NAM,2026-01-15,1Q26,partial,45893,36.17,20.560000000000002,23.35,,
los-angeles,NAM,2026-02-13,1Q26,partial,45906,35.75,20.34,23.29,-3.280000000000001,2025-03-01
los-angeles,NAM,2026-03-16,1Q26,partial,46088,34.04,19.689999999999998,23.24,-4.990000000000002,2025-03-01
los-angeles,NAM,2026-04-14,2Q26,partial,45295,33.19,19.77,23.150000000000002,,
los-angeles,NAM,2026-05-23,2Q26,partial,41946,32.75,19.41,23.44,-2.539999999999999,2025-06-17
los-angeles,NAM,2026-06-15,2Q26,full,43751,32.25,19.07,23.380000000000003,-3.039999999999999,2025-06-17
los-angeles,NAM,2026-07-12,3Q26,full,43805,31.85,18.81,23.400000000000002,-3.4399999999999977,2025-06-17
los-angeles,NAM,2026-08-10,3Q26,full,43735,32.59,19.13,23.630000000000003,-2.3699999999999974,2025-09-01
melbourne,APAC,2025-08-05,3Q25,full,25599,34.910000000000004,20.16,24.59,,
melbourne,APAC,2025-09-12,3Q25,full,24491,33.31,19.89,23.34,,
melbourne,APAC,2025-12-12,4Q25,partial,26203,33.93,19.259999999999998,23.76,,
melbourne,APAC,2026-03-21,1Q26,partial,16674,34.55,19.59,29.099999999999998,,
melbourne,APAC,2026-06-16,2Q26,full,25728,35.56,20.39,23.87,,
melbourne,APAC,2026-07-15,3Q26,full,25638,36.21,20.03,23.59,1.2999999999999972,2025-08-05
melbourne,APAC,2026-08-15,3Q26,full,25528,35.510000000000005,20.07,23.32,0.6000000000000014,2025-08-05
mexico-city,LatAm,2025-06-25,2Q25,full,26401,29.93,16.93,23.23,,
mexico-city,LatAm,2025-09-27,3Q25,full,27051,30.78,15.49,22.88,,
mexico-city,LatAm,2025-12-29,4Q25,partial,23242,31.89,17.82,25.290000000000003,,
mexico-city,LatAm,2026-01-25,1Q26,partial,23783,30.5,18.21,25.21,,
mexico-city,LatAm,2026-02-26,1Q26,partial,24045,32.5,18.64,25.259999999999998,,
mexico-city,LatAm,2026-03-30,1Q26,partial,22770,31.81,19.02,25.740000000000002,,
mexico-city,LatAm,2026-04-29,2Q26,partial,23597,32.51,18.86,25.72,,
mexico-city,LatAm,2026-05-29,2Q26,partial,27493,34.98,19.67,27.77,5.049999999999997,2025-06-25
mexico-city,LatAm,2026-06-15,2Q26,full,31430,35.69,19.88,27.76,5.759999999999998,2025-06-25
mexico-city,LatAm,2026-07-14,3Q26,full,31244,37.6,19.54,29.110000000000003,7.670000000000002,2025-06-25
mexico-city,LatAm,2026-08-30,3Q26,full,30621,35.91,19.57,28.59,5.1299999999999955,2025-09-27
mid-north-coast,APAC,2025-03-04,1Q25,full,4677,23.200000000000003,13.469999999999999,20.330000000000002,,
mid-north-coast,APAC,2025-06-10,2Q25,full,5013,22.97,13.469999999999999,19.91,,
mid-north-coast,APAC,2025-08-08,3Q25,full,5072,20.36,13.350000000000001,19.98,,
mid-north-coast,APAC,2025-10-17,4Q25,full,5160,21.759999999999998,13.600000000000001,19.79,,
mid-north-coast,APAC,2025-11-12,4Q25,full,5151,20.91,13.55,20.07,,
mid-north-coast,APAC,2026-03-21,1Q26,partial,4502,18.8,12.65,20.03,-4.400000000000002,2025-03-04
mid-north-coast,APAC,2026-06-19,2Q26,full,5328,21.78,12.67,18.44,-1.1899999999999977,2025-06-10
mid-north-coast,APAC,2026-07-16,3Q26,full,5280,22.78,12.49,18.07,2.4200000000000017,2025-08-08
mid-north-coast,APAC,2026-08-18,3Q26,full,5249,20.23,12.75,17.91,-0.129999999999999,2025-08-08
mornington-peninsula,APAC,2025-03-07,1Q25,full,4689,23.419999999999998,14.099999999999998,21.85,,
mornington-peninsula,APAC,2025-06-15,2Q25,full,4592,22.27,13.309999999999999,19.34,,
mornington-peninsula,APAC,2025-09-18,3Q25,full,4529,23.05,13.459999999999999,18.95,,
mornington-peninsula,APAC,2025-12-22,4Q25,partial,4629,22.6,12.55,18.310000000000002,,
mornington-peninsula,APAC,2026-03-25,1Q26,partial,3809,19.91,12.5,17.46,-3.509999999999998,2025-03-07
mornington-peninsula,APAC,2026-06-22,2Q26,full,4458,21.42,12.32,16.63,-0.8499999999999979,2025-06-15
mornington-peninsula,APAC,2026-07-19,3Q26,full,4437,21.46,12.34,16.42,-0.8099999999999987,2025-06-15
mornington-peninsula,APAC,2026-08-26,3Q26,full,4406,20.82,12.629999999999999,16.25,-2.2300000000000004,2025-09-18
nashville,NAM,2024-06-22,2Q24,full,8994,29.060000000000002,15.93,26.31,,
nashville,NAM,2024-09-18,3Q24,full,9166,27.92,16.12,24.64,,
nashville,NAM,2024-12-21,4Q24,full,9406,28.139999999999997,16.17,25.009999999999998,,
nashville,NAM,2025-03-15,1Q25,full,9585,30.330000000000002,14.940000000000001,25.36,,
nashville,NAM,2025-06-19,2Q25,full,9698,27.650000000000002,15.950000000000001,24.69,-1.4100000000000001,2024-06-22
nashville,NAM,2025-09-23,3Q25,full,9443,25.91,15.36,22.36,-2.0100000000000016,2024-09-18
nashville,NAM,2025-12-27,4Q25,partial,6594,26.979999999999997,15.190000000000001,24.740000000000002,-1.1600000000000001,2024-12-21
nashville,NAM,2026-01-22,1Q26,partial,6647,28.74,15.659999999999998,25.21,0.6000000000000014,2024-12-21
nashville,NAM,2026-02-25,1Q26,partial,6629,28.57,14.24,24.72,-1.7600000000000016,2025-03-15
nashville,NAM,2026-03-28,1Q26,partial,6030,27.229999999999997,13.489999999999998,24.11,-3.100000000000005,2025-03-15
nashville,NAM,2026-04-25,2Q26,partial,5997,25.7,13.669999999999998,24.44,,
nashville,NAM,2026-05-26,2Q26,partial,8101,27.11,14.42,24.97,-0.5400000000000027,2025-06-19
nashville,NAM,2026-06-26,2Q26,full,10242,27.400000000000002,15.459999999999999,23.51,-0.25,2025-06-19
nashville,NAM,2026-07-21,3Q26,full,10173,27.02,15.72,23.26,-0.6300000000000026,2025-06-19
nashville,NAM,2026-08-27,3Q26,full,10164,26.150000000000002,15.86,23.01,0.240000000000002,2025-09-23
new-orleans,NAM,2025-06-09,2Q25,full,7522,20.48,11.709999999999999,19.66,,
new-orleans,NAM,2025-09-11,3Q25,full,7444,25.77,12.08,19.3,,
new-orleans,NAM,2025-12-12,4Q25,partial,7278,21.54,12.21,16.470000000000002,,
new-orleans,NAM,2026-01-16,1Q26,partial,6160,22.8,12.11,17.150000000000002,,
new-orleans,NAM,2026-02-17,1Q26,partial,6493,19.830000000000002,10.36,15.959999999999999,,
new-orleans,NAM,2026-03-19,1Q26,partial,6218,19.439999999999998,10.56,15.57,,
new-orleans,NAM,2026-04-18,2Q26,partial,3769,16.8,10.68,17.65,,
new-orleans,NAM,2026-05-23,2Q26,partial,6314,20.66,12.57,15.939999999999998,0.17999999999999972,2025-06-09
new-orleans,NAM,2026-06-16,2Q26,full,7189,21.490000000000002,12.46,15.07,1.0100000000000016,2025-06-09
new-orleans,NAM,2026-07-15,3Q26,full,7205,20.31,11.559999999999999,14.71,,
new-orleans,NAM,2026-08-15,3Q26,full,7303,22.84,12.08,16.220000000000002,-2.9299999999999997,2025-09-11
new-york-city,NAM,2025-10-01,4Q25,full,36111,22.58,11.790000000000001,9.04,,
new-york-city,NAM,2025-12-04,4Q25,partial,36261,22.869999999999997,13.139999999999999,9.16,,
new-york-city,NAM,2026-01-15,1Q26,partial,36282,23.35,13.56,9.25,,
new-york-city,NAM,2026-02-13,1Q26,partial,36445,22.68,12.55,9.21,,
new-york-city,NAM,2026-03-16,1Q26,partial,35979,22.68,12.29,9.22,,
new-york-city,NAM,2026-04-14,2Q26,partial,35036,21.34,12.280000000000001,9.29,,
new-york-city,NAM,2026-05-14,2Q26,partial,28994,21.02,11.15,9.86,,
new-york-city,NAM,2026-06-08,2Q26,partial,4506,18.77,9.56,16.669999999999998,,
new-york-city,NAM,2026-06-14,2Q26,full,30259,20.380000000000003,10.780000000000001,9.98,,
new-york-city,NAM,2026-07-12,3Q26,full,30096,22.56,11.55,10.280000000000001,,
new-york-city,NAM,2026-08-10,3Q26,full,30234,29.07,14.62,11.14,,
northern-rivers,APAC,2025-03-11,1Q25,full,6215,20.03,13.41,21.82,,
northern-rivers,APAC,2025-06-17,2Q25,full,6139,21.45,13.36,21.349999999999998,,
northern-rivers,APAC,2025-09-22,3Q25,full,6129,20.71,12.09,20.02,,
northern-rivers,APAC,2025-12-25,4Q25,partial,6405,22.14,12.16,21.349999999999998,,
northern-rivers,APAC,2026-03-27,1Q26,partial,4930,21.01,12.08,22.29,0.9800000000000004,2025-03-11
northern-rivers,APAC,2026-06-24,2Q26,full,6367,23.549999999999997,13.239999999999998,19.97,2.099999999999998,2025-06-17
northern-rivers,APAC,2026-07-20,3Q26,full,6377,23.16,13.270000000000001,19.689999999999998,1.7100000000000009,2025-06-17
northern-rivers,APAC,2026-08-27,3Q26,full,6347,23.97,13.04,19.6,3.259999999999998,2025-09-22
paris,EMEA,2023-12-12,4Q23,full,74329,51.77,30.23,31.929999999999996,,
paris,EMEA,2024-03-16,1Q24,full,84397,49.980000000000004,30.580000000000002,32.49,,
paris,EMEA,2024-06-10,2Q24,full,95885,52.09,32.41,34.01,,
paris,EMEA,2024-09-06,3Q24,full,95461,51.67,33.21,34.52,,
paris,EMEA,2024-12-06,4Q24,full,91031,50.01,32.769999999999996,30.95,-1.7600000000000051,2023-12-12
paris,EMEA,2025-03-03,1Q25,full,86064,44.2,30.78,28.410000000000004,-5.780000000000001,2024-03-16
paris,EMEA,2025-06-06,2Q25,full,84055,36.8,26.86,24.64,-15.290000000000006,2024-06-10
paris,EMEA,2025-09-12,3Q25,full,81853,34.489999999999995,20.3,19.57,-17.180000000000007,2024-09-06
paris,EMEA,2025-12-13,4Q25,partial,82045,37.940000000000005,20.05,18.75,-12.069999999999993,2024-12-06
paris,EMEA,2026-01-17,1Q26,partial,50705,35.480000000000004,19.55,24.610000000000003,,
paris,EMEA,2026-02-18,1Q26,partial,50954,36.07,19.28,24.15,-8.130000000000003,2025-03-03
paris,EMEA,2026-03-21,1Q26,partial,38075,34.78,18.970000000000002,23.810000000000002,-9.420000000000002,2025-03-03
paris,EMEA,2026-04-19,2Q26,partial,39191,31.16,18.41,23.27,,
paris,EMEA,2026-05-23,2Q26,partial,39793,30.09,18.33,22.85,-6.709999999999997,2025-06-06
paris,EMEA,2026-06-16,2Q26,full,77679,28.88,19.12,17.27,-7.919999999999998,2025-06-06
paris,EMEA,2026-07-15,3Q26,full,78071,27.77,18.5,16.66,,
paris,EMEA,2026-08-15,3Q26,full,78504,29.549999999999997,17.91,16.57,-4.939999999999998,2025-09-12
rio-de-janeiro,LatAm,2025-06-24,2Q25,full,42572,43.49,26.68,35.96,,
rio-de-janeiro,LatAm,2025-09-26,3Q25,full,43068,41.93,24.990000000000002,32.49,,
rio-de-janeiro,LatAm,2025-12-28,4Q25,partial,47087,42.01,26.08,33.23,,
rio-de-janeiro,LatAm,2026-03-30,1Q26,partial,40769,40.21,24.19,34.23,,
rio-de-janeiro,LatAm,2026-06-24,2Q26,full,48713,41.05,24.740000000000002,31.259999999999998,-2.440000000000005,2025-06-24
rio-de-janeiro,LatAm,2026-07-23,3Q26,full,48676,42.36,24.85,30.9,-1.1300000000000026,2025-06-24
rio-de-janeiro,LatAm,2026-08-30,3Q26,full,47684,42.44,25.929999999999996,31.380000000000003,0.509999999999998,2025-09-26
rome,EMEA,2022-12-13,4Q22,full,24383,26.66,17.51,23.49,,
rome,EMEA,2023-03-15,1Q23,full,24924,28.4,16.74,24.4,,
rome,EMEA,2023-06-10,2Q23,full,26256,32.06,16.66,25.64,,
rome,EMEA,2023-09-07,3Q23,full,28014,30.03,18.3,26.36,,
rome,EMEA,2023-12-15,4Q23,full,29357,28.439999999999998,19.75,27.88,1.7799999999999976,2022-12-13
rome,EMEA,2024-03-22,1Q24,full,30318,32.35,18.07,28.689999999999998,3.950000000000003,2023-03-15
rome,EMEA,2024-06-15,2Q24,full,32243,36.11,19.040000000000003,29.73,4.049999999999997,2023-06-10
rome,EMEA,2024-09-11,3Q24,full,34061,33.839999999999996,20.349999999999998,29.12,3.809999999999995,2023-09-07
rome,EMEA,2024-12-12,4Q24,full,35247,31.490000000000002,21.92,29.299999999999997,3.0500000000000043,2023-12-15
rome,EMEA,2025-03-05,1Q25,full,34542,34.660000000000004,20.25,30.520000000000003,2.3100000000000023,2024-03-22
rome,EMEA,2025-06-12,2Q25,full,36309,33.660000000000004,19.62,29.92,-2.4499999999999957,2024-06-15
rome,EMEA,2025-09-14,3Q25,full,37652,30.740000000000002,18.61,27.26,-3.0999999999999943,2024-09-11
rome,EMEA,2025-12-16,4Q25,partial,37162,28.29,19.509999999999998,25.509999999999998,-3.200000000000003,2024-12-12
rome,EMEA,2026-01-18,1Q26,partial,37328,27.01,17.580000000000002,24.01,,
rome,EMEA,2026-02-18,1Q26,partial,32824,26.56,16.61,24.240000000000002,-8.100000000000005,2025-03-05
rome,EMEA,2026-03-24,1Q26,partial,30063,24.92,14.99,23.53,-9.740000000000002,2025-03-05
rome,EMEA,2026-04-20,2Q26,partial,29644,23.69,13.51,21.959999999999997,,
rome,EMEA,2026-05-25,2Q26,partial,36663,20.990000000000002,11.86,18.7,-12.670000000000002,2025-06-12
rome,EMEA,2026-06-20,2Q26,full,37084,20.28,11.92,18.18,-13.380000000000003,2025-06-12
rome,EMEA,2026-07-18,3Q26,full,37151,19.75,11.799999999999999,17.57,,
rome,EMEA,2026-08-25,3Q26,full,37483,21.55,11.95,17.27,-9.190000000000001,2025-09-14
san-diego,NAM,2025-03-16,1Q25,full,12991,27.51,14.31,22.13,,
san-diego,NAM,2025-06-21,2Q25,full,12959,26.040000000000003,14.66,21.7,,
san-diego,NAM,2025-09-25,3Q25,full,13162,25.89,15.340000000000002,20.93,,
san-diego,NAM,2025-12-11,4Q25,partial,13164,27.08,14.31,20.150000000000002,,
san-diego,NAM,2025-12-22,4Q25,partial,13076,27.189999999999998,14.499999999999998,20.5,,
san-diego,NAM,2026-01-23,1Q26,partial,13095,25.7,13.889999999999999,19.97,,
san-diego,NAM,2026-02-25,1Q26,partial,11427,24.16,13.270000000000001,19.919999999999998,-3.3500000000000014,2025-03-16
san-diego,NAM,2026-03-29,1Q26,partial,11765,23.369999999999997,13.52,20.1,-4.140000000000004,2025-03-16
san-diego,NAM,2026-04-26,2Q26,partial,11673,22.8,13.74,19.98,,
san-diego,NAM,2026-05-27,2Q26,partial,11802,23.200000000000003,12.83,19.939999999999998,-2.84,2025-06-21
san-diego,NAM,2026-06-27,2Q26,full,13225,22.84,13.020000000000001,19.33,-3.200000000000003,2025-06-21
san-diego,NAM,2026-07-21,3Q26,full,13192,22.38,12.709999999999999,19.189999999999998,-3.6600000000000037,2025-06-21
san-diego,NAM,2026-08-29,3Q26,full,13342,23.400000000000002,13.459999999999999,19.43,-2.4899999999999984,2025-09-25
santiago,LatAm,2025-07-27,3Q25,full,15663,53.72,33.1,41.449999999999996,,
santiago,LatAm,2025-08-29,3Q25,full,15945,52.68000000000001,33.54,41.260000000000005,,
santiago,LatAm,2025-09-27,3Q25,full,16772,53.849999999999994,33.83,40.910000000000004,,
santiago,LatAm,2025-10-29,4Q25,full,17073,56.54,34.79,40.89,,
santiago,LatAm,2025-12-29,4Q25,partial,17137,54.879999999999995,35.19,39.69,,
santiago,LatAm,2026-03-30,1Q26,partial,15945,53.18000000000001,34.28,39.64,,
santiago,LatAm,2026-06-29,2Q26,full,18534,52.959999999999994,31.22,36.38,-0.7600000000000051,2025-07-27
santiago,LatAm,2026-07-24,3Q26,full,18667,49.769999999999996,30.7,35.980000000000004,-3.950000000000003,2025-07-27
santiago,LatAm,2026-08-30,3Q26,full,18804,47.53,31.56,36.449999999999996,-5.150000000000006,2025-08-29
sao-paulo,LatAm,2026-06-14,2Q26,full,42354,48.41,30.919999999999998,39.900000000000006,,
sao-paulo,LatAm,2026-07-23,3Q26,full,43720,47.760000000000005,30.009999999999998,38.81,,
sao-paulo,LatAm,2026-08-18,3Q26,full,43068,47.57,30.099999999999998,39.12,,
singapore,APAC,2024-12-28,4Q24,full,3447,33.08,20.94,16.689999999999998,,
singapore,APAC,2025-06-25,2Q25,full,3659,43.230000000000004,22.509999999999998,19.63,,
singapore,APAC,2025-09-28,3Q25,full,3693,47.13,29.25,21.93,,
