market,region,dump_date,quarter,price_basis,scope_flag,usable_for_premium,age_field,variant,n_new,n_old,median_new,median_old,mean_new,mean_old,raw_median_premium_pct,raw_mean_premium_pct,raw_logmean_premium_pct,hedonic_premium_logpts,hedonic_se,hedonic_premium_l30d_weighted_logpts,hedonic_se_l30d_weighted,n_weighted_new,n_weighted_old
austin,NAM,2026-06-22,2Q26,quote_per_night,full,True,first_review,all_rooms,2002,6504,223.70499999999998,212.0,295.03931068931064,292.5978705412054,5.521226415094338,0.8344012017549529,3.797806493276479,-2.513755641868968,1.2187637103456708,-2.149049635455191,1.6681688208868117,1167,3034
austin,NAM,2026-06-22,2Q26,quote_per_night,full,True,first_review,entire_home,1763,5663,239.5,231.25,316.4401928530913,317.7513702984284,3.5675675675675755,-0.4126425777820186,2.3109476961119313,-2.8228595228776086,1.25916215350215,-2.325041288271542,1.6558279774286093,1094,2825
austin,NAM,2026-07-18,3Q26,quote_per_night,full,True,first_review,all_rooms,1921,6439,222.0,218.0,296.7158927641853,296.58551793756794,1.83486238532109,0.04395859498602661,1.7789654313873804,-4.344242374443776,1.2271384738910946,-1.133035342378192,1.6528301897376894,1145,2970
austin,NAM,2026-07-18,3Q26,quote_per_night,full,True,first_review,entire_home,1685,5640,238.0,237.94,319.64623738872405,320.81045035460994,0.025216441119613187,-0.36289745692480446,1.2910880692788673,-4.566552139095535,1.260537374981511,-1.1486815883578212,1.6824751425800015,1069,2783
austin,NAM,2026-08-25,3Q26,quote_per_night,full,True,first_review,all_rooms,1886,6334,230.8,225.45,308.22549840933186,303.0914635301547,2.373031714349083,1.6938896329775188,4.373841889303165,-3.5243516857778037,1.2636513420097135,-1.2684863839710876,1.7666874090368312,1073,2699
austin,NAM,2026-08-25,3Q26,quote_per_night,full,True,first_review,entire_home,1646,5553,252.74,245.0,329.70373633049815,327.23029173419775,3.15918367346939,0.7558727473523597,2.332560104767456,-4.944704896587107,1.2920782770393795,-1.3983764533423597,1.795024818562833,982,2505
bangkok,APAC,2024-12-25,4Q24,listed_nightly,full,True,first_review,all_rooms,5058,9070,1886.5,1600.0,2712.176354290233,2467.5604189636165,17.90624999999999,9.91327034777758,11.723895085179414,8.962791738844384,1.0184454011729045,3.820874646762102,2.428207957927488,2607,3601
bangkok,APAC,2024-12-25,4Q24,listed_nightly,full,True,first_review,entire_home,3967,6633,2043.0,1800.0,2946.371313335014,2689.322780039198,13.5,9.558113856904505,11.114838512221503,9.119211060398817,1.1388986027386119,1.2041867742569874,2.8695070930583566,2099,2871
bangkok,APAC,2024-12-25,4Q24,listed_nightly,full,True,host_since,all_rooms,2555,17526,2064.0,1749.0,3141.615264187867,2700.955038228917,18.01029159519725,16.314978210370423,15.23696121300162,19.07714263187589,1.3426752905094823,-2.3559747410562806,2.8297750107216366,487,5739
bangkok,APAC,2025-03-19,1Q25,listed_nightly,full,True,first_review,all_rooms,5290,9877,1439.0,1380.0,1890.4517958412098,1840.6599169788396,4.275362318840581,2.705110183748438,3.9763693340244544,3.1733799374044884,0.8259373209549125,3.407681548824839,1.8028822146219825,2483,3689
bangkok,APAC,2025-03-19,1Q25,listed_nightly,full,True,first_review,entire_home,4039,7195,1581.0,1494.0,2044.5979202772965,1964.255872133426,5.823293172690769,4.090202772646356,5.137880089788638,4.616195528922744,0.9045466597177851,2.33774472151637,2.1393745716284815,1985,2923
bangkok,APAC,2025-03-19,1Q25,listed_nightly,full,True,host_since,all_rooms,3052,18664,1500.0,1448.0,2223.0167103538665,2010.3391020145734,3.5911602209944826,10.579190750762768,5.9620202068850325,10.141503451866846,1.0949876642389287,-1.7892088514857474,2.6831347172012636,447,5751
bangkok,APAC,2025-06-24,2Q25,listed_nightly,full,True,first_review,all_rooms,5184,10299,1336.0,1300.0,1789.563850308642,1737.730070880668,2.7692307692307683,2.9828441307748754,2.957497659445174,1.5276425746610525,0.8148310311809549,-0.09878145036657608,1.9200409953328639,1913,2763
bangkok,APAC,2025-06-24,2Q25,listed_nightly,full,True,first_review,entire_home,3969,7529,1445.0,1400.0,1956.222726127488,1861.3017665028556,3.214285714285725,5.099708243600731,4.837585782142462,3.4523872722030244,0.8971055411753326,0.09072615451679028,2.229190202931395,1533,2259
bangkok,APAC,2025-06-24,2Q25,listed_nightly,full,True,host_since,all_rooms,2486,18978,1235.0,1375.0,1677.9428801287208,1902.8467699441458,-10.18181818181818,-11.819337918734597,-10.827895978289881,-4.537884851032751,1.0477174618450331,-6.4845682541569305,2.9512749109624603,376,4181
bangkok,APAC,2025-09-26,3Q25,listed_nightly,full,True,first_review,all_rooms,4999,10793,1338.0,1341.0,1829.7979595919185,1788.8599092004076,-0.22371364653244186,2.2884995175395995,1.534445642533111,1.0299282373753782,0.828905089955839,2.8090565058438557,2.1213476477404676,1900,2875
bangkok,APAC,2025-09-26,3Q25,listed_nightly,full,True,first_review,entire_home,3768,7983,1484.5,1440.0,2028.7006369426751,1914.1171238882625,3.0902777777777724,5.986233111046624,5.407561205386813,3.9216218976374666,0.9200157113185136,4.321314836545744,2.448976271932448,1507,2360
bangkok,APAC,2025-09-26,3Q25,listed_nightly,full,True,host_since,all_rooms,2175,20625,1303.0,1386.0,1880.5448275862068,1961.364896969697,-5.988455988455987,-4.1206034383687085,-4.7842828474625065,0.45511515729278934,1.1609376571082493,2.1424623385115518,2.9949195675698395,353,4441
bangkok,APAC,2026-03-30,1Q26,quote_per_night,partial,True,first_review,all_rooms,3483,7994,2040.43,2054.12,2696.805681883434,2712.063268701526,-0.666465445056752,-0.5625822595723196,-0.8782852219328063,0.14322707690914618,0.9710220332979133,0.23399878423654114,2.1293887322920915,1878,3292
bangkok,APAC,2026-03-30,1Q26,quote_per_night,partial,True,first_review,entire_home,2455,5473,2357.22,2349.0,3162.9838452138492,3132.7781472684087,0.3499361430395753,0.9641824771976948,2.3015431313350376,3.150949363694782,1.1006362106022434,0.33950014782481924,2.5009560583267327,1405,2540
bangkok,APAC,2026-06-29,2Q26,quote_per_night,full,True,first_review,all_rooms,5333,13807,1559.61,1592.9,2111.1099006187887,2179.3346092561746,-2.0898989264863,-3.1305293068636053,-2.25664691065921,-0.0021054767584851707,0.7988828765340282,-2.167116702684963,1.936494328426249,1904,3304
bangkok,APAC,2026-06-29,2Q26,quote_per_night,full,True,first_review,entire_home,3818,9731,1711.77,1743.02,2360.592545835516,2375.584685027233,-1.792865256853049,-0.6310926015902107,1.182301157583776,3.794834473109522,0.907831759794497,-1.7365351563875573,2.2149751899790573,1490,2703
bangkok,APAC,2026-07-23,3Q26,quote_per_night,full,True,first_review,all_rooms,5260,13842,1600.0,1603.29,2132.488600760456,2230.7912613784138,-0.20520305122591065,-4.4066274742898255,-2.8054280608252213,0.04741249792193829,0.804791097763098,-0.5813397528081793,1.741132813190456,1958,3497
bangkok,APAC,2026-07-23,3Q26,quote_per_night,full,True,first_review,entire_home,3794,9713,1749.0,1781.03,2379.0844333157615,2445.2030484917123,-1.7983975564701327,-2.704013280890316,-0.46068137537389475,3.159255429535536,0.9150830145321611,-1.0646047146451127,1.9353876977997997,1565,2835
bangkok,APAC,2026-08-30,3Q26,quote_per_night,full,True,first_review,all_rooms,5162,13795,1571.415,1607.43,2108.2820689655173,2193.604379122871,-2.2405330247662447,-3.8895942663767946,-2.8267672835093016,-0.11005926026282607,0.8150827381448714,-2.025431825828928,1.662682174811441,2114,3906
bangkok,APAC,2026-08-30,3Q26,quote_per_night,full,True,first_review,entire_home,3699,9687,1758.0,1795.5,2333.8471695052717,2399.470919789408,-2.088554720133673,-2.734925843147784,-0.8874054966452327,2.2750658921643394,0.9150999569823648,-0.9077544940906207,1.8347315844195837,1653,3178
barcelona,EMEA,2025-09-14,3Q25,listed_nightly,full,True,first_review,all_rooms,2774,8785,103.0,161.0,134.53352559480894,178.24257256687537,-36.024844720496894,-24.522226279957394,-26.966766334547465,-9.010318291475611,1.1021279037030889,-18.187851847313677,1.9178481847737536,1650,4510
barcelona,EMEA,2025-09-14,3Q25,listed_nightly,full,True,first_review,entire_home,1574,6816,155.0,181.0,177.9720457433291,199.89040492957747,-14.364640883977897,-10.965188246014279,-9.63720148296181,-5.244057830439227,1.3629876888896664,-9.62442791530286,1.8601919910953275,833,3660
barcelona,EMEA,2025-09-14,3Q25,listed_nightly,full,True,host_since,all_rooms,887,14112,91.0,134.0,124.30665163472379,165.81441326530611,-32.08955223880597,-25.032662006389717,-21.800694535470466,-5.153879750229611,1.786876798506799,-25.691290916335554,2.7522827510946666,443,5742
barcelona,EMEA,2026-03-21,1Q26,quote_per_night,partial,True,first_review,all_rooms,1937,7885,135.19,205.0,166.68376871450695,219.00034876347496,-34.05365853658536,-23.88881129384457,-30.05354017998698,-8.35561388443995,1.349346879468225,-10.096959453586576,1.7324549671907872,1127,4082
barcelona,EMEA,2026-03-21,1Q26,quote_per_night,partial,True,first_review,entire_home,1255,6665,187.5,224.43,208.33587250996018,239.22099474868716,-16.45501938243551,-12.910707219144058,-14.678646299734233,-9.566892661414219,1.602792210939312,-7.833377294965836,1.6691509134106737,665,3643
barcelona,EMEA,2026-04-20,2Q26,quote_per_night,partial,True,first_review,all_rooms,1122,5255,222.0,284.0,252.3924331550802,311.31297811607993,-21.830985915492963,-18.92646600137239,-28.065230099567984,-8.80437168829578,1.345299458090917,-6.414185186951597,1.8734103886410884,891,3753
barcelona,EMEA,2026-04-20,2Q26,quote_per_night,partial,True,first_review,entire_home,726,4820,270.0,291.1,307.59866391184573,321.09250207468875,-7.248368258330473,-4.202476879919248,-6.620227878387475,-4.10659983634649,1.472293612789911,-1.777664179337734,2.0146682415280432,548,3491
barcelona,EMEA,2026-05-24,2Q26,quote_per_night,partial,True,first_review,all_rooms,1765,7811,159.77,243.0,195.33366005665724,253.27745103059786,-34.25102880658436,-22.877595592566415,-29.1100384488705,-8.605184659982285,1.546284599075411,-7.187286166475262,1.8670104210092304,980,4351
barcelona,EMEA,2026-05-24,2Q26,quote_per_night,partial,True,first_review,entire_home,1185,6679,216.0,261.25,235.23425316455697,274.12565354094926,-17.320574162679424,-14.187435533311966,-16.37357196228031,-12.184955246707272,1.7601939230349442,-7.3685000524006,1.8044931575775796,640,3967
barcelona,EMEA,2026-06-24,2Q26,quote_per_night,full,True,first_review,all_rooms,2038,8152,137.85500000000002,219.64,175.87626594700689,231.29894136408242,-37.235931524312505,-23.961491172515125,-28.740391408480015,-5.4960692160964,1.3446362613560503,-7.223278057356652,1.4364429223828539,1243,4546
barcelona,EMEA,2026-06-24,2Q26,quote_per_night,full,True,first_review,entire_home,1275,6900,197.67,239.0,221.5820156862745,252.14899999999997,-17.292887029288707,-12.122587959391263,-13.254844297053303,-8.843129554316134,1.5879472765528857,-5.227047943013519,1.5309823478290832,724,4103
barcelona,EMEA,2026-07-16,3Q26,quote_per_night,full,True,first_review,all_rooms,2025,7945,138.0,225.48,176.08202469135801,234.55913278791692,-38.79723257051623,-24.930646443612403,-30.64707655043879,-5.317266677746907,1.3494078847771238,-8.407796465456,1.3932855631561696,1221,4343
barcelona,EMEA,2026-07-16,3Q26,quote_per_night,full,True,first_review,entire_home,1207,6706,210.38,244.0,227.5605302402651,256.16835520429464,-13.778688524590166,-11.167587402126522,-12.893175854648398,-8.216565019752046,1.629021509623741,-4.260113035854926,1.4281585281827103,665,3911
barcelona,EMEA,2026-08-23,3Q26,quote_per_night,full,True,first_review,all_rooms,2096,7801,134.41,211.54,166.54731393129774,221.5036033841815,-36.46118937316819,-24.81056227223816,-28.677615587320826,-3.0305734403602425,1.3157688825546203,-11.391306262527578,1.4837664136243267,1351,4398
barcelona,EMEA,2026-08-23,3Q26,quote_per_night,full,True,first_review,entire_home,1157,6547,200.5,231.5,214.61312878133103,241.70567740950054,-13.390928725701945,-11.208900394287802,-11.990834563259334,-7.947993270101687,1.5924629385542701,-7.481969453536465,1.597532964844316,694,3908
barossa-valley,APAC,2024-12-27,4Q24,listed_nightly,full,False,first_review,all_rooms,46,235,413.5,327.0,443.7826086956522,389.59148936170214,26.452599388379205,13.909728732199866,16.239903222628627,13.383748244526878,7.0404315895930045,,,0,0
barossa-valley,APAC,2024-12-27,4Q24,listed_nightly,full,False,first_review,entire_home,42,214,435.0,332.0,462.6666666666667,406.35046728971963,31.024096385542176,13.859021684548667,16.84941171059382,13.497833652110119,7.209456977376502,,,0,0
barossa-valley,APAC,2024-12-27,4Q24,listed_nightly,full,False,host_since,all_rooms,8,309,393.0,340.0,397.375,414.20388349514565,15.588235294117636,-4.062946815741986,-0.48743313119530285,,,,,0,0
barossa-valley,APAC,2025-06-25,2Q25,listed_nightly,full,False,first_review,all_rooms,57,232,349.0,274.0,352.2456140350877,345.98275862068965,27.37226277372262,1.8101640207060843,6.435858285746843,7.348349274292004,6.70268600083839,,,0,0
barossa-valley,APAC,2025-06-25,2Q25,listed_nightly,full,False,first_review,entire_home,51,211,329.0,281.0,360.2549019607843,361.45023696682466,17.081850533807817,-0.33070527662983906,3.8487849682661057,3.2791246311438087,6.834038902006603,,,0,0
barossa-valley,APAC,2025-06-25,2Q25,listed_nightly,full,False,host_since,all_rooms,8,286,365.5,281.0,415.625,355.5174825174825,30.071174377224196,16.90704970593442,19.07404517825757,,,,,0,0
barossa-valley,APAC,2025-09-27,3Q25,listed_nightly,full,False,first_review,all_rooms,54,225,331.0,285.0,345.3333333333333,362.9288888888889,16.140350877192986,-4.84821024014499,0.8783466847608778,-1.4862977557950017,6.521800559332652,,,0,0
barossa-valley,APAC,2025-09-27,3Q25,listed_nightly,full,False,first_review,entire_home,49,204,328.0,310.5,353.734693877551,379.9019607843137,5.636070853462161,-6.887899934167208,-1.6259015499418439,-4.786262279507217,6.700040629099396,,,0,0
barossa-valley,APAC,2025-09-27,3Q25,listed_nightly,full,False,host_since,all_rooms,11,299,340.0,310.0,371.90909090909093,369.2876254180602,9.677419354838701,0.7098709273193338,3.4995137539969967,,,,,0,0
barossa-valley,APAC,2026-03-30,1Q26,quote_per_night,partial,False,first_review,all_rooms,46,236,439.25,369.25,489.0663043478261,460.8857627118644,18.957345971563978,6.114430931896564,10.420965099507296,2.5494696370860517,6.44679783961405,,,0,0
barossa-valley,APAC,2026-03-30,1Q26,quote_per_night,partial,False,first_review,entire_home,42,215,451.75,375.0,502.3211904761905,480.7536744186047,20.466666666666676,4.486188500518118,7.942686343987049,-0.9763810541779627,6.669697675945287,,,0,0
barossa-valley,APAC,2026-06-29,2Q26,quote_per_night,full,False,first_review,all_rooms,49,246,440.8,369.0,495.1920408163266,436.1882926829269,19.45799457994579,13.52712787646746,14.158320086787679,13.90911596808892,6.648928613059267,,,0,0
barossa-valley,APAC,2026-06-29,2Q26,quote_per_night,full,False,first_review,entire_home,42,222,461.75,399.5,510.1504761904762,455.2924324324324,15.581977471839803,12.048968937383986,11.486058302005908,7.502260204868534,6.959892111344927,,,0,0
barossa-valley,APAC,2026-07-24,3Q26,quote_per_night,full,False,first_review,all_rooms,47,242,421.5,375.5,521.8510638297872,453.3309917355372,12.250332889480697,15.114799857809636,14.928685701453048,10.130236589581806,6.652416113759029,,,0,0
barossa-valley,APAC,2026-07-24,3Q26,quote_per_night,full,False,first_review,entire_home,44,221,428.75,405.5,535.6022727272727,471.2040723981901,5.733662145499374,13.666732547817006,13.290669764417373,10.414376844436884,6.874679808111275,,,0,0
barossa-valley,APAC,2026-08-30,3Q26,quote_per_night,full,False,first_review,all_rooms,53,238,409.0,379.0,433.3149056603774,456.7831092436975,7.9155672823219,-5.137712649265147,1.5144574225216978,-2.9557123166193824,5.829749170001372,,,0,0
barossa-valley,APAC,2026-08-30,3Q26,quote_per_night,full,False,first_review,entire_home,50,216,426.235,409.18,440.41380000000004,477.4952777777778,4.168092282125224,-7.765831308395721,-2.1175323835505466,-3.975320927400563,5.942438021761295,,,0,0
barwon-south-west-vic,APAC,2024-12-28,4Q24,listed_nightly,full,True,first_review,all_rooms,1070,4481,425.5,395.0,490.9411214953271,455.4135237670163,7.721518987341769,7.801173191880495,7.272236467198656,2.84399024740497,1.5147628935461146,-1.6006117987693131,2.7794345277304426,543,1852
barwon-south-west-vic,APAC,2024-12-28,4Q24,listed_nightly,full,True,first_review,entire_home,1007,4146,441.0,400.0,506.00794438927505,470.42571152918475,10.250000000000004,7.563836752125064,7.678190213888669,3.9234453742413753,1.5207971491354928,-0.9680747304370987,2.819366607149513,515,1738
barwon-south-west-vic,APAC,2024-12-28,4Q24,listed_nightly,full,True,host_since,all_rooms,140,6257,305.0,408.0,379.4214285714286,474.3175643279527,-25.245098039215684,-20.00687785850389,-23.20926783876125,-13.760773441812841,4.063285516325921,-9.516299486149284,7.169638672029086,57,2344
barwon-south-west-vic,APAC,2025-06-25,2Q25,listed_nightly,full,True,first_review,all_rooms,1038,4555,263.0,265.0,311.0211946050096,313.48737650933043,-0.7547169811320753,-0.786692571733405,0.6100667563809559,-4.423077008519432,1.4315871911862337,-0.2938423129264578,2.4835469895027766,410,1605
barwon-south-west-vic,APAC,2025-06-25,2Q25,listed_nightly,full,True,first_review,entire_home,979,4224,273.0,276.0,320.9182839632278,325.3861268939394,-1.0869565217391353,-1.3730895577388602,-0.13434327061636608,-4.388180053564097,1.476684734246028,0.5337606338109191,2.4822646998408784,392,1514
barwon-south-west-vic,APAC,2025-06-25,2Q25,listed_nightly,full,True,host_since,all_rooms,121,5804,226.0,275.0,276.60330578512395,327.5477257064094,-17.81818181818182,-15.553281529101016,-13.556212216302477,-12.0903834953845,3.4892109988702256,-8.331029189295123,6.178731635391726,47,1902
barwon-south-west-vic,APAC,2025-09-28,3Q25,listed_nightly,full,True,first_review,all_rooms,1007,4539,284.0,290.0,336.52333664349555,339.1092751707425,-2.0689655172413834,-0.7625679144119268,-0.6264460444299402,-3.957105590212747,1.434319712743164,-2.239022649931757,2.669569794181662,394,1327
barwon-south-west-vic,APAC,2025-09-28,3Q25,listed_nightly,full,True,first_review,entire_home,952,4209,296.0,300.0,348.04306722689074,350.93656450463294,-1.3333333333333308,-0.8245072102493922,-0.3240420549480483,-2.98950516302096,1.4754361883267917,-1.2359079125744132,2.722065436626395,377,1245
barwon-south-west-vic,APAC,2025-09-28,3Q25,listed_nightly,full,True,host_since,all_rooms,131,6050,260.0,299.0,335.51908396946567,354.39619834710743,-13.043478260869568,-5.326556680258998,-5.696530051570736,-7.097999959064421,3.51517450740251,-3.776236691135611,5.448128706738268,48,1674
barwon-south-west-vic,APAC,2026-03-30,1Q26,quote_per_night,partial,True,first_review,all_rooms,833,4336,414.97,400.58500000000004,465.35504201680675,451.7410147601476,3.5909981651834233,3.013679699614502,3.51773777002915,0.25774967598916154,1.4249412693366497,2.7804384058436757,2.382619237157652,447,2026
barwon-south-west-vic,APAC,2026-03-30,1Q26,quote_per_night,partial,True,first_review,entire_home,780,4044,430.33500000000004,415.0,483.08825641025635,468.39192631058364,3.6951807228915667,3.1376138814843246,4.023680073356406,0.5272766436667644,1.446027407630689,4.056728131636952,2.4069875761110238,418,1910
barwon-south-west-vic,APAC,2026-06-29,2Q26,quote_per_night,full,True,first_review,all_rooms,837,4541,380.5,372.0,429.0376702508961,426.2483307641489,2.284946236559149,0.6543930580904966,1.667471269673193,-1.0221276138782833,1.3541611128747135,3.1469595255176017,2.4670758872455365,387,1669
barwon-south-west-vic,APAC,2026-06-29,2Q26,quote_per_night,full,True,first_review,entire_home,779,4207,397.5,387.5,448.76942233632866,444.7331138578559,2.580645161290329,0.9075799288835507,2.293537560613146,-1.2008913732580675,1.410661201831956,3.5566673715098904,2.547856729651277,367,1575
barwon-south-west-vic,APAC,2026-07-24,3Q26,quote_per_night,full,True,first_review,all_rooms,839,4501,380.5,371.5,431.34587604290823,426.7087558320373,2.4226110363391617,1.086717848530916,1.9494380021083835,-2.2876981507697187,1.3881536568110886,1.2368967785886755,2.8735359644923553,341,1526
barwon-south-west-vic,APAC,2026-07-24,3Q26,quote_per_night,full,True,first_review,entire_home,779,4168,397.0,390.0,451.47110397946085,445.42833493282143,1.7948717948717885,1.35661981349946,2.6020775819801223,-1.7924158091866216,1.441252446515104,1.6522126997290874,2.947031019628081,327,1440
barwon-south-west-vic,APAC,2026-08-31,3Q26,quote_per_night,full,True,first_review,all_rooms,833,4475,391.0,375.0,444.4394957983193,430.7150681564246,4.266666666666663,3.18642848986892,2.9414658412206585,-2.2877825616103284,1.438620626145549,-1.168787376565545,3.0996504924295802,288,1237
barwon-south-west-vic,APAC,2026-08-31,3Q26,quote_per_night,full,True,first_review,entire_home,775,4134,408.5,396.265,465.99543225806445,450.5185703918723,3.0875802808726593,3.4353438200627417,3.765223740749768,-1.2535053316766493,1.4919532485790346,0.3157781140060669,3.247377370626274,269,1167
