region,index_z,global_z,relative_z,n_months,quarter,relative_z_chg2q,relative_z_chg1q
latam,-0.21700746756574332,0.2489456971367466,-0.46595316470248993,3,2Q17,0.13247286963225136,-0.04769983891341095
na,0.2897712074023142,0.2489456971367466,0.04082551026556761,3,2Q17,-0.10604056701336895,-0.048632740927343134
apac,0.33081341601609104,0.2817683854389918,0.04904503057709924,3,3Q17,-0.07325090347653601,-0.13155875984184992
emea,0.4162575861410116,0.2817683854389918,0.13448920070201983,3,3Q17,0.06455271845828145,0.027782904793259414
latam,-0.09048523926549941,0.2817683854389918,-0.37225362470449125,3,3Q17,0.04599970108458773,0.09369953999799868
na,0.289494114109752,0.2817683854389918,0.007725728670760222,3,3Q17,-0.08173252252215052,-0.03309978159480739
apac,0.49768398467723896,0.41895575333149676,0.07872823134574215,3,4Q17,-0.10187555907320701,0.029683200768642913
emea,0.4806618599900457,0.41895575333149676,0.061706106658548976,3,4Q17,-0.045000189250211445,-0.07278309404347086
latam,-0.01083567850676181,0.41895575333149676,-0.4297914318382586,3,4Q17,0.036161732864231355,-0.05753780713376733
na,0.5454888367469639,0.41895575333149676,0.12653308341546712,3,4Q17,0.08570757314989952,0.1188073547447069
apac,0.3857433950387323,0.35883630327392774,0.02690709176480453,3,1Q18,-0.02213793881229471,-0.05182113958093762
emea,0.4295009763722601,0.35883630327392774,0.07066467309833235,3,1Q18,-0.06382452760368748,0.008958566439783378
latam,0.19076297518454968,0.35883630327392774,-0.16807332808937803,3,1Q18,0.20418029661511322,0.26171810374888055
na,0.34667988492016955,0.35883630327392774,-0.01215641835375821,3,1Q18,-0.019882147024518432,-0.13868950176922534
apac,0.4502020161691442,0.2598695267064896,0.19033248946265455,3,2Q18,0.1116042581169124,0.16342539769785003
emea,0.29813206562564365,0.2598695267064896,0.038262538919154036,3,2Q18,-0.02344356773939494,-0.03240213417917832
latam,0.06303295335163765,0.2598695267064896,-0.19683657335485194,3,2Q18,0.23295485848340663,-0.028763245265473913
na,0.23592365370967608,0.2598695267064896,-0.023945872996813538,3,2Q18,-0.15047895641228065,-0.011789454643055327
apac,0.176115308116936,0.13017670252559135,0.045938605591344626,3,3Q18,0.019031513826540097,-0.1443938838713099
emea,0.2099113488874451,0.13017670252559135,0.07973464636185369,3,3Q18,0.009069973263521339,0.041472107442699656
latam,-0.22886042586289093,0.13017670252559135,-0.35903712838848234,3,3Q18,-0.1909638002991043,-0.1622005550336304
na,0.2062789149626195,0.13017670252559135,0.07610221243702812,3,3Q18,0.08825863079078633,0.10004808543384167
apac,-0.013535543580080934,0.04022601451970711,-0.053761558099788054,3,4Q18,-0.2440940475624426,-0.09970016369113269
emea,0.08188044638009277,0.04022601451970711,0.04165443186038565,3,4Q18,0.003391892941231614,-0.03808021450146804
latam,0.046839257539266925,0.04022601451970711,0.006613243019559807,3,4Q18,0.20344981637441176,0.36565037140804213
na,0.0035313861448125297,0.04022601451970711,-0.036694628374894574,3,4Q18,-0.012748755378081036,-0.1127968408119227
apac,-0.04424431485080734,0.11737013729194086,-0.1616144521427482,3,1Q19,-0.20755305773409283,-0.10785289404296014
emea,0.2219765052819631,0.11737013729194086,0.10460636799002221,3,1Q19,0.024871721628168517,0.06295193612963657
latam,0.12328443321647996,0.11737013729194086,0.00591429592453908,3,1Q19,0.3649514243130214,-0.0006989470950207275
na,0.04309855256043404,0.11737013729194086,-0.07427158473150684,3,1Q19,-0.15037379716853497,-0.03757695635661227
apac,-0.0015237492731881898,0.18882682057436032,-0.1903505698475485,3,2Q19,-0.13658901174776045,-0.028736117704800307
emea,0.31360136714276604,0.18882682057436032,0.12477454656840574,3,2Q19,0.08312011470802008,0.02016817857838353
latam,-0.12330105397965717,0.18882682057436032,-0.31212787455401747,3,2Q19,-0.31874111757357726,-0.31804217047855654
na,0.2813990948398682,0.18882682057436032,0.09257227426550789,3,2Q19,0.12926690264040247,0.16684385899701473
apac,0.02134609619488459,0.27611407556181927,-0.2547679793669346,3,3Q19,-0.09315352722418643,-0.06441740951938613
emea,0.3829452334549796,0.27611407556181927,0.10683115789316033,3,3Q19,0.0022247899031381246,-0.017943388675245406
latam,0.08491548548149423,0.27611407556181927,-0.19119859008032503,3,3Q19,-0.1971128860048641,0.12092928447369244
na,0.3525810025540482,0.27611407556181927,0.07646692699222894,3,3Q19,0.15073851172373579,-0.016105347273278947
apac,0.018690885060876284,0.3320337371428697,-0.3133428520819934,3,4Q19,-0.12299228223444492,-0.05857487271505879
emea,0.441723996093992,0.3320337371428697,0.10969025895112229,3,4Q19,-0.015084287617283448,0.0028591010579619575
latam,0.1986931998513123,0.3320337371428697,-0.1333405372915574,3,4Q19,0.17878733726246007,0.05785805278876763
na,0.3974975549391943,0.3320337371428697,0.06546381779632461,3,4Q19,-0.02710845646918328,-0.011003109195904331
apac,-0.3559324091766413,-0.25159710686044257,-0.10433530231619874,3,1Q20,0.15043267705073587,0.20900754976579466
emea,-0.25632378854758225,-0.25159710686044257,-0.004726681687139661,3,1Q20,-0.1115578395803,-0.11441694063826195
latam,-0.3027823617387936,-0.25159710686044257,-0.05118525487835099,3,1Q20,0.14001333520197404,0.08215528241320641
na,-0.16976235889496746,-0.25159710686044257,0.08183474796547512,3,1Q20,0.0053678209732461735,0.016370930169150505
apac,-1.4996018276842327,-3.2285286787168537,1.7289268510326208,3,2Q20,2.042269703114614,1.8332621533488196
emea,-2.274115695327481,-3.2285286787168537,0.9544129833893725,3,2Q20,0.8447227244382502,0.9591396650765122
latam,-2.9327042328499657,-3.2285286787168537,0.29582444586688766,3,2Q20,0.4291649831584451,0.3470097007452386
na,-5.462015777171903,-3.2285286787168537,-2.233487098455049,3,2Q20,-2.2989509162513735,-2.315321846420524
apac,-1.2077892586760612,-1.2585533744297035,0.05076411575364218,3,3Q20,0.15509941806984093,-1.6781627352789785
emea,-0.6906005716071585,-1.2585533744297035,0.5679528028225449,3,3Q20,0.5726794845096845,-0.3864601805668276
latam,-1.0269926091716752,-1.2585533744297035,0.23156076525802824,3,3Q20,0.28274602013637923,-0.06426368060885942
na,-2.186488671827743,-1.2585533744297035,-0.9279352973980393,3,3Q20,-1.0097700453635143,1.3055518010570095
apac,-0.468902841322395,-0.8668632588943078,0.3979604175719129,3,4Q20,-1.3309664334607079,0.3471963018182707
emea,-0.8463381334519363,-0.8668632588943078,0.020525125442371617,3,4Q20,-0.9338878579470009,-0.5474276773801733
latam,-0.8930049958631795,-0.8668632588943078,-0.026141736968871603,3,4Q20,-0.3219661828357593,-0.25770250222689983
na,-1.0560067950681495,-0.8668632588943078,-0.18914353617384164,3,4Q20,2.044343562281207,0.7387917612241977
apac,0.2821864388831067,-0.4926685830715039,0.7748550219546106,3,1Q21,0.7240909062009685,0.37689460438269773
emea,-0.6403905105140782,-0.4926685830715039,-0.14772192744257426,3,1Q21,-0.7156747302651192,-0.16824705288494587
latam,-0.8112788040187242,-0.4926685830715039,-0.3186102209472202,3,1Q21,-0.5501709862052484,-0.29246848397834857
na,-0.4525636633979106,-0.4926685830715039,0.04010491967359333,3,1Q21,0.9680402170716326,0.22924845584743497
apac,0.7888480091252443,0.9102288939422278,-0.12138088481698343,3,2Q21,-0.5193413023888963,-0.896235906771594
emea,1.1967773220963638,0.9102288939422278,0.28654842815413595,3,2Q21,0.26602330271176433,0.43427035559671023
latam,1.1186422697074347,0.9102288939422278,0.2084133757652069,3,2Q21,0.2345551127340785,0.527023596712427
na,0.4548235522550257,0.9102288939422278,-0.4554053416872021,3,2Q21,-0.26626180551336043,-0.4955102613607954
apac,0.1592759140870745,0.0016074592358621108,0.1576684548512124,3,3Q21,-0.6171865671033983,0.27904933966819584
emea,0.35668614010065863,0.0016074592358621108,0.3550786808647965,3,3Q21,0.5028006083073707,0.06853025271066054
latam,-0.43143445743680786,0.0016074592358621108,-0.43304191667266995,3,3Q21,-0.11443169572544976,-0.6414552924378769
na,-0.30436278419772095,0.0016074592358621108,-0.3059702434335831,3,3Q21,-0.3460751631071764,0.149435098253619
apac,0.3604416807571238,0.0010883329172534095,0.35935334783987044,3,4Q21,0.4807342326568539,0.20168489298865805
emea,0.29505597182244,0.0010883329172534095,0.29396763890518657,3,4Q21,0.00741921075105062,-0.061111041959609924
latam,-0.9742046028076631,0.0010883329172534095,-0.9752929357249166,3,4Q21,-1.1837063114901234,-0.5422510190522467
na,-0.0013432242053895195,0.0010883329172534095,-0.0024315571226429292,3,4Q21,0.45297378456455917,0.30353868631094016
apac,-0.08816007767644736,-0.2551452756972991,0.16698519802085177,3,1Q22,0.009316743169639374,-0.19236814981901867
emea,0.14615069968408098,-0.2551452756972991,0.4012959753813801,3,1Q22,0.04621729451658363,0.10732833647619355
latam,-0.6528598196593169,-0.2551452756972991,-0.39771454396201783,3,1Q22,0.035327372710652116,0.5775783917628987
na,-0.6483330496494842,-0.2551452756972991,-0.3931877739521851,3,1Q22,-0.08721753051860204,-0.3907562168295422
apac,-0.4387033328005418,-0.5854228339051938,0.14671950110465207,3,2Q22,-0.21263384673521837,-0.0202656969161997
emea,-0.5296886207331003,-0.5854228339051938,0.05573421317209354,3,2Q22,-0.23823342573309303,-0.3455617622092866
latam,-0.6481297107801968,-0.5854228339051938,-0.06270687687500297,3,2Q22,0.9125860588499136,0.33500766708701485
na,-0.6904352675578548,-0.5854228339051938,-0.10501243365266094,3,2Q22,-0.10258087653001802,0.2881753402995242
apac,-0.7466044779520634,-0.7994990543145093,0.05289457636244591,3,3Q22,-0.11409062165840586,-0.09382492474220616
emea,-0.8713888701578778,-0.7994990543145093,-0.07188981584336855,3,3Q22,-0.4731857912247487,-0.1276240290154621
latam,-0.8464016083565409,-0.7994990543145093,-0.046902554042031586,3,3Q22,0.35081198991998624,0.015804322832971382
na,-0.6982526424411972,-0.7994990543145093,0.10124641187331211,3,3Q22,0.49443418582549725,0.20625884552597307
apac,-0.762246069003598,-0.7990817026379279,0.03683563363432988,3,4Q22,-0.1098838674703222,-0.016058942728116032
emea,-1.0623703708664591,-0.7990817026379279,-0.26328866822853136,3,4Q22,-0.3190228814006249,-0.1913988523851628
latam,-0.4973003008179337,-0.7990817026379279,0.3017814018199942,3,4Q22,0.36448827869499717,0.3486839558620258
na,-0.6292208635081241,-0.7990817026379279,0.16986083912980365,3,4Q22,0.2748732727824646,0.06861442725649154
apac,-0.6456787248276092,-0.4970114182288663,-0.14866730659874303,3,1Q23,-0.20156188296118893,-0.1855029402330729
emea,-0.6503430991591989,-0.4970114182288663,-0.15333168093033256,3,1Q23,-0.08144186508696401,0.1099569872981988
latam,-0.2897025990624264,-0.4970114182288663,0.20730881916643984,3,1Q23,0.2542113732084714,-0.09447258265355435
na,-0.34081920829565343,-0.4970114182288663,0.15619220993321284,3,1Q23,0.05494579805990073,-0.013668629196590815
apac,-0.08279227764863345,-0.186271502120985,0.10347922447235154,3,2Q23,0.06664359083802165,0.2521465310710946
emea,-0.29463715553516096,-0.186271502120985,-0.10836565341417594,3,2Q23,0.15492301481435544,0.04496602751615662
latam,-0.13439858025517573,-0.186271502120985,0.05187292186580928,3,2Q23,-0.24990847995418491,-0.15543589730063057
na,-0.11414631251046788,-0.186271502120985,0.07212518961051713,3,2Q23,-0.09773564951928652,-0.08406702032269571
apac,-0.08887586449966682,0.014899556526871529,-0.10377542102653836,3,3Q23,0.044891885572204665,-0.2072546454988899
emea,-0.2037126264438204,0.014899556526871529,-0.21861218297069193,3,3Q23,-0.06528050204035937,-0.110246529556516
latam,0.34775774154048444,0.014899556526871529,0.3328581850136129,3,3Q23,0.12554936584717308,0.28098526314780364
na,0.1684206937713472,0.014899556526871529,0.15352113724447566,3,3Q23,-0.002671072688737175,0.08139594763395853
apac,-0.14028688449664337,-0.01086328225568802,-0.1294236022409553,3,4Q23,-0.23290282671330687,-0.02564818121441695
emea,-0.09940793517235946,-0.01086328225568802,-0.08854465291667145,3,4Q23,0.019821000497504487,0.1300675300540205
latam,0.099831207016559,-0.01086328225568802,0.11069448927224701,3,4Q23,0.05882156740643773,-0.2221636957413659
na,0.103767185082062,-0.01086328225568802,0.11463046733775001,3,4Q23,0.04250527772723288,-0.038890669906725656
apac,0.09286515267534935,0.08968893195922474,0.003176220716124616,3,1Q24,0.10695164174266297,0.13259982295707992
emea,0.025306181377705742,0.08968893195922474,-0.06438275058151899,3,1Q24,0.15422943238917294,0.02416190233515246
latam,0.2867565888173283,0.08968893195922474,0.19706765685810357,3,1Q24,-0.13579052815550935,0.08637316758585656
na,0.06342450480219881,0.08968893195922474,-0.026264427157025916,3,1Q24,-0.1797855644015016,-0.14089489449477594
apac,0.24370107933474902,0.13885314450888314,0.10484793482586587,3,2Q24,0.2342715370668212,0.10167171410974125
emea,0.0704881095294819,0.13885314450888314,-0.06836503497940125,3,2Q24,0.020179617937270203,-0.0039822843978822575
latam,0.3338919697146266,0.13885314450888314,0.19503882520574345,3,2Q24,0.08434433593349644,-0.002028831652360119
na,0.0741722937478684,0.13885314450888314,-0.06468085076101474,3,2Q24,-0.17931131809876474,-0.03841642360398882
apac,0.22967460006229765,0.20033743348109345,0.029337166581204166,3,3Q24,0.02616094586507955,-0.0755107682446617
emea,0.24396180349956118,0.20033743348109345,0.0436243700184677,3,3Q24,0.10800712059998668,0.11198940499786894
latam,0.1200792654817669,0.20033743348109345,-0.08025816799932656,3,3Q24,-0.2773258248574301,-0.27529699320507
na,0.1737828404145596,0.20033743348109345,-0.026554593066533873,3,3Q24,-0.000290165909507957,0.03812625769448086
apac,0.2979060679020971,0.3086616849890364,-0.010755617086939293,3,4Q24,-0.11560355191280516,-0.04009278366814346
emea,0.25001276496568475,0.3086616849890364,-0.058648920023351696,3,4Q24,0.00971611495604955,-0.1022732900418194
latam,0.24535408460987332,0.3086616849890364,-0.06330760037916312,3,4Q24,-0.25834642558490656,0.016950567620163434
na,0.42941670212376054,0.3086616849890364,0.12075501713472414,3,4Q24,0.18543586789573888,0.14730961020125802
apac,0.12756482573451972,0.11716482734064486,0.01039999839387487,3,1Q25,-0.018937168187329295,0.021155615480814162
emea,0.13470020974987026,0.11716482734064486,0.017535382409225395,3,1Q25,-0.026088987609242307,0.0761843024325771
latam,-0.09279140914356465,0.11716482734064486,-0.2099562364842095,3,1Q25,-0.12969806848488294,-0.14664863610504636
na,0.20856160120995557,0.11716482734064486,0.09139677386931071,3,1Q25,0.11795136693584458,-0.029358243265413433
apac,0.04533334488284638,0.05464448429373059,-0.009311139410884212,3,2Q25,0.0014444776760550813,-0.019711137804759082
emea,0.07772869755624867,0.05464448429373059,0.023084213262518083,3,2Q25,0.08173313328586979,0.005548830853292688
latam,0.002419744915446396,0.05464448429373059,-0.052224739378284195,3,2Q25,0.011082861000878928,0.1577314971059253
na,0.0571539514321126,0.05464448429373059,0.0025094671383820016,3,2Q25,-0.11824554999634214,-0.0888873067309287
apac,0.08584667706070505,0.02565712614284235,0.06018955091786271,3,3Q25,0.04978955252398784,0.06950069032874692
emea,0.03628349361392563,0.02565712614284235,0.010626367471083276,3,3Q25,-0.006909014938142119,-0.012457845791434807
latam,-0.033806168593794685,0.02565712614284235,-0.059463294736637036,3,3Q25,0.15049294174757247,-0.007238555358352841
na,0.018501854350291974,0.02565712614284235,-0.007155271792550382,3,3Q25,-0.09855204566186108,-0.009664738930932382
apac,0.179116005455099,0.13314300650728417,0.045972998947814835,3,4Q25,0.055284138358699046,-0.014216551970047876
emea,0.14397749176143207,0.13314300650728417,0.010834485254147883,3,4Q25,-0.0122497280083702,0.00020811778306460693
latam,0.4298285760642086,0.13314300650728417,0.29668556955692443,3,4Q25,0.34891030893520864,0.35614886429356146
na,-0.07134558023158598,0.13314300650728417,-0.20448858673887016,3,4Q25,-0.20699805387725217,-0.19733331494631978
apac,0.2320544467500034,0.223763074486838,0.008291372263165403,3,1Q26,-0.051898178654697306,-0.03768162668464943
emea,0.09028696365766266,0.223763074486838,-0.13347611082917532,3,1Q26,-0.1441024783002586,-0.1443105960833232
latam,0.7888883428090468,0.223763074486838,0.5651252683222089,3,1Q26,0.6245885630588459,0.26843969876528445
na,0.07916352229504649,0.223763074486838,-0.14459955219179152,3,1Q26,-0.13744428039924114,0.05988903454707864
apac,0.10326937366399574,0.1592079648466297,-0.055938591182633945,3,2Q26,-0.10191159013044879,-0.06422996344579934
emea,0.16524347394250716,0.1592079648466297,0.006035509095877463,3,2Q26,-0.00479897615827042,0.1395116199250528
latam,0.4516407028583305,0.1592079648466297,0.29243273801170083,3,2Q26,-0.004252831545223601,-0.27269253031050805
na,0.008784020776727667,0.1592079648466297,-0.15042394406990203,3,2Q26,0.05406464266896813,-0.005824391878110513
apac,0.16881271056267516,0.18858714721955888,-0.019774436656883713,2,3Q26,-0.028065808920049118,0.03616415452575023
emea,0.3509339093983002,0.18858714721955888,0.16234676217874133,2,3Q26,0.29582287300791665,0.15631125308286387
latam,0.34224699810946874,0.18858714721955888,0.15365985088990985,2,3Q26,-0.41146541743229903,-0.13877288712179098
na,-0.11142572020062952,0.18858714721955888,-0.3000128674201884,2,3Q26,-0.15541331522839688,-0.14958892335028637
