construction,quarter,market,region,side,vintage,weights_src,n_runs,n_listings,n_runs_over90,nights,mean_run,nights_lt7,nights_n7_27,nights_ge28,w_nights_lt7,w_nights_n7_27,w_nights_ge28,share_lt7,w_share_lt7,share_n7_27,w_share_n7_27,share_ge28,w_share_ge28,n_edge_dropped,n_closed_listings
S,3Q26,austin,na,old,2025-08-16,listings:2025-09-16,24667,5796,1746,129714.0,5.25860461345117,69986.0,31673.0,28055.0,484432.2743408932,132396.17903956625,56118.54661954054,0.5395408359930308,0.7198669053296816,0.2441756479639823,0.19674087118237582,0.21628351604298687,0.08339222348794265,,
S,2Q26,nashville,na,late,2026-06-26,14c:2026-06-26,40397,6675,1437,172979.0,4.281976384384979,113619.0,46662.0,12698.0,640695.531189923,187489.7567828047,26680.712027272373,0.6568369570872765,0.7494689590999326,0.26975528821417627,0.21932063830214876,0.07340775469854723,0.031210402597918706,,
S,2Q26,nashville,na,old,2025-05-17,listings:2025-06-19,35354,6476,941,163886.0,4.635571646772642,100507.0,46333.0,17046.0,616858.6107629187,198122.51824375518,38410.870993326134,0.6132738610985685,0.7228314898228699,0.2827148139560426,0.23215886514492187,0.10401132494538887,0.04500964503220809,,
S,3Q26,nashville,na,late,2026-08-27,14c:2026-08-27,43232,6657,790,184417.0,4.26575222057735,124416.0,48689.0,11312.0,655342.4091243449,193924.22485419508,23265.366021459995,0.6746449622323322,0.7510812315472039,0.264015790301328,0.22225457043890087,0.06133924746633987,0.026664198013895184,,
S,3Q26,nashville,na,old,2025-08-23,listings:2025-09-23,37883,6295,801,164369.0,4.338859118865982,107917.0,44173.0,12279.0,628716.3454565181,180648.66003487562,26604.99450860626,0.6565532430081098,0.7520800333223897,0.2687428894742926,0.21609466851068293,0.0747038675175976,0.031825298166927356,,
S,2Q26,new-orleans,na,late,2026-06-16,14c:2026-06-16,13191,3209,1183,61621.0,4.671442650291866,37468.0,17527.0,6626.0,421137.87000461534,119188.56124621448,23368.568749170172,0.6080394670647994,0.7471023691971994,0.28443225523766247,0.21144157965959337,0.10752827769753817,0.04145605114320718,,
S,2Q26,new-orleans,na,old,2025-07-05,listings:2025-06-09,12605,3171,886,60043.0,4.763427211424038,35474.0,16099.0,8470.0,402104.0944261783,119829.9999015389,28343.905672282774,0.5908099195576504,0.7307290032059764,0.26812451076728344,0.21776265796840671,0.1410655696750662,0.05150833882561682,,
S,3Q26,new-orleans,na,late,2026-08-15,14c:2026-08-15,21307,3679,1318,97225.0,4.563054395269161,60247.0,28448.0,8530.0,455841.1020835015,139808.6644336018,25527.23348289667,0.6196657238364618,0.733834482093673,0.29259964001028543,0.22507057478561152,0.08773463615325276,0.04109494312071547,,
S,3Q26,new-orleans,na,old,2025-08-05,listings:2025-09-11,15802,3320,731,73092.0,4.625490444247563,45411.0,19217.0,8464.0,437306.6648600409,127676.4505345851,28090.88460537398,0.6212855032014447,0.7373559873810703,0.2629152301209435,0.21527912289964676,0.11579926667761177,0.04736488971928289,,
S,2Q26,san-diego,na,late,2026-06-27,14c:2026-06-27,35843,7633,2026,243062.0,6.781296208464693,88330.0,111558.0,43174.0,496008.1110047378,415798.5242679883,92254.3647272739,0.36340522171297857,0.4940019690085939,0.4589693164706947,0.4141167959595964,0.17762546181632669,0.09188123503180973,,
S,2Q26,san-diego,na,old,2025-05-21,listings:2025-06-21,37225,7338,2156,269099.0,7.2289858965748826,91433.0,116542.0,61124.0,480823.013922571,381815.0942382864,127706.89183914267,0.3397745811021223,0.48551061894851893,0.4330822485405,0.38553745839912995,0.22714317035737777,0.12895192265235111,,
S,3Q26,san-diego,na,late,2026-08-29,14c:2026-08-29,30864,6887,1737,176921.0,5.732277086573354,82681.0,65470.0,28770.0,603095.3316955259,297421.9731325218,67828.69517195225,0.4673328773859519,0.622809751571779,0.3700521701776499,0.3071443194194242,0.16261495243639817,0.07004592900879669,,
S,3Q26,san-diego,na,old,2025-08-26,listings:2025-09-25,29641,6592,1817,170512.0,5.752572450322189,80705.0,60818.0,28989.0,579764.189720538,272959.436113785,67031.37416567703,0.47330979637796755,0.6303463310561378,0.35667870882987707,0.2967740714796712,0.17001149479215538,0.07287959746419104,,
S,2Q26,paris,emea,late,2026-06-16,14c:2026-06-16,122044,30906,36767,1119494.0,9.172872078922357,260365.0,484338.0,374791.0,1545022.249955518,1786306.2145761643,720371.5354683177,0.2325738235309881,0.38132691214934916,0.4326401034753201,0.4408782028719215,0.3347860729936918,0.17779488497872933,,
S,2Q26,paris,emea,old,2025-05-03,listings:2025-06-06,145003,30870,9832,1309102.0,9.028102866837237,307499.0,610906.0,390697.0,1340887.8229350117,1918683.9207821202,781324.2562828681,0.2348930793780775,0.33182933263687353,0.46666035190535193,0.47481645674180184,0.2984465687165706,0.1933542106213246,,
S,3Q26,paris,emea,late,2026-08-15,14c:2026-08-15,117959,27863,37233,1074501.0,9.109105706219959,252789.0,438095.0,383617.0,1485936.3912614076,1587365.6146407789,698095.9940978136,0.23526176336736773,0.39400147936160745,0.4077194902564074,0.4208958096283603,0.3570187463762249,0.18510271101003226,,
S,3Q26,paris,emea,old,2025-08-08,listings:2025-09-12,111640,27662,16244,1018399.0,9.122169473307059,243856.0,407542.0,367001.0,1496550.4248380682,1576623.9561730006,674465.6189889312,0.23945035295596323,0.3993314258674975,0.4001791046534806,0.42069781413716384,0.36037054239055616,0.1799707599953387,,
S,3Q26,london,emea,late,2026-08-18,14c:2026-08-18,136572,32697,39880,981218.0,7.184620566441144,310010.0,401504.0,269704.0,1795242.219461663,1425164.1003658941,385304.680172443,0.3159440613604724,0.49788854943218214,0.4091893952210416,0.39525189355605433,0.274866543418486,0.10685955701176356,,
S,3Q26,london,emea,old,2025-09-14,14c:2025-09-14,129141,29203,11178,868279.0,6.723496023726005,301732.0,358028.0,208519.0,1655242.9183998231,1250218.495028346,320590.58657183073,0.3475058132236297,0.5130862485787033,0.4123421158406457,0.38753823404841153,0.24015207093572458,0.09937551737288511,,
S,3Q26,barcelona,emea,late,2026-08-23,14c:2026-08-23,41210,7851,1724,271123.0,6.579058480951225,99744.0,114729.0,56650.0,521136.160373753,428251.9621417521,160429.8774844949,0.36789206374966343,0.46956902877206264,0.4231621810027183,0.38587584823975835,0.20894575524761824,0.14455512298817905,,
S,3Q26,barcelona,emea,old,2025-08-10,listings:2025-09-14,40235,7924,2406,275272.0,6.8416055672921585,97367.0,112531.0,65374.0,528481.1813632966,433287.6261095566,183904.19252714686,0.3537119648929059,0.46128448637900743,0.408799296695632,0.37819484801470976,0.23748873841146212,0.16052066560628284,,
S,2Q26,rome,emea,late,2026-06-20,14c:2026-06-20,133710,24162,5072,849341.0,6.352112781392566,328793.0,397311.0,123237.0,1437842.930137101,1213374.2702724787,212226.7995904202,0.3871154224275056,0.5021376112601124,0.46778737868535725,0.4237464641433458,0.1450971988871372,0.07411592459654186,,
S,2Q26,rome,emea,old,2025-06-12,listings:2025-06-12,142850,25799,4808,940647.0,6.584858242912145,333665.0,445341.0,161641.0,1338880.0045377298,1241910.0079481055,269822.9875141649,0.35471861389022663,0.46968143502388077,0.47344115273848747,0.4356641915083196,0.17184023337128593,0.09465437346779969,,
S,3Q26,rome,emea,late,2026-08-25,14c:2026-08-25,126310,24002,3146,859751.0,6.806674055894229,305000.0,430423.0,124328.0,1249875.7019414678,1414365.8244952448,248352.47356328726,0.3547538764130545,0.42912802194245675,0.500636812286348,0.4856034945121925,0.1446093113005975,0.08526848354535073,,
S,3Q26,rome,emea,old,2025-08-15,listings:2025-09-14,129241,23733,3687,841129.0,6.508221075355344,320294.0,400086.0,120749.0,1311728.0387806892,1204741.6423632163,230574.31885609456,0.3807905802796004,0.477505288878041,0.4756535561132716,0.4385592813086417,0.14355586360712805,0.08393542981331735,,
S,3Q26,sydney,apac,late,2026-08-15,14c:2026-08-15,45051,10808,5776,320551.0,7.115291558455972,103161.0,132179.0,85211.0,559018.5724280985,438602.87109597697,120033.55647592447,0.32182398432698694,0.5001709583262264,0.41234936094412433,0.3924313594946356,0.26582665472888867,0.10739768217913799,,
S,3Q26,sydney,apac,old,2025-08-05,listings:2025-09-12,36642,8925,3563,264275.0,7.212351945854484,83947.0,109227.0,71101.0,490753.6162737361,410867.5408747167,124181.84285154715,0.31765017500709486,0.4784092230903362,0.41330810708542237,0.4005325982422714,0.2690417179074827,0.12105817866739242,,
S,2Q26,mexico-city,latam,late,2026-06-15,14c:2026-06-15,50507,15103,5306,319802.0,6.3318351911616215,121612.0,126748.0,71442.0,1165460.013197908,639751.4286332964,133407.5581687957,0.3802727937911583,0.6011805378972908,0.3963327308772303,0.33000369264579393,0.22339447533161144,0.0688157694569153,,
S,2Q26,mexico-city,latam,old,2025-06-25,listings:2025-06-25,39076,11734,2867,252961.0,6.473564336165421,92690.0,100230.0,60041.0,959853.2434362706,533347.6046544515,124892.15190927793,0.3664201200975645,0.5932002940722632,0.39622708638881093,0.3296149261225723,0.23735279351362462,0.07718477980516442,,
S,3Q26,mexico-city,latam,late,2026-08-30,14c:2026-08-30,69055,17380,2905,421110.0,6.098182608066034,173228.0,177674.0,70208.0,1309883.9414436906,752256.7357308605,120957.32282544885,0.41136045213839617,0.6000115164063595,0.4219182636365795,0.34458221102802555,0.16672128422502433,0.05540627256561494,,
S,3Q26,mexico-city,latam,old,2025-08-29,listings:2025-09-27,53051,13687,2700,323369.0,6.095436466796102,132373.0,134253.0,56743.0,1082545.546371508,619721.4214749928,102436.03215349927,0.4093558751766558,0.5998469257110494,0.4151696668511824,0.3433924703815491,0.17547445797216182,0.056760603907401536,,
S,2Q26,buenos-aires,latam,late,2026-06-29,14c:2026-06-29,40166,13093,4123,320097.0,7.969352188418065,90538.0,148671.0,80888.0,743393.0851719262,687389.4032682768,130174.51155979699,0.2828455124540374,0.4762418728843435,0.4644560867487043,0.4403640864343328,0.2526984007972583,0.0833940406813237,,
S,2Q26,buenos-aires,latam,old,2025-07-27,listings:2025-07-27,34304,11072,3702,276270.0,8.053579757462687,78018.0,107202.0,91050.0,635568.2557621467,473363.3929917845,151047.3512460689,0.2823976544684548,0.5044276577325071,0.38803344554240415,0.3756914940580632,0.3295688999891411,0.11988084820942957,,
S,3Q26,buenos-aires,latam,late,2026-08-30,14c:2026-08-30,50938,14198,3478,404038.0,7.931956496132553,115599.0,173538.0,114901.0,816646.1351698972,694764.0659381959,188452.79889190686,0.28610922734990274,0.48041879561464496,0.4295091055791782,0.4087176825062937,0.28438166707091905,0.11086352187906134,,
S,3Q26,buenos-aires,latam,old,2025-08-29,listings:2025-08-29,41825,12068,3386,330597.0,7.904291691572026,94679.0,129763.0,106155.0,671010.7821627415,518015.11561682343,169538.10222043502,0.2863879587534067,0.49391179374894495,0.3925111238154006,0.38129607115809305,0.3211009174311927,0.12479213509296216,,
S,2Q26,rio-de-janeiro,latam,late,2026-06-24,14c:2026-06-24,66947,20977,11988,512508.0,7.655428921385574,155917.0,238629.0,117962.0,1014321.0136283932,910760.8517751127,176179.1345964942,0.3042235438276085,0.4827201445362538,0.4656102929125009,0.4334353760789891,0.2301661632598906,0.08384447938475716,,
S,2Q26,rio-de-janeiro,latam,old,2025-06-24,listings:2025-06-24,44799,14993,9145,373126.0,8.328891269894417,98231.0,175368.0,99527.0,695786.230597823,729584.0829169942,158985.68648518276,0.26326495607381956,0.43916028379847905,0.4699967303270209,0.4604925174121184,0.26673831359915956,0.10034719878940261,,
S,3Q26,rio-de-janeiro,latam,late,2026-08-30,14c:2026-08-30,69625,21916,9057,533930.0,7.668653500897666,171275.0,221130.0,141525.0,1216176.654006624,828650.7504463712,188115.59554700486,0.3207817504167213,0.544651902895248,0.41415541363100034,0.37110250931007693,0.26506283595227836,0.08424558779467495,,
S,3Q26,rio-de-janeiro,latam,old,2025-08-28,listings:2025-09-26,51209,15380,8210,398555.0,7.782909254232655,122027.0,169239.0,107289.0,861260.9436021176,676548.8347836094,160505.2216142731,0.30617355195644264,0.507126736560719,0.42463148122592864,0.3983647525833602,0.26919496681762867,0.09450851085592077,,
S,2Q26,santiago,latam,late,2026-06-29,14c:2026-06-29,31435,8942,1702,238163.0,7.576363925560681,64920.0,136305.0,36938.0,443001.56808580883,535637.0218415505,63805.41007264071,0.272586421904326,0.42496437994348746,0.5723181182635422,0.5138281018851377,0.15509545983213177,0.061207518171374875,,
S,2Q26,santiago,latam,old,2025-07-27,listings:2025-07-27,21417,7247,1396,143853.0,6.7167670542092734,46749.0,72188.0,24916.0,419833.3090290425,385014.7920300313,42458.89894092617,0.32497758128089094,0.4954913732909589,0.5018178279215588,0.45439821933494157,0.17320459079755027,0.05011040737409955,,
S,3Q26,santiago,latam,late,2026-08-30,14c:2026-08-30,28321,9529,1528,165794.0,5.854101196991632,67267.0,66167.0,32360.0,693132.0825491332,349492.6310747345,51928.28637613223,0.4057263833431849,0.6332558428409891,0.3990916438471839,0.31930169765624367,0.19518197280963123,0.04744245950276709,,
S,3Q26,santiago,latam,old,2025-08-29,listings:2025-08-29,19176,6539,1338,115819.0,6.039789319983313,43066.0,45907.0,26846.0,485242.1152168572,262600.80992789974,47535.07485524314,0.37183881746518277,0.6100773660031547,0.3963684714943144,0.3301585031618925,0.23179271104050286,0.05976413083495286,,
S,2Q26,belize,latam,late,2026-06-29,14c:2026-06-29,4921,1618,92,30272.0,6.151595204226783,11666.0,13875.0,4731.0,54859.43686259658,38886.3094018985,5103.253735504922,0.38537262156448204,0.5549822139080475,0.4583443446088795,0.3933910247134367,0.15628303382663847,0.051626761378515934,,
S,2Q26,belize,latam,old,2025-06-25,listings:2025-06-25,4701,1585,74,29726.0,6.323335460540311,10791.0,14448.0,4487.0,57523.9419275409,39817.513834391626,4422.544238067468,0.36301554194980823,0.5652680901649002,0.4860391576397766,0.39127308119169474,0.15094530041041512,0.043458828643405015,,
S,3Q26,belize,latam,late,2026-08-31,14c:2026-08-31,4546,1524,78,30219.0,6.647382314122305,10406.0,15268.0,4545.0,51709.411424178375,39805.539568696724,4492.049007124896,0.34435289056553825,0.5386004293872153,0.5052450445084219,0.41461080513604975,0.1504020649260399,0.046788765476734995,,
S,3Q26,belize,latam,old,2025-08-30,listings:2025-09-28,4470,1539,101,31334.0,7.009843400447427,9536.0,15626.0,6172.0,50143.16315193655,41674.63216800997,5718.20468005348,0.3043339503414821,0.5140990316594545,0.4986915172017617,0.4272743619587637,0.19697453245675625,0.058626606381781916,,
S,2Q26,tokyo,apac,late,2026-06-30,14c:2026-06-30,96083,22625,3006,689846.0,7.179688394409,218531.0,359077.0,112238.0,1011542.1632948979,1128813.8432913607,191351.99341374158,0.3167822963386031,0.4338202567795358,0.5205176227737784,0.4841145817964173,0.1627000808876184,0.08206516142404692,,
S,2Q26,tokyo,apac,old,2025-06-27,listings:2025-06-27,74355,16711,2960,551591.0,7.418344428753951,165112.0,285813.0,100666.0,734197.4543508608,892755.5300643789,177984.01558476037,0.29933773393692065,0.4067717900130923,0.5181611012507455,0.49461866539628746,0.18250116481233378,0.09860954459062027,,
S,3Q26,tokyo,apac,late,2026-08-31,14c:2026-08-31,136311,25800,2755,1014899.0,7.445466616780744,306182.0,553442.0,155275.0,1013720.4705443259,1323971.2522084897,240224.27724718448,0.3016871629590728,0.3932325454143292,0.5453173172897008,0.5135819988736986,0.15299551975122647,0.09318545571197218,,
S,3Q26,tokyo,apac,old,2025-08-30,listings:2025-09-29,107955,19753,2733,825953.0,7.65090083831226,234924.0,455855.0,135174.0,733403.8729844617,1064810.3637241032,218230.76329143508,0.2844278064248208,0.3637113201621972,0.5519139708918062,0.5280631823452181,0.16365822268337302,0.10822549749258477,,
S,2Q26,singapore,apac,late,2026-06-29,14c:2026-06-29,1850,486,191,7771.0,4.2005405405405405,3861.0,2605.0,1305.0,20247.32237703914,6033.751100754882,1484.9265222059778,0.4968472526058422,0.729212791797131,0.33522069231759105,0.2173071778705929,0.16793205507656672,0.053480030332276086,,
S,2Q26,singapore,apac,old,2025-06-25,listings:2025-06-25,1997,485,216,8206.0,4.109163745618428,4035.0,3047.0,1124.0,23851.927169508443,6936.148764475397,2100.924066016161,0.49171338045332685,0.7252250652044283,0.37131367292225204,0.21089570265059432,0.13697294662442117,0.06387923214497737,,
S,3Q26,singapore,apac,late,2026-08-31,14c:2026-08-31,2016,583,166,8422.0,4.177579365079365,4025.0,2360.0,2037.0,27699.96509177652,5662.831167136925,2443.2037410865532,0.47791498456423653,0.7736123859625906,0.28021847542151507,0.15815313542805465,0.2418665400142484,0.06823447860935467,,
S,3Q26,singapore,apac,old,2025-08-30,listings:2025-09-28,1738,585,156,6625.0,3.8118527042577677,4164.0,1914.0,547.0,31430.08585099515,5924.867072981458,503.0470760233918,0.6285283018867924,0.8302098856515175,0.2889056603773585,0.15650237923243324,0.08256603773584906,0.013287735116049231,,
S,2Q26,bangkok,apac,late,2026-06-29,14c:2026-06-29,20318,6842,2486,157642.0,7.7587360960724485,45210.0,59697.0,52735.0,342484.1176012202,266650.5415864493,152011.34081233045,0.2867890536785882,0.4499585067795406,0.3786871519011431,0.35032771844882493,0.3345237944202687,0.19971377477163443,,
S,2Q26,bangkok,apac,old,2025-06-24,listings:2025-06-24,20060,6879,2096,160462.0,7.999102691924227,44293.0,56934.0,59235.0,349276.2140829057,280373.90524575283,180234.88067134147,0.2760342012439082,0.431266431756244,0.35481297752738966,0.3461897741602238,0.36915282122870213,0.2225437940835322,,
S,3Q26,bangkok,apac,late,2026-08-30,14c:2026-08-30,26459,8182,2535,225390.0,8.518462526928456,57281.0,79611.0,88498.0,368101.0030200207,302421.1019951574,222215.89498482185,0.25414170992501883,0.41232814445001864,0.353214428324238,0.338756837947032,0.3926438617507432,0.2489150176029494,,
S,3Q26,bangkok,apac,old,2025-08-28,listings:2025-09-26,20486,6597,2217,175384.0,8.561163721565947,44845.0,54299.0,76240.0,342445.66211602214,243119.9520284988,218489.38585547902,0.25569607261779864,0.4258983056084747,0.309600647721571,0.3023673157041481,0.4347032796606304,0.27173437868737715,,
S,2Q26,taipei,apac,late,2026-06-30,14c:2026-06-30,8855,2780,1235,65330.0,7.377752682100509,21697.0,24966.0,18667.0,174811.92971277036,120038.91387544546,40118.15641178417,0.33211388336139597,0.5218749487647226,0.3821521506199296,0.35835827755835753,0.2857339660186744,0.11976677367691986,,
S,2Q26,taipei,apac,old,2025-06-29,listings:2025-06-29,8624,2682,1273,64318.0,7.458024118738405,20584.0,24892.0,18842.0,163537.8213367472,123415.6144735745,50746.56418967831,0.32003482695357444,0.48426953312628723,0.3870145215958208,0.36545932624688926,0.2929506514506048,0.15027114062682356,,
S,3Q26,taipei,apac,late,2026-08-31,14c:2026-08-31,14276,3013,895,105253.0,7.372723451947325,34822.0,43069.0,27362.0,164973.17754658233,138225.16586312582,55474.656590291845,0.33084092614937344,0.45995426906006964,0.409194987316276,0.38537934515039,0.25996408653435055,0.15466638578954048,,
S,3Q26,taipei,apac,old,2025-08-31,listings:2025-09-30,12329,2958,1029,90441.0,7.335631438072836,30237.0,36168.0,24036.0,167570.0069554555,137564.1041398132,62030.88890473131,0.334328457226258,0.4563888359605504,0.3999071217699937,0.37466562482756577,0.2657644210037483,0.1689455392118838,,
S,2Q26,hong-kong,apac,late,2026-06-27,14c:2026-06-27,4575,1314,1088,35666.0,7.795846994535519,10336.0,13026.0,12304.0,64251.060311090456,46068.89200107806,17269.047687831484,0.2897998093422307,0.5035783673442887,0.3652217798463523,0.36107260031098337,0.34497841081141706,0.13534903234472787,,
S,2Q26,hong-kong,apac,old,2025-05-18,listings:2025-06-21,4572,1283,991,34739.0,7.598206474190726,10159.0,13273.0,11307.0,64125.05561303952,50507.33955590788,22153.604831052606,0.29243789400961456,0.46879838297076837,0.38207778001669596,0.36924348658421097,0.32548432597368954,0.16195813044502072,,
S,3Q26,hong-kong,apac,late,2026-08-28,14c:2026-08-28,6462,1377,738,47536.0,7.3562364593005265,14427.0,20741.0,12368.0,58255.96004408183,55117.0939412633,18985.94601465487,0.30349629754291485,0.4401359941075547,0.43632194547290476,0.41642120249671954,0.2601817569841804,0.1434428033957258,,
S,3Q26,hong-kong,apac,old,2025-08-24,listings:2025-09-23,6011,1390,800,46363.0,7.713026118782232,13441.0,19710.0,13212.0,61035.848472920756,57372.951246552846,21844.200280526395,0.2899079006966762,0.43518390674652774,0.42512348208700906,0.409067551115148,0.2849686172163147,0.1557485421383243,,
S,3Q26,melbourne,apac,late,2026-08-15,14c:2026-08-15,45069,10638,9328,285131.0,6.326543744036921,108891.0,108901.0,67339.0,621687.9777985142,385455.5447175377,95057.47748394814,0.3818981450631464,0.5640422915589027,0.3819332166618151,0.34971438486949086,0.23616863827503848,0.0862433235716064,,
S,3Q26,melbourne,apac,old,2025-08-05,listings:2025-08-05,40032,9800,3704,251175.0,6.27435551558753,95360.0,93765.0,62050.0,589757.5010673876,374489.58964803285,106854.9092845795,0.3796556185926147,0.5506081596966373,0.3733054643177068,0.34963018428500076,0.2470389170896785,0.09976165601836193,,
S,3Q26,brisbane,apac,late,2026-08-13,14c:2026-08-13,15549,3538,915,96053.0,6.177439063605377,36688.0,39726.0,19639.0,226095.1257117684,153064.03303255158,35172.84125568,0.3819557952380457,0.5456858888808211,0.41358416707442763,0.36942363378293636,0.20446003768752669,0.08489047733624244,,
S,3Q26,brisbane,apac,old,2025-08-04,listings:2025-08-04,13243,3212,1034,83614.0,6.313826172317451,30506.0,34504.0,18604.0,204540.54415002858,143362.7570123229,37830.698837648524,0.3648432080752027,0.5302631973070265,0.41265816729255866,0.37166222581448066,0.22249862463223863,0.09807457687849276,,
S,2Q26,tasmania,apac,late,2026-06-15,14c:2026-06-15,18520,4212,1131,90106.0,4.865334773218143,43862.0,29342.0,16902.0,359495.9164329102,146961.8760562163,37381.20751087347,0.4867822342574301,0.6610337184955661,0.32563869220695624,0.2702304837575391,0.18757907353561362,0.06873579774689471,,
S,2Q26,tasmania,apac,old,2025-05-03,listings:2025-06-09,17680,4048,767,83920.0,4.746606334841629,42408.0,26785.0,14727.0,359161.23305060156,136933.2500899138,33188.51685948461,0.5053384175405148,0.6785807083367529,0.31917302192564345,0.2587146197590208,0.17548856053384176,0.06270467190422631,,
S,3Q26,tasmania,apac,late,2026-08-13,14c:2026-08-13,25725,4494,570,117408.0,4.56396501457726,61700.0,41261.0,14447.0,374557.9157429814,167635.59166888706,27682.49258813155,0.5255178522758245,0.6572621337676641,0.35143261106568546,0.29416152227657777,0.12304953665849006,0.048576343955757995,,
S,3Q26,tasmania,apac,old,2025-08-04,listings:2025-09-11,23000,4306,537,103931.0,4.518739130434783,54931.0,35483.0,13517.0,369133.8662427702,155073.7891974967,26234.34455973309,0.5285333538597724,0.6706135546393085,0.34140920418354487,0.28172593878646013,0.1300574419566828,0.04766050657423142,,
S,2Q26,western-australia,apac,late,2026-06-28,14c:2026-06-28,35987,8428,1325,218340.0,6.067190930058077,84605.0,92494.0,41241.0,510550.2117331737,340262.1662607443,76617.62200608202,0.38749198497755794,0.5504999964775494,0.42362370614637723,0.3668871680458302,0.18888430887606486,0.08261283547662036,,
S,2Q26,western-australia,apac,old,2025-06-23,listings:2025-06-23,34541,7916,1443,220951.0,6.3967748472829395,79008.0,99008.0,42935.0,450007.10848958493,361208.35220620886,79943.53930420625,0.35758154522948526,0.5049683709524169,0.4480993523450901,0.40532424876616724,0.19431910242542463,0.08970738028141582,,
S,3Q26,western-australia,apac,late,2026-08-30,14c:2026-08-30,46015,9384,1364,292471.0,6.355992611105075,107467.0,129469.0,55535.0,503855.6727184715,419976.05482670997,94528.2724548185,0.3674449774507558,0.4947716649499897,0.4426729487709893,0.41240431166454883,0.18988207377825495,0.09282402338546143,,
S,3Q26,western-australia,apac,old,2025-08-28,listings:2025-09-26,46512,8792,1367,299431.0,6.437714998280014,108273.0,135790.0,55368.0,464114.8069949037,421217.15430994134,95787.03869515494,0.36159582675140517,0.473046395997737,0.45349345926106516,0.42932320575785543,0.18491071398752967,0.0976303982444076,,
S,3Q26,barossa-valley,apac,late,2026-08-30,14c:2026-08-30,1798,260,16,7470.0,4.1546162402669635,4607.0,2072.0,791.0,16774.31320343876,6532.540152786625,1131.146643774616,0.6167336010709504,0.686402864532235,0.277376171352075,0.2673107518122033,0.10589022757697457,0.04628638365556166,,
