region,lang,reviews_ltm_2024,reviews_ltm_2025,reviews_ltm_2026,share_pct_2024,share_pct_2025,share_pct_2026,growth_pct_24_26,growth_pct_25_26
EMEA,TOTAL,5432744,6614254,7926733,100.0,100.0,100.0,45.90661735579662,19.843190176851387
LatAm,de,9623,14135,20731,0.8727133558789574,0.8559751425060845,0.873790008842851,115.43177803179883,46.66430845419172
LatAm,en,217594,279879,340121,19.73367868223276,16.94867116444715,14.335745096601192,56.30991663373071,21.524301573179837
LatAm,es,500887,760454,1141602,45.42562347356784,46.05091765258734,48.11733257802404,127.91607687961557,50.121111862124465
LatAm,fr,13291,20423,30092,1.2053656045918344,1.2367584248604007,1.2683463868650364,126.40884809269433,47.343681143808446
LatAm,it,21088,31986,42873,1.9124783590123093,1.936980608998912,1.807052194738293,103.30519726858878,34.03676608516226
LatAm,other,128425,211013,312308,11.6469097712517,12.778343314158924,13.163456180680773,143.18318084485105,48.004151402994125
LatAm,pt,208539,328594,477414,18.912477452108686,19.898712131350855,20.12250172599975,128.93271762116441,45.28993225682758
LatAm,zh_ja_ko,3206,4849,7397,0.2907533013559116,0.2936415610903434,0.31177582824806177,130.72364316905802,52.54691689008042
LatAm,ALL_NON_EN,885059,1371454,2032417,80.26632131776724,83.05132883555285,85.66425490339881,129.6363293294571,48.194325146887905
LatAm,TOTAL,1102653,1651333,2372538,100.0,100.0,100.0,115.16633065887456,43.67411055189958
NAM,de,18201,22382,24549,0.7334800750204113,0.7614593128562855,0.6876062261848876,34.8772045492006,9.68188723081047
NAM,en,2245888,2637618,3179710,90.50679076575142,89.73455409960549,89.06221815399198,41.57918827653027,20.55233168715105
NAM,es,66512,85064,114440,2.6803596917618595,2.893967249969041,3.205411891506723,72.05917729131586,34.533997930969626
NAM,fr,31475,40226,49559,1.2684075249309075,1.3685310659886043,1.3881248508491932,57.455123113582204,23.201412022075285
NAM,it,2284,2953,3443,0.09204266201563759,0.10046418331090212,0.0964368502486687,50.74430823117338,16.593294954283788
NAM,other,94253,119856,155596,3.798291165919391,4.077627888557902,4.358172567903531,65.08333952234942,29.819116272860757
NAM,pt,2461,3497,4725,0.09917556533296151,0.11897163868548076,0.13234508202874226,91.99512393336042,35.11581355447526
NAM,zh_ja_ko,20384,27760,38190,0.8214525492674065,0.9444245610262928,1.0696843772862787,87.35282574568288,37.57204610951008
NAM,ALL_NON_EN,235570,301738,390502,9.493209234248575,10.265445900394509,10.937781846008024,65.76898586407438,29.41757418687736
NAM,TOTAL,2481458,2939356,3570212,100.0,100.0,100.0,43.87557637485704,21.462388359899244
GLOBAL,de,377591,498157,634320,3.7046586702607422,3.9125105351200906,4.010430457421231,67.99129216533233,27.333350730793704
GLOBAL,en,6415109,7588200,8978323,62.94056049407353,59.59750127489581,56.764629864682746,39.955891630212356,18.3195355947392
GLOBAL,es,1508922,2054287,2759480,14.804486786091775,16.134310126446575,17.44656110266859,82.87757750234937,34.327871422055445
GLOBAL,fr,458294,572505,683282,4.4964600338156275,4.496437556651673,4.319988245377244,49.092503938519805,19.3495253316565
GLOBAL,it,112629,149893,181135,1.1050369351303317,1.1772552461187051,1.1452095486583975,60.82447682213284,20.842867912444206
GLOBAL,other,820957,1151561,1589731,8.054655614040716,9.044326476057602,10.050929533211487,93.6436378519216,38.050090268774305
GLOBAL,pt,254435,391226,570291,2.4963381774666025,3.072677582795971,3.605612933524422,124.14015367382633,45.77021977066964
GLOBAL,zh_ja_ko,244392,326584,420194,2.397803289120671,2.564981201913573,2.6566383144558845,71.93443320566959,28.663376038017784
GLOBAL,ALL_NON_EN,3777220,5144213,6838433,37.05943950592647,40.40249872510419,43.235370135317254,81.04407474280026,32.93448385593676
GLOBAL,TOTAL,10192329,12732413,15816756,100.0,100.0,100.0,55.182941994906166,24.224339879644184
