month,q,mix_pp,region_growth_pct,n_countries,share_imputed_price,mix_pp_d12
2022-07,2022Q3,-1.46865402029549,40.46826663731902,18,0.017228210567099188,-0.7653677120156077
2022-08,2022Q3,-0.6457367558848293,26.039462354751603,18,0.014963482703651219,-0.3904787180974978
2022-09,2022Q3,-0.8220452186655014,41.70576096858286,18,0.020040912951863343,-0.8017749340230584
2022-10,2022Q4,-1.1927358138211885,33.035872541817,18,0.02339532880187792,-1.432543099585526
2022-11,2022Q4,-0.8885740496253125,31.344544664352046,18,0.02044296481958502,-0.609802835659401
2022-12,2022Q4,-1.5435131280517322,44.03281984794414,18,0.027429376192680096,0.8020603727190156
2023-01,2023Q1,-1.1909277795959405,44.267939021164885,18,0.03622339235066279,1.2434213213633472
2023-02,2023Q1,-1.0386558820071223,30.494636978998685,18,0.036502098281506176,1.9323243706507842
2023-03,2023Q1,-0.4162226599904506,27.13099796716019,18,0.028349463523139898,3.813746273347751
2023-04,2023Q2,-0.7082726079716273,28.657036158575703,18,0.019237989385759786,3.436150394710469
2023-05,2023Q2,-0.8592690677300507,31.794661215451857,18,0.018823621526356884,2.7506098070928187
2023-06,2023Q2,-0.6105012055166115,17.34333191228556,18,0.01789958514280461,1.8641141107909487
2023-07,2023Q3,-0.5245699621265643,10.2004552011178,18,0.016758239041336838,0.9440840581689258
2023-08,2023Q3,-0.15733581842368727,11.983844543183702,18,0.015773848153296445,0.488400937461142
2023-09,2023Q3,-0.39277292155686094,21.82369431225222,18,0.01825708667912252,0.42927229710864045
2023-10,2023Q4,0.0048487061487190175,22.63184187736888,18,0.02036396858692549,1.1975845199699076
2023-11,2023Q4,0.009660826119461952,20.343623654146867,18,0.019218709042172294,0.8982348757447745
2023-12,2023Q4,0.062225471752896944,25.397495222208335,18,0.024085001413002276,1.6057385998046292
2024-01,2024Q1,0.5180712915230812,16.962416856283625,18,0.027555210076949103,1.7089990711190217
2024-02,2024Q1,0.4460557520738817,19.48036635950556,18,0.03073473635399316,1.484711634081004
2024-03,2024Q1,0.6503331678684443,49.07713946742461,18,0.023928326290901466,1.066555827858895
2024-04,2024Q2,-0.32743367962367875,-1.8233952897080483,18,0.019154545888230217,0.3808389283479485
2024-05,2024Q2,0.10898904337930393,30.503450641369145,18,0.02043672764563756,0.9682581111093547
2024-06,2024Q2,0.2751020594423004,18.73550340524638,18,0.02007363889190332,0.8856032649589118
2024-07,2024Q3,0.49707789100708055,18.114348282664025,18,0.01813135605692861,1.0216478531336448
2024-08,2024Q3,0.3224102158942532,22.61188901484567,18,0.01702454803384754,0.4797460343179405
2024-09,2024Q3,0.20929914792389148,14.939030326920152,18,0.019659340696931968,0.6020720694807524
2024-10,2024Q4,-0.3427695162409261,17.177326827920638,18,0.021372132879537518,-0.3476182223896451
2024-11,2024Q4,-0.1249731250525854,21.232332264465406,18,0.019979733303395756,-0.13463395117204735
2024-12,2024Q4,-0.3378446759588316,13.665022545078545,18,0.023209729791854674,-0.40007014771172855
2025-01,2025Q1,-0.10758683284548543,17.678145696894894,18,0.02679764426546242,-0.6256581243685666
2025-02,2025Q1,0.02739475887634235,12.38308538264061,18,0.030339598241784605,-0.41866099319753936
2025-03,2025Q1,-0.2475832396767519,-7.2568745361194456,18,0.02260923166025537,-0.8979164075451962
2025-04,2025Q2,0.2527038614515087,33.904671890255635,18,0.020579366089627266,0.5801375410751874
2025-05,2025Q2,0.041638598708715335,5.754613509346952,18,0.02035668350366164,-0.0673504446705886
2025-06,2025Q2,-0.00403089294785941,17.19754460583538,18,0.02136239123395224,-0.2791329523901598
2025-07,2025Q3,0.08340094612886428,10.973110815392818,18,0.018958704836642803,-0.41367694487821627
2025-08,2025Q3,-0.070520246752237,8.969169775709949,18,0.017570381532441726,-0.39293046264649023
2025-09,2025Q3,-0.15785577706579623,9.40981561831049,18,0.021159412347529945,-0.3671549249896877
2025-10,2025Q4,-0.13742995257892687,10.299620733121525,18,0.022014590125840262,0.20533956366199924
2025-11,2025Q4,-0.19438578906542103,6.353323756266893,18,0.020625443108697038,-0.06941266401283563
2025-12,2025Q4,-0.19273110596894627,12.733911016019404,18,0.02441841205890549,0.14511356998988534
2026-01,2026Q1,-0.42221475127426356,9.52542380965942,18,0.02765167845277716,-0.31462791842877813
2026-02,2026Q1,-0.2128214017802721,7.660061609607056,18,0.030875834024167194,-0.24021616065661444
2026-03,2026Q1,0.23361625590068158,10.719437663792904,18,0.027323711898977875,0.48119949557743347
