region,period,lang,reviews,tot,share_pct,reviews_lag4,share_pct_lag4,yoy_pct,share_chg_pp
GLOBAL,2022Q1,zh_ja_ko,12528,1136483,1.1023482093440904,7337.0,1.6050033578849043,70.75098814229248,-0.502655148540814
GLOBAL,2022Q2,de,51676,1832434,2.8200742837122648,13442.0,1.8483963010072535,284.43683975598873,0.9716779827050113
GLOBAL,2022Q2,en,1326927,1832434,72.41335840745151,531792.0,73.12619890680325,149.51992508349127,-0.7128404993517421
GLOBAL,2022Q2,es,198232,1832434,10.817961247171795,71294.0,9.803568359173571,178.04864364462648,1.0143928879982234
GLOBAL,2022Q2,fr,81195,1832434,4.4309917846972935,31919.0,4.389150538004056,154.3782699959272,0.04184124669323719
GLOBAL,2022Q2,it,14883,1832434,0.8121984202432393,6997.0,0.9621506411358245,112.70544519079606,-0.1499522208925852
GLOBAL,2022Q2,other,114442,1832434,6.245354539372223,53594.0,7.3696586338478465,113.53509721237454,-1.1243040944756233
GLOBAL,2022Q2,pt,29541,1832434,1.6121180899284777,10484.0,1.4416446079273952,181.77222434185424,0.17047348200108248
GLOBAL,2022Q2,zh_ja_ko,15538,1832434,0.8479432274231978,7703.0,1.059232012100794,101.71361807088148,-0.21128878467759626
GLOBAL,2022Q3,de,69415,2172017,3.195877380333579,38574.0,3.0071331124537126,79.95281796028412,0.18874426787986653
GLOBAL,2022Q3,en,1479457,2172017,68.11443004359542,862063.0,67.20428766322354,71.61819959794123,0.9101423803718802
GLOBAL,2022Q3,es,282271,2172017,12.995800677434845,176237.0,13.738998245955955,60.165572496127375,-0.7431975685211096
GLOBAL,2022Q3,fr,106702,2172017,4.912576651103559,74960.0,5.843695186123563,42.3452508004269,-0.931118535020004
GLOBAL,2022Q3,it,21945,2172017,1.0103512081166952,17812.0,1.3885792243227442,23.203458342690332,-0.37822801620604896
GLOBAL,2022Q3,other,148343,2172017,6.829734758061286,88169.0,6.8734359773923215,68.24847735598681,-0.043701219331035546
GLOBAL,2022Q3,pt,39165,2172017,1.8031626824283604,15539.0,1.2113817969206782,152.0432460261278,0.5917808855076823
GLOBAL,2022Q3,zh_ja_ko,24719,2172017,1.1380665989262515,9396.0,0.7324887936074839,163.08003405704557,0.40557780531876764
GLOBAL,2022Q4,de,49025,1748689,2.803528815015134,25166.0,2.13672274651146,94.80648493999841,0.6668060685036741
GLOBAL,2022Q4,en,1183975,1748689,67.70643607868523,822887.0,69.86733571916776,43.8806300257508,-2.1608996404825263
GLOBAL,2022Q4,es,227421,1748689,13.005228488313245,139075.0,11.808182308316034,63.52399784289054,1.1970461799972103
GLOBAL,2022Q4,fr,72997,1748689,4.174384353078221,58246.0,4.945384768866983,25.325344229646674,-0.7710004157887624
GLOBAL,2022Q4,it,16965,1748689,0.9701553563841255,12159.0,1.0323615940090933,39.52627683197632,-0.0622062376249678
GLOBAL,2022Q4,other,130670,1748689,7.472455079205051,85668.0,7.273653510615265,52.530699911285424,0.19880156858978548
GLOBAL,2022Q4,pt,38877,1748689,2.2232083578040465,22596.0,1.9185165373985915,72.05257567711098,0.30469182040545495
GLOBAL,2022Q4,zh_ja_ko,28759,1748689,1.6446034715149462,11988.0,1.017842815114813,139.89823156489823,0.6267606564001333
GLOBAL,2023Q1,de,46776,1682787,2.7796744329496246,20204.0,1.777765263536718,131.51851118590378,1.0019091694129065
GLOBAL,2023Q1,en,1109486,1682787,65.93145775430878,801397.0,70.51552904882871,38.443992178658014,-4.58407129451993
GLOBAL,2023Q1,es,226331,1682787,13.44977112373699,129482.0,11.393219256249324,74.79726911848752,2.0565518674876664
GLOBAL,2023Q1,fr,68307,1682787,4.0591590022979736,50791.0,4.46913856168548,34.48642476029218,-0.40997955938750685
GLOBAL,2023Q1,it,19853,1682787,1.1797690379115122,11891.0,1.0462980968479072,66.95820368345808,0.13347094106360502
GLOBAL,2023Q1,other,130867,1682787,7.776801223208879,84945.0,7.4743748916613795,54.06086291129555,0.3024263315474993
GLOBAL,2023Q1,pt,42671,1682787,2.5357338748160045,25245.0,2.221326671846389,69.02753020400078,0.31440720296961544
GLOBAL,2023Q1,zh_ja_ko,38496,1682787,2.28763355077024,12528.0,1.1023482093440904,207.27969348659005,1.1852853414261497
GLOBAL,2023Q2,de,96151,2468418,3.895247887513379,51676.0,2.8200742837122648,86.06509791779548,1.0751736038011144
GLOBAL,2023Q2,en,1636650,2468418,66.30360011959077,1326927.0,72.41335840745151,23.341374468979836,-6.109758287860743
GLOBAL,2023Q2,es,327551,2468418,13.269673126674656,198232.0,10.817961247171795,65.23618790104524,2.451711879502861
GLOBAL,2023Q2,fr,113201,2468418,4.585973688410958,81195.0,4.4309917846972935,39.41868341646653,0.15498190371366416
GLOBAL,2023Q2,it,23623,2468418,0.9570097122934609,14883.0,0.8121984202432393,58.72471947859974,0.14481129205022159
GLOBAL,2023Q2,other,176142,2468418,7.135825455818261,114442.0,6.245354539372223,53.913772915538004,0.8904709164460378
GLOBAL,2023Q2,pt,49176,2468418,1.992207154541897,29541.0,1.6121180899284777,66.46694424697877,0.3800890646134192
GLOBAL,2023Q2,zh_ja_ko,45924,2468418,1.8604628551566227,15538.0,0.8479432274231978,195.55927403784273,1.012519627733425
GLOBAL,2023Q3,de,107872,2773200,3.889802394345882,69415.0,3.195877380333579,55.401570265792685,0.693925014012303
GLOBAL,2023Q3,en,1758136,2773200,63.39737487379201,1479457.0,68.11443004359542,18.83657314812124,-4.717055169803409
GLOBAL,2023Q3,es,421209,2773200,15.188554738208568,282271.0,12.995800677434845,49.221492820729004,2.192754060773723
GLOBAL,2023Q3,fr,132623,2773200,4.782309245636809,106702.0,4.912576651103559,24.292890480028497,-0.13026740546674986
GLOBAL,2023Q3,it,31601,2773200,1.1395139189384105,21945.0,1.0103512081166952,44.00091136933242,0.12916271082171527
GLOBAL,2023Q3,other,206695,2773200,7.4533030434155485,148343.0,6.829734758061286,39.33586350552436,0.6235682853542626
GLOBAL,2023Q3,pt,57607,2773200,2.0772753497764316,39165.0,1.8031626824283604,47.08796118983787,0.27411266734807116
GLOBAL,2023Q3,zh_ja_ko,57457,2773200,2.071866435886341,24719.0,1.1380665989262515,132.44063271167929,0.9337998369600893
GLOBAL,2023Q4,de,77601,2298032,3.376845927297792,49025.0,2.803528815015134,58.2886282508924,0.5733171122826581
GLOBAL,2023Q4,en,1446495,2298032,62.944945936349015,1183975.0,67.70643607868523,22.172765472243917,-4.761490142336214
GLOBAL,2023Q4,es,347928,2298032,15.14025914347581,227421.0,13.005228488313245,52.98851029588296,2.1350306551625646
GLOBAL,2023Q4,fr,93391,2298032,4.063955593307665,72997.0,4.174384353078221,27.938134443881246,-0.11042875977055555
GLOBAL,2023Q4,it,25504,2298032,1.1098191844151866,16965.0,0.9701553563841255,50.33303860890068,0.13966382803106103
GLOBAL,2023Q4,other,185573,2298032,8.075300953163403,130670.0,7.472455079205051,42.01653019055635,0.6028458739583522
GLOBAL,2023Q4,pt,65842,2298032,2.865147221622675,38877.0,2.2232083578040465,69.35977570285775,0.6419388638186287
GLOBAL,2023Q4,zh_ja_ko,55698,2298032,2.423726040368454,28759.0,1.6446034715149462,93.67154629855001,0.779122568853508
GLOBAL,2024Q1,de,67889,2142086,3.1692938565491766,46776.0,2.7796744329496246,45.136394732341365,0.38961942359955204
GLOBAL,2024Q1,en,1327968,2142086,61.99414962797945,1109486.0,65.93145775430878,19.692181785078855,-3.9373081263293273
GLOBAL,2024Q1,es,319642,2142086,14.921996595841623,226331.0,13.44977112373699,41.2276709774622,1.4722254721046326
GLOBAL,2024Q1,fr,89245,2142086,4.1662659669126265,68307.0,4.0591590022979736,30.652788147627618,0.10710696461465297
GLOBAL,2024Q1,it,24955,2142086,1.1649859062614667,19853.0,1.1797690379115122,25.69888681811314,-0.014783131650045522
GLOBAL,2024Q1,other,186741,2142086,8.717717215835405,130867.0,7.776801223208879,42.69525548839661,0.9409159926265263
GLOBAL,2024Q1,pt,61237,2142086,2.8587554374567596,42671.0,2.5357338748160045,43.50964355182676,0.3230215626407551
GLOBAL,2024Q1,zh_ja_ko,64409,2142086,3.0068353931634864,38496.0,2.28763355077024,67.31348711554448,0.7192018423932462
GLOBAL,2024Q2,de,126715,3063567,4.136191570153354,96151.0,3.895247887513379,31.787500910026935,0.2409436826399749
GLOBAL,2024Q2,en,1931635,3063567,63.05182814673223,1636650.0,66.30360011959077,18.023706962392684,-3.251771972858542
GLOBAL,2024Q2,es,435312,3063567,14.209318745109867,327551.0,13.269673126674656,32.89899893451707,0.9396456184352111
GLOBAL,2024Q2,fr,145939,3063567,4.763695391679046,113201.0,4.585973688410958,28.920239220501575,0.17772170326808823
GLOBAL,2024Q2,it,31717,3063567,1.0352964371270483,23623.0,0.9570097122934609,34.26321805020531,0.07828672483358745
GLOBAL,2024Q2,other,249821,3063567,8.15457928617197,176142.0,7.135825455818261,41.8293195262913,1.0187538303537087
GLOBAL,2024Q2,pt,74474,3063567,2.430957116328776,49176.0,1.992207154541897,51.443793720514066,0.4387499617868793
GLOBAL,2024Q2,zh_ja_ko,67954,3063567,2.2181333066977156,45924.0,1.8604628551566227,47.97056005574427,0.3576704515410929
GLOBAL,2024Q3,de,143494,3431206,4.182028126553754,107872.0,3.889802394345882,33.022471076831806,0.29222573220787185
GLOBAL,2024Q3,en,2067172,3431206,60.24622246522068,1758136.0,63.39737487379201,17.57747978540909,-3.1511524085713276
GLOBAL,2024Q3,es,550857,3431206,16.05432608826168,421209.0,15.188554738208568,30.779969088979577,0.8657713500531106
GLOBAL,2024Q3,fr,160570,3431206,4.679695710487799,132623.0,4.782309245636809,21.072513817361994,-0.10261353514901028
GLOBAL,2024Q3,it,41716,3431206,1.2157824391773622,31601.0,1.1395139189384105,32.00848074428024,0.0762685202389517
GLOBAL,2024Q3,other,290799,3431206,8.475125072642097,206695.0,7.4533030434155485,40.68990541619295,1.0218220292265485
GLOBAL,2024Q3,pt,93050,3431206,2.711874483782087,57607.0,2.0772753497764316,61.52550905271929,0.6345991340056556
GLOBAL,2024Q3,zh_ja_ko,83548,3431206,2.4349456138745387,57457.0,2.071866435886341,45.409610665367154,0.3630791779881979
GLOBAL,2024Q4,de,105825,2904039,3.644062631390281,77601.0,3.376845927297792,36.37066532647775,0.26721670409248865
GLOBAL,2024Q4,en,1741629,2904039,59.972644995470105,1446495.0,62.944945936349015,20.403388881399522,-2.9723009408789096
GLOBAL,2024Q4,es,462666,2904039,15.931810833118977,347928.0,15.14025914347581,32.97751258881148,0.7915516896431676
GLOBAL,2024Q4,fr,124596,2904039,4.290438248246666,93391.0,4.063955593307665,33.41328393528285,0.22648265493900066
GLOBAL,2024Q4,it,33088,2904039,1.139378637821324,25504.0,1.1098191844151866,29.73651191969886,0.029559453406137415
GLOBAL,2024Q4,other,264628,2904039,9.112412057827047,185573.0,8.075300953163403,42.60048606208877,1.0371111046636443
GLOBAL,2024Q4,pt,96533,2904039,3.324094476692634,65842.0,2.865147221622675,46.61310409768839,0.4589472550699587
GLOBAL,2024Q4,zh_ja_ko,75074,2904039,2.585158119432969,55698.0,2.423726040368454,34.78760458185213,0.16143207906451496
GLOBAL,2025Q1,de,84061,2664009,3.1554322826987447,67889.0,3.1692938565491766,23.821237608449074,-0.013861573850431963
GLOBAL,2025Q1,en,1560271,2664009,58.56853336456446,1327968.0,61.99414962797945,17.493117304031426,-3.4256162634149945
GLOBAL,2025Q1,es,441423,2664009,16.56987645312009,319642.0,14.921996595841623,38.099185964297554,1.6478798572784683
GLOBAL,2025Q1,fr,113757,2664009,4.270143231498092,89245.0,4.1662659669126265,27.465964479802786,0.10387726458546531
GLOBAL,2025Q1,it,32922,2664009,1.2358066357883926,24955.0,1.1649859062614667,31.925465838509325,0.07082072952692586
GLOBAL,2025Q1,other,256008,2664009,9.609877444107735,186741.0,8.717717215835405,37.092550645011,0.8921602282723295
GLOBAL,2025Q1,pt,91357,2664009,3.4293052313261705,61237.0,2.8587554374567596,49.18594967095058,0.5705497938694108
GLOBAL,2025Q1,zh_ja_ko,84210,2664009,3.161025356896317,64409.0,3.0068353931634864,30.742598084118676,0.15418996373283056
GLOBAL,2025Q2,de,167164,3792287,4.407999710992338,126715.0,4.136191570153354,31.921240579252654,0.2718081408389841
GLOBAL,2025Q2,en,2246949,3792287,59.25049976439019,1931635.0,63.05182814673223,16.32368433995035,-3.801328382342035
GLOBAL,2025Q2,es,612973,3792287,16.163676430607705,435312.0,14.209318745109867,40.81233689859227,1.954357685497838
GLOBAL,2025Q2,fr,175419,3792287,4.625678383518969,145939.0,4.763695391679046,20.200220640130475,-0.13801700816007667
GLOBAL,2025Q2,it,42761,3792287,1.1275781606191726,31717.0,1.0352964371270483,34.820443295393645,0.09228172349212427
GLOBAL,2025Q2,other,346528,3792287,9.137705031291144,249821.0,8.15457928617197,38.71051672997867,0.9831257451191746
GLOBAL,2025Q2,pt,115447,3792287,3.0442579899675315,74474.0,2.430957116328776,55.016515831028265,0.6133008736387553
GLOBAL,2025Q2,zh_ja_ko,85046,3792287,2.242604528612945,67954.0,2.2181333066977156,25.15230891485416,0.024471221915229435
GLOBAL,2025Q3,de,181556,4195368,4.327534557159229,143494.0,4.182028126553754,26.525150877388604,0.14550643060547497
GLOBAL,2025Q3,en,2410697,4195368,57.46091880378551,2067172.0,60.24622246522068,16.618114022442263,-2.7853036614351723
GLOBAL,2025Q3,es,729451,4195368,17.387056391715817,550857.0,16.05432608826168,32.42111836647261,1.332730303454138
GLOBAL,2025Q3,fr,192822,4195368,4.596068807313208,160570.0,4.679695710487799,20.08594382512301,-0.08362690317459087
GLOBAL,2025Q3,it,49431,4195368,1.1782279885816929,41716.0,1.2157824391773622,18.494102982069236,-0.03755445059566931
GLOBAL,2025Q3,other,402328,4195368,9.589814290426967,290799.0,8.475125072642097,38.352607815019994,1.1146892177848695
GLOBAL,2025Q3,pt,125557,4195368,2.992752959931048,93050.0,2.711874483782087,34.93498119290703,0.28087847614896067
GLOBAL,2025Q3,zh_ja_ko,103526,4195368,2.4676262010865315,83548.0,2.4349456138745387,23.912002681093504,0.03268058721199285
GLOBAL,2025Q4,de,139143,3723674,3.7367127197493657,105825.0,3.644062631390281,31.484053862508855,0.09265008835908484
GLOBAL,2025Q4,en,2113818,3723674,56.766999474175236,1741629.0,59.972644995470105,21.37016551745521,-3.205645521294869
GLOBAL,2025Q4,es,649130,3723674,17.432514231911817,462666.0,15.931810833118977,40.30207536322099,1.5007033987928402
GLOBAL,2025Q4,fr,152881,3723674,4.105649420437987,124596.0,4.290438248246666,22.701370830524258,-0.18478882780867867
GLOBAL,2025Q4,it,42182,3723674,1.132805933065032,33088.0,1.139378637821324,27.484284332688592,-0.006572704756292014
GLOBAL,2025Q4,other,381191,3723674,10.236959519012673,264628.0,9.112412057827047,44.04787097359313,1.1245474611856263
GLOBAL,2025Q4,pt,139856,3723674,3.7558604754336713,96533.0,3.324094476692634,44.87895331130287,0.4317659987410374
GLOBAL,2025Q4,zh_ja_ko,105473,3723674,2.8324982262142173,75074.0,2.585158119432969,40.49204784612517,0.24734010678124818
GLOBAL,2026Q1,de,112593,3474627,3.240434153075999,84061.0,3.1554322826987447,33.942018296237265,0.08500187037725437
GLOBAL,2026Q1,en,1940307,3474627,55.84216665558634,1560271.0,58.56853336456446,24.35705079438124,-2.7263667089781194
GLOBAL,2026Q1,es,618855,3474627,17.810688744432134,441423.0,16.56987645312009,40.19545877763506,1.240812291312043
GLOBAL,2026Q1,fr,137726,3474627,3.9637635924661843,113757.0,4.270143231498092,21.07035171461975,-0.30637963903190757
GLOBAL,2026Q1,it,42330,3474627,1.21826026218066,32922.0,1.2358066357883926,28.576635684344808,-0.01754637360773259
GLOBAL,2026Q1,other,366247,3474627,10.54061342411718,256008.0,9.609877444107735,43.060763726133565,0.9307359800094446
GLOBAL,2026Q1,pt,145625,3474627,4.191097346564106,91357.0,3.4293052313261705,59.40212572654531,0.7617921152379359
GLOBAL,2026Q1,zh_ja_ko,110944,3474627,3.192975821577395,84210.0,3.161025356896317,31.746823417646365,0.031950464681078206
GLOBAL,2026Q2,de,192179,4105512,4.680999592742634,167164.0,4.407999710992338,14.96434639037114,0.2729998817502963
GLOBAL,2026Q2,en,2312900,4105512,56.336456938866576,2246949.0,59.25049976439019,2.9351355994283734,-2.914042825523616
GLOBAL,2026Q2,es,713067,4105512,17.36852796922771,612973.0,16.163676430607705,16.329267357616082,1.2048515386200052
GLOBAL,2026Q2,fr,188122,4105512,4.582181223681723,175419.0,4.625678383518969,7.241518877658626,-0.043497159837246
GLOBAL,2026Q2,it,44211,4105512,1.0768693405353582,42761.0,1.1275781606191726,3.3909403428357576,-0.05070882008381439
GLOBAL,2026Q2,other,415112,4105512,10.111089676512941,346528.0,9.137705031291144,19.79176285898976,0.9733846452217971
GLOBAL,2026Q2,pt,144582,4105512,3.521655764250598,115447.0,3.0442579899675315,25.236688696977836,0.4773977742830664
GLOBAL,2026Q2,zh_ja_ko,95339,4105512,2.322219494182455,85046.0,2.242604528612945,12.10286198057522,0.07961496556950998
