market_key,country,region,q,rev,n_mkts,rev_prev,stays_yoy_pct,quarter
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2025Q3,79184,1,63492,24.714924714924713,3Q25
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2025Q4,98730,1,79845,23.65207589705054,4Q25
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026Q1,92963,1,73650,26.222674813306178,1Q26
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026Q2,97064,1,77915,24.576782391067198,2Q26
australia_nsw_mid-north-coast,australia,APAC,2022Q1,8397,1,8368,0.3465583173996256,1Q22
australia_nsw_mid-north-coast,australia,APAC,2022Q2,7732,1,8003,-3.3862301636886194,2Q22
australia_nsw_mid-north-coast,australia,APAC,2022Q3,7701,1,2371,224.79966258962466,3Q22
australia_nsw_mid-north-coast,australia,APAC,2022Q4,9520,1,7346,29.594337054179153,4Q22
australia_nsw_mid-north-coast,australia,APAC,2023Q1,9949,1,9321,6.737474519901299,1Q23
australia_nsw_mid-north-coast,australia,APAC,2023Q2,8576,1,8530,0.5392731535756257,2Q23
australia_nsw_mid-north-coast,australia,APAC,2023Q3,8549,1,8382,1.9923645907897969,3Q23
australia_nsw_mid-north-coast,australia,APAC,2023Q4,11114,1,10526,5.586167585027546,4Q23
australia_nsw_mid-north-coast,australia,APAC,2024Q1,12597,1,11173,12.745010292669834,1Q24
australia_nsw_mid-north-coast,australia,APAC,2024Q2,10031,1,9506,5.522827687776144,2Q24
australia_nsw_mid-north-coast,australia,APAC,2024Q3,10400,1,9436,10.216193302246722,3Q24
australia_nsw_mid-north-coast,australia,APAC,2024Q4,13891,1,12444,11.628093860495014,4Q24
australia_nsw_mid-north-coast,australia,APAC,2025Q1,13739,1,14163,-2.9937160206170987,1Q25
australia_nsw_mid-north-coast,australia,APAC,2025Q2,11284,1,11186,0.8760951188986343,2Q25
australia_nsw_mid-north-coast,australia,APAC,2025Q3,11388,1,11625,-2.038709677419359,3Q25
australia_nsw_mid-north-coast,australia,APAC,2025Q4,16164,1,15707,2.9095307824536842,4Q25
australia_nsw_mid-north-coast,australia,APAC,2026Q1,16596,1,15649,6.051504888491288,1Q26
australia_nsw_mid-north-coast,australia,APAC,2026Q2,12618,1,12738,-0.9420631182289196,2Q26
australia_nsw_northern-rivers,australia,APAC,2022Q1,8187,1,8875,-7.752112676056333,1Q22
australia_nsw_northern-rivers,australia,APAC,2022Q2,8147,1,8453,-3.620016562167283,2Q22
australia_nsw_northern-rivers,australia,APAC,2022Q3,8829,1,2451,260.2203182374541,3Q22
australia_nsw_northern-rivers,australia,APAC,2022Q4,9872,1,6293,56.872715715874776,4Q22
australia_nsw_northern-rivers,australia,APAC,2023Q1,10438,1,9153,14.039112859171855,1Q23
australia_nsw_northern-rivers,australia,APAC,2023Q2,9325,1,9112,2.3375768217734905,2Q23
australia_nsw_northern-rivers,australia,APAC,2023Q3,10330,1,9916,4.175070592981034,3Q23
australia_nsw_northern-rivers,australia,APAC,2023Q4,12004,1,10948,9.64559736938253,4Q23
australia_nsw_northern-rivers,australia,APAC,2024Q1,12959,1,11690,10.85543199315655,1Q24
australia_nsw_northern-rivers,australia,APAC,2024Q2,11045,1,10517,5.0204430921365395,2Q24
australia_nsw_northern-rivers,australia,APAC,2024Q3,12050,1,11601,3.8703560037927742,3Q24
australia_nsw_northern-rivers,australia,APAC,2024Q4,14404,1,13672,5.354008191925108,4Q24
australia_nsw_northern-rivers,australia,APAC,2025Q1,13457,1,14695,-8.424634229329708,1Q25
australia_nsw_northern-rivers,australia,APAC,2025Q2,12984,1,12627,2.8272748871465803,2Q25
australia_nsw_northern-rivers,australia,APAC,2025Q3,13858,1,13899,-0.2949852507374673,3Q25
australia_nsw_northern-rivers,australia,APAC,2025Q4,17032,1,16652,2.282008167187133,4Q25
australia_nsw_northern-rivers,australia,APAC,2026Q1,17190,1,15724,9.32332739760875,1Q26
australia_nsw_northern-rivers,australia,APAC,2026Q2,15141,1,14925,1.4472361809045209,2Q26
australia_nsw_sydney,australia,APAC,2022Q1,14672,1,9513,54.231052244297274,1Q22
australia_nsw_sydney,australia,APAC,2022Q2,16760,1,13411,24.97203787935276,2Q22
australia_nsw_sydney,australia,APAC,2022Q3,17874,1,2596,588.5208012326657,3Q22
australia_nsw_sydney,australia,APAC,2022Q4,21762,1,11989,81.51639002418885,4Q22
australia_nsw_sydney,australia,APAC,2023Q1,24561,1,16429,49.497839186803816,1Q23
australia_nsw_sydney,australia,APAC,2023Q2,21364,1,18969,12.625863250566717,2Q23
australia_nsw_sydney,australia,APAC,2023Q3,25150,1,20323,23.751414653348423,3Q23
australia_nsw_sydney,australia,APAC,2023Q4,30750,1,25107,22.475803560759957,4Q23
australia_nsw_sydney,australia,APAC,2024Q1,35829,1,28382,26.238460996406165,1Q24
australia_nsw_sydney,australia,APAC,2024Q2,27481,1,24652,11.475742333279237,2Q24
australia_nsw_sydney,australia,APAC,2024Q3,30859,1,29088,6.088421342134209,3Q24
australia_nsw_sydney,australia,APAC,2024Q4,42806,1,36108,18.549905838041436,4Q24
australia_nsw_sydney,australia,APAC,2025Q1,44944,1,42272,6.320968962906881,1Q25
australia_nsw_sydney,australia,APAC,2025Q2,37248,1,32776,13.644129851110565,2Q25
australia_nsw_sydney,australia,APAC,2025Q3,43535,1,37259,16.8442523953944,3Q25
australia_nsw_sydney,australia,APAC,2025Q4,59112,1,52329,12.96221980163963,4Q25
australia_nsw_sydney,australia,APAC,2026Q1,63348,1,55907,13.309603448584252,1Q26
australia_nsw_sydney,australia,APAC,2026Q2,49965,1,46578,7.27167332216927,2Q26
australia_qld_brisbane,australia,APAC,2022Q1,5521,1,4478,23.291648057168366,1Q22
australia_qld_brisbane,australia,APAC,2022Q2,7298,1,5897,23.75784297100221,2Q22
australia_qld_brisbane,australia,APAC,2022Q3,7987,1,4187,90.75710532600907,3Q22
australia_qld_brisbane,australia,APAC,2022Q4,8761,1,5416,61.76144756277695,4Q22
australia_qld_brisbane,australia,APAC,2023Q1,9296,1,6395,45.363565285379195,1Q23
australia_qld_brisbane,australia,APAC,2023Q2,9619,1,8422,14.212776062692956,2Q23
australia_qld_brisbane,australia,APAC,2023Q3,10997,1,9246,18.93791910015141,3Q23
australia_qld_brisbane,australia,APAC,2023Q4,11565,1,10349,11.749927529229875,4Q23
australia_qld_brisbane,australia,APAC,2024Q1,12503,1,10790,15.875810936051904,1Q24
australia_qld_brisbane,australia,APAC,2024Q2,12746,1,11329,12.507723541354054,2Q24
australia_qld_brisbane,australia,APAC,2024Q3,15703,1,12966,21.109054450100274,3Q24
australia_qld_brisbane,australia,APAC,2024Q4,16689,1,13539,23.266120097496113,4Q24
australia_qld_brisbane,australia,APAC,2025Q1,16554,1,14803,11.828683374991567,1Q25
australia_qld_brisbane,australia,APAC,2025Q2,18319,1,15189,20.607018236881956,2Q25
australia_qld_brisbane,australia,APAC,2025Q3,21703,1,18700,16.058823529411768,3Q25
australia_qld_brisbane,australia,APAC,2025Q4,24623,1,20462,20.33525559573843,4Q25
australia_qld_brisbane,australia,APAC,2026Q1,22975,1,20908,9.886167973981252,1Q26
australia_qld_brisbane,australia,APAC,2026Q2,23762,1,23575,0.793213149522809,2Q26
australia_qld_sunshine-coast,australia,APAC,2022Q1,10819,1,9688,11.67423616845582,1Q22
australia_qld_sunshine-coast,australia,APAC,2022Q2,11327,1,10235,10.669272105520268,2Q22
australia_qld_sunshine-coast,australia,APAC,2022Q3,12787,1,9771,30.866850885272747,3Q22
australia_qld_sunshine-coast,australia,APAC,2022Q4,12928,1,11947,8.211266426718012,4Q22
australia_qld_sunshine-coast,australia,APAC,2023Q1,12240,1,12504,-2.111324376199619,1Q23
australia_qld_sunshine-coast,australia,APAC,2023Q2,12620,1,13129,-3.8769137024906697,2Q23
australia_qld_sunshine-coast,australia,APAC,2023Q3,14480,1,14964,-3.234429296979413,3Q23
australia_qld_sunshine-coast,australia,APAC,2023Q4,14998,1,15045,-0.3123961448986412,4Q23
australia_qld_sunshine-coast,australia,APAC,2024Q1,14769,1,14273,3.4750928326210406,1Q24
australia_qld_sunshine-coast,australia,APAC,2024Q2,14687,1,14802,-0.7769220375624886,2Q24
australia_qld_sunshine-coast,australia,APAC,2024Q3,17164,1,16978,1.095535398751335,3Q24
australia_qld_sunshine-coast,australia,APAC,2024Q4,18167,1,17748,2.3608293892269483,4Q24
australia_qld_sunshine-coast,australia,APAC,2025Q1,16789,1,17589,-4.548297231224064,1Q25
australia_qld_sunshine-coast,australia,APAC,2025Q2,16848,1,17471,-3.5659092209947896,2Q25
australia_qld_sunshine-coast,australia,APAC,2025Q3,20738,1,20549,0.9197527860236532,3Q25
australia_qld_sunshine-coast,australia,APAC,2025Q4,22455,1,21810,2.957359009628613,4Q25
australia_qld_sunshine-coast,australia,APAC,2026Q1,21287,1,20284,4.944784066259111,1Q26
australia_qld_sunshine-coast,australia,APAC,2026Q2,20174,1,20434,-1.2723891553293565,2Q26
australia_sa_barossa-valley,australia,APAC,2022Q1,757,1,621,21.90016103059582,1Q22
australia_sa_barossa-valley,australia,APAC,2022Q2,940,1,824,14.077669902912614,2Q22
australia_sa_barossa-valley,australia,APAC,2022Q3,844,1,554,52.346570397111904,3Q22
australia_sa_barossa-valley,australia,APAC,2022Q4,907,1,682,32.99120234604105,4Q22
australia_sa_barossa-valley,australia,APAC,2023Q1,776,1,786,-1.2722646310432517,1Q23
australia_sa_barossa-valley,australia,APAC,2023Q2,914,1,983,-7.019328585961338,2Q23
australia_sa_barossa-valley,australia,APAC,2023Q3,779,1,907,-14.112458654906279,3Q23
australia_sa_barossa-valley,australia,APAC,2023Q4,930,1,964,-3.526970954356845,4Q23
australia_sa_barossa-valley,australia,APAC,2024Q1,891,1,853,4.454865181711609,1Q24
australia_sa_barossa-valley,australia,APAC,2024Q2,960,1,997,-3.711133400200606,2Q24
australia_sa_barossa-valley,australia,APAC,2024Q3,839,1,830,1.0843373493975905,3Q24
australia_sa_barossa-valley,australia,APAC,2024Q4,1005,1,1017,-1.179941002949858,4Q24
australia_sa_barossa-valley,australia,APAC,2025Q1,937,1,961,-2.4973985431841816,1Q25
australia_sa_barossa-valley,australia,APAC,2025Q2,1078,1,1051,2.5689819219790744,2Q25
australia_sa_barossa-valley,australia,APAC,2025Q3,991,1,928,6.788793103448265,3Q25
australia_sa_barossa-valley,australia,APAC,2025Q4,1132,1,1096,3.2846715328467058,4Q25
australia_sa_barossa-valley,australia,APAC,2026Q1,1088,1,1025,6.14634146341464,1Q26
australia_sa_barossa-valley,australia,APAC,2026Q2,1192,1,1189,0.2523128679562614,2Q26
australia_tas_tasmania,australia,APAC,2022Q1,22657,1,19467,16.386705707094062,1Q22
australia_tas_tasmania,australia,APAC,2022Q2,20281,1,19191,5.67974571413683,2Q22
australia_tas_tasmania,australia,APAC,2022Q3,17159,1,13416,27.89952295766249,3Q22
australia_tas_tasmania,australia,APAC,2022Q4,22654,1,15368,47.4102030192608,4Q22
australia_tas_tasmania,australia,APAC,2023Q1,27716,1,25445,8.925132639025346,1Q23
australia_tas_tasmania,australia,APAC,2023Q2,18639,1,22811,-18.289421770198587,2Q23
australia_tas_tasmania,australia,APAC,2023Q3,15656,1,19266,-18.737672583826427,3Q23
australia_tas_tasmania,australia,APAC,2023Q4,24522,1,25542,-3.993422598073759,4Q23
australia_tas_tasmania,australia,APAC,2024Q1,31362,1,31312,0.15968318855390518,1Q24
australia_tas_tasmania,australia,APAC,2024Q2,20599,1,20895,-1.4166068437425183,2Q24
australia_tas_tasmania,australia,APAC,2024Q3,19177,1,17570,9.146272054638583,3Q24
australia_tas_tasmania,australia,APAC,2024Q4,27626,1,27633,-0.02533203054319033,4Q24
australia_tas_tasmania,australia,APAC,2025Q1,35796,1,35605,0.536441511023722,1Q25
australia_tas_tasmania,australia,APAC,2025Q2,24607,1,23284,5.682013399759489,2Q25
australia_tas_tasmania,australia,APAC,2025Q3,20917,1,21628,-3.2874052154614364,3Q25
australia_tas_tasmania,australia,APAC,2025Q4,31996,1,31366,2.008544283619207,4Q25
australia_tas_tasmania,australia,APAC,2026Q1,43007,1,41086,4.675558584432649,1Q26
australia_tas_tasmania,australia,APAC,2026Q2,28211,1,28019,0.6852492951211708,2Q26
australia_vic_barwon-south-west-vic,australia,APAC,2022Q1,15136,1,13488,12.218268090154204,1Q22
australia_vic_barwon-south-west-vic,australia,APAC,2022Q2,12769,1,10082,26.65145804403888,2Q22
australia_vic_barwon-south-west-vic,australia,APAC,2022Q3,10570,1,5861,80.34465108343286,3Q22
australia_vic_barwon-south-west-vic,australia,APAC,2022Q4,13789,1,12513,10.197394709502117,4Q22
australia_vic_barwon-south-west-vic,australia,APAC,2023Q1,17583,1,17008,3.3807619943555967,1Q23
australia_vic_barwon-south-west-vic,australia,APAC,2023Q2,12976,1,14295,-9.22700244840854,2Q23
australia_vic_barwon-south-west-vic,australia,APAC,2023Q3,11509,1,11961,-3.778948248474212,3Q23
australia_vic_barwon-south-west-vic,australia,APAC,2023Q4,15913,1,15513,2.5784825630116748,4Q23
australia_vic_barwon-south-west-vic,australia,APAC,2024Q1,21718,1,19831,9.515405173717916,1Q24
australia_vic_barwon-south-west-vic,australia,APAC,2024Q2,14551,1,14544,0.048129812981301257,2Q24
australia_vic_barwon-south-west-vic,australia,APAC,2024Q3,13746,1,12887,6.665632032280588,3Q24
australia_vic_barwon-south-west-vic,australia,APAC,2024Q4,18883,1,18100,4.325966850828733,4Q24
australia_vic_barwon-south-west-vic,australia,APAC,2025Q1,23061,1,24880,-7.311093247588429,1Q25
australia_vic_barwon-south-west-vic,australia,APAC,2025Q2,15811,1,16542,-4.41905452786846,2Q25
australia_vic_barwon-south-west-vic,australia,APAC,2025Q3,13607,1,15629,-12.937488003071218,3Q25
australia_vic_barwon-south-west-vic,australia,APAC,2025Q4,19667,1,21640,-9.117375231053604,4Q25
australia_vic_barwon-south-west-vic,australia,APAC,2026Q1,23713,1,26677,-11.110694605840232,1Q26
australia_vic_barwon-south-west-vic,australia,APAC,2026Q2,16454,1,17918,-8.170554749413995,2Q26
australia_vic_melbourne,australia,APAC,2022Q1,20969,1,13661,53.49535173120563,1Q22
australia_vic_melbourne,australia,APAC,2022Q2,25292,1,14740,71.58751696065129,2Q22
australia_vic_melbourne,australia,APAC,2022Q3,26223,1,6173,324.80155515956585,3Q22
australia_vic_melbourne,australia,APAC,2022Q4,30176,1,14799,103.90566930197984,4Q22
australia_vic_melbourne,australia,APAC,2023Q1,33503,1,24447,37.04340000818096,1Q23
australia_vic_melbourne,australia,APAC,2023Q2,31916,1,29666,7.584440099777523,2Q23
australia_vic_melbourne,australia,APAC,2023Q3,32659,1,30838,5.90505220831441,3Q23
australia_vic_melbourne,australia,APAC,2023Q4,39062,1,35637,9.610797766366419,4Q23
australia_vic_melbourne,australia,APAC,2024Q1,46545,1,39836,16.84155035646149,1Q24
australia_vic_melbourne,australia,APAC,2024Q2,38372,1,38136,0.6188378435074471,2Q24
australia_vic_melbourne,australia,APAC,2024Q3,40068,1,39432,1.6129032258064502,3Q24
australia_vic_melbourne,australia,APAC,2024Q4,50679,1,47437,6.834327634546877,4Q24
australia_vic_melbourne,australia,APAC,2025Q1,53450,1,57221,-6.590237849740477,1Q25
australia_vic_melbourne,australia,APAC,2025Q2,43706,1,47043,-7.0935101928023325,2Q25
australia_vic_melbourne,australia,APAC,2025Q3,48126,1,49557,-2.887583994188514,3Q25
australia_vic_melbourne,australia,APAC,2025Q4,63030,1,63395,-0.575755185740201,4Q25
australia_vic_melbourne,australia,APAC,2026Q1,66324,1,67505,-1.7495000370342906,1Q26
australia_vic_melbourne,australia,APAC,2026Q2,54755,1,55953,-2.1410826944042283,2Q26
australia_vic_mornington-peninsula,australia,APAC,2022Q1,8203,1,7200,13.930555555555557,1Q22
australia_vic_mornington-peninsula,australia,APAC,2022Q2,6794,1,5055,34.40158259149357,2Q22
australia_vic_mornington-peninsula,australia,APAC,2022Q3,5730,1,2066,177.34753146176186,3Q22
australia_vic_mornington-peninsula,australia,APAC,2022Q4,7286,1,6252,16.538707613563663,4Q22
australia_vic_mornington-peninsula,australia,APAC,2023Q1,8707,1,9230,-5.666305525460458,1Q23
australia_vic_mornington-peninsula,australia,APAC,2023Q2,6684,1,7523,-11.152465771633658,2Q23
australia_vic_mornington-peninsula,australia,APAC,2023Q3,6201,1,6345,-2.269503546099294,3Q23
australia_vic_mornington-peninsula,australia,APAC,2023Q4,8304,1,8197,1.3053556179089876,4Q23
australia_vic_mornington-peninsula,australia,APAC,2024Q1,10931,1,9896,10.45877122069523,1Q24
australia_vic_mornington-peninsula,australia,APAC,2024Q2,7848,1,7537,4.12631020299854,2Q24
australia_vic_mornington-peninsula,australia,APAC,2024Q3,7246,1,7078,2.373551850805322,3Q24
australia_vic_mornington-peninsula,australia,APAC,2024Q4,9944,1,9492,4.761904761904767,4Q24
australia_vic_mornington-peninsula,australia,APAC,2025Q1,12068,1,12745,-5.311887014515493,1Q25
australia_vic_mornington-peninsula,australia,APAC,2025Q2,8197,1,9025,-9.17451523545706,2Q25
australia_vic_mornington-peninsula,australia,APAC,2025Q3,7649,1,8316,-8.020683020683016,3Q25
australia_vic_mornington-peninsula,australia,APAC,2025Q4,10412,1,11544,-9.805959805959807,4Q25
australia_vic_mornington-peninsula,australia,APAC,2026Q1,13054,1,13978,-6.610387752182001,1Q26
australia_vic_mornington-peninsula,australia,APAC,2026Q2,8953,1,9328,-4.020154373927964,2Q26
australia_wa_western-australia,australia,APAC,2022Q1,18227,1,17323,5.2184956416325035,1Q22
australia_wa_western-australia,australia,APAC,2022Q2,20536,1,19582,4.871821060157289,2Q22
australia_wa_western-australia,australia,APAC,2022Q3,21682,1,19810,9.449772841998993,3Q22
australia_wa_western-australia,australia,APAC,2022Q4,24087,1,22441,7.334789002272624,4Q22
australia_wa_western-australia,australia,APAC,2023Q1,25341,1,21596,17.341174291535477,1Q23
australia_wa_western-australia,australia,APAC,2023Q2,24710,1,24272,1.804548450889909,2Q23
australia_wa_western-australia,australia,APAC,2023Q3,24873,1,25785,-3.5369400814426966,3Q23
australia_wa_western-australia,australia,APAC,2023Q4,30356,1,28672,5.87332589285714,4Q23
australia_wa_western-australia,australia,APAC,2024Q1,32227,1,29818,8.079012676906562,1Q24
australia_wa_western-australia,australia,APAC,2024Q2,31287,1,29047,7.711639756257105,2Q24
australia_wa_western-australia,australia,APAC,2024Q3,33673,1,29038,15.961843102142016,3Q24
australia_wa_western-australia,australia,APAC,2024Q4,38727,1,35572,8.869335432362524,4Q24
australia_wa_western-australia,australia,APAC,2025Q1,41274,1,38018,8.564364248513856,1Q25
australia_wa_western-australia,australia,APAC,2025Q2,41273,1,36834,12.051365586143238,2Q25
australia_wa_western-australia,australia,APAC,2025Q3,42658,1,39621,7.66512707907423,3Q25
australia_wa_western-australia,australia,APAC,2025Q4,54069,1,45640,18.468448729184917,4Q25
australia_wa_western-australia,australia,APAC,2026Q1,55596,1,48608,14.376234364713625,1Q26
australia_wa_western-australia,australia,APAC,2026Q2,49988,1,48465,3.1424739502733834,2Q26
austria_vienna_vienna,austria,EMEA,2022Q1,7593,1,1782,326.0942760942761,1Q22
austria_vienna_vienna,austria,EMEA,2022Q2,14967,1,3819,291.9088766692851,2Q22
austria_vienna_vienna,austria,EMEA,2022Q3,18217,1,13275,37.22787193973636,3Q22
austria_vienna_vienna,austria,EMEA,2022Q4,17829,1,10878,63.8996138996139,4Q22
austria_vienna_vienna,austria,EMEA,2023Q1,14169,1,9419,50.42998195137489,1Q23
austria_vienna_vienna,austria,EMEA,2023Q2,22423,1,18931,18.44593523849771,2Q23
austria_vienna_vienna,austria,EMEA,2023Q3,24448,1,23329,4.796605083801286,3Q23
austria_vienna_vienna,austria,EMEA,2023Q4,23454,1,22511,4.189063124694603,4Q23
austria_vienna_vienna,austria,EMEA,2024Q1,16960,1,17974,-5.6414821408701465,1Q24
austria_vienna_vienna,austria,EMEA,2024Q2,27339,1,28945,-5.548453964415268,2Q24
austria_vienna_vienna,austria,EMEA,2024Q3,28954,1,31707,-8.682625287791335,3Q24
austria_vienna_vienna,austria,EMEA,2024Q4,27200,1,30226,-10.011248593925758,4Q24
austria_vienna_vienna,austria,EMEA,2025Q1,19671,1,21892,-10.145258541933122,1Q25
austria_vienna_vienna,austria,EMEA,2025Q2,32569,1,35419,-8.046528699285693,2Q25
austria_vienna_vienna,austria,EMEA,2025Q3,35207,1,37721,-6.664722568330639,3Q25
austria_vienna_vienna,austria,EMEA,2025Q4,40655,1,35999,12.93369260257229,4Q25
austria_vienna_vienna,austria,EMEA,2026Q1,27783,1,26241,5.876300445867155,1Q26
austria_vienna_vienna,austria,EMEA,2026Q2,44039,1,44546,-1.138149328783733,2Q26
belgium_bru_brussels,belgium,EMEA,2022Q1,4464,1,1256,255.4140127388535,1Q22
belgium_bru_brussels,belgium,EMEA,2022Q2,7460,1,2079,258.8263588263588,2Q22
belgium_bru_brussels,belgium,EMEA,2022Q3,8521,1,4543,87.56328417345367,3Q22
belgium_bru_brussels,belgium,EMEA,2022Q4,8576,1,5992,43.1241655540721,4Q22
belgium_bru_brussels,belgium,EMEA,2023Q1,8094,1,5418,49.39091915836102,1Q23
belgium_bru_brussels,belgium,EMEA,2023Q2,11548,1,9233,25.073107332394674,2Q23
belgium_bru_brussels,belgium,EMEA,2023Q3,11604,1,10871,6.742709962284987,3Q23
belgium_bru_brussels,belgium,EMEA,2023Q4,11935,1,11134,7.194179989222205,4Q23
belgium_bru_brussels,belgium,EMEA,2024Q1,10823,1,10792,0.2872498146775371,1Q24
belgium_bru_brussels,belgium,EMEA,2024Q2,15155,1,15533,-2.4335286164939185,2Q24
belgium_bru_brussels,belgium,EMEA,2024Q3,15262,1,16060,-4.968866749688672,3Q24
belgium_bru_brussels,belgium,EMEA,2024Q4,16821,1,16661,0.9603265110137427,4Q24
belgium_bru_brussels,belgium,EMEA,2025Q1,14879,1,14985,-0.7073740407073759,1Q25
belgium_bru_brussels,belgium,EMEA,2025Q2,21634,1,21037,2.8378571089033633,2Q25
belgium_bru_brussels,belgium,EMEA,2025Q3,20062,1,21574,-7.008436080467229,3Q25
belgium_bru_brussels,belgium,EMEA,2025Q4,23784,1,24322,-2.211989145629467,4Q25
belgium_bru_brussels,belgium,EMEA,2026Q1,19435,1,21617,-10.093907572743676,1Q26
belgium_bru_brussels,belgium,EMEA,2026Q2,27486,1,32046,-14.229545029020784,2Q26
belgium_vlg_antwerp,belgium,EMEA,2022Q1,2437,1,952,155.98739495798318,1Q22
belgium_vlg_antwerp,belgium,EMEA,2022Q2,3414,1,1340,154.77611940298507,2Q22
belgium_vlg_antwerp,belgium,EMEA,2022Q3,3895,1,2974,30.968392737054472,3Q22
belgium_vlg_antwerp,belgium,EMEA,2022Q4,3897,1,3120,24.903846153846153,4Q22
belgium_vlg_antwerp,belgium,EMEA,2023Q1,3583,1,3120,14.83974358974358,1Q23
belgium_vlg_antwerp,belgium,EMEA,2023Q2,4836,1,4226,14.434453383814482,2Q23
belgium_vlg_antwerp,belgium,EMEA,2023Q3,4777,1,4930,-3.103448275862064,3Q23
belgium_vlg_antwerp,belgium,EMEA,2023Q4,4810,1,4776,0.7118927973199352,4Q23
belgium_vlg_antwerp,belgium,EMEA,2024Q1,4334,1,4393,-1.3430457546096064,1Q24
belgium_vlg_antwerp,belgium,EMEA,2024Q2,5635,1,5965,-5.5322715842414105,2Q24
belgium_vlg_antwerp,belgium,EMEA,2024Q3,6332,1,5958,6.27727425310507,3Q24
belgium_vlg_antwerp,belgium,EMEA,2024Q4,6042,1,6088,-0.7555847568988194,4Q24
belgium_vlg_antwerp,belgium,EMEA,2025Q1,5224,1,5394,-3.15164998146088,1Q25
belgium_vlg_antwerp,belgium,EMEA,2025Q2,7418,1,7154,3.690243220575895,2Q25
belgium_vlg_antwerp,belgium,EMEA,2025Q3,8242,1,8067,2.169331845791489,3Q25
belgium_vlg_antwerp,belgium,EMEA,2025Q4,8286,1,7954,4.174000502891628,4Q25
belgium_vlg_antwerp,belgium,EMEA,2026Q1,6975,1,6805,2.4981631153563555,1Q26
belgium_vlg_antwerp,belgium,EMEA,2026Q2,10140,1,9751,3.9893344272382336,2Q26
belgium_vlg_ghent,belgium,EMEA,2022Q1,1789,1,815,119.50920245398775,1Q22
belgium_vlg_ghent,belgium,EMEA,2022Q2,2630,1,1208,117.71523178807945,2Q22
belgium_vlg_ghent,belgium,EMEA,2022Q3,3110,1,2144,45.05597014925373,3Q22
belgium_vlg_ghent,belgium,EMEA,2022Q4,2757,1,2056,34.0953307392996,4Q22
belgium_vlg_ghent,belgium,EMEA,2023Q1,2344,1,2068,13.34622823984526,1Q23
belgium_vlg_ghent,belgium,EMEA,2023Q2,3596,1,3065,17.324632952691687,2Q23
belgium_vlg_ghent,belgium,EMEA,2023Q3,4197,1,3625,15.779310344827579,3Q23
belgium_vlg_ghent,belgium,EMEA,2023Q4,3484,1,3180,9.559748427672954,4Q23
belgium_vlg_ghent,belgium,EMEA,2024Q1,3244,1,2722,19.177075679647327,1Q24
belgium_vlg_ghent,belgium,EMEA,2024Q2,4542,1,4121,10.215966998301385,2Q24
belgium_vlg_ghent,belgium,EMEA,2024Q3,5138,1,4856,5.807248764415163,3Q24
belgium_vlg_ghent,belgium,EMEA,2024Q4,4263,1,4099,4.0009758477677515,4Q24
belgium_vlg_ghent,belgium,EMEA,2025Q1,3718,1,3800,-2.157894736842103,1Q25
belgium_vlg_ghent,belgium,EMEA,2025Q2,5954,1,5322,11.875234874107488,2Q25
belgium_vlg_ghent,belgium,EMEA,2025Q3,7025,1,6288,11.720737913486001,3Q25
