market_key,dump_date,basis,period,lang,reviews
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q3,en,10974
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q3,es,30
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q3,fr,32
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q3,it,1
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q3,other,423
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q3,pt,1
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q3,zh_ja_ko,124
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q4,de,169
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q4,en,15534
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q4,es,54
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q4,fr,39
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q4,it,2
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q4,other,607
australia_nsw_mid-north-coast,2026-06-19,quarter,2025Q4,zh_ja_ko,102
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q1,de,225
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q1,en,15936
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q1,es,73
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q1,fr,50
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q1,it,2
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q1,other,594
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q1,pt,2
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q1,zh_ja_ko,116
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q2,de,45
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q2,en,10354
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q2,es,18
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q2,fr,19
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q2,it,3
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q2,other,388
australia_nsw_mid-north-coast,2026-06-19,quarter,2026Q2,zh_ja_ko,76
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm0,de,479
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm0,en,53928
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm0,es,177
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm0,fr,142
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm0,it,9
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm0,other,2064
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm0,pt,3
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm0,zh_ja_ko,421
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm1,de,381
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm1,en,47756
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm1,es,145
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm1,fr,114
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm1,it,10
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm1,other,1659
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm1,pt,2
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm1,zh_ja_ko,352
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm2,de,262
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm2,en,40691
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm2,es,113
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm2,fr,76
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm2,it,4
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm2,other,1484
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm2,pt,3
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm2,zh_ja_ko,262
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm3,de,148
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm3,en,34668
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm3,es,63
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm3,fr,46
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm3,it,3
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm3,other,1394
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm3,pt,2
australia_nsw_mid-north-coast,2026-06-19,ltm,ltm3,zh_ja_ko,96
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q1,de,4
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q1,en,550
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q1,es,2429
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q1,fr,37
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q1,it,6
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q1,other,471
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q1,pt,28
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q1,zh_ja_ko,1
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q2,de,2
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q2,en,385
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q2,es,1961
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q2,fr,21
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q2,it,5
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q2,other,396
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q2,pt,11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q2,zh_ja_ko,1
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q3,de,2
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q3,en,355
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q3,es,3174
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q3,fr,35
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q3,it,5
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q3,other,545
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q3,pt,14
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q3,zh_ja_ko,1
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q4,de,22
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q4,en,1931
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q4,es,6048
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q4,fr,89
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q4,it,22
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q4,other,1034
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q4,pt,204
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2021Q4,zh_ja_ko,3
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q1,de,79
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q1,en,4590
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q1,es,7607
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q1,fr,220
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q1,it,66
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q1,other,1253
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q1,pt,666
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q1,zh_ja_ko,9
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q2,de,76
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q2,en,4186
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q2,es,11560
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q2,fr,256
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q2,it,103
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q2,other,1850
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q2,pt,1166
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q2,zh_ja_ko,23
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q3,de,106
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q3,en,3895
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q3,es,15797
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q3,fr,265
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q3,it,143
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q3,other,2582
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q3,pt,1984
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q3,zh_ja_ko,20
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q4,de,277
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q4,en,7770
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q4,es,20441
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q4,fr,477
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q4,it,171
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q4,other,3492
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q4,pt,1878
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2022Q4,zh_ja_ko,50
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q1,de,436
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q1,en,10340
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q1,es,16658
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q1,fr,586
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q1,it,236
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q1,other,3034
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q1,pt,1833
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q1,zh_ja_ko,102
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q2,de,252
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q2,en,6954
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q2,es,24320
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q2,fr,477
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q2,it,324
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q2,other,3871
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q2,pt,2808
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q2,zh_ja_ko,84
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q3,de,244
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q3,en,5981
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q3,es,32577
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q3,fr,510
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q3,it,529
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q3,other,4741
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q3,pt,4879
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q3,zh_ja_ko,90
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q4,de,578
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q4,en,11699
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q4,es,37408
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q4,fr,808
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q4,it,504
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q4,other,5684
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q4,pt,4614
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2023Q4,zh_ja_ko,167
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q1,de,764
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q1,en,14191
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q1,es,28164
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q1,fr,930
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q1,it,478
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q1,other,5030
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q1,pt,4469
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q1,zh_ja_ko,265
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q2,de,311
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q2,en,8240
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q2,es,26599
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q2,fr,592
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q2,it,403
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q2,other,4786
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q2,pt,3780
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q2,zh_ja_ko,175
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q3,de,273
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q3,en,6927
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q3,es,36749
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q3,fr,684
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q3,it,512
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q3,other,6620
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q3,pt,5188
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q3,zh_ja_ko,171
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q4,de,686
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q4,en,14415
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q4,es,41486
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q4,fr,1079
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q4,it,544
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q4,other,8117
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q4,pt,4790
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2024Q4,zh_ja_ko,239
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q1,de,880
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q1,en,15642
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q1,es,36992
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q1,fr,1142
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q1,it,360
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q1,other,7758
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q1,pt,2314
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q1,zh_ja_ko,282
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q2,de,400
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q2,en,9097
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q2,es,45750
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q2,fr,964
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q2,it,376
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q2,other,9205
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,quarter,2025Q2,pt,2761
