region,quarter,qi,mix_pp,disclosed_exfx_pct,basis_04,letter_exfx_pct,is_whole_point,matches_letter,is_disclosed,in_chained_sample,global_unit_size_pp,global_los_pp,cpi_p2_pct,cpi_p1_pct,cpi_coverage_pct,n_countries_covered,n_countries_panel,y_full_p1,y_full_p2,y_nocpi,y_raw,implied_within_country_price_pp,resid_vs_cpi_p1_pp,cpi_gap_p1_pp
EMEA,1Q24,216.0,-0.5527288744967218,5.0172,disclosed-chained,4.0,False,False,False,True,0.9633505413705318,0.2125302124850181,5.3,5.970320741925222,92.94378215117824,17,21,-2.1290014957807717,-1.4586807538555497,3.84131924614445,5.0172,5.569928874496721,-0.4003918674285005,-0.9531207419252219
EMEA,2Q24,217.0,-0.1849538439945619,4.61,disclosed-chained,3.0,False,False,False,True,0.7721595803184097,0.2316928734386047,5.466666666666666,5.669581451154535,95.58348665577905,17,21,-2.063433904911549,-1.86051912042368,3.606147546242986,4.61,4.794953843994562,-0.8746276071599732,-1.0595814511545347
EMEA,3Q24,218.0,0.2105153467409026,4.6137,disclosed-chained,3.0,False,False,False,True,0.8903157468661863,0.2526948668717388,4.966666666666666,4.6895643311519475,95.70053148692834,17,21,-1.218874944889873,-1.4959772804045914,3.4706893862620745,4.6137,4.403184653259097,-0.28637967789285046,-0.0758643311519478
EMEA,4Q24,219.0,-0.6165684150288397,6.0,disclosed-chained,6.0,True,True,True,True,0.7066747659259102,0.4315510396297295,5.066666666666666,4.909580490708741,93.88978377247861,17,21,-0.04780629626438093,-0.2048924722223061,4.861774194444361,6.0,6.61656841502884,1.7069879243200985,1.0904195092912587
EMEA,1Q25,220.0,-0.2009563099002353,4.0,disclosed-chained,4.0,True,True,True,True,0.6690991824547088,0.2787347156817832,4.533333333333334,4.170757996952063,92.12683957819631,17,21,-1.1185918950885552,-1.481167231469826,3.052166101863508,4.0,4.200956309900235,0.030198312948171768,-0.17075799695206317
EMEA,2Q25,221.0,-0.5089050635321835,3.0,disclosed-chained,3.0,True,True,True,True,0.7324103132323075,0.3484146139979049,3.966666666666667,3.6006071212255115,95.370234488954,17,21,-1.681432048455724,-2.047491593896879,1.9191750727697876,3.0,3.5089050635321835,-0.09170205769332807,-0.6006071212255115
EMEA,3Q25,222.0,0.1720687118009101,4.0,disclosed-chained,4.0,True,True,True,True,0.7481509563315145,0.3076491557727268,2.8333333333333335,2.611555193219739,95.39449858983535,17,21,0.33264469467601976,0.11086655456242522,2.944199887895759,4.0,3.82793128819909,1.216376094979351,1.388444806780261
EMEA,4Q25,223.0,-0.062853344507574,4.0,disclosed-chained,4.0,True,True,True,True,0.8224227396698655,0.2210184783094426,3.3333333333333335,2.878846891621394,93.56535389413094,17,21,0.0777118903992981,-0.37677455131264154,2.956558782020692,4.0,4.062853344507574,1.1840064528861802,1.1211531083786062
EMEA,1Q26,224.0,-0.2840655080508458,4.0,disclosed-chained,4.0,True,True,True,True,0.9450489445563696,0.3,3.933333333333333,4.326576848116362,91.87688819092826,17,21,-1.5716257926727317,-1.1783822778897026,2.7549510554436307,4.0,4.284065508050846,-0.04251134006551638,-0.32657684811636223
EMEA,2Q26,225.0,0.4313716521891164,5.0,disclosed-chained,5.0,True,True,True,True,0.7004681684496338,0.3,4.266666666666667,4.016473082774287,94.98461395378153,17,21,-0.01694125122392115,-0.2671348351163004,3.9995318315503665,5.0,4.568628347810884,0.5521552650365962,0.9835269172257126
LatAm,1Q23,212.0,-0.4070545479642251,-2.4615,modelled,,False,False,False,False,0.4620912842772667,0.4626252943505493,18.08,18.08,29.756980883593638,1,5,-21.466216578627815,-21.466216578627815,-3.386216578627816,-2.4615,-2.054445452035775,-20.134445452035774,-20.5415
LatAm,2Q23,213.0,-1.2614545689110024,-2.2174,modelled,,False,False,False,False,0.3621440282039081,0.1183751453729842,16.283333333333335,16.283333333333335,23.133603701376593,1,5,-18.981252506910227,-18.981252506910227,-2.697919173576892,-2.2174,-0.9559454310889977,-17.239278764422334,-18.500733333333336
LatAm,3Q23,214.0,1.3082193287213828,-3.7278,modelled,,False,False,False,False,0.4098973686879872,0.3015954388247532,13.313333333333333,13.313333333333333,27.524177949709866,1,5,-17.75262614084607,-17.75262614084607,-4.43929280751274,-3.7278,-5.036019328721382,-18.349352662054713,-17.04113333333333
LatAm,4Q23,215.0,-1.202412118452434,-2.7994,modelled,,False,False,False,False,0.2906539573280417,0.3639387380400816,11.920000000000002,11.92,22.075284528868455,1,5,-15.373992695368123,-15.373992695368125,-3.453992695368123,-2.7994,-1.596987881547566,-13.516987881547566,-14.7194
LatAm,1Q24,216.0,1.8975986729285357,-4.4003,modelled,,False,False,False,False,0.9633505413705318,0.2125302124850181,9.233333333333333,9.233333333333333,30.80096869674411,1,5,-14.809514087188882,-14.809514087188882,-5.5761807538555495,-4.4003,-6.297898672928535,-15.531232006261867,-13.633633333333332
LatAm,2Q24,217.0,0.4804808400888483,-0.1754,modelled,,False,False,False,False,0.7721595803184097,0.2316928734386047,8.243333333333334,8.243333333333334,24.863263445761167,1,5,-9.422585787090348,-9.422585787090348,-1.1792524537570144,-0.1754,-0.6558808400888483,-8.899214173422182,-8.418733333333334
LatAm,3Q24,218.0,-1.1254454316780849,4.724,modelled,,False,False,False,False,0.8903157468661863,0.2526948668717388,8.666666666666666,8.666666666666666,23.484165268456373,1,5,-5.085677280404591,-5.085677280404591,3.580989386262075,4.724,5.849445431678085,-2.8172212349885815,-3.942666666666666
LatAm,4Q24,219.0,0.4982172029361464,4.0,disclosed-chained,4.0,True,True,True,True,0.7066747659259102,0.4315510396297295,8.296666666666667,8.296666666666667,25.427823551408153,1,5,-5.434892472222306,-5.434892472222306,2.86177419444436,4.0,3.5017827970638535,-4.794883869602813,-4.296666666666667
LatAm,1Q25,220.0,-2.668846237692024,2.0,disclosed-chained,2.0,True,True,True,True,0.6690991824547088,0.2787347156817832,10.863333333333337,10.863333333333337,27.217338069873687,1,5,-9.811167231469827,-9.811167231469827,1.052166101863508,2.0,4.668846237692025,-6.194487095641312,-8.863333333333337
LatAm,2Q25,221.0,-2.5418404012203633,2.0,disclosed-chained,2.0,True,True,True,True,0.7324103132323075,0.3484146139979049,10.87,10.87,24.999430048742237,1,5,-9.950824927230212,-9.950824927230212,0.9191750727697876,2.0,4.541840401220363,-6.328159598779636,-8.87
LatAm,3Q25,222.0,-0.2439823482697556,3.0,disclosed-chained,3.0,True,True,True,True,0.7481509563315145,0.3076491557727268,9.16,9.16,25.742514344183384,1,5,-7.215800112104241,-7.215800112104241,1.944199887895759,3.0,3.2439823482697556,-5.916017651730245,-6.16
LatAm,4Q25,223.0,-0.6774182944747187,3.0,disclosed-chained,3.0,True,True,True,True,0.8224227396698655,0.2210184783094426,10.77,10.77,24.42394564020802,1,5,-8.813441217979308,-8.813441217979308,1.956558782020692,3.0,3.6774182944747187,-7.092581705525281,-7.77
LatAm,1Q26,224.0,-0.4717219504396075,3.0,disclosed-chained,3.0,True,True,True,True,0.9450489445563696,0.3,7.883333333333333,7.883333333333333,32.94936058540109,1,5,-6.128382277889703,-6.128382277889703,1.7549510554436305,3.0,3.4717219504396075,-4.411611382893725,-4.883333333333333
LatAm,2Q26,225.0,0.443084951229622,2.0,disclosed-chained,2.0,True,True,True,True,0.7004681684496338,0.3,6.6499999999999995,6.6499999999999995,30.03852938045102,1,5,-5.650468168449633,-5.650468168449633,0.9995318315503663,2.0,1.556915048770378,-5.0930849512296215,-4.6499999999999995
NAM,1Q23,212.0,-0.5758773688200991,-1.8904,modelled,,False,False,False,False,0.4620912842772667,0.4626252943505493,7.992067625489274,8.828729489186294,100.0,2,2,-11.64384606781411,-10.80718420411709,-2.815116578627816,-1.8904,-1.314522631179901,-10.143252120366196,-10.719129489186294
NAM,2Q23,213.0,-0.7509145457677446,-0.871,disclosed-chained,,False,False,False,True,0.3621440282039081,0.1183751453729842,4.04507200383281,5.019314911046306,100.0,2,2,-6.370834084623198,-5.396591177409702,-1.3515191735768923,-0.871,-0.12008545423225536,-5.139400365278561,-5.890314911046305
NAM,3Q23,214.0,-0.81723212543241,-1.1632,disclosed-chained,,False,False,False,True,0.4098973686879872,0.3015954388247532,5.861531765568251,5.91480120561042,100.0,2,2,-7.789494013123161,-7.736224573080991,-1.8746928075127405,-1.1632,-0.34596787456759004,-6.26076908017801,-7.07800120561042
NAM,4Q23,215.0,-0.5150352254082446,-0.2236,disclosed-chained,-2.0,False,False,False,True,0.2906539573280417,0.3639387380400816,0.2367376470876777,0.23934788040556193,100.0,2,2,-1.1175405757736852,-1.114930342455801,-0.8781926953681233,-0.2236,0.2914352254082446,0.052087345002682695,-0.4629478804055619
NAM,1Q24,216.0,-0.3739238578297388,2.7792,disclosed-chained,0.0,False,False,False,True,0.9633505413705318,0.2125302124850181,-0.8539204734027139,-1.0135655733138191,100.0,2,2,2.616884819458269,2.457239719547164,1.60331924614445,2.7792,3.1531238578297387,4.166689431143558,3.792765573313819
NAM,2Q24,217.0,-0.3926155877923443,4.0906,disclosed-chained,1.0,False,False,False,True,0.7721595803184097,0.2316928734386047,-1.6552996832034337,-1.953456666838783,100.0,2,2,5.040204213081768,4.7420472294464195,3.086747546242986,4.0906,4.483215587792344,6.436672254631127,6.044056666838783
NAM,3Q24,218.0,-0.4044243620166865,3.3314,disclosed-chained,1.0,False,False,False,True,0.8903157468661863,0.2526948668717388,-1.5475767750903462,-2.1970228547618937,100.0,2,2,4.385412241023969,3.735966161352421,2.1883893862620747,3.3314,3.7358243620166864,5.93284721677858,5.528422854761894
NAM,4Q24,219.0,-0.547989655863057,3.4676,disclosed-chained,,False,False,False,True,0.7066747659259102,0.4315510396297295,1.7896760837187389,2.17369601664422,100.0,2,2,0.15567817780014048,0.5396981107256215,2.3293741944443602,3.4676,4.015589655863057,1.8418936392188368,1.2939039833557802
NAM,1Q25,220.0,-0.0743378969311869,3.0,disclosed-chained,3.0,True,True,True,True,0.6690991824547088,0.2787347156817832,-0.0483370466846174,-0.3894513027898287,100.0,2,2,2.4416174046533365,2.1005031485481256,2.052166101863508,3.0,3.074337896931187,3.4637891997210155,3.3894513027898285
NAM,2Q25,221.0,-0.2931986299827382,3.3308,disclosed-chained,,False,False,False,True,0.7324103132323075,0.3484146139979049,-2.5848549555458935,-2.587242584831289,100.0,2,2,4.837217657601077,4.834830028315681,2.2499750727697876,3.3308,3.6239986299827383,6.211241214814027,5.918042584831289
NAM,3Q25,222.0,-0.6221063960479722,5.0474,disclosed-chained,,False,False,False,True,0.7481509563315145,0.3076491557727268,-3.135685430036857,-2.642115099939863,100.0,2,2,6.633714987835622,7.127285317932615,3.9915998878957586,5.0474,5.6695063960479715,8.311621495987835,7.689515099939863
NAM,4Q25,223.0,0.2028410878854192,4.777,disclosed-chained,,False,False,False,True,0.8224227396698655,0.2210184783094426,-3.758643809441237,-4.130577948943578,100.0,2,2,7.864136730964269,7.492202591461928,3.733558782020692,4.777,4.574158912114581,8.704736861058159,8.907577948943578
NAM,1Q26,224.0,-0.0236153617473311,6.3048,disclosed-chained,,False,False,False,True,0.9450489445563696,0.3,-1.116994662537622,-0.7969081496391721,100.0,2,2,5.856659205082803,6.176745717981253,5.0597510554436305,6.3048,6.328415361747331,7.125323511386504,7.1017081496391725
NAM,2Q26,225.0,-0.5200541597073505,6.7506,disclosed-chained,,False,False,False,True,0.7004681684496338,0.3,4.726493361923656,4.966958029928249,100.0,2,2,0.7831738016221175,1.0236384696267107,5.750131831550367,6.7506,7.270654159707351,2.3036961297791017,1.7836419700717512
