year,lang,reviews,tot,share_pct,region
2025,en,1963755,2413778,81.35607334228749,APAC
2025,es,39092,2413778,1.6195358479528772,APAC
2025,fr,23595,2413778,0.9775132592972511,APAC
2025,it,1773,2413778,0.0734533167507534,APAC
2025,other,119610,2413778,4.955302434606662,APAC
2025,pt,1313,2413778,0.054396054649599096,APAC
2025,zh_ja_ko,225126,2413778,9.32670692996622,APAC
2026,de,27728,1465953,1.891465824620571,APAC
2026,en,1178842,1465953,80.41471998079065,APAC
2026,es,26033,1465953,1.7758413809992541,APAC
2026,fr,14880,1465953,1.0150393634720896,APAC
2026,it,1146,1465953,0.07817440258998753,APAC
2026,other,76243,1465953,5.200917082607696,APAC
2026,pt,1165,1465953,0.07947048779872207,APAC
2026,zh_ja_ko,139916,1465953,9.544371477121025,APAC
2022,de,183644,3948889,4.6505232231141465,EMEA
2022,en,2473419,3948889,62.635819847050655,EMEA
2022,es,569637,3948889,14.42524720244099,EMEA
2022,fr,293032,3948889,7.4206188120253564,EMEA
2022,it,57367,3948889,1.4527377193939865,EMEA
2022,other,319520,3948889,8.091389755447672,EMEA
2022,pt,23991,3948889,0.6075379682741145,EMEA
2022,zh_ja_ko,28279,3948889,0.7161254722530818,EMEA
2023,de,310059,5294182,5.856598809787801,EMEA
2023,en,3077977,5294182,58.138858845426924,EMEA
2023,es,850049,5294182,16.056285938035376,EMEA
2023,fr,376597,5294182,7.113412421409011,EMEA
2023,it,81784,5294182,1.5447901111068716,EMEA
2023,other,478639,5294182,9.040848992346694,EMEA
2023,pt,36703,5294182,0.6932704618012754,EMEA
2023,zh_ja_ko,82374,5294182,1.5559344200860492,EMEA
2024,de,416025,6504604,6.395854382526592,EMEA
2024,en,3584723,6504604,55.11054938932486,EMEA
2024,es,1094196,6504604,16.82186955577926,EMEA
2024,fr,474155,6504604,7.289529078172937,EMEA
2024,it,104621,6504604,1.608414593724691,EMEA
2024,other,668471,6504604,10.276890030507623,EMEA
2024,pt,52066,6504604,0.8004484208416071,EMEA
2024,zh_ja_ko,110347,6504604,1.696444549122437,EMEA
2025,de,530468,7870490,6.7399615525844006,EMEA
2025,en,4123083,7870490,52.38661125292072,EMEA
2025,es,1382800,7870490,17.56942706235571,EMEA
2025,fr,565461,7870490,7.184571735686088,EMEA
2025,it,128596,7870490,1.6339008117664846,EMEA
2025,other,924219,7870490,11.742839391194195,EMEA
2025,pt,70532,7870490,0.8961576725210246,EMEA
2025,zh_ja_ko,145331,7870490,1.8465305209713754,EMEA
2026,de,280399,3935732,7.124443432632099,EMEA
2026,en,1965770,3935732,49.946744341332185,EMEA
2026,es,702232,3935732,17.84247504657329,EMEA
2026,fr,288175,3935732,7.322017860972241,EMEA
2026,it,64210,3935732,1.6314627113838034,EMEA
2026,other,512440,3935732,13.02019548078985,EMEA
2026,pt,47176,3935732,1.1986588517714112,EMEA
2026,zh_ja_ko,75330,3935732,1.9140022745451162,EMEA
2022,de,3826,581012,0.6585061926431812,LatAm
2022,en,139853,581012,24.070587182364562,LatAm
2022,es,245446,581012,42.24456637728653,LatAm
2022,fr,6160,581012,1.0602190660433863,LatAm
2022,it,8362,581012,1.4392129594569476,LatAm
2022,other,68480,581012,11.786331435495308,LatAm
2022,pt,108038,581012,18.59479666512912,LatAm
2022,zh_ja_ko,847,581012,0.14578012158096562,LatAm
2023,de,7964,942819,0.8447008386551396,LatAm
2023,en,192501,942819,20.417598711947893,LatAm
2023,es,427455,942819,45.33797049062439,LatAm
2023,fr,10652,942819,1.1298032814357792,LatAm
2023,it,18507,942819,1.962943046332329,LatAm
2023,other,106840,942819,11.331973581355488,LatAm
2023,pt,176484,942819,18.718757258816378,LatAm
2023,zh_ja_ko,2416,942819,0.25625279083259883,LatAm
2024,de,11525,1349286,0.8541554570343131,LatAm
2024,en,244856,1349286,18.14707927007321,LatAm
2024,es,608195,1349286,45.07532131808972,LatAm
2024,fr,16454,1349286,1.2194597735394868,LatAm
2024,it,26166,1349286,1.9392478688728705,LatAm
2024,other,168161,1349286,12.462961892437926,LatAm
2024,pt,269897,1349286,20.00294970821605,LatAm
2024,zh_ja_ko,4032,1349286,0.2988247117364295,LatAm
2025,de,16880,2007519,0.8408388662822119,LatAm
2025,en,309430,2007519,15.41355274844223,LatAm
2025,es,952954,2007519,47.46923939449639,LatAm
2025,fr,25451,2007519,1.2677837669282332,LatAm
2025,it,37150,2007519,1.8505428840274987,LatAm
2025,other,262190,2007519,13.06039942834912,LatAm
2025,pt,397337,2007519,19.79244032061465,LatAm
2025,zh_ja_ko,6127,2007519,0.3052025908596631,LatAm
2026,de,11877,1236565,0.9604832742314394,LatAm
2026,en,185235,1236565,14.979802921803545,LatAm
2026,es,595623,1236565,48.167544771200866,LatAm
2026,fr,16155,1236565,1.3064416346896444,LatAm
2026,it,21675,1236565,1.7528395191518438,LatAm
2026,other,160456,1236565,12.975945461823683,LatAm
2026,pt,241707,1236565,19.54664736588857,LatAm
2026,zh_ja_ko,3837,1236565,0.3102950512104095,LatAm
2022,de,7440,1928494,0.38579326666300234,NAM
2022,en,1791386,1928494,92.8904108594582,NAM
2022,es,31982,1928494,1.6583925073139973,NAM
2022,fr,19532,1928494,1.0128110328577637,NAM
2022,it,730,1928494,0.03785337159462254,NAM
2022,other,70518,1928494,3.6566356960405373,NAM
2022,pt,854,1928494,0.04428325937233924,NAM
2022,zh_ja_ko,6052,1928494,0.31382000669952825,NAM
2023,de,16530,2315077,0.714015127790566,NAM
2023,en,2104310,2315077,90.89589676714857,NAM
2023,es,59740,2315077,2.580475724997484,NAM
2023,fr,29146,2315077,1.2589646046330207,NAM
2023,it,1958,2315077,0.08457602058160485,NAM
2023,other,84225,2315077,3.6381079333430377,NAM
2023,pt,2043,2315077,0.08824760472329862,NAM
2023,zh_ja_ko,17125,2315077,0.7397162167824224,NAM
2024,de,21217,2743006,0.7734944801433172,NAM
2024,en,2468368,2743006,89.98769962588489,NAM
2024,es,76847,2743006,2.801561498589504,NAM
2024,fr,37093,2743006,1.352275569211296,NAM
2024,it,2628,2743006,0.09580730045796472,NAM
2024,other,109164,2743006,3.979721517196827,NAM
2024,pt,2998,2743006,0.10929615174009827,NAM
2024,zh_ja_ko,24691,2743006,0.9001438567761063,NAM
2025,de,23948,3236405,0.7399568348213527,NAM
2025,en,2889051,3236405,89.26728885908902,NAM
2025,es,99778,3236405,3.0829886865210008,NAM
2025,fr,46116,3236405,1.4249143725831592,NAM
2025,it,3174,3236405,0.098071780262359,NAM
2025,other,136609,3236405,4.221010658431192,NAM
2025,pt,3836,3236405,0.11852657501147106,NAM
2025,zh_ja_ko,33893,3236405,1.0472422332804454,NAM
2026,de,9885,1786074,0.5534485133314745,NAM
2026,en,1593446,1786074,89.21500452948759,NAM
2026,es,56477,1786074,3.162075031605634,NAM
2026,fr,22343,1786074,1.250956007421865,NAM
2026,it,1639,1786074,0.09176551475470782,NAM
2026,other,81187,1786074,4.54555634313024,NAM
2026,pt,2813,1786074,0.1574962739505754,NAM
2026,zh_ja_ko,18284,1786074,1.0236977863179242,NAM
