region,quarter,q,util_yoy_pct,listings_yoy_pct,stays_yoy_pct,n
EMEA,3Q25,2025Q3,1.027751743045724,1.5791619854129024,2.6231435932892344,57
EMEA,4Q25,2025Q4,2.9649073854088437,3.174198545589202,6.233217978103767,57
EMEA,1Q26,2026Q1,2.330344435879783,3.2472534220740146,5.653270047394043,57
EMEA,2Q26,2026Q2,1.3513311318059884,0.5988528538898974,1.9582764707442246,57
GLOBAL,1Q22,2022Q1,11.209956980666757,95.49425300768726,117.40907466952484,123
GLOBAL,2Q22,2022Q2,18.848616754311642,87.04769941242398,122.30360342242861,123
GLOBAL,3Q22,2022Q3,9.967029746302103,40.0684610955492,54.02912627813017,123
GLOBAL,4Q22,2022Q4,5.831840740680638,31.82011355219889,39.50765263874747,123
GLOBAL,1Q23,2023Q1,7.111815084476336,29.859305233316192,39.09465889149535,123
GLOBAL,2Q23,2023Q2,2.620295443720577,19.670368169127418,22.80608537374671,123
GLOBAL,3Q23,2023Q3,1.8037963811345925,13.723716742110392,15.775061029196369,123
GLOBAL,4Q23,2023Q4,3.1704760713122893,16.167953131976166,19.851030288558768,123
GLOBAL,1Q24,2024Q1,1.4589710873352812,16.117971100019048,17.81209872556866,123
GLOBAL,2Q24,2024Q2,0.6029268871444948,11.584887269459188,12.25766255679661,123
GLOBAL,3Q24,2024Q3,1.4423402565244103,9.532480187406245,11.112311243118821,123
GLOBAL,4Q24,2024Q4,2.228626169018,12.32111976292176,14.824337631292316,123
GLOBAL,1Q25,2025Q1,1.1238301688716312,10.628429968631181,11.87170563996769,123
GLOBAL,2Q25,2025Q2,0.7979370410836184,10.431478960822261,11.312652636467146,123
GLOBAL,3Q25,2025Q3,2.101842586249525,7.208550269724201,9.461905235393985,123
GLOBAL,4Q25,2025Q4,4.297309297814844,11.189599779926684,15.967760789472596,123
GLOBAL,1Q26,2026Q1,4.411136617401401,12.704025007943498,17.675553524354125,123
GLOBAL,2Q26,2026Q2,3.0018365770337674,7.356128731968425,10.578784271932108,123
LatAm,1Q22,2022Q1,64.49474459854143,84.61525767751941,203.68239660657474,7
LatAm,2Q22,2022Q2,58.77967810180853,101.40868903083886,219.79606811223843,7
LatAm,3Q22,2022Q3,53.618295007242466,80.14440902036921,176.73476968796433,7
LatAm,4Q22,2022Q4,49.279125601179885,49.88931279732465,123.7534555134637,7
LatAm,1Q23,2023Q1,50.267659231228514,35.941416243072254,104.27598411424572,7
LatAm,2Q23,2023Q2,44.86666593459545,31.678313496495324,90.7579825212772,7
LatAm,3Q23,2023Q3,48.35292887389136,26.795780913974454,88.10525467440362,7
LatAm,4Q23,2023Q4,45.971018345489156,30.916061413512953,91.09950802311084,7
LatAm,1Q24,2024Q1,44.119485775116395,18.498094288207746,70.77884414147758,7
LatAm,2Q24,2024Q2,44.67841335493012,19.43978932248025,72.80359210623568,7
LatAm,3Q24,2024Q3,48.85025692399212,22.42045000665689,82.22315436241612,7
LatAm,4Q24,2024Q4,45.331511134657035,14.78402805567962,66.81736251454788,7
LatAm,1Q25,2025Q1,50.87794925598419,17.911612770390505,77.90262328262236,7
LatAm,2Q25,2025Q2,52.176746519981585,32.66717491639402,101.88859048774148,7
LatAm,3Q25,2025Q3,48.09322950420922,19.57384692047601,77.08077154695236,7
LatAm,4Q25,2025Q4,48.676615948826154,23.82567557131148,84.0998241151982,7
LatAm,1Q26,2026Q1,44.11977663653484,20.345159625686946,73.44117524542135,7
LatAm,2Q26,2026Q2,49.50848087358865,22.561902710594417,83.24043887237538,7
NAM,1Q22,2022Q1,8.461137793845609,54.271428757438066,67.32454692113927,42
NAM,2Q22,2022Q2,6.399017793128947,37.75598766457999,46.57101782633697,42
NAM,3Q22,2022Q3,-1.3987486993611187,24.47405697497509,22.732977721995606,42
NAM,4Q22,2022Q4,-5.425596083191331,17.70898153909979,11.322567647149985,42
NAM,1Q23,2023Q1,-4.339016412956043,14.699289429345864,9.722468435462584,42
NAM,2Q23,2023Q2,-5.721925248556426,10.265351745336847,3.956050743410877,42
NAM,3Q23,2023Q3,-3.309714739943548,7.9488422270517,4.376043484264569,42
NAM,4Q23,2023Q4,-1.8629727935041251,3.5428348106453234,1.6138599685000754,42
NAM,1Q24,2024Q1,-1.6022406544087153,3.053539791457549,1.402374081111546,42
NAM,2Q24,2024Q2,-2.0547085302080825,2.2115610700139454,0.11141140584951525,42
NAM,3Q24,2024Q3,0.06489075946849443,2.503385743542319,2.569900969032224,42
NAM,4Q24,2024Q4,-2.2715955811748345,5.122705528979865,2.7347427953721137,42
NAM,1Q25,2025Q1,-4.728581704787205,2.1950858429748754,-2.637292289387627,42
NAM,2Q25,2025Q2,-3.457574552648923,2.637822904947029,-0.9109563412072808,42
NAM,3Q25,2025Q3,-1.9449473909848747,1.5935046996597535,-0.38243551940638776,42
NAM,4Q25,2025Q4,-1.1590158041782317,1.2331165846109604,0.05980876433315796,42
NAM,1Q26,2026Q1,1.311894428646898,4.044717864440872,5.409674721405855,42
NAM,2Q26,2026Q2,1.8134174145816306,4.9920219499414165,6.895965559903039,42
