market_key,country,market,store,dump_date,active,median_price,rw_mean,reviews_ltm,reviews_ly,reviews_ltm_on_ly_panel,n_ly
south-africa_wc_cape-town,south-africa,cape-town,capture,2026-06-29,15405,1769.0,2272.3580158433647,171302.0,146938.0,171302.0,15405
spain_andalucía_malaga,spain,malaga,yoy2025,2025-09-30,6304,104.0,148.5786341963195,101508.0,88693.0,101508.0,6304
spain_andalucía_malaga,spain,malaga,capture,2026-06-30,6406,174.0,194.50454197999179,104657.0,99360.0,104657.0,6406
spain_andalucía_sevilla,spain,sevilla,yoy2025,2025-09-29,5503,127.0,150.16740011436812,120663.0,113053.0,120663.0,5503
spain_andalucía_sevilla,spain,sevilla,capture,2026-06-30,5698,110.4,129.1018860828347,128690.0,120177.0,128690.0,5698
spain_catalonia_barcelona,spain,barcelona,yoy2025,2025-12-14,0,,,,,,0
spain_catalonia_barcelona,spain,barcelona,capture,2026-06-24,7454,240.1,293.54665720276313,168359.0,158967.0,168359.0,7454
spain_catalonia_girona,spain,girona,yoy2025,2025-12-31,0,,,,,,0
spain_catalonia_girona,spain,girona,capture,2026-06-30,11180,218.38,258.87293240204974,87621.0,83164.0,87621.0,11180
spain_comunidad-de-madrid_madrid,spain,madrid,yoy2025,2025-09-14,10831,128.0,155.88811396643618,252355.0,214514.0,252355.0,10831
spain_comunidad-de-madrid_madrid,spain,madrid,capture,2026-06-20,11472,146.0,182.83112280870668,270046.0,245535.0,270046.0,11472
spain_islas-baleares_mallorca,spain,mallorca,yoy2025,2025-09-21,9687,252.0,747.7357150080907,79104.0,71341.0,79104.0,9687
spain_islas-baleares_mallorca,spain,mallorca,capture,2026-06-23,7606,391.0,452.50767318175775,67689.0,65928.0,67689.0,7606
spain_islas-baleares_menorca,spain,menorca,yoy2025,2025-09-30,2410,143.0,292.09322033898303,17936.0,14752.0,17936.0,2410
spain_islas-baleares_menorca,spain,menorca,capture,2026-06-30,2420,310.985,346.6512838167525,18445.0,17582.0,18445.0,2420
spain_pv_euskadi,spain,euskadi,yoy2025,2025-09-29,3579,144.0,184.36800931801193,57523.0,52096.0,57523.0,3579
spain_pv_euskadi,spain,euskadi,capture,2026-06-30,3614,229.0,284.98093901258466,58881.0,56478.0,58881.0,3614
spain_vc_valencia,spain,valencia,yoy2025,2025-09-23,4463,112.0,128.53585670141427,77991.0,66734.0,77991.0,4463
spain_vc_valencia,spain,valencia,capture,2026-06-26,4858,165.525,193.05432624035282,90700.0,80716.0,90700.0,4858
sweden_stockholms-län_stockholm,sweden,stockholm,yoy2025,2025-09-29,1869,1360.0,1432.5768861474003,34369.0,27710.0,34369.0,1869
sweden_stockholms-län_stockholm,sweden,stockholm,capture,2026-06-30,1886,2285.75,2505.697494923389,32502.0,28794.0,32502.0,1886
switzerland_geneva_geneva,switzerland,geneva,yoy2025,2025-09-28,851,126.0,147.04254706108335,10412.0,7763.0,10412.0,851
switzerland_geneva_geneva,switzerland,geneva,capture,2026-06-29,717,0.16,0.19825379755343459,7439.0,6578.0,7439.0,717
switzerland_vd_vaud,switzerland,vaud,yoy2025,2025-11-01,1968,135.0,142.85769036812908,19830.0,15505.0,19830.0,1968
switzerland_vd_vaud,switzerland,vaud,capture,2026-08-10,1570,0.16,0.21037588702311527,14233.0,12626.0,14233.0,1570
switzerland_zürich_zurich,switzerland,zurich,yoy2025,2025-09-29,1304,140.0,178.46549851924976,20260.0,15312.0,20260.0,1304
switzerland_zürich_zurich,switzerland,zurich,capture,2026-06-30,862,0.18,0.2355316965921583,13645.0,11693.0,13645.0,862
taiwan_northern-taiwan_taipei,taiwan,taipei,yoy2025,2025-09-30,3324,2333.0,2793.5410149231147,52871.0,42860.0,52871.0,3324
taiwan_northern-taiwan_taipei,taiwan,taipei,capture,2026-06-30,3416,2977.3450000000003,3613.665544106951,57746.0,50724.0,57746.0,3416
thailand_central-thailand_bangkok,thailand,bangkok,yoy2025,2025-09-26,10524,1447.0,2248.698209698455,126515.0,110020.0,126515.0,10524
thailand_central-thailand_bangkok,thailand,bangkok,capture,2026-06-29,11633,1742.1,3038.177056067298,137656.0,120165.0,137656.0,11633
the-netherlands_north-holland_amsterdam,the-netherlands,amsterdam,yoy2025,2025-09-11,3419,248.0,288.61441323753536,32151.0,27004.0,32151.0,3419
the-netherlands_north-holland_amsterdam,the-netherlands,amsterdam,capture,2026-06-15,3638,331.0,332.41404185417304,36221.0,33188.0,36221.0,3638
the-netherlands_south-holland_rotterdam,the-netherlands,rotterdam,yoy2025,2025-12-28,0,,,,,,0
the-netherlands_south-holland_rotterdam,the-netherlands,rotterdam,capture,2026-06-28,559,195.0,202.24138306789607,8351.0,7328.0,8351.0,559
the-netherlands_south-holland_the-hague,the-netherlands,the-hague,yoy2025,2025-09-25,641,167.0,1446.1983252534155,6807.0,5256.0,6807.0,641
the-netherlands_south-holland_the-hague,the-netherlands,the-hague,capture,2026-06-28,688,235.75,220.14874010279203,7199.0,6918.0,7199.0,688
turkey_marmara_istanbul,turkey,istanbul,yoy2025,2025-09-29,9285,3049.0,3880.613299381593,137450.0,104361.0,137450.0,9285
turkey_marmara_istanbul,turkey,istanbul,capture,2026-06-30,8771,4565.0,5497.276017426683,147475.0,126988.0,147475.0,8771
united-kingdom_england_bristol,united-kingdom,bristol,yoy2025,2025-09-26,1313,114.0,131.73039778770473,23505.0,19595.0,23505.0,1313
united-kingdom_england_bristol,united-kingdom,bristol,capture,2026-06-29,1441,154.5,170.0943229799068,25531.0,22142.0,25531.0,1441
united-kingdom_england_greater-manchester,united-kingdom,greater-manchester,yoy2025,2025-09-26,3447,106.0,131.6931787360998,58992.0,43107.0,58992.0,3447
united-kingdom_england_greater-manchester,united-kingdom,greater-manchester,capture,2026-06-28,3561,141.0,152.37089872255677,64269.0,53172.0,64269.0,3561
united-kingdom_england_london,united-kingdom,london,yoy2025,2025-09-14,28661,166.0,196.78091553463003,310944.0,226341.0,310944.0,28661
united-kingdom_england_london,united-kingdom,london,capture,2026-06-19,28704,235.67,288.9043164568804,331369.0,277544.0,331369.0,28704
united-kingdom_scotland_edinburgh,united-kingdom,edinburgh,yoy2025,2025-09-21,3204,184.0,249.76147623533998,92343.0,86421.0,92343.0,3204
united-kingdom_scotland_edinburgh,united-kingdom,edinburgh,capture,2026-06-23,3408,276.9,308.05918673897474,97730.0,91349.0,97730.0,3408
united-states_ca_los-angeles,united-states,los-angeles,yoy2025,2025-12-04,0,,,,,,0
united-states_ca_los-angeles,united-states,los-angeles,capture,2026-06-15,18149,294.0,403.35430021167144,298576.0,256159.0,298576.0,18149
united-states_ca_oakland,united-states,oakland,yoy2025,2025-09-25,1055,118.0,139.57746390458254,15930.0,14971.0,15930.0,1055
united-states_ca_oakland,united-states,oakland,capture,2026-06-27,1075,201.5,246.2490426210496,17245.0,15627.0,17245.0,1075
united-states_ca_pacific-grove,united-states,pacific-grove,yoy2025,2025-09-30,134,298.0,375.515793682527,2501.0,2170.0,2501.0,134
united-states_ca_pacific-grove,united-states,pacific-grove,capture,2026-06-14,139,580.0,698.1479225614297,2686.0,2477.0,2686.0,139
united-states_ca_san-diego,united-states,san-diego,yoy2025,2025-09-25,7712,189.0,228.28890949344333,158541.0,140489.0,158541.0,7712
united-states_ca_san-diego,united-states,san-diego,capture,2026-06-27,7942,389.0,472.4610100212243,165848.0,147995.0,165848.0,7942
united-states_ca_san-francisco,united-states,san-francisco,yoy2025,2025-12-04,0,,,,,,0
united-states_ca_san-francisco,united-states,san-francisco,capture,2026-06-14,2498,288.145,410.1788359662981,37980.0,35521.0,37980.0,2498
united-states_ca_san-mateo-county,united-states,san-mateo-county,yoy2025,2025-09-25,1514,206.5,249.9815773750249,30126.0,28648.0,30126.0,1514
united-states_ca_san-mateo-county,united-states,san-mateo-county,capture,2026-06-27,1451,356.0,434.95804414631726,30263.0,27257.0,30263.0,1451
united-states_ca_santa-clara-county,united-states,santa-clara-county,yoy2025,2025-12-28,0,,,,,,0
united-states_ca_santa-clara-county,united-states,santa-clara-county,capture,2026-06-28,2328,289.32,358.8968413118298,35157.0,30342.0,35157.0,2328
united-states_ca_santa-cruz-county,united-states,santa-cruz-county,yoy2025,2025-09-29,1104,282.0,300.23790480330365,23005.0,20853.0,23005.0,1104
united-states_ca_santa-cruz-county,united-states,santa-cruz-county,capture,2026-06-30,1123,562.0,597.9877332741148,24767.0,22706.0,24767.0,1123
united-states_co_denver,united-states,denver,yoy2025,2025-09-29,2859,132.0,167.53658842951478,55728.0,52961.0,55728.0,2859
united-states_co_denver,united-states,denver,capture,2026-06-30,2820,217.0,312.59651436820855,51259.0,48411.0,51259.0,2820
united-states_dc_washington-dc,united-states,washington-dc,yoy2025,2025-09-22,3135,134.0,155.73298587407447,76172.0,70323.0,76172.0,3135
united-states_dc_washington-dc,united-states,washington-dc,capture,2026-06-24,3533,237.58,284.8387113871636,72450.0,69953.0,72450.0,3533
united-states_fl_broward-county,united-states,broward-county,yoy2025,2025-09-26,8130,141.0,164.80950304837316,142207.0,115052.0,142207.0,8130
united-states_fl_broward-county,united-states,broward-county,capture,2026-06-29,10381,286.0,335.2033176410325,163987.0,137409.0,163987.0,10381
united-states_hi_hawaii,united-states,hawaii,yoy2025,2025-09-16,20538,212.0,258.0171051694207,266703.0,242015.0,266703.0,20538
united-states_hi_hawaii,united-states,hawaii,capture,2026-06-21,20590,369.5,418.4220770032137,271651.0,256085.0,271651.0,20590
united-states_il_chicago,united-states,chicago,yoy2025,2025-09-22,4525,162.0,214.49636587970596,96447.0,80976.0,96447.0,4525
united-states_il_chicago,united-states,chicago,capture,2026-06-24,4655,264.5,338.02109546598257,101345.0,91052.0,101345.0,4655
united-states_la_new-orleans,united-states,new-orleans,yoy2025,2025-09-11,4087,134.0,178.13777952032015,73966.0,72285.0,73966.0,4087
united-states_la_new-orleans,united-states,new-orleans,capture,2026-06-16,3618,215.725,284.36074120100557,70008.0,64311.0,70008.0,3618
united-states_ma_boston,united-states,boston,yoy2025,2025-12-27,0,,,,,,0
united-states_ma_boston,united-states,boston,capture,2026-06-15,1860,350.0,419.01564590163935,39650.0,37293.0,39650.0,1860
united-states_ma_cambridge,united-states,cambridge,yoy2025,2025-09-28,363,265.0,295.7601043024772,6903.0,6163.0,6903.0,363
united-states_ma_cambridge,united-states,cambridge,capture,2026-06-29,411,378.0,477.040158830203,7933.0,7157.0,7933.0,411
united-states_mn_twin-cities-msa,united-states,twin-cities-msa,yoy2025,2025-09-23,3247,153.0,178.16585374029935,59661.0,53377.0,59661.0,3247
united-states_mn_twin-cities-msa,united-states,twin-cities-msa,capture,2026-06-27,3275,263.97,312.0573638745668,59155.0,55129.0,59155.0,3275
united-states_mt_bozeman,united-states,bozeman,yoy2025,2025-11-12,389,170.0,169.78287711124054,8585.0,8486.0,8585.0,389
united-states_mt_bozeman,united-states,bozeman,capture,2026-06-19,376,339.33500000000004,371.661144125262,8111.0,8157.0,8111.0,376
united-states_nc_asheville,united-states,asheville,yoy2025,2025-09-22,1907,135.0,162.72545676004873,32840.0,39291.0,32840.0,1907
united-states_nc_asheville,united-states,asheville,capture,2026-06-25,2004,246.0,285.41186801829537,45476.0,40490.0,45476.0,2004
united-states_nj_jersey-city,united-states,jersey-city,yoy2025,2025-09-25,834,195.0,221.8245592252297,16108.0,13196.0,16108.0,834
