market_key,n_langs,reviews_ltm_2026,price_idx_2024,price_idx_2025,price_idx_2026,mix_pct_24_26,mix_pct_25_26,mix_pp_pct_24_26,mix_pp_pct_25_26,country,region,currency
italy_campania_naples,8,107733.0,101.512430422878,100.99849004197836,100.70377182478907,-0.7966104197488333,-0.2918045775405109,-0.3082796812920119,-0.06530451142864324,italy,EMEA,EUR
italy_emilia-romagna_bologna,8,68135.0,121.36464505603357,120.82858343497801,120.7282486240552,-0.5243672337067795,-0.08303896981197711,-0.2425347983127102,-0.01741482353369017,italy,EMEA,EUR
italy_lazio_rome,8,565705.0,164.99039906517442,163.48242984391584,162.24584404415725,-1.6634634721581665,-0.7564028751831042,-1.0862160931860543,-0.4863560194834138,italy,EMEA,EUR
italy_lombardia_bergamo,8,38954.0,109.70778647128591,109.65687555953446,109.59330351183448,-0.10435262904643361,-0.05797360847242805,-0.17092602979831284,-0.03358154416479575,italy,EMEA,EUR
italy_lombardy_milan,8,313816.0,129.2043892201641,128.79176348762968,128.57278013230683,-0.4888449159269781,-0.17002900604267124,-0.40572768605993126,-0.15310121303544477,italy,EMEA,EUR
italy_puglia_puglia,8,157582.0,134.24237083031633,133.52539521027586,133.0136677412395,-0.9152870896700249,-0.38324355320611403,-0.8474504885426337,-0.3499310687299362,italy,EMEA,EUR
italy_sicilia_sicily,8,273016.0,116.35525263816848,115.93587843415663,115.97149588302516,-0.329814723824029,0.030721679388268086,-0.16311240583249953,0.09511713889969187,italy,EMEA,EUR
italy_toscana_florence,8,222355.0,159.8335127414528,158.6243943841423,157.58366665917114,-1.4076184923252133,-0.6560956333430124,-1.0742145296881889,-0.49467352327660086,italy,EMEA,EUR
italy_trentino-alto-adige-südtirol_trentino,8,47239.0,148.4304009373395,148.5016953986075,148.55703909904952,0.0853182103600636,0.03726805966319802,0.05833331990132695,0.04504073267015407,italy,EMEA,EUR
italy_veneto_venice,8,157496.0,190.89026154940618,189.40060392323062,187.59943516025803,-1.7239362356347487,-0.9509836429574703,-1.650293056216956,-0.9215570211476898,italy,EMEA,EUR
japan_kantō_tokyo,8,463013.0,20048.365355464426,19976.752315983344,19920.860959087542,-0.6359840022674534,-0.2797819986539163,0.26290054636100013,0.2117878245835314,japan,APAC,JPY
kenya_nairobi_nairobi,7,48439.0,5885.5421911728245,5886.468070206414,5884.699874790974,-0.014311619125151331,-0.030038308105162503,-0.04601783862876463,-0.0361121908628359,kenya,EMEA,KES
latvia_riga_riga,8,43857.0,80.54450762184211,80.50490286242925,80.34544314476594,-0.24714841887268912,-0.1980745420385177,-0.30884309025556167,-0.19644602857215032,latvia,EMEA,EUR
mexico_df_mexico-city,8,487670.0,1767.8651049394223,1754.2942974327816,1727.0108471712429,-2.3109375061497905,-1.5552379268099492,-2.1521710473754174,-1.4466571359979308,mexico,LatAm,MXN
norway_oslo_oslo,8,78798.0,1690.9123736193226,1688.4872135798846,1689.7914466103202,-0.06629125355579468,0.07724269511466542,-0.288692934480117,-0.0951981339052721,norway,EMEA,NOK
portugal_lisbon_lisbon,8,337612.0,137.9753387045948,137.2108236398579,136.31652127294052,-1.2022564664297075,-0.6517724645868195,-0.9148440486371756,-0.505805293617978,portugal,EMEA,EUR
portugal_norte_porto,8,224578.0,115.98022767958588,115.59103930086195,114.9383165314501,-0.8983523907318269,-0.5646828451061348,-0.7038349367319396,-0.49340642722041084,portugal,EMEA,EUR
singapore_sg_singapore,6,9119.0,127.15395973154362,126.32265995453068,125.54136857111524,-1.268219380531288,-0.6184887047950505,-1.5057804714859069,-0.6226002849276435,singapore,APAC,SGD
south-africa_wc_cape-town,8,190718.0,1467.0247777728484,1467.5458521847759,1469.2022897419224,0.14843048338826215,0.11287126427297345,0.1316439544389425,0.09267064797149338,south-africa,EMEA,ZAR
spain_andalucía_malaga,8,124949.0,153.2813880452558,152.88642945516196,152.71387278009428,-0.37024408011882004,-0.11286591993979744,-0.2923302479589496,-0.06422678294826234,spain,EMEA,EUR
spain_andalucía_sevilla,8,150081.0,100.17404884254222,99.79381431065627,99.24646097773868,-0.9259762139209982,-0.54848422890591,-0.6251319404148581,-0.37598488599143165,spain,EMEA,EUR
spain_catalonia_barcelona,8,204113.0,251.6914631595461,251.14937696423283,249.92963123367937,-0.6999966958553094,-0.48566544153807456,-0.6919698716370992,-0.4728895943232003,spain,EMEA,EUR
spain_catalonia_girona,8,102862.0,179.53142744951384,179.48141779436082,179.2781971962435,-0.14105065439952158,-0.11322653933465432,-0.12041334517673974,-0.13634715303327827,spain,EMEA,EUR
spain_comunidad-de-madrid_madrid,8,374906.0,128.23742992114575,127.23184516286845,126.6132375582146,-1.2665509312919543,-0.48620500933707067,-1.1020127520250833,-0.43154021819598043,spain,EMEA,EUR
spain_islas-baleares_mallorca,8,89192.0,298.4075348043284,297.354066341287,295.5544745044398,-0.9560952613879015,-0.6052016906948121,-0.4847358058008955,-0.30877752491547117,spain,EMEA,EUR
spain_islas-baleares_menorca,7,20476.0,276.97392451738847,276.42927296799445,276.29076870482515,-0.24664986559788105,-0.050104774245574024,0.013537679976804995,-0.0017693012410946451,spain,EMEA,EUR
spain_pv_euskadi,8,79997.0,194.15145476021735,193.40793990348052,192.8685830718652,-0.660758215763324,-0.2788700566711433,-0.5034547997191385,-0.20141652523696374,spain,EMEA,EUR
spain_vc_valencia,8,114507.0,153.98688074527345,153.6628711879836,153.16971154601902,-0.5306745583126715,-0.3209361104292263,-0.5473100997660962,-0.33818213485955484,spain,EMEA,EUR
sweden_stockholms-län_stockholm,8,41411.0,1878.1637032740882,1867.8264837866434,1862.3614962208112,-0.8413647343801789,-0.29258539876536593,-0.9085305612087202,-0.32018132875054617,sweden,EMEA,SEK
switzerland_geneva_geneva,8,15701.0,0.1591563181344203,0.15886562804284324,0.1586440354117572,-0.3218739467385934,-0.13948431376626935,-0.7872182993058474,-0.37524800573591754,switzerland,EMEA,CHF
switzerland_vd_vaud,8,26456.0,0.17552747483221476,0.17557209862730755,0.1754040671303296,-0.07030677220367654,-0.0957051252970631,-0.14173065172741195,-0.08621896818610253,switzerland,EMEA,CHF
switzerland_zürich_zurich,8,29746.0,0.20860906614109326,0.208754384426517,0.2087499159550864,0.06751854873741081,-0.002140540158168669,0.30882305762440776,0.20652815430746152,switzerland,EMEA,CHF
taiwan_northern-taiwan_taipei,7,66742.0,2639.028121665983,2638.151864384895,2632.546307722274,-0.245613674613554,-0.21248043898822733,0.11500472367649284,0.1049524908466326,taiwan,APAC,TWD
thailand_central-thailand_bangkok,8,182801.0,1844.8722887764113,1831.8607928130261,1823.1809985448658,-1.1757610737343716,-0.4738239009325351,-0.16743668105339005,-0.07432292420329611,thailand,APAC,THB
the-netherlands_north-holland_amsterdam,8,94076.0,200.71376418026418,199.4103682011315,198.05396838726136,-1.3251686070786861,-0.6802052601908914,-1.6132524210303534,-0.8211261391719793,the-netherlands,EMEA,EUR
the-netherlands_south-holland_rotterdam,8,13906.0,141.86139865996648,141.72332548609296,141.57557744858335,-0.20147920017921095,-0.10425103771933841,-0.594237691858357,-0.2878547145426791,the-netherlands,EMEA,EUR
the-netherlands_south-holland_the-hague,8,11048.0,147.51734553494654,147.570796865459,147.41050235336712,-0.07242753805796198,-0.10862210918194393,0.15541309137159232,0.01942241297354652,the-netherlands,EMEA,EUR
turkey_marmara_istanbul,8,176986.0,4159.865061937049,4119.599506510984,4067.0653998621356,-2.2308334691919396,-1.275223636807865,-0.45698316203700573,-0.21348843319609623,turkey,EMEA,TRY
united-kingdom_england_bristol,8,36311.0,124.07509577603143,124.02618249914877,123.95681363774064,-0.0953310876376845,-0.05593082042061326,-0.05155206498467235,-0.028853765391367858,united-kingdom,EMEA,GBP
united-kingdom_england_greater-manchester,8,84331.0,115.8472165321123,115.84590534586832,115.85464099797228,0.006408842682836813,0.007540751723489336,-0.027440133119249754,0.0016475862519182982,united-kingdom,EMEA,GBP
united-kingdom_england_london,8,572867.0,165.8363407143012,165.7473946507693,165.52143619723256,-0.1898887274720762,-0.13632700170813639,-0.35677817894085306,-0.19614774331374596,united-kingdom,EMEA,GBP
united-kingdom_scotland_edinburgh,8,144407.0,222.73313117278153,222.01057974774656,220.67376695728046,-0.9245881852680271,-0.6021392277723914,-0.7302522362304109,-0.48138609791380516,united-kingdom,EMEA,GBP
united-states_ca_los-angeles,8,377706.0,276.00288243284865,275.6173211624946,275.2625593715747,-0.26823019192709907,-0.12871534685250374,-0.3322736705045015,-0.1672434455206928,united-states,NAM,USD
united-states_ca_oakland,6,20699.0,188.27493845396359,188.16834983120674,188.1560655104111,-0.06313795374393028,-0.0065283671811133814,-0.16712259773183913,-0.02155569835144977,united-states,NAM,USD
united-states_ca_pacific-grove,3,3327.0,589.369443620178,589.3800516795865,589.3509828674481,-0.0031322887417584155,-0.004932099764065612,-0.026757865897941713,-0.0463809499481771,united-states,NAM,USD
united-states_ca_san-diego,8,193512.0,334.1441116415718,333.8136869497605,333.6181829033859,-0.15739578219772232,-0.058566815567395736,-0.14854095964267344,-0.06666459024018412,united-states,NAM,USD
united-states_ca_san-francisco,8,71786.0,249.71482426260704,249.49767882516173,249.71630108934892,0.0005914053145428255,0.08762496918472973,0.08741479778215933,0.1660662010006808,united-states,NAM,USD
united-states_ca_san-mateo-county,7,38949.0,306.79571563902283,306.86910320626254,307.0562848853629,0.08493249190175689,0.06099723860910622,-0.029322945129561795,0.04566285308618134,united-states,NAM,USD
united-states_ca_santa-clara-county,8,54281.0,230.1544667904017,230.14683032685247,230.0373394005269,-0.05089077414320853,-0.047574379438586334,-0.12833329501853452,-0.03826976261558368,united-states,NAM,USD
united-states_ca_santa-cruz-county,6,29651.0,448.00495112392446,447.78397809637596,447.449239148764,-0.12404148073952292,-0.07475456112454593,-0.0923967066929876,-0.046868190721260916,united-states,NAM,USD
united-states_co_denver,6,62418.0,226.72925818918614,226.58713491532401,226.51185347175493,-0.09588736767700556,-0.033224059078740265,-0.0694078487030958,-0.02469476822001271,united-states,NAM,USD
united-states_dc_washington-dc,8,89034.0,226.41092723084682,226.36125602583326,226.38733427679315,-0.010420413158596098,0.011520633618022913,-0.024142050771291945,-0.0062252126022621646,united-states,NAM,USD
united-states_fl_broward-county,8,189325.0,245.3189504193162,244.898920416721,244.72004323253665,-0.24413408982707496,-0.07304123018589959,-0.23070086675160972,-0.07723443511773453,united-states,NAM,USD
united-states_hi_hawaii,8,306152.0,321.8723359399835,321.66245548780034,321.22460016593067,-0.20123996433591973,-0.13612260753456118,-0.1878737567765354,-0.14372392369397247,united-states,NAM,USD
united-states_il_chicago,8,129060.0,239.24334183838673,239.05993104149715,239.06766190144117,-0.07343148427688684,0.003233858518369992,-0.02572984633734121,0.011186402331175849,united-states,NAM,USD
united-states_la_new-orleans,8,86856.0,210.77819737307104,210.7213453264494,210.7484691903841,-0.01410401220688362,0.01287191095551421,-0.030004266918426392,-0.012625184029491088,united-states,NAM,USD
united-states_ma_boston,8,52481.0,316.2539295230482,316.04503705382433,316.1033614069854,-0.04760987991196952,0.018454443614990268,-0.0034563184782121503,0.05146328799341404,united-states,NAM,USD
united-states_ma_cambridge,8,16171.0,232.1673821872485,231.3921243523316,231.2834506214829,-0.38073029787306645,-0.04696518135735017,-0.19995044975877896,-0.05347994270112899,united-states,NAM,USD
united-states_mn_twin-cities-msa,6,69673.0,216.3909767199374,216.2447827669501,216.2504614413044,-0.06493583085716015,0.002626039935682556,-0.04155964178256255,0.001305113321792284,united-states,NAM,USD
united-states_mt_bozeman,3,9474.0,333.215889349629,333.12971771198136,333.14932446696224,-0.01997650316035715,0.005885621707824029,-0.03450935225192131,-0.02178913575494601,united-states,NAM,USD
united-states_nc_asheville,5,50183.0,211.69365336730002,211.65621824857223,211.68124295080008,-0.0058624414584596,0.011823277593703274,-0.08530635698020816,0.025155655042174985,united-states,NAM,USD
united-states_nj_jersey-city,8,24692.0,305.95027019002373,305.21832314229454,305.8143024056374,-0.04444113884973788,0.19526326506453806,-0.08702854401164695,-0.09744274084807492,united-states,NAM,USD
united-states_nj_newark,8,22994.0,201.19328159843013,200.9222094218184,200.78122727668088,-0.2048052094362096,-0.07016752679717131,-0.0888220456569222,-0.046558447508260326,united-states,NAM,USD
united-states_nv_clark-county-nv,8,174018.0,230.56225651037306,230.14451873041997,229.91744135664123,-0.2796707334024595,-0.0986672961108992,-0.1730949068766363,-0.07762484623088373,united-states,NAM,USD
united-states_ny_albany,5,6350.0,156.0418237922962,156.0892790784095,156.05443307086614,0.008080704431345787,-0.022324408024110287,-0.002577371914125326,0.006097570651819595,united-states,NAM,USD
united-states_ny_new-york-city,8,141154.0,244.9666758394324,244.9212677702585,244.8916919109625,-0.03060984854897919,-0.012075659890731227,0.042977835077162574,-0.01655590970396359,united-states,NAM,USD
united-states_ny_rochester,4,12276.0,173.8378469225528,173.72717618054236,173.73807429130005,-0.057394079033445955,0.006273117998745192,-0.010283396158883296,-0.0013220660182500232,united-states,NAM,USD
united-states_oh_columbus,7,49442.0,189.89639716376666,189.76209075518918,189.71834058088265,-0.09376511905618834,-0.0230552762843228,-0.07995853900978345,-0.027060146279445085,united-states,NAM,USD
united-states_or_portland,6,70978.0,176.5508585396161,176.53537030240753,176.52883513201274,-0.012474256871652933,-0.003701904260655642,-0.007831030548022255,0.0010712699510362356,united-states,NAM,USD
united-states_or_salem-or,3,4306.0,164.1659062676454,164.06932199385778,164.13845796562936,-0.016719855322022692,0.04213826870946846,-0.030979586604973353,-0.0036484007559844933,united-states,NAM,USD
united-states_ri_rhode-island,6,61775.0,343.86780408163276,343.5612392885432,343.67361214083365,-0.05647284755772031,0.032708245121937374,-0.024095551390990178,0.04996742197014292,united-states,NAM,USD
united-states_tn_nashville,8,177123.0,263.38742473688507,263.26473673197506,263.22349917853694,-0.06223742781641395,-0.015663910765273403,-0.019882693277628594,-0.006922079846416462,united-states,NAM,USD
united-states_tx_austin,8,137315.0,214.36673304268479,214.2473336709852,214.072609547391,-0.1372057553516104,-0.08155253117992922,-0.1509073264325922,-0.08285855139053,united-states,NAM,USD
united-states_tx_dallas,8,84529.0,257.43610708883983,257.2586169991507,257.0920788723397,-0.13363634976868433,-0.06473568456273338,-0.13319247075140872,-0.059951073131259136,united-states,NAM,USD
united-states_tx_fort-worth,7,28447.0,232.48847515106672,232.26177525057827,231.95927197947057,-0.22762555057934675,-0.13024238309611302,-0.13473468059096438,-0.05541152312042996,united-states,NAM,USD
united-states_wa_seattle,8,117438.0,284.8926343462296,284.8517907773138,284.81582847970844,-0.026959583106600515,-0.012624915401515668,-0.06289767322102957,-0.03346824209760069,united-states,NAM,USD
