filing_date,accession,form,owner,title,is_director,is_officer,is_10pct,txn_date,code,acq_disp,shares,price,value,ownership,post_shares,footnotes
2022-09-29,0000899243-22-032239,4,Gebbia Joseph,,1,0,1,2022-09-27,S,D,2500.0,104.7248,261812.0,D,136185.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $104.42 to $104.98. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-09-29,0000899243-22-032239,4,Gebbia Joseph,,1,0,1,2022-09-27,S,D,2600.0,105.5415,274407.9,D,133585.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $105.13 to $105.96. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-09-29,0000899243-22-032239,4,Gebbia Joseph,,1,0,1,2022-09-27,S,D,4235.0,106.4788,450937.71800000005,D,129350.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $106.04 to $106.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-09-29,0000899243-22-032239,4,Gebbia Joseph,,1,0,1,2022-09-27,S,D,2200.0,107.3577,236186.94,D,127150.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $107.06 to $107.77. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-09-29,0000899243-22-032239,4,Gebbia Joseph,,1,0,1,2022-09-27,S,D,100.0,108.17,10817.0,D,127050.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-09-29,0000899243-22-032239,4,Gebbia Joseph,,1,0,1,2022-09-27,S,D,53440.0,104.6876,5594505.3440000005,I,1696661.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $104.165 to $104.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-09-29,0000899243-22-032239,4,Gebbia Joseph,,1,0,1,2022-09-27,S,D,55950.0,105.5588,5906014.86,I,1640711.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $105.00 to $105.98. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-09-29,0000899243-22-032239,4,Gebbia Joseph,,1,0,1,2022-09-27,S,D,93554.0,106.4898,9962546.7492,I,1547157.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $106.00 to $106.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-09-29,0000899243-22-032239,4,Gebbia Joseph,,1,0,1,2022-09-27,S,D,46727.0,107.392,5018105.984,I,1500430.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $107.00 to $107.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-09-29,0000899243-22-032239,4,Gebbia Joseph,,1,0,1,2022-09-27,S,D,329.0,108.0768,35557.2672,I,1500101.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $108.00 to $108.155. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-05,0000899243-22-033030,4,BALOGH ARISTOTLE N,Chief Technology Officer,0,1,0,2022-10-03,S,D,2500.0,105.49,263725.0,D,238481.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,9157.0,105.77,968535.89,I,1490944.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $105.31 to $105.985. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,11242.0,106.4872,1197129.1024,I,1479702.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $106.00 to $106.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,21744.0,107.4959,2337390.8496000003,I,1457958.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $107.00 to $107.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,50687.0,108.4134,5495150.005799999,I,1407271.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $108.00 to $108.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,14704.0,109.3245,1607507.448,I,1392567.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $109.00 to $109.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,32504.0,110.482,3591106.928,I,1360063.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $110.00 to $110.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,37597.0,111.4338,4189576.5786,I,1322466.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $111.00 to $111.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,64060.0,112.4956,7206468.136,I,1258406.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $112.00 to $112.96. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,8305.0,113.0451,938839.5555,I,1250101.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $113.00 to $113.13. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-19,0000899243-22-033824,4,BALOGH ARISTOTLE N,Chief Technology Officer,0,1,0,2022-10-17,S,D,2500.0,112.33,280825.0,D,235981.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-10-20,0000899243-22-033883,4,JORDAN JEFFREY D,,1,0,0,2022-10-18,S,D,3000.0,120.0,360000.0,I,279646.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-10-21,0000899243-22-033990,4,Johnson Belinda J.,,1,0,0,2022-10-20,S,D,1000.0,116.35,116350.0,D,5920.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,6400.0,112.4862,719911.6799999999,D,132286.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $112.01 to $112.98. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,2900.0,113.512,329184.8,D,129386.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $113.05 to $113.93. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,1500.0,114.4945,171741.75,D,127886.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $114.10 to $114.968. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,700.0,115.1929,80635.03,D,127186.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $115.03 to $115.70. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,136.0,116.05,15782.8,D,127050.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,2200.0,111.9482,246286.04,I,1247901.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $111.93 to $111.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,139700.0,112.4984,15716026.48,I,1108201.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $112.00 to $112.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,52339.0,113.5009,5940523.6051,I,1055862.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $113.00 to $113.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,39936.0,114.4955,4572492.288000001,I,1015926.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $114.00 to $114.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,12800.0,115.239,1475059.2,I,1003126.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $115.00 to $115.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,3025.0,116.0507,351053.3675,I,1000101.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $116.05 to $116.07. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-03,0000899243-22-034921,4,BALOGH ARISTOTLE N,Chief Technology Officer,0,1,0,2022-11-01,S,D,2500.0,111.0,277500.0,D,233481.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-11-16,0000899243-22-036037,4,Gebbia Joseph,,1,0,1,2022-11-14,S,D,45257.0,105.3164,4766304.3148,I,954844.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $105.04 to $105.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-16,0000899243-22-036037,4,Gebbia Joseph,,1,0,1,2022-11-14,S,D,59753.0,106.614,6370506.342,I,895091.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $106.01 to $106.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-16,0000899243-22-036037,4,Gebbia Joseph,,1,0,1,2022-11-14,S,D,125245.0,107.5069,13464701.6905,I,769846.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $107.00 to $107.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-16,0000899243-22-036037,4,Gebbia Joseph,,1,0,1,2022-11-14,S,D,19745.0,108.2877,2138140.6365,I,750101.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $108.00 to $108.69. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-17,0000899243-22-036192,4,BALOGH ARISTOTLE N,Chief Technology Officer,0,1,0,2022-11-15,S,D,2500.0,109.11,272775.0,D,230981.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-11-21,0000899243-22-036522,4,Johnson Belinda J.,,1,0,0,2022-11-17,S,D,1000.0,101.83,101830.0,D,5920.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-11-23,0000899243-22-036965,4,POWELL CATHERINE C,Global Head of Hosting,0,1,0,2022-11-22,S,D,5054.0,93.66,473357.64,D,103370.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-11-29,0000899243-22-037147,4,BALOGH ARISTOTLE N,Chief Technology Officer,0,1,0,2022-11-25,S,D,500.0,96.97,48485.0,D,220296.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,700.0,94.9254,66447.78,D,120199.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $94.83 to $94.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,5128.0,95.2627,488507.1256,D,115071.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | 3The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $95.01 to $95.975. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,784.0,96.6417,75767.0928,D,114287.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $96.005 to $96.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,1100.0,97.2891,107018.01,D,113187.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $97.045 to $97.95. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,100.0,98.06,9806.0,D,113087.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,1000.0,94.916,94916.0,D,123722.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $94.84 to $94.97. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,7967.0,95.2672,758993.7824,D,115755.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $95.03 to $95.92. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,925.0,96.6308,89383.48999999999,D,114830.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $96.01 to $96.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,1543.0,97.3441,150201.9463,D,113287.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $97.04 to $97.94. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,200.0,98.14,19628.0,D,113087.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $98.06 to $98.22. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,21614.0,94.9209,2051620.3326,I,728487.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $94.82 to $94.9975. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,176793.0,95.2665,16842450.3345,I,551694.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $95.00 to $95.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,15912.0,96.5434,1536198.5808,I,535782.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $96.00 to $96.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
