filing_date,accession,form,owner,title,is_director,is_officer,is_10pct,txn_date,code,acq_disp,shares,price,value,ownership,post_shares,footnotes
2022-09-29,0000899243-22-032239,4,Gebbia Joseph,,1,0,1,2022-09-27,S,D,46727,107.392,5018105.984,I,1500430,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $107.00 to $107.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-09-29,0000899243-22-032239,4,Gebbia Joseph,,1,0,1,2022-09-27,S,D,329,108.0768,35557.2672,I,1500101,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $108.00 to $108.155. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-05,0000899243-22-033030,4,BALOGH ARISTOTLE N,Chief Technology Officer,0,1,0,2022-10-03,S,D,2500,105.49,263725.0,D,238481,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,9157,105.77,968535.89,I,1490944,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $105.31 to $105.985. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,11242,106.4872,1197129.1024,I,1479702,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $106.00 to $106.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,21744,107.4959,2337390.8496000003,I,1457958,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $107.00 to $107.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,50687,108.4134,5495150.005799999,I,1407271,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $108.00 to $108.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,14704,109.3245,1607507.448,I,1392567,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $109.00 to $109.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,32504,110.482,3591106.928,I,1360063,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $110.00 to $110.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,37597,111.4338,4189576.5786,I,1322466,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $111.00 to $111.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,64060,112.4956,7206468.136,I,1258406,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $112.00 to $112.96. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-14,0000899243-22-033664,4,Gebbia Joseph,,1,0,1,2022-10-13,S,D,8305,113.0451,938839.5555,I,1250101,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $113.00 to $113.13. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-19,0000899243-22-033824,4,BALOGH ARISTOTLE N,Chief Technology Officer,0,1,0,2022-10-17,S,D,2500,112.33,280825.0,D,235981,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-10-20,0000899243-22-033883,4,JORDAN JEFFREY D,,1,0,0,2022-10-18,S,D,3000,120.00,360000.0,I,279646,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-10-21,0000899243-22-033990,4,Johnson Belinda J.,,1,0,0,2022-10-20,M,A,1000,29.96,29960.0,D,6920,
2022-10-21,0000899243-22-033990,4,Johnson Belinda J.,,1,0,0,2022-10-20,S,D,1000,116.35,116350.0,D,5920,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,M,A,11636,40.18,467534.48,D,138686,
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,6400,112.4862,719911.6799999999,D,132286,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $112.01 to $112.98. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,2900,113.512,329184.8,D,129386,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $113.05 to $113.93. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,1500,114.4945,171741.75,D,127886,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $114.10 to $114.968. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,700,115.1929,80635.03,D,127186,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $115.03 to $115.70. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,136,116.05,15782.8,D,127050,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,2200,111.9482,246286.04,I,1247901,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $111.93 to $111.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,139700,112.4984,15716026.48,I,1108201,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $112.00 to $112.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,52339,113.5009,5940523.6051,I,1055862,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $113.00 to $113.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,39936,114.4955,4572492.288000001,I,1015926,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $114.00 to $114.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,12800,115.239,1475059.2,I,1003126,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $115.00 to $115.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-10-31,0000899243-22-034547,4,Gebbia Joseph,,1,0,1,2022-10-27,S,D,3025,116.0507,351053.3675,I,1000101,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $116.05 to $116.07. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-03,0000899243-22-034921,4,BALOGH ARISTOTLE N,Chief Technology Officer,0,1,0,2022-11-01,S,D,2500,111.00,277500.0,D,233481,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-11-14,0000899243-22-035705,4,Chesky Brian,CEO and Chairman,1,1,1,2022-11-04,G,D,106287,0.00,0.0,I,265494,
2022-11-14,0000899243-22-035705,4,Chesky Brian,CEO and Chairman,1,1,1,2022-11-10,F,D,50664,95.79,4853104.5600000005,D,11897277,
2022-11-16,0000899243-22-036037,4,Gebbia Joseph,,1,0,1,2022-11-14,S,D,45257,105.3164,4766304.3148,I,954844,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $105.04 to $105.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-16,0000899243-22-036037,4,Gebbia Joseph,,1,0,1,2022-11-14,S,D,59753,106.614,6370506.342,I,895091,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $106.01 to $106.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-16,0000899243-22-036037,4,Gebbia Joseph,,1,0,1,2022-11-14,S,D,125245,107.5069,13464701.6905,I,769846,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $107.00 to $107.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-16,0000899243-22-036037,4,Gebbia Joseph,,1,0,1,2022-11-14,S,D,19745,108.2877,2138140.6365,I,750101,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $108.00 to $108.69. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-17,0000899243-22-036192,4,BALOGH ARISTOTLE N,Chief Technology Officer,0,1,0,2022-11-15,S,D,2500,109.11,272775.0,D,230981,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-11-21,0000899243-22-036522,4,Johnson Belinda J.,,1,0,0,2022-11-17,M,A,1000,29.96,29960.0,D,6920,
2022-11-21,0000899243-22-036522,4,Johnson Belinda J.,,1,0,0,2022-11-17,S,D,1000,101.83,101830.0,D,5920,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-11-23,0000899243-22-036960,4,Gebbia Joseph,,1,0,1,2022-11-21,F,D,6151,95.71,588712.21,D,120899,
2022-11-23,0000899243-22-036961,4,Stephenson Dave,Chief Financial Officer,0,1,0,2022-11-21,F,D,11718,95.71,1121529.78,D,162430,
2022-11-23,0000899243-22-036962,4,BALOGH ARISTOTLE N,Chief Technology Officer,0,1,0,2022-11-21,F,D,10185,95.71,974806.35,D,220796,
2022-11-23,0000899243-22-036965,4,POWELL CATHERINE C,Global Head of Hosting,0,1,0,2022-11-21,F,D,5683,95.71,543919.9299999999,D,108424,
2022-11-23,0000899243-22-036965,4,POWELL CATHERINE C,Global Head of Hosting,0,1,0,2022-11-22,S,D,5054,93.66,473357.63999999996,D,103370,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-11-23,0000899243-22-036966,4,Bernstein David C,Chief Accounting Officer,0,1,0,2022-11-21,F,D,1782,95.71,170555.22,D,50171,
2022-11-23,0000899243-22-036968,4,Blecharczyk Nathan,Chief Strategy Officer,1,1,1,2022-11-21,F,D,10274,95.71,983324.5399999999,D,246784,
2022-11-29,0000899243-22-037147,4,BALOGH ARISTOTLE N,Chief Technology Officer,0,1,0,2022-11-25,S,D,500,96.97,48485.0,D,220296,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,700,94.9254,66447.78,D,120199,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $94.83 to $94.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,5128,95.2627,488507.12559999997,D,115071,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | 3The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $95.01 to $95.975. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,784,96.6417,75767.0928,D,114287,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $96.005 to $96.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,1100,97.2891,107018.01000000001,D,113187,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $97.045 to $97.95. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,100,98.06,9806.0,D,113087,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,M,A,11635,40.18,467494.3,D,124722,
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,1000,94.916,94916.0,D,123722,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $94.84 to $94.97. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,7967,95.2672,758993.7824,D,115755,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $95.03 to $95.92. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,925,96.6308,89383.48999999999,D,114830,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $96.01 to $96.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,1543,97.3441,150201.9463,D,113287,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $97.04 to $97.94. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2022-11-30,0000899243-22-037215,4,Gebbia Joseph,,1,0,1,2022-11-28,S,D,200,98.14,19628.0,D,113087,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $98.06 to $98.22. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
