scope,cohort,policy,statistic,markets,countries,baseline_ids,event_ids,listing_weighted_rate,equal_market_weighted_rate,min_market_rate,max_market_rate,leave_one_market_out_min,leave_one_market_out_max,max_market_baseline_weight,min_interval_days,max_interval_days,market_set
Europe,all_listings,team_flags,id_attrition,4,4,235786,61781,0.26202149406665365,0.26972640302728346,0.17664400297460958,0.3730551262235961,0.2324514991181658,0.28182391040257776,0.4108428829531864,346,350,barcelona | london | paris | rome
Europe,all_listings,team_flags,persistent_90,4,4,235786,23887,0.10130796569770895,0.13003309689872125,0.0653366400742795,0.24920144255538382,0.08804118756239139,0.12043551415226104,0.4108428829531864,346,350,barcelona | london | paris | rome
Europe,all_listings,exclude_feb_may_negatives,id_attrition,4,4,235786,61781,0.26202149406665365,0.26972640302728346,0.17664400297460958,0.3730551262235961,0.2324514991181658,0.28182391040257776,0.4108428829531864,346,350,barcelona | london | paris | rome
Europe,all_listings,exclude_feb_may_negatives,persistent_90,4,4,235786,21725,0.09213863418523577,0.11069826597086013,0.0653366400742795,0.20808861411643484,0.08173734610123119,0.10639044259515504,0.4108428829531864,346,350,barcelona | london | paris | rome
Europe,reviewed_str_homes,team_flags,id_attrition,4,4,96381,23172,0.24042082983160581,0.2115945616011634,0.13426081126382836,0.339395752318277,0.187860399358231,0.2652371111886423,0.364449424679138,346,350,barcelona | london | paris | rome
Europe,reviewed_str_homes,team_flags,persistent_90,4,4,96381,9807,0.1017524200827964,0.0991050792202335,0.07846039970392302,0.13532755010469638,0.08392241584724627,0.11510897069626969,0.364449424679138,346,350,barcelona | london | paris | rome
Europe,reviewed_str_homes,exclude_feb_may_negatives,id_attrition,4,4,96381,23172,0.24042082983160581,0.2115945616011634,0.13426081126382836,0.339395752318277,0.187860399358231,0.2652371111886423,0.364449424679138,346,350,barcelona | london | paris | rome
Europe,reviewed_str_homes,exclude_feb_may_negatives,persistent_90,4,4,96381,9139,0.09482159346759216,0.08771774152792561,0.06551077359440048,0.13532755010469638,0.07331098791123254,0.10420373847032895,0.364449424679138,346,350,barcelona | london | paris | rome
Latin America,all_listings,team_flags,id_attrition,1,1,27051,6377,0.23573989870984438,0.23573989870984438,0.23573989870984438,0.23573989870984438,,,1.0,340,340,mexico-city
Latin America,all_listings,exclude_feb_may_negatives,id_attrition,1,1,27051,6377,0.23573989870984438,0.23573989870984438,0.23573989870984438,0.23573989870984438,,,1.0,340,340,mexico-city
Latin America,reviewed_str_homes,team_flags,id_attrition,1,1,13996,2459,0.17569305515861675,0.17569305515861675,0.17569305515861675,0.17569305515861675,,,1.0,340,340,mexico-city
Latin America,reviewed_str_homes,exclude_feb_may_negatives,id_attrition,1,1,13996,2459,0.17569305515861675,0.17569305515861675,0.17569305515861675,0.17569305515861675,,,1.0,340,340,mexico-city
Asia Pacific,all_listings,team_flags,id_attrition,1,1,17730,4601,0.25950366610265085,0.25950366610265085,0.25950366610265085,0.25950366610265085,,,1.0,350,350,sydney
Asia Pacific,all_listings,team_flags,persistent_90,1,1,17730,2502,0.14111675126903553,0.14111675126903553,0.14111675126903553,0.14111675126903553,,,1.0,350,350,sydney
Asia Pacific,all_listings,exclude_feb_may_negatives,id_attrition,1,1,17730,4601,0.25950366610265085,0.25950366610265085,0.25950366610265085,0.25950366610265085,,,1.0,350,350,sydney
Asia Pacific,all_listings,exclude_feb_may_negatives,persistent_90,1,1,17730,2502,0.14111675126903553,0.14111675126903553,0.14111675126903553,0.14111675126903553,,,1.0,350,350,sydney
Asia Pacific,reviewed_str_homes,team_flags,id_attrition,1,1,10059,2464,0.24495476687543494,0.24495476687543494,0.24495476687543494,0.24495476687543494,,,1.0,350,350,sydney
Asia Pacific,reviewed_str_homes,team_flags,persistent_90,1,1,10059,1181,0.11740729694800676,0.11740729694800676,0.11740729694800676,0.11740729694800676,,,1.0,350,350,sydney
Asia Pacific,reviewed_str_homes,exclude_feb_may_negatives,id_attrition,1,1,10059,2464,0.24495476687543494,0.24495476687543494,0.24495476687543494,0.24495476687543494,,,1.0,350,350,sydney
Asia Pacific,reviewed_str_homes,exclude_feb_may_negatives,persistent_90,1,1,10059,1181,0.11740729694800676,0.11740729694800676,0.11740729694800676,0.11740729694800676,,,1.0,350,350,sydney
