market,start,complete,rows,partial,city_scrape,previous_scrape,source_url,sha256
barcelona,2026-03-21,2026-03-22,16107,False,7251,8856,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-03-21/data/listings.csv.gz,7b603588d37874d39be0f692dd33c211f87a61b5d8ae2fab75bdf5078979af12
barcelona,2026-04-20,2026-04-21,7277,True,7277,0,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-04-20/data/listings.csv.gz,855062e416e5394f23abf82c15a5c3dfc80c6484b49e52867e6eae24c035a916
barcelona,2026-05-24,2026-06-06,14399,True,7767,6632,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-05-24/data/listings.csv.gz,88560618929423b7111e482cd799472009d4f1f98dd5aceefbe002b709e70022
barcelona,2026-06-24,2026-07-03,15293,False,13035,2258,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-06-24/data/listings.csv.gz,aefc9848413a265973255a3ba6e43b650b645f9ee558a2474912e9c9d06a77fa
barcelona,2026-07-16,2026-07-19,15777,False,11453,4324,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-07-16/data/listings.csv.gz,6ac159c3c88661d02f3474346031b1e9e75231d4c05983d4a60b6cc0bf1950ab
barcelona,2026-08-23,2026-08-29,16227,False,12354,3873,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-08-23/data/listings.csv.gz,5934d6741afe7d3c0e4d82079c041fe6abf3e94fd0a19855126305cf73873ac7
chicago,2025-09-22,2025-09-24,8660,False,7878,782,https://data.insideairbnb.com/united-states/il/chicago/2025-09-22/data/listings.csv.gz,22a2718d68eba3d2e6644fb4e8e09cb465454bb1cac81b4e9be6b40b90acc345
chicago,2025-12-25,2026-01-05,8884,False,7988,896,https://data.insideairbnb.com/united-states/il/chicago/2025-12-25/data/listings.csv.gz,81770ef90c4bce7de6a80d02965b5c3756fb4b2893c4706d5ee81b17eb0782d2
chicago,2026-01-20,2026-01-20,8817,False,7972,845,https://data.insideairbnb.com/united-states/il/chicago/2026-01-20/data/listings.csv.gz,e6428d02b92ac1dc219bffd70a7a1cdac5f1394e852d4f7e8595d682691e7e78
chicago,2026-02-25,2026-02-25,7821,False,7821,0,https://data.insideairbnb.com/united-states/il/chicago/2026-02-25/data/listings.csv.gz,d4128a385bc9446be2aca48d6c65e4df48f6b9baedb219522a71d00d52fda742
chicago,2026-03-27,2026-03-27,5153,True,5153,0,https://data.insideairbnb.com/united-states/il/chicago/2026-03-27/data/listings.csv.gz,4bd1ebd0d284ea67d120c21b788b549e37c22c92c6f0c81a3b5b0e62d1fa9e69
chicago,2026-04-24,2026-04-25,5116,True,5116,0,https://data.insideairbnb.com/united-states/il/chicago/2026-04-24/data/listings.csv.gz,dd0ee5470e71eb754467c90b23c501b6f1419b083d8fd90f68916e72bfc94c98
chicago,2026-05-26,2026-06-06,8408,False,5259,3149,https://data.insideairbnb.com/united-states/il/chicago/2026-05-26/data/listings.csv.gz,6ebf3ed3f56e26b076f0990256149d9476b790a9c6ccbacb8cc06de9a470f6a7
chicago,2026-06-24,2026-07-03,8660,False,7790,870,https://data.insideairbnb.com/united-states/il/chicago/2026-06-24/data/listings.csv.gz,8f0e61e8eef19a0af6a9337cf72442375e390b32784fa4f32b4f9c14c9cc9f69
chicago,2026-07-20,2026-07-21,8698,False,7836,862,https://data.insideairbnb.com/united-states/il/chicago/2026-07-20/data/listings.csv.gz,30894ca4a27d31ef4025b10e00659c579e844c59ce82fad3752b69dae2c2f35d
chicago,2026-08-27,2026-08-30,8778,False,7945,833,https://data.insideairbnb.com/united-states/il/chicago/2026-08-27/data/listings.csv.gz,76ae8416baa9285af75de0656c73bdf66382d3f69a33879280ae5c7f4f9e0456
london,2025-09-14,2025-09-18,96871,False,62101,34770,https://data.insideairbnb.com/united-kingdom/england/london/2025-09-14/data/listings.csv.gz,6de13f7e0febbe7fef99cac582b6961551dd0644393f947fe4c1ed41cd830231
london,2025-12-13,2026-01-05,95688,False,62073,33615,https://data.insideairbnb.com/united-kingdom/england/london/2025-12-13/data/listings.csv.gz,4ce3a0c01c802bd91d31dc7e597a3136e8223d2004ca080f6606dcf9bd5cc541
london,2026-01-17,2026-01-20,61139,True,61139,0,https://data.insideairbnb.com/united-kingdom/england/london/2026-01-17/data/listings.csv.gz,ec3dd9ff9f98f7f921fe2361297500c902b1b714a2649e2c6cf06f96076a4ed7
london,2026-02-18,2026-02-21,60374,True,60374,0,https://data.insideairbnb.com/united-kingdom/england/london/2026-02-18/data/listings.csv.gz,78ea1ae958671b64f6c3cc634781697ca89357a264b1c8e58250948de69f6fd2
london,2026-03-21,2026-04-02,53639,True,53639,0,https://data.insideairbnb.com/united-kingdom/england/london/2026-03-21/data/listings.csv.gz,c4d3b2cb290d1c0eb0e82f249bae0a17600572d62836933155bd9fb6b48f8247
london,2026-04-19,2026-04-22,54538,True,54538,0,https://data.insideairbnb.com/united-kingdom/england/london/2026-04-19/data/listings.csv.gz,bf5f8f172f77fa689197bbdda697d75c37620c217d26f37460ebac699f371301
london,2026-05-24,2026-06-06,57073,True,57073,0,https://data.insideairbnb.com/united-kingdom/england/london/2026-05-24/data/listings.csv.gz,c1b1218a28c584b7b7aa7f4d04f92f017837ab9606b58357c88bdcb1c61a10b6
london,2026-06-19,2026-07-01,92638,False,61587,31051,https://data.insideairbnb.com/united-kingdom/england/london/2026-06-19/data/listings.csv.gz,f32fbf1bdd3a4fcdb58ffe901b4ac20d8614f77cd36f1e3bbd18523e6e2acabd
london,2026-07-16,2026-07-23,91965,False,61499,30466,https://data.insideairbnb.com/united-kingdom/england/london/2026-07-16/data/listings.csv.gz,83440b5e30b07b955aae811e8fd7732521554b7f435a2ba76eebe35fd535eb2e
london,2026-08-18,2026-08-30,92783,False,61695,31088,https://data.insideairbnb.com/united-kingdom/england/london/2026-08-18/data/listings.csv.gz,a86616837b1e65029afb951d0c1b828b97bb96b609efb07296d4c6fb9d644e2a
los-angeles,2025-09-01,2025-09-03,45886,False,36916,8970,https://data.insideairbnb.com/united-states/ca/los-angeles/2025-09-01/data/listings.csv.gz,ee8673930b70c6563f7ad42f90fa02595ee495bd0e9c2a6186ad310442cab024
los-angeles,2025-12-04,2025-12-11,45585,False,36395,9190,https://data.insideairbnb.com/united-states/ca/los-angeles/2025-12-04/data/listings.csv.gz,3aedc602b42fb98932eac379dae13d2ac2992ee705667ff456be9bef69c0e60d
los-angeles,2026-01-15,2026-01-23,45893,False,36688,9205,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-01-15/data/listings.csv.gz,607bfa3012000f12fe506e7c064ec62c624f4bbc3bd18f43a6204ca7ce529d6a
los-angeles,2026-02-13,2026-02-15,45906,False,36208,9698,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-02-13/data/listings.csv.gz,16ace2b16650645e2cccf6564e920717ceb796e4bc2c7b727e449c20597acedf
los-angeles,2026-03-16,2026-03-18,46088,False,35809,10279,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-03-16/data/listings.csv.gz,ffdef08afe58b62e57cffb9da0f1daa97bf76e223fe98ce9e2022dd330976fc6
los-angeles,2026-04-14,2026-04-16,45295,False,17890,27405,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-04-14/data/listings.csv.gz,bd870f5b5e82c868b2bb3e89078a2c59cf862d3c33c15d933d7c172d3a60c250
los-angeles,2026-05-23,2026-06-05,41946,False,19264,22682,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-05-23/data/listings.csv.gz,e8f30029f58afbad67108842df93475c7cdb7cdf3dc5cfab6cc9d23425f78bbe
los-angeles,2026-06-15,2026-06-23,43751,False,37691,6060,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-06-15/data/listings.csv.gz,ebc99e8a5ff2f60cbd91323571c2bdf1f8c2c74fe3ac9669d7c9a24d2294dec5
los-angeles,2026-07-12,2026-07-14,43805,False,37795,6010,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-07-12/data/listings.csv.gz,0439bed591a50d40230dfb1b73a09172eb5822bfa45e210d080d078da3a29154
los-angeles,2026-08-10,2026-08-21,43735,False,37622,6113,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-08-10/data/listings.csv.gz,2414dcd366ab2e197e4bf7660fa27ffbe95de645201b89cb3a0bd9f6a995081d
mexico-city,2025-09-27,2025-09-28,27051,False,23567,3484,https://data.insideairbnb.com/mexico/df/mexico-city/2025-09-27/data/listings.csv.gz,af74baa1264a4bb54ad674fc0becc45180afbc4a0ab6e56028ff62941565f78f
mexico-city,2025-12-29,2026-01-05,23242,True,23242,0,https://data.insideairbnb.com/mexico/df/mexico-city/2025-12-29/data/listings.csv.gz,b85b50db405e17f82fdf78a2a15a794c9558962f14fc5602254983f47f9e8935
mexico-city,2026-01-25,2026-01-26,23783,True,23783,0,https://data.insideairbnb.com/mexico/df/mexico-city/2026-01-25/data/listings.csv.gz,642dae648a728756f298e6882fb09e0eed428bf5a8e4efd8cadcc782eb41bf1c
mexico-city,2026-02-26,2026-02-28,24045,True,24045,0,https://data.insideairbnb.com/mexico/df/mexico-city/2026-02-26/data/listings.csv.gz,96318ec7aeb894be103f4cf9de9763daf205d10f6c9ba428222467544f39b71a
mexico-city,2026-03-30,2026-04-03,22770,True,22770,0,https://data.insideairbnb.com/mexico/df/mexico-city/2026-03-30/data/listings.csv.gz,7fbee068b020fb2597952fd1a0a06a884ec06b8846979b15a1deacffcd46d1be
mexico-city,2026-04-29,2026-05-01,23597,True,23597,0,https://data.insideairbnb.com/mexico/df/mexico-city/2026-04-29/data/listings.csv.gz,a552472e7f1920b3e50cb46159632b5aa441404a2f1d422c5e7ee21fb703e722
mexico-city,2026-05-29,2026-06-06,27493,False,27493,0,https://data.insideairbnb.com/mexico/df/mexico-city/2026-05-29/data/listings.csv.gz,f4748878f8a0c97a4847038fac7594168ac1264bc5035086dd57fa1841d786d7
mexico-city,2026-06-15,2026-07-06,31430,False,29519,1911,https://data.insideairbnb.com/mexico/df/mexico-city/2026-06-15/data/listings.csv.gz,bbe24eee4a96cb41a157e8b3eed9420225ec9fb94137233d9c2f4ce6d64eebfe
mexico-city,2026-07-14,2026-07-15,31244,False,29213,2031,https://data.insideairbnb.com/mexico/df/mexico-city/2026-07-14/data/listings.csv.gz,2f974b26f61b3709075b2347f02c1fe2404e5c84dc25a43344a34d4e43b80f25
mexico-city,2026-08-30,2026-09-03,30621,False,28505,2116,https://data.insideairbnb.com/mexico/df/mexico-city/2026-08-30/data/listings.csv.gz,0fa8a7daf6a512d2aefd30005b098333171cf82e5f266f5f79ffa9fc7f896413
nashville,2025-09-23,2025-09-24,9443,False,6643,2800,https://data.insideairbnb.com/united-states/tn/nashville/2025-09-23/data/listings.csv.gz,ee4b83816a465be3df5b645ca510c38aba3ad9bab17e275c3377488a54c07e32
nashville,2025-12-27,2026-01-05,6594,True,6594,0,https://data.insideairbnb.com/united-states/tn/nashville/2025-12-27/data/listings.csv.gz,c87fb838e3055c70d52f9efbcd150950045862e1ba4fe402225c375912e7a3ba
nashville,2026-01-22,2026-01-22,6647,True,6647,0,https://data.insideairbnb.com/united-states/tn/nashville/2026-01-22/data/listings.csv.gz,cf0fe0392960e5a4f54c5907a720347669dba576a47043729b9323e886f4dc30
nashville,2026-02-25,2026-02-26,6629,True,6629,0,https://data.insideairbnb.com/united-states/tn/nashville/2026-02-25/data/listings.csv.gz,888f3a1642c541b4e19ffc323d3410f26c3200f633e5a75c49f921018c66bf0f
nashville,2026-03-28,2026-03-28,6030,True,6030,0,https://data.insideairbnb.com/united-states/tn/nashville/2026-03-28/data/listings.csv.gz,4189ce486735d65c5b7db2d96532438baf923bb8324e39774972d0c72cc5424a
nashville,2026-04-25,2026-04-26,5997,True,5997,0,https://data.insideairbnb.com/united-states/tn/nashville/2026-04-25/data/listings.csv.gz,e31aa2992ee98f66133bc9a716b8c6e859d0becf1552538ef0ce71344f38b981
nashville,2026-05-26,2026-06-06,8101,True,8101,0,https://data.insideairbnb.com/united-states/tn/nashville/2026-05-26/data/listings.csv.gz,94f457d973a7efc379f1c0a379cb1e82af9bf545186ea7af036fc6414466faa8
nashville,2026-06-26,2026-07-03,10242,False,9497,745,https://data.insideairbnb.com/united-states/tn/nashville/2026-06-26/data/listings.csv.gz,3371fda770bae5e262218535c2db2393bf2b757e488cc6b0b4de07d797a169e4
nashville,2026-07-21,2026-07-21,10173,False,9363,810,https://data.insideairbnb.com/united-states/tn/nashville/2026-07-21/data/listings.csv.gz,e47cc97c8c3fe65c433733d1ef1a753a96d17db6ee7e2347f4b5a303198b2480
nashville,2026-08-27,2026-08-30,10164,False,9398,766,https://data.insideairbnb.com/united-states/tn/nashville/2026-08-27/data/listings.csv.gz,0b8ad07386181b3133231a07832d52988acd9dc3786354ddff3994c5737ca781
new-orleans,2025-09-11,2025-09-11,7444,False,6254,1190,https://data.insideairbnb.com/united-states/la/new-orleans/2025-09-11/data/listings.csv.gz,c3fb728312a94f5de58127cc1490d1018a805d547e7d6239a74b363f1e25cf4f
new-orleans,2025-12-12,2025-12-12,7278,False,6181,1097,https://data.insideairbnb.com/united-states/la/new-orleans/2025-12-12/data/listings.csv.gz,8f0e61479b87db7544c83fb89fb49b5a63e3700b0c7967f4c0b658f369e8e069
new-orleans,2026-01-16,2026-01-16,6160,False,6160,0,https://data.insideairbnb.com/united-states/la/new-orleans/2026-01-16/data/listings.csv.gz,a447e9b1993c2b6e4ec860fa2ed82bd0ef2239f4d732ac79eb52586d4d53d06b
new-orleans,2026-02-17,2026-02-17,6493,False,6151,342,https://data.insideairbnb.com/united-states/la/new-orleans/2026-02-17/data/listings.csv.gz,11306f5bc75d6b460ee9be22af6bbe9341902b493a726b032bbf11b2e5f706b3
new-orleans,2026-03-19,2026-03-19,6218,False,3583,2635,https://data.insideairbnb.com/united-states/la/new-orleans/2026-03-19/data/listings.csv.gz,d2f5201b7396f2284e1ade18d427e24e8e71025d1f8b9a67ab821fd8795764ef
new-orleans,2026-04-18,2026-04-18,3769,True,3769,0,https://data.insideairbnb.com/united-states/la/new-orleans/2026-04-18/data/listings.csv.gz,50ab39c948ac6fa6094a1171bb34243b9d6ea6d2ed91db052e515dec5961b397
new-orleans,2026-05-23,2026-06-03,6314,False,4063,2251,https://data.insideairbnb.com/united-states/la/new-orleans/2026-05-23/data/listings.csv.gz,f959ced89184f36884259902ac196158edfdee7574e3a629ddefc9f4395ac313
new-orleans,2026-06-16,2026-06-25,7189,False,6333,856,https://data.insideairbnb.com/united-states/la/new-orleans/2026-06-16/data/listings.csv.gz,b608bedbebd1ba444c4296570de19e7e7cf50fbc90130d57e279177af5422b56
new-orleans,2026-07-15,2026-07-15,7205,False,6351,854,https://data.insideairbnb.com/united-states/la/new-orleans/2026-07-15/data/listings.csv.gz,343806c4c9d9b2a2ee318d682ac0ba07ebcf654731bba4b4992bd9dc4e0d75ce
new-orleans,2026-08-15,2026-08-27,7303,False,6387,916,https://data.insideairbnb.com/united-states/la/new-orleans/2026-08-15/data/listings.csv.gz,c029e69b94867586d4816402324bf38c67c2eb1ab3dd3e95a3663c384a213c0a
new-york-city,2025-10-01,2025-10-02,36111,False,21707,14404,https://data.insideairbnb.com/united-states/ny/new-york-city/2025-10-01/data/listings.csv.gz,a50efc7b11ef0a0786e38787ae2d4f47af1009943a1049503b676cc4b770fcbd
new-york-city,2025-12-04,2025-12-11,36261,False,21463,14798,https://data.insideairbnb.com/united-states/ny/new-york-city/2025-12-04/data/listings.csv.gz,bc9d89511d5b67ea5ba3caf5c4580af7857712679dbe72130e635c738610f835
new-york-city,2026-01-15,2026-01-16,36282,False,21839,14443,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-01-15/data/listings.csv.gz,3ed2484fa1667c65391bff2c4c5e9b955762f91b49ef2d00286f7b9bab91347a
new-york-city,2026-02-13,2026-02-14,36445,False,21801,14644,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-02-13/data/listings.csv.gz,b86faa9af72c2a99aa7d2af1388d8e8a8d13c401039202b333e6d0f6d26f9961
new-york-city,2026-03-16,2026-03-17,35979,False,20935,15044,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-03-16/data/listings.csv.gz,13b4f036bff80bcf6df26d732b3f96059827022110e09bdb6696ac3c6581baad
new-york-city,2026-04-14,2026-04-16,35036,False,3799,31237,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-04-14/data/listings.csv.gz,a20762611b049730f870551d4a6361083a05b848fdcccaaeea5d28f549711801
new-york-city,2026-05-14,2026-05-15,28994,True,4486,24508,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-05-14/data/listings.csv.gz,d86d63ebbb738e3625d9778da76002d4a184e18c82844a5b4ac95e66617fde06
new-york-city,2026-06-08,2026-06-09,4506,True,4506,0,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-06-08/data/listings.csv.gz,5797fad3bd20d868bf536fc6d3c8c8ffe0e10371cde699a532d7378ffdaf3144
new-york-city,2026-06-14,2026-06-23,30259,False,21461,8798,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-06-14/data/listings.csv.gz,10eb56b21ec71a838b30ef47b836f3d375269baeed5ff9e5c35ff3c6a98d3ca7
new-york-city,2026-07-12,2026-07-13,30096,False,21357,8739,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-07-12/data/listings.csv.gz,91951b8051b9f5a89984c6001c9e0108ca3d58d8a7d18793bbf909058ef37834
new-york-city,2026-08-10,2026-08-21,30234,False,21318,8916,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-08-10/data/listings.csv.gz,327fd97a1daca2cb2f7a62d03509f1ea837b77fcb0b4cd606791c199eb0389d3
paris,2025-09-12,2025-09-15,81853,False,0,81853,https://data.insideairbnb.com/france/ile-de-france/paris/2025-09-12/data/listings.csv.gz,b98d554eb4d06bf2d598c14b74bd2d5cd92efb5e721eadd85a5640ac1a78d533
paris,2025-12-13,2026-01-05,82045,False,51108,30937,https://data.insideairbnb.com/france/ile-de-france/paris/2025-12-13/data/listings.csv.gz,68dc18495ecb3418a237b01d33eb040adcff567d81615c998e005df1288de887
paris,2026-01-17,2026-01-20,50705,True,50705,0,https://data.insideairbnb.com/france/ile-de-france/paris/2026-01-17/data/listings.csv.gz,456b79f5daae4c66c346882c41311f8eebf3b77a22f9ba4d338a9f536b638262
paris,2026-02-18,2026-02-21,50954,True,50954,0,https://data.insideairbnb.com/france/ile-de-france/paris/2026-02-18/data/listings.csv.gz,77c952719c9b93cbfa9094971e043b082e2370623f5a9e08a996dd9195063e81
paris,2026-03-21,2026-04-02,38075,True,38075,0,https://data.insideairbnb.com/france/ile-de-france/paris/2026-03-21/data/listings.csv.gz,330b06ac7ee9f7d490ec31d972b349bc504470139fe4d958af4369ff72e3a9a9
paris,2026-04-19,2026-04-22,39191,True,39191,0,https://data.insideairbnb.com/france/ile-de-france/paris/2026-04-19/data/listings.csv.gz,564fcf9c36a9b51b892a4c65ac0f201883f9fc38b824c1c48d5e8a3f9424d21f
paris,2026-05-23,2026-06-06,39793,True,39793,0,https://data.insideairbnb.com/france/ile-de-france/paris/2026-05-23/data/listings.csv.gz,d9433350b807289f68cedaba2dfee687a61278db139dac87d8be2177bfa575a1
paris,2026-06-16,2026-06-29,77679,False,48140,29539,https://data.insideairbnb.com/france/ile-de-france/paris/2026-06-16/data/listings.csv.gz,4482b7f73788a3623c3b9da34f6046a0b6b0ef5cc1be93bc9e38afe29cd75a90
paris,2026-07-15,2026-07-22,78071,False,49249,28822,https://data.insideairbnb.com/france/ile-de-france/paris/2026-07-15/data/listings.csv.gz,720e6eb36f8c167418d973751e43a6bb5cf43893b8088fbc428ae21d6400e5ee
paris,2026-08-15,2026-08-29,78504,False,47738,30766,https://data.insideairbnb.com/france/ile-de-france/paris/2026-08-15/data/listings.csv.gz,5a06b32e4776e705876ef09971acd2085f64e68de4fe10f04aecc8efd0a8281b
rome,2025-09-14,2025-09-15,37652,False,33668,3984,https://data.insideairbnb.com/italy/lazio/rome/2025-09-14/data/listings.csv.gz,9757b333ba13f7185a386dc02ec72c492437129561f40c53880f0cda0298f8ea
rome,2025-12-16,2026-01-05,37162,False,33040,4122,https://data.insideairbnb.com/italy/lazio/rome/2025-12-16/data/listings.csv.gz,a2f4323e70fe02f0c21e80da6c99a567b0ba4fe892277bc0b20a8d06c02a658e
rome,2026-01-18,2026-01-19,37328,False,32960,4368,https://data.insideairbnb.com/italy/lazio/rome/2026-01-18/data/listings.csv.gz,eb1e33628c0943d4d42f83ded597e0479b2eac013d440c13f9e942fd396f569d
rome,2026-02-18,2026-02-20,32824,False,32824,0,https://data.insideairbnb.com/italy/lazio/rome/2026-02-18/data/listings.csv.gz,4057289af8bb0bb7539efec4ca52a9c181a7f588b17606ecd1335e851cfd76ad
rome,2026-03-24,2026-04-06,30063,True,30063,0,https://data.insideairbnb.com/italy/lazio/rome/2026-03-24/data/listings.csv.gz,41543bd1e904b8bb1aa4fa4b0c3f81d999cac3b46391ac55fbadc7006866a1d6
rome,2026-04-20,2026-04-23,29644,True,29644,0,https://data.insideairbnb.com/italy/lazio/rome/2026-04-20/data/listings.csv.gz,7b05a3986e3159cc92a7e66892877fc6037a87b42cab3bc7f5dd3143ff1ade67
rome,2026-05-25,2026-06-06,36663,False,31046,5617,https://data.insideairbnb.com/italy/lazio/rome/2026-05-25/data/listings.csv.gz,55792d8cd308455ea6b47e5edae13767533b48fdbe234c91ae557aa34a3abe95
rome,2026-06-20,2026-07-07,37084,False,33612,3472,https://data.insideairbnb.com/italy/lazio/rome/2026-06-20/data/listings.csv.gz,f44dafb940763f53e8ce47072e963f1b28e3f9b69f4cea14f3077a6c9d84b63e
rome,2026-07-18,2026-07-21,37151,False,33489,3662,https://data.insideairbnb.com/italy/lazio/rome/2026-07-18/data/listings.csv.gz,eb4b255a0b100a01d2c77d16993ba3d1fe3f03718cb82321b2fdac9637bce849
rome,2026-08-25,2026-08-31,37483,False,33405,4078,https://data.insideairbnb.com/italy/lazio/rome/2026-08-25/data/listings.csv.gz,d27723c05e4baa34dbd44f8d24e4bb0591703623d817573b09838580c01f01bc
san-diego,2025-09-25,2025-09-25,13162,False,11414,1748,https://data.insideairbnb.com/united-states/ca/san-diego/2025-09-25/data/listings.csv.gz,a95bcdd468102c1771fddfe88bc2c724187c8360b881b31005e51f74b33861f4
san-diego,2025-12-11,2025-12-12,13164,False,11714,1450,https://data.insideairbnb.com/united-states/ca/san-diego/2025-12-11/data/listings.csv.gz,bdeab0c683dcd9f77373712c752b2f8ce2d13e823c7d5fb8e530c07ab87f2e8a
san-diego,2025-12-22,2026-01-05,13076,False,11476,1600,https://data.insideairbnb.com/united-states/ca/san-diego/2025-12-22/data/listings.csv.gz,975b04ab0f78b74cfad09bbd21eef395958f40f085490e89ba0c1266abfa3465
san-diego,2026-01-23,2026-01-23,13095,False,11611,1484,https://data.insideairbnb.com/united-states/ca/san-diego/2026-01-23/data/listings.csv.gz,cd803ee6746d365e0cb6c6670a7efc1c5c24e8e4448fa562889666cf6b535086
san-diego,2026-02-25,2026-02-26,11427,False,11427,0,https://data.insideairbnb.com/united-states/ca/san-diego/2026-02-25/data/listings.csv.gz,6d4cd41f46001bbf92838d09709d8e78d7f5d8960a5de0ac191417135e2f65f8
san-diego,2026-03-29,2026-03-29,11765,False,7854,3911,https://data.insideairbnb.com/united-states/ca/san-diego/2026-03-29/data/listings.csv.gz,26b97c9ba319e9b9a1b54260c796dc238787cddcd021a2946a64a477ad7d5b5d
san-diego,2026-04-26,2026-04-26,11673,False,7955,3718,https://data.insideairbnb.com/united-states/ca/san-diego/2026-04-26/data/listings.csv.gz,9299727d4a6b4e9e4f8a700c1e65f4d20bd5009f38ec9787611fb050778d6495
san-diego,2026-05-27,2026-06-06,11802,False,8366,3436,https://data.insideairbnb.com/united-states/ca/san-diego/2026-05-27/data/listings.csv.gz,60757f9b2876a42160ff17df2995568c69265c8ef58625c222f58a4acb1cbd1a
san-diego,2026-06-27,2026-07-02,13225,False,11905,1320,https://data.insideairbnb.com/united-states/ca/san-diego/2026-06-27/data/listings.csv.gz,de360747802aa61a094e20e74f3e4f4e15c94f365a33c3acfb8ab106c89bb414
san-diego,2026-07-21,2026-07-23,13192,False,11828,1364,https://data.insideairbnb.com/united-states/ca/san-diego/2026-07-21/data/listings.csv.gz,9b79c46dc518ce01060005cbb99f3f1b9f0fc0e49fa089154ffb890a8d2fc40d
