check,passed,max_abs_error
flight-train:2025Q2:2024Q3:xy,True,8.326672684688674e-17
flight-train:2025Q2:2024Q4:vintage,True,0.0
flight-train:2025Q2:2024Q4:outcome,True,0.0
flight-train:2025Q2:2024Q4:xy,True,2.0816681711721685e-17
flight-train:2025Q3:2022Q4:vintage,True,0.0
flight-train:2025Q3:2022Q4:outcome,True,0.0
flight-train:2025Q3:2022Q4:xy,True,9.71445146547012e-17
flight-train:2025Q3:2023Q1:vintage,True,0.0
flight-train:2025Q3:2023Q1:outcome,True,0.0
flight-train:2025Q3:2023Q1:xy,True,5.898059818321144e-17
flight-train:2025Q3:2023Q2:vintage,True,0.0
flight-train:2025Q3:2023Q2:outcome,True,0.0
flight-train:2025Q3:2023Q2:xy,True,0.0
flight-train:2025Q3:2023Q3:vintage,True,0.0
flight-train:2025Q3:2023Q3:outcome,True,0.0
flight-train:2025Q3:2023Q3:xy,True,4.163336342344337e-17
flight-train:2025Q3:2023Q4:vintage,True,0.0
flight-train:2025Q3:2023Q4:outcome,True,0.0
flight-train:2025Q3:2023Q4:xy,True,8.673617379884035e-17
flight-train:2025Q3:2024Q1:vintage,True,0.0
flight-train:2025Q3:2024Q1:outcome,True,0.0
flight-train:2025Q3:2024Q1:xy,True,9.367506770274758e-17
flight-train:2025Q3:2024Q2:vintage,True,0.0
flight-train:2025Q3:2024Q2:outcome,True,0.0
flight-train:2025Q3:2024Q2:xy,True,9.367506770274758e-17
flight-train:2025Q3:2024Q3:vintage,True,0.0
flight-train:2025Q3:2024Q3:outcome,True,0.0
flight-train:2025Q3:2024Q3:xy,True,8.326672684688674e-17
flight-train:2025Q3:2024Q4:vintage,True,0.0
flight-train:2025Q3:2024Q4:outcome,True,0.0
flight-train:2025Q3:2024Q4:xy,True,2.0816681711721685e-17
flight-train:2025Q3:2025Q1:vintage,True,0.0
flight-train:2025Q3:2025Q1:outcome,True,0.0
flight-train:2025Q3:2025Q1:xy,True,8.326672684688674e-17
flight-train:2025Q4:2022Q4:vintage,True,0.0
flight-train:2025Q4:2022Q4:outcome,True,0.0
flight-train:2025Q4:2022Q4:xy,True,9.71445146547012e-17
flight-train:2025Q4:2023Q1:vintage,True,0.0
flight-train:2025Q4:2023Q1:outcome,True,0.0
flight-train:2025Q4:2023Q1:xy,True,5.898059818321144e-17
flight-train:2025Q4:2023Q2:vintage,True,0.0
flight-train:2025Q4:2023Q2:outcome,True,0.0
flight-train:2025Q4:2023Q2:xy,True,0.0
flight-train:2025Q4:2023Q3:vintage,True,0.0
flight-train:2025Q4:2023Q3:outcome,True,0.0
flight-train:2025Q4:2023Q3:xy,True,4.163336342344337e-17
flight-train:2025Q4:2023Q4:vintage,True,0.0
flight-train:2025Q4:2023Q4:outcome,True,0.0
flight-train:2025Q4:2023Q4:xy,True,8.673617379884035e-17
flight-train:2025Q4:2024Q1:vintage,True,0.0
flight-train:2025Q4:2024Q1:outcome,True,0.0
flight-train:2025Q4:2024Q1:xy,True,9.367506770274758e-17
flight-train:2025Q4:2024Q2:vintage,True,0.0
flight-train:2025Q4:2024Q2:outcome,True,0.0
flight-train:2025Q4:2024Q2:xy,True,9.367506770274758e-17
flight-train:2025Q4:2024Q3:vintage,True,0.0
flight-train:2025Q4:2024Q3:outcome,True,0.0
flight-train:2025Q4:2024Q3:xy,True,8.326672684688674e-17
flight-train:2025Q4:2024Q4:vintage,True,0.0
flight-train:2025Q4:2024Q4:outcome,True,0.0
flight-train:2025Q4:2024Q4:xy,True,2.0816681711721685e-17
flight-train:2025Q4:2025Q1:vintage,True,0.0
flight-train:2025Q4:2025Q1:outcome,True,0.0
flight-train:2025Q4:2025Q1:xy,True,8.326672684688674e-17
flight-train:2025Q4:2025Q2:vintage,True,0.0
flight-train:2025Q4:2025Q2:outcome,True,0.0
flight-train:2025Q4:2025Q2:xy,True,5.551115123125783e-17
flight-train:2026Q1:2022Q4:vintage,True,0.0
flight-train:2026Q1:2022Q4:outcome,True,0.0
flight-train:2026Q1:2022Q4:xy,True,9.71445146547012e-17
flight-train:2026Q1:2023Q1:vintage,True,0.0
flight-train:2026Q1:2023Q1:outcome,True,0.0
flight-train:2026Q1:2023Q1:xy,True,5.898059818321144e-17
flight-train:2026Q1:2023Q2:vintage,True,0.0
flight-train:2026Q1:2023Q2:outcome,True,0.0
flight-train:2026Q1:2023Q2:xy,True,0.0
flight-train:2026Q1:2023Q3:vintage,True,0.0
flight-train:2026Q1:2023Q3:outcome,True,0.0
flight-train:2026Q1:2023Q3:xy,True,4.163336342344337e-17
flight-train:2026Q1:2023Q4:vintage,True,0.0
flight-train:2026Q1:2023Q4:outcome,True,0.0
flight-train:2026Q1:2023Q4:xy,True,8.673617379884035e-17
flight-train:2026Q1:2024Q1:vintage,True,0.0
flight-train:2026Q1:2024Q1:outcome,True,0.0
flight-train:2026Q1:2024Q1:xy,True,9.367506770274758e-17
flight-train:2026Q1:2024Q2:vintage,True,0.0
flight-train:2026Q1:2024Q2:outcome,True,0.0
flight-train:2026Q1:2024Q2:xy,True,9.367506770274758e-17
flight-train:2026Q1:2024Q3:vintage,True,0.0
flight-train:2026Q1:2024Q3:outcome,True,0.0
flight-train:2026Q1:2024Q3:xy,True,8.326672684688674e-17
flight-train:2026Q1:2024Q4:vintage,True,0.0
flight-train:2026Q1:2024Q4:outcome,True,0.0
flight-train:2026Q1:2024Q4:xy,True,2.0816681711721685e-17
flight-train:2026Q1:2025Q1:vintage,True,0.0
flight-train:2026Q1:2025Q1:outcome,True,0.0
flight-train:2026Q1:2025Q1:xy,True,8.326672684688674e-17
flight-train:2026Q1:2025Q2:vintage,True,0.0
flight-train:2026Q1:2025Q2:outcome,True,0.0
flight-train:2026Q1:2025Q2:xy,True,5.551115123125783e-17
flight-train:2026Q1:2025Q3:vintage,True,0.0
flight-train:2026Q1:2025Q3:outcome,True,0.0
flight-train:2026Q1:2025Q3:xy,True,3.8163916471489756e-17
flight-train:2026Q2:2022Q4:vintage,True,0.0
flight-train:2026Q2:2022Q4:outcome,True,0.0
flight-train:2026Q2:2022Q4:xy,True,9.71445146547012e-17
flight-train:2026Q2:2023Q1:vintage,True,0.0
flight-train:2026Q2:2023Q1:outcome,True,0.0
flight-train:2026Q2:2023Q1:xy,True,5.898059818321144e-17
flight-train:2026Q2:2023Q2:vintage,True,0.0
flight-train:2026Q2:2023Q2:outcome,True,0.0
flight-train:2026Q2:2023Q2:xy,True,0.0
flight-train:2026Q2:2023Q3:vintage,True,0.0
flight-train:2026Q2:2023Q3:outcome,True,0.0
flight-train:2026Q2:2023Q3:xy,True,4.163336342344337e-17
flight-train:2026Q2:2023Q4:vintage,True,0.0
flight-train:2026Q2:2023Q4:outcome,True,0.0
flight-train:2026Q2:2023Q4:xy,True,8.673617379884035e-17
flight-train:2026Q2:2024Q1:vintage,True,0.0
flight-train:2026Q2:2024Q1:outcome,True,0.0
flight-train:2026Q2:2024Q1:xy,True,9.367506770274758e-17
flight-train:2026Q2:2024Q2:vintage,True,0.0
flight-train:2026Q2:2024Q2:outcome,True,0.0
flight-train:2026Q2:2024Q2:xy,True,9.367506770274758e-17
flight-train:2026Q2:2024Q3:vintage,True,0.0
flight-train:2026Q2:2024Q3:outcome,True,0.0
flight-train:2026Q2:2024Q3:xy,True,8.326672684688674e-17
flight-train:2026Q2:2024Q4:vintage,True,0.0
flight-train:2026Q2:2024Q4:outcome,True,0.0
flight-train:2026Q2:2024Q4:xy,True,2.0816681711721685e-17
flight-train:2026Q2:2025Q1:vintage,True,0.0
flight-train:2026Q2:2025Q1:outcome,True,0.0
flight-train:2026Q2:2025Q1:xy,True,8.326672684688674e-17
flight-train:2026Q2:2025Q2:vintage,True,0.0
flight-train:2026Q2:2025Q2:outcome,True,0.0
flight-train:2026Q2:2025Q2:xy,True,5.551115123125783e-17
flight-train:2026Q2:2025Q3:vintage,True,0.0
flight-train:2026Q2:2025Q3:outcome,True,0.0
flight-train:2026Q2:2025Q3:xy,True,3.8163916471489756e-17
flight-train:2026Q2:2025Q4:vintage,True,0.0
flight-train:2026Q2:2025Q4:outcome,True,0.0
flight-train:2026Q2:2025Q4:xy,True,6.245004513516506e-17
flight-predict:2024Q3,True,4.547473508864641e-13
flight-predict:2024Q3:eligibility,True,0.0
flight-predict:2024Q4,True,5.551115123125783e-16
flight-predict:2024Q4:eligibility,True,0.0
flight-predict:2025Q1,True,1.7763568394002505e-15
flight-predict:2025Q1:eligibility,True,0.0
flight-predict:2025Q2,True,3.552713678800501e-15
flight-predict:2025Q2:eligibility,True,0.0
flight-predict:2025Q3,True,9.094947017729282e-13
flight-predict:2025Q3:eligibility,True,0.0
flight-predict:2025Q4,True,3.552713678800501e-15
flight-predict:2025Q4:eligibility,True,0.0
flight-predict:2026Q1,True,3.552713678800501e-15
flight-predict:2026Q1:eligibility,True,0.0
flight-predict:2026Q2,True,4.547473508864641e-13
flight-predict:2026Q2:eligibility,True,0.0
flight-score:W1:candidate,True,2.1316282072803006e-13
flight-score:W1:flight_baseline,True,8.526512829121202e-14
flight-score:W1:noflight_candidate,True,1.4210854715202004e-14
flight-score:W1:noflight_baseline,True,2.842170943040401e-14
flight-score:W2:candidate,True,2.1316282072803006e-13
flight-score:W2:flight_baseline,True,8.526512829121202e-14
flight-score:W2:noflight_candidate,True,1.4210854715202004e-14
flight-score:W2:noflight_baseline,True,2.842170943040401e-14
flight-nested-windows-same-sample,True,0.0
conditional-future-inputs:W1:2026Q3:revenue,True,1.8189894035458565e-12
conditional-future-inputs:W1:2026Q3:guide,True,9.094947017729282e-13
conditional-future-inputs:W1:2026Q3:date,True,0.0
Q3-already-issued:W1,True,0.0
conditional-future-inputs:W1:2026Q4:revenue,True,9.094947017729282e-13
conditional-future-inputs:W1:2026Q4:guide,True,9.094947017729282e-13
conditional-future-inputs:W1:2026Q4:date,True,0.0
conditional-future-inputs:W1:2027Q1:revenue,True,9.094947017729282e-13
conditional-future-inputs:W1:2027Q1:guide,True,1.3642420526593924e-12
conditional-future-inputs:W1:2027Q1:date,True,0.0
conditional-future-inputs:W1:2027Q2:revenue,True,9.094947017729282e-13
conditional-future-inputs:W1:2027Q2:guide,True,1.3642420526593924e-12
conditional-future-inputs:W1:2027Q2:date,True,0.0
conditional-future-inputs:W2:2026Q3:revenue,True,9.094947017729282e-13
conditional-future-inputs:W2:2026Q3:guide,True,9.094947017729282e-13
conditional-future-inputs:W2:2026Q3:date,True,0.0
Q3-already-issued:W2,True,0.0
conditional-future-inputs:W2:2026Q4:revenue,True,9.094947017729282e-13
conditional-future-inputs:W2:2026Q4:guide,True,9.094947017729282e-13
conditional-future-inputs:W2:2026Q4:date,True,0.0
conditional-future-inputs:W2:2027Q1:revenue,True,9.094947017729282e-13
conditional-future-inputs:W2:2027Q1:guide,True,9.094947017729282e-13
conditional-future-inputs:W2:2027Q1:date,True,0.0
conditional-future-inputs:W2:2027Q2:revenue,True,9.094947017729282e-13
conditional-future-inputs:W2:2027Q2:guide,True,1.3642420526593924e-12
conditional-future-inputs:W2:2027Q2:date,True,0.0
