feature,target,quarter,vintage_date,point,slope,intercept,n_train,actual,error,feature_value,feature_quarter,knowable_from,last_training_date,n_params,interval_error,target_basis
gbv_momentum,R_musd,2025Q2,2025-05-01,1061.579899930143,-3.085754072240777,1103.3868905863085,12,1165.8745969251488,-104.29469699500578,13.548387096774196,2024Q4,2025-02-13,2025-02-13,2,,full_sample_target_diagnostic
gbv_momentum,R_musd,2025Q3,2025-08-06,1088.6519391644633,-3.2171153429351333,1111.129600949163,13,1662.3835658055175,-573.7316266410542,6.986899563318771,2025Q1,2025-05-01,2025-05-01,2,,full_sample_target_diagnostic
gbv_momentum,R_musd,2025Q4,2025-11-06,1086.4556577847193,-3.4026892757787546,1123.3716263426963,14,1074.4412169683912,12.014440816328033,10.849056603773576,2025Q2,2025-08-06,2025-08-06,2,,full_sample_target_diagnostic
gbv_momentum,R_musd,2026Q1,2026-02-12,1130.9234061460406,-4.766722107708354,1197.3255051588933,15,1355.339134944848,-224.41572879880732,13.93034825870647,2025Q3,2025-11-06,2025-11-06,2,,full_sample_target_diagnostic
gbv_momentum,R_musd,2026Q2,2026-05-07,1115.8032480316338,-4.640335983199079,1189.6267750370737,16,1324.3080816471734,-208.5048336155396,15.909090909090917,2025Q4,2026-02-12,2026-02-12,2,,full_sample_target_diagnostic
hotel_revpar,gbv_yoy,2023Q1,2023-02-14,21.433003827072405,0.4556166597485708,10.133710665307847,4,18.60465116279071,2.828352664281695,24.8,2022Q4,2023-02-09,2022-11-01,2,1.9330038270724046,PIT
hotel_revpar,gbv_yoy,2023Q2,2023-05-09,21.96271894152051,0.4940933738733326,6.077616971492868,5,12.352941176470589,9.609777765049921,32.15,2023Q1,2023-05-02,2023-02-14,2,8.46271894152051,PIT
hotel_revpar,gbv_yoy,2023Q3,2023-08-03,12.539512315790738,0.4925768540518666,6.234528583926846,6,17.307692307692314,-4.768179991901576,12.8,2023Q2,2023-08-01,2023-05-09,2,-3.9604876842092622,PIT
hotel_revpar,gbv_yoy,2023Q4,2023-11-01,6.155342350088631,0.5261839802271908,2.5772912845437332,7,14.814814814814813,-8.659472464726182,6.8,2023Q3,2023-10-25,2023-08-03,2,-8.344657649911369,PIT
hotel_revpar,gbv_yoy,2024Q1,2024-02-13,8.214102096375882,0.4963857744062337,5.384703182260349,8,12.254901960784315,-4.040799864408433,5.7,2023Q4,2024-02-07,2023-11-01,2,,PIT
hotel_revpar,gbv_yoy,2024Q2,2024-05-08,8.56595588974977,0.4775888265387364,7.085430527479687,9,10.994764397905765,-2.4288085081559956,3.1,2024Q1,2024-05-01,2024-02-13,2,-1.9340441102502304,PIT
hotel_revpar,gbv_yoy,2024Q3,2024-08-06,9.945765951061627,0.47145319140087216,7.635645313197354,10,9.836065573770503,0.1097003772911247,4.9,2024Q2,2024-07-31,2024-05-08,2,0.0,PIT
hotel_revpar,gbv_yoy,2024Q4,2024-11-07,9.02377703373015,0.467336858551472,7.995635944916911,11,13.548387096774196,-4.524610063044046,2.2,2024Q3,2024-11-04,2024-08-06,2,-3.47622296626985,PIT
hotel_revpar,gbv_yoy,2025Q1,2025-02-13,9.91424098173039,0.46813131528111546,7.92468289178565,12,6.986899563318771,2.9273414184116193,4.25,2024Q4,2025-02-11,2024-11-07,2,2.4142409817303907,PIT
hotel_revpar,gbv_yoy,2025Q2,2025-05-01,9.723212913807883,0.46061910496092506,8.57166515140557,13,10.849056603773576,-1.1258436899656932,2.5,2025Q1,2025-04-29,2025-02-13,2,-0.7767870861921171,PIT
hotel_revpar,gbv_yoy,2025Q3,2025-08-06,8.374297528913852,0.46545750144937786,8.141568778189162,14,13.93034825870647,-5.556050729792618,0.5,2025Q2,2025-08-05,2025-05-01,2,-5.125702471086148,PIT
hotel_revpar,gbv_yoy,2025Q4,2025-11-06,8.173535992525368,0.4634738239686726,8.312578139715969,15,15.909090909090917,-7.735554916565549,-0.30000000000000004,2025Q3,2025-11-04,2025-08-06,2,-7.326464007474632,PIT
hotel_revpar,gbv_yoy,2026Q1,2026-02-12,9.410329924261733,0.45686433505296675,8.862092722198172,16,19.183673469387763,-9.77334354512603,1.2,2025Q4,2026-02-11,2025-11-06,2,-9.089670075738267,PIT
hotel_revpar,gbv_yoy,2026Q2,2026-05-07,11.282683260297492,0.44867296737326007,9.532858687541777,17,15.74468085106382,-4.461997590766327,3.9000000000000004,2026Q1,2026-05-06,2026-02-12,2,-4.2173167397025075,PIT
hotel_revpar,R_musd,2023Q1,2023-02-14,1344.870729397504,-7.145995637418281,1522.0914212054772,4,933.4575690525986,411.41316034490535,24.8,2022Q4,2023-02-09,2022-11-01,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2023Q2,2023-05-09,903.5761479827387,-1.8397547399895697,962.7242628734034,5,910.3391983939276,-6.763050411188942,32.15,2023Q1,2023-05-02,2023-02-14,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2023Q3,2023-08-03,947.3993274618235,-1.9304582401429555,972.1091929356534,6,1403.2752021846625,-455.87587472283894,12.8,2023Q2,2023-08-01,2023-05-09,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2023Q4,2023-11-01,959.0858907475828,-1.931475790814577,972.2199261251219,7,848.7615553411167,110.32433540646605,6.8,2023Q3,2023-10-25,2023-08-03,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2024Q1,2024-02-13,1111.5677660205781,-3.630156666309874,1132.2596590185444,8,1118.3393932932656,-6.77162727268751,5.7,2023Q4,2024-02-07,2023-11-01,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2024Q2,2024-05-08,1050.7978965944085,-2.826664414574665,1059.56055627959,9,971.473165037712,79.32473155669652,3.1,2024Q1,2024-05-01,2024-02-13,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2024Q3,2024-08-06,1061.6277800538373,-3.014429996842168,1076.398487038364,10,1510.3237321272777,-448.69595207344037,4.9,2024Q2,2024-07-31,2024-05-08,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2024Q4,2024-11-07,1052.0905740824269,-2.8070951655055874,1058.2661834465391,11,970.6420017584304,81.44857232399647,2.2,2024Q3,2024-11-04,2024-08-06,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2025Q1,2025-02-13,1116.361722178283,-3.630344238334744,1131.7906851912055,12,1123.7559523147584,-7.394230136475471,4.25,2024Q4,2025-02-11,2024-11-07,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2025Q2,2025-05-01,1101.7700148860404,-3.3798804029419167,1110.2197158933952,13,1165.8745969251488,-64.10458203910844,2.5,2025Q1,2025-04-29,2025-02-13,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2025Q3,2025-08-06,1111.8982590423154,-3.417988721476821,1113.6072534030538,14,1662.3835658055175,-550.4853067632021,0.5,2025Q2,2025-08-05,2025-05-01,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2025Q4,2025-11-06,1121.392182936388,-3.496126159481216,1120.3433450885436,15,1074.4412169683912,46.95096596799681,-0.30000000000000004,2025Q3,2025-11-04,2025-08-06,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2026Q1,2026-02-12,1170.827678216207,-4.163437796099029,1175.8238035715258,16,1355.339134944848,-184.51145672864095,1.2,2025Q4,2026-02-11,2025-11-06,2,,full_sample_target_diagnostic
hotel_revpar,R_musd,2026Q2,2026-05-07,1150.4602035579194,-4.046415720538076,1166.241224868018,17,1324.3080816471734,-173.84787808925398,3.9000000000000004,2026Q1,2026-05-06,2026-02-12,2,,full_sample_target_diagnostic
raw_unearned_diagnostic,gbv_yoy,2025Q4,2025-11-06,17.915910977669853,-2.1875677250896053,37.613201443947894,4,15.909090909090917,2.0068200685789357,9.004196871423131,2025Q2,2025-08-06,2025-08-06,2,1.4159109776698529,PIT
raw_unearned_diagnostic,gbv_yoy,2026Q1,2026-02-12,18.01608281027755,-2.7674839422226456,45.239974336064606,5,19.183673469387763,-1.167590659110214,9.837054918527466,2025Q3,2025-11-06,2025-11-06,2,-0.483917189722451,PIT
raw_unearned_diagnostic,gbv_yoy,2026Q2,2026-05-07,18.45589768559405,-1.677083955223839,31.63595104657346,6,15.74468085106382,2.71121683453023,7.858910891089099,2025Q4,2026-02-12,2026-02-12,2,1.9558976855940493,PIT
raw_unearned_diagnostic,R_musd,2025Q4,2025-11-06,1206.9968640161208,-4.123972939304203,1244.1299282540374,4,1074.4412169683912,132.5556470477295,9.004196871423131,2025Q2,2025-08-06,2025-08-06,2,,full_sample_target_diagnostic
raw_unearned_diagnostic,R_musd,2026Q1,2026-02-12,1595.5258762216872,-122.38290178927959,2799.4132022115837,5,1355.339134944848,240.18674127683926,9.837054918527466,2025Q3,2025-11-06,2025-11-06,2,,full_sample_target_diagnostic
raw_unearned_diagnostic,R_musd,2026Q2,2026-05-07,1126.664732117276,31.593959492385768,878.3706197699374,6,1324.3080816471734,-197.64334952989748,7.858910891089099,2025Q4,2026-02-12,2026-02-12,2,,full_sample_target_diagnostic
