feature,target,quarter,vintage_date,status,reason
rnpl_corrected_unearned,R_musd,2024Q3,2024-08-06,unavailable,no historical publication vintage for RNPL correction; no baseline exists
rnpl_corrected_unearned,R_musd,2024Q4,2024-11-07,unavailable,no historical publication vintage for RNPL correction; no baseline exists
rnpl_corrected_unearned,R_musd,2025Q1,2025-02-13,unavailable,no historical publication vintage for RNPL correction; no baseline exists
rnpl_corrected_unearned,R_musd,2025Q2,2025-05-01,unavailable,no historical publication vintage for RNPL correction; no baseline exists
rnpl_corrected_unearned,R_musd,2025Q3,2025-08-06,unavailable,no historical publication vintage for RNPL correction; no baseline exists
rnpl_corrected_unearned,R_musd,2025Q4,2025-11-06,unavailable,no historical publication vintage for RNPL correction; no baseline exists
rnpl_corrected_unearned,R_musd,2026Q1,2026-02-12,unavailable,no historical publication vintage for RNPL correction; no baseline exists
rnpl_corrected_unearned,R_musd,2026Q2,2026-05-07,unavailable,no historical publication vintage for RNPL correction; no baseline exists
funds_growth,gbv_yoy,2021Q4,2021-11-04,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,gbv_yoy,2022Q1,2022-02-15,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,gbv_yoy,2022Q2,2022-05-03,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,gbv_yoy,2022Q3,2022-08-02,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,gbv_yoy,2022Q4,2022-11-01,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,gbv_yoy,2023Q1,2023-02-14,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,gbv_yoy,2023Q2,2023-05-09,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,gbv_yoy,2023Q3,2023-08-03,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,gbv_yoy,2023Q4,2023-11-01,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,gbv_yoy,2024Q1,2024-02-13,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,gbv_yoy,2024Q2,2024-05-08,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,gbv_yoy,2024Q3,2024-08-06,unavailable,insufficient published training targets (0 < 4)
funds_growth,gbv_yoy,2024Q4,2024-11-07,unavailable,insufficient published training targets (0 < 4)
funds_growth,gbv_yoy,2025Q1,2025-02-13,unavailable,insufficient published training targets (1 < 4)
funds_growth,gbv_yoy,2025Q2,2025-05-01,unavailable,insufficient published training targets (2 < 4)
funds_growth,gbv_yoy,2025Q3,2025-08-06,unavailable,insufficient published training targets (3 < 4)
funds_growth,gbv_yoy,2025Q4,2025-11-06,scored,
funds_growth,gbv_yoy,2026Q1,2026-02-12,scored,
funds_growth,gbv_yoy,2026Q2,2026-05-07,scored,
funds_growth,R_musd,2021Q4,2021-11-04,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,R_musd,2022Q1,2022-02-15,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,R_musd,2022Q2,2022-05-03,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,R_musd,2022Q3,2022-08-02,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,R_musd,2022Q4,2022-11-01,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,R_musd,2023Q1,2023-02-14,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,R_musd,2023Q2,2023-05-09,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,R_musd,2023Q3,2023-08-03,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,R_musd,2023Q4,2023-11-01,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,R_musd,2024Q1,2024-02-13,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,R_musd,2024Q2,2024-05-08,unavailable,no annual pair with both source publication dates strictly before origin
funds_growth,R_musd,2024Q3,2024-08-06,unavailable,insufficient published training targets (0 < 4)
funds_growth,R_musd,2024Q4,2024-11-07,unavailable,insufficient published training targets (0 < 4)
funds_growth,R_musd,2025Q1,2025-02-13,unavailable,insufficient published training targets (1 < 4)
funds_growth,R_musd,2025Q2,2025-05-01,unavailable,insufficient published training targets (2 < 4)
funds_growth,R_musd,2025Q3,2025-08-06,unavailable,insufficient published training targets (3 < 4)
funds_growth,R_musd,2025Q4,2025-11-06,scored,
funds_growth,R_musd,2026Q1,2026-02-12,scored,
funds_growth,R_musd,2026Q2,2026-05-07,scored,
gbv_momentum,gbv_yoy,2021Q4,2021-11-04,unavailable,no annual pair with both source publication dates strictly before origin
gbv_momentum,gbv_yoy,2022Q1,2022-02-15,unavailable,insufficient published training targets (0 < 4)
gbv_momentum,gbv_yoy,2022Q2,2022-05-03,unavailable,insufficient published training targets (0 < 4)
gbv_momentum,gbv_yoy,2022Q3,2022-08-02,unavailable,insufficient published training targets (1 < 4)
gbv_momentum,gbv_yoy,2022Q4,2022-11-01,unavailable,insufficient published training targets (2 < 4)
gbv_momentum,gbv_yoy,2023Q1,2023-02-14,unavailable,insufficient published training targets (3 < 4)
gbv_momentum,gbv_yoy,2023Q2,2023-05-09,scored,
gbv_momentum,gbv_yoy,2023Q3,2023-08-03,scored,
gbv_momentum,gbv_yoy,2023Q4,2023-11-01,scored,
gbv_momentum,gbv_yoy,2024Q1,2024-02-13,scored,
gbv_momentum,gbv_yoy,2024Q2,2024-05-08,scored,
gbv_momentum,gbv_yoy,2024Q3,2024-08-06,scored,
gbv_momentum,gbv_yoy,2024Q4,2024-11-07,scored,
gbv_momentum,gbv_yoy,2025Q1,2025-02-13,scored,
gbv_momentum,gbv_yoy,2025Q2,2025-05-01,scored,
gbv_momentum,gbv_yoy,2025Q3,2025-08-06,scored,
gbv_momentum,gbv_yoy,2025Q4,2025-11-06,scored,
gbv_momentum,gbv_yoy,2026Q1,2026-02-12,scored,
gbv_momentum,gbv_yoy,2026Q2,2026-05-07,scored,
gbv_momentum,R_musd,2021Q4,2021-11-04,unavailable,no annual pair with both source publication dates strictly before origin
gbv_momentum,R_musd,2022Q1,2022-02-15,unavailable,insufficient published training targets (0 < 4)
gbv_momentum,R_musd,2022Q2,2022-05-03,unavailable,insufficient published training targets (0 < 4)
gbv_momentum,R_musd,2022Q3,2022-08-02,unavailable,insufficient published training targets (1 < 4)
gbv_momentum,R_musd,2022Q4,2022-11-01,unavailable,insufficient published training targets (2 < 4)
gbv_momentum,R_musd,2023Q1,2023-02-14,unavailable,insufficient published training targets (3 < 4)
gbv_momentum,R_musd,2023Q2,2023-05-09,scored,
gbv_momentum,R_musd,2023Q3,2023-08-03,scored,
gbv_momentum,R_musd,2023Q4,2023-11-01,scored,
gbv_momentum,R_musd,2024Q1,2024-02-13,scored,
gbv_momentum,R_musd,2024Q2,2024-05-08,scored,
gbv_momentum,R_musd,2024Q3,2024-08-06,scored,
gbv_momentum,R_musd,2024Q4,2024-11-07,scored,
gbv_momentum,R_musd,2025Q1,2025-02-13,scored,
gbv_momentum,R_musd,2025Q2,2025-05-01,scored,
gbv_momentum,R_musd,2025Q3,2025-08-06,scored,
gbv_momentum,R_musd,2025Q4,2025-11-06,scored,
gbv_momentum,R_musd,2026Q1,2026-02-12,scored,
gbv_momentum,R_musd,2026Q2,2026-05-07,scored,
ntto_arrivals,gbv_yoy,2021Q4,2021-11-04,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2022Q1,2022-02-15,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2022Q2,2022-05-03,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2022Q3,2022-08-02,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2022Q4,2022-11-01,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2023Q1,2023-02-14,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2023Q2,2023-05-09,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2023Q3,2023-08-03,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2023Q4,2023-11-01,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2024Q1,2024-02-13,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2024Q2,2024-05-08,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2024Q3,2024-08-06,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2024Q4,2024-11-07,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2025Q1,2025-02-13,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2025Q2,2025-05-01,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2025Q3,2025-08-06,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2025Q4,2025-11-06,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2026Q1,2026-02-12,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,gbv_yoy,2026Q2,2026-05-07,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2021Q4,2021-11-04,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2022Q1,2022-02-15,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2022Q2,2022-05-03,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2022Q3,2022-08-02,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2022Q4,2022-11-01,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2023Q1,2023-02-14,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2023Q2,2023-05-09,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2023Q3,2023-08-03,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2023Q4,2023-11-01,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2024Q1,2024-02-13,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2024Q2,2024-05-08,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2024Q3,2024-08-06,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2024Q4,2024-11-07,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2025Q1,2025-02-13,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2025Q2,2025-05-01,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2025Q3,2025-08-06,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2025Q4,2025-11-06,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2026Q1,2026-02-12,unavailable,supplied NTTO observations lack publication dates and revision vintages
ntto_arrivals,R_musd,2026Q2,2026-05-07,unavailable,supplied NTTO observations lack publication dates and revision vintages
reviews_stays,gbv_yoy,2021Q4,2021-11-04,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2022Q1,2022-02-15,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2022Q2,2022-05-03,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2022Q3,2022-08-02,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2022Q4,2022-11-01,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2023Q1,2023-02-14,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2023Q2,2023-05-09,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2023Q3,2023-08-03,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2023Q4,2023-11-01,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2024Q1,2024-02-13,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2024Q2,2024-05-08,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2024Q3,2024-08-06,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2024Q4,2024-11-07,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2025Q1,2025-02-13,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2025Q2,2025-05-01,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2025Q3,2025-08-06,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2025Q4,2025-11-06,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2026Q1,2026-02-12,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,gbv_yoy,2026Q2,2026-05-07,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2021Q4,2021-11-04,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2022Q1,2022-02-15,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2022Q2,2022-05-03,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2022Q3,2022-08-02,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2022Q4,2022-11-01,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2023Q1,2023-02-14,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2023Q2,2023-05-09,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2023Q3,2023-08-03,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2023Q4,2023-11-01,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2024Q1,2024-02-13,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2024Q2,2024-05-08,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2024Q3,2024-08-06,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2024Q4,2024-11-07,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2025Q1,2025-02-13,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2025Q2,2025-05-01,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2025Q3,2025-08-06,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2025Q4,2025-11-06,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2026Q1,2026-02-12,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
reviews_stays,R_musd,2026Q2,2026-05-07,unavailable,supplied quarterly index is reconstructed from later dumps; no historical index-weight vintage
hotel_revpar,gbv_yoy,2021Q4,2021-11-04,unavailable,insufficient published training targets (0 < 4)
hotel_revpar,gbv_yoy,2022Q1,2022-02-15,unavailable,insufficient published training targets (0 < 4)
hotel_revpar,gbv_yoy,2022Q2,2022-05-03,unavailable,insufficient published training targets (1 < 4)
hotel_revpar,gbv_yoy,2022Q3,2022-08-02,unavailable,insufficient published training targets (2 < 4)
hotel_revpar,gbv_yoy,2022Q4,2022-11-01,unavailable,insufficient published training targets (3 < 4)
hotel_revpar,gbv_yoy,2023Q1,2023-02-14,scored,
hotel_revpar,gbv_yoy,2023Q2,2023-05-09,scored,
hotel_revpar,gbv_yoy,2023Q3,2023-08-03,scored,
hotel_revpar,gbv_yoy,2023Q4,2023-11-01,scored,
hotel_revpar,gbv_yoy,2024Q1,2024-02-13,scored,
hotel_revpar,gbv_yoy,2024Q2,2024-05-08,scored,
hotel_revpar,gbv_yoy,2024Q3,2024-08-06,scored,
hotel_revpar,gbv_yoy,2024Q4,2024-11-07,scored,
hotel_revpar,gbv_yoy,2025Q1,2025-02-13,scored,
hotel_revpar,gbv_yoy,2025Q2,2025-05-01,scored,
hotel_revpar,gbv_yoy,2025Q3,2025-08-06,scored,
hotel_revpar,gbv_yoy,2025Q4,2025-11-06,scored,
hotel_revpar,gbv_yoy,2026Q1,2026-02-12,scored,
hotel_revpar,gbv_yoy,2026Q2,2026-05-07,scored,
hotel_revpar,R_musd,2021Q4,2021-11-04,unavailable,insufficient published training targets (0 < 4)
hotel_revpar,R_musd,2022Q1,2022-02-15,unavailable,insufficient published training targets (0 < 4)
hotel_revpar,R_musd,2022Q2,2022-05-03,unavailable,insufficient published training targets (1 < 4)
hotel_revpar,R_musd,2022Q3,2022-08-02,unavailable,insufficient published training targets (2 < 4)
hotel_revpar,R_musd,2022Q4,2022-11-01,unavailable,insufficient published training targets (3 < 4)
hotel_revpar,R_musd,2023Q1,2023-02-14,scored,
hotel_revpar,R_musd,2023Q2,2023-05-09,scored,
hotel_revpar,R_musd,2023Q3,2023-08-03,scored,
hotel_revpar,R_musd,2023Q4,2023-11-01,scored,
hotel_revpar,R_musd,2024Q1,2024-02-13,scored,
hotel_revpar,R_musd,2024Q2,2024-05-08,scored,
hotel_revpar,R_musd,2024Q3,2024-08-06,scored,
hotel_revpar,R_musd,2024Q4,2024-11-07,scored,
hotel_revpar,R_musd,2025Q1,2025-02-13,scored,
hotel_revpar,R_musd,2025Q2,2025-05-01,scored,
hotel_revpar,R_musd,2025Q3,2025-08-06,scored,
hotel_revpar,R_musd,2025Q4,2025-11-06,scored,
hotel_revpar,R_musd,2026Q1,2026-02-12,scored,
hotel_revpar,R_musd,2026Q2,2026-05-07,scored,
calendar_pickup,gbv_yoy,2021Q4,2021-11-04,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2022Q1,2022-02-15,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2022Q2,2022-05-03,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2022Q3,2022-08-02,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2022Q4,2022-11-01,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2023Q1,2023-02-14,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2023Q2,2023-05-09,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2023Q3,2023-08-03,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2023Q4,2023-11-01,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2024Q1,2024-02-13,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2024Q2,2024-05-08,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2024Q3,2024-08-06,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2024Q4,2024-11-07,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2025Q1,2025-02-13,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2025Q2,2025-05-01,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2025Q3,2025-08-06,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2025Q4,2025-11-06,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2026Q1,2026-02-12,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,gbv_yoy,2026Q2,2026-05-07,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2021Q4,2021-11-04,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2022Q1,2022-02-15,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2022Q2,2022-05-03,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2022Q3,2022-08-02,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2022Q4,2022-11-01,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2023Q1,2023-02-14,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2023Q2,2023-05-09,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2023Q3,2023-08-03,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2023Q4,2023-11-01,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2024Q1,2024-02-13,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2024Q2,2024-05-08,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2024Q3,2024-08-06,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2024Q4,2024-11-07,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2025Q1,2025-02-13,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2025Q2,2025-05-01,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2025Q3,2025-08-06,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2025Q4,2025-11-06,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2026Q1,2026-02-12,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
calendar_pickup,R_musd,2026Q2,2026-05-07,unavailable,supplied retrospective pairs lack a complete historical estimation/selection vintage
raw_unearned_diagnostic,gbv_yoy,2021Q4,2021-11-04,unavailable,no annual pair with both source publication dates strictly before origin
raw_unearned_diagnostic,gbv_yoy,2022Q1,2022-02-15,unavailable,no annual pair with both source publication dates strictly before origin
raw_unearned_diagnostic,gbv_yoy,2022Q2,2022-05-03,unavailable,no annual pair with both source publication dates strictly before origin
raw_unearned_diagnostic,gbv_yoy,2022Q3,2022-08-02,unavailable,no annual pair with both source publication dates strictly before origin
raw_unearned_diagnostic,gbv_yoy,2022Q4,2022-11-01,unavailable,no annual pair with both source publication dates strictly before origin
raw_unearned_diagnostic,gbv_yoy,2023Q1,2023-02-14,unavailable,no annual pair with both source publication dates strictly before origin
raw_unearned_diagnostic,gbv_yoy,2023Q2,2023-05-09,unavailable,no annual pair with both source publication dates strictly before origin
