freq,unit,coicop18,geo,time,value
M,RCH_A,CP11203,AT,2024-08,8.5
M,RCH_A,CP11203,AT,2024-09,3.9
M,RCH_A,CP11203,AT,2024-10,5.0
M,RCH_A,CP11203,AT,2024-11,5.0
M,RCH_A,CP11203,AT,2024-12,5.0
M,RCH_A,CP11203,AT,2025-01,5.0
M,RCH_A,CP11203,AT,2025-02,5.0
M,RCH_A,CP11203,AT,2025-03,5.0
M,RCH_A,CP11203,AT,2025-04,5.0
M,RCH_A,CP11203,AT,2025-05,5.0
M,RCH_A,CP11203,AT,2025-06,5.0
M,RCH_A,CP11203,AT,2025-07,5.0
M,RCH_A,CP11203,AT,2025-08,5.0
M,RCH_A,CP11203,AT,2025-09,2.1
M,RCH_A,CP11203,AT,2025-10,1.1
M,RCH_A,CP11203,AT,2025-11,1.1
M,RCH_A,CP11203,AT,2025-12,1.1
M,RCH_A,CP11203,AT,2026-01,1.1
M,RCH_A,CP11203,AT,2026-02,1.1
M,RCH_A,CP11203,AT,2026-03,1.1
M,RCH_A,CP11203,AT,2026-04,1.1
M,RCH_A,CP11203,AT,2026-05,1.1
M,RCH_A,CP11203,AT,2026-06,1.1
M,RCH_A,CP11203,AT,2026-07,1.1
M,RCH_A,CP11203,BE,2015-01,1.3
M,RCH_A,CP11203,BE,2015-02,1.3
M,RCH_A,CP11203,BE,2015-03,1.3
M,RCH_A,CP11203,BE,2015-04,1.3
M,RCH_A,CP11203,BE,2015-05,1.3
M,RCH_A,CP11203,BE,2015-06,1.3
M,RCH_A,CP11203,BE,2015-07,1.5
M,RCH_A,CP11203,BE,2015-08,1.5
M,RCH_A,CP11203,BE,2015-09,1.3
M,RCH_A,CP11203,BE,2015-10,1.3
M,RCH_A,CP11203,BE,2015-11,1.3
M,RCH_A,CP11203,BE,2015-12,1.3
M,RCH_A,CP11203,BE,2016-01,1.3
M,RCH_A,CP11203,BE,2016-02,1.3
M,RCH_A,CP11203,BE,2016-03,1.3
M,RCH_A,CP11203,BE,2016-04,1.3
M,RCH_A,CP11203,BE,2016-05,1.3
M,RCH_A,CP11203,BE,2016-06,1.3
M,RCH_A,CP11203,BE,2016-07,1.3
M,RCH_A,CP11203,BE,2016-08,1.4
M,RCH_A,CP11203,BE,2016-09,1.6
M,RCH_A,CP11203,BE,2016-10,1.6
M,RCH_A,CP11203,BE,2016-11,1.6
M,RCH_A,CP11203,BE,2016-12,1.6
M,RCH_A,CP11203,BE,2017-01,1.6
M,RCH_A,CP11203,BE,2017-02,1.6
M,RCH_A,CP11203,BE,2017-03,1.6
M,RCH_A,CP11203,BE,2017-04,1.6
M,RCH_A,CP11203,BE,2017-05,1.6
M,RCH_A,CP11203,BE,2017-06,1.6
M,RCH_A,CP11203,BE,2017-07,1.6
M,RCH_A,CP11203,BE,2017-08,1.5
M,RCH_A,CP11203,BE,2017-09,0.9
M,RCH_A,CP11203,BE,2017-10,1.7
M,RCH_A,CP11203,BE,2017-11,1.7
M,RCH_A,CP11203,BE,2017-12,1.8
M,RCH_A,CP11203,BE,2018-01,1.8
M,RCH_A,CP11203,BE,2018-02,1.8
M,RCH_A,CP11203,BE,2018-03,1.8
M,RCH_A,CP11203,BE,2018-04,1.8
M,RCH_A,CP11203,BE,2018-05,1.8
M,RCH_A,CP11203,BE,2018-06,1.8
M,RCH_A,CP11203,BE,2018-07,1.8
M,RCH_A,CP11203,BE,2018-08,1.8
M,RCH_A,CP11203,BE,2018-09,2.2
M,RCH_A,CP11203,BE,2018-10,1.5
M,RCH_A,CP11203,BE,2018-11,1.4
M,RCH_A,CP11203,BE,2018-12,1.4
M,RCH_A,CP11203,BE,2019-01,1.4
M,RCH_A,CP11203,BE,2019-02,1.4
M,RCH_A,CP11203,BE,2019-03,1.4
M,RCH_A,CP11203,BE,2019-04,1.4
M,RCH_A,CP11203,BE,2019-05,1.4
M,RCH_A,CP11203,BE,2019-06,1.4
M,RCH_A,CP11203,BE,2019-07,1.4
M,RCH_A,CP11203,BE,2019-08,1.4
M,RCH_A,CP11203,BE,2019-09,1.1
M,RCH_A,CP11203,BE,2019-10,1.4
M,RCH_A,CP11203,BE,2019-11,1.6
M,RCH_A,CP11203,BE,2019-12,1.7
M,RCH_A,CP11203,BE,2020-01,1.7
M,RCH_A,CP11203,BE,2020-02,1.7
M,RCH_A,CP11203,BE,2020-03,1.7
M,RCH_A,CP11203,BE,2020-04,1.7
M,RCH_A,CP11203,BE,2020-05,1.7
M,RCH_A,CP11203,BE,2020-06,1.7
M,RCH_A,CP11203,BE,2020-07,1.7
M,RCH_A,CP11203,BE,2020-08,1.7
M,RCH_A,CP11203,BE,2020-09,1.0
M,RCH_A,CP11203,BE,2020-10,0.7
M,RCH_A,CP11203,BE,2020-11,0.6
M,RCH_A,CP11203,BE,2020-12,0.5
M,RCH_A,CP11203,BE,2021-01,0.5
M,RCH_A,CP11203,BE,2021-02,0.5
M,RCH_A,CP11203,BE,2021-03,0.5
M,RCH_A,CP11203,BE,2021-04,0.5
M,RCH_A,CP11203,BE,2021-05,0.5
M,RCH_A,CP11203,BE,2021-06,0.5
M,RCH_A,CP11203,BE,2021-07,0.6
M,RCH_A,CP11203,BE,2021-08,0.6
M,RCH_A,CP11203,BE,2021-09,0.5
M,RCH_A,CP11203,BE,2021-10,0.7
M,RCH_A,CP11203,BE,2021-11,0.7
M,RCH_A,CP11203,BE,2021-12,0.6
M,RCH_A,CP11203,BE,2022-01,0.6
M,RCH_A,CP11203,BE,2022-02,0.7
M,RCH_A,CP11203,BE,2022-03,0.7
M,RCH_A,CP11203,BE,2022-04,0.7
M,RCH_A,CP11203,BE,2022-05,0.9
M,RCH_A,CP11203,BE,2022-06,1.0
M,RCH_A,CP11203,BE,2022-07,1.1
M,RCH_A,CP11203,BE,2022-08,1.1
M,RCH_A,CP11203,BE,2022-09,3.4
M,RCH_A,CP11203,BE,2022-10,4.5
M,RCH_A,CP11203,BE,2022-11,4.6
M,RCH_A,CP11203,BE,2022-12,4.7
M,RCH_A,CP11203,BE,2023-01,4.9
M,RCH_A,CP11203,BE,2023-02,5.0
M,RCH_A,CP11203,BE,2023-03,5.2
M,RCH_A,CP11203,BE,2023-04,5.2
M,RCH_A,CP11203,BE,2023-05,5.2
M,RCH_A,CP11203,BE,2023-06,5.2
M,RCH_A,CP11203,BE,2023-07,5.2
M,RCH_A,CP11203,BE,2023-08,5.1
M,RCH_A,CP11203,BE,2023-09,11.0
M,RCH_A,CP11203,BE,2023-10,9.5
M,RCH_A,CP11203,BE,2023-11,9.4
M,RCH_A,CP11203,BE,2023-12,9.3
M,RCH_A,CP11203,BE,2024-01,9.2
M,RCH_A,CP11203,BE,2024-02,9.0
M,RCH_A,CP11203,BE,2024-03,8.7
M,RCH_A,CP11203,BE,2024-04,8.7
M,RCH_A,CP11203,BE,2024-05,8.5
M,RCH_A,CP11203,BE,2024-06,8.5
M,RCH_A,CP11203,BE,2024-07,8.6
M,RCH_A,CP11203,BE,2024-08,9.4
M,RCH_A,CP11203,BE,2024-09,2.0
M,RCH_A,CP11203,BE,2024-10,2.0
M,RCH_A,CP11203,BE,2024-11,2.0
M,RCH_A,CP11203,BE,2024-12,2.0
M,RCH_A,CP11203,BE,2025-01,2.0
M,RCH_A,CP11203,BE,2025-02,2.0
M,RCH_A,CP11203,BE,2025-03,2.0
M,RCH_A,CP11203,BE,2025-04,2.0
M,RCH_A,CP11203,BE,2025-05,2.0
M,RCH_A,CP11203,BE,2025-06,2.0
M,RCH_A,CP11203,BE,2025-07,1.8
M,RCH_A,CP11203,BE,2025-08,2.3
M,RCH_A,CP11203,BE,2025-09,3.1
M,RCH_A,CP11203,BE,2025-10,3.2
M,RCH_A,CP11203,BE,2025-11,3.4
M,RCH_A,CP11203,BE,2025-12,3.4
M,RCH_A,CP11203,BE,2026-01,3.4
M,RCH_A,CP11203,BE,2026-02,3.4
M,RCH_A,CP11203,BE,2026-03,3.4
M,RCH_A,CP11203,BE,2026-04,3.4
M,RCH_A,CP11203,BE,2026-05,3.4
M,RCH_A,CP11203,BE,2026-06,3.4
M,RCH_A,CP11203,BE,2026-07,3.4
M,RCH_A,CP11203,CZ,2015-12,-0.2
M,RCH_A,CP11203,CZ,2016-01,0.7
M,RCH_A,CP11203,CZ,2016-02,0.8
M,RCH_A,CP11203,CZ,2016-03,-0.2
M,RCH_A,CP11203,CZ,2016-04,-1.8
M,RCH_A,CP11203,CZ,2016-05,-2.6
M,RCH_A,CP11203,CZ,2016-06,-2.2
M,RCH_A,CP11203,CZ,2016-07,-1.2
M,RCH_A,CP11203,CZ,2016-08,-1.6
M,RCH_A,CP11203,CZ,2016-09,-1.6
M,RCH_A,CP11203,CZ,2016-10,-1.7
M,RCH_A,CP11203,CZ,2016-11,0.5
M,RCH_A,CP11203,CZ,2016-12,1.2
M,RCH_A,CP11203,CZ,2017-01,1.0
M,RCH_A,CP11203,CZ,2017-02,1.1
M,RCH_A,CP11203,CZ,2017-03,1.0
M,RCH_A,CP11203,CZ,2017-04,0.9
M,RCH_A,CP11203,CZ,2017-05,1.0
M,RCH_A,CP11203,CZ,2017-06,1.0
M,RCH_A,CP11203,CZ,2017-07,0.9
M,RCH_A,CP11203,CZ,2017-08,0.9
M,RCH_A,CP11203,CZ,2017-09,1.0
M,RCH_A,CP11203,CZ,2017-10,1.0
M,RCH_A,CP11203,CZ,2017-11,1.1
M,RCH_A,CP11203,CZ,2017-12,1.0
M,RCH_A,CP11203,CZ,2018-01,1.4
M,RCH_A,CP11203,CZ,2018-02,1.5
M,RCH_A,CP11203,CZ,2018-03,1.5
M,RCH_A,CP11203,CZ,2018-04,1.6
M,RCH_A,CP11203,CZ,2018-05,1.5
M,RCH_A,CP11203,CZ,2018-06,1.5
M,RCH_A,CP11203,CZ,2018-07,1.6
M,RCH_A,CP11203,CZ,2018-08,1.6
M,RCH_A,CP11203,CZ,2018-09,2.3
M,RCH_A,CP11203,CZ,2018-10,2.3
M,RCH_A,CP11203,CZ,2018-11,2.2
M,RCH_A,CP11203,CZ,2018-12,2.3
M,RCH_A,CP11203,CZ,2019-01,1.9
M,RCH_A,CP11203,CZ,2019-02,2.0
M,RCH_A,CP11203,CZ,2019-03,2.0
M,RCH_A,CP11203,CZ,2019-04,2.0
M,RCH_A,CP11203,CZ,2019-05,2.0
M,RCH_A,CP11203,CZ,2019-06,2.0
M,RCH_A,CP11203,CZ,2019-07,1.9
M,RCH_A,CP11203,CZ,2019-08,2.0
M,RCH_A,CP11203,CZ,2019-09,2.6
M,RCH_A,CP11203,CZ,2019-10,2.7
M,RCH_A,CP11203,CZ,2019-11,2.7
M,RCH_A,CP11203,CZ,2019-12,2.7
M,RCH_A,CP11203,CZ,2020-01,2.6
M,RCH_A,CP11203,CZ,2020-02,2.7
M,RCH_A,CP11203,CZ,2020-03,2.9
M,RCH_A,CP11203,CZ,2020-04,2.9
M,RCH_A,CP11203,CZ,2020-05,2.9
M,RCH_A,CP11203,CZ,2020-06,2.9
M,RCH_A,CP11203,CZ,2020-07,2.9
M,RCH_A,CP11203,CZ,2020-08,2.9
M,RCH_A,CP11203,CZ,2020-09,4.1
M,RCH_A,CP11203,CZ,2020-10,4.0
M,RCH_A,CP11203,CZ,2020-11,4.0
M,RCH_A,CP11203,CZ,2020-12,4.0
M,RCH_A,CP11203,CZ,2021-01,4.0
M,RCH_A,CP11203,CZ,2021-02,3.7
M,RCH_A,CP11203,CZ,2021-03,3.6
M,RCH_A,CP11203,CZ,2021-04,3.6
M,RCH_A,CP11203,CZ,2021-05,3.6
M,RCH_A,CP11203,CZ,2021-06,3.5
M,RCH_A,CP11203,CZ,2021-07,3.6
M,RCH_A,CP11203,CZ,2021-08,3.5
M,RCH_A,CP11203,CZ,2021-09,2.9
M,RCH_A,CP11203,CZ,2021-10,2.9
M,RCH_A,CP11203,CZ,2021-11,3.0
M,RCH_A,CP11203,CZ,2021-12,3.0
M,RCH_A,CP11203,CZ,2022-01,3.4
M,RCH_A,CP11203,CZ,2022-02,4.0
M,RCH_A,CP11203,CZ,2022-03,4.2
M,RCH_A,CP11203,CZ,2022-04,5.0
M,RCH_A,CP11203,CZ,2022-05,7.0
M,RCH_A,CP11203,CZ,2022-06,7.8
M,RCH_A,CP11203,CZ,2022-07,7.8
M,RCH_A,CP11203,CZ,2022-08,7.8
M,RCH_A,CP11203,CZ,2022-09,12.2
M,RCH_A,CP11203,CZ,2022-10,14.6
M,RCH_A,CP11203,CZ,2022-11,14.8
M,RCH_A,CP11203,CZ,2022-12,14.8
M,RCH_A,CP11203,CZ,2023-01,16.7
M,RCH_A,CP11203,CZ,2023-02,18.4
M,RCH_A,CP11203,CZ,2023-03,18.2
M,RCH_A,CP11203,CZ,2023-04,17.4
M,RCH_A,CP11203,CZ,2023-05,15.2
M,RCH_A,CP11203,CZ,2023-06,14.5
M,RCH_A,CP11203,CZ,2023-07,14.5
M,RCH_A,CP11203,CZ,2023-08,14.5
M,RCH_A,CP11203,CZ,2023-09,9.7
M,RCH_A,CP11203,CZ,2023-10,7.4
M,RCH_A,CP11203,CZ,2023-11,7.4
M,RCH_A,CP11203,CZ,2023-12,7.4
M,RCH_A,CP11203,CZ,2024-01,5.3
M,RCH_A,CP11203,CZ,2024-02,4.6
M,RCH_A,CP11203,CZ,2024-03,5.0
M,RCH_A,CP11203,CZ,2024-04,5.0
M,RCH_A,CP11203,CZ,2024-05,5.3
M,RCH_A,CP11203,CZ,2024-06,5.2
M,RCH_A,CP11203,CZ,2024-07,5.2
M,RCH_A,CP11203,CZ,2024-08,5.2
M,RCH_A,CP11203,CZ,2024-09,4.8
M,RCH_A,CP11203,CZ,2024-10,4.8
M,RCH_A,CP11203,CZ,2024-11,4.5
M,RCH_A,CP11203,CZ,2024-12,4.5
M,RCH_A,CP11203,CZ,2025-01,4.4
M,RCH_A,CP11203,CZ,2025-02,3.2
M,RCH_A,CP11203,CZ,2025-03,4.0
M,RCH_A,CP11203,CZ,2025-04,4.0
M,RCH_A,CP11203,CZ,2025-05,3.6
M,RCH_A,CP11203,CZ,2025-06,3.6
M,RCH_A,CP11203,CZ,2025-07,3.6
M,RCH_A,CP11203,CZ,2025-08,3.6
M,RCH_A,CP11203,CZ,2025-09,3.3
M,RCH_A,CP11203,CZ,2025-10,3.5
M,RCH_A,CP11203,CZ,2025-11,3.6
M,RCH_A,CP11203,CZ,2025-12,3.6
M,RCH_A,CP11203,CZ,2026-01,3.7
M,RCH_A,CP11203,CZ,2026-02,6.0
M,RCH_A,CP11203,CZ,2026-03,4.9
M,RCH_A,CP11203,CZ,2026-04,5.2
M,RCH_A,CP11203,CZ,2026-05,5.6
M,RCH_A,CP11203,CZ,2026-06,5.6
M,RCH_A,CP11203,CZ,2026-07,5.6
M,RCH_A,CP11203,DE,2015-12,1.2
M,RCH_A,CP11203,DE,2016-01,0.8
M,RCH_A,CP11203,DE,2016-02,0.5
M,RCH_A,CP11203,DE,2016-03,0.5
M,RCH_A,CP11203,DE,2016-04,0.6
M,RCH_A,CP11203,DE,2016-05,0.8
M,RCH_A,CP11203,DE,2016-06,0.9
M,RCH_A,CP11203,DE,2016-07,1.0
M,RCH_A,CP11203,DE,2016-08,1.0
M,RCH_A,CP11203,DE,2016-09,0.8
M,RCH_A,CP11203,DE,2016-10,1.1
M,RCH_A,CP11203,DE,2016-11,1.1
M,RCH_A,CP11203,DE,2016-12,1.1
M,RCH_A,CP11203,DE,2017-01,1.5
M,RCH_A,CP11203,DE,2017-02,1.7
M,RCH_A,CP11203,DE,2017-03,1.9
M,RCH_A,CP11203,DE,2017-04,1.7
M,RCH_A,CP11203,DE,2017-05,1.5
M,RCH_A,CP11203,DE,2017-06,1.6
M,RCH_A,CP11203,DE,2017-07,1.5
M,RCH_A,CP11203,DE,2017-08,1.5
M,RCH_A,CP11203,DE,2017-09,1.7
M,RCH_A,CP11203,DE,2017-10,1.5
M,RCH_A,CP11203,DE,2017-11,1.6
M,RCH_A,CP11203,DE,2017-12,1.6
M,RCH_A,CP11203,DE,2018-01,1.4
M,RCH_A,CP11203,DE,2018-02,1.4
M,RCH_A,CP11203,DE,2018-03,1.3
M,RCH_A,CP11203,DE,2018-04,1.8
M,RCH_A,CP11203,DE,2018-05,1.8
M,RCH_A,CP11203,DE,2018-06,1.6
M,RCH_A,CP11203,DE,2018-07,1.6
M,RCH_A,CP11203,DE,2018-08,1.9
M,RCH_A,CP11203,DE,2018-09,1.6
M,RCH_A,CP11203,DE,2018-10,1.4
M,RCH_A,CP11203,DE,2018-11,1.2
M,RCH_A,CP11203,DE,2018-12,1.2
M,RCH_A,CP11203,DE,2019-01,0.9
M,RCH_A,CP11203,DE,2019-02,1.4
M,RCH_A,CP11203,DE,2019-03,1.4
M,RCH_A,CP11203,DE,2019-04,0.9
M,RCH_A,CP11203,DE,2019-05,1.1
M,RCH_A,CP11203,DE,2019-06,1.1
M,RCH_A,CP11203,DE,2019-07,1.0
M,RCH_A,CP11203,DE,2019-08,0.8
M,RCH_A,CP11203,DE,2019-09,1.0
M,RCH_A,CP11203,DE,2019-10,1.1
M,RCH_A,CP11203,DE,2019-11,1.3
M,RCH_A,CP11203,DE,2019-12,1.3
M,RCH_A,CP11203,DE,2020-01,1.3
M,RCH_A,CP11203,DE,2020-02,0.6
M,RCH_A,CP11203,DE,2020-03,1.4
M,RCH_A,CP11203,DE,2020-04,1.5
M,RCH_A,CP11203,DE,2020-05,1.7
M,RCH_A,CP11203,DE,2020-06,1.7
M,RCH_A,CP11203,DE,2020-07,1.9
M,RCH_A,CP11203,DE,2020-08,1.9
M,RCH_A,CP11203,DE,2020-09,2.0
M,RCH_A,CP11203,DE,2020-10,2.0
M,RCH_A,CP11203,DE,2020-11,2.0
M,RCH_A,CP11203,DE,2020-12,1.7
M,RCH_A,CP11203,DE,2021-01,1.8
M,RCH_A,CP11203,DE,2021-02,2.1
M,RCH_A,CP11203,DE,2021-03,1.2
M,RCH_A,CP11203,DE,2021-04,1.4
M,RCH_A,CP11203,DE,2021-05,1.0
M,RCH_A,CP11203,DE,2021-06,1.0
M,RCH_A,CP11203,DE,2021-07,0.9
M,RCH_A,CP11203,DE,2021-08,0.8
M,RCH_A,CP11203,DE,2021-09,0.6
M,RCH_A,CP11203,DE,2021-10,0.6
M,RCH_A,CP11203,DE,2021-11,0.8
M,RCH_A,CP11203,DE,2021-12,1.1
M,RCH_A,CP11203,DE,2022-01,1.1
M,RCH_A,CP11203,DE,2022-02,1.6
M,RCH_A,CP11203,DE,2022-03,1.6
M,RCH_A,CP11203,DE,2022-04,1.3
M,RCH_A,CP11203,DE,2022-05,1.9
M,RCH_A,CP11203,DE,2022-06,2.4
M,RCH_A,CP11203,DE,2022-07,2.2
M,RCH_A,CP11203,DE,2022-08,3.0
M,RCH_A,CP11203,DE,2022-09,3.0
M,RCH_A,CP11203,DE,2022-10,5.0
M,RCH_A,CP11203,DE,2022-11,4.7
M,RCH_A,CP11203,DE,2022-12,4.7
M,RCH_A,CP11203,DE,2023-01,11.5
M,RCH_A,CP11203,DE,2023-02,10.6
M,RCH_A,CP11203,DE,2023-03,11.9
M,RCH_A,CP11203,DE,2023-04,11.9
M,RCH_A,CP11203,DE,2023-05,12.0
M,RCH_A,CP11203,DE,2023-06,11.4
M,RCH_A,CP11203,DE,2023-07,11.8
M,RCH_A,CP11203,DE,2023-08,11.1
M,RCH_A,CP11203,DE,2023-09,12.3
M,RCH_A,CP11203,DE,2023-10,10.1
M,RCH_A,CP11203,DE,2023-11,10.6
M,RCH_A,CP11203,DE,2023-12,10.6
M,RCH_A,CP11203,DE,2024-01,5.3
M,RCH_A,CP11203,DE,2024-02,5.3
M,RCH_A,CP11203,DE,2024-03,4.5
M,RCH_A,CP11203,DE,2024-04,4.6
M,RCH_A,CP11203,DE,2024-05,4.4
M,RCH_A,CP11203,DE,2024-06,4.4
M,RCH_A,CP11203,DE,2024-07,4.8
M,RCH_A,CP11203,DE,2024-08,4.8
M,RCH_A,CP11203,DE,2024-09,5.0
M,RCH_A,CP11203,DE,2024-10,5.0
M,RCH_A,CP11203,DE,2024-11,4.8
M,RCH_A,CP11203,DE,2024-12,4.8
M,RCH_A,CP11203,DE,2025-01,4.4
M,RCH_A,CP11203,DE,2025-02,4.7
M,RCH_A,CP11203,DE,2025-03,4.3
M,RCH_A,CP11203,DE,2025-04,4.3
M,RCH_A,CP11203,DE,2025-05,3.9
M,RCH_A,CP11203,DE,2025-06,4.5
M,RCH_A,CP11203,DE,2025-07,4.6
M,RCH_A,CP11203,DE,2025-08,4.9
M,RCH_A,CP11203,DE,2025-09,3.6
M,RCH_A,CP11203,DE,2025-10,3.6
M,RCH_A,CP11203,DE,2025-11,3.3
M,RCH_A,CP11203,DE,2025-12,3.3
M,RCH_A,CP11203,DE,2026-01,2.5
M,RCH_A,CP11203,DE,2026-02,2.8
M,RCH_A,CP11203,DE,2026-03,2.7
M,RCH_A,CP11203,DE,2026-04,3.0
M,RCH_A,CP11203,DE,2026-05,3.1
M,RCH_A,CP11203,DE,2026-06,2.7
M,RCH_A,CP11203,DE,2026-07,2.1
M,RCH_A,CP11203,EA,2017-12,1.9
M,RCH_A,CP11203,EA,2018-01,1.9
M,RCH_A,CP11203,EA,2018-02,2.0
M,RCH_A,CP11203,EA,2018-03,1.9
M,RCH_A,CP11203,EA,2018-04,1.9
M,RCH_A,CP11203,EA,2018-05,1.9
M,RCH_A,CP11203,EA,2018-06,1.9
M,RCH_A,CP11203,EA,2018-07,1.9
M,RCH_A,CP11203,EA,2018-08,1.9
M,RCH_A,CP11203,EA,2018-09,2.0
M,RCH_A,CP11203,EA,2018-10,1.7
M,RCH_A,CP11203,EA,2018-11,1.6
M,RCH_A,CP11203,EA,2018-12,1.6
M,RCH_A,CP11203,EA,2019-01,1.6
M,RCH_A,CP11203,EA,2019-02,1.5
M,RCH_A,CP11203,EA,2019-03,1.5
M,RCH_A,CP11203,EA,2019-04,1.5
M,RCH_A,CP11203,EA,2019-05,1.5
M,RCH_A,CP11203,EA,2019-06,1.5
