period,value,series,code
2024-03,1369.8,viagens_mensal_despesa,22742
2024-04,1560.8,viagens_mensal_despesa,22742
2024-05,1659.5,viagens_mensal_despesa,22742
2024-06,1621.0,viagens_mensal_despesa,22742
2024-07,1860.5,viagens_mensal_despesa,22742
2024-08,1774.2,viagens_mensal_despesa,22742
2024-09,1829.9,viagens_mensal_despesa,22742
2024-10,1787.3,viagens_mensal_despesa,22742
2024-11,1626.1,viagens_mensal_despesa,22742
2024-12,1715.7,viagens_mensal_despesa,22742
2025-01,1805.3,viagens_mensal_despesa,22742
2025-02,1595.6,viagens_mensal_despesa,22742
2025-03,1557.6,viagens_mensal_despesa,22742
2025-04,1701.7,viagens_mensal_despesa,22742
2025-05,1782.4,viagens_mensal_despesa,22742
2025-06,1854.4,viagens_mensal_despesa,22742
2025-07,2369.0,viagens_mensal_despesa,22742
2025-08,1791.4,viagens_mensal_despesa,22742
2025-09,1926.4,viagens_mensal_despesa,22742
2025-10,1942.1,viagens_mensal_despesa,22742
2025-11,1779.7,viagens_mensal_despesa,22742
2025-12,1878.5,viagens_mensal_despesa,22742
2026-01,2210.5,viagens_mensal_despesa,22742
2026-02,1843.5,viagens_mensal_despesa,22742
2026-03,1990.4,viagens_mensal_despesa,22742
2026-04,2293.4,viagens_mensal_despesa,22742
2026-05,2061.9,viagens_mensal_despesa,22742
2026-06,2217.4,viagens_mensal_despesa,22742
2026-07,2456.8,viagens_mensal_despesa,22742
2015-01,568.1,viagens_mensal_receita,22741
2015-02,521.0,viagens_mensal_receita,22741
2015-03,548.2,viagens_mensal_receita,22741
2015-04,444.0,viagens_mensal_receita,22741
2015-05,416.8,viagens_mensal_receita,22741
2015-06,445.4,viagens_mensal_receita,22741
2015-07,468.1,viagens_mensal_receita,22741
2015-08,435.6,viagens_mensal_receita,22741
2015-09,485.6,viagens_mensal_receita,22741
2015-10,453.0,viagens_mensal_receita,22741
2015-11,466.4,viagens_mensal_receita,22741
2015-12,591.7,viagens_mensal_receita,22741
2016-01,650.0,viagens_mensal_receita,22741
2016-02,599.0,viagens_mensal_receita,22741
2016-03,596.6,viagens_mensal_receita,22741
2016-04,474.6,viagens_mensal_receita,22741
2016-05,433.8,viagens_mensal_receita,22741
2016-06,401.6,viagens_mensal_receita,22741
2016-07,466.2,viagens_mensal_receita,22741
2016-08,601.7,viagens_mensal_receita,22741
2016-09,443.0,viagens_mensal_receita,22741
2016-10,433.7,viagens_mensal_receita,22741
2016-11,472.3,viagens_mensal_receita,22741
2016-12,451.2,viagens_mensal_receita,22741
2017-01,660.8,viagens_mensal_receita,22741
2017-02,535.4,viagens_mensal_receita,22741
2017-03,649.8,viagens_mensal_receita,22741
2017-04,417.0,viagens_mensal_receita,22741
2017-05,419.1,viagens_mensal_receita,22741
2017-06,376.6,viagens_mensal_receita,22741
2017-07,440.4,viagens_mensal_receita,22741
2017-08,454.6,viagens_mensal_receita,22741
2017-09,406.9,viagens_mensal_receita,22741
2017-10,462.8,viagens_mensal_receita,22741
2017-11,484.7,viagens_mensal_receita,22741
2017-12,501.3,viagens_mensal_receita,22741
2018-01,778.7,viagens_mensal_receita,22741
2018-02,611.5,viagens_mensal_receita,22741
2018-03,544.1,viagens_mensal_receita,22741
2018-04,498.8,viagens_mensal_receita,22741
2018-05,428.7,viagens_mensal_receita,22741
2018-06,378.6,viagens_mensal_receita,22741
2018-07,417.1,viagens_mensal_receita,22741
2018-08,482.0,viagens_mensal_receita,22741
2018-09,373.3,viagens_mensal_receita,22741
2018-10,455.5,viagens_mensal_receita,22741
2018-11,463.9,viagens_mensal_receita,22741
2018-12,488.4,viagens_mensal_receita,22741
2019-01,703.6,viagens_mensal_receita,22741
2019-02,541.6,viagens_mensal_receita,22741
2019-03,567.3,viagens_mensal_receita,22741
2019-04,471.7,viagens_mensal_receita,22741
2019-05,417.9,viagens_mensal_receita,22741
2019-06,374.1,viagens_mensal_receita,22741
2019-07,598.1,viagens_mensal_receita,22741
2019-08,467.7,viagens_mensal_receita,22741
2019-09,400.1,viagens_mensal_receita,22741
2019-10,462.1,viagens_mensal_receita,22741
2019-11,455.7,viagens_mensal_receita,22741
2019-12,534.7,viagens_mensal_receita,22741
2020-01,674.5,viagens_mensal_receita,22741
2020-02,478.1,viagens_mensal_receita,22741
2020-03,385.1,viagens_mensal_receita,22741
2020-04,113.4,viagens_mensal_receita,22741
2020-05,113.2,viagens_mensal_receita,22741
2020-06,167.3,viagens_mensal_receita,22741
2020-07,140.3,viagens_mensal_receita,22741
2020-08,146.3,viagens_mensal_receita,22741
2020-09,163.9,viagens_mensal_receita,22741
2020-10,181.1,viagens_mensal_receita,22741
2020-11,185.4,viagens_mensal_receita,22741
2020-12,295.4,viagens_mensal_receita,22741
2021-01,268.5,viagens_mensal_receita,22741
2021-02,211.5,viagens_mensal_receita,22741
2021-03,213.3,viagens_mensal_receita,22741
2021-04,164.0,viagens_mensal_receita,22741
2021-05,194.5,viagens_mensal_receita,22741
2021-06,227.8,viagens_mensal_receita,22741
2021-07,222.8,viagens_mensal_receita,22741
2021-08,251.6,viagens_mensal_receita,22741
2021-09,236.3,viagens_mensal_receita,22741
2021-10,265.8,viagens_mensal_receita,22741
2021-11,320.3,viagens_mensal_receita,22741
2021-12,370.9,viagens_mensal_receita,22741
2022-01,421.2,viagens_mensal_receita,22741
2022-02,359.7,viagens_mensal_receita,22741
2022-03,452.6,viagens_mensal_receita,22741
2022-04,394.2,viagens_mensal_receita,22741
2022-05,373.3,viagens_mensal_receita,22741
2022-06,388.3,viagens_mensal_receita,22741
2022-07,388.5,viagens_mensal_receita,22741
2022-08,431.0,viagens_mensal_receita,22741
2022-09,416.3,viagens_mensal_receita,22741
2022-10,413.4,viagens_mensal_receita,22741
2022-11,442.9,viagens_mensal_receita,22741
2022-12,471.0,viagens_mensal_receita,22741
2023-01,603.7,viagens_mensal_receita,22741
2023-02,529.5,viagens_mensal_receita,22741
2023-03,569.7,viagens_mensal_receita,22741
2023-04,451.7,viagens_mensal_receita,22741
2023-05,566.7,viagens_mensal_receita,22741
2023-06,508.0,viagens_mensal_receita,22741
2023-07,566.6,viagens_mensal_receita,22741
2023-08,657.2,viagens_mensal_receita,22741
2023-09,566.5,viagens_mensal_receita,22741
2023-10,650.0,viagens_mensal_receita,22741
2023-11,673.5,viagens_mensal_receita,22741
2023-12,676.5,viagens_mensal_receita,22741
2024-01,869.5,viagens_mensal_receita,22741
2024-02,734.4,viagens_mensal_receita,22741
2024-03,650.8,viagens_mensal_receita,22741
2024-04,695.1,viagens_mensal_receita,22741
2024-05,601.1,viagens_mensal_receita,22741
2024-06,562.9,viagens_mensal_receita,22741
2024-07,700.8,viagens_mensal_receita,22741
2024-08,662.6,viagens_mensal_receita,22741
2024-09,626.8,viagens_mensal_receita,22741
2024-10,710.8,viagens_mensal_receita,22741
2024-11,729.5,viagens_mensal_receita,22741
2024-12,857.4,viagens_mensal_receita,22741
2025-01,969.0,viagens_mensal_receita,22741
2025-02,974.0,viagens_mensal_receita,22741
2025-03,929.8,viagens_mensal_receita,22741
2025-04,826.7,viagens_mensal_receita,22741
2025-05,660.9,viagens_mensal_receita,22741
2025-06,690.6,viagens_mensal_receita,22741
2025-07,925.9,viagens_mensal_receita,22741
2025-08,794.2,viagens_mensal_receita,22741
2025-09,835.1,viagens_mensal_receita,22741
2025-10,849.6,viagens_mensal_receita,22741
2025-11,895.9,viagens_mensal_receita,22741
2025-12,1096.6,viagens_mensal_receita,22741
2026-01,1156.7,viagens_mensal_receita,22741
2026-02,1120.7,viagens_mensal_receita,22741
2026-03,934.2,viagens_mensal_receita,22741
2026-04,837.2,viagens_mensal_receita,22741
2026-05,786.0,viagens_mensal_receita,22741
2026-06,809.4,viagens_mensal_receita,22741
2026-07,898.9,viagens_mensal_receita,22741
2015-01,-1670.9,viagens_mensal_l_quido,22740
2015-02,-968.7,viagens_mensal_l_quido,22740
2015-03,-955.5,viagens_mensal_l_quido,22740
2015-04,-1199.9,viagens_mensal_l_quido,22740
2015-05,-997.7,viagens_mensal_l_quido,22740
2015-06,-1203.4,viagens_mensal_l_quido,22740
2015-07,-1208.8,viagens_mensal_l_quido,22740
2015-08,-827.1,viagens_mensal_l_quido,22740
2015-09,-774.2,viagens_mensal_l_quido,22740
2015-10,-548.7,viagens_mensal_l_quido,22740
2015-11,-505.0,viagens_mensal_l_quido,22740
2015-12,-653.0,viagens_mensal_l_quido,22740
2016-01,-189.6,viagens_mensal_l_quido,22740
2016-02,-242.1,viagens_mensal_l_quido,22740
2016-03,-694.4,viagens_mensal_l_quido,22740
2016-04,-601.7,viagens_mensal_l_quido,22740
2016-05,-678.7,viagens_mensal_l_quido,22740
2016-06,-969.9,viagens_mensal_l_quido,22740
2016-07,-895.4,viagens_mensal_l_quido,22740
2016-08,-690.4,viagens_mensal_l_quido,22740
2016-09,-851.2,viagens_mensal_l_quido,22740
2016-10,-987.6,viagens_mensal_l_quido,22740
2016-11,-731.5,viagens_mensal_l_quido,22740
2016-12,-940.5,viagens_mensal_l_quido,22740
2017-01,-918.4,viagens_mensal_l_quido,22740
2017-02,-826.6,viagens_mensal_l_quido,22740
2017-03,-883.2,viagens_mensal_l_quido,22740
2017-04,-907.8,viagens_mensal_l_quido,22740
2017-05,-1077.4,viagens_mensal_l_quido,22740
2017-06,-1133.4,viagens_mensal_l_quido,22740
2017-07,-1438.5,viagens_mensal_l_quido,22740
2017-08,-1290.5,viagens_mensal_l_quido,22740
2017-09,-1309.2,viagens_mensal_l_quido,22740
2017-10,-1174.2,viagens_mensal_l_quido,22740
2017-11,-1110.5,viagens_mensal_l_quido,22740
2017-12,-1122.7,viagens_mensal_l_quido,22740
2018-01,-1223.4,viagens_mensal_l_quido,22740
2018-02,-793.7,viagens_mensal_l_quido,22740
2018-03,-980.3,viagens_mensal_l_quido,22740
2018-04,-1039.6,viagens_mensal_l_quido,22740
2018-05,-1186.7,viagens_mensal_l_quido,22740
2018-06,-1108.7,viagens_mensal_l_quido,22740
2018-07,-1314.2,viagens_mensal_l_quido,22740
2018-08,-899.6,viagens_mensal_l_quido,22740
2018-09,-815.9,viagens_mensal_l_quido,22740
2018-10,-1147.6,viagens_mensal_l_quido,22740
2018-11,-920.8,viagens_mensal_l_quido,22740
2018-12,-914.3,viagens_mensal_l_quido,22740
2019-01,-985.7,viagens_mensal_l_quido,22740
2019-02,-760.4,viagens_mensal_l_quido,22740
2019-03,-760.3,viagens_mensal_l_quido,22740
2019-04,-1021.1,viagens_mensal_l_quido,22740
2019-05,-1053.2,viagens_mensal_l_quido,22740
2019-06,-1149.6,viagens_mensal_l_quido,22740
2019-07,-1300.0,viagens_mensal_l_quido,22740
2019-08,-841.6,viagens_mensal_l_quido,22740
2019-09,-929.7,viagens_mensal_l_quido,22740
2019-10,-1043.6,viagens_mensal_l_quido,22740
2019-11,-791.5,viagens_mensal_l_quido,22740
2019-12,-962.1,viagens_mensal_l_quido,22740
2020-01,-763.9,viagens_mensal_l_quido,22740
2020-02,-402.9,viagens_mensal_l_quido,22740
2020-03,-226.9,viagens_mensal_l_quido,22740
2020-04,-89.8,viagens_mensal_l_quido,22740
2020-05,-86.5,viagens_mensal_l_quido,22740
2020-06,-71.9,viagens_mensal_l_quido,22740
2020-07,-126.6,viagens_mensal_l_quido,22740
2020-08,-123.2,viagens_mensal_l_quido,22740
2020-09,-137.6,viagens_mensal_l_quido,22740
2020-10,-102.5,viagens_mensal_l_quido,22740
2020-11,-143.5,viagens_mensal_l_quido,22740
2020-12,-74.3,viagens_mensal_l_quido,22740
2021-01,-39.2,viagens_mensal_l_quido,22740
2021-02,-28.4,viagens_mensal_l_quido,22740
2021-03,-99.5,viagens_mensal_l_quido,22740
2021-04,-136.9,viagens_mensal_l_quido,22740
2021-05,-139.0,viagens_mensal_l_quido,22740
2021-06,-220.9,viagens_mensal_l_quido,22740
2021-07,-229.2,viagens_mensal_l_quido,22740
2021-08,-195.5,viagens_mensal_l_quido,22740
2021-09,-237.4,viagens_mensal_l_quido,22740
2021-10,-265.1,viagens_mensal_l_quido,22740
2021-11,-298.2,viagens_mensal_l_quido,22740
2021-12,-413.2,viagens_mensal_l_quido,22740
2022-01,-300.4,viagens_mensal_l_quido,22740
2022-02,-493.9,viagens_mensal_l_quido,22740
2022-03,-727.5,viagens_mensal_l_quido,22740
2022-04,-789.9,viagens_mensal_l_quido,22740
2022-05,-821.1,viagens_mensal_l_quido,22740
2022-06,-895.1,viagens_mensal_l_quido,22740
2022-07,-766.9,viagens_mensal_l_quido,22740
2022-08,-765.7,viagens_mensal_l_quido,22740
2022-09,-620.5,viagens_mensal_l_quido,22740
2022-10,-796.4,viagens_mensal_l_quido,22740
2022-11,-797.6,viagens_mensal_l_quido,22740
2022-12,-730.3,viagens_mensal_l_quido,22740
2023-01,-854.4,viagens_mensal_l_quido,22740
2023-02,-512.2,viagens_mensal_l_quido,22740
2023-03,-742.3,viagens_mensal_l_quido,22740
2023-04,-1044.9,viagens_mensal_l_quido,22740
2023-05,-920.3,viagens_mensal_l_quido,22740
2023-06,-1241.1,viagens_mensal_l_quido,22740
2023-07,-1164.2,viagens_mensal_l_quido,22740
2023-08,-917.9,viagens_mensal_l_quido,22740
2023-09,-1003.1,viagens_mensal_l_quido,22740
2023-10,-1006.0,viagens_mensal_l_quido,22740
2023-11,-811.0,viagens_mensal_l_quido,22740
2023-12,-729.6,viagens_mensal_l_quido,22740
2024-01,-809.5,viagens_mensal_l_quido,22740
2024-02,-643.5,viagens_mensal_l_quido,22740
2024-03,-719.0,viagens_mensal_l_quido,22740
2024-04,-865.7,viagens_mensal_l_quido,22740
2024-05,-1058.5,viagens_mensal_l_quido,22740
2024-06,-1058.1,viagens_mensal_l_quido,22740
2024-07,-1159.7,viagens_mensal_l_quido,22740
2024-08,-1111.6,viagens_mensal_l_quido,22740
2024-09,-1203.1,viagens_mensal_l_quido,22740
2024-10,-1076.4,viagens_mensal_l_quido,22740
2024-11,-896.6,viagens_mensal_l_quido,22740
2024-12,-858.3,viagens_mensal_l_quido,22740
2025-01,-836.3,viagens_mensal_l_quido,22740
2025-02,-621.6,viagens_mensal_l_quido,22740
2025-03,-627.8,viagens_mensal_l_quido,22740
2025-04,-875.0,viagens_mensal_l_quido,22740
2025-05,-1121.5,viagens_mensal_l_quido,22740
2025-06,-1163.8,viagens_mensal_l_quido,22740
2025-07,-1443.2,viagens_mensal_l_quido,22740
2025-08,-997.2,viagens_mensal_l_quido,22740
2025-09,-1091.3,viagens_mensal_l_quido,22740
2025-10,-1092.5,viagens_mensal_l_quido,22740
2025-11,-883.8,viagens_mensal_l_quido,22740
2025-12,-782.0,viagens_mensal_l_quido,22740
2026-01,-1053.8,viagens_mensal_l_quido,22740
2026-02,-722.8,viagens_mensal_l_quido,22740
2026-03,-1056.3,viagens_mensal_l_quido,22740
2026-04,-1456.2,viagens_mensal_l_quido,22740
2026-05,-1275.9,viagens_mensal_l_quido,22740
2026-06,-1408.0,viagens_mensal_l_quido,22740
2026-07,-1557.9,viagens_mensal_l_quido,22740
2015-01,1664.2,viagens_pessoais_mensal_despesa,22748
2015-02,1109.5,viagens_pessoais_mensal_despesa,22748
2015-03,1121.0,viagens_pessoais_mensal_despesa,22748
2015-04,1223.3,viagens_pessoais_mensal_despesa,22748
2015-05,1055.4,viagens_pessoais_mensal_despesa,22748
2015-06,1228.4,viagens_pessoais_mensal_despesa,22748
2015-07,1249.2,viagens_pessoais_mensal_despesa,22748
2015-08,942.2,viagens_pessoais_mensal_despesa,22748
2015-09,940.2,viagens_pessoais_mensal_despesa,22748
2015-10,746.1,viagens_pessoais_mensal_despesa,22748
2015-11,723.5,viagens_pessoais_mensal_despesa,22748
2015-12,928.9,viagens_pessoais_mensal_despesa,22748
2016-01,606.1,viagens_pessoais_mensal_despesa,22748
2016-02,607.7,viagens_pessoais_mensal_despesa,22748
2016-03,933.2,viagens_pessoais_mensal_despesa,22748
2016-04,777.7,viagens_pessoais_mensal_despesa,22748
2016-05,804.8,viagens_pessoais_mensal_despesa,22748
2016-06,993.5,viagens_pessoais_mensal_despesa,22748
2016-07,984.3,viagens_pessoais_mensal_despesa,22748
2016-08,934.5,viagens_pessoais_mensal_despesa,22748
2016-09,935.9,viagens_pessoais_mensal_despesa,22748
2016-10,1025.9,viagens_pessoais_mensal_despesa,22748
2016-11,869.8,viagens_pessoais_mensal_despesa,22748
2016-12,1009.4,viagens_pessoais_mensal_despesa,22748
2017-01,1140.6,viagens_pessoais_mensal_despesa,22748
2017-02,983.4,viagens_pessoais_mensal_despesa,22748
2017-03,1108.7,viagens_pessoais_mensal_despesa,22748
2017-04,957.9,viagens_pessoais_mensal_despesa,22748
2017-05,1083.7,viagens_pessoais_mensal_despesa,22748
2017-06,1095.1,viagens_pessoais_mensal_despesa,22748
2017-07,1359.3,viagens_pessoais_mensal_despesa,22748
2017-08,1263.8,viagens_pessoais_mensal_despesa,22748
2017-09,1240.5,viagens_pessoais_mensal_despesa,22748
2017-10,1181.4,viagens_pessoais_mensal_despesa,22748
2017-11,1153.8,viagens_pessoais_mensal_despesa,22748
2017-12,1177.7,viagens_pessoais_mensal_despesa,22748
2018-01,1448.1,viagens_pessoais_mensal_despesa,22748
2018-02,1017.5,viagens_pessoais_mensal_despesa,22748
2018-03,1105.1,viagens_pessoais_mensal_despesa,22748
2018-04,1114.8,viagens_pessoais_mensal_despesa,22748
2018-05,1171.9,viagens_pessoais_mensal_despesa,22748
2018-06,1080.4,viagens_pessoais_mensal_despesa,22748
2018-07,1253.5,viagens_pessoais_mensal_despesa,22748
2018-08,1004.2,viagens_pessoais_mensal_despesa,22748
2018-09,863.3,viagens_pessoais_mensal_despesa,22748
2018-10,1160.6,viagens_pessoais_mensal_despesa,22748
2018-11,1003.3,viagens_pessoais_mensal_despesa,22748
2018-12,1020.4,viagens_pessoais_mensal_despesa,22748
2019-01,1226.8,viagens_pessoais_mensal_despesa,22748
2019-02,944.1,viagens_pessoais_mensal_despesa,22748
2019-03,962.9,viagens_pessoais_mensal_despesa,22748
2019-04,1081.6,viagens_pessoais_mensal_despesa,22748
2019-05,1067.2,viagens_pessoais_mensal_despesa,22748
2019-06,1105.4,viagens_pessoais_mensal_despesa,22748
2019-07,1374.6,viagens_pessoais_mensal_despesa,22748
2019-08,950.5,viagens_pessoais_mensal_despesa,22748
2019-09,965.4,viagens_pessoais_mensal_despesa,22748
2019-10,1091.4,viagens_pessoais_mensal_despesa,22748
2019-11,903.3,viagens_pessoais_mensal_despesa,22748
2019-12,1087.4,viagens_pessoais_mensal_despesa,22748
2020-01,1043.3,viagens_pessoais_mensal_despesa,22748
2020-02,641.7,viagens_pessoais_mensal_despesa,22748
2020-03,447.0,viagens_pessoais_mensal_despesa,22748
2020-04,150.0,viagens_pessoais_mensal_despesa,22748
2020-05,149.6,viagens_pessoais_mensal_despesa,22748
2020-06,177.7,viagens_pessoais_mensal_despesa,22748
2020-07,198.4,viagens_pessoais_mensal_despesa,22748
2020-08,200.3,viagens_pessoais_mensal_despesa,22748
2020-09,224.0,viagens_pessoais_mensal_despesa,22748
2020-10,209.5,viagens_pessoais_mensal_despesa,22748
2020-11,244.0,viagens_pessoais_mensal_despesa,22748
2020-12,273.5,viagens_pessoais_mensal_despesa,22748
2021-01,226.8,viagens_pessoais_mensal_despesa,22748
2021-02,178.3,viagens_pessoais_mensal_despesa,22748
2021-03,231.2,viagens_pessoais_mensal_despesa,22748
2021-04,222.5,viagens_pessoais_mensal_despesa,22748
2021-05,246.1,viagens_pessoais_mensal_despesa,22748
2021-06,330.4,viagens_pessoais_mensal_despesa,22748
2021-07,333.2,viagens_pessoais_mensal_despesa,22748
2021-08,329.6,viagens_pessoais_mensal_despesa,22748
2021-09,348.7,viagens_pessoais_mensal_despesa,22748
2021-10,388.2,viagens_pessoais_mensal_despesa,22748
2021-11,452.6,viagens_pessoais_mensal_despesa,22748
2021-12,572.3,viagens_pessoais_mensal_despesa,22748
2022-01,532.2,viagens_pessoais_mensal_despesa,22748
2022-02,628.3,viagens_pessoais_mensal_despesa,22748
2022-03,867.0,viagens_pessoais_mensal_despesa,22748
2022-04,868.3,viagens_pessoais_mensal_despesa,22748
2022-05,876.6,viagens_pessoais_mensal_despesa,22748
2022-06,940.7,viagens_pessoais_mensal_despesa,22748
2022-07,846.6,viagens_pessoais_mensal_despesa,22748
2022-08,878.4,viagens_pessoais_mensal_despesa,22748
2022-09,761.3,viagens_pessoais_mensal_despesa,22748
2022-10,885.1,viagens_pessoais_mensal_despesa,22748
2022-11,908.4,viagens_pessoais_mensal_despesa,22748
2022-12,881.0,viagens_pessoais_mensal_despesa,22748
2023-01,1061.0,viagens_pessoais_mensal_despesa,22748
2023-02,758.0,viagens_pessoais_mensal_despesa,22748
2023-03,955.9,viagens_pessoais_mensal_despesa,22748
2023-04,1089.1,viagens_pessoais_mensal_despesa,22748
2023-05,1080.8,viagens_pessoais_mensal_despesa,22748
2023-06,1272.5,viagens_pessoais_mensal_despesa,22748
2023-07,1256.4,viagens_pessoais_mensal_despesa,22748
2023-08,1145.7,viagens_pessoais_mensal_despesa,22748
2023-09,1139.9,viagens_pessoais_mensal_despesa,22748
2023-10,1201.5,viagens_pessoais_mensal_despesa,22748
2023-11,1071.3,viagens_pessoais_mensal_despesa,22748
2023-12,1014.7,viagens_pessoais_mensal_despesa,22748
2024-01,1212.3,viagens_pessoais_mensal_despesa,22748
2024-02,995.0,viagens_pessoais_mensal_despesa,22748
2024-03,989.1,viagens_pessoais_mensal_despesa,22748
2024-04,1127.0,viagens_pessoais_mensal_despesa,22748
2024-05,1198.2,viagens_pessoais_mensal_despesa,22748
2024-06,1170.5,viagens_pessoais_mensal_despesa,22748
2024-07,1343.3,viagens_pessoais_mensal_despesa,22748
2024-08,1281.2,viagens_pessoais_mensal_despesa,22748
2024-09,1321.3,viagens_pessoais_mensal_despesa,22748
2024-10,1290.6,viagens_pessoais_mensal_despesa,22748
2024-11,1174.2,viagens_pessoais_mensal_despesa,22748
2024-12,1238.7,viagens_pessoais_mensal_despesa,22748
2025-01,1303.6,viagens_pessoais_mensal_despesa,22748
2025-02,1152.1,viagens_pessoais_mensal_despesa,22748
2025-03,1124.8,viagens_pessoais_mensal_despesa,22748
2025-04,1228.6,viagens_pessoais_mensal_despesa,22748
