city,dump_date,host_id,listings,entire_home,reviews_ltm,share_of_city
chicago,2026-08-27,456513928,31,31,165,0.0035
chicago,2026-08-27,3230291,29,27,1014,0.0033
chicago,2026-08-27,501371725,29,28,73,0.0033
chicago,2026-08-27,509192250,28,28,644,0.0032
chicago,2026-08-27,1385332,28,4,48,0.0032
chicago,2026-08-27,565344683,28,0,22,0.0032
london,2026-08-18,446820235,501,500,69,0.0054
london,2026-08-18,28820321,286,283,666,0.0031
london,2026-08-18,314162972,222,222,27,0.0024
london,2026-08-18,1432477,217,217,1413,0.0023
london,2026-08-18,33889201,183,183,227,0.002
london,2026-08-18,11515631,162,162,5890,0.0017
london,2026-08-18,682491797,159,159,250,0.0017
london,2026-08-18,7701687,154,154,1523,0.0017
london,2026-08-18,89355192,152,151,1918,0.0016
london,2026-08-18,509948385,150,9,481,0.0016
london,2026-08-18,185324181,149,149,1635,0.0016
london,2026-08-18,228928499,133,130,518,0.0014
london,2026-08-18,124359784,125,125,1262,0.0013
london,2026-08-18,77453810,114,114,69,0.0012
london,2026-08-18,315820320,112,50,338,0.0012
london,2026-08-18,74167394,109,2,34,0.0012
london,2026-08-18,652923171,106,31,51,0.0011
london,2026-08-18,47609036,101,101,315,0.0011
london,2026-08-18,712085368,101,99,2165,0.0011
london,2026-08-18,527114813,99,99,1749,0.0011
london,2026-08-18,678046097,99,95,458,0.0011
london,2026-08-18,519945528,98,83,480,0.0011
london,2026-08-18,9063235,98,98,56,0.0011
london,2026-08-18,10961046,98,98,135,0.0011
london,2026-08-18,92967793,92,2,4689,0.001
los-angeles,2026-08-10,651318479,261,3,132,0.006
los-angeles,2026-08-10,107434423,193,193,6,0.0044
los-angeles,2026-08-10,668954332,189,45,74,0.0043
los-angeles,2026-08-10,679821480,175,1,35,0.004
los-angeles,2026-08-10,446820235,136,136,0,0.0031
los-angeles,2026-08-10,126644161,135,135,769,0.0031
los-angeles,2026-08-10,30850484,120,120,154,0.0027
los-angeles,2026-08-10,4780152,119,7,17,0.0027
los-angeles,2026-08-10,72933825,101,101,268,0.0023
los-angeles,2026-08-10,690430385,95,0,33,0.0022
los-angeles,2026-08-10,136683217,95,5,321,0.0022
los-angeles,2026-08-10,501999278,91,0,38,0.0021
los-angeles,2026-08-10,19236518,85,85,924,0.0019
los-angeles,2026-08-10,383790851,84,83,193,0.0019
los-angeles,2026-08-10,112952162,84,83,78,0.0019
los-angeles,2026-08-10,495438734,80,0,0,0.0018
los-angeles,2026-08-10,501999514,76,0,461,0.0017
los-angeles,2026-08-10,659010617,76,2,40,0.0017
los-angeles,2026-08-10,24303784,72,72,691,0.0016
los-angeles,2026-08-10,33694089,70,70,254,0.0016
los-angeles,2026-08-10,101537031,69,64,95,0.0016
los-angeles,2026-08-10,10832832,68,68,239,0.0016
los-angeles,2026-08-10,9075429,67,67,285,0.0015
los-angeles,2026-08-10,739959919,66,4,14,0.0015
los-angeles,2026-08-10,187543153,65,65,3,0.0015
mexico-city,2026-08-30,333035396,183,183,7428,0.006
mexico-city,2026-08-30,10764020,147,147,2371,0.0048
mexico-city,2026-08-30,16148871,133,133,5393,0.0043
mexico-city,2026-08-30,302431514,109,109,1894,0.0036
mexico-city,2026-08-30,91265490,109,109,4184,0.0036
mexico-city,2026-08-30,245618000,106,91,3683,0.0035
mexico-city,2026-08-30,498701635,102,102,320,0.0033
mexico-city,2026-08-30,27449159,100,100,2625,0.0033
mexico-city,2026-08-30,23468816,99,99,1403,0.0032
mexico-city,2026-08-30,50305161,94,90,3155,0.0031
mexico-city,2026-08-30,104953556,92,92,1484,0.003
mexico-city,2026-08-30,569838375,78,73,2837,0.0025
mexico-city,2026-08-30,447270714,76,57,408,0.0025
mexico-city,2026-08-30,671935678,69,69,603,0.0023
mexico-city,2026-08-30,348389387,68,68,1976,0.0022
mexico-city,2026-08-30,723213780,66,1,746,0.0022
mexico-city,2026-08-30,358250534,65,31,1352,0.0021
mexico-city,2026-08-30,23382111,63,63,982,0.0021
mexico-city,2026-08-30,471105419,63,63,411,0.0021
mexico-city,2026-08-30,276377520,63,63,2269,0.0021
mexico-city,2026-08-30,127917683,60,40,1072,0.002
mexico-city,2026-08-30,541272314,58,58,2200,0.0019
mexico-city,2026-08-30,5126969,55,55,702,0.0018
mexico-city,2026-08-30,585662267,55,0,175,0.0018
mexico-city,2026-08-30,3919211,51,49,1388,0.0017
nashville,2026-08-27,338667310,251,251,1827,0.0247
nashville,2026-08-27,101426897,192,188,3538,0.0189
nashville,2026-08-27,416033925,136,136,4271,0.0134
nashville,2026-08-27,115505661,118,118,2412,0.0116
nashville,2026-08-27,699711821,107,105,2067,0.0105
nashville,2026-08-27,715487721,94,94,1381,0.0092
nashville,2026-08-27,85360355,92,92,1783,0.0091
nashville,2026-08-27,388056808,91,91,1003,0.009
nashville,2026-08-27,20772148,90,88,680,0.0089
nashville,2026-08-27,403137298,76,76,633,0.0075
nashville,2026-08-27,2442207,76,76,1207,0.0075
nashville,2026-08-27,1542713,74,74,1383,0.0073
nashville,2026-08-27,70801117,65,65,1153,0.0064
nashville,2026-08-27,440360756,63,63,2419,0.0062
nashville,2026-08-27,6675690,62,62,663,0.0061
nashville,2026-08-27,335977682,58,58,634,0.0057
nashville,2026-08-27,260899725,58,58,526,0.0057
nashville,2026-08-27,103365676,56,56,3274,0.0055
nashville,2026-08-27,115218273,54,6,136,0.0053
nashville,2026-08-27,387909824,51,51,878,0.005
nashville,2026-08-27,676107488,50,50,2057,0.0049
nashville,2026-08-27,134126657,50,46,426,0.0049
nashville,2026-08-27,432149499,48,48,747,0.0047
nashville,2026-08-27,6855810,48,48,1064,0.0047
nashville,2026-08-27,389697794,47,47,6,0.0046
new-orleans,2026-08-15,748271101,127,118,141,0.0174
new-orleans,2026-08-15,569220605,92,15,223,0.0126
new-orleans,2026-08-15,64823547,90,90,2078,0.0123
new-orleans,2026-08-15,64365837,90,87,1657,0.0123
new-orleans,2026-08-15,112910785,88,80,1427,0.012
new-orleans,2026-08-15,501999514,86,0,360,0.0118
new-orleans,2026-08-15,561292944,72,72,975,0.0099
new-orleans,2026-08-15,276892829,71,54,2059,0.0097
new-orleans,2026-08-15,349162641,71,71,2383,0.0097
new-orleans,2026-08-15,545764469,63,0,1123,0.0086
new-orleans,2026-08-15,550629322,50,47,481,0.0068
new-orleans,2026-08-15,454425442,47,47,2213,0.0064
new-orleans,2026-08-15,11372242,43,42,282,0.0059
new-orleans,2026-08-15,293742020,41,41,794,0.0056
new-orleans,2026-08-15,442029804,40,40,0,0.0055
new-orleans,2026-08-15,561864785,40,40,293,0.0055
new-orleans,2026-08-15,456477857,39,39,120,0.0053
new-orleans,2026-08-15,483552632,38,0,974,0.0052
new-orleans,2026-08-15,442912126,37,37,448,0.0051
new-orleans,2026-08-15,95683904,36,36,819,0.0049
new-orleans,2026-08-15,106289693,33,33,435,0.0045
new-orleans,2026-08-15,2019341,31,30,545,0.0042
new-orleans,2026-08-15,687396211,31,31,103,0.0042
new-orleans,2026-08-15,686804784,30,30,445,0.0041
new-orleans,2026-08-15,136024214,30,30,167,0.0041
new-york-city,2026-08-10,107434423,908,908,31,0.03
new-york-city,2026-08-10,446820235,330,330,0,0.0109
new-york-city,2026-08-10,51501835,263,263,319,0.0087
new-york-city,2026-08-10,19303369,239,8,48,0.0079
new-york-city,2026-08-10,162280872,230,230,132,0.0076
new-york-city,2026-08-10,35491667,218,218,527,0.0072
new-york-city,2026-08-10,200239515,214,4,44,0.0071
new-york-city,2026-08-10,204704622,205,2,30,0.0068
new-york-city,2026-08-10,22541573,163,163,7,0.0054
new-york-city,2026-08-10,61391963,157,157,330,0.0052
new-york-city,2026-08-10,137358866,155,15,253,0.0051
new-york-city,2026-08-10,501999278,147,0,197,0.0049
new-york-city,2026-08-10,424296351,109,108,20,0.0036
new-york-city,2026-08-10,17775359,106,106,28,0.0035
new-york-city,2026-08-10,371972456,99,0,0,0.0033
new-york-city,2026-08-10,749588964,94,19,0,0.0031
new-york-city,2026-08-10,2867137,94,94,42,0.0031
new-york-city,2026-08-10,120762452,83,73,27,0.0027
new-york-city,2026-08-10,27181542,81,81,16,0.0027
new-york-city,2026-08-10,30283594,77,77,123,0.0025
new-york-city,2026-08-10,709196360,77,77,11,0.0025
new-york-city,2026-08-10,23772724,76,74,88,0.0025
new-york-city,2026-08-10,502657573,72,72,8,0.0024
new-york-city,2026-08-10,401202937,70,57,896,0.0023
new-york-city,2026-08-10,472603377,63,62,2816,0.0021
paris,2026-08-15,314994947,636,636,45,0.0081
paris,2026-08-15,460047164,467,286,202,0.0059
paris,2026-08-15,598558461,244,243,5343,0.0031
paris,2026-08-15,335998296,243,243,5205,0.0031
paris,2026-08-15,33889201,232,232,166,0.003
paris,2026-08-15,489964484,207,207,78,0.0026
paris,2026-08-15,563248085,178,178,775,0.0023
paris,2026-08-15,50502817,173,173,970,0.0022
paris,2026-08-15,599049851,165,165,4181,0.0021
paris,2026-08-15,1112584,162,162,317,0.0021
paris,2026-08-15,539532664,157,157,125,0.002
paris,2026-08-15,436103373,156,156,3215,0.002
paris,2026-08-15,1602690,148,148,25,0.0019
paris,2026-08-15,652374043,145,142,2560,0.0018
paris,2026-08-15,564251645,137,137,64,0.0017
paris,2026-08-15,350724997,134,122,466,0.0017
paris,2026-08-15,549746840,130,130,132,0.0017
paris,2026-08-15,51567288,122,83,3684,0.0016
paris,2026-08-15,593333778,121,120,2157,0.0015
paris,2026-08-15,593051579,119,119,108,0.0015
paris,2026-08-15,158314905,119,119,2499,0.0015
paris,2026-08-15,28313443,118,118,2551,0.0015
paris,2026-08-15,156775524,118,118,1886,0.0015
paris,2026-08-15,24495283,117,116,223,0.0015
paris,2026-08-15,7642792,113,113,863,0.0014
rome,2026-08-25,23532561,281,281,5601,0.0075
rome,2026-08-25,96122546,184,179,4036,0.0049
rome,2026-08-25,1107433,85,85,425,0.0023
rome,2026-08-25,55155461,82,62,597,0.0022
rome,2026-08-25,16611461,81,73,629,0.0022
rome,2026-08-25,405946323,76,56,1066,0.002
rome,2026-08-25,20428282,75,75,481,0.002
rome,2026-08-25,256680931,74,31,686,0.002
rome,2026-08-25,4417813,73,73,745,0.0019
rome,2026-08-25,63191555,69,69,47,0.0018
rome,2026-08-25,316068,63,63,1796,0.0017
rome,2026-08-25,1565283,60,60,937,0.0016
rome,2026-08-25,94052914,56,56,476,0.0015
rome,2026-08-25,2405376,56,56,433,0.0015
rome,2026-08-25,8973851,54,30,617,0.0014
rome,2026-08-25,57568166,52,52,742,0.0014
rome,2026-08-25,6519534,52,52,569,0.0014
rome,2026-08-25,35142184,49,31,475,0.0013
rome,2026-08-25,115777793,49,47,107,0.0013
rome,2026-08-25,206380158,49,49,127,0.0013
rome,2026-08-25,486776971,48,30,578,0.0013
rome,2026-08-25,543687829,47,47,0,0.0013
rome,2026-08-25,5232802,46,46,478,0.0012
rome,2026-08-25,230950667,44,5,58,0.0012
rome,2026-08-25,272002545,44,44,294,0.0012
san-diego,2026-08-29,468914943,175,0,211,0.0131
san-diego,2026-08-29,3017970,175,175,643,0.0131
san-diego,2026-08-29,82919172,171,171,1197,0.0128
san-diego,2026-08-29,499662709,126,126,2042,0.0094
san-diego,2026-08-29,43349223,95,95,3702,0.0071
san-diego,2026-08-29,707545442,88,88,16,0.0066
san-diego,2026-08-29,38690778,88,88,843,0.0066
san-diego,2026-08-29,501999278,86,0,35,0.0064
san-diego,2026-08-29,326010257,83,83,560,0.0062
san-diego,2026-08-29,471188701,74,74,1007,0.0055
san-diego,2026-08-29,113421970,72,72,860,0.0054
san-diego,2026-08-29,126644161,70,70,409,0.0052
san-diego,2026-08-29,2772383,70,70,243,0.0052
san-diego,2026-08-29,442029804,68,68,53,0.0051
san-diego,2026-08-29,8336938,65,65,983,0.0049
san-diego,2026-08-29,325593778,62,62,922,0.0046
san-diego,2026-08-29,504891247,61,61,942,0.0046
san-diego,2026-08-29,576739896,59,41,913,0.0044
san-diego,2026-08-29,339697209,53,53,34,0.004
san-diego,2026-08-29,521262313,51,51,1633,0.0038
san-diego,2026-08-29,395318064,47,26,489,0.0035
san-diego,2026-08-29,515551944,46,46,1445,0.0034
san-diego,2026-08-29,37353287,45,45,800,0.0034
san-diego,2026-08-29,407386163,45,44,964,0.0034
san-diego,2026-08-29,498283368,44,44,293,0.0033
sydney,2026-08-15,288743418,226,5,1648,0.0109
sydney,2026-08-15,7409213,214,214,673,0.0103
sydney,2026-08-15,510052112,138,137,1197,0.0066
sydney,2026-08-15,255319514,137,3,650,0.0066
sydney,2026-08-15,15739069,124,124,550,0.006
sydney,2026-08-15,301753450,113,113,473,0.0054
sydney,2026-08-15,3046924,106,106,197,0.0051
sydney,2026-08-15,704767538,105,7,564,0.0051
sydney,2026-08-15,2450066,95,95,436,0.0046
sydney,2026-08-15,279001183,92,92,999,0.0044
sydney,2026-08-15,258055539,83,83,1279,0.004
sydney,2026-08-15,16357713,82,82,31,0.0039
sydney,2026-08-15,5215877,76,76,3172,0.0037
sydney,2026-08-15,109696396,74,74,1426,0.0036
sydney,2026-08-15,185126628,72,72,437,0.0035
sydney,2026-08-15,23717928,71,70,29,0.0034
sydney,2026-08-15,101139031,67,63,1075,0.0032
sydney,2026-08-15,548181087,66,66,2760,0.0032
sydney,2026-08-15,270132187,66,66,829,0.0032
sydney,2026-08-15,108083073,65,64,791,0.0031
sydney,2026-08-15,209185597,63,63,1955,0.003
sydney,2026-08-15,139218958,57,24,411,0.0027
sydney,2026-08-15,15469257,53,53,18,0.0026
sydney,2026-08-15,24721535,53,53,58,0.0026
sydney,2026-08-15,672812732,53,53,770,0.0026
