city,region,dump_date,listings,entire_home,share_entire_home,active_listings,reviewed_ltm_listings,share_reviewed_ltm,short_min_nights_share,short_entire_home,licensed_share,reviews_ltm_sum,reviews_l30d_sum,reviews_ltm_per_reviewed,est_nights_ltm,exposed_nights_short_entire,est_revenue_l365d,superhost_share,superhost_share_reviewed,multi_listing_share,professional_share_5plus,hosts,top10_host_share,top100_host_share,price_non_null_share,median_price_entire,mean_price_entire,median_price_entire_active,median_price_private,median_price_entire_1br,median_price_entire_2br,median_availability_365,mean_availability_90,instant_book_share,median_rating,price_basis,quote_stay_nights,quote_lead_days,median_quote_total_entire,host_tenure_years_median,new_hosts_share,scope_vs_peer,partial_scope
austin,NA,2026-04-23,8290,7259,0.8756,7970,6638,0.8007,0.9662,6989,0.2355,125547,10844,18.9134,675584.0,593687.0,197285778.0,0.5602,0.6213,0.6157,0.3856,4185,0.0821,0.2859,0.9818,264.0,384.46845257022443,265.89,123.0,179.29000000000002,252.0,264.0,60.3417,,4.92,quote_per_night,2.0,4.0,447.285,4.5,0.0889,0.7289,True
austin,NA,2026-05-25,8568,7322,0.8546,8532,6702,0.7822,0.9992,7316,0.3114,127535,11401,19.0294,685749.0,641748.5,197110749.0,0.5486,0.6207,0.6259,0.4013,4236,0.0812,0.2871,0.9797,261.33,381.3973725356047,261.33,120.0,174.0,243.57,270.0,63.0282,,4.92,quote_per_night,2.0,3.0,438.21,4.5,0.0957,0.7533,True
austin,NA,2026-06-22,11295,9354,0.8282,10630,8196,0.7256,0.8535,8131,0.273,137348,10823,16.7579,864468.5,687337.0,218414692.0,0.5044,0.6054,0.6368,0.3912,5546,0.0699,0.2571,0.9138,233.0,345.5872868297828,233.0,95.43,162.61,220.48,261.0,57.4445,,4.93,quote_per_night,2.0,6.0,543.0,4.6667,0.085,0.9931,False
austin,NA,2026-07-18,11172,9276,0.8303,10487,8099,0.7249,0.8534,8056,0.3152,136834,11041,16.8952,857913.5,684853.0,215152787.0,0.4948,0.5945,0.6367,0.3881,5499,0.0699,0.2548,0.9065,237.0,347.2886611585945,237.0,97.0,167.0,220.83499999999998,261.0,56.3039,,4.93,quote_per_night,2.0,4.0,541.0,4.75,0.0816,0.9822,False
austin,NA,2026-08-25,11079,9198,0.8302,10348,8007,0.7227,0.8664,8091,0.3208,136702,9535,17.0728,842905.5,682834.0,216056742.0,0.4942,0.5944,0.6337,0.3894,5485,0.0674,0.2485,0.8995,247.95,353.1136508645533,247.95,104.0,168.83499999999998,227.0,263.0,53.8021,,4.93,quote_per_night,2.0,5.0,550.0,4.6667,0.083,0.9809,False
barcelona,EMEA,2025-09-14,19410,11789,0.6074,16539,11438,0.5893,0.6094,7098,0.7177,220224,17244,19.2537,1515705.0,825643.0,255500811.0,0.2112,0.3204,0.7626,0.5856,6620,0.143,0.3355,0.787,170.0,210.0595009523819,170.0,62.0,124.0,170.0,223.0,40.6114,0.4017,4.72,listed_nightly,,,,8.1889,0.0501,1.0,False
barcelona,EMEA,2025-12-14,18177,11745,0.6461,15505,10273,0.5652,0.592,7163,0.6059,203594,13572,19.8184,1404174.0,849643.5,,0.2298,0.3558,0.7803,0.6157,5776,0.1593,0.3649,0.0,,,,,,,245.0,44.9871,0.4203,4.72,none,,,,8.5722,0.0428,0.9365,False
barcelona,EMEA,2026-01-18,17099,11078,0.6479,14571,10116,0.5916,0.6245,7156,0.6641,204367,13064,20.2024,1338271.0,840383.5,,0.2377,0.3523,0.7712,0.6006,5640,0.166,0.3558,0.0,,,,,,,237.0,41.1833,,4.72,none,,,,7.6667,0.0511,0.8809,False
barcelona,EMEA,2026-02-18,12786,9629,0.7531,12534,8499,0.6647,0.6009,6411,0.7734,182711,11803,21.4979,1162860.5,777579.0,,0.2734,0.3686,0.825,0.6511,3565,0.1941,0.4147,0.0,,,,,,,259.0,43.5782,,4.72,none,,,,7.9167,0.0475,0.6587,True
barcelona,EMEA,2026-03-21,16107,10629,0.6599,13152,9575,0.5945,0.641,7107,0.7116,198456,14734,20.7265,1271393.5,834732.0,264872878.0,0.2414,0.3612,0.7743,0.608,5238,0.1733,0.3671,0.7903,213.33,260.15649389613066,213.33,63.0,158.935,213.33,223.0,33.4933,,4.72,quote_per_night,3.0,10.0,809.02,8.0,0.0456,0.8298,False
barcelona,EMEA,2026-04-20,7277,6231,0.8563,7227,6331,0.87,0.9982,6226,0.9685,178632,14743,28.2154,877288.5,797440.5,258155317.0,0.3311,0.366,0.8417,0.6606,1970,0.2004,0.4492,0.9761,295.0,390.6871763253208,295.0,155.0,237.0,277.75,249.0,42.924,,4.69,quote_per_night,2.0,8.0,565.0,10.4583,0.0422,0.4003,True
barcelona,EMEA,2026-05-24,14399,10319,0.7166,12808,9276,0.6442,0.6481,6857,0.8034,202030,16672,21.7799,1292250.5,845266.5,308714226.0,0.2655,0.3618,0.8017,0.6304,4356,0.1781,0.3725,0.8551,248.21,299.42138007185116,248.21,69.91,180.0,245.0,232.0,39.5882,,4.725,quote_per_night,3.0,14.0,895.185,8.5,0.0357,0.7922,True
barcelona,EMEA,2026-06-24,15293,10844,0.7091,13762,9666,0.6321,0.629,7069,0.801,201980,16737,20.8959,1308062.5,850795.0,292193412.0,0.2586,0.3615,0.8046,0.6305,4595,0.1762,0.3736,0.8733,221.5,271.9231859545002,221.5,64.0,153.5,219.33,240.0,43.5431,,4.73,quote_per_night,3.0,11.0,881.0,8.4167,0.0424,0.8413,False
barcelona,EMEA,2026-07-16,15777,11025,0.6988,10723,9809,0.6217,0.6174,7115,0.5871,204982,15761,20.8973,1329128.5,855651.5,290293096.0,0.2511,0.3586,0.8081,0.6335,4670,0.1827,0.3813,0.8374,229.2,265.16980662983434,223.5,64.0,159.765,228.39,243.0,43.9953,,4.73,quote_per_night,3.0,11.0,810.0,8.3333,0.0464,0.9227,False
barcelona,EMEA,2026-08-23,16227,11203,0.6904,10855,10223,0.63,0.5945,6839,0.6335,216064,18081,21.1351,1379405.0,801282.5,270811657.0,0.2445,0.3483,0.8129,0.6331,4758,0.183,0.3746,0.7883,220.95,268.7366202101686,220.97,77.19,145.71,219.11,244.0,41.4775,,4.72,quote_per_night,3.0,9.0,762.085,8.3333,0.0581,1.0,False
chicago,NA,2025-03-11,8748,6660,0.7613,7549,6098,0.6971,0.6505,4291,0.7825,123475,5921,20.2484,790985.5,544258.0,124837043.0,0.4196,0.5398,0.6972,0.496,3666,0.1357,0.3328,0.8823,158.0,205.40953606501841,158.0,58.0,128.0,152.0,194.0,46.9902,0.3843,4.86,listed_nightly,,,,7.4141,0.0482,1.0,False
chicago,NA,2025-06-17,8604,6529,0.7588,8165,6031,0.701,0.6628,4311,0.6865,115036,12444,19.0741,745137.0,518229.0,192508012.0,0.4372,0.5443,0.694,0.4877,3635,0.1385,0.3407,0.8927,203.0,267.1721967654985,203.0,64.0,169.0,177.0,250.0,46.0941,0.3716,4.87,listed_nightly,,,,7.8193,0.0478,0.9685,False
chicago,NA,2025-09-22,8660,6668,0.77,8248,6086,0.7028,0.6449,4337,0.6676,119632,11545,19.6569,777187.5,540118.5,196098043.0,0.4655,0.5746,0.6956,0.495,3630,0.1421,0.3413,0.9036,177.0,231.28026774193555,177.0,60.0,150.0,160.0,260.0,54.737,0.3725,4.87,listed_nightly,,,,7.5592,0.0433,0.9748,False
chicago,NA,2025-12-25,8884,6868,0.7731,8386,6116,0.6884,0.6539,4467,0.6658,122167,6789,19.975,779973.5,552629.0,,0.474,0.5955,0.6882,0.4831,3787,0.1425,0.3331,0.0,,,,,,,268.0,62.4349,,4.87,none,,,,4.8333,0.1046,1.0,False
chicago,NA,2026-01-20,8817,6859,0.7779,8316,6083,0.6899,0.6493,4439,0.6662,123213,7232,20.2553,782516.5,552750.0,,0.4754,0.5941,0.6829,0.4803,3797,0.1422,0.333,0.0,,,,,,,265.0,61.3376,,4.87,none,,,,4.9167,0.1004,0.9925,False
chicago,NA,2026-02-25,7821,6196,0.7922,7610,5546,0.7091,0.6557,4069,0.6694,116580,4621,21.0206,725986.0,514394.5,,0.495,0.6063,0.6795,0.4666,3411,0.1445,0.3422,0.0,,,,,,,262.0,58.9584,,4.87,none,,,,5.0,0.1014,0.8803,False
chicago,NA,2026-03-27,5153,4123,0.8001,5065,4721,0.9162,0.9977,4114,0.9755,112400,7013,23.8085,606301.0,518671.0,,0.5941,0.6186,0.6278,0.4052,2547,0.086,0.3119,0.0,,,,,,,247.0,55.485,,4.86,none,,,,4.5,0.1281,0.58,True
chicago,NA,2026-04-24,5116,4194,0.8198,4872,4739,0.9263,0.9574,4012,0.9849,112320,8522,23.7012,615282.0,499351.5,151790422.0,0.5932,0.6129,0.6337,0.4171,2490,0.0885,0.3229,0.9883,239.5,309.1208311250304,241.5,102.25,165.67,221.39,231.0,47.9234,,4.86,quote_per_night,2.0,3.0,520.38,4.5833,0.1079,0.5759,True
chicago,NA,2026-05-26,8408,6591,0.7839,7962,6151,0.7316,0.6879,4517,0.6926,125505,11114,20.404,785275.0,562424.5,203063460.0,0.4904,0.5871,0.692,0.4946,3538,0.1292,0.3392,0.8739,248.33,327.72466434176135,248.33,87.0,188.5,239.025,241.0,42.5749,,4.87,quote_per_night,2.0,8.0,764.82,5.1667,0.0727,0.9464,False
chicago,NA,2026-06-24,8660,6663,0.7694,8198,6235,0.72,0.6637,4461,0.6658,124877,12553,20.0284,796456.5,564186.0,221786346.0,0.4871,0.5857,0.695,0.4952,3637,0.1233,0.3296,0.8777,257.0,339.514585092098,257.0,86.5,189.5,246.5,250.0,44.7141,,4.87,quote_per_night,2.0,11.0,880.0,5.1667,0.0771,0.9748,False
chicago,NA,2026-07-20,8698,6729,0.7736,8237,6266,0.7204,0.6682,4547,0.6695,128026,12809,20.4319,813388.5,581967.5,234808667.0,0.4769,0.5785,0.6975,0.4944,3629,0.1236,0.332,0.8553,272.5,364.5956268552472,272.58500000000004,90.955,200.19,257.68,252.0,45.8134,,4.87,quote_per_night,2.0,14.0,887.0,5.25,0.0721,0.9865,False
chicago,NA,2026-08-27,8778,6735,0.7673,8258,6363,0.7249,0.6679,4530,0.6587,136135,13622,21.3948,839578.0,591413.0,212376337.0,0.471,0.5662,0.7013,0.4961,3643,0.1201,0.3254,0.8655,241.5,321.65857689655184,241.53,91.5,175.39,229.53,251.0,50.2109,,4.86,quote_per_night,2.0,5.0,786.02,5.1667,0.0793,1.0,False
london,EMEA,2025-09-14,96871,62907,0.6494,64701,48261,0.4982,0.9737,60973,0.0,553096,48505,11.4605,3447396.5,2188554.0,648968510.0,0.1808,0.3094,0.5368,0.3238,55646,0.0246,0.087,0.6396,175.0,228.76021182033347,175.0,61.0,133.0,201.0,96.0,36.1521,0.3252,4.83,listed_nightly,,,,8.5695,0.0556,1.0,False
london,EMEA,2025-12-13,95688,62134,0.6493,64785,47266,0.494,0.9739,60244,0.0,553532,49704,11.711,3395957.5,2151103.0,,0.1838,0.3141,0.5325,0.318,55404,0.0247,0.0877,0.0,,,,,,,101.0,40.9305,0.3446,4.83,none,,,,7.6496,0.044,0.9878,False
london,EMEA,2026-01-17,61139,41895,0.6852,59777,41005,0.6707,0.9794,40925,0.0,524072,39628,12.7807,3061281.5,1967635.5,,0.2498,0.329,0.6206,0.3967,30580,0.0322,0.1146,0.0,,,,,,,251.0,60.6966,,4.82,none,,,,3.75,0.142,0.6311,True
london,EMEA,2026-02-18,60374,41284,0.6838,58926,39816,0.6595,0.9798,40349,0.0,515723,29416,12.9527,3004775.5,1943244.0,,0.2492,0.333,0.6204,0.3943,30224,0.032,0.1148,0.0,,,,,,,242.0,57.4059,,4.83,none,,,,3.75,0.1366,0.6232,True
london,EMEA,2026-03-21,53639,36832,0.6867,52562,36306,0.6769,0.9996,36818,0.0,478137,31578,13.1696,2687300.0,1770358.5,684096084.0,0.2496,0.3281,0.6215,0.3967,26804,0.0291,0.1169,0.9619,217.0,270.7224872815968,217.0,77.685,164.4,252.0,243.0,55.207,,4.82,quote_per_night,2.0,12.0,485.0,3.75,0.1334,0.5537,True
london,EMEA,2026-04-19,54538,37654,0.6904,53702,36743,0.6737,0.9999,37652,0.0,482218,36293,13.1241,2710599.5,1797322.0,699553777.0,0.2514,0.3307,0.6228,0.4005,27093,0.0294,0.1181,0.9659,221.39,275.3681912836939,221.39,79.88,169.5,255.0,244.0,52.4001,,4.82,quote_per_night,2.0,7.0,487.28,3.8333,0.1295,0.57,True
london,EMEA,2026-05-24,57073,38427,0.6733,56475,37681,0.6602,0.9999,38424,0.0,484022,43647,12.8453,2719523.0,1788605.0,738175090.0,0.2392,0.3192,0.6282,0.4095,27990,0.0295,0.1164,0.9715,229.64999999999998,290.02169167294085,229.63,80.0,177.0,268.18,246.0,51.8436,,4.82,quote_per_night,2.0,7.0,510.0,3.8333,0.1316,0.5964,True
london,EMEA,2026-06-19,92638,61377,0.6625,65385,47053,0.5079,0.9801,59998,0.0,566386,50573,12.0372,3328571.0,2171432.0,891748884.0,0.1897,0.3182,0.55,0.3353,52125,0.024,0.0892,0.6719,239.5,308.56396274197647,239.5,82.5,183.5,282.0,127.0,36.2552,,4.83,quote_per_night,2.0,16.0,588.0,6.0833,0.0957,0.9681,False
london,EMEA,2026-07-16,91965,61055,0.6639,65016,47578,0.5173,0.98,59704,0.0,571751,67668,12.0171,3362725.0,2190859.0,847442276.0,0.1941,0.3196,0.5515,0.3364,51631,0.0239,0.0897,0.6741,228.8,290.2447977963013,228.685,80.0,175.0,267.0,125.0,37.8166,,4.83,quote_per_night,2.0,10.0,563.0,6.125,0.0961,0.9912,False
london,EMEA,2026-08-18,92783,61570,0.6636,65401,47682,0.5139,0.9815,60335,0.0,583379,50940,12.2348,3410033.5,2218660.0,797109423.0,0.1935,0.3177,0.5538,0.3374,51918,0.0236,0.0899,0.6698,218.86,275.0745503288515,218.86,79.67,169.25,253.0,131.0,38.8141,,4.83,quote_per_night,2.0,7.0,530.0,6.0833,0.0966,1.0,False
los-angeles,NA,2025-03-01,45031,32954,0.7318,37235,23542,0.5228,0.5052,16286,0.2828,364732,21818,15.4928,2880820.5,1527282.5,515737590.0,0.3636,0.5757,0.6197,0.3641,22993,0.0381,0.1308,0.7965,182.0,297.5958949695961,181.0,67.0,125.0,195.0,211.0,52.8356,0.2526,4.91,listed_nightly,,,,7.9589,0.059,0.9814,False
los-angeles,NA,2025-06-17,45421,33192,0.7308,37770,23945,0.5272,0.503,16447,0.2836,356214,31192,14.8763,2858958.5,1500618.5,550190547.0,0.3866,0.5966,0.6217,0.3736,23004,0.0394,0.1354,0.8015,196.0,315.82118582528375,196.0,68.0,133.0,208.0,241.0,49.7916,0.2522,4.91,listed_nightly,,,,8.1615,0.0598,0.9899,False
los-angeles,NA,2025-09-01,45886,33550,0.7312,38222,24138,0.526,0.498,16600,0.2802,357167,31123,14.7969,2839090.5,1509248.5,559304604.0,0.4063,0.6165,0.6257,0.3799,23025,0.0429,0.1367,0.8024,186.0,304.00405691405825,186.0,68.0,129.0,198.0,252.0,54.3799,0.2579,4.91,listed_nightly,,,,8.3696,0.0576,0.9956,False
los-angeles,NA,2025-12-04,45585,33580,0.7366,37865,23873,0.5237,0.4966,16508,0.2822,357935,25788,14.9933,2822863.0,1525072.0,,0.3688,0.5698,0.6238,0.378,23005,0.0405,0.1312,0.0,,,,,,,254.0,55.2975,0.2575,4.91,none,,,,8.6489,0.0487,0.9891,False
los-angeles,NA,2026-01-15,45893,33683,0.7339,38120,23843,0.5195,0.5084,17016,0.2822,359462,25533,15.0762,2736693.0,1533154.5,,0.3643,0.568,0.6202,0.3722,23340,0.0407,0.1298,0.0,,,,,,,254.0,54.6909,,4.91,none,,,,5.9167,0.0828,0.9958,False
los-angeles,NA,2026-02-13,45906,33633,0.7326,37936,23719,0.5167,0.5089,17000,0.2829,364235,22557,15.3563,2754201.0,1554303.0,,0.3647,0.5678,0.6204,0.3725,23350,0.0406,0.1295,0.0,,,,,,,250.0,53.3297,,4.91,none,,,,5.9167,0.08,0.9961,False
los-angeles,NA,2026-03-16,46088,33676,0.7307,38078,23916,0.5189,0.5098,17073,0.2842,370103,30348,15.4751,2792591.5,1576662.5,737504841.0,0.3623,0.5606,0.6212,0.372,23427,0.0398,0.128,0.8067,256.3,388.4955957261877,256.25,85.68,163.83,270.83000000000004,247.0,52.0828,,4.91,quote_per_night,7.0,6.0,2367.22,5.9167,0.0797,1.0,False
los-angeles,NA,2026-04-14,45295,32957,0.7276,37412,23933,0.5284,0.5182,17002,0.2889,373529,31047,15.6073,2801359.5,1598768.5,746640110.0,0.3701,0.5634,0.6223,0.3781,22916,0.0391,0.1294,0.8049,258.5,389.41246236819865,258.38,87.0,176.0,273.0,243.0,50.717,,4.91,quote_per_night,5.0,5.0,2274.04,5.9167,0.0782,0.9828,False
los-angeles,NA,2026-05-23,41946,31154,0.7427,37278,23905,0.5699,0.5507,17127,0.308,374623,28228,15.6713,2793959.0,1612688.5,785181925.0,0.3961,0.5625,0.6487,0.3998,20263,0.0393,0.1358,0.8641,271.85,409.69881741287986,271.85,86.73,180.0,285.29,258.0,51.5468,,4.91,quote_per_night,4.0,5.0,2078.0,5.5,0.081,0.9101,False
los-angeles,NA,2026-06-15,43751,32454,0.7418,39123,24102,0.5509,0.5316,17361,0.3015,373559,31095,15.4991,2805715.0,1616657.0,846853515.0,0.3893,0.5581,0.6506,0.4027,21024,0.0389,0.1365,0.8728,281.97,431.25400936256995,281.985,85.58,180.675,297.5,261.0,52.3495,,4.91,quote_per_night,5.0,8.0,2404.115,5.3333,0.092,0.9493,False
los-angeles,NA,2026-07-12,43805,32515,0.7423,39149,24342,0.5557,0.5283,17247,0.3004,378400,35079,15.5451,2850458.5,1624357.5,824299782.0,0.3909,0.5686,0.6514,0.4031,21023,0.0372,0.1346,0.8509,275.0,415.03212496937095,275.0,85.57499999999999,179.45499999999998,291.65,266.0,54.4154,,4.91,quote_per_night,6.0,7.0,2256.0,5.3333,0.0903,0.9505,False
los-angeles,NA,2026-08-10,43735,32287,0.7382,38778,24488,0.5599,0.5272,17017,0.302,386762,34638,15.7939,2884624.0,1649161.0,816191503.0,0.3917,0.5675,0.6522,0.4017,20997,0.0348,0.1303,0.8452,269.2,402.76284091625354,269.2,86.51,177.77,284.0,266.0,56.3817,,4.9,quote_per_night,7.0,7.0,2239.86,5.25,0.091,0.9489,False
mexico-city,LatAm,2025-06-25,26401,17235,0.6528,23856,19541,0.7402,0.9705,16633,0.0,414793,26062,21.2268,2230515.0,1669347.5,3008664361.0,0.3864,0.4862,0.6861,0.4356,11897,0.0475,0.1587,0.876,1264.0,1610.321049892674,1262.0,560.0,1061.0,1389.0,269.0,58.3278,0.4054,4.84,listed_nightly,,,,7.3977,0.0442,0.976,False
mexico-city,LatAm,2025-09-27,27051,17713,0.6548,24533,20153,0.745,0.972,17130,0.0,424458,33619,21.0618,2273677.0,1696046.0,2942555135.0,0.3912,0.4887,0.6906,0.4422,12046,0.0464,0.1571,0.8712,1241.0,1563.5985991722382,1239.0,579.0,1038.0,1357.5,269.0,53.4724,0.4212,4.84,listed_nightly,,,,7.5647,0.0477,1.0,False
mexico-city,LatAm,2025-12-29,23242,15976,0.6874,22764,19111,0.8223,0.9874,15771,0.0,429336,40573,22.4654,2225274.0,1713169.5,,0.4423,0.5088,0.6971,0.4307,10357,0.0478,0.1577,0.0,,,,,,,293.0,62.984,,4.84,none,,,,4.9167,0.1079,0.7395,True
mexico-city,LatAm,2026-01-25,23783,16460,0.6921,23282,19357,0.8139,0.9811,16127,0.0,439321,28879,22.6957,2274005.5,1729745.0,,0.4524,0.5242,0.6954,0.4305,10628,0.0458,0.1526,0.0,,,,,,,285.0,59.9344,,4.84,none,,,,4.9167,0.1077,0.7567,True
mexico-city,LatAm,2026-02-26,24045,16685,0.6939,23667,19674,0.8182,0.9864,16437,0.0,444864,34529,22.6118,2306454.5,1766027.0,,0.452,0.5197,0.6941,0.4288,10792,0.047,0.1552,0.0,,,,,,,284.0,61.5818,,4.83,none,,,,4.9167,0.1091,0.765,True
mexico-city,LatAm,2026-03-30,22770,16078,0.7061,22566,18752,0.8235,0.9998,16074,0.0,428373,29720,22.8441,2191992.0,1705756.0,4299770886.0,0.4562,0.5223,0.6991,0.4356,10058,0.0511,0.1703,0.9824,1832.0,2267.0342517138797,1832.0,833.75,1541.0,2053.0,288.0,60.3996,,4.84,quote_per_night,1.0,7.0,3081.18,4.75,0.1175,0.7245,True
mexico-city,LatAm,2026-04-29,23597,16619,0.7043,23402,19022,0.8061,0.9997,16616,0.0,424388,34318,22.3104,2181157.5,1703014.0,4104248729.0,0.4548,0.5307,0.6951,0.4417,10495,0.045,0.1625,0.9872,1809.5,2239.3467689429417,1810.0,834.0,1538.31,1998.0,293.0,62.2234,,4.84,quote_per_night,1.0,4.0,2974.5,4.75,0.1234,0.7508,True
mexico-city,LatAm,2026-05-29,27493,18452,0.6712,27246,21033,0.765,0.9997,18446,0.0,467414,34833,22.2229,2378672.5,1815975.5,4962434120.0,0.4241,0.5134,0.6982,0.4515,12041,0.0418,0.1579,0.9838,1940.0,2421.315224833549,1940.0,913.0,1608.0,2168.5,305.0,64.6549,,4.84,quote_per_night,1.0,3.0,3252.35,4.5,0.1572,0.8747,False
mexico-city,LatAm,2026-06-15,31430,21000,0.6682,29872,22651,0.7207,0.9878,20713,0.0,487065,35805,21.503,2502894.5,1898410.0,5634271781.0,0.3953,0.4986,0.6865,0.4392,14107,0.0397,0.1459,0.943,2099.885,2578.460311641053,2100.0,962.0,1716.335,2360.0,299.0,62.6226,,4.84,quote_per_night,1.0,4.0,3615.0,4.5833,0.1638,1.0,False
mexico-city,LatAm,2026-07-14,31244,20813,0.6661,29415,23418,0.7495,0.987,20506,0.0,494584,38900,21.1198,2550009.5,1931873.0,4880639808.0,0.4235,0.5177,0.6896,0.4438,13915,0.0395,0.1471,0.9347,1801.0,2224.0872594674106,1803.0,867.0,1500.375,2022.02,301.0,62.4991,,4.85,quote_per_night,1.0,2.0,2979.42,4.6667,0.157,0.9941,False
mexico-city,LatAm,2026-08-30,30621,20439,0.6675,28754,23355,0.7627,0.9871,20150,0.0,506063,39830,21.6683,2610795.5,1976678.0,4878221240.0,0.4267,0.5161,0.6935,0.4462,13527,0.0386,0.1491,0.9283,1824.5,2230.3959698839185,1824.575,870.0,1540.0,2016.2,297.0,58.2203,,4.84,quote_per_night,1.0,5.0,2994.0,4.75,0.1459,0.9743,False
nashville,NA,2024-06-22,8994,8148,0.9059,8645,7550,0.8394,0.8721,7217,0.0429,175265,14104,23.2139,968555.0,831760.5,,0.6287,0.6811,0.6968,0.5091,3649,0.1391,0.3935,0.7399,183.0,223.10993139496895,183.0,73.0,131.0,165.0,269.0,55.3709,0.4705,4.9,listed_nightly,,,,7.2663,0.031,0.9562,False
nashville,NA,2024-09-18,9166,8225,0.8973,8687,7588,0.8278,0.8659,7247,0.0562,175866,12252,23.1769,981932.5,839094.0,,0.6191,0.6806,0.6926,0.5123,3749,0.1339,0.3883,0.7424,176.0,213.29549991923764,176.0,69.0,128.0,164.0,280.5,55.3377,0.4812,4.9,listed_nightly,,,,7.4552,0.0333,0.9563,False
nashville,NA,2024-12-21,9406,8490,0.9026,8958,7696,0.8182,0.863,7451,0.0807,178207,9033,23.1558,991415.0,850337.0,,0.6,0.6682,0.6934,0.5096,3837,0.1343,0.3894,0.6956,137.0,177.3720569037656,137.0,65.0,96.0,125.0,295.0,65.4749,0.4901,4.91,listed_nightly,,,,7.5373,0.0346,0.9699,False
