ym,market,flight,source,party_size_final,visitors_final,acc_plan_to_stay_in_hotel_final,acc_hotel_only_final,acc_plan_to_stay_in_condo_final,acc_condo_only_final,acc_plan_to_stay_in_timeshare_final,acc_timeshare_only_final,acc_cruise_ship_final,acc_friends_relatives_final,acc_bed_breakfast_final,acc_other_final,acc_rental_house_final,acc_hostel_final,acc_camp_site_beach_final,acc_private_room_in_private_home_final,acc_shared_room_space_in_private_home_final
2013-01,all,domestic,annual-2013-highlights.xls,1.8379714404238017,432635.9734883061,236154.94563803906,196102.0774044617,89494.24835322704,69422.37444965863,46455.845255150474,34767.06259429686,8790.96699980425,53233.48422675422,6325.52848054035,9046.751103805851,,,,,
2013-02,all,domestic,annual-2013-highlights.xls,1.8875833257042385,423156.48586197407,230135.46119342532,190229.4229225153,86415.57987725303,66736.03139905799,43780.32002420659,33185.26625072419,7585.273129026936,55457.61108737809,6408.428916236489,7265.810969133232,,,,,
2013-03,all,domestic,annual-2013-highlights.xls,2.109341873033136,500356.12756206765,270112.66607949033,227641.28457812214,105642.28280406819,83614.52649342062,58359.361354347806,45105.254753859066,4882.730055810968,57626.37221798036,5926.480224652166,7958.618986041887,,,,,
2013-04,all,domestic,annual-2013-highlights.xls,1.9287194279531537,439467.96156862524,242704.25127592878,206142.32392773227,89937.38236568398,72416.79394024273,49814.84464724523,39208.60799338044,9445.486080555063,47877.39852145713,5211.867438695597,7156.176989556245,,,,,
2013-05,all,domestic,annual-2013-highlights.xls,1.925025829596367,448866.74577280245,242737.07554078285,203115.24559764535,86489.49771824347,69087.13193925902,55721.6612906968,43845.6320678475,11142.271052298238,55733.03707511466,5028.463719109026,7651.604491990648,,,,,
2013-06,all,domestic,annual-2013-highlights.xls,2.3250323537508906,511578.6587306507,271752.2588894369,221920.8937425903,110750.76602847745,85438.32998793399,70613.40502906896,53845.95002130935,9055.885722878398,53863.99925262967,4678.886502808136,9035.139612429602,,,,,
2013-07,all,domestic,annual-2013-highlights.xls,2.338280581255678,533155.6815014811,291680.39309772145,237832.92089339544,112308.03860797241,84929.76876376313,66247.20509834123,49832.37239744828,9135.361816093113,59750.07487864982,5508.748497260989,9051.263283458336,,,,,
2013-08,all,domestic,annual-2013-highlights.xls,2.19657253279831,492011.6595254515,278790.0889550013,233935.0468987116,95487.10483886878,73995.22093573972,59985.81576986319,46431.90012170018,9348.361427861431,51583.48801520102,5627.164800548011,8132.981194743303,,,,,
2013-09,all,domestic,annual-2013-highlights.xls,1.8304842034392086,367389.476261765,207710.39267790847,176681.3525150009,68793.02896266634,54054.15223898969,50719.11982591302,40221.53785986024,7482.823576364707,36025.45653132914,4524.460621287216,6421.237714100772,,,,,
2013-10,all,domestic,annual-2013-highlights.xls,1.854318696151564,394453.6744668792,212732.31260012905,177954.3818688514,82689.01706897635,66062.40246441518,51628.644332720505,40765.33972941456,8465.653779022483,42617.45284025201,4916.578905754443,6334.632552457449,,,,,
2013-11,all,domestic,annual-2013-highlights.xls,1.9350186467589905,400511.4739481583,209799.13757037604,174928.41462366696,83883.24406520714,67420.11941727054,53245.24206110697,41701.77597821393,7898.81745261565,46869.68735432664,4736.418230527315,6741.344195977245,,,,,
2013-12,all,domestic,annual-2013-highlights.xls,2.095502335008081,461715.63027935335,234730.30550717126,194635.77561479586,96419.82305953864,77007.12370232829,46907.55662091116,35838.16895311261,8409.255468235433,69582.81987202106,5304.690312420044,9048.268292555415,,,,,
2013-01,all,international,annual-2013-highlights.xls,2.5496530820109644,432635.9734883061,236154.94563803906,196102.0774044617,89494.24835322704,69422.37444965863,46455.845255150474,34767.06259429686,8790.96699980425,53233.48422675422,6325.52848054035,9046.751103805851,,,,,
2013-02,all,international,annual-2013-highlights.xls,2.438573719212744,423156.48586197407,230135.46119342532,190229.4229225153,86415.57987725303,66736.03139905799,43780.32002420659,33185.26625072419,7585.273129026936,55457.61108737809,6408.428916236489,7265.810969133232,,,,,
2013-03,all,international,annual-2013-highlights.xls,2.520657909776432,500356.12756206765,270112.66607949033,227641.28457812214,105642.28280406819,83614.52649342062,58359.361354347806,45105.254753859066,4882.730055810968,57626.37221798036,5926.480224652166,7958.618986041887,,,,,
2013-04,all,international,annual-2013-highlights.xls,2.4495592725656583,439467.96156862524,242704.25127592878,206142.32392773227,89937.38236568398,72416.79394024273,49814.84464724523,39208.60799338044,9445.486080555063,47877.39852145713,5211.867438695597,7156.176989556245,,,,,
2013-05,all,international,annual-2013-highlights.xls,2.4208750696992456,448866.74577280245,242737.07554078285,203115.24559764535,86489.49771824347,69087.13193925902,55721.6612906968,43845.6320678475,11142.271052298238,55733.03707511466,5028.463719109026,7651.604491990648,,,,,
2013-06,all,international,annual-2013-highlights.xls,2.5695564661686583,511578.6587306507,271752.2588894369,221920.8937425903,110750.76602847745,85438.32998793399,70613.40502906896,53845.95002130935,9055.885722878398,53863.99925262967,4678.886502808136,9035.139612429602,,,,,
2013-07,all,international,annual-2013-highlights.xls,2.7335124517519276,533155.6815014811,291680.39309772145,237832.92089339544,112308.03860797241,84929.76876376313,66247.20509834123,49832.37239744828,9135.361816093113,59750.07487864982,5508.748497260989,9051.263283458336,,,,,
2013-08,all,international,annual-2013-highlights.xls,2.856663243333671,492011.6595254515,278790.0889550013,233935.0468987116,95487.10483886878,73995.22093573972,59985.81576986319,46431.90012170018,9348.361427861431,51583.48801520102,5627.164800548011,8132.981194743303,,,,,
2013-09,all,international,annual-2013-highlights.xls,2.466286862952886,367389.476261765,207710.39267790847,176681.3525150009,68793.02896266634,54054.15223898969,50719.11982591302,40221.53785986024,7482.823576364707,36025.45653132914,4524.460621287216,6421.237714100772,,,,,
2013-10,all,international,annual-2013-highlights.xls,2.4121003467773314,394453.6744668792,212732.31260012905,177954.3818688514,82689.01706897635,66062.40246441518,51628.644332720505,40765.33972941456,8465.653779022483,42617.45284025201,4916.578905754443,6334.632552457449,,,,,
2013-11,all,international,annual-2013-highlights.xls,2.335903436421657,400511.4739481583,209799.13757037604,174928.41462366696,83883.24406520714,67420.11941727054,53245.24206110697,41701.77597821393,7898.81745261565,46869.68735432664,4736.418230527315,6741.344195977245,,,,,
2013-12,all,international,annual-2013-highlights.xls,2.4151548429833185,461715.63027935335,234730.30550717126,194635.77561479586,96419.82305953864,77007.12370232829,46907.55662091116,35838.16895311261,8409.255468235433,69582.81987202106,5304.690312420044,9048.268292555415,,,,,
2014-01,all,total,annual-2014-highlights.xls,2.0397324004385933,671159.7662819908,420840.95779876376,367124.57357820886,127802.19020576938,99206.01159307729,57283.56822473247,42171.67693433612,11871.030128237697,59733.53346879659,8086.942023912974,21282.34114700325,,,,,
2014-02,all,total,annual-2014-highlights.xls,2.0624564604965476,635557.762199376,408516.8888654914,357313.06137605285,114851.05366388249,88198.29584454812,49822.34994199658,36934.78740703604,9599.512458192921,56298.7442094395,7918.10656901998,17263.560781743032,,,,,
2014-03,all,total,annual-2014-highlights.xls,2.205267265223461,721915.0995030272,445452.3790306101,391616.70154081896,139745.62191470206,112834.64154931119,63685.15471348575,48206.77029152131,10357.511967544968,64270.21362213454,7016.627857219233,19441.83803327047,,,,,
2014-04,all,total,annual-2014-highlights.xls,2.1784640637433084,643960.097714589,405816.58818893484,356208.6583936806,116573.45231863564,93426.30459305542,63653.54754876324,49284.028940913384,12656.457775097431,49348.21779988371,6035.976201357616,19540.891131646174,,,,,
2014-05,all,total,annual-2014-highlights.xls,2.0805214645427124,643786.3188229633,410797.9611706198,361748.25358947914,103532.39290749111,79972.6071574931,65341.58959333869,51834.89890954623,12718.571673237033,58424.918776613646,6309.995515944294,14345.733630793608,,,,,
2014-06,all,total,annual-2014-highlights.xls,2.359081878276153,724012.233643275,454545.72995281714,396342.381595184,124030.1104924187,94655.40946814865,76033.07881862536,58364.48745521503,11282.629934749557,63147.905763199786,6410.318947401749,15252.390935665684,,,,,
2014-07,all,total,annual-2014-highlights.xls,2.43369538079169,773625.8569263865,487337.0359593306,419878.66543634003,138523.13341512575,102917.63122401357,73379.10813633111,55253.00715185929,11727.545432669842,71610.95884448031,7021.993051080189,16728.74192442746,,,,,
2014-08,all,total,annual-2014-highlights.xls,2.383333709224325,735757.8034921415,479388.279386144,421653.7834770576,121488.60677317703,92780.53962869398,71985.61531562966,55861.78759593895,12335.260558632248,57683.166395246495,7056.408353291375,15546.269705875526,,,,,
2014-09,all,total,annual-2014-highlights.xls,1.9998973724608027,611255.7578251221,417003.1817477297,372986.8051299454,89339.07355711624,69552.43155940107,57940.8926687337,46380.980596158806,11391.535611124493,43954.39410540298,6254.761391321469,13558.527641018001,,,,,
2014-10,all,total,annual-2014-highlights.xls,2.0200097305955618,650638.3311293563,431386.08196071116,382399.48198441655,108025.66861947617,84279.70254758581,60948.56258309625,47352.239372637734,11718.221627342158,46557.0494900871,7478.376434444041,14404.666550049205,,,,,
2014-11,all,total,annual-2014-highlights.xls,2.106920755852517,630391.2840396925,398424.56325320696,352461.05936043017,111899.66102409124,89350.16300015492,62372.097476574214,48350.72388074422,9770.820333756055,52918.25375520132,6177.950869725211,16159.735881537621,,,,,
2014-12,all,total,annual-2014-highlights.xls,2.193011587285517,754281.6226773637,456502.4603787599,396069.00382196286,139467.96199212238,110022.81122716001,58313.51016081225,42832.328789656705,12336.655223682623,86342.28619734904,7268.6511357692325,23888.285454934725,,,,,
2014-01,all,domestic,annual-2014-highlights.xls,1.8640054282208147,427562.76628199994,230456.84881976,188795.1214436464,90140.948166026,69493.92978865329,47584.090468376715,35233.33370882115,10248.66491630271,51333.90030835238,6413.025624984477,9726.377438079018,,,,,
2014-02,all,domestic,annual-2014-highlights.xls,1.9065497783595522,411123.7621993654,228973.03700323385,188784.21601867786,82066.39103004719,62455.422468793964,41771.551044200096,30936.288530874113,8331.677318770258,50069.136510579454,6501.524113300924,7343.510916522762,,,,,
2014-03,all,domestic,annual-2014-highlights.xls,2.044810208605898,480195.09950305865,263315.4319511047,221087.8670186934,98068.71214182144,77906.11445991529,52566.37227281594,40124.525110183175,8666.918600922329,55622.75909951457,5879.818567017363,8690.572143654073,,,,,
2014-04,all,domestic,annual-2014-highlights.xls,2.0805504067343916,438484.0977145781,247646.1438298782,208323.63493098156,85736.81064176738,68076.24652947628,52749.992345684,40955.294955333775,11142.333891119659,43902.407581931475,4968.390616047929,7579.550682840418,,,,,
2014-05,all,domestic,annual-2014-highlights.xls,1.953056069965483,450390.31882296444,247262.7464271468,207069.43189592956,84366.08965527755,65570.82266529677,57200.89131434209,45096.36754793543,10791.014467680132,53666.47000720746,5361.880791419747,8458.841457029403,,,,,
2014-06,all,domestic,annual-2014-highlights.xls,2.306991751698841,513151.2336432847,277077.96052202483,228338.3728765084,103094.81351613165,79108.2250636508,67580.85455204248,51803.457755058604,9600.809848553323,55694.12519531349,4981.079306000065,9452.865202440476,,,,,
2014-07,all,domestic,annual-2014-highlights.xls,2.360289708762797,545268.8569263708,298003.66744940274,245193.71162249552,108612.55643260953,82796.26423558834,65610.83539296298,49127.72800262239,9855.141532708443,63109.54901445747,5168.918005487499,9929.395301286548,,,,,
2014-08,all,domestic,annual-2014-highlights.xls,2.1958507324651104,491862.8034921397,278958.2117431611,235698.85352350405,89607.34119369087,69539.93325560346,59899.2235325647,46857.54034459348,9352.95306470077,51094.765443425575,5662.3684978892325,8653.134761998866,,,,,
2014-09,all,domestic,annual-2014-highlights.xls,1.8430175806428173,387228.7578251293,223360.30513042293,190025.6867602283,70387.46646070827,55082.73159428487,49103.0736024392,38899.53248717603,8555.736536727622,38396.52343791702,5315.944305048134,7197.179798542467,,,,,
2014-10,all,domestic,annual-2014-highlights.xls,1.8655708125042987,428510.33112935576,240656.40729965773,201924.1850031772,84972.43502369587,67345.24515244288,52838.87822562786,40905.36953799778,9978.559360248548,43286.41436910876,5831.757278336095,7447.813326063219,,,,,
2014-11,all,domestic,annual-2014-highlights.xls,1.9670404339285217,412580.28403971775,221669.91534210238,186312.77552708826,83065.08109375706,66712.49977205388,52882.81246264698,41151.69715077057,7882.541643165784,47298.72878326601,5119.227978865025,7599.308902381533,,,,,
2014-12,all,domestic,annual-2014-highlights.xls,2.1204362171759863,499700.6226773326,255978.53103717748,211379.01842075255,100107.363297287,79068.69053604666,47730.34945330696,35668.6385806759,8905.127106963106,78868.78972207321,6215.412023447588,10159.842776324624,,,,,
2014-01,all,international,annual-2014-highlights.xls,2.348169328445902,243596.9999999908,190384.1089790038,178329.45213456245,37661.24203974338,29712.081804424004,9699.477756355762,6938.343225514978,1622.3652119349863,8399.63316044421,1673.9163989284973,11555.963708924235,,,,,
2014-02,all,international,annual-2014-highlights.xls,2.3480501838725925,224434.0000000106,179543.85186225752,168528.845357375,32784.6626338353,25742.873375754152,8050.798897796487,5998.498876161926,1267.8351394226627,6229.607698860046,1416.582455719056,9920.04986522027,,,,,
2014-03,all,international,annual-2014-highlights.xls,2.5240273689320842,241719.99999996854,182136.94707950533,170528.83452212557,41676.90977288061,34928.527089395895,11118.782440669806,8082.245181338135,1690.5933666226385,8647.454522619972,1136.80929020187,10751.265889616396,,,,,
2014-04,all,international,annual-2014-highlights.xls,2.3874110042496803,205476.00000001086,158170.44435905662,147885.02346269906,30836.641676868254,25350.058063579138,10903.555203079246,8328.733985579605,1514.1238839777725,5445.810217952229,1067.5855853096868,11961.340448805757,,,,,
2014-05,all,international,annual-2014-highlights.xls,2.3773692778508146,193395.99999999884,163535.214743473,154678.82169354957,19166.30325221356,14401.784492196322,8140.698278996603,6738.531361610807,1927.5572055569003,4758.448769406183,948.1147245245479,5886.892173764205,,,,,
2014-06,all,international,annual-2014-highlights.xls,2.485848386610002,210860.99999999028,177467.7694307923,168004.00871867558,20935.29697628704,15547.184404497855,8452.224266582884,6561.029700156422,1681.8200861962341,7453.780567886297,1429.2396414016844,5799.525733225207,,,,,
2014-07,all,international,annual-2014-highlights.xls,2.608972805521843,228357.00000001575,189333.3685099279,174684.95381384448,29910.57698251621,20121.366988425227,7768.272743368133,6125.279149236896,1872.4038999613988,8501.409830022836,1853.07504559269,6799.346623140912,,,,,
2014-08,all,international,annual-2014-highlights.xls,2.761430441653601,243895.00000000183,200430.06764298296,185954.9299535535,31881.265579486168,23240.606373090523,12086.391783064959,9004.24725134547,2982.307493931477,6588.4009518209195,1394.0398554021422,6893.13494387666,,,,,
2014-09,all,international,annual-2014-highlights.xls,2.271062753926186,224026.99999999278,193642.87661730679,182961.1183697171,18951.607096407974,14469.699965116193,8837.8190662945,7481.448108982773,2835.7990743968717,5557.870667485956,938.8170862733351,6361.347842475534,,,,,
2014-10,all,international,annual-2014-highlights.xls,2.317940076749791,222128.00000000052,190729.67466105346,180475.29698123934,23053.233595780293,16934.45739514293,8109.684357468397,6446.869834639951,1739.6622670936097,3270.6351209783375,1646.6191561079463,6956.853223985985,,,,,
2014-11,all,international,annual-2014-highlights.xls,2.3718837877975325,217810.9999999748,176754.64791110458,166148.2838333419,28834.579930334185,22637.663228101035,9489.285013927236,7199.026729973654,1888.2786905902706,5619.524971935308,1058.722890860186,8560.426979156087,,,,,
2014-12,all,international,annual-2014-highlights.xls,2.335465099663763,254581.00000003105,200523.9293415824,184689.98540121035,39360.598694835375,30954.120691113352,10583.16070750529,7163.6902089808045,3431.528116719517,7473.496475275822,1053.2391123216446,13728.4426786101,,,,,
2015-01,all,total,annual-2015-highlights.xls,2.0398437022458897,676221.0953406683,416507.82188404043,361832.9533829994,127725.30025302115,99526.47393574617,60312.84433344858,45973.269557793144,11623.552834477965,59037.19151386513,8811.089209419744,10644.499478749121,50825.62508384543,6267.436207164451,5030.113861831928,,
2015-02,all,total,annual-2015-highlights.xls,2.074242492938587,653652.0126790708,403074.7593612181,350553.0009361416,120551.85865289456,92314.77321840824,52916.54182657933,38964.679508375295,10316.83758177148,63474.94799226863,11004.321187500294,11998.551679774166,52331.42885895736,6566.166462286404,5809.386326949127,,
2015-03,all,total,annual-2015-highlights.xls,2.1774608613751933,767988.8217171418,470513.56328481424,411928.1479261527,146252.59331232295,116722.14552959093,66434.99327998428,49793.61133045899,12272.916490779473,71066.55249463701,10213.36684829038,12014.446659259,58251.90134735384,6759.671279555398,5499.5408001575215,,
2015-04,all,total,annual-2015-highlights.xls,2.1323056923636012,667787.4836588318,419590.8848333946,366024.60352989705,117474.43309869892,94272.86553495665,64057.149038488,50117.72461107933,13013.8382562431,54539.223056988296,7233.294589070916,9152.696650133757,46590.08614964344,4513.646677233938,4658.139453000669,,
2015-05,all,total,annual-2015-highlights.xls,2.057733049204629,701046.6504143632,443923.23379011615,391309.3749286181,111776.06389114894,88119.5491084475,68647.57307332208,55072.320108604734,13741.749845349761,62467.97313050215,7746.591640998571,9391.142730553298,46831.39019720576,5147.703683610857,4031.145703177615,,
2015-06,all,total,annual-2015-highlights.xls,2.282526579949571,776972.3457000267,479232.84404278116,414842.4339462448,135808.3571649754,104361.8308244723,77895.04036663155,59833.875828313576,12004.618104008188,70616.68904640357,7073.711219833242,12444.975675364723,61872.32405069314,5417.024122162005,4056.57505662528,,
2015-07,all,total,annual-2015-highlights.xls,2.364688067347233,815599.5999466779,497866.8723622601,430438.1402865561,147762.16003788827,112419.76723378955,85275.84196479169,65503.94842491788,11900.2495180206,73512.1183956853,7132.799155189559,11691.59376017348,66692.75610091386,5123.147426433448,4948.505532814371,,
2015-08,all,total,annual-2015-highlights.xls,2.324604519550111,757539.0312681521,479584.904904539,419569.79086760955,127597.66335805689,96808.23532816213,77208.25871941898,60986.334793506074,10457.024017785567,60767.91064791318,7877.34722633884,10555.031925416542,55820.99606509507,5257.899294155733,3986.566900593385,,
2015-09,all,total,annual-2015-highlights.xls,2.01718156713178,623898.781235992,406880.54514351726,362239.7346524106,99859.83824627832,78425.84032933234,60709.7150769659,48281.54261110461,11761.43419391143,46573.09705404939,6289.421801257434,8651.636650443173,38438.325896309274,3992.121560058996,2649.773424330764,,
2015-10,all,total,annual-2015-highlights.xls,2.037199571925854,670039.181712327,427755.8149883087,377593.3601032838,111647.54322317883,88345.83344034043,67398.57100779956,53307.18359488009,11058.576268515826,52208.21427241345,7219.941000505282,9123.547347798372,46085.92347434407,4054.8172738147696,3192.2951270244566,,
2015-11,all,total,annual-2015-highlights.xls,2.060004257499448,659530.57609252,410577.07374481414,364220.6507359486,113874.30195633725,92542.01655420224,64404.36642952908,50683.243215050046,9178.96321587356,57046.19683776364,6387.203135846236,9476.884232468978,45181.076892320365,4495.398378133805,3441.438054089283,,
2015-12,all,total,annual-2015-highlights.xls,2.1459478803349032,792742.1966223908,467062.4378128758,405912.6655947023,145438.04408645746,116254.55073510765,62683.061820065894,47838.65399722036,10735.24837104391,92654.82560393396,8820.006184064343,13413.49780189378,66924.02494991092,6152.437324167467,5106.068720251782,,
2015-01,all,domestic,annual-2015-highlights.xls,1.8261535836157716,433291.09534064407,229027.13138051768,189134.47408538577,88948.2289627874,69196.7213186479,48852.40080969318,36933.12695287824,9080.112454838736,52674.60972137771,6556.87136743564,9921.131209460973,41052.763991172935,4225.131670753107,4189.2891686464845,,
2015-02,all,domestic,annual-2015-highlights.xls,1.8676194943327875,420485.01267909625,225701.93716352535,185601.76526529717,83951.67258058483,64070.74429650003,42183.01098391113,30962.17190712463,8221.7624746797,55637.26326821899,8137.815986030282,9739.99220672137,42802.154204268074,4756.425340196404,4784.475966111494,,
2015-03,all,domestic,annual-2015-highlights.xls,2.008736049690297,518203.821717153,283020.44581230835,238874.07811467562,102152.67983737683,81257.43536687446,52704.68855142915,39923.32842787826,8529.693090645473,63438.6358323949,7399.510445985765,10369.882176085652,49423.04532166425,4930.706235182536,4882.833160941427,,
2015-04,all,domestic,annual-2015-highlights.xls,1.962551248198433,460032.4836588178,257519.89822133415,218214.23122444723,88130.19304921945,70687.59742692407,52524.22319935991,41328.27254558326,10238.611872721884,48225.74420916975,5307.530078252639,7712.83353425078,39082.312595110874,2755.0372958501334,2822.163025796328,,
2015-05,all,domestic,annual-2015-highlights.xls,1.884583750966615,490034.6504143649,269028.25045805,227641.2139919263,87537.6059883714,70000.70851595033,58620.882280950485,47372.02658959932,11920.236607831795,57259.16385811844,5821.549821499595,9046.686550592332,41676.47102422448,3448.445208556373,3609.5216014872954,,
2015-06,all,domestic,annual-2015-highlights.xls,2.186218847166679,563332.3457000409,303124.2745006679,252925.47926040887,109889.30840996941,85831.72919111056,69808.03837333783,53548.61251378826,9425.48253919754,63031.837414655616,5348.792051699554,10316.67692238408,56370.12987128881,3138.7212578772187,3204.4245548438407,,
2015-07,all,domestic,annual-2015-highlights.xls,2.2516214815476445,576262.5999466738,311152.3479192551,257624.70458107052,111820.05587368183,85958.78899269376,70108.22314806176,53851.01984297499,10914.796775535287,66114.98926358749,5382.925739869727,10368.15912614144,59221.602636620366,3253.2146771954644,3630.136681044156,,
2015-08,all,domestic,annual-2015-highlights.xls,2.0752192288954983,506339.031268151,283866.6866951508,241421.47746625726,89644.1476892714,70789.7376784087,59645.909336160454,47525.38079433086,8686.131086609132,52739.37014790071,5764.969009765384,8960.835513188807,48623.855140257474,3654.507235365952,3513.021803584228,,
2015-09,all,domestic,annual-2015-highlights.xls,1.7893869171149985,401034.781236003,225858.19245792754,193099.48055570308,68670.23782962114,55267.95648319297,49981.885161662474,40103.623609906586,9715.365783883622,41547.88644012854,5063.72852493185,7259.284280566271,33527.11752410188,2947.602051553958,2479.4858974109425,,
2015-10,all,domestic,annual-2015-highlights.xls,1.8270853154584366,447790.18171232543,245758.1368300643,206685.8257926117,84981.4313725631,67940.06142537821,56568.67668507102,45186.88969053971,9278.893204526817,46011.92769217487,5755.858181198859,8034.272006457412,40183.561558587855,2930.599292070057,2546.148781552653,,
2015-11,all,domestic,annual-2015-highlights.xls,1.8738340660719917,434376.5760925182,235446.91985980084,199044.55685338363,83795.60075816512,67739.71580662014,51462.60663695069,40313.205193183225,7183.221211773745,49689.288185033365,5122.918544195658,8042.80706039206,39016.90992237624,2866.773786619431,2823.1922711404263,,
2015-12,all,domestic,annual-2015-highlights.xls,1.9997425174155679,530957.1966223745,268499.2038846819,222853.7125286404,103386.16078085828,82567.21393489138,49574.26501909126,38176.70906704476,8874.1423876214,83085.90134755924,7158.535561044896,10414.828366419562,57846.33365035583,4047.9492802158993,3762.082559486317,,
2015-01,all,international,annual-2015-highlights.xls,2.42098240707735,242930.00000002427,187480.69050352275,172698.47929761367,38777.071290233755,30329.752617098256,11460.443523755397,9040.142604914901,2543.4403796392285,6362.58179248742,2254.217841984105,723.3682692881488,9772.861092672492,2042.3045364113443,840.8246931854437,,
2015-02,all,international,annual-2015-highlights.xls,2.446859004660066,233166.9999999746,177372.82219769276,164951.2356708444,36600.186072309734,28244.02892190821,10733.530842668195,8002.507601250663,2095.075107091781,7837.684724049645,2866.5052014700123,2981.9277423409435,19302.135747361783,3852.045658501344,1865.7350540230764,,
2015-03,all,international,annual-2015-highlights.xls,2.527497261613895,249784.99999998877,187493.11747250587,173054.0698114771,44099.913474946115,35464.71016271646,13730.304728555137,9870.28290258073,3743.2234001339993,7627.916662242109,2813.856402304615,4626.492225514292,28130.991773051377,5681.010702874205,2482.4426932391707,,
2015-04,all,international,annual-2015-highlights.xls,2.5081934378398563,207755.000000014,162070.98661206046,147810.37230544986,29344.240049479467,23585.268108032582,11532.925839128085,8789.452065496063,2775.226383521215,6313.4788478185465,1925.7645108182767,6066.3553413972695,35638.76532758394,7439.62008425801,4318.419120443512,,
2015-05,all,international,annual-2015-highlights.xls,2.459838881250004,211011.9999999984,174894.98333206613,163668.1609366918,24238.457902777533,18118.840592497167,10026.690792371604,7700.293519005413,1821.5132375179664,5208.809272383713,1925.0418194989763,6410.811521358234,40793.68450056522,9138.878559312494,4740.0432221338315,,
2015-06,all,international,annual-2015-highlights.xls,2.536473691996206,213639.99999998583,176108.56954211326,161916.95468583595,25919.048755005995,18530.101633361748,8087.001993293735,6285.263314525312,2579.135564810649,7584.851631747959,1724.919168133688,8539.110274338876,46295.87867996955,11417.181423597282,5592.193723915271,,
2015-07,all,international,annual-2015-highlights.xls,2.6369236376934957,239337.00000000413,186714.52444300507,172813.4357054856,35942.10416420643,26460.978241095785,15167.618816729926,11652.928581942888,985.4527424853134,7397.1291320978235,1749.8734153198322,9862.544908370917,53767.032144263045,13287.114172835265,6910.562575685486,,
