ym,flight,party_size,visitors,source,acc_plan_to_stay_in_hotel,acc_hotel_only,acc_plan_to_stay_in_condo,acc_condo_only,acc_plan_to_stay_in_timeshare,acc_timeshare_only,acc_cruise_ship,acc_friends_relatives,acc_bed_breakfast,acc_other,acc_rental_house,acc_hostel,acc_camp_site_beach,acc_private_room_in_private_home,acc_shared_room_space_in_private_home,provenance
2013-11,domestic,1.9350186467589905,400511.4739481583,annual-2013-highlights.xls,209799.13757037604,174928.41462366696,83883.24406520714,67420.11941727054,53245.24206110697,41701.77597821393,7898.81745261565,46869.68735432664,4736.418230527315,6741.344195977245,,,,,,annual_highlights_final
2013-12,domestic,2.095502335008081,461715.63027935335,annual-2013-highlights.xls,234730.30550717126,194635.77561479586,96419.82305953864,77007.12370232829,46907.55662091116,35838.16895311261,8409.255468235433,69582.81987202106,5304.690312420044,9048.268292555415,,,,,,annual_highlights_final
2014-01,domestic,1.8640054282208147,427562.76628199994,annual-2014-highlights.xls,230456.84881976,188795.1214436464,90140.948166026,69493.92978865329,47584.090468376715,35233.33370882115,10248.66491630271,51333.90030835238,6413.025624984477,9726.377438079018,,,,,,annual_highlights_final
2014-02,domestic,1.9065497783595522,411123.7621993654,annual-2014-highlights.xls,228973.03700323385,188784.21601867786,82066.39103004719,62455.422468793964,41771.551044200096,30936.288530874113,8331.677318770258,50069.136510579454,6501.524113300924,7343.510916522762,,,,,,annual_highlights_final
2014-03,domestic,2.044810208605898,480195.09950305865,annual-2014-highlights.xls,263315.4319511047,221087.8670186934,98068.71214182144,77906.11445991529,52566.37227281594,40124.525110183175,8666.918600922329,55622.75909951457,5879.818567017363,8690.572143654073,,,,,,annual_highlights_final
2014-04,domestic,2.0805504067343916,438484.0977145781,annual-2014-highlights.xls,247646.1438298782,208323.63493098156,85736.81064176738,68076.24652947628,52749.992345684,40955.294955333775,11142.333891119659,43902.407581931475,4968.390616047929,7579.550682840418,,,,,,annual_highlights_final
2014-05,domestic,1.953056069965483,450390.31882296444,annual-2014-highlights.xls,247262.7464271468,207069.43189592956,84366.08965527755,65570.82266529677,57200.89131434209,45096.36754793543,10791.014467680132,53666.47000720746,5361.880791419747,8458.841457029403,,,,,,annual_highlights_final
2014-06,domestic,2.306991751698841,513151.2336432847,annual-2014-highlights.xls,277077.96052202483,228338.3728765084,103094.81351613165,79108.2250636508,67580.85455204248,51803.457755058604,9600.809848553323,55694.12519531349,4981.079306000065,9452.865202440476,,,,,,annual_highlights_final
2014-07,domestic,2.360289708762797,545268.8569263708,annual-2014-highlights.xls,298003.66744940274,245193.71162249552,108612.55643260953,82796.26423558834,65610.83539296298,49127.72800262239,9855.141532708443,63109.54901445747,5168.918005487499,9929.395301286548,,,,,,annual_highlights_final
2014-08,domestic,2.1958507324651104,491862.8034921397,annual-2014-highlights.xls,278958.2117431611,235698.85352350405,89607.34119369087,69539.93325560346,59899.2235325647,46857.54034459348,9352.95306470077,51094.765443425575,5662.3684978892325,8653.134761998866,,,,,,annual_highlights_final
2014-09,domestic,1.8430175806428173,387228.7578251293,annual-2014-highlights.xls,223360.30513042293,190025.6867602283,70387.46646070827,55082.73159428487,49103.0736024392,38899.53248717603,8555.736536727622,38396.52343791702,5315.944305048134,7197.179798542467,,,,,,annual_highlights_final
2014-10,domestic,1.8655708125042987,428510.33112935576,annual-2014-highlights.xls,240656.40729965773,201924.1850031772,84972.43502369587,67345.24515244288,52838.87822562786,40905.36953799778,9978.559360248548,43286.41436910876,5831.757278336095,7447.813326063219,,,,,,annual_highlights_final
2014-11,domestic,1.9670404339285217,412580.28403971775,annual-2014-highlights.xls,221669.91534210238,186312.77552708826,83065.08109375706,66712.49977205388,52882.81246264698,41151.69715077057,7882.541643165784,47298.72878326601,5119.227978865025,7599.308902381533,,,,,,annual_highlights_final
2014-12,domestic,2.1204362171759863,499700.6226773326,annual-2014-highlights.xls,255978.53103717748,211379.01842075255,100107.363297287,79068.69053604666,47730.34945330696,35668.6385806759,8905.127106963106,78868.78972207321,6215.412023447588,10159.842776324624,,,,,,annual_highlights_final
2015-01,domestic,1.8261535836157716,433291.09534064407,annual-2015-highlights.xls,229027.13138051768,189134.47408538577,88948.2289627874,69196.7213186479,48852.40080969318,36933.12695287824,9080.112454838736,52674.60972137771,6556.87136743564,9921.131209460973,41052.763991172935,4225.131670753107,4189.2891686464845,,,annual_highlights_final
2015-02,domestic,1.8676194943327875,420485.01267909625,annual-2015-highlights.xls,225701.93716352535,185601.76526529717,83951.67258058483,64070.74429650003,42183.01098391113,30962.17190712463,8221.7624746797,55637.26326821899,8137.815986030282,9739.99220672137,42802.154204268074,4756.425340196404,4784.475966111494,,,annual_highlights_final
2015-03,domestic,2.008736049690297,518203.821717153,annual-2015-highlights.xls,283020.44581230835,238874.07811467562,102152.67983737683,81257.43536687446,52704.68855142915,39923.32842787826,8529.693090645473,63438.6358323949,7399.510445985765,10369.882176085652,49423.04532166425,4930.706235182536,4882.833160941427,,,annual_highlights_final
2015-04,domestic,1.962551248198433,460032.4836588178,annual-2015-highlights.xls,257519.89822133415,218214.23122444723,88130.19304921945,70687.59742692407,52524.22319935991,41328.27254558326,10238.611872721884,48225.74420916975,5307.530078252639,7712.83353425078,39082.312595110874,2755.0372958501334,2822.163025796328,,,annual_highlights_final
2015-05,domestic,1.884583750966615,490034.6504143649,annual-2015-highlights.xls,269028.25045805,227641.2139919263,87537.6059883714,70000.70851595033,58620.882280950485,47372.02658959932,11920.236607831795,57259.16385811844,5821.549821499595,9046.686550592332,41676.47102422448,3448.445208556373,3609.5216014872954,,,annual_highlights_final
2015-06,domestic,2.186218847166679,563332.3457000409,annual-2015-highlights.xls,303124.2745006679,252925.47926040887,109889.30840996941,85831.72919111056,69808.03837333783,53548.61251378826,9425.48253919754,63031.837414655616,5348.792051699554,10316.67692238408,56370.12987128881,3138.7212578772187,3204.4245548438407,,,annual_highlights_final
2015-07,domestic,2.2516214815476445,576262.5999466738,annual-2015-highlights.xls,311152.3479192551,257624.70458107052,111820.05587368183,85958.78899269376,70108.22314806176,53851.01984297499,10914.796775535287,66114.98926358749,5382.925739869727,10368.15912614144,59221.602636620366,3253.2146771954644,3630.136681044156,,,annual_highlights_final
2015-08,domestic,2.0752192288954983,506339.031268151,annual-2015-highlights.xls,283866.6866951508,241421.47746625726,89644.1476892714,70789.7376784087,59645.909336160454,47525.38079433086,8686.131086609132,52739.37014790071,5764.969009765384,8960.835513188807,48623.855140257474,3654.507235365952,3513.021803584228,,,annual_highlights_final
2015-09,domestic,1.7893869171149985,401034.781236003,annual-2015-highlights.xls,225858.19245792754,193099.48055570308,68670.23782962114,55267.95648319297,49981.885161662474,40103.623609906586,9715.365783883622,41547.88644012854,5063.72852493185,7259.284280566271,33527.11752410188,2947.602051553958,2479.4858974109425,,,annual_highlights_final
2015-10,domestic,1.8270853154584366,447790.18171232543,annual-2015-highlights.xls,245758.1368300643,206685.8257926117,84981.4313725631,67940.06142537821,56568.67668507102,45186.88969053971,9278.893204526817,46011.92769217487,5755.858181198859,8034.272006457412,40183.561558587855,2930.599292070057,2546.148781552653,,,annual_highlights_final
2015-11,domestic,1.8738340660719917,434376.5760925182,annual-2015-highlights.xls,235446.91985980084,199044.55685338363,83795.60075816512,67739.71580662014,51462.60663695069,40313.205193183225,7183.221211773745,49689.288185033365,5122.918544195658,8042.80706039206,39016.90992237624,2866.773786619431,2823.1922711404263,,,annual_highlights_final
2015-12,domestic,1.9997425174155679,530957.1966223745,annual-2015-highlights.xls,268499.2038846819,222853.7125286404,103386.16078085828,82567.21393489138,49574.26501909126,38176.70906704476,8874.1423876214,83085.90134755924,7158.535561044896,10414.828366419562,57846.33365035583,4047.9492802158993,3762.082559486317,,,annual_highlights_final
2016-01,domestic,1.8673320176657549,454619.8001069133,annual-2016-highlights.xls,241956.688132879,202338.32093657635,89276.68905253251,70583.54140745537,48387.63383979209,37614.415304906244,8753.874891825382,54046.97417765704,6929.502741100016,10632.808431285972,44587.02544544521,4336.327507077793,3744.68114284793,0.0,0.0,annual_highlights_final
2016-02,domestic,1.9146109349338296,446494.4553555777,annual-2016-highlights.xls,241588.4734265733,204164.6878791509,83921.04605215059,66341.17035451018,42344.093149921944,32463.66785524198,4068.8231048692146,59143.98035308109,6850.917909527637,8664.975716428868,47081.0028980958,3953.236402890957,4135.835528639876,0.0,0.0,annual_highlights_final
2016-03,domestic,2.1365459134613403,526555.6660954605,annual-2016-highlights.xls,285223.18904775934,244595.3566859841,101985.25502391801,82493.60903164276,52841.079138177105,40836.57662109131,3302.665488243563,63746.69115443048,6319.1093309406915,10364.805360667982,53857.13133311096,3464.268974423131,3549.4284582954983,0.0,0.0,annual_highlights_final
2016-04,domestic,1.9970223081681115,459230.9411730246,annual-2016-highlights.xls,255811.67574789884,216175.88293611692,85232.51510928795,68792.59744615766,52129.55768235095,41807.25832709739,12707.105259813039,47795.7796130596,5601.1615268175665,8440.428711563967,40132.82766647164,2797.716592897842,2844.964784865454,0.0,0.0,annual_highlights_final
2016-05,domestic,1.980958510839171,499704.9784168648,annual-2016-highlights.xls,272758.44506592734,232267.44712676617,88593.21879818315,70774.49373171815,55474.218452929366,44136.330775870294,9928.394832057655,61082.05262627811,6257.313884848112,10375.760076382436,46347.670957063085,3436.410964276942,3529.294063514138,167.8415257423575,45.293683325709914,annual_highlights_final
2016-06,domestic,2.3440757176703926,573952.8806226946,annual-2016-highlights.xls,308219.15000331716,255917.0314618489,111210.10551766168,86518.9120704701,68812.89807148297,52861.06882866576,9795.286102241856,64046.108108058,5330.181811999284,10088.524399241283,60455.97884822011,3268.0965169733095,3563.9942029513327,1823.1085155025758,741.3691334160465,annual_highlights_final
2016-07,domestic,2.4111726778792018,592691.6023583674,annual-2016-highlights.xls,320201.52750161296,265117.0433090055,112311.01305984608,86602.7333845399,71333.62282490182,54510.95158535335,9860.751294489171,65112.80179406085,5722.548289807118,9571.303002696428,64958.13513032903,3838.771869529574,3719.718897009701,3716.1961761789617,1364.3939261683022,annual_highlights_final
2016-08,domestic,2.204905027339332,521453.00802319084,annual-2016-highlights.xls,294740.82837637793,249645.88076578086,90607.22997055583,71272.62807986393,55404.62731357088,43335.610208950675,8798.322522289749,57450.723650709886,5558.408950381922,8217.813834505274,50809.62786784463,3912.472953679078,3783.395617393807,4942.197355378281,1687.7987438253278,annual_highlights_final
2016-09,domestic,1.8687254063333134,427874.38642282673,annual-2016-highlights.xls,248677.80692802087,208846.81180575467,73401.50227416694,56181.731491257626,49781.170823618384,39406.653953018445,8673.60026580256,41418.482890224295,5408.0144810048705,7038.100893312563,36044.27689996104,3683.1744737765516,2876.743123999226,4848.96055137291,1664.8206416395133,annual_highlights_final
2016-10,domestic,1.893617831201155,461141.13500530954,annual-2016-highlights.xls,254628.9810148149,214413.4639559476,86187.29672621349,68759.95071651346,53655.275853121384,42448.66003723835,8115.935684560911,48300.48890969861,5566.357297613099,7143.705861047188,42124.89576051648,3469.121401955617,2672.8286860394924,5357.351160379028,1840.8774548113252,annual_highlights_final
2016-11,domestic,1.978734256905351,445308.9575361569,annual-2016-highlights.xls,244262.2482221806,206427.5444825047,81522.99311606676,65238.67489059077,49577.84776744686,38540.46795168031,7111.668921295379,50987.5003590476,5496.281913031156,6977.192678437717,41059.667413749754,3310.7926696086374,2966.659899672791,5246.851262734827,1801.9016411609005,annual_highlights_final
2016-12,domestic,2.1699222359668915,559751.607640351,annual-2016-highlights.xls,290458.3808638827,242133.9734535523,103976.46775640617,82581.51461333064,50390.032081745136,38269.86528455287,9361.543625468072,84509.426035119,6656.857760866559,9450.344741230801,59251.61406881449,4520.543376581464,3691.5973773737264,7397.240420232396,2229.8050840136084,annual_highlights_final
2017-01,domestic,1.897057757900494,466674.5421245066,annual-2017-highlights.xls,249886.02600759783,207507.659495682,89140.56851686708,69661.92762427263,46522.224185942694,35164.386393610635,7980.127955807325,56754.84190528443,7085.235060984472,8810.805960701315,48266.10166448624,4241.175359823193,3896.8122689469155,6732.030429378427,2447.416997931404,annual_highlights_final
2017-02,domestic,1.9378953414485107,447282.32182489394,annual-2017-highlights.xls,242095.5569865323,199133.85132455712,82560.25427971105,63316.39451896184,41259.91978906468,30614.96374467061,7672.868333210839,57967.29093671382,6881.868842636749,7220.288821594882,49559.47210845298,3920.3322727038603,4424.223621324437,6564.529750677881,2213.9255255103526,annual_highlights_final
2017-03,domestic,2.0692392496103595,537414.0409860644,annual-2017-highlights.xls,293107.90959101374,244669.5890728273,100805.25748110584,79201.46699092598,51935.84737781456,39061.95523167554,9035.978408219562,66173.53888559452,6625.316412768984,8440.050692164701,55354.40595293119,3877.0796514975145,4087.0738991983176,7272.321562939896,2284.066795952584,annual_highlights_final
2017-04,domestic,2.101671926635554,499238.3410590113,annual-2017-highlights.xls,282261.48783289705,238686.97570614217,87762.29451761114,70232.1211358012,53644.736068182814,42317.55521086855,9519.774383176287,51012.08197733303,5899.475700924011,7446.283281935313,48865.559228662576,3525.5088649332747,3386.639457044044,5895.408889729617,1905.3785505694227,annual_highlights_final
2017-05,domestic,1.9857649753160551,521135.8096063213,annual-2017-highlights.xls,286872.37420078047,239341.7207204466,88981.8422750678,69553.97764854328,55389.66176655391,43170.81608644141,11338.3264243967,63792.91162934799,6465.358063923175,8906.580993332449,51377.010299605005,4022.2471764661373,3747.580048049521,6724.114072273776,2407.21915657918,annual_highlights_final
2017-06,domestic,2.341122817778957,597545.7150734734,annual-2017-highlights.xls,326807.3131353525,268766.5240479525,108879.81667069854,83508.35417330005,71847.78208834505,54227.97595545707,10474.68044723548,64091.74697373484,6075.018023770976,10165.966338362397,67026.86209485916,3507.986194247603,3580.1648183451307,6222.155880895491,2238.127229784077,annual_highlights_final
2017-07,domestic,2.4077179563638924,630313.157221123,annual-2017-highlights.xls,347029.67770911864,286428.5772323772,112604.16826772044,85782.17746986318,72861.2478781805,55973.34004573755,9250.235995277419,69319.36071882787,6258.797397493502,10283.644884128726,71342.8132788129,4197.466439680537,4105.006904219008,6838.213646016048,2392.8077188779475,annual_highlights_final
2017-08,domestic,2.2356993531799847,543972.4543064422,annual-2017-highlights.xls,311388.05406575557,264287.7867051462,88265.08429419069,69149.97568643963,56634.72613996496,44208.715436340266,9030.866992511988,57671.67302981513,6297.103046425864,9101.044430757745,55826.871786602875,4396.786850104871,3315.01464650632,6759.371826739277,2412.7751341987528,annual_highlights_final
2017-09,domestic,1.9106471239294882,447356.96670207684,annual-2017-highlights.xls,254946.06837331975,216691.70945017002,72444.69302574097,57118.448246548665,55061.60292033504,44134.25067757662,8753.436393357579,44361.300774856565,5907.915545213129,7615.032937908011,39018.405920362165,3813.184533421203,2943.562142263209,5858.579270196581,2068.4262467047606,annual_highlights_final
2017-10,domestic,1.9091186724886522,481099.3962554516,annual-2017-highlights.xls,264089.6279423182,221439.59304118587,85834.15131572702,68477.10974220726,56175.1871196825,44173.44348778923,8503.265713995304,51143.71054114669,6626.302391241113,8254.119228558855,47089.71183242277,3464.345725166212,2980.121625916288,6491.9032140178415,2305.5725801812614,annual_highlights_final
2017-11,domestic,2.001029780621058,478099.86039057997,annual-2017-highlights.xls,262539.58860850346,221139.66171302227,82677.98777560556,66466.9133572717,53865.87957749434,42151.16722930626,8384.773980478405,53806.65113493974,5727.6649762426905,8067.809040406833,47902.45422094257,3607.3639956046563,3142.090130451507,6478.304550694823,2142.1059025301934,annual_highlights_final
2017-12,domestic,2.2082076887216004,589614.9838996618,annual-2017-highlights.xls,305548.9481677597,253491.4380930174,103410.44210006266,82274.11030486572,55369.644654609736,42724.39536523988,9689.670379080835,85975.08850197638,7833.889863631933,10225.48328162668,68141.15491355477,4381.553396854233,4032.438818947244,9042.333856284686,2649.9999933982367,annual_highlights_final
2018-01,domestic,1.929937148161537,509493.0833628007,annual-2018-highlights.xls,266905.2505589032,219767.97386658724,94711.5471335189,73940.57909794399,49368.25353323646,37448.09517400829,8175.026901116793,61743.10479511847,8273.458791633515,10791.18967003939,60468.57141972848,5038.2028807618735,4740.292198248062,8554.908217400727,3159.3376027186764,annual_highlights_final
2018-02,domestic,1.9810376761242532,497620.629021112,annual-2018-highlights.xls,265352.8798913665,218395.5722112193,86860.46070916705,66558.8986771725,44700.8284817637,33727.599566417215,7579.1245763187635,63961.08629977534,8185.785162312992,9015.977982701415,62349.888780615474,4842.11827695972,5259.975789818638,8825.795410806077,3179.2516673731266,annual_highlights_final
2018-03,domestic,2.170645099850378,607474.178125671,annual-2018-highlights.xls,329093.71213158127,275330.0942218196,109803.20479683566,87137.99898728757,56485.036652712355,43169.99145558799,9592.448945330643,68581.60111279623,7987.100729431036,10137.814219396269,73820.91895844784,4537.320354317591,4128.85811065693,8411.097179942626,2867.8347328336636,annual_highlights_final
2018-04,domestic,2.0127162793642537,533128.0728167845,annual-2018-highlights.xls,290552.015590323,244153.10216120415,94337.48706249638,75483.07085100732,52839.1966551691,42097.40491005468,10601.017269894446,56887.481244727715,7652.711282713292,9425.706744349887,59757.46365680344,4145.952091761336,4021.888837683781,7839.630018671144,2777.9216423629637,annual_highlights_final
2018-05,domestic,2.012516576128799,569137.7544743639,annual-2018-highlights.xls,300399.9415439198,251062.78212542113,99053.6031017931,78229.65332509133,56576.976379546904,45076.84223030386,9742.39579383069,69141.91257577902,8041.935409720076,10736.306454773108,67224.78791241415,4801.986379238477,4058.231038242326,8982.141159695238,3065.4657458193033,annual_highlights_final
2018-06,domestic,2.387402975094379,650145.8548150917,annual-2018-highlights.xls,340579.65769019007,280679.86788889416,121279.82795106072,93937.02752221702,75654.0535585336,58372.30680769005,10561.430568543721,69485.66335709786,6489.304748702625,11749.146284325923,82828.89431989258,3762.72335672728,3114.701272060847,7699.692850816727,2859.024791507912,annual_highlights_final
2018-07,domestic,2.4434085585699394,676433.8755150869,annual-2018-highlights.xls,358114.53898737597,296603.2300502608,125553.38414948902,96509.27522194685,71798.94187877305,55123.06486374871,9111.679404311899,76595.44599806509,6903.922506917924,12225.238176856614,85894.53909544842,4684.199852592196,4134.260399101229,8268.983914416509,2990.396066227779,annual_highlights_final
2018-08,domestic,2.2043106360618827,571580.626655803,annual-2018-highlights.xls,312935.11336219,262661.6787600165,94290.71105406022,74392.35129878567,55220.76318786702,42735.96551480085,9317.7426747375,64174.27183977564,6679.197074630157,11850.89475750516,70153.27851627613,4570.628693033519,3300.154094107929,8276.36128654108,2802.654242298246,annual_highlights_final
2018-09,domestic,1.9006226106053485,471834.6654813398,annual-2018-highlights.xls,254313.4752775215,215797.40968048363,78054.86682933547,62598.701233737265,54788.78037090412,44393.41954359731,7991.944463595777,50252.429940948554,6623.510954148243,9988.400725005373,49096.682285447154,4258.801219939963,3071.4539392578636,7285.5462422936325,2859.248088274432,annual_highlights_final
2018-10,domestic,1.9131392503583489,514006.22295417404,annual-2018-highlights.xls,275743.56844513526,231775.50310213384,91488.33164578228,73227.2474992854,54826.64840543715,43600.651657544404,8480.178069271193,55069.33920447836,6620.277044866268,9797.958364700222,58544.66851849282,3894.8274262276877,3081.5018069106964,7359.872184586097,2819.578556617311,annual_highlights_final
2018-11,domestic,2.012510029248006,517156.2291638588,annual-2018-highlights.xls,277676.58402752527,234472.78638782783,88149.7599499552,71140.59039252943,54625.70761542452,42608.71115934403,8977.674410867452,60858.33768948063,6220.684897282641,9722.427168547201,57004.58836270342,3861.7141957699096,2975.798901944029,7076.692206674534,2614.365716857061,annual_highlights_final
2018-12,domestic,2.2029328602686684,618724.8636033841,annual-2018-highlights.xls,309565.5666654849,259387.23265504985,107208.30834935445,85831.09799717981,54362.78960606266,42223.5889194705,8769.571534497358,94242.04616941072,7932.981310415629,12139.51206151284,77984.27165328855,5092.679163292817,4363.794754379181,9985.395835515037,3519.5190188795186,annual_highlights_final
2019-01,domestic,1.9257831170956818,524706.0140327634,annual-2019-highlights.xls,269662.58430040657,225141.9207880223,94966.65742322417,75597.74508312061,47751.934492223154,36568.39309394676,8575.298322676701,64806.61237060766,7792.698376923228,11832.409482193016,65936.37146179318,5070.77496880672,4462.786248658977,8978.324692688238,3725.179602540913,annual_highlights_final
2019-02,domestic,1.976250182583489,510144.5822293815,annual-2019-highlights.xls,265990.340152682,222067.7793844516,87284.41258296614,69113.29225000975,44862.94105061473,35204.7838025971,8456.245942595584,63879.336956299885,7665.998541724371,10216.024842054463,67274.59705446329,5189.578908985854,4646.446798213691,9565.594529972199,3502.9778713838546,annual_highlights_final
2019-03,domestic,2.1601600926433657,647169.7535397749,annual-2019-highlights.xls,342836.63376458955,293216.63540650904,112119.48571568943,91054.01093863261,59324.35863429775,47169.05594382933,9268.765876115887,73694.79322376435,8231.125050085124,12464.808655552426,80813.91202416066,4654.698962087731,4435.326173422229,9028.964209216734,3196.0958559532223,annual_highlights_final
2019-04,domestic,2.148169719033109,578158.984208346,annual-2019-highlights.xls,318073.74769601465,271104.1600584958,96977.55544288634,79077.16200579908,53769.32520001654,43155.63711661161,13111.670484059861,61796.71615240908,7027.931452084933,10410.835329950864,65825.94115386363,3921.762375983999,3563.2709730332886,8062.821528770083,2764.880645450265,annual_highlights_final
2019-05,domestic,2.0365503286433193,622724.5060223878,annual-2019-highlights.xls,327470.83442907943,275841.8354461969,103248.95611277546,82832.67567279872,60059.18516193464,48198.35167032051,12275.802916810164,73488.17984552392,8479.124653182607,13087.572486957512,77755.5768517719,4745.116900189707,4164.686242486453,9364.941897927927,3516.6833158061004,annual_highlights_final
2019-06,domestic,2.4450180034095514,715089.4008632208,annual-2019-highlights.xls,376551.75682163256,315378.3790870278,128847.31994594641,102374.94039300129,77216.96571450144,60236.23957250559,9804.600302227493,75109.4911389819,7451.73942168868,13133.796283160265,95547.91740633828,3465.893679321322,3837.892660845445,8552.252286747022,3485.9882377838717,annual_highlights_final
2019-07,domestic,2.4911619981550555,740482.3618918012,annual-2019-highlights.xls,394584.5545858292,330628.55601707904,133413.14730983257,104983.26327049464,71778.52068417336,55081.01109720333,9598.186097279116,81572.80862213805,8479.874755231713,14363.633554142874,98786.43650551554,4386.249612873042,4340.883620140481,9052.236143631517,3209.230590242579,annual_highlights_final
2019-08,domestic,2.2548185027359633,662487.8878573031,annual-2019-highlights.xls,369239.5577015882,316878.2518656101,104797.66230426049,83960.58209487857,60328.98830255354,48309.37861914234,10127.47491451149,68550.533862478,8394.53285265842,13350.164997637443,81682.84334571741,5250.608397866112,4288.002259354547,8913.6238191802,3359.4866089606535,annual_highlights_final
2019-09,domestic,1.920503942914709,484587.5019831065,annual-2019-highlights.xls,265148.4907507379,226252.69449093463,80877.42964697261,64656.32022276748,52361.888342087164,42822.86225916084,8316.715017372715,48208.515995029826,6908.1372423985085,10809.862965422455,52111.16795212412,4619.497684801116,3349.7569168724267,6494.545266971474,2796.4081088344356,annual_highlights_final
2019-10,domestic,1.9573925961791698,548178.1765755211,annual-2019-highlights.xls,292153.0847680572,246689.08141393226,96763.84612453099,78719.0319364714,56103.10255266227,44846.16281770675,10569.83495055894,59361.25645671097,7987.87483577065,10940.196866715398,61899.9978190643,4387.704002365349,3795.9279237218766,7381.0776977574105,2698.7335012578637,annual_highlights_final
2019-11,domestic,2.043276627375773,545666.6035225709,annual-2019-highlights.xls,294722.4101743377,250561.59580135034,91366.61547692724,74055.99910428876,57381.27243496663,45497.07089021151,9074.949049916937,62734.112834389736,7056.541247200525,10223.858906242516,59004.64408435534,4116.127645287451,3695.8895129075163,7187.742109422464,2267.6489529026135,annual_highlights_final
2019-12,domestic,2.2083523971479706,674410.251242374,annual-2019-highlights.xls,346795.2317151663,290108.68799941207,114816.86042362342,91625.32972101832,53714.602538095256,41682.03058135254,8872.933194049268,104213.23624658804,9114.278213147978,13970.570649057676,82421.66685336911,6003.372701996252,5662.1328509022,9784.951908371557,3492.7368999532478,annual_highlights_final
2020-01,domestic,1.9445700501488745,575463.6192928044,annual-2020-highlights.xls,302247.21506605233,252732.95526069854,101129.57005012952,80060.02077661683,51403.08678918646,39204.10055215189,9579.281829826441,70824.48608438174,9180.601335178046,13607.544639832797,69722.09568015527,5938.397284078795,5700.790376800909,8759.671587808625,3329.158659616172,annual_highlights_final
2020-02,domestic,1.9925103029094757,574272.2620551209,annual-2020-highlights.xls,306552.1300106256,256895.1287650726,97851.46741574968,76876.85470954479,49895.79968943253,38670.736861755715,8969.767911272735,72366.19476972031,8358.019233400966,11428.311098052045,71045.3021341082,5455.398335870965,5460.795347095258,8315.817589023065,3024.4973053078684,annual_highlights_final
2020-03,domestic,2.0536873857043085,333722.27381034434,annual-2020-highlights.xls,166329.8652474949,141212.91409262066,59681.562898494994,48496.064416799294,28329.03525389643,21966.560283003033,3039.4769716236474,47778.0479074954,4483.0386754819865,7736.734744972722,42138.10836723348,2915.171545283352,3144.812534339285,5156.772841825609,1988.8612492989791,annual_highlights_final
