post_date,url,title,sentence
2017-05-23,https://news.airbnb.com/traveling-with-kids-check-out-these-family-friendly-guidebooks-trending-destinations,Traveling with Kids? Check Out These Family-Friendly Guidebooks + Trending Destinations,"Check Out These Family-Friendly Guidebooks + Trending Destinations By Airbnb · May 23, 2017 · Stays Every family is different, but Airbnb is making it simpler for families of all shapes, sizes and travel styles to take a well-earned break this summer."
2017-05-23,https://news.airbnb.com/traveling-with-kids-check-out-these-family-friendly-guidebooks-trending-destinations,Traveling with Kids? Check Out These Family-Friendly Guidebooks + Trending Destinations,"Download assets Read more about : Destinations , Family , Family Travel , Feature , Homes , News , Places , Trending Destinations , Trips About Airbnb Airbnb was born in 2007 when two hosts welcomed three guests to their San Francisco home, and has since grown to over 5.5 million hosts who have welcomed over 2.5 billion guest arrivals in almost every country across the globe."
2017-05-23,https://news.airbnb.com/traveling-with-kids-check-out-these-family-friendly-guidebooks-trending-destinations,Traveling with Kids? Check Out These Family-Friendly Guidebooks + Trending Destinations,"In top Airbnb travel markets, family-friendly listings account for more than half of total listings, with over 70 perecent of Havana homes listed as family-friendly, 55 percent in Paris and Los Angeles , over 50 percent in Sydney and London , and 50 percent in San Francisco ."
2017-05-23,https://news.airbnb.com/traveling-with-kids-check-out-these-family-friendly-guidebooks-trending-destinations,Traveling with Kids? Check Out These Family-Friendly Guidebooks + Trending Destinations,"With more than 2.3 million family-friendly listings on Airbnb, families have more options than ever in choosing listings that provide desired amenities like kitchens, Wifi, and pools."
2017-06-15,https://news.airbnb.com/while-on-tour-john-legend-chrissy-teigen-and-family-call-airbnb-home,"While on Tour, John Legend, Chrissy Teigen and Family Call Airbnb Home","Download assets Read more about : Celebrities , Family , Family Travel , Homes About Airbnb Airbnb was born in 2007 when two hosts welcomed three guests to their San Francisco home, and has since grown to over 5.5 million hosts who have welcomed over 2.5 billion guest arrivals in almost every country across the globe."
2017-06-23,https://news.airbnb.com/flying-solo-trending-destinations-experiences-solo-travelers,Flying Solo: Trending Destinations & Experiences for Solo Travelers,"Based on growth in single-person home bookings over 2016, below are some trending destinations for solo travel: Making a solo trek can be an empowering and exhilarating experience, helping travelers to push their limits and see the world in a whole new way."
2017-06-23,https://news.airbnb.com/flying-solo-trending-destinations-experiences-solo-travelers,Flying Solo: Trending Destinations & Experiences for Solo Travelers,"In top cities for solo travel – which include destinations like Buenos Aires, Toronto and Oslo – anywhere from 14% to 27% of all bookings are made by solo travelers, and emerging hotspots for solo travel include cities across the world."
2017-06-27,https://news.airbnb.com/ea/volando-solo-destinos-populares-y-experiencias-para-viajeros-solos,Volando Solo: Destinos populares y experiencias para viajeros solos,"A continuación se muestran algunos de los destinos más populares para viajeros solitarios, basado en el crecimiento de reservaciones realizadas para una sola persona en el 2016: Realizar un viaje solo puede ser una experiencia emocionante y motivadora, la cual ayuda a los viajeros a salirse de su zona de confort y observar el mundo de una nueva forma."
2017-08-11,https://news.airbnb.com/en-uk/airbnb-launches-base-camp-natural-history-museums-dino-snores-kids-sleepovers,Airbnb Launches Base Camp at the Natural History Museum’s ‘Dino Snores for Kids’ Sleepovers,"Inspiring a future generation of explorers, ‘Dino Snores for Kids’ is a special sleepover, giving children aged 7 to 11 the chance to explore the Museum after dark while taking part in fun and educational activities."
2017-08-11,https://news.airbnb.com/en-uk/airbnb-launches-base-camp-natural-history-museums-dino-snores-kids-sleepovers,Airbnb Launches Base Camp at the Natural History Museum’s ‘Dino Snores for Kids’ Sleepovers,"Upon booking a place at Dino Snores for Kids, the Museum will give guests the opportunity to win one of the 20 exclusive spots at the Airbnb Base Camp."
2017-08-11,https://news.airbnb.com/en-uk/airbnb-launches-base-camp-natural-history-museums-dino-snores-kids-sleepovers,Airbnb Launches Base Camp at the Natural History Museum’s ‘Dino Snores for Kids’ Sleepovers,"http://www.nhm.ac.uk/events/dino-snores-for-kids.html Dates: 9th September, 7th October, 14th October, 18th November, 20th January Requirements: Children who attend Dino Snores for Kids must be between the ages of 7 and 11."
2017-08-31,https://news.airbnb.com/br/caldas-novas-canela-e-fortaleza-se-destacam-em-ranking-internacional-airbnb-para-viagens-em-familia,"Caldas Novas, Canela e Fortaleza se destacam em ranking internacional do Airbnb para viagens em família",Só no Brasil foram registradas 75 mil chegadas de hóspedes familiares.
2017-08-31,https://news.airbnb.com/it/summer-travel-trends-2017-riepilogo,Summer Travel Trends 2017: riepilogo,"Una curiosità: analizzando i dati relativi ai soli viaggiatori provenienti dall’italia, nella top 5 delle destinazioni che sono cresciute maggiormente rispetto allo scorso anno, troviamo Modena (+246% di arrivi) che, complice il grande concerto di Vasco Rossi che ha portato al Modena Park oltre 220 mila persone, si colloca al 3° posto preceduta da solo Trinidad (+392%) e Sofia (+387%)."
2017-08-31,https://news.airbnb.com/summer-travel-trends-recap-2017,Summer Travel Trends Recap 2017,"Download assets Read more about : Company , Destinations , Experiences , Family , Family Travel , News , Travel Trends About Airbnb Airbnb was born in 2007 when two hosts welcomed three guests to their San Francisco home, and has since grown to over 5.5 million hosts who have welcomed over 2.5 billion guest arrivals in almost every country across the globe."
2017-08-31,https://news.airbnb.com/summer-travel-trends-recap-2017,Summer Travel Trends Recap 2017,"Family Destinations Family travel on Airbnb continues to grow, with 8 million family guest arrivals this summer of 45 million total."
2017-08-31,https://news.airbnb.com/summer-travel-trends-recap-2017,Summer Travel Trends Recap 2017,"Global Stats 45M guest arrivals $50 average cost per person, per night (family travelers to the U.S.) 8M family guest arrivals 2.6M guests on Airbnb’s peak night, August 12 Trending Destinations Based on percentage growth over summer 2016, we’ve seen the highest growth in Asia, particularly in China."
2017-09-01,https://news.airbnb.com/de/airbnb-sommer-trends-rueckblick-2017,Rückblick auf die Reisetrends im Sommer 2017,"Download Pressematerial Mehr über : Entdeckungen , Familien , Familienreisen , Neuigkeiten , Reise-Trends , Reiseziele , Unternehmen Über uns Airbnb wurde im Jahr 2007 gegründet, als die beiden ersten Gastgeber drei Gäste bei sich zuhause in San Francisco übernachten ließen."
2017-09-01,https://news.airbnb.com/de/airbnb-sommer-trends-rueckblick-2017,Rückblick auf die Reisetrends im Sommer 2017,"Gästeankünfte von Familien Reisetrends Im Vergleich zu den Reisetrends und Gästezahlen des Sommers 2016 spiegeln unsere internen Daten dieses Jahr einen gesunden Wachstumstrend wider, mit der höchsten Zunahme an Gästeankünften in Asien und insbesondere in China."
2017-09-01,https://news.airbnb.com/de/airbnb-sommer-trends-rueckblick-2017,Rückblick auf die Reisetrends im Sommer 2017,"Gästeankünfte von deutschen Reisenden 42 € durchschnittliche Kosten pro Person, pro Nacht (Familienreisen in die U.S.A.) 8 Mill."
2017-09-01,https://news.airbnb.com/de/airbnb-sommer-trends-rueckblick-2017,Rückblick auf die Reisetrends im Sommer 2017,Reiseziele für Familien Es verreisen auch weiterhin immer mehr Familien über Airbnb: 8 Millionen der weltweit insgesamt 45 Millionen Airbnb-Gäste waren in diesem Sommer Familienreisende.
2017-09-07,https://news.airbnb.com/en-uk/airbnb-sees-rise-of-travelling-families-as-world-becomes-classroom,Airbnb Sees Rise of Travelling Families as World Becomes Classroom,"According to a recent survey of 2,000 British parents carried out via OnePoll, parents say that while travelling and by staying with locals, their children have become more adventurous with food (45%), understood better the local culture (40%), made new cross-culture connections (34%) and learnt a new language (21%)."
2017-09-07,https://news.airbnb.com/en-uk/airbnb-sees-rise-of-travelling-families-as-world-becomes-classroom,Airbnb Sees Rise of Travelling Families as World Becomes Classroom,"I find one of the best ways to do that is by staying with local hosts on Airbnb on holiday as they’ve helped my family learn about all sorts of things – from learning new language skills, to understanding a local culture, even how to cook a traditional Italian dish!” With more than 4 million listings on Airbnb worldwide, families are increasingly turning to Airbnb to plan their next adventure."
2017-09-07,https://news.airbnb.com/en-uk/airbnb-sees-rise-of-travelling-families-as-world-becomes-classroom,Airbnb Sees Rise of Travelling Families as World Becomes Classroom,"In particular, kids say while travelling they have learnt about different food (56%), how people live in different countries (51%), more about foreign currency (40%) and a foreign language (25%)."
2017-09-07,https://news.airbnb.com/en-uk/airbnb-sees-rise-of-travelling-families-as-world-becomes-classroom,Airbnb Sees Rise of Travelling Families as World Becomes Classroom,"Interestingly, 65% of British children agree that you can learn while you’re on holiday*."
2017-09-07,https://news.airbnb.com/en-uk/airbnb-sees-rise-of-travelling-families-as-world-becomes-classroom,Airbnb Sees Rise of Travelling Families as World Becomes Classroom,"Outbound guest arrivals from UK families were a whopping 500,000 out of 3.3 million total."
2017-09-07,https://news.airbnb.com/en-uk/airbnb-sees-rise-of-travelling-families-as-world-becomes-classroom,Airbnb Sees Rise of Travelling Families as World Becomes Classroom,"Read more about : Destinations , Family , Family Travel About Airbnb Airbnb was born in 2007 when two hosts welcomed three guests to their San Francisco home, and has since grown to over 5 million hosts who have welcomed over 2.5 billion guest arrivals in almost every country across the globe."
2017-09-07,https://news.airbnb.com/en-uk/airbnb-sees-rise-of-travelling-families-as-world-becomes-classroom,Airbnb Sees Rise of Travelling Families as World Becomes Classroom,"The UK continues to be a hit with families , global guest arrivals to the UK on Airbnb by families were 150,000 out of 720,000 total."
2017-09-21,https://news.airbnb.com/food-defines-the-way-indians-travel-reveals-airbnb-apac-travel-survey,"Food Defines the Way Indians Travel, Reveals Airbnb APAC Travel Survey",18-24 year old age group females in APAC are more likely to try local food (77%) than 35-44 year olds (69%).
2017-09-21,https://news.airbnb.com/food-defines-the-way-indians-travel-reveals-airbnb-apac-travel-survey,"Food Defines the Way Indians Travel, Reveals Airbnb APAC Travel Survey","However, their male counterparts become more experimental with food in the age group of 35-44 years, with 73%, compared to only 64% of males aged 25-34 However, more than 80 percent of Airbnb listings in APAC have kitchen facilities, allowing travellers the flexibility of preparing their own meals whether they are staying in a treehouse, beach villa, loft apartment or cozy city flat."
2017-09-21,https://news.airbnb.com/food-defines-the-way-indians-travel-reveals-airbnb-apac-travel-survey,"Food Defines the Way Indians Travel, Reveals Airbnb APAC Travel Survey","However, their male counterparts become more experimental with food in the age group of 35-44 years, with 73%, compared to only 64% of males aged 25-34 In Australia (77%), China (65%), India (72%) , Japan (83%), Singapore (79%) and South Korea (59%), the 18-24 year old age group is most open to new ideas and the importance of trying local foods ."
2017-09-21,https://news.airbnb.com/food-defines-the-way-indians-travel-reveals-airbnb-apac-travel-survey,"Food Defines the Way Indians Travel, Reveals Airbnb APAC Travel Survey","In fact, the survey revealed that 46% of family travellers across APAC are likely to cook in their accommodation, as compared to one-fifth (21%) of solo travellers There are some regional variations in the findings, with family groups traveling from Japan (23%) least likely to cook."
2017-09-21,https://news.airbnb.com/food-defines-the-way-indians-travel-reveals-airbnb-apac-travel-survey,"Food Defines the Way Indians Travel, Reveals Airbnb APAC Travel Survey","On the other hand, 46%, 47%, 64% and 66% of Indian, Chinese, Thai and South Korean travellers would be more likely to cook in their accommodation when they are traveling with their families."
2017-09-21,https://news.airbnb.com/food-defines-the-way-indians-travel-reveals-airbnb-apac-travel-survey,"Food Defines the Way Indians Travel, Reveals Airbnb APAC Travel Survey","One fifth of solo travellers cook on vacation, compared to 46% of family travellers When vacationing with families, travellers do not always have the opportunity to explore the local food scene."
2017-09-21,https://news.airbnb.com/food-defines-the-way-indians-travel-reveals-airbnb-apac-travel-survey,"Food Defines the Way Indians Travel, Reveals Airbnb APAC Travel Survey","The only exception is Australia where 76% of men are more keen to try local dishes compared to 71% of women Millennials are more open to trying new cuisines compared to their aged counterparts In Australia (77%), China (65%), India (72%) , Japan (83%), Singapore (79%) and South Korea (59%), the 18-24 year old age group is most open to new ideas and the importance of trying local foods ."
2017-10-16,https://news.airbnb.com/airbnb-guests-spent-more-than-1-billion-in-restaurants-across-asia-pacific,Airbnb Guests Spent More Than $1 Billion in Restaurants Across Asia Pacific,"Download assets Read more about : Community , Family , Homes , News About Airbnb Airbnb was born in 2007 when two hosts welcomed three guests to their San Francisco home, and has since grown to over 5.5 million hosts who have welcomed over 2.5 billion guest arrivals in almost every country across the globe."
2017-10-24,https://news.airbnb.com/airbnb-passes-100000-listings-in-africa-bringing-2-million-global-guests-to-local-homes,"Airbnb Passes 100,000 Listings in Africa, Bringing 2 Million Global Guests to Local Homes",Close to 20% of guests are traveling as part of a family and close to 60% of trips in the past year were booked by millennials.
2017-10-24,https://news.airbnb.com/airbnb-passes-100000-listings-in-africa-bringing-2-million-global-guests-to-local-homes,"Airbnb Passes 100,000 Listings in Africa, Bringing 2 Million Global Guests to Local Homes","Traveling with Airbnb helps to spread benefits to local residents and their communities Since September 2012, there have been more than 2 million guest arrivals on Airbnb in Africa."
2017-11-08,https://news.airbnb.com/10-tips-for-a-happy-family-trip,10 Tips for a Happy Family Trip,"Download assets Read more about : Family , Family Travel About Airbnb Airbnb was born in 2007 when two hosts welcomed three guests to their San Francisco home, and has since grown to over 5.5 million hosts who have welcomed over 2.5 billion guest arrivals in almost every country across the globe."
2017-11-08,https://news.airbnb.com/airbnbs-most-traveled-families-share-tips-for-unforgettable-family-trips,Airbnb’s Most-Traveled Families Share Tips for Unforgettable Family Trips,"Being away from friends is hard, but the benefits of travel were echoed by 12-year-old Ruzow Jansen van Rensburg, who took 32 trips with his 3 siblings and parents."
2017-11-08,https://news.airbnb.com/airbnbs-most-traveled-families-share-tips-for-unforgettable-family-trips,Airbnb’s Most-Traveled Families Share Tips for Unforgettable Family Trips,"Eulain Jansen van Rensburg, age 9 Download assets Read more about : Family , Family Travel , Feature About Airbnb Airbnb was born in 2007 when two hosts welcomed three guests to their San Francisco home, and has since grown to over 5.5 million hosts who have welcomed over 2.5 billion guest arrivals in almost every country across the globe."
2017-11-08,https://news.airbnb.com/airbnbs-most-traveled-families-share-tips-for-unforgettable-family-trips,Airbnb’s Most-Traveled Families Share Tips for Unforgettable Family Trips,"Says Haipei Li from China, who traveled for 100 days with her 4 year old son and her 72 year old mother, “we have made many friends throughout this trip and many of them were hosts."
2017-11-08,https://news.airbnb.com/airbnbs-most-traveled-families-share-tips-for-unforgettable-family-trips,Airbnb’s Most-Traveled Families Share Tips for Unforgettable Family Trips,"To learn more about how family travelers do it, we found 50 families who traveled the most between January and August 2017, making themselves at home in some of the more than 2.3 million family-friendly Airbnb listings across the globe."
2017-11-08,https://news.airbnb.com/de/meine-10-tipps-fuer-eine-gelungene-familienreise,Meine 10 Tipps für eine gelungene Familienreise,"Das ist fast so oft wie die abenteuerlustigste Familie Deutschlands, die dieses Jahr schon 24 Mal verreist ist."
2017-11-08,https://news.airbnb.com/de/meine-10-tipps-fuer-eine-gelungene-familienreise,Meine 10 Tipps für eine gelungene Familienreise,"Den Rekord brach eine koreanische Familie, die bis August 2017 sagenhafte 79 Reisen antrat."
2017-11-08,https://news.airbnb.com/de/meine-10-tipps-fuer-eine-gelungene-familienreise,Meine 10 Tipps für eine gelungene Familienreise,Diese Tipps gibt Olga allen reisenden Familien mit auf den Weg: 1.
2017-11-08,https://news.airbnb.com/de/meine-10-tipps-fuer-eine-gelungene-familienreise,Meine 10 Tipps für eine gelungene Familienreise,"Mehr über : Artikel , Familien , Familienreisen , Reiseziele Über uns Airbnb wurde im Jahr 2007 gegründet, als die beiden ersten Gastgeber drei Gäste bei sich zuhause in San Francisco übernachten ließen."
2017-11-08,https://news.airbnb.com/de/meine-10-tipps-fuer-eine-gelungene-familienreise,Meine 10 Tipps für eine gelungene Familienreise,November 2017 · Unterkünfte Für die meisten Familien sind Urlaubstage oder Wochenenden die perfekte Gelegenheit um zu verreisen.
2017-11-13,https://news.airbnb.com/ea/las-familias-mas-viajeras-de-airbnb-comparten-sus-consejos-para-un-viaje-familiar-inolvidable,Las familias más viajeras de Airbnb comparten sus consejos para un viaje familiar inolvidable,"Eulain Jansen van Rensburg, 9 años Download assets Más información acerca de : destinos , Familias , Reportajes , Viajes en familia Acerca de nosotros Airbnb nació en 2007, cuando dos de sus fundadores alojaron a tres viajeros en su piso de San Francisco."
2017-11-13,https://news.airbnb.com/ea/las-familias-mas-viajeras-de-airbnb-comparten-sus-consejos-para-un-viaje-familiar-inolvidable,Las familias más viajeras de Airbnb comparten sus consejos para un viaje familiar inolvidable,"Para saber más, encontramos a las 50 familias que más viajaron entre enero y agosto de 2017, familias que han llegado a casa en algunos de los más de 2.3 millones de alojamientos Airbnb que reciben familias en todo el mundo."
2017-11-16,https://news.airbnb.com/whats-driving-airbnb-experiences-one-year-later-foodies-millennials-solo-travelers,"What’s Driving Airbnb Experiences One Year Later? Foodies, Millennials & Solo Travelers","Foodies, Millennials & Solo Travelers By Airbnb · November 16, 2017 · Company , Experiences One year ago we announced Trips, our vision of bringing together where you go, what you do, and who you meet into one people-powered platform."
2017-11-16,https://news.airbnb.com/whats-driving-airbnb-experiences-one-year-later-foodies-millennials-solo-travelers,"What’s Driving Airbnb Experiences One Year Later? Foodies, Millennials & Solo Travelers","Most Popular Experiences Categories Based on bookings in the last 30 days Food and Drink, 29% Arts, 14% Sports, 10% Lifestyle, 9% Nature, 9% Music, 9% Entertainment, 7% History, 6% Fashion, 3% Wellness, 2% Nightlife, 2% Solo Travelers Get Adventurous While most Experiences bookings are made by groups, we’ve noticed that solo travelers don’t mind veering off the beaten path ."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"22% of American travelers have maxed out a credit card for a group trip, and this is consistent with all age groups under 54."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,38% of American travelers have experienced not receiving all the money owed from a group trip.
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"43% of American travelers have lost $1,000 or more in group trip repayments."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"A stunning 18% of the most frequent group trip takers (10+ in the past five years) reports losses of $10,000 or more."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,Airbnb Split Payments Survey Highlights 79% of American travelers have been on multiple group trips in the last five years.
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"Almost 2/3 of respondents rank kids and coworkers rank least likely to pay them back for a group trip (34% and 31%, respectively)."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"As social travel continues to grow in 2018, you won’t have your family holiday travel plans or New Year’s buddymoon end up like this: The ability to split payments is just part of our commitment to make group travel easier."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"At the end of 2016, Brian Chesky asked consumers : “If @Airbnb could launch anything in 2017, what would it be?” One of the top requests was group payments."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"Fifty-two percent of group travelers report they’ve fronted $500 or more, and almost a third (31%) have fronted more than $1,000."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"For those that have traveled with a group, two-fifths (38%) have experienced not receiving all the money owed from a group trip."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,More than a quarter (29%) of American travelers have fought with a friend over group trip money collections.
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"New Year’s Eve 2016 was our biggest night yet for group stays, and over the course of last year, 15.5 million groups took trips on Airbnb*, with an average stay of 3.5 nights."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"Of these people, a whopping 43 percent have lost $1,000 or more in group trip repayments, and a stunning 18 percent of the most frequent group trip takers* report losses of $10,000 or more."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"Organizers can now hold a reservation for up to 72 hours when booking a group trip, charging the organizer only for their portion and blocking the host’s calendar while awaiting payment from others in the group."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"Over 80,000 groups have successfully used the feature from all over the world in nearly 175 countries, using over 44 different currencies."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"Roughly 4 out of 5 American travelers (79%) have been on multiple group trips in the last five years, according to a recent Airbnb survey conducted online by DKC Analytics among 2,000 people*, and that’s why today, Airbnb is becoming the first accommodation provider to build and implement a seamless, global split payments feature to travelers around the world."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"The organizer can hold a reservation for up to 72 hours, giving time to others in the group to log on to Airbnb and pay their portion."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"We’ve tested this in recent months with over 80,000 groups successfully using the feature from all over the world in nearly 175 countries, using over 44 different currencies."
2017-11-28,https://news.airbnb.com/airbnb-makes-group-travel-easy-with-global-launch-of-split-payments,Airbnb Makes Group Travel Easy with Global Launch of Split Payments,"With this newfound freedom, we hope some of these popular destinations and listings for group travel will inspire friends and families for their next adventure: Top cities where people are traveling or booking from with split payments 1 ."
2017-12-08,https://news.airbnb.com/fr/un-maxi-chalet-pour-cet-hiver-airbnb-facilite-le-voyage-a-plusieurs-en-lancant-le-paiement-groupe,Un maxi-chalet pour cet hiver? Airbnb facilite le voyage à plusieurs en lançant le Paiement Groupé,"Airbnb facilite le voyage à plusieurs en lançant le Paiement Groupé Par Airbnb · 8 décembre 2017 · Logements , Société Cette année, nous avons assisté à une augmentation des voyages de groupe."
2017-12-08,https://news.airbnb.com/fr/un-maxi-chalet-pour-cet-hiver-airbnb-facilite-le-voyage-a-plusieurs-en-lancant-le-paiement-groupe,Un maxi-chalet pour cet hiver? Airbnb facilite le voyage à plusieurs en lançant le Paiement Groupé,"Le réveillon du Nouvel An 2016 a été la nuit la plus importante pour les séjours de groupe dans le monde, et au cours de l’année dernière, 15,5 millions de groupes ont fait des voyages sur Airbnb*, avec un séjour moyen de 3,5 nuits."
2017-12-08,https://news.airbnb.com/fr/un-maxi-chalet-pour-cet-hiver-airbnb-facilite-le-voyage-a-plusieurs-en-lancant-le-paiement-groupe,Un maxi-chalet pour cet hiver? Airbnb facilite le voyage à plusieurs en lançant le Paiement Groupé,"Les premières neiges et l’ouverture des stations vont permettre aux groupes de tester cette nouvelle fonctionnalité dès cet hiver, par exemple dans un des 35 000 logements disponibles dans les Alpes, dont 4000 chalets ."
2017-12-08,https://news.airbnb.com/fr/un-maxi-chalet-pour-cet-hiver-airbnb-facilite-le-voyage-a-plusieurs-en-lancant-le-paiement-groupe,Un maxi-chalet pour cet hiver? Airbnb facilite le voyage à plusieurs en lançant le Paiement Groupé,"Nous l’avons testé au cours des derniers mois avec plus de 80 000 groupes utilisant avec succès cette fonctionnalité dans près de 175 pays, et dans plus de 44 devises différentes."
