month,eu27_nights,eu27_domestic,eu27_foreign,eu27_yoy_pct,eu27_domestic_yoy_pct,eu27_foreign_yoy_pct,foreign_share_pct,AT_nights,BE_nights,BG_nights,CH_nights,CY_nights,CZ_nights,DE_nights,DK_nights,EE_nights,EL_nights,ES_nights,FI_nights,FR_nights,HR_nights,HU_nights,IE_nights,IS_nights,IT_nights,LI_nights,LT_nights,LU_nights,LV_nights,MT_nights,NL_nights,NO_nights,PL_nights,PT_nights,RO_nights,SE_nights,SI_nights,SK_nights
2019-08-01,96922990.0,36329165.0,60593825.0,16.01,22.03,12.68,62.52,2021167.0,881859.0,806009.0,878800.0,708338.0,1200552.0,4840332.0,799329.0,240803.0,6093887.0,18870600.0,354270.0,20580331.0,8378040.0,1503649.0,1167128.0,332087.0,14477242.0,2472.0,301466.0,28478.0,266837.0,535955.0,1285812.0,652939.0,3263899.0,5844391.0,809332.0,666826.0,624189.0,372269.0
2019-09-01,47721484.0,13612707.0,34108777.0,10.64,14.29,9.25,71.47,928919.0,570524.0,261950.0,509235.0,548445.0,760276.0,3599161.0,333035.0,102446.0,3238324.0,10038818.0,209368.0,7577137.0,2545218.0,780978.0,602139.0,196850.0,8180590.0,1692.0,120370.0,25233.0,94430.0,370281.0,824009.0,287219.0,1604515.0,3359622.0,383808.0,241659.0,261310.0,158919.0
2019-10-01,37510350.0,11374318.0,26136032.0,17.41,22.55,15.31,69.68,878442.0,661484.0,127500.0,444514.0,470594.0,844070.0,3843674.0,334215.0,99836.0,1511563.0,8064429.0,197099.0,6451006.0,757103.0,729741.0,490967.0,160109.0,6021192.0,1372.0,91901.0,26598.0,80250.0,334726.0,859628.0,232738.0,1358589.0,2451238.0,322312.0,208997.0,137991.0,155205.0
2019-11-01,21390040.0,8125787.0,13264253.0,16.47,22.18,13.22,62.01,594297.0,484036.0,91035.0,258481.0,183372.0,516493.0,1980235.0,189285.0,87231.0,525809.0,5115101.0,184971.0,4136930.0,147071.0,543666.0,292582.0,101412.0,2652655.0,788.0,80128.0,22886.0,64554.0,142033.0,505683.0,169595.0,1056246.0,1246085.0,252708.0,142313.0,57110.0,95525.0
2019-12-01,29364132.0,11840381.0,17523751.0,16.34,20.49,13.69,59.68,1534047.0,638093.0,134855.0,550599.0,154093.0,804677.0,2685106.0,253193.0,115760.0,570382.0,6470706.0,306620.0,6480710.0,254463.0,698224.0,319638.0,116052.0,3372858.0,1362.0,101411.0,24297.0,85126.0,145160.0,579361.0,237385.0,1345409.0,1485406.0,305091.0,200761.0,121638.0,177047.0
2020-01-01,22580670.0,8160487.0,14420183.0,22.33,32.92,17.05,63.86,1594228.0,380619.0,142060.0,490294.0,119430.0,571610.0,1766732.0,158111.0,95742.0,446570.0,5046024.0,253794.0,4700731.0,116918.0,500492.0,214482.0,95925.0,2640700.0,1093.0,85286.0,19784.0,71593.0,108234.0,388720.0,205017.0,1299179.0,1151422.0,260172.0,159617.0,84976.0,203444.0
2020-02-01,27865430.0,11323808.0,16541622.0,26.54,37.67,19.91,59.36,2121989.0,468530.0,153846.0,758131.0,141978.0,701718.0,2256010.0,180420.0,80492.0,462368.0,5876834.0,275509.0,6863096.0,122022.0,519110.0,261720.0,120481.0,3008953.0,1553.0,76758.0,21731.0,61682.0,135458.0,485527.0,315770.0,1445043.0,1348078.0,243048.0,214519.0,89822.0,249169.0
2020-03-01,11912666.0,4940551.0,6972115.0,-50.38,-40.47,-55.62,58.53,673075.0,243181.0,65117.0,274427.0,89225.0,236102.0,1227253.0,117165.0,45832.0,254937.0,2629428.0,167672.0,3044127.0,63492.0,242076.0,201022.0,70156.0,561096.0,558.0,49098.0,15550.0,41087.0,68751.0,285190.0,145227.0,512375.0,747764.0,103186.0,130557.0,26942.0,71366.0
2020-04-01,2613741.0,1401432.0,1212309.0,-93.14,-89.27,-95.16,46.38,67838.0,58803.0,15858.0,92353.0,17353.0,39260.0,457161.0,78739.0,19614.0,69016.0,335224.0,46347.0,630284.0,20378.0,39719.0,45618.0,7080.0,156300.0,154.0,15312.0,6549.0,16865.0,16334.0,128465.0,39207.0,96993.0,128818.0,22150.0,71476.0,3189.0,10078.0
2020-05-01,5299509.0,4017678.0,1281831.0,-85.58,-63.89,-95.0,24.19,94723.0,68312.0,25858.0,192643.0,21453.0,64424.0,1381871.0,113600.0,27210.0,113508.0,405696.0,57941.0,1456300.0,65134.0,58526.0,45919.0,9389.0,237941.0,225.0,35131.0,7789.0,24434.0,16676.0,256869.0,79334.0,370840.0,179047.0,38115.0,100930.0,7905.0,23357.0
2020-06-01,15555793.0,11547010.0,4008783.0,-71.16,-26.49,-89.51,25.77,388831.0,236901.0,77690.0,279997.0,60167.0,211673.0,3190030.0,188042.0,69049.0,316873.0,1509709.0,152508.0,3890740.0,806026.0,151499.0,108682.0,19674.0,1252444.0,640.0,108560.0,11900.0,67007.0,21882.0,536399.0,158554.0,1096534.0,623509.0,136511.0,215385.0,65524.0,61718.0
2020-07-01,53001306.0,31726664.0,21274642.0,-38.2,22.53,-64.46,40.14,1388114.0,853213.0,292717.0,840758.0,194795.0,611251.0,4992632.0,822103.0,168581.0,1816227.0,8082249.0,315111.0,15780170.0,3708485.0,552480.0,609947.0,93716.0,5420784.0,2071.0,219372.0,22134.0,166375.0,109497.0,1122078.0,720039.0,2482390.0,1777392.0,360118.0,654449.0,214349.0,264293.0
2020-08-01,71996057.0,46380086.0,25615971.0,-25.72,27.67,-57.73,35.58,1617399.0,756016.0,469862.0,755636.0,344319.0,659565.0,5438919.0,595195.0,133070.0,3008115.0,11542368.0,201457.0,21625519.0,4588142.0,715024.0,791043.0,85143.0,10202968.0,2143.0,204932.0,20694.0,157687.0,186279.0,1150176.0,321448.0,2799550.0,3340558.0,486882.0,400797.0,255535.0,303986.0
2020-09-01,26808780.0,16211739.0,10597041.0,-43.82,19.09,-68.93,39.53,679588.0,443895.0,202395.0,458602.0,143850.0,303499.0,3906240.0,252622.0,48384.0,1338627.0,3568722.0,136489.0,6014067.0,684558.0,156395.0,351319.0,18766.0,4089693.0,1672.0,78058.0,18317.0,45964.0,86928.0,644984.0,148618.0,1402405.0,1543805.0,265699.0,181639.0,97945.0,122693.0
2020-10-01,18445829.0,12197844.0,6247985.0,-50.82,7.24,-76.09,33.87,335962.0,324861.0,82187.0,427804.0,133518.0,115473.0,3757272.0,262095.0,41708.0,825076.0,2282500.0,143173.0,5091318.0,171651.0,129256.0,106348.0,11424.0,1909249.0,971.0,57325.0,17323.0,38051.0,70324.0,435353.0,139244.0,784800.0,897937.0,161413.0,206827.0,21601.0,43228.0
2020-11-01,6039150.0,3522025.0,2517125.0,-71.77,-56.66,-81.02,41.68,93897.0,289369.0,42740.0,202720.0,44231.0,51882.0,705909.0,88014.0,33367.0,166801.0,1145069.0,91453.0,1423591.0,81396.0,66773.0,53430.0,6713.0,407905.0,457.0,34237.0,13337.0,27803.0,34276.0,192914.0,81681.0,316666.0,382756.0,108410.0,107277.0,4793.0,30854.0
2020-12-01,9579124.0,6918391.0,2660733.0,-67.38,-41.57,-84.82,27.78,87240.0,343672.0,58495.0,466716.0,41751.0,72642.0,503126.0,97424.0,43042.0,118175.0,1783086.0,157430.0,4085675.0,71656.0,54214.0,130313.0,10075.0,395832.0,770.0,27662.0,12288.0,29044.0,42706.0,274003.0,111279.0,361875.0,455486.0,126467.0,150636.0,4530.0,50654.0
2021-01-01,7443189.0,5226765.0,2216424.0,-67.04,-35.95,-84.63,29.78,84580.0,238564.0,61012.0,385212.0,19423.0,59060.0,508594.0,72939.0,35884.0,120182.0,1218173.0,109447.0,3256668.0,59489.0,53969.0,52067.0,7761.0,336231.0,902.0,20933.0,13211.0,23236.0,28742.0,179502.0,82292.0,260689.0,307051.0,169052.0,131674.0,4648.0,18169.0
2021-02-01,10165287.0,8092954.0,2072333.0,-63.52,-28.53,-87.47,20.39,83199.0,362251.0,66424.0,597465.0,16061.0,60744.0,517410.0,134074.0,37237.0,111990.0,1108805.0,157719.0,5321732.0,57440.0,58219.0,42415.0,13392.0,494587.0,861.0,23570.0,13635.0,23478.0,28330.0,286503.0,124992.0,581321.0,201666.0,196703.0,152500.0,6167.0,21107.0
2021-03-01,9481818.0,7057007.0,2424811.0,-20.41,42.84,-65.22,25.57,86989.0,278319.0,58707.0,402967.0,24453.0,36096.0,659089.0,130216.0,31260.0,128493.0,1824625.0,163480.0,4082677.0,90814.0,58156.0,50940.0,16373.0,389952.0,582.0,30095.0,14276.0,27202.0,26631.0,254436.0,131926.0,445362.0,265655.0,136124.0,163498.0,6828.0,17445.0
2021-04-01,9260819.0,6483462.0,2777357.0,254.31,362.63,129.1,29.99,82088.0,559697.0,63080.0,481645.0,58758.0,51601.0,654132.0,140958.0,38129.0,154380.0,2179303.0,130338.0,2725292.0,150519.0,61624.0,70040.0,16336.0,421057.0,607.0,47082.0,16521.0,32279.0,26459.0,457845.0,93163.0,374515.0,408436.0,150357.0,170708.0,8556.0,27065.0
2021-05-01,18223659.0,12834666.0,5388993.0,243.87,219.45,320.41,29.57,229513.0,472759.0,102186.0,436914.0,116988.0,97761.0,1461948.0,162630.0,44287.0,477623.0,3285789.0,113085.0,6672162.0,344218.0,95281.0,156567.0,31550.0,1423581.0,718.0,81676.0,19107.0,41301.0,55975.0,667449.0,115934.0,846532.0,792788.0,206469.0,179429.0,26124.0,50431.0
2021-06-01,29205659.0,18212618.0,10993041.0,87.75,57.73,174.22,37.64,502863.0,436579.0,167254.0,392299.0,258200.0,212464.0,2708778.0,207980.0,83688.0,1551820.0,5677105.0,221534.0,6673879.0,1598619.0,216098.0,476745.0,83025.0,3497052.0,855.0,153453.0,17907.0,64990.0,107836.0,547241.0,198007.0,1545030.0,1501464.0,269060.0,335860.0,88306.0,83854.0
2021-07-01,73675646.0,40099138.0,33576508.0,39.01,26.39,57.82,45.57,1437365.0,939339.0,525647.0,889373.0,471600.0,626310.0,4758208.0,747600.0,177537.0,4419982.0,12796766.0,435057.0,19358518.0,6356593.0,555945.0,904310.0,167057.0,9821064.0,1757.0,252056.0,24465.0,147135.0,195788.0,975583.0,801080.0,2973810.0,2679503.0,606252.0,933578.0,300268.0,255367.0
2021-08-01,88391014.0,49587023.0,38803991.0,22.77,6.91,51.48,43.9,1772834.0,959755.0,686735.0,879266.0,536712.0,638420.0,5130711.0,649457.0,139859.0,5388074.0,15953135.0,272587.0,22832112.0,7749584.0,758737.0,856057.0,179991.0,13105719.0,2126.0,218573.0,26218.0,139141.0,250452.0,1046477.0,418439.0,3101997.0,4037682.0,769748.0,681865.0,408357.0,280016.0
2021-09-01,40272082.0,18240548.0,22031534.0,50.22,12.51,107.9,54.71,844133.0,574810.0,210156.0,514297.0,395023.0,382192.0,3706284.0,281094.0,64271.0,2676681.0,7666572.0,190696.0,7914415.0,2497730.0,396828.0,356800.0,123822.0,6320742.0,1252.0,95933.0,22017.0,60744.0,191586.0,652839.0,219236.0,1605970.0,2213404.0,389199.0,249441.0,186621.0,125901.0
2021-10-01,33472194.0,15037128.0,18435066.0,81.46,23.28,195.06,55.08,708797.0,646095.0,98222.0,549819.0,422480.0,363944.0,3883249.0,338960.0,68279.0,1555000.0,7192069.0,190564.0,7360280.0,607485.0,389004.0,314990.0,108081.0,4427455.0,1028.0,80634.0,23453.0,54504.0,178122.0,728072.0,228760.0,1236703.0,1967000.0,237140.0,228681.0,81218.0,89794.0
2021-11-01,19792501.0,9252376.0,10540125.0,227.74,162.7,318.74,53.25,345836.0,494403.0,63978.0,267306.0,208692.0,232653.0,1763870.0,174161.0,53922.0,507879.0,4631647.0,155622.0,5163967.0,149498.0,335258.0,182848.0,67189.0,2112223.0,736.0,58789.0,18640.0,36426.0,106410.0,400338.0,156283.0,933658.0,1202093.0,218832.0,167309.0,31182.0,42367.0
2021-12-01,24533784.0,13355099.0,11178685.0,156.12,93.04,320.14,45.56,628085.0,557390.0,104230.0,537239.0,156226.0,270454.0,1845608.0,180770.0,73163.0,485597.0,5738302.0,272521.0,7449372.0,184626.0,368370.0,208088.0,67837.0,2542560.0,843.0,72439.0,19698.0,50511.0,90681.0,329234.0,200554.0,1124776.0,1190295.0,252967.0,219135.0,56096.0,62590.0
2022-01-01,19549503.0,9873383.0,9676120.0,162.65,88.9,336.56,49.5,1074865.0,427420.0,110947.0,586320.0,99411.0,249227.0,1639149.0,114671.0,54955.0,350644.0,4441758.0,192605.0,5320881.0,128603.0,299653.0,136772.0,50282.0,1766465.0,769.0,60319.0,17863.0,38497.0,63834.0,255883.0,155300.0,1249748.0,836291.0,245630.0,190827.0,64123.0,118462.0
2022-02-01,26150855.0,13383191.0,12767664.0,157.26,65.37,516.1,48.82,1663297.0,464724.0,134522.0,807869.0,121363.0,396716.0,1865767.0,158379.0,56792.0,366432.0,5512006.0,255774.0,8169936.0,156558.0,352512.0,183947.0,78877.0,2301862.0,1328.0,63513.0,17779.0,42577.0,83703.0,319380.0,271636.0,1486240.0,1217515.0,258041.0,246968.0,76458.0,178094.0
2022-03-01,26301281.0,10951527.0,15349754.0,177.39,55.19,533.03,58.36,1320035.0,491507.0,154396.0,573155.0,179417.0,366272.0,2079942.0,186928.0,65464.0,582135.0,5920461.0,260768.0,6508272.0,232124.0,423159.0,272026.0,99052.0,2840156.0,862.0,77735.0,20357.0,53540.0,113645.0,438969.0,262542.0,1395399.0,1558367.0,327256.0,235097.0,67060.0,130794.0
2022-04-01,42165464.0,17860043.0,24305421.0,355.31,175.47,775.13,57.64,944057.0,869782.0,168944.0,533294.0,317654.0,484066.0,3506325.0,363699.0,81098.0,1467470.0,9401374.0,224590.0,10114763.0,775098.0,541504.0,459621.0,103914.0,5855278.0,924.0,101991.0,24621.0,71809.0,215836.0,885848.0,280522.0,1708649.0,2658115.0,380310.0,286777.0,130457.0,125728.0
2022-05-01,42033383.0,16154670.0,25878713.0,130.65,25.87,380.21,61.57,799696.0,767674.0,183397.0,484231.0,343322.0,501604.0,3656209.0,362411.0,84222.0,1959531.0,8445512.0,198016.0,9830090.0,1243986.0,517431.0,436170.0,119424.0,6145392.0,1211.0,114771.0,27080.0,77355.0,235562.0,781787.0,287068.0,1731556.0,2640434.0,377000.0,310659.0,148268.0,114248.0
2022-06-01,59608120.0,21374551.0,38233569.0,104.1,17.36,247.8,64.14,1192996.0,795141.0,315738.0,617743.0,432111.0,594680.0,4379757.0,485553.0,140843.0,4076882.0,11136168.0,298223.0,11265186.0,4381027.0,695058.0,635986.0,206867.0,9790574.0,1822.0,194279.0,28808.0,129821.0,303238.0,887661.0,496725.0,2522686.0,3446754.0,495749.0,522722.0,290741.0,169738.0
2022-07-01,104482845.0,38385234.0,66097611.0,41.81,-4.27,96.86,63.26,2326425.0,1245213.0,667374.0,1045131.0,604341.0,969692.0,5834638.0,1080361.0,258128.0,7340199.0,18269902.0,504612.0,23515500.0,9495228.0,1163382.0,990277.0,292176.0,15219199.0,2867.0,321958.0,35559.0,234218.0,437594.0,1245237.0,1021588.0,4341729.0,5320772.0,837221.0,1218047.0,634853.0,371186.0
2022-08-01,111567545.0,47248947.0,64318598.0,26.22,-4.72,65.75,57.65,2380349.0,1262175.0,729748.0,1022264.0,660844.0,949393.0,5771305.0,868375.0,194679.0,7851175.0,20352121.0,362009.0,26981482.0,9589538.0,1221726.0,989345.0,297679.0,16140111.0,2758.0,314750.0,33759.0,216179.0,478739.0,1268668.0,775012.0,4249516.0,5742950.0,990656.0,886324.0,695991.0,385638.0
2022-09-01,56779129.0,19418471.0,37360658.0,40.99,6.46,69.58,65.8,1167142.0,802810.0,275076.0,591067.0,471790.0,594010.0,4283523.0,357676.0,90273.0,4252201.0,11022300.0,256849.0,10415756.0,3362488.0,634660.0,506237.0,184222.0,9797217.0,1657.0,130916.0,30962.0,90959.0,320176.0,824255.0,346742.0,2220377.0,3570872.0,489924.0,334139.0,291257.0,185284.0
2022-10-01,45387903.0,16690122.0,28697781.0,35.6,10.99,55.67,63.23,1014642.0,910036.0,179525.0,565440.0,478758.0,612157.0,4342757.0,359696.0,92034.0,2020509.0,9418559.0,233633.0,9319183.0,927634.0,617321.0,392186.0,155901.0,7159925.0,1781.0,112108.0,31832.0,85331.0,277503.0,875568.0,295282.0,1997224.0,2840763.0,483937.0,286989.0,157186.0,160907.0
2022-11-01,26503852.0,11182653.0,15321199.0,33.91,20.86,45.36,57.81,639049.0,630124.0,132822.0,308257.0,223254.0,391442.0,2272822.0,193141.0,68624.0,652374.0,6159680.0,209086.0,6194268.0,232000.0,493733.0,261388.0,101326.0,3111128.0,851.0,86673.0,26188.0,61498.0,153203.0,467745.0,217749.0,1476222.0,1595027.0,394937.0,208350.0,63496.0,105578.0
2022-12-01,36017016.0,16771638.0,19245378.0,46.81,25.58,72.16,53.43,1723476.0,817026.0,177997.0,654389.0,203477.0,596321.0,2849461.0,245642.0,99089.0,701945.0,7874180.0,360583.0,9531201.0,306967.0,618216.0,290258.0,107326.0,3978643.0,1366.0,106154.0,27393.0,77403.0,139750.0,535872.0,309055.0,1969107.0,1767151.0,452146.0,262357.0,121073.0,184128.0
2023-01-01,28542775.0,11651018.0,16891757.0,46.0,18.0,74.57,59.18,1918995.0,492515.0,173099.0,596850.0,165684.0,470947.0,2097318.0,162961.0,62998.0,545097.0,6413515.0,263610.0,6875876.0,180220.0,442848.0,174997.0,90165.0,3238579.0,1363.0,86147.0,22496.0,58446.0,116661.0,368177.0,263622.0,1835844.0,1428631.0,383254.0,227834.0,106430.0,229596.0
2023-02-01,34604141.0,15365219.0,19238922.0,32.33,14.81,50.68,55.6,2484108.0,567375.0,219084.0,834236.0,192687.0,607840.0,2389819.0,185954.0,69424.0,565420.0,7124892.0,341846.0,9591463.0,179455.0,465862.0,233173.0,137534.0,3765004.0,1878.0,91923.0,23493.0,59131.0,145391.0,403516.0,412397.0,2016746.0,1733690.0,430244.0,304339.0,111385.0,300877.0
2023-03-01,33251102.0,12862152.0,20388950.0,26.42,17.45,32.83,61.32,1642311.0,605683.0,176695.0,559257.0,254130.0,473034.0,2533809.0,231092.0,67314.0,748915.0,7605862.0,327140.0,7673974.0,268192.0,509491.0,336720.0,148770.0,4343444.0,1402.0,89360.0,26659.0,66860.0,177712.0,524345.0,373682.0,1532480.0,2114433.0,389541.0,278396.0,83827.0,169683.0
2023-04-01,54479415.0,22173606.0,32305809.0,29.2,24.15,32.92,59.3,1281787.0,1057917.0,198322.0,631379.0,394431.0,715115.0,4267521.0,469840.0,92489.0,1849527.0,11607364.0,268440.0,12768818.0,1049477.0,768476.0,551441.0,139827.0,8569070.0,1909.0,131534.0,34947.0,94045.0,328249.0,1096295.0,372680.0,2305203.0,3327132.0,503397.0,342574.0,215133.0,190871.0
2023-05-01,55461965.0,20014631.0,35447334.0,31.95,23.89,36.97,63.91,1142807.0,1043830.0,194857.0,658648.0,444925.0,707582.0,4652361.0,501929.0,101437.0,2487816.0,9892053.0,245643.0,13522067.0,1835889.0,736173.0,558334.0,172474.0,8961335.0,1781.0,153254.0,37738.0,125927.0,371296.0,967118.0,385616.0,2196424.0,3290115.0,493275.0,391711.0,239375.0,166694.0
2023-06-01,69841055.0,23441790.0,46399265.0,17.17,9.67,21.36,66.44,1539888.0,945545.0,370280.0,798097.0,551653.0,729789.0,4759549.0,590481.0,171310.0,5053073.0,12378707.0,390752.0,13106979.0,4833030.0,878176.0,729986.0,272373.0,11966463.0,2188.0,229114.0,38254.0,166898.0,413874.0,1017952.0,652501.0,3072243.0,3993313.0,648462.0,654977.0,381118.0,229189.0
