geo,country,platform_nights_2024,platform_nights_2019,hotel_nights_2024,hotel_nights_2019,hotel_bedplaces_2024,hotel_bedplaces_2019,platform_share_2019,hotel_bed_occupancy_2019,platform_nights_per_hotel_bed_2019,platform_share_2024,hotel_bed_occupancy_2024,platform_nights_per_hotel_bed_2024,platform_share_chg_pts,hotel_occ_chg_pts,platform_growth_19_24,hotel_growth_19_24
FR,France,192388835.0,99453335.0,214462474.0,219255965.0,1351064.0,1308956.0,0.31205030728629507,0.4589163226056512,75.97912764065408,0.4728725968041558,0.43489310788963975,142.398017414423,16.08222895178607,-2.402321471601143,0.9344633842595624,-0.02186253404781946
HR,Croatia,37687805.0,25630322.0,25560432.0,25904793.0,172649.0,171005.0,0.49733704872881335,0.4150290086046511,149.88054150463438,0.5958712335333552,0.4056124322869974,218.29147576875627,9.85341848045419,-0.9416576317653691,0.4704382176704609,-0.013293331469585556
IT,Italy,126728961.0,76044409.0,283910717.0,280937897.0,2283546.0,2260490.0,0.21302010694053838,0.34049824086510033,33.64067480944397,0.3086135310090517,0.34062706896288397,55.496565867295864,9.559342406851332,0.01288280977836398,0.6665125374305954,0.01058176925130172
CY,Cyprus,6122803.0,4241271.0,17886633.0,17571292.0,93157.0,89200.0,0.19444166189915418,0.5396919958228392,47.547881165919286,0.25501652766853833,0.5260417786382423,65.72563521796538,6.057486576938414,-1.3650217184596913,0.4436245644289176,0.01794637525800602
LV,Latvia,1770481.0,1337604.0,3621762.0,4318094.0,26652.0,27315.0,0.2365055559897293,0.433109812211164,48.96957715540911,0.32833850403255194,0.37230360259786716,66.42957376557106,9.183294804282264,-6.080620961329686,0.32362119132418865,-0.16125911108002744
LT,Lithuania,2485484.0,1578049.0,5023461.0,4818166.0,38577.0,39689.0,0.24671606567321455,0.332597313979202,39.76036181309683,0.33100309031428515,0.35676457084052854,64.42916763874848,8.42870246410706,2.4167256861326534,0.57503600965496,0.042608536111043094
LU,Luxembourg,495903.0,280879.0,2025340.0,1853264.0,,14397.0,0.13161208035262867,0.3526731691629059,19.509550600819615,0.19668988669477713,,,6.507780634214846,,0.765539609582774,0.09285023612394139
HU,Hungary,11470985.0,9172522.0,25146919.0,25807181.0,188663.0,184090.0,0.26222412465880574,0.38407629680836575,49.8262914878592,0.3132616492740819,0.3651784848812469,60.801455505319005,5.103752461527616,-1.8897811927118868,0.25058135592370334,-0.025584429388083918
MT,Malta,5833911.0,3212455.0,11066474.0,9600059.0,50611.0,46350.0,0.2507279211558325,0.5674548329417328,69.30862998921252,0.3451939704332179,0.5990616041831829,115.26962518029677,9.446604927738544,3.160677124145006,0.8160288626611112,0.15275062372012504
NL,Netherlands,11248206.0,9395956.0,64292036.0,54402830.0,326564.0,303713.0,0.14727483999460428,0.49075557949468246,30.936956929733004,0.1489034943785327,0.5393814516712242,34.444108964858344,0.1628654383928424,4.862587217654174,0.19713268133652395,0.18177741856443874
AT,Austria,23208152.0,15571981.0,92004899.0,95267629.0,617125.0,607010.0,0.14049112045774972,0.42998830783632236,25.653582313306206,0.2014368320130677,0.4084556879697892,37.60689001417865,6.094571155531797,-2.153261986653315,0.49037890554836916,-0.03424804452727592
PL,Poland,39017845.0,19685360.0,60299865.0,53717139.0,411510.0,368944.0,0.2681837848599678,0.39889588619307115,53.35595645951689,0.3928588868994261,0.40146074114612307,94.81627420961823,12.467510203945832,0.25648549530519205,0.9820742419747468,0.1225442404890551
PT,Portugal,44898166.0,31063617.0,65410309.0,59946819.0,378101.0,362247.0,0.34131928562566166,0.45338639180993245,85.75258594274072,0.40702372143210214,0.47396416837669636,118.74648837215453,6.5704435806440475,2.0577776566763903,0.44536181990654855,0.09113894767293651
RO,Romania,9215560.0,4191792.0,25382770.0,24328701.0,299748.0,225699.0,0.1469747384801518,0.295322422086344,18.572488136854837,0.2663585207725344,0.2320009995610925,30.744358594552757,11.93837822923826,-6.332142252525152,1.1984774053674419,0.043326152103229765
SI,Slovenia,3971740.0,2583803.0,8322367.0,8263114.0,61707.0,62723.0,0.23820621103673975,0.3609308944589813,41.19386827798415,0.3230604711672023,0.36950435897794504,64.3644967345682,8.485426013046258,0.8573464518963736,0.5371682748259059,0.007170783314861762
SK,Slovakia,3789511.0,2238277.0,10712038.0,11843846.0,107006.0,108876.0,0.15894457107071142,0.29803531678868556,20.558038502516624,0.2613176702709483,0.2742654553489383,35.414004822159505,10.23730992002369,-2.376986143974724,0.693048268824636,-0.09556085075743137
FI,Finland,5436051.0,2915510.0,18520857.0,18759853.0,147571.0,143023.0,0.13450801262244144,0.3593607848684937,20.38490312746901,0.22690954108101097,0.3438485472931859,36.83685141389569,9.240152845856953,-1.5512237575307786,0.8645283329503244,-0.012739758675081259
SE,Sweden,8024950.0,3650427.0,41905476.0,39515192.0,289625.0,260436.0,0.08456792893436788,0.4156906111290298,14.01659908768373,0.16072264234236655,0.3964075037986059,27.708070781182563,7.615471340799868,-1.9283107330423876,1.1983592604372038,0.06049025397624286
IS,Iceland,2526338.0,2185916.0,,5791675.0,,34002.0,0.2740070279361276,0.4666667472421042,64.2878654196812,,,,,,0.15573425511318817,
LI,Liechtenstein,24652.0,17060.0,179655.0,149598.0,1425.0,1671.0,0.10236532299679584,0.2452768008656944,10.209455415918612,0.120661553446529,0.34540735400144196,17.29964912280702,1.8296230449733164,10.013055313574757,0.44501758499413824,0.20091846147675763
NO,Norway,8311030.0,3970205.0,26733857.0,,215305.0,,,,,0.23715385357070776,0.3401845931846285,38.60119365551195,,,1.0933503433701786,
CH,Switzerland,10191088.0,6383396.0,42830588.0,39562039.0,293256.0,273849.0,0.1389342815015246,0.3957989546984122,23.309911666648407,0.19220607058894176,0.4001421171683743,34.751507215538645,5.327178908741717,0.4343162469962081,0.5964994181780356,0.08261831499635286
