q,market,reviews,mention_any,share_solo,cond_solo,share_couple,cond_couple,share_family,cond_family,share_group,cond_group,headcount_n,headcount_mean,headcount_ge4,review_len_mean,accommodates_mean,accommodates_ge5,entire_share
2015Q2,australia_nsw_sydney_2026-06-16,1081,0.12025901942645699,0.0027752081406105457,0.023076923076923078,0.04625346901017576,0.38461538461538464,0.060129509713228495,0.5,0.020351526364477335,0.16923076923076924,28,3.5357142857142856,0.5357142857142857,380.2349676225717,3.193339500462535,0.12210915818686402,0.8852913968547641
2015Q3,australia_nsw_sydney_2026-06-16,1441,0.11311589174184594,0.0034698126301179735,0.03067484662576687,0.03469812630117974,0.3067484662576687,0.061068702290076333,0.5398773006134969,0.01943095072866065,0.17177914110429449,28,3.9642857142857144,0.5357142857142857,369.3088133240805,3.1415683553088134,0.131852879944483,0.8348369188063844
2015Q4,australia_nsw_sydney_2026-06-16,2234,0.10116383169203223,0.003133393017009848,0.030973451327433628,0.03446732318710832,0.3407079646017699,0.052372426141450316,0.5176991150442478,0.019247985675917637,0.1902654867256637,38,3.8421052631578947,0.5789473684210527,348.5832587287377,3.03088630259624,0.12623097582811102,0.7887197851387645
2016Q1,australia_nsw_sydney_2026-06-16,2818,0.10255500354861603,0.00248403122782115,0.02422145328719723,0.035486160397444996,0.3460207612456747,0.049325762952448546,0.4809688581314879,0.020936834634492547,0.2041522491349481,44,4.5227272727272725,0.75,359.80340667139814,3.1518807665010646,0.1483321504613201,0.7877927608232789
2016Q2,australia_nsw_sydney_2026-06-16,2479,0.10125050423557887,0.0016135538523598225,0.01593625498007968,0.033481242436466316,0.33067729083665337,0.051230334812424366,0.5059760956175299,0.02218636546994756,0.21912350597609562,46,4.065217391304348,0.717391304347826,325.1799112545381,3.1327148043565956,0.1508672851956434,0.8063735377168213
2016Q3,australia_nsw_sydney_2026-06-16,3296,0.08677184466019418,0.0024271844660194173,0.027972027972027972,0.03155339805825243,0.36363636363636365,0.04004854368932039,0.46153846153846156,0.017597087378640776,0.20279720279720279,58,3.9655172413793105,0.7068965517241379,291.6104368932039,3.0400485436893203,0.12864077669902912,0.7973300970873787
2016Q4,australia_nsw_sydney_2026-06-16,4528,0.07597173144876325,0.00265017667844523,0.03488372093023256,0.026501766784452298,0.3488372093023256,0.037102473498233215,0.4883720930232558,0.014796819787985865,0.19476744186046513,62,4.193548387096774,0.6774193548387096,283.11395759717317,3.0989399293286217,0.15856890459363956,0.7700971731448764
2017Q1,australia_nsw_sydney_2026-06-16,5456,0.07569648093841642,0.0021994134897360706,0.029055690072639227,0.027309384164222874,0.36077481840193704,0.03684017595307918,0.48668280871670705,0.014112903225806451,0.1864406779661017,75,4.1066666666666665,0.6933333333333334,264.9415322580645,3.150659824046921,0.1688049853372434,0.7899560117302052
2017Q2,australia_nsw_sydney_2026-06-16,4780,0.07677824267782427,0.0039748953974895395,0.051771117166212535,0.025523012552301255,0.33242506811989103,0.03619246861924686,0.4713896457765668,0.015690376569037656,0.20435967302452315,83,4.674698795180723,0.7710843373493976,245.03682008368202,3.2376569037656906,0.18870292887029289,0.805439330543933
2017Q3,australia_nsw_sydney_2026-06-16,5520,0.06521739130434782,0.0034420289855072463,0.05277777777777778,0.019021739130434784,0.2916666666666667,0.03315217391304348,0.5083333333333333,0.011956521739130435,0.18333333333333332,100,4.33,0.79,228.92753623188406,3.2856884057971016,0.20253623188405798,0.8286231884057971
2017Q4,australia_nsw_sydney_2026-06-16,7255,0.06409372846312887,0.002067539627842867,0.03225806451612903,0.020813232253618193,0.3247311827956989,0.030461750516884906,0.4752688172043011,0.01419710544452102,0.221505376344086,113,4.823008849557522,0.8053097345132744,231.9830461750517,3.3589248793935216,0.1987594762232943,0.8180565127498277
2018Q1,australia_nsw_sydney_2026-06-16,8419,0.06592231856515025,0.0027319159045017223,0.04144144144144144,0.02411212733103694,0.36576576576576575,0.03183275923506355,0.4828828828828829,0.010452547808528329,0.15855855855855855,131,4.6183206106870225,0.8015267175572519,243.15500653284238,3.401116522152275,0.20738805083739162,0.8268202874450647
2018Q2,australia_nsw_sydney_2026-06-16,6623,0.06673712818964216,0.0030197795560924054,0.04524886877828054,0.02219537973727918,0.332579185520362,0.031707685338970254,0.4751131221719457,0.012230107202174241,0.1832579185520362,93,5.053763440860215,0.8172043010752689,231.97629473048468,3.4132568322512458,0.19960742865770797,0.8552015702853691
2018Q3,australia_nsw_sydney_2026-06-16,7522,0.0513161393246477,0.003722414251528849,0.07253886010362694,0.016352034033501727,0.31865284974093266,0.024195692634937517,0.47150259067357514,0.009571922361074183,0.18652849740932642,101,4.762376237623762,0.8712871287128713,211.83993618718426,3.4541345386865197,0.2100505184791279,0.8447221483647966
2018Q4,australia_nsw_sydney_2026-06-16,10354,0.05447170175777477,0.002897430944562488,0.05319148936170213,0.017191423604404094,0.31560283687943264,0.028008499130770716,0.5141843971631206,0.008112806644774966,0.14893617021276595,127,4.677165354330708,0.8661417322834646,211.35329341317365,3.3762796986671817,0.20156461271006373,0.8399652308286653
2019Q1,australia_nsw_sydney_2026-06-16,11370,0.057080035180299034,0.0021108179419525065,0.03697996918335902,0.020228671943711522,0.3543913713405239,0.026473175021987688,0.4637904468412943,0.011785400175901494,0.20647149460708783,152,4.407894736842105,0.7697368421052632,220.83711521547934,3.356552330694811,0.20299032541776604,0.8281442392260334
2019Q2,australia_nsw_sydney_2026-06-16,9508,0.05479596129575095,0.003891459823306689,0.0710172744721689,0.01766933108960875,0.32245681381957775,0.02524190155658393,0.46065259117082535,0.009991586032814472,0.18234165067178504,113,4.504424778761062,0.7964601769911505,204.65334455195625,3.359486748001683,0.20519562473706351,0.8413967185527976
2019Q3,australia_nsw_sydney_2026-06-16,10580,0.055293005671077505,0.003969754253308129,0.07179487179487179,0.01890359168241966,0.3418803418803419,0.02570888468809074,0.46495726495726497,0.009546313799621928,0.17264957264957265,147,4.517006802721088,0.8027210884353742,197.85037807183366,3.3582230623818528,0.20226843100189035,0.8431001890359168
2019Q4,australia_nsw_sydney_2026-06-16,13564,0.05168092008257151,0.002948982601002654,0.05706134094151213,0.01820996756119139,0.35235378031383735,0.0232232379828959,0.44935805991440797,0.009215570628133295,0.1783166904422254,144,4.555555555555555,0.7847222222222222,200.77219109407255,3.3052196992037746,0.1941167797109997,0.8218814508994396
2020Q1,australia_nsw_sydney_2026-06-16,12496,0.05489756722151088,0.0027208706786171575,0.04956268221574344,0.01968629961587708,0.358600583090379,0.023607554417413572,0.43002915451895046,0.011683738796414853,0.21282798833819241,156,4.67948717948718,0.8205128205128205,204.39196542893725,3.379881562099872,0.19806338028169015,0.8241037131882202
2020Q2,australia_nsw_sydney_2026-06-16,3295,0.038239757207890746,0.0021244309559939304,0.05555555555555555,0.023065250379362672,0.6031746031746031,0.01031866464339909,0.2698412698412698,0.004855842185128983,0.12698412698412698,13,3.6923076923076925,0.6923076923076923,177.51502276176024,3.2106221547799696,0.1644916540212443,0.8476479514415781
2020Q3,australia_nsw_sydney_2026-06-16,5809,0.04716818729557583,0.002237906696505423,0.04744525547445255,0.02220692029609227,0.4708029197080292,0.015493200206576003,0.3284671532846715,0.008951626786021691,0.1897810218978102,45,4.444444444444445,0.7777777777777778,178.7624375968325,3.3429161645722156,0.193837149251162,0.8562575314167671
2020Q4,australia_nsw_sydney_2026-06-16,8360,0.042344497607655504,0.0009569377990430622,0.022598870056497175,0.01889952153110048,0.4463276836158192,0.015789473684210527,0.3728813559322034,0.008851674641148326,0.20903954802259886,59,4.813559322033898,0.8135593220338984,178.21495215311006,3.3520334928229665,0.1923444976076555,0.8355263157894737
2021Q1,australia_nsw_sydney_2026-06-16,8663,0.04224864365693178,0.0015006348839893802,0.03551912568306011,0.02147062218630959,0.5081967213114754,0.01350571395590442,0.319672131147541,0.007849474777790603,0.18579234972677597,58,4.362068965517241,0.7586206896551724,176.94990188156527,3.35380353226365,0.18757936049867252,0.8488976105275309
2021Q2,australia_nsw_sydney_2026-06-16,12152,0.045753785385121794,0.002057274522712311,0.044964028776978415,0.018844634628044768,0.4118705035971223,0.018515470704410796,0.40467625899280574,0.007817643186306782,0.17086330935251798,112,4.544642857142857,0.8482142857142857,177.1869651086241,3.3439763001974985,0.19066820276497695,0.8476793943383805
2021Q3,australia_nsw_sydney_2026-06-16,2317,0.03150625809236081,0.0030211480362537764,0.0958904109589041,0.0146741476046612,0.4657534246575342,0.01294777729823047,0.410958904109589,0.0034527406128614588,0.1095890410958904,13,3.4615384615384617,0.6153846153846154,172.08027621924901,3.289167026327147,0.19205869659041863,0.9296504100129478
2021Q4,australia_nsw_sydney_2026-06-16,10954,0.048201570202665696,0.0031038889903231698,0.06439393939393939,0.02035786014241373,0.42234848484848486,0.017345262004747123,0.35984848484848486,0.008946503560343254,0.1856060606060606,88,4.590909090909091,0.8409090909090909,182.49689611100968,3.4247763374109916,0.20805185320430894,0.8480007303268212
2022Q1,australia_nsw_sydney_2026-06-16,14911,0.04996311447924351,0.0020119374958084634,0.040268456375838924,0.020320568707665482,0.40671140939597317,0.01991818120850379,0.39865771812080536,0.009120783314331702,0.1825503355704698,133,4.488721804511278,0.7368421052631579,193.5021125343706,3.4318959157668836,0.20769901415062705,0.8172490107973979
2022Q2,australia_nsw_sydney_2026-06-16,17071,0.04844473083006268,0.003046101575771777,0.06287787182587666,0.017456505184230565,0.3603385731559855,0.021381289906859585,0.44135429262394194,0.008786831468572433,0.18137847642079807,180,4.483333333333333,0.7555555555555555,187.2272274617773,3.401909671372503,0.20338585905922324,0.7977857184699197
2022Q3,australia_nsw_sydney_2026-06-16,18210,0.047226798462383306,0.0022515101592531575,0.047674418604651166,0.015540911587040088,0.32906976744186045,0.02328390993959363,0.4930232558139535,0.008072487644151565,0.17093023255813952,206,4.446601941747573,0.7766990291262136,185.0850082372323,3.399176276771005,0.19989017023613398,0.7953322350356947
2022Q4,australia_nsw_sydney_2026-06-16,22256,0.054367361610352265,0.003100287562904385,0.05702479338842975,0.017568296189791516,0.3231404958677686,0.025880661394680086,0.47603305785123967,0.009884974838245866,0.18181818181818182,242,4.743801652892562,0.8057851239669421,203.30472681524083,3.456461179007908,0.2101455787203451,0.8149712437095614
2023Q1,australia_nsw_sydney_2026-06-16,25055,0.05651566553582119,0.003472360806226302,0.0614406779661017,0.01879864298543205,0.3326271186440678,0.02602274995010976,0.4604519774011299,0.010616643384553981,0.18785310734463276,277,4.415162454873646,0.7472924187725631,219.31877868688883,3.479385352225105,0.21508680902015564,0.8168828577130314
2023Q2,australia_nsw_sydney_2026-06-16,21849,0.057210856332097576,0.0032038079545974644,0.056,0.01748363769508902,0.3056,0.027964666575129297,0.4888,0.010709872305368667,0.1872,276,4.2644927536231885,0.7644927536231884,205.8073138358735,3.519657650235709,0.2188658519840725,0.8228751887958259
2023Q3,australia_nsw_sydney_2026-06-16,25709,0.05535026644365786,0.0035785133610797774,0.0646521433591005,0.016025516356139875,0.28952916373858045,0.0275000972422109,0.4968376669009136,0.010618849430160645,0.19184820801124386,318,4.518867924528302,0.7704402515723271,202.96724882336926,3.571356334357618,0.22385156948928392,0.81761250923801
2023Q4,australia_nsw_sydney_2026-06-16,31350,0.05945773524720893,0.0035406698564593303,0.05954935622317597,0.01617224880382775,0.2719957081545064,0.029984051036682616,0.5042918454935622,0.011610845295055822,0.19527896995708155,382,4.5890052356020945,0.7958115183246073,208.5395534290271,3.5743221690590112,0.2266347687400319,0.8289952153110047
2024Q1,australia_nsw_sydney_2026-06-16,36562,0.058530714949948034,0.003719708987473333,0.06355140186915888,0.01610962201192495,0.2752336448598131,0.029374760680487937,0.5018691588785047,0.012280509818937696,0.20981308411214952,508,4.627952755905512,0.7519685039370079,215.12162901373011,3.64200536075707,0.2401400361030578,0.8354028773043051
2024Q2,australia_nsw_sydney_2026-06-16,27999,0.058430658237794204,0.004071573984785171,0.06968215158924206,0.014750526804528733,0.25244498777506114,0.030072502589378193,0.5146699266503667,0.01146469516768456,0.19621026894865526,390,4.735897435897436,0.7871794871794872,202.1200757169899,3.7185613771920427,0.255937712061145,0.8373870495374834
2024Q3,australia_nsw_sydney_2026-06-16,31520,0.05770939086294416,0.0031091370558375634,0.05387575590984057,0.015006345177664974,0.2600329851566795,0.030678934010152283,0.5316107751511819,0.011421319796954314,0.19791094007696536,430,4.576744186046511,0.8186046511627907,196.17087563451776,3.784486040609137,0.2642766497461929,0.8511421319796955
2024Q4,australia_nsw_sydney_2026-06-16,43848,0.05614851304506477,0.003078817733990148,0.054833468724614136,0.014230979748221127,0.25345247766043866,0.029237365444261997,0.5207148659626321,0.011631089217296114,0.20714865962632006,558,4.637992831541219,0.7724014336917563,206.8003329684364,3.7300446998722863,0.2558839627805145,0.8418399927020617
2025Q1,australia_nsw_sydney_2026-06-16,46016,0.058870827538247565,0.003889951321279555,0.06607604282022887,0.014603616133518776,0.24806201550387597,0.029859179415855353,0.5071982281284607,0.01301721140472879,0.22111480251015134,685,4.7153284671532845,0.7868613138686131,216.60778859527122,3.7586491655076495,0.26434283727399166,0.8434457579972183
2025Q2,australia_nsw_sydney_2026-06-16,38164,0.059060895084372705,0.003511162351954722,0.05944986690328305,0.01524997379729588,0.25820763087843834,0.02997589351221046,0.5075421472937001,0.012629703385389372,0.21384205856255545,504,4.7103174603174605,0.7996031746031746,207.67954092862382,3.87330992558432,0.2840897180589037,0.8515354784613772
2025Q3,australia_nsw_sydney_2026-06-16,44767,0.057765764960797016,0.002948600531641611,0.05104408352668213,0.01333571604083365,0.2308584686774942,0.03100498134786785,0.5367362722351121,0.012888958384524314,0.2231245166279969,685,4.889051094890511,0.7956204379562044,200.56358478343424,3.9486228695244265,0.2980767082895883,0.8531954341367525
2025Q4,australia_nsw_sydney_2026-06-16,61009,0.05597534789949024,0.003376551000672032,0.060322108345534406,0.013850415512465374,0.24743777452415813,0.0280614335589831,0.5013177159590044,0.012719434837482994,0.22723279648609077,798,4.7518796992481205,0.793233082706767,205.86601976757527,3.8888524643905,0.28821977085348066,0.8415807503810914
2026Q1,australia_nsw_sydney_2026-06-16,65630,0.05436538168520494,0.003550205698613439,0.06530269058295964,0.01357610848697242,0.24971973094170405,0.026832241353039767,0.4935538116591928,0.012738077098887704,0.23430493273542602,914,4.699124726477024,0.7691466083150985,218.0757885113515,3.9051043730001522,0.2934633551729392,0.8400274264817919
2026Q2,australia_nsw_sydney_2026-06-16,41825,0.058673042438732816,0.003442916915720263,0.05867970660146699,0.012910938433950987,0.2200488997555012,0.031201434548714883,0.5317848410757946,0.01334130304841602,0.2273838630806846,600,4.915,0.8166666666666667,209.21977286312014,4.0544172145845785,0.32193664076509265,0.8501374775851763
2010Q3,australia_vic_melbourne_2026-06-16,3,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0,,,540.3333333333334,2.0,0.0,0.6666666666666666
2010Q4,australia_vic_melbourne_2026-06-16,17,0.11764705882352941,0.0,0.0,0.058823529411764705,0.5,0.0,0.0,0.058823529411764705,0.5,0,,,340.70588235294116,2.0,0.0,0.5882352941176471
2011Q1,australia_vic_melbourne_2026-06-16,31,0.0967741935483871,0.0,0.0,0.0967741935483871,1.0,0.0,0.0,0.0,0.0,0,,,307.8709677419355,1.8709677419354838,0.0,0.6451612903225806
2011Q2,australia_vic_melbourne_2026-06-16,31,0.06451612903225806,0.0,0.0,0.03225806451612903,0.5,0.0,0.0,0.03225806451612903,0.5,0,,,404.35483870967744,1.903225806451613,0.0,0.6129032258064516
2011Q3,australia_vic_melbourne_2026-06-16,29,0.034482758620689655,0.0,0.0,0.034482758620689655,1.0,0.0,0.0,0.0,0.0,0,,,427.51724137931035,1.9310344827586208,0.0,0.7241379310344828
2011Q4,australia_vic_melbourne_2026-06-16,61,0.06557377049180328,0.0,0.0,0.01639344262295082,0.25,0.04918032786885246,0.75,0.0,0.0,0,,,338.6885245901639,1.9180327868852458,0.0,0.8524590163934426
2012Q1,australia_vic_melbourne_2026-06-16,74,0.06756756756756757,0.0,0.0,0.013513513513513514,0.2,0.06756756756756757,1.0,0.0,0.0,1,3.0,0.0,353.0810810810811,2.9594594594594597,0.14864864864864866,0.6216216216216216
2012Q2,australia_vic_melbourne_2026-06-16,57,0.10526315789473684,0.017543859649122806,0.16666666666666666,0.03508771929824561,0.3333333333333333,0.03508771929824561,0.3333333333333333,0.017543859649122806,0.16666666666666666,1,2.0,0.0,376.56140350877195,3.3508771929824563,0.19298245614035087,0.6491228070175439
2012Q3,australia_vic_melbourne_2026-06-16,76,0.11842105263157894,0.0,0.0,0.06578947368421052,0.5555555555555556,0.039473684210526314,0.3333333333333333,0.02631578947368421,0.2222222222222222,2,4.0,0.5,455.44736842105266,2.460526315789474,0.07894736842105263,0.6052631578947368
2012Q4,australia_vic_melbourne_2026-06-16,103,0.04854368932038835,0.0,0.0,0.038834951456310676,0.8,0.009708737864077669,0.2,0.0,0.0,0,,,405.6990291262136,2.6990291262135924,0.08737864077669903,0.6310679611650486
2013Q1,australia_vic_melbourne_2026-06-16,163,0.09202453987730061,0.0,0.0,0.049079754601226995,0.5333333333333333,0.012269938650306749,0.13333333333333333,0.03067484662576687,0.3333333333333333,4,4.5,0.75,404.3680981595092,3.1165644171779143,0.1411042944785276,0.6993865030674846
2013Q2,australia_vic_melbourne_2026-06-16,134,0.07462686567164178,0.0,0.0,0.03731343283582089,0.5,0.014925373134328358,0.2,0.029850746268656716,0.4,2,5.0,0.5,386.6940298507463,3.037313432835821,0.11940298507462686,0.8059701492537313
2013Q3,australia_vic_melbourne_2026-06-16,227,0.1145374449339207,0.004405286343612335,0.038461538461538464,0.05726872246696035,0.5,0.02643171806167401,0.23076923076923078,0.039647577092511016,0.34615384615384615,3,4.333333333333333,0.6666666666666666,403.7885462555066,2.7400881057268722,0.1145374449339207,0.775330396475771
2013Q4,australia_vic_melbourne_2026-06-16,330,0.12727272727272726,0.0,0.0,0.045454545454545456,0.35714285714285715,0.06060606060606061,0.47619047619047616,0.024242424242424242,0.19047619047619047,8,3.625,0.375,365.92727272727274,2.9696969696969697,0.12727272727272726,0.7393939393939394
2014Q1,australia_vic_melbourne_2026-06-16,490,0.13673469387755102,0.0020408163265306124,0.014925373134328358,0.07551020408163266,0.5522388059701493,0.04285714285714286,0.31343283582089554,0.024489795918367346,0.1791044776119403,11,3.909090909090909,0.6363636363636364,405.0979591836735,3.195918367346939,0.1489795918367347,0.7061224489795919
2014Q2,australia_vic_melbourne_2026-06-16,476,0.11764705882352941,0.0,0.0,0.037815126050420166,0.32142857142857145,0.0546218487394958,0.4642857142857143,0.029411764705882353,0.25,12,4.25,0.75,358.8613445378151,3.4096638655462184,0.19327731092436976,0.8298319327731093
2014Q3,australia_vic_melbourne_2026-06-16,623,0.10272873194221509,0.0,0.0,0.03210272873194221,0.3125,0.03531300160513644,0.34375,0.038523274478330656,0.375,20,4.35,0.65,405.4157303370786,3.5168539325842696,0.21508828250401285,0.812199036918138
2014Q4,australia_vic_melbourne_2026-06-16,1180,0.1135593220338983,0.005932203389830509,0.05223880597014925,0.03728813559322034,0.3283582089552239,0.05593220338983051,0.4925373134328358,0.0211864406779661,0.1865671641791045,23,4.869565217391305,0.8695652173913043,368.1542372881356,3.2915254237288134,0.1711864406779661,0.8050847457627118
2015Q1,australia_vic_melbourne_2026-06-16,1661,0.09813365442504515,0.004214328717639976,0.04294478527607362,0.0325105358217941,0.3312883435582822,0.036122817579771226,0.36809815950920244,0.027092113184828417,0.27607361963190186,36,4.444444444444445,0.6666666666666666,370.6953642384106,3.3383503913305237,0.19265502709211318,0.7808549066827213
2015Q2,australia_vic_melbourne_2026-06-16,1558,0.10911424903722722,0.0019255455712451862,0.01764705882352941,0.0410783055198973,0.3764705882352941,0.04043645699614891,0.37058823529411766,0.03273427471116817,0.3,35,4.4,0.6571428571428571,345.1765083440308,3.5744544287548137,0.2355584082156611,0.8145057766367138
2015Q3,australia_vic_melbourne_2026-06-16,2148,0.09031657355679702,0.0023277467411545625,0.02577319587628866,0.03165735567970205,0.35051546391752575,0.03957169459962756,0.4381443298969072,0.020484171322160148,0.2268041237113402,44,4.454545454545454,0.7727272727272727,341.9874301675978,3.5935754189944134,0.24720670391061453,0.8230912476722533
2015Q4,australia_vic_melbourne_2026-06-16,3229,0.09879219572623103,0.0037163208423660575,0.03761755485893417,0.03158872716011149,0.31974921630094044,0.04242799628367916,0.42946708463949845,0.02849179312480644,0.2884012539184953,63,4.492063492063492,0.6825396825396826,344.8882006813255,3.502322700526479,0.22979250541963456,0.8027253019510684
2016Q1,australia_vic_melbourne_2026-06-16,4386,0.0927952576379389,0.002279981760145919,0.02457002457002457,0.03761969904240766,0.40540540540540543,0.03761969904240766,0.40540540540540543,0.020975832193342453,0.22604422604422605,70,4.928571428571429,0.7285714285714285,348.20383036935704,3.3846329229366163,0.2106703146374829,0.782717738258094
2016Q2,australia_vic_melbourne_2026-06-16,3798,0.08978409689310163,0.00315955766192733,0.03519061583577713,0.030805687203791468,0.34310850439882695,0.03896787783043707,0.4340175953079179,0.021590310689836755,0.2404692082111437,72,5.138888888888889,0.6805555555555556,329.0521327014218,3.484992101105845,0.21748288572933122,0.832016850974197
2016Q3,australia_vic_melbourne_2026-06-16,4999,0.08801760352070415,0.003200640128025605,0.03636363636363636,0.03260652130426085,0.3704545454545455,0.035607121424284856,0.40454545454545454,0.022004400880176037,0.25,85,4.705882352941177,0.7764705882352941,295.12182436487296,3.4926985397079418,0.21884376875375075,0.8305661132226445
2016Q4,australia_vic_melbourne_2026-06-16,6913,0.07145956892810647,0.0028930999566035005,0.04048582995951417,0.02531462462028063,0.354251012145749,0.030522204542166934,0.4271255060728745,0.01750325473745118,0.24493927125506074,106,4.943396226415095,0.7830188679245284,267.6956458845653,3.503399392449009,0.22566179661507305,0.8144076377838855
2017Q1,australia_vic_melbourne_2026-06-16,8238,0.057902403495994174,0.0032774945375091042,0.05660377358490566,0.022699684389414908,0.3920335429769392,0.021849963583394028,0.37735849056603776,0.014202476329206118,0.24528301886792453,102,4.686274509803922,0.7058823529411765,241.5071619325079,3.415634862830784,0.20769604272881767,0.7967953386744355
2017Q2,australia_vic_melbourne_2026-06-16,7656,0.06073667711598746,0.0024817136886102404,0.04086021505376344,0.020506792058516195,0.33763440860215055,0.02612330198537095,0.43010752688172044,0.014367816091954023,0.23655913978494625,97,5.381443298969073,0.845360824742268,222.5408829676071,3.5769331243469176,0.23393416927899688,0.8399947753396029
