ym,market,flight,source,party_size_month,party_size_month_py,party_size_ytd,party_size_ytd_py,visitors_month,visitors_month_py,visitors_ytd,visitors_ytd_py,visitor_days_month,visitor_days_ytd,acc_plan_to_stay_in_hotel_month,acc_plan_to_stay_in_hotel_ytd,acc_hotel_only_month,acc_hotel_only_ytd,acc_plan_to_stay_in_condo_month,acc_plan_to_stay_in_condo_ytd,acc_condo_only_month,acc_condo_only_ytd,acc_plan_to_stay_in_timeshare_month,acc_plan_to_stay_in_timeshare_ytd,acc_timeshare_only_month,acc_timeshare_only_ytd,acc_cruise_ship_month,acc_cruise_ship_ytd,acc_friends_relatives_month,acc_friends_relatives_ytd,acc_bed_breakfast_month,acc_bed_breakfast_ytd,acc_other_month,acc_other_ytd,acc_rental_house_month,acc_rental_house_ytd,acc_hostel_month,acc_hostel_ytd,acc_camp_site_beach_month,acc_camp_site_beach_ytd,acc_private_room_in_private_home_month,acc_private_room_in_private_home_ytd,acc_shared_room_space_in_private_home_month,acc_shared_room_space_in_private_home_ytd
2014-02,us_west,total,2014-02.xls,1.97,1.9505518190804123,1.9343079774284708,1.9166006193723633,222879.4645653174,239809.0,454750.28518075997,482733.0,2135576.0,4685819.0,112942.25385521147,224717.55285084777,95232.85662942244,188728.8687592175,49536.04808331294,104369.91318223788,39534.74677686802,83781.54019450839,23540.49344262339,50826.753494239674,17998.31687557243,39081.616118920065,1615.0974432323208,4181.373050114065,29968.455307933185,61021.44176049878,2842.6932746746293,5808.180429310396,4177.450306049987,9500.490833454078,,,,,,,,,,
2014-02,us_east,total,2014-02.xls,1.82,1.7820476669680558,1.8048705277999577,1.776473828115466,143687.6453897922,144851.0,289877.3614280232,297267.0,1539601.0,3410072.0,89729.58682046692,177831.99445224417,72774.33939425432,142684.99561879714,22296.717053480643,47203.782626538145,15249.484714715094,32565.737035080045,15260.002061042102,32302.43674351619,10827.205636118735,22782.640836228125,5460.594158726745,11847.814578261057,17167.426570899283,34350.08977198765,2190.5677229771723,4368.259696497515,2617.3784076554994,5984.502460032545,,,,,,,,,,
2014-02,japan,total,2014-02.xls,2.52,2.6488781317421966,2.4943452998337503,2.6943058394273574,119882.16530623147,119281.0,246212.13565838995,237331.0,684066.0,1403836.0,108446.31099520327,220813.85912263647,106398.43351226667,215836.21482549826,8868.972168782155,19734.719065343303,7003.608580825799,16220.50964792371,3224.9749625175064,7431.4788206373705,2615.366770829877,5656.649892441865,298.6202572137637,971.227283586738,1185.934800397027,2281.6095630210393,177.08622376270327,317.90529917285784,10.655256674220313,102.7677226910647,,,,,,,,,,
2014-02,canada,total,2014-02.xls,2.06,1.9645026265602112,2.075432652593836,1.9736599725817796,66233.03626519967,65290.0,136400.33648921223,132613.0,864192.0,1906749.0,28373.503459462856,58334.04590083014,21181.817834768706,43926.99783958229,27133.158853636764,56011.33145172826,22133.358501484126,46051.48961913439,6093.627340854371,13320.939037317712,4492.38199348795,9578.758214513457,1038.9665211810984,2008.0178791243643,3371.066012468401,6769.395782955209,1329.9697740963115,2509.3392895546467,612.1110515569679,1371.693046928258,,,,,,,,,,
2014-03,all,total,2014-03.xls,2.21,2.225042929783656,2.118029373478937,2.0577160978028206,718222.1610669586,746729.0,2014107.56363513,2060532.0,6464743.0,19433412.0,444169.08966079424,1266446.040590099,390415.28998853604,1108780.4461386842,138965.05746677888,380695.4575110625,112121.11288601477,298959.8887028068,63281.07810566253,170868.5519191194,48041.824106693144,127749.0278975348,10284.978197944729,31889.739944931513,63463.2810196382,177490.20424546208,6998.69126797177,22841.82715500246,9404.373195851678,27836.43534920542,,,,,,,,,,
2014-03,all,domestic,2014-03.xls,2.0476342084774934,2.10934187303309,1.945031581299051,1.9534905374428735,,,,,,,262209.79500477837,718889.2646299733,220041.6718605301,595070.8965583846,98344.38317169879,271516.782360713,78159.12930213277,210895.91154429637,52797.36607554498,142767.29707554344,40312.798308357,106946.15115067443,8611.182157108738,27143.895799256472,55540.587515929335,156879.87406617374,5807.7600606855285,18529.81190247157,8650.066201570939,25654.748075995496,,,,,,,,,,
2014-03,all,international,2014-03.xls,2.549376783493015,2.46697485909695,2.444281725974402,2.2643707645659905,,,,,,,181959.29465601585,547556.7759601256,170373.61812800594,513709.5495802996,40620.67429508009,109178.67515034945,33961.98358388201,88063.97715851039,10483.71203011755,28101.25484357596,7729.025798336144,20802.876746860362,1673.7960408359913,4745.844145675044,7922.693503708862,20610.330179288365,1190.9312072862408,4312.015252530885,754.30699428074,2181.6872732099228,,,,,,,,,,
2014-03,us_west,total,2014-03.xls,2.08,2.143932332336856,1.9902254432422783,2.0028852940092485,268236.2271759613,295309.0,722986.5123567213,778042.0,2435962.0,7121781.0,134228.72817379303,358946.2810246408,114078.24469690224,302807.1134561197,60570.45038055313,164940.36356279103,49891.97505255716,133673.51524706554,31102.608209390717,81929.36170363039,24259.71393452405,63341.330053444115,2553.424169304513,6734.797219418579,33467.680976706855,94489.12273720565,2842.5451850303566,8650.725614340752,4985.591506900157,14486.082340354234,,,,,,,,,,
2014-03,us_east,total,2014-03.xls,1.99,2.031194365213507,1.8702358676036026,1.8675189536980326,165745.1864731739,165356.0,455622.5479011971,462623.0,1598131.0,5008203.0,102855.90151901782,280687.895971262,85416.35361980106,228101.3492385982,25008.178118438478,72211.96074497662,17899.29038535105,50465.0274204311,18102.900150150384,50405.33689366658,13470.529397253784,36253.17023348191,5095.6557489914985,16943.470327252555,19501.331114006258,53851.42088599391,1945.434283632672,6313.693980130187,2872.8403896350214,8857.342849667566,,,,,,,,,,
2014-03,japan,total,2014-03.xls,2.83,2.815787732927532,2.608986549861469,2.7368764544353668,130564.82271712006,128034.0,376776.95837551,365365.0,781679.0,2185515.0,111178.43948717347,331992.29860980995,108256.22672208445,324092.44154758274,15309.8104131183,35044.529478461605,13266.7054138516,29487.21506177531,5153.3599296284565,12584.838750265826,4014.7451169589226,9671.395009400787,96.20190725946831,1067.4291908462064,1328.1773704029545,3609.786933423994,105.71125949198468,423.6165586648425,351.4720729922012,454.2397956832659,,,,,,,,,,
2014-03,canada,total,2014-03.xls,2.46,2.38327577671074,2.2096605477722617,2.1212357153837913,74054.11178537368,74685.0,210454.4482745859,207298.0,924639.0,2831388.0,31448.93781038647,89782.98371121661,24300.500998875268,68227.49883845756,32202.538220261056,88213.86967198932,27529.81109556527,73581.30071469965,7024.790286457996,20345.729323775708,5029.384388622657,14608.142603136113,1017.4558114903223,3025.4736906146863,3096.8331333507804,9866.22891630599,737.8918660887559,3247.2311556434024,658.3158828679561,2030.008929796214,,,,,,,,,,
2014-04,all,total,2014-04.xls,2.187363721546232,2.0948201776806075,2.134736370038286,2.121874917870522,639395.4316840337,637207.0,2653502.9953191634,2697739.0,5623288.500576204,25056701.066453338,402569.7333800051,1669015.7739701043,353975.63039003266,1462756.0765287168,115858.2366671346,496553.69417819707,93291.90642960275,392251.79513240955,63625.46918461745,234494.02110373686,49417.538166838254,177166.56606437307,12438.162104356728,44327.90204928824,48635.159019068866,226125.36326453096,5838.58952530226,28680.41668030472,8156.958018694224,35993.39336789965,,,,,,,,,,
2014-04,all,domestic,2014-04.xls,2.08401004315685,1.9287194279531539,1.9796858918500682,1.9474617962789573,,,,,,,246142.53258836345,965031.7972183367,207033.3031089454,802104.19966733,86091.26994129116,357608.0523020042,68396.59301554006,279292.5045598364,53036.80589343756,195804.102968981,41195.51980178103,148141.67095245546,11013.062286331422,38156.958085587896,43742.20993258401,200622.08399875776,4862.116878355183,23391.928780826755,7497.149825903067,33151.89790189856,,,,,,,,,,
2014-04,all,international,2014-04.xls,2.410858572028487,2.4670248273152784,2.4367740819904244,2.47766761535594,,,,,,,156427.20079164166,703983.9767517673,146942.32728108726,660651.8768613868,29766.96672584344,138945.64187619288,24895.31341406269,112959.29057257308,10588.663291179886,38689.91813475585,8222.01836505722,29024.895111917584,1425.0998180253068,6170.943963700351,4892.949086484857,25503.27926577322,976.4726469470768,5288.487899477962,659.8081927911569,2841.49546600108,,,,,,,,,,
2014-04,us_west,total,2014-04.xls,2.196060367370355,2.0252973075004848,2.0468928043508763,2.0087949883908736,274655.8095007174,278627.0,997642.3218574387,1056669.0,2463494.4596153735,9585274.69226626,139483.92321371412,498430.2042383549,118872.76282318069,421679.8762793004,62895.175614144806,227835.53917693582,51926.26369715953,185599.77894422508,37612.529002797135,119541.89070642753,29925.513368300533,93266.84342174465,2837.721342731326,9572.518562149904,27580.248882097258,122069.3716193029,2397.6713212190766,11048.39693555983,4800.016553789842,19286.098894144077,,,,,,,,,,
2014-04,us_east,total,2014-04.xls,1.9091308115367802,1.7638974304124777,1.8788129399721847,1.8450657777243484,128897.82047463536,127973.0,584520.3683758324,590596.0,1235734.2878858012,6243937.332238614,84416.395873411,365104.291844673,69729.5112829453,297830.8605215435,16921.095935688925,89133.05668066554,11840.292029590146,62305.31945002124,13894.13845067423,64299.47534434081,10216.265317900048,46469.43555138196,6104.833777105542,23048.304104358096,13587.225217887286,67438.6461038812,1519.4363471370245,7833.130327267211,2182.6885812838404,11040.031430951407,,,,,,,,,,
2014-04,japan,total,2014-04.xls,2.5374807385183695,2.7310046320001367,2.5941449844447,2.7356130237533494,98685.860613611,100243.0,475462.818989121,465608.0,571534.7753704847,2757050.1464260328,84275.13580752842,416267.43441733834,82647.33102698301,406739.7725745657,10472.934160574956,45517.46363903656,9259.182032572042,38746.397094347354,4352.501212129355,16937.33996239518,3706.394890809398,13377.789900210184,171.24385942620992,1238.6730502724163,1213.0636731693826,4822.850606593376,55.28981881211926,478.9063774769618,160.4191004923722,614.6588961756381,,,,,,,,,,
2014-04,canada,total,2014-04.xls,2.1177595565370395,2.1040749144150723,2.192147122146389,2.193866866952963,49548.31223872855,42605.0,260002.76051331445,249903.0,594418.4493518529,3425806.155480203,22057.936590736812,111840.92030195342,16475.195671677167,84702.69451013472,19148.195133872996,107362.06480586232,16070.651017670041,89651.9517323697,5028.423941460951,25374.15326523666,3623.512698594765,18231.65530173088,1487.5491576295976,4513.0228482442835,1832.1991719144396,11698.42808822043,735.4824815013966,3982.713637144799,405.5057035425409,2435.5146333387547,,,,,,,,,,
2014-05,all,total,2014-05.xls,2.08528416359707,2.069499653899953,2.1264449952737,2.112940292895273,642091.2631648912,633425.7457728039,3295594.2584840665,3286434.2942537796,5597412.797739391,30669413.698051114,409691.6164143819,2077694.2148522425,361081.6111967018,1822425.8761053777,103353.21886145332,601444.4887537768,79713.18759043992,472768.4985548304,65390.248811712176,299908.44254859816,51777.01666746257,229000.89902623053,12496.957181207448,56845.61428910495,58352.40146464798,284333.2217638445,6122.282599389818,34955.910434897145,9316.867672751003,45354.33887895441,,,,,,,,,,
2014-05,all,domestic,2014-05.xls,1.955316588522285,1.925025829596367,1.9747132005391972,1.9429987774060484,,,,,,,246055.20990381343,1211087.0071221502,205947.18549696179,1008051.3851642918,84654.32716431153,442262.37946631573,65823.2493145404,345115.7538743768,57490.561338287436,253294.66430726842,45338.487379008206,193480.15833146367,10743.980715646438,48900.93880123433,53641.009161781825,254263.09316053957,5275.180118160021,28667.108898986775,8436.653363085426,41588.55126498399,,,,,,,,,,
2014-05,all,international,2014-05.xls,2.3886619230443453,2.4208750696992456,2.4323470428573377,2.4790140262241267,,,,,,,163636.40651056843,866607.2077300923,155134.42569974004,814374.490941086,18698.89169714179,159182.10928746095,13889.938275899518,127652.74468045348,7899.6874734247385,46613.77824132971,6438.529288454368,35520.740694766864,1752.9764655610102,7944.675487870623,4711.392302866153,30070.12860330491,847.1024812297968,6288.801535910368,880.2143096655758,3765.787613970418,,,,,,,,,,
2014-05,us_east,total,2014-05.xls,1.8813236521320928,1.8520458361116907,1.879640961560431,1.8497382475797801,144020.1946807771,142506.81070138715,728540.5630566096,728533.9567068737,1443549.6933214422,7687158.945129527,87936.88615761546,453041.9801549304,70342.16531017137,368156.9827788773,21008.03917029021,110096.97745565244,13915.972213873689,76172.36035274033,15880.468722583419,80194.38281447804,11793.98037730483,58273.04176038933,6876.142423758377,29931.665901893382,18286.958410247324,85747.26263545925,1872.2264598640963,9705.356787131308,3330.810266041569,14370.841696992975,,,,,,,,,,
2014-06,all,total,2014-06.xls,2.3640606854554114,2.393697788295044,2.169227455862283,2.1628959443383398,723663.1645124964,711328.6587306544,4019257.422996563,3997762.952984434,6648684.517497502,37318098.21554862,454589.17159049946,2532283.386442742,396814.75820298935,2219240.634308367,124151.54204704748,725596.0308008243,94675.72291442487,567444.2214692553,76176.24699924832,376084.6895478465,58750.274727575525,287751.17375380604,10952.951914021553,67798.56620312651,62445.25348932724,346778.47525317175,6349.833567953092,41305.74400285024,9625.586934926776,54979.925813881186,,,,,,,,,,
2014-06,all,domestic,2014-06.xls,2.310168122227974,2.3250323537508906,2.037994559007063,2.0139116334704537,,,,,,,275902.9774895084,1486989.9846116586,227296.19982680926,1235347.5849911012,103327.58255538743,545589.9620217031,79305.52571840056,424421.27959277737,67816.85114666159,321111.51545393,51991.29216116274,245471.4504926264,9552.58837365124,58453.527174885574,55607.29872080174,309870.3918813413,4896.830644348308,33563.93954333508,9409.587230217498,50998.138495201485,,,,,,,,,,
2014-06,all,international,2014-06.xls,2.494585637366065,2.5695564661686583,2.442439425473608,2.493579410627393,,,,,,,178686.1941009911,1045293.4018310835,169518.55837618012,983893.0493172661,20823.95949166005,180006.068779121,15370.19719602431,143022.9418764778,8359.395852586731,54973.174093916445,6758.982566412783,42279.72326117965,1400.3635403703126,9345.039028240935,6837.954768525498,36908.083371830406,1453.002923604784,7741.804459515152,215.99970470927806,3981.787318679696,,,,,,,,,,
2014-08,all,total,2014-08.xls,2.399541581604237,2.417007368706493,2.2377386556675174,2.2369648344965465,730706.6799510787,738696.6595254523,5521207.718077524,5489324.294011381,6386989.259478189,50742427.91822183,475360.12203578465,3492928.6097425763,417978.62907450076,3055999.9678278593,121069.44425265353,985114.9118112812,92405.97626205653,763031.6567891276,71854.42982517989,521744.37416717724,55761.79776975748,399075.79801402136,12248.31059688034,91603.24456696899,57762.243489824024,475342.0739062001,7061.821243601944,55217.583434531276,9152.437450198151,74859.23454126774,,,,,,,,,,
2014-08,all,domestic,2014-08.xls,2.1980716372698277,2.19657253279831,2.105655755219269,2.083415601410005,,,,,,,277381.3794329769,2059954.560931989,234174.86779601226,1712492.0553650307,89994.883130724,744637.8293927223,69862.6927275136,577510.9607759342,60289.103564807105,447481.8198989033,47161.781583873155,342110.5968313697,9313.215628938724,77553.7732717598,51145.319685241884,424180.14209411823,5583.597290735451,44186.1299411307,8582.780558631683,69434.38607967665,,,,,,,,,,
2014-08,all,international,2014-08.xls,2.8114488335904566,2.856663243333671,2.517229908322186,2.5768785150704017,,,,,,,197978.7426028078,1432974.0488105873,183803.76127848853,1343507.912462829,31074.561121929528,240477.08241855883,22543.283534542934,185520.69601319334,11565.32626037279,74262.5542682739,8600.016185884326,56965.201182651705,2935.094967941615,14049.471295209192,6616.92380458214,51161.931812081864,1478.2239528664936,11031.453493400568,569.6568915664693,5424.848461591084,,,,,,,,,,
2014-08,us_west,total,2014-08.xls,2.292420444751761,2.2903001071530102,2.1844287441579024,2.1627773867697533,304525.68431747216,298705.07529710926,2206705.1086400338,2234672.5877449457,2734511.2946016155,20901233.809308663,159275.2335671779,1106220.2290955354,136420.35789237413,934639.258727893,64397.86390889733,493877.7688991916,51311.24230057121,399044.8590431292,41346.86935930573,290668.96292850375,33296.24190110855,228637.3947821938,2404.0081359287365,19709.94650574996,33425.11769498732,263135.94800880685,2379.681893641616,19883.326898521358,5016.47065217731,39871.57291767876,,,,,,,,,,
2014-08,us_east,total,2014-08.xls,2.0344518392608886,2.0684198362969313,2.0032138483791755,1.989369679038499,143443.65694406952,147782.5293060465,1218311.3224061455,1224630.0556124472,1427686.2368747515,12750799.302622952,89983.34629180227,749281.8014183546,72021.71751513382,603368.1256667742,19267.07327057232,187955.72772566637,13490.19940652645,129129.49091412337,15566.631232138092,135003.56749050022,11419.968689402294,98192.52159553762,6717.868842261301,49208.43624636953,16556.78294383604,142697.72397596558,2215.40352474475,16795.795673540997,2675.880667981808,23918.28984721127,,,,,,,,,,
2014-08,japan,total,2014-08.xls,3.102974999043283,3.1526768348979193,2.6808775875241984,2.782517625628841,150567.54303843682,164022.89367012292,997329.2959995541,994257.6574368734,936323.6875947361,5837326.77484382,125339.64120409999,865526.0838985356,120410.56551601792,843913.9648588598,19483.34600277425,100090.82428400323,15032.858964750789,82664.2897649104,10098.411862156843,42633.14496197862,7528.992534105906,34367.48412712064,22.924615118188868,1458.5899042559272,1743.2383559871917,9641.757403881455,163.24739001717165,859.7042118089373,218.87454050837465,1181.9302172515772,,,,,,,,,,
2014-08,canada,total,2014-08.xls,2.3421168640505456,2.3920654198971496,2.1991502346302494,2.219493398962554,26064.69264494329,28222.102740049093,357896.1244678188,352464.1301435047,298644.0904991719,4573197.81499708,13824.558844296058,163381.77739462946,10775.83295301329,124008.14403294981,8256.153300269616,139769.50968183295,6502.533608713291,114108.09217263317,2329.5714051780064,33651.30869850653,1668.0298685161372,23887.911258195152,773.9233068279474,7035.339396378182,1072.1862538809169,16892.857892613818,353.12752168222687,5457.177169966617,269.84343879952223,3709.866221694721,,,,,,,,,,
2014-09,all,total,2014-09.xls,2.0098011038763266,2.067600048843644,2.2150940275373228,2.220631359597024,609011.2283260194,585891.4762617743,6130218.9464035425,6075215.7702731555,5251375.043297627,55993802.96151946,415382.84011091734,3908311.449853494,370767.7215152231,3426767.6893430823,89029.59609143213,1074144.5079027133,69255.51188775657,832287.1686768841,58085.07092658301,579829.4450937603,46457.42698049566,445533.22499451705,11429.27426695222,103032.5188339212,44962.296948407544,520304.37085460767,6077.267332000513,61294.85076653179,7934.415653173539,82793.65019444127,,,,,,,,,,
2014-09,all,domestic,2014-09.xls,1.8452275371597258,1.8304842034392086,2.081360638896616,2.061016740734617,,,,,,,221666.27333703384,2281620.834269023,188483.26458006704,1900975.3199450977,70708.98274004225,815346.8121327646,55348.057680797196,632859.0184567313,49454.82143203946,496936.64133094274,39174.409798869136,381285.00663023884,8501.247559953028,86055.02083171283,38393.42997899008,462573.5720731083,5129.168329014347,49315.298270145046,7108.100073211601,76542.48615288825,,,,,,,,,,
2014-09,all,international,2014-09.xls,2.294169316028774,2.466286862952886,2.4922697061540573,2.5643359349817882,,,,,,,193716.5667738835,1626690.6155844708,182284.45693515605,1525792.369397985,18320.613351389886,258797.6957699487,13907.454206959375,199428.15022015272,8630.24949454355,82892.80376281745,7283.01718162652,64248.218364278226,2928.026706999192,16977.498002208384,6568.866969417463,57730.798781499325,948.0990029861663,11979.552496386734,826.3155799619383,6251.164041553022,,,,,,,,,,
2014-09,us_west,total,2014-09.xls,1.9091296187194449,1.8875071389125315,2.1583909208351693,2.1385569654747267,230512.30678986554,215593.50298224832,2437217.4154298995,2450266.090727194,2145033.004129283,23046266.813437946,116602.4990659183,1222822.7281614537,100442.91302753903,1035082.171755432,49774.60138483,543652.3702840216,40840.025664826564,439884.88470795576,34735.7135003737,325404.67642887746,28293.266667641794,256930.66144983558,2139.628410547443,21849.574916297403,24846.36226359429,287982.31027240114,2271.662209667066,22154.989108188423,4478.630229875729,44350.203147554486,,,,,,,,,,
2014-09,us_east,total,2014-09.xls,1.7024988147916935,1.7164821472423122,1.9782137643960134,1.9671672447784703,110468.74832685465,108461.84543805553,1328780.070733,1333091.9010505027,1126408.5536566898,13877207.856279641,71495.2225543494,820777.0239727041,58626.46812004091,661994.5937868152,15300.81008789381,203256.53781356016,10619.858465051431,139749.3493791748,12321.153568060143,147324.72105856036,9191.51756534494,107384.03916088256,5153.525103495008,54361.961349864534,11360.416457178366,154058.14043314394,1511.8651802835486,18307.660853824545,2151.270184513891,26069.56003172516,,,,,,,,,,
2014-09,japan,total,2014-09.xls,2.3733441404804947,2.6674238050230445,2.644060610404805,2.7688040875790376,135635.0793196388,134491.53891477056,1132964.375319193,1128749.196351644,765182.9343823539,6602509.709226174,119894.06458943614,985420.1484879717,117201.59592732094,961115.5607861807,10400.931018765812,110491.75530276904,8505.265996933658,91169.55576184405,6180.64338298178,48813.7883449604,5352.348326977632,39719.83245409827,423.81451654842306,1882.4044208043501,1040.4043600142254,10682.16176389568,61.203752506481415,920.9079643154188,304.7065923033665,1486.6368095549437,,,,,,,,,,
2014-09,canada,total,2014-09.xls,1.9188730860119974,1.9522087762246947,2.184533252018884,2.2053978252510986,19691.930132594807,19622.428956490035,377588.05460041366,372086.5590999947,225440.60734054685,4798638.422337627,11102.326596109198,174484.10399073866,8580.782746183395,132588.9267791332,5719.775922487245,145489.2856043202,4388.220197714843,118496.31237034802,1838.8854944515463,35490.19419295808,1401.0545899216872,25288.96584811684,794.6184930632969,7829.957889441479,821.5068339747319,17714.36472658855,437.2505314780816,5894.427701444699,235.92079246801495,3945.787014162736,,,,,,,,,,
2014-10,all,total,2014-10.xls,2.0284865184286605,2.05470188705578,2.1972576540710027,2.205364448001898,647864.7793783947,615612.6744669003,6778083.725781937,6690828.444740056,5716274.498281213,61710077.45980067,427489.041242259,4335800.491095752,378305.59505259455,3805073.284395677,109047.49810625617,1183192.0060089694,85083.33266629322,917370.5013431774,61364.63356901078,641194.078662771,47668.59926070512,493201.82425522216,11623.141320889055,114655.66015481026,46591.69376419564,566896.0646188033,7215.005126175375,68509.85589270716,8187.170011836116,90980.82020627739,,,,,,,,,,
2014-10,all,domestic,2014-10.xls,1.8676843509573495,1.854318696151564,2.0613661615456778,2.0430701188872584,,,,,,,238386.7873852779,2520007.621654301,199822.13509668407,2100797.4550417815,85512.24183153297,900859.0539642975,67822.3454919202,700681.3639486516,53311.7861406702,550248.4274716129,41276.85216350882,422561.85879374767,9899.811270320975,95954.8321020338,43333.70918703147,505907.2812601398,5703.834912549145,55019.13318269419,7430.663360967555,83973.1495138558,,,,,,,,,,
