segment,year,report_year,sheet,visitors,visitor_days,party_1,party_2,party_3plus,avg_party_size,los_statewide,first_time_visitors,repeat_visitors,parties,share_visitors_1,share_visitors_2,share_visitors_3plus,share_parties_1,share_parties_2,share_parties_3plus,avg_party_size_3plus
all_air,2004,2004,TABLE 2,6912094.418607716,62761989.18896615,1208751.2393151266,2823222.487763453,2880120.691529137,2.102116109835711,9.080024864823795,2600834.4359180005,4311259.982689716,3288160.1478939834,0.17487481595464113,0.4084467480888559,0.416678435956503,0.3676071678228061,0.4293012445837962,0.20309158759339768,4.312864275791339
all_air,2003,2004,TABLE 2,6380439.004671121,58782699.21561432,1152968.089762701,2620904.0,2606566.91490842,2.0783551702320655,9.212955279814944,2389703.316524148,3990735.688146973,3069946.4153466574,0.1807035674063513,0.4107717349983654,0.40852469759528326,0.3755661935983688,0.4268647796095243,0.19756902679210694,4.297533025295889
first_time,2004,2004,TABLE 33,2600834.4359180005,21322187.414550487,450102.36313048593,1149630.6000469811,1001101.4727405338,2.1165202394860514,8.198210205189215,2600834.4359180005,,1228825.6863301028,0.17306075193195297,0.4420237536731949,0.38491549439485223,0.3662865841246532,0.4677761104914569,0.16593730538388993,4.909573724207155
first_time,2003,2004,TABLE 33,2389703.316524148,20360581.980022337,430420.2822112795,1060922.0,898361.0343128687,2.087427736143241,8.520129607401243,2389703.316524148,,1144807.686104332,0.1801145268682687,0.44395552898303864,0.37592994414869274,0.3759760590671411,0.4633625424066697,0.1606613985261892,4.884350562495841
repeat,2004,2004,TABLE 34,4311259.982689716,41447855.91950978,758645.3537929497,1673392.1356812953,1879222.4932154706,2.1273163607087864,9.613861396883616,,4311259.982689716,2026619.106738443,0.17596836118420417,0.3881445661825517,0.435887072633244,0.3743403737142704,0.4128531429801783,0.21280648330555132,4.357337646065834
repeat,2003,2004,TABLE 34,3990735.688146973,39865002.132399045,722625.8193998323,1560088.4370933184,1708021.4316538223,2.1035893940449313,9.989386731575213,,3990735.688146959,1897107.72427565,0.18107584061408255,0.390927527905943,0.42799663147997447,0.3809092178335544,0.4111755007715728,0.20791528139487278,4.330269370428457
hotel,2005,2005,TABLE 32,4374061.037033954,31875016.916274447,680676.1289426493,1819689.7677923024,1873695.1402990022,2.211603625837155,7.287282149562518,1868190.8104552114,2505870.2265787423,1977778.01859872,0.15561651361962134,0.4160183756892044,0.4283651106911743,0.3441620457612916,0.46003387404456414,0.19580408019414422,4.838376355831771
hotel,2004,2005,TABLE 32,4169795.463440716,30472299.78432258,673039.5236966826,1703807.0694923492,1792948.870251684,2.200335047166137,7.307864390829927,1812375.192097677,2357420.271343039,1895072.9657336017,0.16140828239602012,0.4086068691931592,0.4299848484108207,0.3551523006588521,0.44953600739926874,0.19531169194187914,4.844106987667135
condo,2005,2005,TABLE 33,945666.7069691111,10654600.453635562,111338.8928761869,364244.5153383257,470083.2987545986,2.3299894699776305,11.266760662203984,216470.28148541044,729196.4254837007,405867.3737174401,0.11773587042419124,0.385172188736283,0.49709194083952585,0.27432333832701633,0.4487235719418879,0.27695308973109567,4.182004211945776
condo,2004,2005,TABLE 33,883050.2494658558,9922471.38258718,105323.6607643769,338787.1562466839,438939.432454795,2.3245132956711325,11.23658748592069,211476.50409026112,671573.7453755947,379886.0824372707,0.11927255649164432,0.38365558070065814,0.4970718628076976,0.2772506433735135,0.4459062491485545,0.27684310747793195,4.173664154136888
timeshare,2005,2005,TABLE 34,390677.2226874006,3309964.8138673464,38914.72701342585,186557.37924665143,165205.11642732332,2.251543337208813,8.472377250710124,99026.95137213498,291650.2713152656,173515.3022511724,0.09960838450150285,0.477523050776689,0.42286856472180817,0.22427259445449235,0.5375819216699399,0.23814548387556775,3.9980052693836585
timeshare,2004,2005,TABLE 34,344651.67518160044,3382819.111506534,35421.95298170293,163387.72206492626,145842.00013497125,2.247673296954114,9.815182559968967,91269.35852167323,253382.3166599272,153337.08668810886,0.10277609404636942,0.474066235072949,0.42315767088068157,0.23100708215326926,0.5327730087805197,0.2362199090662111,4.026418437800736
all_air,2005,2005,TABLE 2,7416574.032813873,67687478.90039678,1254215.2570808467,3079233.666184354,3083125.1095486726,2.1106515230106884,9.126515531782502,2747832.8217378515,4668741.211076022,3513878.98568622,0.16910978728611076,0.41518275858376114,0.4157074541301281,0.3569318300914432,0.4381530608662972,0.2049151090422597,4.28183932013379
all_air,2004,2005,TABLE 2,6912094.418607716,62761989.18896615,1208751.2393151266,2823222.487763453,2880120.691529137,2.102116109835711,9.080024864823795,2600834.4359180005,4311259.982689716,3288160.1478939834,0.17487481595464113,0.4084467480888559,0.416678435956503,0.3676071678228061,0.4293012445837962,0.20309158759339768,4.312864275791339
first_time,2005,2005,TABLE 35,2747832.8217378515,22850554.23892066,462204.156912288,1236105.845823987,1049522.8190015769,2.1159629077879494,8.315845876121733,2747832.8217378515,-0.22594370995648205,1298620.5058813936,0.1682067967366259,0.4498475438699428,0.3819456593934314,0.3559193427325275,0.4759303584941557,0.16815029877331683,4.806312293007704
first_time,2004,2005,TABLE 35,2600834.4359180005,21322187.414550487,450102.36313048593,1149630.6000469811,1001101.4727405338,2.1165202394860514,8.198210205189215,2600834.4359180005,0.0,1228825.6863301028,0.17306075193195297,0.4420237536731949,0.38491549439485223,0.3662865841246532,0.4677761104914569,0.16593730538388993,4.909573724207155
repeat,2005,2005,TABLE 36,4668741.211076022,44836485.874635026,791994.6675011754,1843100.4199248077,2033646.1236500388,2.1439366714663444,9.603549189718613,0.0,4210424.977136692,2177648.842529868,0.16963773139155028,0.3947745948206072,0.43558767378784247,0.3636925531947021,0.4231858653995837,0.21312158140571424,4.381876210343453
repeat,2004,2005,TABLE 36,4311259.982689716,41447855.91950978,758645.3537929497,1673392.1356812953,1879222.4932154706,2.1273163607087864,9.613861396883616,0.0,4311259.982689716,2026619.106738443,0.17596836118420417,0.3881445661825517,0.435887072633244,0.3743403737142704,0.4128531429801783,0.21280648330555132,4.357337646065834
all_air,2006,2006,TABLE 2,7461299.138575913,68477196.04292701,1194813.4169446968,3067907.6922571287,3198578.0293740877,2.154946901252113,9.177771385472548,2695005.2178321388,4766293.920743775,3462405.098817326,0.16013476939523197,0.41117607473953643,0.42868915586523154,0.34508192509097685,0.44303130406448565,0.21188677084453758,4.359886954480813
all_air,2005,2006,TABLE 2,7416574.032813873,67687478.90039678,1254215.2570808467,3079233.666184354,3083125.1095486726,2.1106515230106884,9.126515531782502,2747832.8217378515,4668741.211076022,3513878.98568622,0.16910978728611076,0.41518275858376114,0.4157074541301281,0.3569318300914432,0.4381530608662972,0.2049151090422597,4.28183932013379
first_time,2006,2006,TABLE 35,2695005.2178321388,22458177.214873042,416333.9750311338,1193060.3995142458,1085610.8432826544,2.2189956473449994,8.333259270250464,2695005.2178321388,0.9999999965075403,1214515.7747635418,0.15448355063521277,0.4426931686885353,0.40282328067472883,0.34279832644593794,0.49116710721461265,0.16603456633944946,5.383596477368438
first_time,2005,2006,TABLE 35,2747832.8217378515,22850554.23892066,462204.156912288,1236105.845823987,1049522.8190015769,2.1159629077879494,8.315845876121733,2747832.8217378515,-0.22594370995648205,1298620.5058813936,0.1682067967366259,0.4498475438699428,0.3819456593934314,0.3559193427325275,0.4759303584941557,0.16815029877331683,4.806312293007704
repeat,2006,2006,TABLE 36,4766293.920743775,46019018.82806909,778479.4419162512,1874847.2927333105,2112967.186130201,2.188080900156779,9.655094627669936,0.0,4766293.920779762,2178298.764182925,0.16333013759981685,0.39335536664527454,0.4433144957624592,0.3573795545021378,0.43034668236534607,0.21227376313251614,4.569608446310548
repeat,2005,2006,TABLE 36,4668741.211076022,44836485.874635026,791994.6675011754,1843100.4199248077,2033646.1236500388,2.1439366714663444,9.603549189718613,0.0,4210424.977136692,2177648.842529868,0.16963773139155028,0.3947745948206072,0.43558767378784247,0.3636925531947021,0.4231858653995837,0.21312158140571424,4.381876210343453
hotel,2007,2007,TABLE 34,3996218.8923293785,28891416.815086152,570634.4625854024,1666581.6603714311,1759002.7693725447,2.284093332555926,7.229688261206701,1636913.794797095,2359305.0975322835,1749586.5144256453,0.14279359513582152,0.41703963303171016,0.4401667718324683,0.3261538985814202,0.47627872260964954,0.19756737880893024,5.088805625788674
hotel,2006,2007,TABLE 34,4184423.814067402,30591392.47638695,608826.1052530741,1704406.0192789554,1871191.6895353722,2.3158804273420768,7.310777740424691,1768891.4476864794,2415532.366380922,1806839.3189323,0.14549819337283487,0.4073215560883196,0.44718025053884547,0.336956418245781,0.47165400968972865,0.1913895720644904,5.411036654431092
condo,2007,2007,TABLE 35,1014850.3812727468,11245928.646940257,117273.42967327854,397844.40938484826,499732.54221462004,2.327180898193327,11.081366134815344,227537.48115036765,787312.9001223792,436085.73018995265,0.11555735883569683,0.39202272248831654,0.49241991867598667,0.2689228781281055,0.4561538957162769,0.2749232261556176,4.168255424094339
condo,2006,2007,TABLE 35,982722.8013681078,10831976.334004395,112740.27772175093,383056.1006211199,486926.42302523705,2.3355563461218494,11.022412748462278,223173.40606838424,759549.3952997235,420766.04274604714,0.11472235870053933,0.38979059007061234,0.4954870512288484,0.26794053290511183,0.4551889431489995,0.27687052394588874,4.179707938664168
timeshare,2007,2007,TABLE 36,500570.8999295754,4832477.298310347,48148.40435818816,228265.8943345836,224156.60123680363,2.299829482499266,9.653931738721171,112689.55064070084,387881.3492888746,217655.65827323683,0.09618698243338175,0.4560111152420127,0.4478019023246056,0.22121365803293036,0.5243739035904756,0.254412438376594,4.048025418320634
timeshare,2006,2007,TABLE 36,473671.74938531755,4576804.400933655,45043.81568596164,217089.75277686567,211538.18092249025,2.3035869907196136,9.662396811447929,110693.3407776498,362978.4086076678,205623.55634650812,0.09509500143171906,0.45831264595911075,0.44659235260917024,0.21905960818057105,0.5278815244568458,0.2530588673625831,4.065316281335189
all_air,2007,2007,TABLE 2,7496820.244690873,69135310.223704,1187586.5239346386,3136631.2965401514,3172602.424216083,2.142798091494495,9.221951491740988,2646523.2682624552,4850296.9764284175,3498612.5265130387,0.15841203139099783,0.41839489198923546,0.42319307661976674,0.3394449985343962,0.44826788802278955,0.21228711344281426,4.271655034580314
all_air,2006,2007,TABLE 2,7528106.126647282,69145853.82841632,1209986.9785749728,3094983.9659443633,3223135.182127946,2.1537314355663217,9.1850266070511,2721126.352307894,4806979.774339385,3495378.3012726344,0.16072926685929342,0.41112384893048065,0.4281468842102259,0.34616767465038845,0.4427251786762979,0.2111071466733137,4.367987621898463
us_west,2007,2007,TABLE 13,3244707.22651761,30536960.87452424,553341.301890548,1310811.4764014075,1380554.4482256502,2.0886804189496937,9.411315375597908,678793.289749648,2565913.9367679576,1553472.3249568413,0.1705365887462281,0.40398451536357544,0.4254788958901952,0.3561964336287233,0.4218972733993908,0.2219062929718859,4.0047960182669415
us_west,2006,2007,TABLE 13,3219948.0,30354176.050265346,552347.7798997078,1293706.6078333585,1373893.6122669338,2.089708677173783,9.42691498442377,693441.9209300252,2526506.0144441864,1540859.7548414278,0.17153934780925276,0.4017787268096747,0.4266819253810725,0.35846726359372705,0.4198002458590061,0.22173249054726685,4.021246140614528
us_east,2007,2007,TABLE 15,1901501.871079464,19595531.242466692,391536.0725571642,920277.7826577798,589688.01586452,1.9015386916738095,10.305290887803004,870223.252857307,1031278.618222157,999980.6364211747,0.20590885473854043,0.483974166239104,0.3101169790223556,0.3915436542435767,0.46014780143711426,0.14830854431930912,3.9761662907726882
us_east,2006,2007,TABLE 15,1953316.0,20074198.39989363,407446.7376617369,953104.235887546,592765.0264507171,1.8921479194440438,10.276984573870092,911235.2916807063,1042080.7083192937,1032327.3249027638,0.20859233102157404,0.48794165198439265,0.3034660169940333,0.3946875451544546,0.46162889080617914,0.14368356403936627,3.9962997613276876
japan,2007,2007,TABLE 20,1296421.0,7372698.673001077,76039.90977007103,440136.73054962704,780244.3596803021,2.9196899752165053,5.6869633190152555,566925.1099889069,729495.8900110931,444026.9381353977,0.05865371647795818,0.33950138924749523,0.6018448942745467,0.17125066800988567,0.4956194013789943,0.33312993061112006,5.2748202517410645
japan,2006,2007,TABLE 20,1362878.0,7645125.756904296,88945.5347369289,427388.05104288494,846544.4142202057,3.004122917509495,5.609545210139349,607829.0618541781,755048.9381458416,453669.18645588093,0.06526302041483456,0.31359230323101916,0.6211446763541606,0.19605813529409452,0.4710349124454457,0.3329069522604598,5.60515466755598
canada,2007,2007,TABLE 22,333397.0,4206656.422034628,37724.391374058,165498.62247343583,130173.98615250616,2.185270006831387,12.617560158666098,129679.90000745005,203717.09999254992,152565.58638418384,0.11315156217379882,0.49640105481883706,0.3904473830073641,0.24726671504451944,0.5423851682275339,0.21034811672794662,4.056289966386184
canada,2006,2007,TABLE 22,280920.0,3554372.558037244,32431.52478025025,138666.57022797572,109821.90499177537,2.1837122303321728,12.652614829977374,110423.110776223,170496.88922377836,128643.32401402,0.1154475465621894,0.4936158700981622,0.3909365833396532,0.252104219389696,0.538957506309707,0.2089382743005971,4.08586220586313
europe,2007,2007,TABLE 23,108022.0,1327041.945967364,25236.052022563592,55057.42479574034,27728.523181696066,1.8075018591888115,12.284922941320879,75635.82255422493,32386.177445775076,59763.14737982022,0.23361955918760616,0.5096871451717274,0.2566932956406664,0.4222677875744687,0.4606302312512675,0.11710198117426375,3.962132873066867
europe,2006,2007,TABLE 23,106032.0,1320830.13786457,24479.01734700777,56498.96681034307,25054.015842649154,1.7883225566182277,12.456901104049438,73203.40689624757,32828.59310375243,59291.3172221625,0.23086443099260384,0.5328482609999158,0.23628730800748032,0.4128600694649057,0.47645228220047303,0.11068764833462123,3.8175706965508533
oceania,2007,2007,TABLE 24,164151.0,1467446.1314293933,15043.067868044169,85626.6554141607,63481.27671779512,2.232047569879317,8.939611281255633,84688.43504248105,79462.56495751895,73542.78744555401,0.09164164621625313,0.5216334680517372,0.38672488573200964,0.20454851373672794,0.5821553573663002,0.21329612889697183,4.0469011128979915
oceania,2006,2007,TABLE 24,135813.0,1186724.3366741212,12517.203303690734,71703.97311315266,51591.82358315657,2.2261560458434766,8.737928892478049,75235.85346356482,60577.14653643514,61007.85264069002,0.09216498644231946,0.5279610428541647,0.37987397070351564,0.20517364178365155,0.5876618337598127,0.20716452445653563,4.082063465058291
other_asia,2007,2007,TABLE 25,121109.0,1084779.7262876953,14428.23898877707,31840.01684167844,74840.74416954449,2.7526237255947668,8.957052954674676,88527.6288688484,32581.371131151587,43997.65898763793,0.11913432518456159,0.2629038043554025,0.6179618704600359,0.3279319700357464,0.36183762470890285,0.3102304052553507,5.483074764193753
other_asia,2006,2007,TABLE 25,117532.0,912265.1812659715,15158.071304745674,25826.35569241707,76547.57300283725,2.8557073671081428,7.761845125293295,85615.3774293156,31916.622570684416,41156.878100930844,0.12896973849458593,0.219738928057185,0.651291333448229,0.3682998323529997,0.31375503784667474,0.3179451298003256,5.849743508352644
latin_america,2007,2007,TABLE 26,19943.0,249618.9789296054,5042.345360856245,8070.333160411649,6830.321478732106,1.8505952965320775,12.516621317234387,13483.08641148051,6459.91358851949,10776.532306859408,0.2528378559322191,0.4046699674277516,0.3424921766400294,0.46790054697341965,0.374440169184793,0.15765928384178732,4.02015279877277
latin_america,2006,2007,TABLE 26,19020.0,218247.95691694,4643.141239348815,7753.440002616719,6623.418758034467,1.8746887089546405,11.47465598932387,12664.213176311521,6355.786823688478,10145.68440570909,0.24411888745261912,0.4076466878347381,0.3482344247126428,0.4576469219499937,0.38210532146327025,0.16024775658673612,4.0738863244226025
other_mma,2007,2007,TABLE 27,307568.0,3294576.2290632986,69195.14409758242,119312.25424627867,119060.60165613893,1.9632828937895401,10.711700271365352,138566.74278372133,169001.25721627867,156660.05188194272,0.22497510826088027,0.3879215466052342,0.3871033451338856,0.4416897815770361,0.38079986829121903,0.17751035013174485,4.281403169257529
other_mma,2006,2007,TABLE 27,332647.0,3879913.450594213,72017.96830122914,120335.76533319843,140293.2663655724,2.0281575807046823,11.663756025439017,151478.11610117508,181168.88389882492,164014.3759857269,0.21649967774015438,0.36175214366339825,0.4217481785964473,0.4390954626288149,0.36684517625354524,0.19405936111763988,4.407784095765654
first_time,2007,2007,TABLE 37,2646523.2682624552,22281679.419908576,410112.7934034423,1193000.084607462,1043410.390251551,2.1826289888805097,8.41922672175762,2646523.2682624552,,1212539.2275761357,0.15496285195055065,0.4507801230822779,0.39425702496717147,0.3382264128668705,0.49194288212525195,0.16983070500787759,5.06690949509525
first_time,2006,2007,TABLE 37,2721126.352307894,22715335.08074055,421959.31289408397,1204686.2477540507,1094480.7916597596,2.216178427985216,8.347769320404685,2721126.352307894,,1227846.2410545791,0.15506788669927207,0.4427160270350214,0.4022160862657067,0.34365810537618235,0.49056885441916703,0.16577304020465056,5.377126538008038
