year,room,bucket,cond_solo,cond_couple,cond_family,cond_group,implied_party_size,reviews,mentions,headcount_mean,review_share
2012,room,3-4,0.046082949308755755,0.5069124423963134,0.3041474654377881,0.22119815668202764,3.2857142857142865,1992.0,216.99999999999994,3.806451612903226,0.0465127139421393
2012,room,5-6,0.06451612903225805,0.19354838709677416,0.3225806451612903,0.4838709677419355,3.9838709677419355,149.0,31.0,4.625,0.003479113643262428
2012,room,7+,0.09999999999999999,0.45,0.25,0.35000000000000003,3.62,214.0,19.999999999999996,8.0,0.0049968477829406685
2013,entire,1-2,0.04098573281452656,0.6658884565499351,0.21789883268482488,0.14267185473411154,2.893125810635538,35330.0,3854.9999999999986,3.1016042780748663,0.29106936892404023
2013,entire,3-4,0.015107753832481662,0.40457676071984006,0.38413685847589424,0.27638302599422354,3.621395245501,34954.0,4500.999999999998,3.7451879010082494,0.2879716592519361
2013,entire,5-6,0.006349206349206346,0.2126984126984126,0.4802721088435372,0.38458049886621304,4.112335600907028,13110.0,2205.0,4.521631644004945,0.10800790904597132
2013,entire,7+,0.00658978583196046,0.11367380560131791,0.3846787479406919,0.5823723228995058,4.471334431630972,5221.0,1214.0,6.44022770398482,0.04301367605865876
2013,room,1-2,0.0895734597156398,0.5625592417061613,0.24075829383886257,0.15971563981042652,2.904312796208531,27102.0,2109.9999999999986,3.5655737704918034,0.22328225407810182
2013,room,3-4,0.04771784232365146,0.4543568464730291,0.29875518672199175,0.26556016597510373,3.369709543568465,4714.0,481.9999999999998,3.701492537313433,0.03883671115505025
2013,room,5-6,0.027777777777777773,0.24999999999999994,0.4583333333333333,0.3472222222222222,3.947222222222222,482.0,72.0,4.315789473684211,0.003971000164771791
2013,room,7+,0.07317073170731707,0.26829268292682923,0.3658536585365853,0.3902439024390244,3.8707317073170726,467.0,41.0,7.4,0.003847421321469764
2014,entire,1-2,0.037298636926889686,0.6535315985130112,0.20830235439900865,0.16381660470879797,2.9266790582403965,84906.0,8069.999999999996,3.061130334486736,0.27933832093014077
2014,entire,3-4,0.01585903083700438,0.3930494371023005,0.3852178169358786,0.28487518355359764,3.6432207537934405,89791.0,10214.999999999996,3.7355182926829267,0.29540983175085705
2014,entire,5-6,0.008131618759455365,0.18154311649016638,0.4746596066565809,0.4141452344931921,4.168872919818456,35425.0,5287.999999999998,4.590824837812789,0.11654724070089553
2014,entire,7+,0.0039889536667689456,0.09389383246394595,0.3912243019331083,0.5857625038355322,4.470635164160784,15666.0,3259.0,6.515677118078719,0.05154069365759292
2014,room,1-2,0.09928090930178608,0.5597309209000232,0.2238459754117374,0.1670146137787056,2.8767107399675247,64503.0,4310.999999999997,3.68796992481203,0.21221303223514085
2014,room,3-4,0.057939914163090106,0.436695278969957,0.30364806866952787,0.27896995708154504,3.426716738197425,11175.0,931.9999999999997,4.006756756756757,0.03676543161136225
2014,room,5-6,0.027972027972027975,0.21678321678321677,0.40559440559440557,0.39160839160839167,3.883916083916084,1246.0,142.99999999999997,4.5813953488372094,0.00409930450002303
2014,room,7+,0.09433962264150944,0.2830188679245283,0.339622641509434,0.339622641509434,3.5811320754716984,1242.0,105.99999999999997,6.52,0.004086144613987643
2015,entire,1-2,0.03998452212046946,0.6650973816587128,0.20637172707339094,0.1556171804462788,2.90642976912163,193080.0,15505.999999999993,2.969250480461243,0.2688507424446648
2015,entire,3-4,0.01694023065511793,0.3697181413600038,0.39986600947504425,0.283198545245729,3.646887112982724,217531.0,20896.999999999993,3.7308049823387246,0.3028970937162335
2015,entire,5-6,0.005531062124248487,0.16240480961923845,0.5076553106212425,0.3911022044088176,4.148376753507014,91979.0,12474.999999999996,4.659496004917025,0.1280744895344822
2015,entire,7+,0.005388854868340471,0.07764849969381504,0.38824249846907527,0.5939987752602572,4.466625842008574,42019.0,8164.999999999999,6.767356562745611,0.058508594089405265
2015,room,1-2,0.09895574341123814,0.556936847339632,0.22501243162605666,0.16571357533565384,2.8692317255096964,144383.0,8043.9999999999945,3.458149779735683,0.20104348843167616
2015,room,3-4,0.04123112659698024,0.4204413472706155,0.31068524970964,0.27874564459930307,3.4038908246225317,23971.0,1721.999999999999,3.627906976744186,0.033377983981463945
2015,room,5-6,0.02341137123745819,0.2207357859531772,0.5083612040133779,0.30769230769230765,3.8936454849498325,3007.0,298.99999999999994,4.2272727272727275,0.0041870425861358345
2015,room,7+,0.0789473684210526,0.19999999999999996,0.3315789473684211,0.4421052631578947,3.85,2198.0,189.99999999999997,7.916666666666667,0.003060565215938332
2016,entire,1-2,0.05112133175953433,0.6686067809027636,0.1996825267613659,0.14310716756888758,2.8397004355081603,357490.0,24568.999999999985,2.9002695417789757,0.2601866846194436
2016,entire,3-4,0.018569804390286524,0.3674897239308515,0.4090021280937527,0.2707343381045389,3.6211089409089574,419086.0,34302.999999999985,3.7345238095238096,0.3050171946360014
2016,entire,5-6,0.006259709403271475,0.1539340217490633,0.5177739194005301,0.38467513478936305,4.141419172073472,186694.0,21885.999999999993,4.715675544205278,0.13587874597427174
2016,entire,7+,0.0033978044955567084,0.06919759539989541,0.39996079456351274,0.5874934657605856,4.4628593831678,88068.0,15303.999999999998,7.07657589890176,0.06409723612147238
2016,room,1-2,0.12115541090317325,0.5449145646867373,0.22506102522375912,0.15801464605370216,2.8313913751017084,269497.0,12289.999999999989,3.18341307814992,0.19614403464400734
2016,room,3-4,0.0535580524344569,0.3655430711610487,0.35393258426966295,0.28426966292134837,3.5010486891385773,44558.0,2669.999999999998,3.8810068649885583,0.03242999326770866
2016,room,5-6,0.027079303675048353,0.183752417794971,0.46034816247582205,0.390715667311412,4.026305609284332,5643.0,516.9999999999998,4.669064748201439,0.004107061627758875
2016,room,7+,0.07142857142857141,0.10884353741496594,0.33673469387755095,0.5204081632653061,4.0482993197278905,2939.0,294.0,7.761363636363637,0.0021390491093360507
2017,entire,1-2,0.07504951720722948,0.6924362465956921,0.16891557316167363,0.12236939836593214,2.693828918049022,580956.0,32311.999999999975,2.868327402135231,0.2557853248235344
2017,entire,3-4,0.02299607223575359,0.372150176639677,0.4211484870427665,0.2474491475215588,3.5727865183332232,689985.0,45572.99999999997,3.6992635725295426,0.3037889915042901
2017,entire,5-6,0.0063351585381382705,0.14236597478670568,0.547211256844518,0.36231376543995925,4.128065707372978,321876.0,31411.999999999985,4.700016414970453,0.14171668286909844
2017,entire,7+,0.0031917610009362368,0.059962550004255655,0.4125457485743467,0.5837518086645672,4.475678781172866,160731.0,23497.999999999993,7.120058422590068,0.07076720275582231
2017,room,1-2,0.17709041468388848,0.5299796057104011,0.20067980965329704,0.13528212100611825,2.655526852481305,430686.0,14709.99999999998,3.3297872340425534,0.18962392746946194
2017,room,3-4,0.056063375990249825,0.36989640463132234,0.35801340645947594,0.27239488117001825,3.4723644119439365,72815.0,3281.9999999999973,3.5853658536585367,0.03205924102173944
2017,room,5-6,0.028493894165535955,0.17232021709633646,0.48032564450474896,0.37177747625508817,3.993758480325644,9807.0,736.9999999999998,4.80672268907563,0.004317860010989476
2017,room,7+,0.03504043126684635,0.11051212938005388,0.33153638814016173,0.568733153638814,4.222102425876011,4408.0,370.99999999999983,8.558333333333334,0.001940769545063894
2018,entire,1-2,0.08885171244016912,0.6993587062595846,0.15732608392583297,0.11262140434035038,2.6304614526697336,866828.0,43037.999999999956,2.7903225806451615,0.25402848379668297
2018,entire,3-4,0.027166040008463916,0.3693376955254977,0.42962709767729546,0.2341748457769748,3.542008887152693,1047638.0,61436.99999999995,3.692698851151987,0.30701580095219505
2018,entire,5-6,0.006828371077135274,0.13603862512932516,0.5563398091734683,0.356707667547994,4.125156914587883,502666.0,43494.999999999985,4.6573780873970865,0.1473089030766697
2018,entire,7+,0.002806575405235109,0.05587376138381347,0.418408843576379,0.5793000744601637,4.46905893808351,257672.0,34917.99999999999,7.139056191673837,0.0755121286770373
2018,room,1-2,0.19777924362357072,0.5339709762532981,0.18255277044854876,0.12532981530343004,2.5667271328056285,614016.0,18191.999999999975,3.2473498233215548,0.1799406035648411
2018,room,3-4,0.06151227814247504,0.3435448577680525,0.3739362995380501,0.273766107464138,3.4936542669584236,103506.0,4112.999999999996,3.6522842639593907,0.030332975219835384
2018,room,5-6,0.02826855123674911,0.17903415783274437,0.5217903415783275,0.33686690223792704,4.0045936395759725,13346.0,848.9999999999995,4.761904761904762,0.003911115174810379
2018,room,7+,0.06343283582089548,0.07089552238805971,0.3507462686567165,0.5634328358208955,4.221268656716418,6654.0,535.9999999999998,8.8860103626943,0.0019499895379280878
2019,entire,1-2,0.10827033392850356,0.6936899289594651,0.15005888386582072,0.10509820309235265,2.574841393458192,1201466.0,52645.99999999995,2.7355017650025215,0.2535947519281345
2019,entire,3-4,0.031156373362136537,0.36535123249623885,0.4361249340997055,0.22645269966181897,3.527073769754015,1471900.0,77768.99999999994,3.658396757932193,0.31067555416717674
2019,entire,5-6,0.007831877951819475,0.12581971390710472,0.5721178349359519,0.34631850769596684,4.118427848187285,719429.0,58861.99999999997,4.650100337304129,0.1518506714171736
2019,entire,7+,0.0028578427369967963,0.05182901935167792,0.42418551481995587,0.571895157997877,4.448746631828203,384134.0,48987.999999999985,7.140495091361736,0.08107958646949812
2019,room,1-2,0.2366513478940635,0.5104941488605677,0.17401809826124032,0.11725967688444588,2.4874307101909316,796515.0,21106.99999999996,3.2810867293625914,0.168121298340559
2019,room,3-4,0.0664609053497942,0.32407407407407396,0.3788065843621399,0.2751028806584362,3.4849382716049373,136278.0,4859.9999999999945,3.6846673095467697,0.02876434755811843
2019,room,5-6,0.02923473774720551,0.14703353396388646,0.5262252794496991,0.351676698194325,4.028460877042132,18946.0,1162.9999999999993,4.651715039577836,0.003998953087337
2019,room,7+,0.056087551299589575,0.08481532147742815,0.35157318741450067,0.5786593707250342,4.31655266757866,9072.0,730.9999999999998,8.196850393700787,0.0019148370320026004
2020,entire,1-2,0.09395124649361934,0.7463158310615937,0.12504444707834536,0.08715578207103626,2.483888427956224,650430.0,25310.99999999997,2.5421773612112473,0.27367812493688526
2020,entire,3-4,0.03479176063749807,0.44363253646068257,0.3843331829800029,0.19176063749812053,3.3222312434220407,733461.0,33254.99999999997,3.5677489853262565,0.3086146567568113
2020,entire,5-6,0.009759271307742328,0.1686631711891002,0.5625167438478319,0.3080102568027861,3.988549121665582,375195.0,26128.99999999998,4.546075085324232,0.15786889301799528
2020,entire,7+,0.0038611544461778294,0.07433697347893911,0.465210608424337,0.5078393135725429,4.353701248049922,235188.0,25639.999999999993,6.943102198598695,0.09895885928947953
2020,room,1-2,0.19921436588103253,0.57168911335578,0.14997194163860825,0.1141975308641975,2.464211560044893,310966.0,7127.999999999987,3.090534979423868,0.13084358316671044
2020,room,3-4,0.059331797235023014,0.39631336405529954,0.34274193548387094,0.2413594470046083,3.323041474654378,57663.0,1735.9999999999977,3.6231884057971016,0.024262567406539697
2020,room,5-6,0.03563941299790356,0.21802935010482177,0.47589098532494756,0.3186582809224318,3.825366876310272,9322.0,476.99999999999966,4.754385964912281,0.003922370555880947
2020,room,7+,0.08303249097472924,0.10108303249097472,0.44043321299638993,0.4404332129963899,4.072924187725632,4399.0,276.9999999999999,7.866666666666666,0.0018509448696975206
2021,entire,1-2,0.11339725196538124,0.7271794154011243,0.12641425805398088,0.0896727086103529,2.482233419646814,1056401.0,42866.999999999956,2.444807849550286,0.2653456498073709
2021,entire,3-4,0.037579094006478526,0.4301539081250733,0.3971903794833923,0.19435726154310934,3.3604085194944693,1257166.0,59580.99999999995,3.528327922077922,0.31577358331328087
2021,entire,5-6,0.008573216520650781,0.15410930329578634,0.5862745098039216,0.29981226533166455,4.012380058406341,646275.0,47939.99999999998,4.536006228104321,0.16233064890061505
2021,entire,7+,0.003455648906071119,0.06384311353966433,0.471717673484374,0.5118679942117881,4.376620375369862,397630.0,46300.999999999985,6.945377604166667,0.0998762692698179
2021,room,1-2,0.22721827330085448,0.5528312435109017,0.14847056944333514,0.10741953518089604,2.4167877965018763,504327.0,12520.999999999976,3.1559633027522938,0.12667630523863754
2021,room,3-4,0.06233933161953724,0.37789203084832895,0.352185089974293,0.2506426735218508,3.3696658097686365,95087.0,3111.9999999999964,3.6018518518518516,0.023883848844551903
2021,room,5-6,0.028571428571428567,0.18131868131868129,0.512087912087912,0.31978021978021975,3.8913186813186806,16474.0,909.9999999999994,4.548872180451128,0.004137921333780097
2021,room,7+,0.06716417910447758,0.08395522388059702,0.3843283582089552,0.5111940298507462,4.136567164179104,7866.0,535.9999999999998,7.906040268456376,0.001975773291945747
2022,entire,1-2,0.13993526616624197,0.6950210040630811,0.1266854899800289,0.09714207010536462,2.4806184147097303,1881129.0,72604.99999999991,2.4746874359499897,0.2518086546094155
2022,entire,3-4,0.04017888155609582,0.36558700937825633,0.4421587356721084,0.20791073289336576,3.4729524140326506,2368000.0,115159.9999999999,3.556519983851433,0.31698139474490894
2022,entire,5-6,0.00813510452064665,0.12209865101431362,0.611533312738132,0.3032643394089177,4.062654721449902,1213609.0,97109.99999999994,4.555887417931332,0.1624541695502425
2022,entire,7+,0.0027634467312213492,0.05105690694538846,0.47753028091327454,0.5151153850439588,4.388287665890376,706457.0,89742.99999999997,6.923535023561042,0.09456660692031425
2022,room,1-2,0.30664510548681884,0.4795607536384491,0.1442593358655184,0.10842014215336011,2.3379526907600314,1067152.0,26590.999999999956,3.1635906040268456,0.1428493789547378
2022,room,3-4,0.0739775134430503,0.3320840801694639,0.37347238064200755,0.26527619357992505,3.441486068111455,190300.0,6136.999999999992,3.5007352941176473,0.025473631511805817
2022,room,5-6,0.031800113571834175,0.13685406019307209,0.5269733106189665,0.3429869392390687,3.9727427597955707,30007.0,1760.9999999999989,4.672212978369385,0.004016748611533143
2022,room,7+,0.050777202072538816,0.056994818652849714,0.3782383419689119,0.5471502590673575,4.211502590673575,13816.0,964.9999999999995,7.690340909090909,0.0018494150970420871
2023,entire,1-2,0.14265663013869534,0.6786197001517956,0.13571146368343345,0.10124555530140772,2.505024848724293,2542377.0,96181.99999999988,2.3897940362742083,0.25267475503525394
2023,entire,3-4,0.036550430921273594,0.3305908294089262,0.47332930203580525,0.21341444792601946,3.546764272931058,3199198.0,163718.99999999988,3.523539699195523,0.317953069493342
2023,entire,5-6,0.007561290684939159,0.11138335813979608,0.6259583251425203,0.2979022157319778,4.071705888960656,1626822.0,142435.99999999994,4.531562697615594,0.1616820992071443
2023,entire,7+,0.0022797927461139598,0.047401924500370056,0.49347890451517407,0.5028867505551443,4.385219096965211,950866.0,135099.99999999997,6.946365818530965,0.09450204813108039
2023,room,1-2,0.3127750953663936,0.4628004374849947,0.1503187771760877,0.1091578413850134,2.337661055832688,1440178.0,37486.99999999994,2.9285714285714284,0.14313243997926425
2023,room,3-4,0.07667621776504292,0.29799426934097417,0.39828080229226365,0.26808022922636104,3.485936962750716,248049.0,8724.999999999989,3.5125125125125125,0.02465241005238
2023,room,5-6,0.026941362916006326,0.10340729001584782,0.5732963549920761,0.3379556259904912,4.058003169572108,37776.0,2523.9999999999986,4.624375624375625,0.0037543769260860024
2023,room,7+,0.05517241379310341,0.06360153256704978,0.3670498084291187,0.5624521072796935,4.257394636015325,16590.0,1304.9999999999995,8.0,0.0016488011754491418
2024,entire,1-2,0.15633040308747848,0.6687839479702687,0.13232561463693537,0.09956582332761574,2.4779275657518576,3162701.0,111935.99999999987,2.298934304600027,0.2523683614582158
2024,entire,3-4,0.0376510948244206,0.31417160046076686,0.49019361264392675,0.20979984808776697,3.5638086710697734,4039051.0,198798.99999999985,3.5128263251350638,0.3222968857050249
2024,entire,5-6,0.007036874796419175,0.10510945625680938,0.6370870820276083,0.2925273219440419,4.076773820354707,2057382.0,178061.99999999994,4.540539319752473,0.1641692098727091
2024,entire,7+,0.0024900086979755586,0.045923037128417325,0.5093545874715042,0.48869547421021814,4.377687702881702,1241039.0,175902.99999999994,6.916615481416009,0.09902895624206735
2024,room,1-2,0.33586393167384476,0.45643234299340585,0.13721196194369417,0.10402219140083216,2.272759568824975,1680051.0,41096.99999999992,2.6158038147138964,0.1340600069485661
2024,room,3-4,0.08065329166246592,0.2831938703498337,0.42000201633229156,0.2595019659239842,3.5047081359007963,289036.0,9918.999999999987,3.425512528473804,0.023063685666914722
2024,room,5-6,0.03652350355089616,0.10821778829895164,0.5647615826851539,0.3287115319580656,4.000473452823807,44138.0,2956.999999999998,4.5811889973380655,0.003522000574206265
2024,room,7+,0.046544428772919595,0.05923836389280676,0.4069111424541609,0.5218617771509168,4.20472496473907,18684.0,1417.999999999999,7.4944237918215615,0.001490893532295751
2025,entire,1-2,0.1734552159755188,0.6624740083957785,0.12534034289301269,0.09675546314096273,2.44198124681235,3866016.0,127444.99999999983,2.2365552325581395,0.2494188423091057
2025,entire,3-4,0.038891328952480646,0.3002390323833978,0.4963089345743873,0.21507002044022497,3.585803334628444,5021981.0,236787.99999999977,3.5077126149217994,0.3239967675038916
2025,entire,5-6,0.007289714474699546,0.09963987799948548,0.6385137618050196,0.29599364274427653,4.087943262411347,2561906.0,217703.9999999999,4.540114440232744,0.16528323437480646
2025,entire,7+,0.0024724117788232597,0.04357512554508524,0.5127039400100527,0.48648097918374184,4.375628631071786,1565532.0,220836.99999999994,6.9294079840034275,0.10100143895882968
2025,room,1-2,0.355316587426286,0.4435488807721346,0.13277695023159955,0.10255677760319953,2.242261309608831,2031760.0,49006.9999999999,2.6497963932518904,0.13108047846929463
2025,room,3-4,0.07776427703523689,0.2690157958687728,0.42948562170919397,0.26618063993519636,3.541838801134062,370585.0,12344.999999999984,3.446652719665272,0.023908561598586228
2025,room,5-6,0.036373507057546106,0.09989142236699236,0.5795331161780672,0.3227470141150922,4.0132464712269265,55934.0,3683.999999999998,4.572953736654804,0.0036086228111103314
2025,room,7+,0.06393606393606388,0.049950049950049924,0.39560439560439564,0.5279720279720279,4.188161838161838,26382.0,2001.9999999999993,7.614457831325301,0.0017020539743753844
2026,entire,1-2,0.19036573938956386,0.6561957573616382,0.11770940538547793,0.09196479316753964,2.3940584630036406,2087816.0,65100.999999999905,2.1638432364096083,0.24882999075624765
2026,entire,3-4,0.04338231647850302,0.30636229895697303,0.48115609038464713,0.2195232821462221,3.564375092979817,2703130.0,120993.99999999988,3.4526890292512418,0.3221643156834394
2026,entire,5-6,0.007915266284651189,0.10096790894811196,0.6223926568793493,0.30896741753468404,4.089329308423352,1384819.0,113956.99999999994,4.511740778404364,0.1650454345445557
2026,entire,7+,0.0024447252574807407,0.04090785202804822,0.4998967599131131,0.500251905812004,4.385041750291137,879370.0,121076.99999999997,6.899850949103502,0.10480503500850721
2026,room,1-2,0.3748499748344883,0.4460102985016841,0.12091060435944091,0.09071199039838937,2.1647682837121063,1082561.0,25828.999999999945,2.5720620842572064,0.1290217354513397
2026,room,3-4,0.079121850596729,0.26786503609842344,0.42257256519817293,0.274495358774127,3.5530131133048473,205681.0,6786.99999999999,3.436099333737129,0.024513463508630918
2026,room,5-6,0.028992395437262328,0.09695817490494292,0.563212927756654,0.3531368821292775,4.079182509505703,31800.0,2103.999999999999,4.616389548693586,0.003789986141522373
2026,room,7+,0.05756457564575641,0.05387453874538742,0.3985239852398523,0.5306273062730628,4.213505535055351,15355.0,1354.9999999999995,7.345656192236599,0.0018300389057571082
