geo,country,month,platform_nights,hotel_nights,platform_share,hotel_bed_occupancy
IT,Italy,2,4624756,15126292,0.23415243586061862,0.22841505091733164
IT,Italy,3,6326659,17185988,0.26907472391347514,0.24277448743201116
IT,Italy,4,9013600,18102033,0.33241340889958204,0.26423864463426616
IT,Italy,5,11889901,23501118,0.3359581423750472,0.3319839322900267
IT,Italy,6,13698857,31724044,0.3015848107103507,0.46308159911529406
IT,Italy,7,20022912,42000807,0.3228266915113555,0.5933161591382367
IT,Italy,8,21496491,44661250,0.32492782666203796,0.6308983851741843
IT,Italy,9,14207925,30506839,0.3177457226431968,0.44531383792283286
IT,Italy,10,11133066,20684419,0.34990402289810146,0.2921943865289533
IT,Italy,11,4965169,12334048,0.28701697886095073,0.18004232598482067
IT,Italy,12,5652801,13883632,0.2893466274012252,0.19612440335083836
CY,Cyprus,1,200208,260116,0.4349284417062764,0.09007201508933756
CY,Cyprus,2,233844,331881,0.41335277740951876,0.12284822840788243
CY,Cyprus,3,326351,640660,0.33748426853469093,0.22184539661971966
CY,Cyprus,4,401466,1327293,0.23222785824976183,0.4749304936827077
CY,Cyprus,5,494033,1882052,0.2079189086249019,0.6517100683653367
CY,Cyprus,6,625877,2205413,0.2210571859470418,0.7891384079206787
CY,Cyprus,7,825539,2583180,0.24218452738404075,0.8944941023946047
CY,Cyprus,8,939859,2786648,0.25220910627566245,0.9649502556731318
CY,Cyprus,9,759315,2358763,0.24352020699931176,0.8440099330520877
CY,Cyprus,10,710640,2308851,0.23535092504001504,0.7995004617594924
CY,Cyprus,11,309159,784246,0.2827488442068584,0.28061802476822284
CY,Cyprus,12,296512,417530,0.4152584861954899,0.14458075804737544
LV,Latvia,1,65517,179261,0.26765885823072333,0.21696731589470983
LV,Latvia,2,68015,191500,0.2620850432537618,0.2477655814146056
LV,Latvia,3,89496,238019,0.2732577133871731,0.28808465623835045
LV,Latvia,4,89663,259922,0.2564841168814451,0.32508129471209163
LV,Latvia,5,127782,315662,0.2881581439821037,0.3820593261777849
LV,Latvia,6,196161,366939,0.34835908364411294,0.45892615938766324
LV,Latvia,7,347777,469457,0.4255537581647362,0.5682040444825299
LV,Latvia,8,331249,453379,0.42217331015462106,0.5487441479910725
LV,Latvia,9,130254,320584,0.2889153088248994,0.4009505227875331
LV,Latvia,10,112215,288733,0.2798741981503836,0.34946599662072203
LV,Latvia,11,89987,255265,0.2606415024387983,0.3192568412626945
LV,Latvia,12,122365,283041,0.30183322397793816,0.3425767236496202
LT,Lithuania,1,93212,311706,0.23019969475301172,0.2606483722960447
LT,Lithuania,2,98819,307555,0.24317254548765424,0.2749136746658944
LT,Lithuania,3,124886,356724,0.2593093997217666,0.29829239719137346
LT,Lithuania,4,132921,370027,0.2642837828165138,0.31973023649670357
LT,Lithuania,5,200642,444059,0.3112171378670112,0.37132187238426373
LT,Lithuania,6,293395,488679,0.3751499218744006,0.4222541929128755
LT,Lithuania,7,458104,561903,0.4491184864417597,0.4698629552792195
LT,Lithuania,8,459945,596598,0.43533012854185776,0.4988748936981504
LT,Lithuania,9,199881,446937,0.3090220123744237,0.3861860694196024
LT,Lithuania,10,147180,408500,0.2648646703138497,0.34158745767785753
LT,Lithuania,11,119234,361097,0.24823298933443813,0.31201406710388746
LT,Lithuania,12,157265,369676,0.2984489724656081,0.30912285190824884
LU,Luxembourg,1,25946,110600,0.19001655119886338,
LU,Luxembourg,2,29186,125260,0.18897219740232832,
LU,Luxembourg,3,36952,143968,0.2042449701525536,
LU,Luxembourg,4,38314,161231,0.1920068155052745,
LU,Luxembourg,5,48908,194893,0.20060623213194367,
LU,Luxembourg,6,45994,194020,0.1916304882215204,
LU,Luxembourg,7,54611,199109,0.21524121078354091,
LU,Luxembourg,8,52546,210460,0.19979011885660403,
LU,Luxembourg,9,42592,183105,0.18871318626299863,
LU,Luxembourg,10,44942,177871,0.2017027731775076,
LU,Luxembourg,11,35292,163084,0.17790458523208452,
LU,Luxembourg,12,40620,161739,0.20073236179265563,
HU,Hungary,1,499019,1366527,0.26749219799458174,0.2336521529342386
HU,Hungary,2,564667,1477433,0.2765129033837716,0.2700368674156638
HU,Hungary,3,707091,1788190,0.28337129165011876,0.3057491314518309
HU,Hungary,4,771917,1801215,0.29999121692940744,0.31824205064056016
HU,Hungary,5,976696,2180627,0.309343073230075,0.3728489764904242
HU,Hungary,6,1017113,2264192,0.3099720995152843,0.40004169692343844
HU,Hungary,7,1588597,3008419,0.34557134454176364,0.5143868919372022
HU,Hungary,8,1732166,3203363,0.3509585294707011,0.5477188973067355
HU,Hungary,9,928882,2134808,0.30319059695987516,0.37718188869394986
HU,Hungary,10,912332,2170000,0.2959875834270935,0.3710319458505377
HU,Hungary,11,757744,1864079,0.2890141706743743,0.3293489802805355
HU,Hungary,12,1014761,1888066,0.3495768090898975,0.32282617597891305
MT,Malta,1,154472,518907,0.229398303184388,0.3307371022874665
MT,Malta,2,208358,633444,0.24751426107326902,0.4315839748616731
MT,Malta,3,295028,792127,0.27137620670465573,0.5048800432903467
MT,Malta,4,428531,913255,0.3193735811820961,0.6014865016169081
MT,Malta,5,533556,1010074,0.3456501881927664,0.6437934887290216
MT,Malta,6,603316,1022717,0.3710355201893197,0.6735801834910724
MT,Malta,7,833152,1228668,0.4040857106827948,0.7831193142380752
MT,Malta,8,954598,1293358,0.4246515501193084,0.8243509475499716
MT,Malta,9,641014,1047322,0.37967205579931956,0.6897854880032668
MT,Malta,10,603767,1083593,0.3578175374549592,0.6906524847014642
MT,Malta,11,296033,849868,0.25834081652778035,0.5597386602385516
MT,Malta,12,282086,673425,0.29522004456254297,0.42922264125929527
NL,Netherlands,1,376265,3976877,0.08643526905393852,0.3928367941313485
NL,Netherlands,2,430946,4037494,0.09644215878472129,0.426329696581628
NL,Netherlands,3,775993,4980457,0.1348040893258866,0.49197064963010756
NL,Netherlands,4,978039,5632095,0.14796054058813332,0.5748842493355054
NL,Netherlands,5,1237262,6028295,0.17029141743709394,0.5954763202075491
NL,Netherlands,6,1051972,5842310,0.15258615763033773,0.5963415032479595
NL,Netherlands,7,1547032,6365817,0.19550884896198575,0.6288168183996735
NL,Netherlands,8,1634093,6662220,0.19696617039400516,0.6580955726309243
NL,Netherlands,9,957652,5745758,0.14286042476888627,0.5864861609567088
NL,Netherlands,10,1020338,5553859,0.15520344157621074,0.5486114266590435
NL,Netherlands,11,567631,4851998,0.10473613599750094,0.4952574890884074
NL,Netherlands,12,670983,4614858,0.12693968660805346,0.45585669913638427
AT,Austria,1,2138099,8932763,0.19312850255020791,0.4669291394146896
AT,Austria,2,2731365,10252450,0.21036690679896472,0.572870583140676
AT,Austria,3,2174233,8327444,0.20703674279831688,0.43528819251602446
AT,Austria,4,1076118,4436751,0.1952010831383804,0.23964626291270003
AT,Austria,5,1545926,5934552,0.20666139249390214,0.31020807987088933
AT,Austria,6,1696319,7112969,0.19256028410014522,0.384199257308757
AT,Austria,7,2910056,9969474,0.22594426970549392,0.5211196037818447
AT,Austria,8,3072042,11254380,0.21443190770172763,0.5882835991558149
AT,Austria,9,1414586,7389473,0.16067429807092387,0.39913431908716496
AT,Austria,10,1310358,6270277,0.17285596787076543,0.32775693741138345
AT,Austria,11,852334,4109567,0.1717756964518236,0.2219737762473837
AT,Austria,12,2286716,8014799,0.22197861188378604,0.4189457617594595
PL,Poland,1,2106376,3886506,0.35147963867801835,0.3046612750366275
PL,Poland,2,2256291,4120050,0.3538535658616752,0.3452423748029754
PL,Poland,3,2093588,4032016,0.3417765823582458,0.31606773166645896
PL,Poland,4,2136732,4116879,0.3416797111300975,0.33347743675730845
PL,Poland,5,3370177,5210998,0.3927407377194848,0.4084875450837631
PL,Poland,6,3477083,5502207,0.3872336231483781,0.4456924497582076
PL,Poland,7,6289809,6618668,0.48726189774363005,0.5188340972390433
PL,Poland,8,6486677,7152284,0.4755990577288109,0.5606639904490229
PL,Poland,9,3072103,5371911,0.36382021630944716,0.4351381497411971
PL,Poland,10,2651336,5282585,0.33417726241539336,0.4140992144587871
PL,Poland,11,2069081,4532229,0.3134349091316723,0.36712181963986296
PL,Poland,12,3008592,4473532,0.40210400148407055,0.35067795161956633
PT,Portugal,1,1482302,2858756,0.3414609986782024,0.24389762387264505
PT,Portugal,2,1943444,3537006,0.3546139459350966,0.3225744553384705
PT,Portugal,3,2792296,4713145,0.3720362334471752,0.40210667383548565
PT,Portugal,4,3236205,5376531,0.37574645269517143,0.4739942502135673
PT,Portugal,5,4005412,6279542,0.38944384194620607,0.5357453986309001
PT,Portugal,6,4588918,6366557,0.4188698344891481,0.5612748092881708
PT,Portugal,7,6590302,7271497,0.47542905505988076,0.6203750303618312
PT,Portugal,8,7566448,8344406,0.475552600759205,0.7119113334711471
PT,Portugal,9,4754100,6836203,0.4101790954041495,0.6026787375154611
PT,Portugal,10,3772220,6263024,0.37589718795078625,0.5343361489603691
PT,Portugal,11,2011152,4146249,0.3266235218398152,0.365532754475656
PT,Portugal,12,2155367,3417393,0.3867683158793847,0.29155829757384333
RO,Romania,1,470971,1188278,0.2838458844935269,0.12787924652406946
RO,Romania,2,545498,1365349,0.28547445190535925,0.15706860429427386
RO,Romania,3,534410,1366227,0.28117415371793775,0.14702963392475485
RO,Romania,4,559980,1432493,0.2810477231059091,0.15929970063742432
RO,Romania,5,706617,1762422,0.2861911051222763,0.18966706226778882
RO,Romania,6,766136,2375553,0.2438611842228814,0.26417223801326445
RO,Romania,7,1239277,3920428,0.2401836926723524,0.42190579872038747
RO,Romania,8,1486434,4454000,0.250223131845249,0.4793273661703788
RO,Romania,9,776800,2340427,0.24919583976399537,0.2602660679415153
RO,Romania,10,764033,1986069,0.27781987722637197,0.2137353441406911
RO,Romania,11,613497,1675914,0.26797154377261223,0.18636921680878604
RO,Romania,12,751907,1485603,0.3360463193460588,0.15987655437018708
SI,Slovenia,1,102518,466925,0.18003206642280264,0.24409056953333574
SI,Slovenia,2,121644,496569,0.19676713365781698,0.2774898952390692
SI,Slovenia,3,139190,534933,0.20647567283715287,0.2796425563681017
SI,Slovenia,4,182447,567019,0.24343599309374941,0.30629642233998305
SI,Slovenia,5,323305,741372,0.30366486737292153,0.3875609867025072
SI,Slovenia,6,403969,778837,0.3415344528181291,0.42071780078975374
SI,Slovenia,7,858896,1029696,0.4547811279514051,0.5382857698478293
SI,Slovenia,8,944701,1173020,0.44609322946696,0.6132100870032521
SI,Slovenia,9,404488,810250,0.3329837380570954,0.4376867022109863
SI,Slovenia,10,219795,692638,0.24088892006317175,0.3620847114642193
SI,Slovenia,11,95886,504861,0.15961128395148041,0.2727194645664187
SI,Slovenia,12,174901,526247,0.24944947429073464,0.2751018470743895
SK,Slovakia,1,278389,701064,0.2842290543803531,0.21134298770102128
SK,Slovakia,2,344637,842094,0.2904086941354022,0.2713653826694861
SK,Slovakia,3,232534,790070,0.22739398633293045,0.23817476620243785
SK,Slovakia,4,177925,681803,0.2069549904155733,0.21238777887844296
SK,Slovakia,5,273383,895123,0.2339594319584153,0.2698440786859706
SK,Slovakia,6,284355,952695,0.2298654056020371,0.29677307814515075
SK,Slovakia,7,538574,1217721,0.3066534949994164,0.3670945795623158
SK,Slovakia,8,603878,1299658,0.31724012574492944,0.3917953349616211
SK,Slovakia,9,264452,909502,0.22526606664315638,0.28331806939174753
SK,Slovakia,10,270187,943679,0.22258387663877233,0.2844817866709916
SK,Slovakia,11,182196,774376,0.19046762815553875,0.24122510264221944
SK,Slovakia,12,339001,704253,0.3249457946003562,0.21230434470662785
FI,Finland,1,352701,1280602,0.21594339813249594,0.2799313004281591
FI,Finland,2,479341,1515516,0.24028840162477813,0.3541290118911785
FI,Finland,3,465091,1557806,0.22991333715952914,0.3405262988772381
FI,Finland,4,272683,1227714,0.18174056599686617,0.27731600382188915
FI,Finland,5,286236,1272556,0.18362680845167284,0.2781724969566317
FI,Finland,6,492587,1737229,0.22090925888055338,0.3924052377047884
FI,Finland,7,755300,2249546,0.2513606354535307,0.49173618122801904
FI,Finland,8,578597,1809734,0.24225997150311243,0.3955961274846159
FI,Finland,9,346364,1430632,0.19491546407532712,0.3231511159600012
FI,Finland,10,344231,1439693,0.19296281680161262,0.31470756230844377
FI,Finland,11,376468,1389935,0.21312690252450886,0.31395847874356525
FI,Finland,12,686452,1609894,0.2989323037556187,0.35191239820919445
SE,Sweden,1,281873,2489351,0.10171426055778962,0.27726075152797697
SE,Sweden,2,422064,2788161,0.13147489661939585,0.3319585075826351
SE,Sweden,3,431204,3095676,0.12226216939618019,0.3447924596600164
SE,Sweden,4,326654,2965144,0.09923269896877025,0.3412624370594159
SE,Sweden,5,555745,3661795,0.13176994171958062,0.40784607459590405
SE,Sweden,6,834223,3798503,0.18007173314372574,0.437174852539203
SE,Sweden,7,2085877,5633224,0.2702227888973081,0.6274213318111573
SE,Sweden,8,1446566,4678515,0.23617091757643696,0.5210870563994041
SE,Sweden,9,481124,3548470,0.11939763658572054,0.40839821608401666
SE,Sweden,10,420508,3646051,0.10340634428272158,0.40609252787948824
SE,Sweden,11,276072,3171029,0.08008816683932382,0.3649580204287153
SE,Sweden,12,463040,2776949,0.14291406544898763,0.3092930513595166
IS,Iceland,1,102295,321433,0.24141666351999397,
IS,Iceland,2,159982,444791,0.26453231212372247,
IS,Iceland,3,195351,520442,0.27291549372514123,
IS,Iceland,4,125828,392465,0.24277387500892353,
IS,Iceland,5,164345,492285,0.2502855489392809,
IS,Iceland,6,262336,641187,0.2903478937448189,
IS,Iceland,7,365968,773505,0.3211730334988192,
IS,Iceland,8,378630,798785,0.3215773537792537,
IS,Iceland,9,251205,663371,0.27466826157694935,
IS,Iceland,10,233711,627475,0.27138272103819616,
IS,Iceland,11,142351,452751,0.23920437168754263,
IS,Iceland,12,144336,378925,0.2758393994583965,
LI,Liechtenstein,1,1137,14429,0.07304381343954773,0.32663271080928125
LI,Liechtenstein,2,1689,16484,0.09294007593682936,0.39888687235329706
LI,Liechtenstein,3,1429,14781,0.08815545959284392,0.33460101867572156
LI,Liechtenstein,4,1671,9438,0.15041857953011073,0.2207719298245614
LI,Liechtenstein,5,2452,12859,0.16014630004571875,0.291092246745897
LI,Liechtenstein,6,2398,15737,0.1322304935208161,0.3681169590643275
LI,Liechtenstein,7,3226,20196,0.137733754589702,0.45718166383701186
LI,Liechtenstein,8,3770,20394,0.1560172156927661,0.46166383701188457
LI,Liechtenstein,9,2126,15513,0.12052837462441182,0.36287719298245613
LI,Liechtenstein,10,1977,15942,0.11032981751213795,0.3608828522920204
LI,Liechtenstein,11,1103,9915,0.1001089126883282,0.2319298245614035
LI,Liechtenstein,12,1674,13396,0.1110816191108162,0.30324844368986986
NO,Norway,1,387723,1534573,0.20169786546920973,0.2299173490569642
NO,Norway,2,620178,1808839,0.25532056794991553,0.2896995361031544
NO,Norway,3,637120,1952596,0.24601925462097002,0.29254763122981575
NO,Norway,4,368142,1735900,0.1749689407340728,0.2687505321907681
NO,Norway,5,522912,2111194,0.1985159291235812,0.3163095713432782
NO,Norway,6,807395,2828096,0.22208692030870109,0.4378433694836008
NO,Norway,7,1574217,3526269,0.30864058836746144,0.5283231364957888
NO,Norway,8,1279766,3210272,0.28502342296434907,0.4809788964042757
NO,Norway,9,562074,2389974,0.19040137558738882,0.37001370149323054
NO,Norway,10,479261,2103792,0.18554052123591736,0.31520056693767506
NO,Norway,11,397261,1970032,0.1678123493796501,0.3049986453325902
NO,Norway,12,674981,1562320,0.3016943182879729,0.2340745424158227
CH,Switzerland,1,657124,3079970,0.17583823152428063,0.3387956971647364
CH,Switzerland,2,947056,3456920,0.21504567690650447,0.4064849071495024
CH,Switzerland,3,743059,3337563,0.18209454342989867,0.36713084329270385
CH,Switzerland,4,583680,2776614,0.17369908704416934,0.3156075238017296
CH,Switzerland,5,805292,3403357,0.1913421622948362,0.37436816187024086
CH,Switzerland,6,928112,4077716,0.18540629042787726,0.46349901337625377
CH,Switzerland,7,1350216,4778877,0.22029621674854666,0.5256749140022545
CH,Switzerland,8,1341091,4819936,0.21767328726201005,0.5301913906334838
CH,Switzerland,9,837773,4033138,0.1719951360228097,0.4584319957079594
CH,Switzerland,10,705696,3337688,0.1745310363794287,0.367144593252004
CH,Switzerland,11,426495,2391447,0.15134981486489077,0.271827004392067
CH,Switzerland,12,865494,3337362,0.20592996762201704,0.36710873335814925
