listing_id,crawl_a,crawl_b,ts_a,ts_b,reviews_a,reviews_b,superhost_a,superhost_b,guest_fav_a,guest_fav_b,rating_a,rating_b,room_type,region,location,days_apart,review_delta,reviews_per_year,year_a,year_b,window
20494579,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,219.0,250.0,True,True,,,4.98,4.98,Private room,NA,Lexington,273,31.0,41.446886446886445,2021,2021,2021->2021
27614662,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,20.0,24.0,True,False,,,4.95,4.96,Entire home/apt,Europe,Senglea,273,4.0,5.347985347985348,2021,2021,2021->2021
41928761,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,1.0,1.0,False,False,,,5.0,5.0,Entire home/apt,Europe,Selnica,273,0.0,0.0,2021,2021,2021->2021
25224970,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,6.0,14.0,False,False,,,4.17,4.07,Entire home/apt,Europe,Gijón,273,8.0,10.695970695970695,2021,2021,2021->2021
27131050,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,33.0,44.0,False,False,,,4.87,4.81,Entire home/apt,MEA,Valle Gran Rey,273,11.0,14.706959706959708,2021,2021,2021->2021
21203371,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,51.0,64.0,True,True,,,4.71,4.72,Entire home/apt,APAC,Waikawa,315,13.0,15.063492063492063,2021,2021,2021->2021
10138136,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,10.0,14.0,False,False,,,4.7,4.71,Entire home/apt,NA,Park Falls/Springstead,315,4.0,4.634920634920635,2021,2021,2021->2021
4142051,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,5.0,6.0,False,False,,,4.8,4.83,Entire home/apt,Europe,Casteldelpiano,315,1.0,1.1587301587301588,2021,2021,2021->2021
46188608,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,2.0,8.0,True,True,,,5.0,5.0,Private room,Europe,Essômes-sur-Marne,315,6.0,6.952380952380953,2021,2021,2021->2021
34055145,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,17.0,20.0,True,True,,,4.94,4.8,Entire home/apt,Europe,Greater London,273,3.0,4.010989010989011,2021,2021,2021->2021
28404434,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,46.0,52.0,True,True,,,4.91,4.92,Private room,NA,Punta Mita,273,6.0,8.021978021978022,2021,2021,2021->2021
27109747,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,170.0,217.0,True,True,,,4.94,4.93,Entire home/apt,NA,Church Hill,273,47.0,62.83882783882784,2021,2021,2021->2021
22783829,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,7.0,9.0,False,False,,,4.71,4.78,Entire home/apt,Europe,Ortiporio,315,2.0,2.3174603174603177,2021,2021,2021->2021
27477542,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,22.0,24.0,True,True,,,4.91,4.92,Entire home/apt,Europe,Mondariz-Balneario,315,2.0,2.3174603174603177,2021,2021,2021->2021
41929173,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,29.0,38.0,True,True,,,4.93,4.95,Private room,Europe,Rennes,273,9.0,12.032967032967033,2021,2021,2021->2021
20653587,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,128.0,130.0,False,False,,,4.76,4.75,Entire home/apt,NA,Philadelphia,273,2.0,2.673992673992674,2021,2021,2021->2021
31110524,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,7.0,8.0,True,True,,,4.57,4.63,Hotel room,Europe,Salerno,273,1.0,1.336996336996337,2021,2021,2021->2021
44265822,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,18.0,46.0,True,True,,,5.0,5.0,Entire home/apt,Europe,Arbon,273,28.0,37.43589743589744,2021,2021,2021->2021
34817931,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,124.0,124.0,True,True,,,4.94,4.94,Entire home/apt,NA,Guadalajara,315,0.0,0.0,2021,2021,2021->2021
3505155,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,181.0,196.0,True,True,,,4.77,4.79,Entire home/apt,Europe,Rovinj,273,15.0,20.054945054945055,2021,2021,2021->2021
18593765,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,191.0,217.0,True,True,,,4.93,4.94,Entire home/apt,NA,Jackson,273,26.0,34.76190476190476,2021,2021,2021->2021
2433341,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,15.0,16.0,True,True,,,4.8,4.81,Private room,Europe,Avallon,273,1.0,1.336996336996337,2021,2021,2021->2021
25415096,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,15.0,20.0,True,True,,,4.93,4.9,Entire home/apt,Europe,Colibița,315,5.0,5.7936507936507935,2021,2021,2021->2021
31265448,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,0.0,1.0,True,True,,,0.0,5.0,Entire home/apt,NA,Ashford,273,1.0,1.336996336996337,2021,2021,2021->2021
23287523,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,248.0,278.0,False,False,,,4.79,4.78,Entire home/apt,Europe,Troyes,273,30.0,40.10989010989011,2021,2021,2021->2021
41700807,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,1.0,1.0,False,False,,,0.0,0.0,Private room,Europe,Rakkestad,315,0.0,0.0,2021,2021,2021->2021
15750442,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,3.0,4.0,False,False,,,4.67,4.75,Private room,MEA,Zanzibar,273,1.0,1.336996336996337,2021,2021,2021->2021
19004229,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,358.0,405.0,True,True,,,4.92,4.92,Entire home/apt,APAC,Marengo,315,47.0,54.46031746031746,2021,2021,2021->2021
16694952,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,4.0,4.0,False,False,,,5.0,5.0,Private room,APAC,Jambi,315,0.0,0.0,2021,2021,2021->2021
19516614,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,152.0,181.0,True,True,,,4.82,4.83,Entire home/apt,Europe,Maastricht,273,29.0,38.772893772893774,2021,2021,2021->2021
40498963,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,19.0,28.0,True,True,,,4.95,4.96,Entire home/apt,APAC,Luzhou,273,9.0,12.032967032967033,2021,2021,2021->2021
31139753,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,1.0,4.0,False,False,,,5.0,5.0,Entire home/apt,Europe,Nordnesøy,273,3.0,4.010989010989011,2021,2021,2021->2021
15883506,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,11.0,13.0,False,False,,,4.91,4.92,Entire home/apt,Europe,Benamaurel,273,2.0,2.673992673992674,2021,2021,2021->2021
37664323,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,3.0,3.0,True,True,,,4.67,4.67,Private room,APAC,Lak Hok,273,0.0,0.0,2021,2021,2021->2021
2941986,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,185.0,186.0,False,False,,,4.58,4.58,Hotel room,Europe,Nykobing Falster,273,1.0,1.336996336996337,2021,2021,2021->2021
16567676,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,0.0,0.0,True,True,,,0.0,0.0,Private room,Europe,Jabučeta,273,0.0,0.0,2021,2021,2021->2021
38381409,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,48.0,104.0,True,True,,,4.92,4.94,Entire home/apt,Europe,Tyne and Wear,273,56.0,74.87179487179488,2021,2021,2021->2021
13411612,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,217.0,247.0,True,False,,,4.76,4.74,Entire home/apt,Europe,Antibes,315,30.0,34.76190476190476,2021,2021,2021->2021
42633602,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,3.0,3.0,False,False,,,4.67,4.67,Entire home/apt,Europe,Grostenquin,315,0.0,0.0,2021,2021,2021->2021
8342380,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,79.0,104.0,True,True,,,4.77,4.78,Entire home/apt,NA,Kailua-Kona,273,25.0,33.42490842490842,2021,2021,2021->2021
36909030,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,35.0,52.0,False,True,,,4.83,4.83,Entire home/apt,Europe,Imerovigli,315,17.0,19.6984126984127,2021,2021,2021->2021
11209909,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,137.0,165.0,True,True,,,4.85,4.88,Entire home/apt,LatAm,Ouro Preto,273,28.0,37.43589743589744,2021,2021,2021->2021
6649744,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,0.0,1.0,False,False,,,0.0,5.0,Entire home/apt,Europe,Velika,273,1.0,1.336996336996337,2021,2021,2021->2021
43675283,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,76.0,111.0,True,True,,,4.83,4.8,Entire home/apt,APAC,Shah Alam,315,35.0,40.55555555555555,2021,2021,2021->2021
29528384,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,88.0,118.0,True,True,,,4.94,4.94,Entire home/apt,Europe,Kiel,273,30.0,40.10989010989011,2021,2021,2021->2021
23446472,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,2.0,2.0,False,False,,,5.0,5.0,Entire home/apt,APAC,Tambon Phe,273,0.0,0.0,2021,2021,2021->2021
25938630,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,43.0,51.0,True,True,,,5.0,4.98,Private room,Europe,Le Rouret,315,8.0,9.26984126984127,2021,2021,2021->2021
35398257,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,66.0,103.0,True,True,,,4.92,4.94,Entire home/apt,Europe,Earl shilton,273,37.0,49.46886446886447,2021,2021,2021->2021
43662841,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,5.0,7.0,False,False,,,4.6,4.57,Entire home/apt,Europe,Kristiansand,273,2.0,2.673992673992674,2021,2021,2021->2021
18496490,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,18.0,25.0,False,False,,,4.94,4.96,Entire home/apt,Europe,Blanzac-Porcheresse,315,7.0,8.11111111111111,2021,2021,2021->2021
39361699,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,27.0,43.0,True,True,,,4.96,4.95,Entire home/apt,Europe,Dramlje,315,16.0,18.53968253968254,2021,2021,2021->2021
40637552,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,5.0,13.0,True,True,,,4.8,4.92,Private room,Europe,Castelfranco Veneto,315,8.0,9.26984126984127,2021,2021,2021->2021
45549340,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,14.0,58.0,False,True,,,5.0,4.86,Entire home/apt,APAC,Walkerville,273,44.0,58.82783882783883,2021,2021,2021->2021
16818053,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,4.0,5.0,True,False,,,4.75,4.6,Hotel room,Europe,Velika Gorica,315,1.0,1.1587301587301588,2021,2021,2021->2021
41623388,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,1.0,4.0,False,False,,,5.0,5.0,Entire home/apt,NA,Belize City,273,3.0,4.010989010989011,2021,2021,2021->2021
34077406,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,12.0,13.0,False,False,,,4.67,4.69,Entire home/apt,APAC,Batur,273,1.0,1.336996336996337,2021,2021,2021->2021
43355004,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,16.0,23.0,False,False,,,4.56,4.48,Entire home/apt,Europe,Ermoupoli,273,7.0,9.35897435897436,2021,2021,2021->2021
35994480,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,33.0,63.0,True,True,,,4.91,4.89,Entire home/apt,Europe,Oppdal,315,30.0,34.76190476190476,2021,2021,2021->2021
33635321,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,2.0,2.0,False,False,,,4.5,4.5,Private room,Europe,Vayots Dzor Province,273,0.0,0.0,2021,2021,2021->2021
17799606,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,35.0,45.0,False,False,,,4.63,4.58,Entire home/apt,Europe,Basaldella,315,10.0,11.587301587301587,2021,2021,2021->2021
13810056,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,27.0,35.0,True,True,,,5.0,5.0,Entire home/apt,Europe,Lake View,315,8.0,9.26984126984127,2021,2021,2021->2021
42308066,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,0.0,0.0,False,False,,,0.0,0.0,Entire home/apt,Europe,Liempde,273,0.0,0.0,2021,2021,2021->2021
45951222,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,0.0,2.0,False,False,,,0.0,5.0,Private room,Europe,Salsomaggiore Terme,315,2.0,2.3174603174603177,2021,2021,2021->2021
20232443,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,112.0,160.0,True,True,,,4.96,4.93,Entire home/apt,NA,Newberg,273,48.0,64.17582417582418,2021,2021,2021->2021
36702579,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,7.0,8.0,False,False,,,4.86,4.75,Entire home/apt,Europe,Inverclyde,273,1.0,1.336996336996337,2021,2021,2021->2021
21424593,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,157.0,192.0,True,True,,,4.93,4.9,Entire home/apt,Europe,Birdhill,315,35.0,40.55555555555555,2021,2021,2021->2021
35372349,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,22.0,27.0,True,True,,,5.0,5.0,Entire home/apt,Europe,Szentendre,315,5.0,5.7936507936507935,2021,2021,2021->2021
43650732,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,29.0,55.0,True,True,,,5.0,4.98,Entire home/apt,Europe,Braine,273,26.0,34.76190476190476,2021,2021,2021->2021
38290130,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,53.0,101.0,True,True,,,4.98,4.98,Entire home/apt,Europe,Lauterbrunnen,315,48.0,55.61904761904763,2021,2021,2021->2021
23063752,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,123.0,126.0,True,True,,,4.97,4.97,Entire home/apt,NA,Astoria,273,3.0,4.010989010989011,2021,2021,2021->2021
24612044,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,7.0,9.0,False,False,,,5.0,5.0,Private room,LatAm,Angra dos Reis,273,2.0,2.673992673992674,2021,2021,2021->2021
38871299,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,30.0,40.0,False,False,,,4.47,4.4,Entire home/apt,Europe,Dianalund,273,10.0,13.36996336996337,2021,2021,2021->2021
45148299,CC-MAIN-2021-04,CC-MAIN-2021-43,2021-01-25 00:00:00,2021-10-25 00:00:00,4.0,8.0,False,True,,,5.0,4.88,Entire home/apt,Europe,Parçay-les-Pins,273,4.0,5.347985347985348,2021,2021,2021->2021
45150580,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,1.0,1.0,False,False,,,4.0,4.0,Entire home/apt,APAC,Sialkot,273,0.0,0.0,2021,2021,2021->2021
26771842,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,64.0,80.0,True,True,,,4.91,4.91,Entire home/apt,APAC,Adelaide,273,16.0,21.39194139194139,2021,2021,2021->2021
3720946,CC-MAIN-2021-10,CC-MAIN-2021-49,2021-03-08 00:00:00,2021-12-06 00:00:00,38.0,38.0,True,True,,,5.0,5.0,Entire home/apt,NA,Ghent,273,0.0,0.0,2021,2021,2021->2021
36914540,CC-MAIN-2021-04,CC-MAIN-2021-49,2021-01-25 00:00:00,2021-12-06 00:00:00,6.0,9.0,True,True,,,5.0,5.0,Private room,MEA,Prampram,315,3.0,3.4761904761904767,2021,2021,2021->2021
